Company Name (EN),Company Name (GR),Country (EN),Country (GR),Pavilion,Stand,Street,Number,City,Postal Code,Region,Email,Phone,Website,Products (EN),Products (GR),Exhibition Code
BIOAGROS S.A. GREGO,ΒΙΟΑΓΡΟΣ Α.Ε. GREGO,Greece,Ελλάδα,PAVILION 13,C11,Vasileos Pavlou str.,2,Krya Vrysi,58300,Pella,bio@bioagros.gr,+30 23820 81660,https://www.bioagros.gr/,"FRESH FRUITS &amp; VEGETABLES, Trade of fresh fruit, Trade of fresh vegetables","Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
BIOKIP S.A,ΒΙΟΚΗΠ Α.Ε,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B07,Petra,,Preveza,48200,Preveza,biokipae@gmail.com,2683041927,www.biokip.gr,Fresh Fruits (organic),Φρέσκα φρούτα (βιολογικά),49-FRE-2025
VROHIDIS HATZIS SA,ΒΡΟΧΙΔΗΣ ΧΑΤΖΗΣ ΑΕ,Greece,Ελλάδα,PAVILION 13,B15,Georgikis Scholis,29,Thermi,570001,Thessaloniki,d.vaios@fordvehicles.gr,2311476204,www.fordvehicles.gr,"Electric vehicles, LIGHT VEHICLES COMMERCIAL (LVC), Refrigerated transport vans","ΕΠΑΓΓΕΛΜΑΤΙΚΑ ΑΥΤΟΚΙΝΗΤΑ, Ηλεκτρικά αυτοκίνητα, Ψυγεία μεταφοράς-βαν",49-FRE-2025
G.KATSAGIOTIS S.A.,Γ.ΚΑΤΣΑΓΚΙΩΤΗΣ Α.Ε.,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C17,Myrtofyto,,Kavala,64007,Kavala,katsagiotis@yahoo.gr,+30 25940 92009,http://www.katsagiotis.gr/,"FRESH FRUITS &amp; VEGETABLES, Grape","Σταφύλι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
GEOTHERMIKI SA - I. BATSIS SA,ΓΕΩΘΕΡΜΙΚΗ Α.Ε. - Ι. ΜΠΑΤΣΗΣ Α.Ε.,Greece,Ελλάδα,PAVILION 13,D15,Industrial Area of Sindos,Α9/2,Thessaloniki,57022,Thessaloniki,export@geotherm.gr,+30 2310797001,www.geotherm.gr,"Controlled atmosphere refrigeration systems, Cooling Systems, HEATING-COOLING-VENTILATION, REFRIGERATORS - FREEZING INSTALLATIONS","ΘΕΡΜΑΝΣΗ-ΨΥΞΗ-ΑΕΡΙΣΜΟΣ, Συστήματα ψυκτικών εφαρμογών θαλάμων ελεγχόμενης ατμοσφαίρας, Συστήματα Ψύξης, ΨΥΓΕΙΑ - ΨΥΚΤΙΚΕΣ ΕΓΚΑΤΑΣΤΑΣΕΙΣ",49-FRE-2025
MUNICIPALITY OF ARTA,ΔΗΜΟΣ ΑΡΤΑΙΩΝ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,A02-A05,Periferiaki odos & Afxentiou,37,Arta,47100,Arta,panou_ioannis@arta.gr,2681362289,www.arta.gr,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
KAVALA COOP.,ΕΑΣ ΚΑΒΑΛΑΣ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C14,Hidras,18,Kavala,65302,Kavala,teostefanou@yahoo.gr,6944460511,,"Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Sparagki","Ακτινίδιο, Κεράσι, Σπαράγγι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
EL THE AE,ΕΛ ΘΕ ΑΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D04,Mesokampos,,Samos,83100,Samos,gregorygerasimou@hotmail.com,6938697500,www.tomaccini.gr,"Avocado, Cherry tomatoes, FRESH FRUITS &amp; VEGETABLES, Grapefruit, Lemons, Mango, Tomato, Trade of fresh fruit, Trade of fresh vegetables","Αβοκάντο, Γκρέιπφρουτ, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Λεμόνια, Μάνγκο, Ντομάτα, Ντοματίνια, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
ELEFTHERIADIS S. –ELEFTHERIADIS E. G.P. - INTERBRUSH,ΕΛΕΥΘΕΡΙΑΔΗΣ Σ.-ΕΛΕΥΘΕΡΙΑΔΗΣ Ε ΟΕ - INTERBRUSH,Greece,Ελλάδα,PAVILION 13,A15,Agiou Mina,16,Kastoria,52100,Kastoria,info@interbrush.gr,2107706319,www.interbrush.gr,"Cleaning stations – tools stations 5S - shadowbaards, Ergonomic chairs and mats, HACCP &amp; metal detectable products, Magnets, METAL DETECTORS, Palettes, Plastic pallets, Safety knives and cutters, Strip PVC doors, Technical and industrial brushes, Trolleys, palette movers","HACCP και προϊόντα ανιχνεύσιμα μετάλλων, ΑΝΙΧΝΕΥΤΕΣ ΜΕΤΑΛΛΩΝ, Εργονομικά καθίσματα – τάπητες, Καρότσια, παλετοφόρα, Λωριδοκουρτίνες PVC, Μαγνήτες, Μαχαίρια και κοπίδια ασφαλείας, Παλέτες, Πλαστικές παλέτες, Σταθμοί καθαριότητας -σταθμοί εργαλείων 5S – shadowbaards, Τεχνικές και βιομηχανικές βούρτσες",49-FRE-2025
ELITA S.A.,ΕΛΙΤΑ Α.Ε.,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,A11,ΛΕΥΚΑΔΙΑ,,NAOUSA,59035,IMATHIA,info@elitafruits.gr,2332440000,www.elitafruits.gr,"Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Nectarine, Peach, Strawberry, Trade of fresh vegetables","Ακτινίδιο, Βερίκοκο, Εμπορία φρέσκων λαχανικών, Κεράσι, Νεκταρίνι, Ροδάκινο, Φράουλα, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
HELLENIC AGRICULTURAL COOP GROUP (HELLENIC COOP),ΕΛΛΗΝΙΚΕΣ ΑΓΡΟΤΙΚΕΣ ΣΥΝΕΤΑΙΡΙΣΤΙΚΕΣ ΟΜΑΔΕΣ,Greece,Ελλάδα,PAVILION 13,C03,Krevatas,,Veria,59132,Imathia,as.g.olympia@gmail.com,6987506033,https://hacg.gr/,"Apple, Apricot, Cherry, Jams, Kiwi, Klimentine, Lotus, Mandarin, Nectarine, Orange, Peach, Peach ufo, Pear, Plum, Quince, Strawberry, Trade of fresh fruit, Watermelon","Ακτινίδιο, Αχλάδι, Βερίκοκο, Δαμάσκηνο, Εμπορία φρέσκων φρούτων, Καρπούζι, Κεράσι, Κλημεντίνη, Κυδώνι, Λωτός, Μανταρίνι, Μαρμελάδες, Μήλο, Νεκταρίνι, Πορτοκάλι, Ροδάκινο, Ροδάκινο ufo, Φράουλα",49-FRE-2025
GREEK POLISH CHAMBER,ΕΛΛΗΝΟΠΟΛΩΝΙΚΟ ΕΠΙΜΕΛΗΤΗΡΙΟ ΕΜΠΟΡΙΟΥ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ,Greece,Ελλάδα,PAVILION 13,B01,K. Karamanli,35,"Kalamaria, Thessaloniki",55134,Thessaloniki,info@greekpolish.org,6907702742,www.greekpolish.org,"SERVICES - ORGANISATIONS - BODIES, STATE PARTICIPATIONS","ΚΡΑΤΙΚΕΣ ΣΥΜΜΕΤΟΧΕΣ, ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ",49-FRE-2025
EPIDAVROS FRUIT TSOLIS,ΕΠΙΔΑΥΡΟΣ ΦΡΟΥΙΤΣ ΤΣΟΛΗΣ ΙΚΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B18,Ancient Epidavros,,Ancient Epidavros,21059,Argolida,epidavrosfruits@gmail.com,6974758100,https://www.epidavrosfruits.gr/,"Cabbage, Carrot, Cauliflower, FRESH FRUITS &amp; VEGETABLES, Green pepper, Klimentine, Lemons, Mandarin, Onion, Orange, Potato, Trade of fresh fruit, Trade of fresh vegetables, Watermelon","Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Καρότο, Καρπούζι, Κλημεντίνη, Κουνουπίδι, Κρεμμύδι, Λάχανο, Λεμόνια, Μανταρίνι, Πατάτα, Πιπεριά, Πορτοκάλι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
CHAMBER OF LARISSA,ΕΠΙΜΕΛΗΤΗΡΙΟ ΛΑΡΙΣΑΣ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D10-D14,Papakyriazi,44,Larissa,41222,Larissa,info@larcci.gr,+30 2410536900,www.larcci.gr,SERVICES,ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ,49-FRE-2025
EYSTRATIOY ANDREAS PAPANIKOLAOY PANAGIOTHS IKE,ΕΥΣΤΡΑΤΙΟΥ ΑΝΔΡΕΑΣ ΠΑΠΑΝΙΚΟΛΑΟΥ ΠΑΝΑΓΙΩΤΗΣ ΙΚΕ,Greece,Ελλάδα,PAVILION 13,B03,Central Market of Thessaloniki,Δ32,Thessaloniki,54628,Thessaloniki,manabikogr@gmail.com,2310559114,,"FRESH FRUITS &amp; VEGETABLES, Trade of fresh fruit, Trade of fresh vegetables","Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
ZISIS FRUIT TRAIDE,ΖΗΣΗΣ,Greece,Ελλάδα,PAVILION 13,D09,TOUPOLA,,EDESSA,58200,PELLA,zisismike6@gmail.com,6998040848,www.zisifruit.com,"Cherry, Chestnut, Trade of fresh fruit","Εμπορία φρέσκων φρούτων, Κάστανο, Κεράσι",49-FRE-2025
IRTA,ΙΡΤΑ,Spain,Ισπανία,PAVILION 13,A11,,,,,,,,,,,49-FRE-2025
K.THEODOROU,Κ ΘΕΟΔΩΡΟΥ,Greece,Ελλάδα,PAVILION 13,B03,Central Market of Thessaloniki,B-4,Thessaloniki,54628,Thessaloniki,ktheodorou.ee@yahoo.com,6944713549,,"Apricot, Broccoli, Cherry, Cherry tomatoes, Fig, FRESH FRUITS &amp; VEGETABLES, Grape, Kiwi, Klimentine, Lotus, Mandarin, Melon, Nectarine, Olives, Orange, Peach, Peach ufo, Plum, Pomegranate, Quince, Tomato, Trade of fresh fruit, Trade of fresh vegetables","Ακτινίδιο, Βερίκοκο, Δαμάσκηνο, Ελιές, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Κεράσι, Κλημεντίνη, Κυδώνι, Λωτός, Μανταρίνι, Μπρόκολο, Νεκταρίνι, Ντομάτα, Ντοματίνια, Πεπόνι, Πορτοκάλι, Ροδάκινο, Ροδάκινο ufo, Ρόδι, Σταφύλι, Σύκο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
K.KARABELAS SA,Κ.KΑΡΑΜΠΕΛΑΣ ΑΕ,Greece,Ελλάδα,PAVILION 13,B12,4th klm. Skydra - Veria,,Skydra,58500,Pella,KON.KARABELAS@GMAIL.COM,2381083080,,"Apple, Apricot, Cherry, Cucumber, Kiwi, Klimentine, Lemons, Mandarin, Melon, Nectarine, Peach, Pear, Quince, Strawberry, Trade of fresh fruit, Watermelon","Αγγούρι, Ακτινίδιο, Αχλάδι, Βερίκοκο, Εμπορία φρέσκων φρούτων, Καρπούζι, Κεράσι, Κλημεντίνη, Κυδώνι, Λεμόνια, Μανταρίνι, Μήλο, Νεκταρίνι, Πεπόνι, Ροδάκινο, Φράουλα",49-FRE-2025
CENTRAL MARKET OF THESSALONIKI S.A.,ΚΕΝΤΡΙΚΗ ΑΓΟΡΑ ΘΕΣΣΑΛΟΝΙΚΗΣ Α.Ε.,Greece,Ελλάδα,PAVILION 13,B03,N. Menemeni,,Thessaloniki,54628,Thessaloniki,grammateia@kath.gr,2310764023,www.kath.gr,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
KOGKOLAS KAI SIA GP,ΚΟΓΚΟΛΑΣ ΚΑΙ ΣΙΑ ΟΕ,Greece,Ελλάδα,PAVILION 13,A08,Koufalia,,Thessaloniki,57100,Thessaloniki,kogkolas.lp@gmail.com,6986297942,www.kogkolas.gr,"Apricot, Cabbage, Carrot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Klimentine, Lotus, Mandarin, Nectarine, NUTS, Orange, Peach, Pomegranate, Strawberry, Trade of fresh fruit, Trade of fresh vegetables","Ακτινίδιο, Βερίκοκο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Καρότο, Κεράσι, Κλημεντίνη, Λάχανο, Λωτός, Μανταρίνι, Νεκταρίνι, ΞΗΡΟΙ ΚΑΡΠΟΙ, Πορτοκάλι, Ροδάκινο, Ρόδι, Φράουλα, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
COSMOS FRUIT SA,ΚΟΣΜΟΣ ΦΡΟΥΙΤ ΑΕ,Greece,Ελλάδα,PAVILION 13,B03,Central Market of Thessaloniki,A45 & A48,Thessaloniki,54628,Thessaloniki,cosmosfruit.a45@gmail.com,2310774800,www.cosmosfruit.gr/el,"Apple, Apricot, Avocado, Bean, Beet, Beetroot, Blackberry, Blueberry, Broccoli, Cabbage, Carrot, Cauliflower, Cherry, Cherry tomatoes, Chestnut, Cucumber, Eggplant, Fig, FRESH FRUITS &amp; VEGETABLES, Garlic, Gooseberry, Grape, Grapefruit, Green pepper, Kiwi, Klimentine, Leek, Lemons, Lettuce, Lotus, Mandarin, Mango, Melon, Nectarine, Onion, Orange, Peach, Peach ufo, Pear, Pineapple, Plum, Pomegranate, Potato, Prickly pear, Quince, Radish, Sparagki, Spinach, Stamnangathi, Strawberry, Sweet patato, Tomato, Trade of fresh fruit, Trade of fresh vegetables, Vanilla, Watermelon, Zucchini","Αβοκάντο, Αγγούρι, Ακτινίδιο, Ανανάς, Αχλάδι, Βανίλια, Βατόμουρο, Βερίκοκο, Γκρέιπφρουτ, Γλυκοπατάτα, Δαμάσκηνο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Καρότο, Καρπούζι, Κάστανο, Κεράσι, Κλημεντίνη, Κοκκινογούλι, Κολοκύθι, Κουνουπίδι, Κρεμμύδι, Κυδώνι, Λάχανο, Λεμόνια, Λωτός, Μάνγκο, Μανταρίνι, Μαρούλι, Μελιτζάνα, Μήλο, Μπρόκολο, Μύρτιλο, Νεκταρίνι, Ντομάτα, Ντοματίνια, Παντζάρι, Πατάτα, Πεπόνι, Πιπεριά, Πορτοκάλι, Πράσο, Ραπανάκι, Ροδάκινο, Ροδάκινο ufo, Ρόδι, Σκόρδο, Σπανάκι, Σπαράγγι, Σταμναγγάθι, Σταφύλι, Σύκο, Φασολάκι, Φραγκοστάφυλλο, Φραγκόσυκο, Φράουλα, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
LAFARAS ANTONIS & CO G.P.,ΛΑΦΑΡΑΣ ΑΝΤΩΝΗΣ & ΣΙΑ Ο.Ε.,Greece,Ελλάδα,PAVILION 13,A13,7th klm. Naoussa - Veria,A3,Naoussa,592 00,Imathia,info@lafaras.gr,6978557920,www.lafaras.gr,"Palettes, Wooden Crates","Ξυλοκιβώτια, Παλέτες",49-FRE-2025
MANGRINOX SA,ΜΑΓΚΡΙΝΟΞ ΑΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B03,Grevenon,14,Athens,11855,Attica,info@mangrinox.gr,2103423201,www.mangrinox.gr,"Trolleys, palette movers","Καρότσια, παλετοφόρα",49-FRE-2025
MUSHROOMS KECHAGIA SA,ΜΑΝΙΤΑΡΙΑ ΚΕΧΑΓΙΑ ΑΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C16,Ionias,,Kalochori,57009,Thessaloniki,info@manitaria.com.gr,2310510320,www.manitaria.com.gr,Mushrooms,Μανιτάρια,49-FRE-2025
MATSALAS CH. - MATSALA P. G.P.,ΜΑΤΣΑΛΑΣ ΧΡ. - ΜΑΤΣΑΛΑ Π. Ο.Ε.,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D01,9th km. Veria – Naousa,,Veria,59100,Imathia,info@matsalas.gr,+30233193440,www.matsalas.gr,"Fruit and vegetable processing machinery, Graders, Hydrocooler for Fruits &amp; Vegetables","Μηχανήματα διαλογής, Μηχανήματα-επεξεργασίας φρούτων &amp;  λαχανικών, Υδροκούλερ Φρούτων &amp; Λαχανικών",49-FRE-2025
MENELAOS FRESH,ΜΕΝΕΛΑΟΣ FRESH AE,Greece,Ελλάδα,PAVILION 13,B02,Central Market of Athens,"Α23 - Α29, Β22, Β30, Ε11 - E1",A.I. Rentis,18233,Attica,sales@menelaos.gr,+30 210 4829333,www.menelaos.gr,"Trade of fresh fruit, Trade of fresh vegetables","Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων",49-FRE-2025
MOUDIRIS P.,ΜΟΥΔΗΡΗ ΠΑΣΧΑΛΙΝΑ,Greece,Ελλάδα,PAVILION 13,B08,Episkopi,,Naousa,59200,Imathia,moudiripascalina@gmail.com,6948174018,www.frueat.gr,"Apple, Apricot, Avocado, Bean, Blackberry, Blueberry, Broccoli, Cherry, Chestnut, Cucumber, Eggplant, Fig, FRESH FRUITS &amp; VEGETABLES, Garlic, Grape, Green pepper, Kiwi, Lettuce, Lotus, Mushrooms, Nectarine, Peach, Pear, Plum, Pomegranate, Sweet patato, Tomato, Trade of fresh fruit, Trade of fresh vegetables, Vanilla, Zucchini","Αβοκάντο, Αγγούρι, Ακτινίδιο, Αχλάδι, Βανίλια, Βατόμουρο, Βερίκοκο, Γλυκοπατάτα, Δαμάσκηνο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Κάστανο, Κεράσι, Κολοκύθι, Λωτός, Μανιτάρια, Μαρούλι, Μελιτζάνα, Μήλο, Μπρόκολο, Μύρτιλο, Νεκταρίνι, Ντομάτα, Πιπεριά, Ροδάκινο, Ρόδι, Σκόρδο, Σταφύλι, Σύκο, Φασολάκι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
Benaki Phytopathological Institute,Μπενάκειο Φυτοπαθολογικό Ινστιτούτο,Greece,Ελλάδα,PAVILION 13,B06,Stefanou Delta,8,Kifissia,14561,Attica,a.papoutsi@bpi.gr,2108180223,https://www.bpi.gr/,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
NIKOLITSAS S.A - FROOTS HELLAS,ΝΙΚΟΛΙΤΣΑΣ Α.Ε.- FROOTS HELLAS,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D14,2nd km. Agia- Agiokampos,,Αgia,40003,Larissa,account@nikolitsas.gr,2494022912,www.nikolitsas.gr,"Apple, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Pear, Quince, Trade of fresh fruit","Ακτινίδιο, Αχλάδι, Εμπορία φρέσκων φρούτων, Κεράσι, Κυδώνι, Μήλο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
O.P. SEDIGEP CHRYSOCHUS CITY REGION Ltd.,Ο.Π ΣΕΔΙΓΕΠ ΠΕΡΙΦΕΡΕΙΑΣ ΠΟΛΗΣ ΧΡΥΣΟΧΟΥΣ LTD.,Cyprus,Κύπρος,PAVILION 13,D07,Eleftheriou Venizelou,1,Argaka,8873,Pafos,sedigepargakas@hotmail.com,+35726321326,,"Avocado, FRESH FRUITS &amp; VEGETABLES, Trade of fresh fruit, Trade of fresh vegetables","Αβοκάντο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
OLIMPIAS SA,ΟΛΥΜΠΙΑΣ ΑΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B01,"35th km, Patras - Pyrgos New National Road",,Lappa,27052,Achaia,info@olimpias.gr,2693031828,www.olimpias.gr,"Fruit and vegetable processing machinery, Graders","Μηχανήματα διαλογής, Μηχανήματα-επεξεργασίας φρούτων &amp;  λαχανικών",49-FRE-2025
OM P HAVETSIS PC,ΟΜ Π HAVETSIS ΙΚΕ,Greece,Ελλάδα,PAVILION 13,C14A,Axos,,Giannitsa,58100,Pella,havetsakos@gmail.com,6981113060,www.havetsisfruits.gr,"Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Kiwi, Lotus, Nectarine, Peach, Peach ufo, Trade of fresh fruit, Trade of fresh vegetables, Vanilla","Ακτινίδιο, Βανίλια, Βερίκοκο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Κεράσι, Λωτός, Νεκταρίνι, Ροδάκινο, Ροδάκινο ufo, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
NEW AGRICULTURAL PARTNERSHIP OF AMPELAKIA,ΟΜΑΔΑ ΠΑΡΑΓΩΓΩΝ ΝΕΟΥ ΑΓΡΟΤΙΚΟΥ ΣΥΝΕΤΑΙΡΙΣΜΟΥ ΑΜΠΕΛΑΚΙΩΝ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D11,Ampelakia,40004,Larissa,40004,Larissa,zavaras@otenet.gr,2410530372,,"Chestnut, FRESH FRUITS &amp; VEGETABLES","Κάστανο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
KOLIOS COMPANY SA,ΟΜΙΛΟΣ ΚΟΛΙΟΥ ΑΒΕΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,A05,3rd km. N.R. Arta-Ioannina,,Arta,47150,Arta,koliosae@otenet.gr,2681052365,www.koliosfruit.gr,"Fresh Fruits (organic), Kiwi, Mandarin, Orange, Strawberry, Trade of fresh fruit","Ακτινίδιο, Εμπορία φρέσκων φρούτων, Μανταρίνι, Πορτοκάλι, Φράουλα, Φρέσκα φρούτα (βιολογικά)",49-FRE-2025
CENTRAL MARKETS & FISHERY ORGANIZATION SA,ΟΡΓΑΝΙΣΜΟΣ ΚΕΝΤΡΙΚΩΝ ΑΓΟΡΩΝ & ΑΛΙΕΙΑΣ (ΟΚΑΑ) ΑΕ,Greece,Ελλάδα,PAVILION 13,C08,Kennedy str.,1,Agios Ioannis Rentis,18233,Attica,info@okaa.gr,+30 2104821111,www.okaa.gr,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
PAYMENT AND CONTROL AGENCY FOR GUIDANCE AND GUARANTEE COMMUNITY AID - OPEKEPE,ΟΡΓΑΝΙΣΜΟΣ ΠΛΗΡΩΜΩΝ ΚΑΙ ΕΛΕΓΧΟΥ ΚΟΙΝΟΤΙΚΩΝ ΕΝΙΣΧΥΣΕΩΝ ΠΡΟΣΑΝΑΤΟΛΙΣΜΟΥ ΚΑΙ ΕΓΓΥΗΣΕΩΝ (Ο.Π.Ε.Κ.Ε.Π.Ε.),Greece,Ελλάδα,PAVILION 13,B06,Domokou (Central Agency),5,Athens,10445,Attica,protokolo@opekepe.gr,2108802000,https://www.opekepe.gr/,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
PANAGROTIKOS FARMERS UNION OF CYPRUS,ΠΑΝΑΓΡΟΤΙΚΟΣ ΣΥΝΔΕΣΜΟΣ ΚΥΠΡΟΥ,Cyprus,Κύπρος,PAVILION 13,D06A,Kyriakou Matsi and Samou str.,15,Nicosia,1086,Nicosia,panagrotikos@panagrotikos.org.cy,0035722422809,www.panagrotikos.org.cy,"Apple, Avocado, Banana, FRESH FRUITS &amp; VEGETABLES, Mandarin, Orange, Pomegranate, Potato","Αβοκάντο, Μανταρίνι, Μήλο, Μπανάνα, Πατάτα, Πορτοκάλι, Ρόδι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
FROUTONEA MAGAZINE,ΠΕΡΙΟΔΙΚΟ ΦΡΟΥΤΟΝΕΑ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,A08,Kefallinias,6,"Moschato, Athens",18345,Attica,info@froutonea.gr,2104812212,www.froutonea.gr,PUBLICATIONS-PRESS,ΕΚΔΟΣΕΙΣ - ΤΥΠΟΣ,49-FRE-2025
REGION OF EASTERN MACEDONIA & THRACE,ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Greece,Ελλάδα,PAVILION 13,B04,,0,Komotini,57022,Rodopi,finance@exposystem.gr,031280965,,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
REGION OF WESTERN MACEDONIA,ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Greece,Ελλάδα,,,Dimokratias,27,Kozani,50100,Kozani,info@pdm.gov.gr,+30 2461052624,,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
REGION OF THESSALY,ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,D10-D14,Koumoundourou & Papanastasiou str.,74,Larissa,41110,Larissa,antiper.theme1@thessaly.gov.gr,2413506301,www.thessaly.gov.gr,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
REGION OF CENTRAL MACEDONIA,ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Greece,Ελλάδα,PAVILION 13,A07,26th Oktovriou str.,64,Thessaloniki,54627,Thessaloniki,g.karali@pkm.gov.gr,2313330350,https://www.pkm.gov.gr/,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
