email,company_name,sector,county,job_title,positions_available,company_org_number
iliana.ispas@wrd.ro,WORLD DISTRIB SRL,COMERT,Dolj,FEMEIE DE SERVICIU,1,16470572
imigrari@crowe.ro,MOLD MANUFACTURING TECHNOLOGY SRL,Construcții / Instalații,Municipiul București,SUDOR,2,37376153
immigrations@ghvsol.com,BELLA PARCHET SRL,Altele,Municipiul București,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",1,37115662
info@ambalaj-hartie.ro,MILENIAL WASH S.R.L.,Altele,Brăila,SPALATOR VEHICULE,1,40616949
info@andezit.ro,ESCAPE EVENTS SRL,Vânzări,Harghita,BARMAN,2,48379481
info@asistentarutieraiasi.ro,RIA AUTO TRANS SRL,Servicii transport / curierat,Iași,SOFER DE AUTOTURISME SI CAMIONETE,2,35184151
info@avicolafocsani.ro,AVICOLA FOCSANI SA,Agricultură / Zootehnie,Vrancea,AMBALATOR MANUAL,10,1437373
info@boomburger.ro,INFINITY FOOD SRL,RESTAURANTE,Municipiul București,AJUTOR BUCATAR,15,47127923
info@chescaspedition.com,CHESCA SPEDITION SRL,Servicii transport / curierat,Galați,SOFER DE AUTOTURISME SI CAMIONETE,10,35468749
info@cleanika.com,CLEANIKA S.R.L.,Au pair / Babysitter / Curățenie,Mureș,ÎNGRIJITOR CLADIRI,1,25261346
info@coradex.ro,LOGLIS SRL,Servicii transport / curierat,Bihor,ELECTRICIAN AUTO,1,26495329
info@diamonddrilling.ro,DIAMOND DRILLING SRL,Construcții / Instalații,Ilfov,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,5,34250923
info@electro-sistem.com,ELECTRO SISTEM SRL,Producție / Logistică,Maramureș,LACATUS MECANIC,2,8699886
info@estte.ro,EST TRANSEXIM SRL,Construcții / Instalații,Galați,"MAISTRU LACATUS, CONSTRUCTII METALICE",1,10512350
info@ewa.ro,SC AEC EWA AUTOMOTIVE SRL,Altele,Brașov,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",3,22225349
info@exella.ro,EXELLA EUROPE SRL,Producție / Logistică,Cluj,MUNCITOR NECALIFICAT ÎN METALURGIE,1,21936165
info@gimplast.ro,GIMPLAST SRL,Producție / Logistică,Maramureș,MECANIC UTILAJ,2,15955111
info@karomania.ro,KRAFTANLAGEN ROMANIA SRL,Construcții / Instalații,Prahova,SUDOR,4,21536614
info@mountain-rest.ro,MOUNTAINREST SRL,Turism / Alimentație,Harghita,OSPATAR (CHELNER),1,24608936
info@pensiuneakorona.ro,GASTRO SERVICE SRL,RESTAURANTE,Harghita,OSPATAR (CHELNER),1,17628361
info@recrutero.ro,SPECIALIST IN  RECONDITIONARE S.R.L.,PRODUCTIE MOBILA,Municipiul București,FEMEIE DE SERVICIU,1,49762182
info@rob-systems.com,ROB-SYSTEMS SRL,Altele,Sibiu,LUCRATOR GESTIONAR,1,21131122
info@rodexfashion.ro,RO.DE.X FASHION SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Alba,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,4,13335725
info@scutmotor.co,SC SCUT PROTECTION SRL,Producție / Logistică,Harghita,MUNCITOR NECALIFICAT ÎN METALURGIE,1,25929276
info@thegamer.ro,GAMER DESIGN SRL,Altele,Brașov,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,2,33035943
info@ultratech.ro,SC.ULTRATECH INT.SRL,Altele,Cluj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,31965010
info@windingproduction.com,WINDING PRODUCTION SRL,Producție / Logistică,Sălaj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",3,32699960
ioan.popa@modis.com,ADECCO IT OUTSOURCING S.R.L.,IT / Telecomunicații,Timiș,TEHNICIAN ECHIPAMENTE DE CALCUL SI RETELE,1,42101310
ioan.popovici@aquavas.ro,AQUAVAS SA,Altele,Vaslui,ELECTRICIAN DE ÎNTRETINERE SI REPARATII,1,17986823
ioana.balazs@distributie-energie.ro,DISTRIBUȚIE ENERGIE ELECTRICĂ ROMANIA S.A.,Altele,,ELECTRICIAN MONTARE SI REPARATII LINII ELECTRICE AERIENE,1,14476722
ioana.feuerstahler@te.com,TE CONNECTIVITY SENSOR SOLUTIONS S.R.L.,Producție / Logistică,Timiș,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,2,38546892
ioana.hostina@infopro-digital.com,HAYNESPRO DATA SRL,Inginerie,Municipiul București,INGINER AUTOVEHICULE RUTIERE,2,23791230
ioana.kalber@loto.ro,"COMPANIA NATIONALA ""LOTERIA ROMANA"" SA",Vânzări,Municipiul București,OPERATOR GESTIONAR LOTO,5,12397185
ioana.muratura@vivani-deseuri.ro,VIVANI SALUBRITATE SA,Altele,Ialomița,MASINIST POD RULANT,1,14302998
ioana.racoti@ubbcluj.ro,UNIVERSITATEA BABES BOLYAI CLUJ,Resurse umane,Cluj,Analist resurse umane,1,4305849
ioana@dacica-grup.ro,Dacica Equipment Heroes SRL,Altele,,MANIPULANT MARFURI,1,43210154
ioanacearnau@asterpremium.ro,ASTER PREMIUM SRL,Altele,Bihor,AJUTOR BUCATAR,1,25815581
ioananegrutiu@madrugada.ro,MADRUGADA COM SRL,Producție / Logistică,Bihor,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",4,15378390
ioanburja@elis.ro,ELIS PAVAJE SRL,Construcții / Instalații,Arad,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,1,1771593
iolanda.beudean@ro.ebmpapst.com,EBM PAPST AUTOMOTIVE DRIVES ROMANIA S.R.L.,Producție / Logistică,Bihor,PROGRAMATOR,4,38458677
ion-nicolae.manea@asahibeer.ro,URSUS BREWERIES SA,Vânzări,Municipiul București,ANALIST SERVICII CLIENT,2,199095
ion@manac.biz,FABRICA MAIASTRA S.R.L.,Construcții / Instalații,Olt,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,40637623
ionc@dietrich-logistic.com,KARL HEINZ DIETRICH INTERNATIONAL EXPED SRL,Altele,Ilfov,MANIPULANT MARFURI,3,9539018
ionel.tanase@rsconstruct.ro,ROM SERVICE CONSTRUCT,Construcții / Instalații,Municipiul București,FIERAR BETONIST,2,3511905
ionica.stefan@transalpinafan.ro,TRANSALPINA FAN SRL,RESTAURANTE,Alba,FEMEIE DE SERVICIU,3,29342575
ionut.lica@irispharm.ro,EUROPE JOBS LINE SRL,Altele,,FEMEIE DE SERVICIU,1,33385230
irina.anghel@smartsb.ro,"SOCIETATEA PENTRU SERVICII DE MENTENANTA A RETELEI ELECTRICE DE TRANSPORT ""SMART"" SA",Construcții / Instalații,Sibiu,"ELECTRICIAN MONTARE SI REPARATII ECHIPAMENT ELECTRIC DIN CENTRALE, STATII SI POSTURI DE TRANSFORMARE ELECTRICE",1,14232728
irina.neicu@bran-castle.com,COMPANIA DE ADMINISTRARE A DOMENIULUI BRAN,Turism / Alimentație,,GHID OBIECTIV CULTURAL,4,25388561
irina.popa@neihr.ro,SEVAL SECURITY SRL,Armată / Pază/ Protecție,Municipiul București,AGENT DE SECURITATE,1,34055400
is.resurseumane@ro.post,COMPANIA NATIONALA POSTA ROMANA S.A. BUCURESTI SUCURSALA IASI,Vânzări,Iași,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA,1,40704315
isoletta@isoletta.ro,RISTORANTE ISOLETTA SRL,RESTAURANTE,Municipiul București,FEMEIE DE SERVICIU,1,27241060
iulia.savin@ldctrust.ro,COSMIC GLOBAL GRUP MCV SRL,Construcții / Instalații,Botoșani,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",10,50230995
iulian.serban@altus21.ro,ASOCIATIA ALTUS 21,Educație / Training / Coaching,Prahova,MENTOR,1,44311432
iulian.voicu@pinkpost.ro,ILRA PINK POST OPERATIONS S.R.L.,Altele,,"ÎNCASATOR SI CITITOR CONTOARE DE ENERGIE ELECTRICA, GAZE, APA",10,47643126
iuliana.pereanu@befit.ro,BEFIT ROMANIA S.R.L.,Altele,Timiș,MANAGER,3,40400510
iuliana@jeler.ro,RIFA SRL,PRODUCTIE MOBILA,Cluj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",3,17470864
iuliana@painplaisir.ro,MAISON MORIES SRL,Altele,,LUCRATOR BUCATARIE (SPALATOR VASE MARI),5,30244198
jahid@euro-dream.xyz,EURO DREAM BD SRL,Servicii transport / curierat,Cluj,CURIER,5,51734796
jessica@geniusnanny.ro,GENIUS MEDIA AGENCY,Administrativ / Secretariat,Ilfov,SECRETARA,1,50008213
jobs@instal-all.ro,INSTAL-ALL,Construcții / Instalații,Covasna,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",1,14173680
jobs@t-business.ro,T BUSINESS SOLUTION S.R.L,COMERT,Harghita,AGENT DE VÂNZARI,1,50582924
juridic2@filsam.ro,FILSAM PROD S.R.L.,Altele,Prahova,ÎNGRIJITOR SPATII VERZI,4,5966997
juridic@alexsigeorge.ro,ALEX & GEORGE IMPORT EXPORT SRL,RESTAURANTE,Cluj,OSPATAR (CHELNER),35,208738
juridic@electrocon.ro,ELECTRO-CON IMPEX S.R.L.,Construcții / Instalații,Sibiu,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA,1,15673447
juridic@jifa.ro,JIFA SRL,Altele,Sibiu,SOFER DE AUTOTURISME SI CAMIONETE,1,18048621
juridic@mestamarmura.ro,MESTA MARMURA SI TRAVERTIN PROD S.R.L.,COMERT,Constanța,creator de continut online,2,43662044
juridic@pasmatex.ro,PASMATEX SA,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Timiș,"OPERATOR CONFECTIONER INDUSTRIAL ÎMBRACAMINTE DIN TESATURI, TRICOTAJE, MATERIALE SINTETICE",5,1805190
juridic@roben.ro,SC ROBEN SRL,Turism / Alimentație,Hunedoara,AJUTOR BUCATAR,1,13626090
k.viezer@doorpanels.ro,DOOR PANELS SRL,Producție / Logistică,,OPERATOR MASE PLASTICE,1,22456157
karina.avram@diaptulcea.ro,DIRECTIA INTRETINERE SI ADMINISTRARE PATRIMONIU,Administrativ / Secretariat,Tulcea,SOFER AUTOMACARAGIU,1,14734651
keropayroll@kimballelectronics.com,KIMBALL ELECTRONICS ROMANIA SRL,Producție / Logistică,Timiș,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,3,33559867
kinga.hubbes@caritas-ab.ro,ASOCIATIA CARITAS ASISTENTA SO,ASISTENTA SOCIALA,Covasna,PSIHOLOG,1,1213139
kis.karoly@therustypotatoes.com,SZIGEPSZERK SRL,Producție / Logistică,Harghita,SEF PROCES FABRICATIE,2,43167917
klara.fazakas@covalact.ro,COVALACT SA,Producție / Logistică,Covasna,"ELECTRICIAN MONTARE SI REPARATII APARATAJ ELECTRIC DE PROTECTIE, RELEE, AUTOMATIZARE",2,550152
konigbrezel@yaho.com,KÖNIG-BREZEL S.R.L.,Altele,Covasna,PATISER,2,34675223
koteles.ferenc@plastortrading.ro,PLASTOR TRADING SRL,Altele,Bihor,SEF DEPOZIT,1,22870522
l.catana@tmf-system.com,TMF S.R.L,Producție / Logistică,Mureș,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,16099122
l.ifcu@side.ro,SIDE GRUP SRL,COMERT,Brașov,MANIPULANT MARFURI,1,15216895
l.pojoca@benning.ro,BENNING POWER ELECTRONICS ROM SCS,Producție / Logistică,Caraș-Severin,"LACATUS-MONTATOR MASINI ELECTRICE ROTATIVE, TRANSFORMATOARE SI APARATAJ ELECTRIC",3,15678045
l.sandu@taurus-mediu.com,TAURUS TEHNOLOGII MEDIU S.R.L.,Altele,Neamț,LUCRATOR SORTATOR DESEURI RECICLABILE,25,45383038
lacramioara.mihalescul@marelvi.ro,MARELVI IMPEX SRL,COMERT,Suceava,UCENIC,1,7282405
larisa.caliceanu@moroeanu-asociatii.ro,HAPPY JOKER SHOP SRL,Administrativ / Secretariat,Ilfov,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE",1,49677753
larisa.cristea@desacons.eu,AXA ENGINEERING CONSTRUCTION S.R.L.,Construcții / Instalații,Municipiul București,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",20,14907795
larisa.parasca@magna.com,MAGNA ELECTRONICS ROMANIA S.R.L.,IT / Telecomunicații,Timiș,INGINER DE SISTEM SOFTWARE,1,38558633
larisa@lumohr.ro,LA TURN SIBIU SRL,Altele,Sibiu,LUCRATOR BUCATARIE (SPALATOR VASE MARI),2,33401483
laura.bota@saneos.ro,SWISS MEDCORP S.R.L.,Medicină / Sănătate /Psihoterapie,Sibiu,Receptioner medical,2,39010280
laura.ivan@swarco.com,SWARCO VICAS SRL,Producție / Logistică,Dâmbovița,ARHIVAR,1,916670
laura.radu@betabuzau.com,BETA SA,Producție / Logistică,Buzău,LACATUS CONSTRUCTII METALICE SI NAVALE,2,1154660
laura.stoica@utilben.ro,UTILBEN SRL,Vânzări,Cluj,REPREZENTANT COMERCIAL,3,18643343
laura@orizont-srl.ro,ORIZONT SIGHETU MARMATIEI SRL,Vânzări,Maramureș,AGENT COMERCIAL,1,2204805
laurentiu.mihai@metigla.ro,METIGLA S.R.L.,Producție / Logistică,Prahova,CORESPONDENT COMERCIAL,1,12727666
lavi.zoican@hexingeu.com,HEXING TECHNOLOGIES EUROPE S.R.L.,Altele,Timiș,"MONTATOR, REGLOR ȘI DEPANATOR DE APARATE ȘI ECHIPAMENTE ELECTRONICE",4,48648032
lavinia.barbu@grandhotelbucharest.ro,GRAND HOTEL BUCHAREST SA,Altele,Municipiul București,SPECIALIST RESURSE UMANE,1,9019856
lavinia.ovezea@p-s-e.ro,PORT SHIPPING ENGINEERING S.R.L.,Construcții / Instalații,Constanța,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",15,29055985
ldaniela@primark.com,PRIMARK MAGAZINE S.R.L.,Retail,Dolj,LUCRATOR COMERCIAL,90,44875482
ldiaconu@acsind.com,ACS INDUSTRIES EUROPE SRL,Producție / Logistică,Cluj,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,10,36597687
lehel.nagy@urbanbolt.ro,URBANBOLT S.R.L.,Altele,Covasna,GESTIONAR DEPOZIT,1,24568475
lemings@zappmobile.ro,LEMINGS SRL,Producție / Logistică,Constanța,LACATUS MECANIC,1,12039551
liana.malureanu@euroestcar.ro,EUROEST CAR SRL,COMERT,Ilfov,CONTABIL,2,19068805
liesti@gl.e-adm.ro,UAT COMUNA LIESTI,Administrativ / Secretariat,Galați,CONSILIER SCOLAR,1,3264562
ligia.rosu@westbridgefurniture.com,WESTBRIDGE MANUFACTURING S.R.L.,Altele,Arad,TAPITER,4,17613689
liliana.costea@flex.com,FLEXTRONICS ROMÂNIA SRL,IT / Telecomunicații,Timiș,"INGINER ELECTRONIST TRANSPORTURI, TELECOMUNICATII",1,10608391
liliana.gradinaru@civitasgroup.ro,STRONG HOUSE SRL,Altele,Dolj,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,1,15074936
liliana.hobeanu@radox.ro,RADOX SRL,Producție / Logistică,Municipiul București,ÎNCARCATOR-DESCARCATOR,3,14764539
liliana.talasman@luxten.com,S.C. LUXTEN LIGHTING COMPANY S,Altele,Municipiul București,ELECTRICIAN MONTARE SI REPARATII CABLURI ELECTRICE SUBTERANE,8,6734030
liliana.tincu@sigemo.ro,SIGEMO IMPEX SRL,SERVICE AUTO,Sibiu,OPERATOR LA ROBOTI INDUSTRIALI,3,6417962
liliana.vunvulea@veolia.com,NISAL SRL,Altele,Sibiu,SUDOR,1,9048436
liliana@yokko.ro,YOKKO FASHION SRL,Altele,Municipiul București,CONTROLOR CALITATE,2,7137693
liviu.setrarescu@transferrapid.com,Transfer Rapid Electronic,Marketing,Municipiul București,SPECIALIST MARKETING,1,30384701
liviu@akindra.ro,Akindra Talents,Resurse umane,Cluj,SPECIALIST ÎN RECRUTARE,1,46407437
liviu@cautis.ro,CAUTIS J.B. MANAGEMENT SRL,Construcții / Instalații,Municipiul București,LACATUS MECANIC,4,15263021
liviu@fundatiadaciapentruromania.ro,FUNDATIA DACIA PENTRU ROMANIA,Altele,Municipiul București,MANAGER PROIECT,1,384920232
liviu@gazetadecluj.ro,MANPRESS S.R.L.,Altele,Cluj,REPORTER (STUDII MEDII),1,50494687
liviu@licosol.ro,LICO SOLUTION S.R.L.,Agricultură / Zootehnie,Ialomița,TEHNICIAN ENERGETICIAN/ELECTRICIAN,1,34147236
logistica@aquaphor.ro,AQUAPHOR PURITY S.R.L,COMERT,Constanța,REPREZENTANT COMERCIAL,1,23337669
logistica@bonas.ro,BONAS IMPORT EXPORT SRL,Turism / Alimentație,Cluj,LUCRATOR COMERCIAL,3,228824
logistica@queenmonaco.ro,Queen Monaco Holding,Au pair / Babysitter / Curățenie,Municipiul București,UCENIC,2,24850084
loredana.gata@siemens.com,SIMEA SIBIU SRL,Producție / Logistică,Bihor,SEF SECTIE INDUSTRIE PRELUCRATOARE,3,17830815
lorena.braila@coficab.com,COFICAB EASTERN EUROPE SRL,Producție / Logistică,Arad,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,3,16876750
lpetrus@elitcugir.ro,ELIT SRL,PRODUCTIA SI CONSERVAREA CARNII,Arad,ELECTROMECANIC,1,14444712
luciacroitoru@xmail.com,ALP TEAM SRL,Au pair / Babysitter / Curățenie,Suceava,LUCRATOR COMERCIAL,2,27898508
lucian@grano.ro,GRANO & PARTNERS,Altele,Municipiul București,PATISER,4,21053130
luminita.groza@savinidue.ro,SAVINI DUE SRL,Altele,Alba,CONTROLOR CALITATE,1,15567276
m.iacob@mmrmakita.eu,MAKITA EU SRL,Altele,Ilfov,MANAGER DE PRODUS,1,17549942
m.maschio@casagrandegroup.com,CONSTRUCŢII ŞI SERVICII SRL,Construcții / Instalații,Alba,SUDOR,3,16380801
m.musuiu@trenkwalder.com,TRK PROFESSIONAL SRL,Producție / Logistică,Municipiul București,MANIPULANT MARFURI,50,36389457
m.staicu@gssgroup.ro,G.S.S. EQUIPMENTS SRL,Inginerie,Brașov,REPREZENTANT TEHNIC,1,23415104
m.vasile@itclogistic.ro,ITC LOGISTIC ROMANIA SRL,Producție / Logistică,Brașov,LUCRATOR GESTIONAR,1,18779419
madalina.constantin@anandaresidence.ro,CROMIX CONSULT SRL,Construcții / Instalații,Ilfov,"INSTALATOR APA, CANAL",3,35684572
madalina.dinu@otelinox.ro,OTELINOX S.A.,Producție / Logistică,Dâmbovița,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE,2,921641
madalina.groza@milanologistic.ro,MILANO LOGISTIC SRL,Servicii transport / curierat,Bihor,Conducător auto transport rutier de mărfuri,1,4715741
madalina.petre@tecnic.ro,TECNIC CONSULTING ENGINEERING ROMANIA,Inginerie,Municipiul București,INGINER CONSTRUCTII HIDROTEHNICE,1,22971870
madalina.vasile@ro.mcd.com,PREMIER RESTAURANTS ROMANIA SRL,RESTAURANTE,Neamț,LUCRATOR COMERCIAL,12,6205722
madalinariza@yhoo.com,RIZA MADMAR S.R.L.,COMERT,Vâlcea,MANIPULANT MARFURI,1,41213995
magazin2820@profi.ro,PROFI BANTADOMINIC S.R.L.,COMERT,Gorj,CASIER,1,46822204
magda.somesfalean@arobsgroup.com,AROBS TRANSILVANIA SOFTWARE S.,IT / Telecomunicații,Cluj,INGINER DE SISTEM SOFTWARE,1,11291045
magdalena.anghel@primariavl.ro,PRIMARIA MUNICIPIULUI RM VALCEA,Altele,Vâlcea,INSPECTOR DE SPECIALITATE ÎN ADMINISTRATIA PUBLICA,2,2540813
magdalena.coman@alcpolistiren.ro,ALC INJECT POLISTIREN S.A.,Producție / Logistică,Dâmbovița,MECANIC UTILAJ,1,26822552
magdalena.iordachescu@merinvest.ro,MER INVEST INDUSTRIES S.R.L.,Producție / Logistică,Prahova,OPERATOR CHIMIST LA PRODUCEREA DIVERSELOR PRODUSE ANORGANICE,1,27757860
magdalena.petrache@xp-group.com,EXPERT PETROLEUM SOLUTIONS SRL,Producție / Logistică,Gorj,SOFER AUTOMACARAGIU,1,26367230
mamaiaoffice@hotel-hefaistos.ro,HEFAISTOS CM SA MAMAIA,Turism / Alimentație,Constanța,RECEPTIONER DE HOTEL,3,42698660
manager@conaculsecuiescrural.ro,CONACUL SECUIESC RURAL SRL,Turism / Alimentație,Alba,CAMERISTA HOTEL,1,46238184
manager@harmonya.ro,S C HARMONYA GARDEN PLUS S R,Altele,Harghita,TEHNICIAN PROIECTANT,1,29116748
managing@koreasiana-food.ro,MHJ KO-ASIA FOOD SRL,RESTAURANTE,Constanța,BUCATAR-SEF,2,46316193
manpower@manpowergroup.ro,SC NAVCONSULT SRL,Altele,Municipiul București,ANALIST CALITATE,10,12205549
manuela@blackseagroup.com,BLACK SEA CENTER CONSTRUCT CO.,Construcții / Instalații,Municipiul București,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",2,30339760
marcel@marcel.com.ro,MARCEL SRL,PRODUCTIA SI CONSERVAREA CARNII,Iași,MANIPULANT MARFURI,2,1945398
maria.barsan@comes.ro,COMES SA,Producție / Logistică,Neamț,LACATUS MECANIC,4,2662292
maria.costandache@acs-dts.ro,COMBINATUL DE CELULOZĂ ŞI HÂRTIE S.A.,Altele,Mehedinți,STIVUITORIST,2,5976842
maria.moga@toreto.eu,TORETO SRL,Producție / Logistică,Cluj,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,2,16223483
maria.samoila@tipomar.ro,TIPOMAR PACKAGING S.R.L.,Producție / Logistică,Ilfov,MASINIST ÎN LEGATORIE MECANICA,1,9394243
maria@eurofina.ro,EUROFINA SRL,Altele,Vâlcea,CONFECTIONER ARTICOLE DIN PIELE SI ÎNLOCUITORI,1,15380668
mariacosma@trasmec.ro,TRASMEC PRODUCTION RO SRL,Construcții / Instalații,Cluj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,9263841
marian.haloiu@pci-pipes.ro,PCI PIPES SYSTEMS SRL,Producție / Logistică,Vâlcea,AUTOMATIST,2,32373067
marian@duakdrums.com,DUAK DRUMS SRL,Producție / Logistică,Olt,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN GESTIUNEA ECONOMICA,1,13993267
mariana.bunta@painedumbravita.ro,STRATEGIC VENTURES S.R.L.,Producție / Logistică,Timiș,SEF SCHIMB,1,28133589
mariana.liliana@cotta.ro,COTTA INTERNATIONAL SRL,PRODUCTIE MOBILA,Arad,TAPITER,2,12897806
mariana.mos@elganador.ro,SC BUCATARIE RASCRUCI,RESTAURANTE,Cluj,AJUTOR OSPATAR,1,37615579
mariana.potor@terdevmac.onmicrosoft.com,TERDEVMAC PRODUCTION S.R.L.,Construcții / Instalații,Hunedoara,ARZATOR PRODUSE CERAMICE,4,46419784
mariana@everestjobs.eu,LES ENFANTS TERRIBLES S.R.L.,RESTAURANTE,,AJUTOR BUCATAR,8,42796870
marijana@steauademare.ro,SC COMPLEX HOTELIER STEAUA DE MARE SRL,Turism / Alimentație,Constanța,OSPATAR (CHELNER),60,21538402
marilena.plesea@gclub.ro,S.C. PAN EXPRESS SERVICE SRL,Altele,Municipiul București,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",3,437634
maris@mgg-ro.com,MGG RECYCLING SRL,Producție / Logistică,Arad,INGINER MECANIC,1,1689176
marius.avram@egt-logistics.com,EN GHEDI DISTRIBUTION SRL,Servicii transport / curierat,Bistrița-Năsăud,Conducător auto transport rutier de mărfuri,2,36832464
marius.badea@cocspetrolier.ro,MARCOBAD COM SRL,Producție / Logistică,Dâmbovița,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,1,14560814
marius.vasile@comgaz.ro,COM GAZ STEEL SRL,Vânzări,,SPECIALIST IN ACHIZITII,2,5840696
marketing@bentoflux.ro,BENTOFLUX SA,Au pair / Babysitter / Curățenie,Satu Mare,CALCATOREASA LENJERIE,1,639307
marketing@vetro.ro,VETRO DESIGN SRL,Altele,Municipiul București,ÎNGRIJITOR CLADIRI,2,8409931
mbo@mbo.ro,MURI BENZ OIL SRL,COMERT,Mureș,ÎNGRIJITOR SPATII VERZI,1,8575268
mbufnea@nervia.ro,SAVA LOGISTIC SRL,Servicii transport / curierat,Cluj,Conducător auto transport rutier de mărfuri,10,27317524
mc@evtrans.ro,ETJ TRANS,Altele,Municipiul București,Conducător auto transport rutier de mărfuri,8,51506895
mchioariu@asco-holding.com,ASCO GLOBAL SOLUTIONS SRL,Altele,Municipiul București,MANAGER PROIECT,1,47390201
meda.opris@hotel-meridian.ro,RIA MERIDIAN,Turism / Alimentație,Cluj,RECEPTIONER DE HOTEL,2,14532520
medical@bailesarateocnamures.ro,MEDICAL BAILE SARATE SRL,Medicină / Sănătate /Psihoterapie,Alba,FIZIOKINETOTERAPEUT,1,48465159
miclos-m@ergio.ro,SC ERGIO BY MERLUȘCĂ SRL,Construcții / Instalații,Bacău,OPERATOR LA MASINI UNELTE CU COMANDA NUMERICA ÎN PRELUCRAREA LEMNULUI,1,4831975
mihaela.avram@btdconstruct.ro,BTDCONSTRUCT AMBIENT SRL,Construcții / Instalații,Municipiul București,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,2,31055944
mihaela.baila@octogonhr.ro,KIDDO SPORTS PARK S.R.L.,Altele,,PLASATOR,40,41033579
mihaela.bejinariu@dsabotosani.ro,DIRECTIA PENTRU SPORT SI AGREMENT,Inginerie,Botoșani,INSPECTOR DE SPECIALITATE ÎN ADMINISTRATIA PUBLICA,1,24401506
mihaela.chimigeru@dcsrecruitment.com.ro,MINERALEX EXPLOATARE RESURSE SRL,Altele,,MUNCITOR NECALIFICAT ÎN MINE SI CARIERE,4,14619636
mihaela.chiper@visromania.eu,Asociatia PENTRU VICTIMELE INFRACTIUNILOR SEXUALE,Educație / Training / Coaching,Constanța,ASISTENT DIRECTOR/RESPONSABIL DE FUNCTIUNE (STUDII SUPERIOARE),1,43828377
mihaela.coteanu@cos.ro,SC CORPORATE OFFICE SOLUTIONS,Vânzări,Timiș,MANAGER PROIECT,1,10148013
mihaela.florea@fermit.ro,FERMIT SA,Vânzări,Cluj,AGENT DE VÂNZARI,1,1170151
mihaela.iuliana@hobbystar.ro,HOBBY STAR 94 IMPEX SRL,Altele,Bistrița-Năsăud,SOFER DE AUTOTURISME SI CAMIONETE,4,5557283
mihaela.lupei@plusmedicalinvest.ro,MEDICAL DENTAL INVEST S.R.L.,Medicină / Sănătate /Psihoterapie,Iași,ASISTENT MEDICAL GENERALIST,1,44264551
