email,company_name,sector,county,job_title,positions_available,company_org_number
office@regroup.ro,REGROUP CONSTRUCTION & MINING SRL,Construcții / Instalații,Timiș,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,1,47987456
office@relocsa.ro,RELOC SA,Producție / Logistică,Dolj,ELECTRICIAN MONTATOR DE INSTALATII ELECTRICE LA MIJLOACE DE TRANSPORT,1,2300870
office@remarul.com,REMARUL 16 FEBRUARIE SA,Altele,Cluj,LACATUS-MONTATOR AGREGATE ENERGETICE SI DE TRANSPORT,17,201373
office@rematplus.ro,SC REMAT PLUS SRL,Altele,Alba,LUCRATOR SORTATOR DESEURI RECICLABILE,10,25152055
office@renewmob.ro,RENEWMOB S.R.L.,PRODUCTIE MOBILA,Alba,TÂMPLAR UNIVERSAL,1,51525838
office@respectsecurity.ro,RESPECT SECURITY SRL,Armată / Pază/ Protecție,Municipiul București,AGENT DE SECURITATE,3,24423130
office@restaurant-schnitzelhaus.ro,SCHNITZEL HAUS SRL,RESTAURANTE,Prahova,LUCRATOR BUCATARIE (SPALATOR VASE MARI),1,34002073
office@rge.ro,S.C. EN-RG-ETIC S.R.L.,Construcții / Instalații,Mureș,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE",1,25708569
office@rideit.ro,RIDE IT SRL,Servicii transport / curierat,Brașov,AGENT CURIER,10,30231171
office@ripliserv-construct.ro,RIPLI SERV CONSTRUCT SRL,Construcții / Instalații,Prahova,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,3,30040880
office@robutex.ro,ALTEX PROD SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Vrancea,CONTABIL,1,8169502
office@rodav.ro,RODAV SRL VASLUI,SERVICE AUTO,Vaslui,CONTABIL,1,2433370
office@rodosmet.ro,RODOS MET SRL,Altele,Sălaj,STRUNGAR UNIVERSAL,1,23573651
office@rohs.ro,ROMÂNIA HIDRO SERVICE SRL,Producție / Logistică,Gorj,STRUNGAR UNIVERSAL,2,11302691
office@rojevas.ro,ROJEVAS 2000 SRL,Altele,Galați,OPERATOR TRANSPORT SI DISTRIBUIRE BUTELII DE GPL,1,15853413
office@romaconstruct.ro,Romaconstruct srl,Construcții / Instalații,Municipiul București,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",3,52532906
office@romadoor.ro,ROMADOOR BUILDING SYSTEMS SRL,Construcții / Instalații,Timiș,SUDOR,2,32675111
office@romdinarom.ro,ROM DINAROM SRL,Altele,Sălaj,MUNCITOR NECALIFICAT ÎN METALURGIE,2,16191160
office@rominox.ro,ROMINOX METAL SRL,Construcții / Instalații,Gorj,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,6513897
office@rommc.ro,HELIOS ENERGY,Construcții / Instalații,,MANAGER PROIECT,1,45684740
office@romseh.ro,ROMSEH TOOLS SRL,Producție / Logistică,Vrancea,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,3,14336338
office@romtera.ro,ROMTERA PRODUCT,Altele,,MANIPULANT MARFURI,5,1324898
office@ropic.ro,GRJOBRAZVY S.R.L.,Servicii transport / curierat,Sibiu,CURIER,80,43269194
office@roserv.ro,ROSERV GREEN ENERGY SRL,Producție / Logistică,Bacău,OPERATOR FLOTARE PRODUSE FLUIDE,2,40166950
office@roveka.ro,SC ROVEKA FARM IMPEX SRL,Altele,Bihor,ÎNGRIJITOR ANIMALE,2,18899431
office@rusticrestaurant.ro,S.C.EUROMACA SRL(,RESTAURANTE,Bihor,AJUTOR BUCATAR,4,18306658
office@salhdc.com,SAL HDC ART SRL,Construcții / Instalații,Sălaj,MASINIST POD RULANT,5,15368710
office@samcom.ro,SAMCOM AS SRL,Producție / Logistică,Botoșani,AMBALATOR MANUAL,6,15347823
office@samideas.ro,SAM IDEAS SRL,Construcții / Instalații,Iași,ASISTENT MANAGER,1,21460206
office@sandana.ro,SANDANA COM SRL,Producție / Logistică,Sălaj,AGENT DE VÂNZARI,1,8352738
office@sandortrans.ro,ŞANDOR TRANS SRL,Altele,Alba,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",1,19087777
office@sasenterprises.org,GUSTADOR FOOD SRL,RESTAURANTE,Cluj,AJUTOR BUCATAR,1,50893386
office@scdvvblaj.ro,S.C.D.V.V,Altele,Alba,INGINER DE CERCETARE ÎN TEHNOLOGIA PRELUCRARII PRODUSELOR AGRICOLE,1,1767070
office@schulek.ro,Schulek S.R.L.,Producție / Logistică,Cluj,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,1,13538266
office@scorza.ro,SCORZA SRL,Construcții / Instalații,Bacău,LACATUS MECANIC,2,13398928
office@sdkaluminiu.ro,S.C. SDK ALUMINIU S.R.L,COMERT,Cluj,SOFER DE AUTOTURISME SI CAMIONETE,1,31916050
office@securityforce.ro,NORDEST SECURITY FORCE SRL,Armată / Pază/ Protecție,Iași,AGENT DE SECURITATE,4,10823837
office@sentro.ro,sentro prod srl,Producție / Logistică,Hunedoara,UCENIC,1,15286092
office@sertur.com,SERTUR SRL,Altele,,LUCRATOR PENSIUNE TURISTICA,3,15725260
office@servicii-varstnici.ro,ASISOC ARCOS S.R.L.,ASISTENTA SOCIALA,Tulcea,INFIRMIER/INFIRMIERA,3,43803224
office@shipyardatg.ro,SHIPYARD ATG GIURGIU SRL,Construcții / Instalații,Giurgiu,CONTABIL,2,14625034
office@sianimage.ro,SIAN IMAGE MEDIA SRL,Altele,Constanța,OPERATOR PRODUCTIE RTV,2,24242710
office@siconta.ro,BK KOVACS CONSTRUCT S.R.L.,Construcții / Instalații,Cluj,DULGHER (EXCLUSIV RESTAURATOR),1,47048013
office@sieta.ro,POLYTECHNIK SIETA SA,Altele,Cluj,SUDOR MANUAL CU ARC ELECTRIC,3,211741
office@silvmed.ro,SILVMED GROUP SRL,COMERT,Municipiul București,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,1,48471339
office@sima.com.ro,SIM ESTATE INVEST SRL,Servicii transport / curierat,Argeș,Conducător auto transport rutier de mărfuri,1,22923708
office@simode.ro,SIMODE IMPEX SRL,SERVICE AUTO,Dolj,VOPSITOR AUTO,1,5983360
office@simpluromania.ro,SIMPLU SRL,Producție / Logistică,Constanța,MANIPULANT MARFURI,3,18203326
office@smartcnc.ro,SC AGRAMDT SRL,Producție / Logistică,Maramureș,PROGRAMATOR FABRICATIE/LANSATOR FABRICATIE,1,32955464
office@smartspedition.ro,S.C.SMART SPEDITION SRL,Servicii transport / curierat,,EXPEDITOR INTERNATIONAL,1,21966808
office@smupbacau.ro,SERVICIUL MUNICIPAL DE UTILITATI PUBLICE BACAU,Altele,Bacău,LUCRATOR PENTRU SALUBRIZARE CAI PUBLICE,10,43053475
office@snc.ro,SANTIERUL NAVAL CONSTANTA SA,Construcții / Instalații,,SUDOR CU ARC ELECTRIC ACOPERIT SUB STRAT DE FLUX,39,1879871
office@socot.ro,SOCOT SA,Construcții / Instalații,Mureș,LACATUS MECANIC,1,2522493
office@sogema.ro,SOGEMA SRL,Altele,Bihor,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,5,5315930
office@soimiigs.ro,SOIMII GRAND SECURITY SRL,SERVICII DE PAZA SI PROTECTIE,Municipiul București,AGENT DE SECURITATE,10,25871085
office@soma.ro,SOMA S.R.L.,Altele,,CONDUCATOR AUTOSPECIALA,2,946778
office@speedit.ro,LIGHT SPEED COMPUTERS,IT / Telecomunicații,Maramureș,ASISTENT MANAGER,1,15314028
office@spitaldorohoi.ro,SPITALUL MUNICIPAL DOROHOI,Medicină / Sănătate /Psihoterapie,Botoșani,BRANCARDIER,1,13727320
office@spmt.ro,SERVICII PUBLICE MUNICIPALE TÂRGOVIŞTE S.R.L.,Altele,Dâmbovița,Conducator auto transport rutier de persoane,2,39450469
office@stelbotrans.ro,XBB TRANS 99 SRL,Servicii transport / curierat,Vâlcea,GESTIONAR DEPOZIT,1,39920471
office@stendicons.ro,STENDICONS STAR CONS SRL,Altele,Dolj,LUCRATOR OPERATIV PENTRU AUTOCOMPACTOARE,2,31466249
office@stepconstruct.ro,TOTAL TEHNOCONSTRUCT SRL,Construcții / Instalații,Prahova,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",10,40980086
office@stonehouseguard.ro,STONE HOUSE GUARD S.R.L.,Armată / Pază/ Protecție,Timiș,AGENT DE SECURITATE,1,42714498
office@stylar.ro,STYLAR TAILOR SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Neamț,"CONFECTIONER, PRELUCRATOR ÎN INDUSTRIA TEXTILA",10,35174921
office@suki.ro,FEREASTRA S.U.K.I. SRL,Construcții / Instalații,Ilfov,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,3,25189801
office@sunfun.ro,SUN FUN DMC,Au pair / Babysitter / Curățenie,Municipiul București,FEMEIE DE SERVICIU,1,5085770
office@supraveghere.ro,ENNI VISION SRL,Altele,Municipiul București,"MONTATOR-REGLOR, DEPANATOR APARATE ELECTRONICE, TELECOMUNICATII, RADIO",3,17012930
office@suzanaribs.ro,SIMO VOYAGE,RESTAURANTE,Municipiul București,BARMAN PREPARATOR,4,19178158
office@swissmarine.ro,SWISS MARINE SRL,Altele,Sibiu,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",8,16192867
office@swisstrade.ro,SC SWISS TRADE SRL,Altele,Hunedoara,SUDOR CU ARC ELECTRIC CU ELECTROD FUZIBIL ÎN MEDIU DE GAZ PROTECTOR,1,13456123
office@szek.ro,FUNDATIA PRO ODORHEI,Altele,Harghita,ÎNGRIJITOR CLADIRI,1,12549917
office@takaritas.ro,HARGHITA CLEAN SRL,Au pair / Babysitter / Curățenie,,ÎNGRIJITOR CLADIRI,1,25479414
office@tapel-sibiu.ro,TAPEL S.R.L.,Producție / Logistică,Sibiu,CONTABIL,1,16315170
office@tarina-lactate.ro,SC LACTATE SOMESENE SRL,Producție / Logistică,Cluj,INGINER ÎN INDUSTRIA ALIMENTARA,4,9792249
office@tayeverest.com,KRAL FOOD SERVICES SRL,Altele,Municipiul București,AJUTOR BUCATAR,5,41753553
office@technosystems.ro,MYRMIDON TECHNOSYSTEMS,Producție / Logistică,Prahova,OPERATOR MONTAJ LINII AUTOMATE,4,29901120
office@tecnoton.ro,TECNOTON CONSTRUCT S.R.L.,Construcții / Instalații,Ilfov,FEMEIE DE SERVICIU,1,44452199
office@tesfin.ro,SC TESFIN RO SRL,Producție / Logistică,Bacău,MANIPULANT MARFURI,1,19003121
office@tetrasistemsguard.ro,TETRA SISTEMS GUARD SRL,Armată / Pază/ Protecție,Municipiul București,PAZNIC,20,38469641
office@thimm.ro,THIMM PACKAGING SRL,Altele,Sibiu,CARTONAGIST,5,18188587
office@tibpet.ro,TIBPET SRL,Construcții / Instalații,Mureș,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,3,14340517
office@timate.ro,PRODUCTIE COMERT SI SERVICII TIMATE SRL,Agricultură / Zootehnie,Covasna,MECANIC AGRICOL,2,4788620
office@titanmachinery.ro,TITAN MACHINERY ROMANIA SRL,COMERT,Brașov,MANAGER DE ZONA,1,29352595
office@tmgbuilding.ro,TMG BUILDING SOLUTIONS S.R.L,Construcții / Instalații,Teleorman,ELECTRICIAN DE ÎNTRETINERE SI REPARATII,1,39655057
office@tohan.ro,SOCIETATEA ”TOHAN” S.A. FILIALĂ A COMPANIEI NAŢIONALE ”ROMARM” S.A.,STAT,Harghita,SERVANT POMPIER,1,13652413
office@topnetsibiu.ro,TOP NET,Specialiști / Tehnicieni,Sibiu,TEHNICIAN ECHIPAMENTE DE CALCUL SI RETELE,1,18221802
office@tourneo.ro,S.C. VEDEA SRL,Altele,Teleorman,AJUTOR BUCATAR,10,1384422
office@traineurope.ro,PETROUTILAJ - 3DRD S.R.L.,Altele,Prahova,LACATUS-MONTATOR AGREGATE ENERGETICE SI DE TRANSPORT,4,14169795
office@trainingcons.ro,TRAININGCONS 2005 SRL,Altele,Iași,MANIPULANT MARFURI,3,17731773
office@trans-zamfir.ro,TRANS ZAMFIR SRL,Servicii transport / curierat,Suceava,MECANIC AUTO,1,16637256
office@transelcom.ro,TRANSELCOM SRL,Construcții / Instalații,Constanța,FEMEIE DE SERVICIU,1,6354414
office@transmixtbn.ro,TRANSMIXT SA,Servicii transport / curierat,Bistrița-Năsăud,Conducator auto transport rutier de persoane,6,570362
office@traveljobs.ro,DARMATECH SRL,Construcții / Instalații,Municipiul București,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,2,22204877
office@trenchlessworks.ro,CENTRUL DE FORAJE PENTRU INFRASTRUCTURĂ S.A.,Construcții / Instalații,Mureș,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST),1,25956114
office@triago.ro,Triago Srl,Producție / Logistică,Brașov,SUDOR CU ARC ELECTRIC CU ELECTROD NEFUZIBIL ÎN MEDIU DE GAZ PROTECTOR,2,26591202
office@triton.com.ro,TRITON SRL,Retail,Constanța,MANIPULANT MARFURI,10,7424364
office@turnmilsolutions.com,TURNMIL SOLUTIONS S.R.L.,Producție / Logistică,Cluj,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,2,46555174
office@umcugir.ro,COMPANIA NAŢIONALĂ ROMARM S.A. BUCUREŞTI FILIALA SOCIETATEA UZINA MECANICĂ CUGIR S.A.,Altele,Alba,INGINER MECANIC,2,1769224
office@unifiscal.ro,UNICONSTRUCT SRL,IT / Telecomunicații,Neamț,TEHNICIAN ELECTRONICA,2,7712197
office@uniforce.ro,UNIFORCE SECURITY SRL,SERVICII DE PAZA SI PROTECTIE,Ilfov,AGENT DE SECURITATE INTERVENȚIE,1,32964039
office@universalnutrition.com.ro,NATURAL PLUS COMERT SRL,Altele,Cluj,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,2,5179064
office@upromania.ro,UP ROMÂNIA S.R.L.,Altele,Municipiul București,REFERENT DE SPECIALITATE FINANCIAR-CONTABILITATE,1,14774435
office@ursconstruct.ro,URS CONSTRUCT ALBA SRL,Construcții / Instalații,Alba,SEF ECHIPA SPECIALIZATA,1,29737443
office@valdasgroup.com,VALDAS BUILDING S.R.L.,Construcții / Instalații,Timiș,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",3,36827131
office@valrom.ro,VALROM INDUSTRIE SRL,Producție / Logistică,Municipiul București,MANIPULANT MARFURI,17,8529679
office@vascar.ro,VASCAR SA,Altele,Vaslui,ELECTRICIAN DE ÎNTRETINERE SI REPARATII,1,829522
office@velineo.ro,VELINEO SRL,PRODUCTIE MOBILA,Bihor,"CONFECTIONER, PRELUCRATOR ÎN INDUSTRIA TEXTILA",3,13251039
office@verdon.ro,VERDON SOLUTION SRL,Altele,Sibiu,LUCRATOR GESTIONAR,4,32678550
office@vernicolor.com,VERNICOLOR S.A.,Producție / Logistică,Bihor,OPERATOR LA PRELUCRAREA MASELOR PLASTICE,5,18720420
office@vertiqualsafety.com,VERTIQUAL ENGINEERING SRL,Altele,Mureș,CONFECTIONER MANUAL DE PRODUSE DIN SFORI SAU FRÂNGHII,2,25792968
office@viaduct.ro,VIADUCT SRL,Construcții / Instalații,,"INGINER CAI FERATE, DRUMURI SI PODURI",4,6682608
office@vilaleonida.ro,S.C. MID CONSULTING S.R.L.,RESTAURANTE,Prahova,BUCATAR-SEF,1,3146427
office@vilaregal.ro,VILA REGAL SRL,RESTAURANTE,Constanța,AJUTOR BUCATAR,10,15288247
office@vimercatiee.eu,VIMERCATI EAST EUROPE SRL,Producție / Logistică,Bacău,INGINER MENTENANTA SI REPARATII,2,22916476
office@vineycorp.ro,VINEY CORPORATION EAST EUROPE SRL,Producție / Logistică,Bacău,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",4,33990311
office@vinstal.ro,SC V A ENGINEERING INSTAL SRL,Construcții / Instalații,Municipiul București,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,50,31667307
office@visaromania.ro,CARWASH LEMON,Altele,Municipiul București,SPALATOR VEHICULE,5,48573380
office@vitalmm.ro,VITAL SA,Altele,Maramureș,FUNCTIONAR ADMINISTRATIV,1,9710087
office@voltaelectric.ro,VOLTA ELECTRIC SRL,COMERT,Municipiul București,MENAJERA,1,18037606
office@voltax.ro,VOLTA X SOLAR SYSTEMS S.R.L.,Construcții / Instalații,,INGINER INSTALATII PENTRU CONSTRUCTII,1,15329177
office@vrg.ro,SC VRG SA,Producție / Logistică,Bistrița-Năsăud,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",2,3969587
office@wafeduo.ro,WAFE DUO PRODIMPEX S.R.L.,Producție / Logistică,Arad,LACATUS MECANIC DE ÎNTRETINERE SI REPARATII UNIVERSALE,1,3802548
office@westfruta.ro,SC GRAND HOTEL WEST SRL,RESTAURANTE,Bihor,LUCRATOR BUCATARIE (SPALATOR VASE MARI),4,45742557
office@wise.ro,WISE PAVAJE SRL,Construcții / Instalații,Vâlcea,SOFER AUTOMACARAGIU,2,26449268
office@woodexpertcluj.ro,WOODEXPERT SRL,Altele,Cluj,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA,1,24460898
office@workmatch.ro,WORK MATCH S.R.L,Producție / Logistică,Timiș,MANIPULANT MARFURI,20,50824580
office@worksphere.ro,SC WORKSPHERE SRL,Construcții / Instalații,Municipiul București,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",16,44262011
office@world-acdc.ro,WORLD ACDC INDUSTRY SRL,SERVICE AUTO,Giurgiu,MECANIC AUTO,2,27881719
office@yads.ro,YADS SERV SRL,Altele,Suceava,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT,1,19056754
office@zaleco.ro,ZALECO SRL,Producție / Logistică,Bihor,CONFECTIONER-ASAMBLOR ARTICOLE DIN CARTON,4,29159110
office@zip-escort.ro,ZIP ESCORT FIRE SRL,Altele,Constanța,SERVANT POMPIER,2,29935149
office@zipescort.ro,ZIP ESCORT SRL,SERVICII DE PAZA SI PROTECTIE,Constanța,AGENT DE SECURITATE,5,9948144
office@zoneintl.ro,ZONE INTERNATIONAL TRADING SRL,Producție / Logistică,Municipiul București,CONTROLOR CALITATE,1,29098099
office@zoork.ro,ZOORK S.R.L.,Altele,Iași,TEHNICIAN ENERGETICIAN/ELECTRICIAN,44,37836928
officearad@webasto.com,WEBASTO ROMANIA SRL,Producție / Logistică,Arad,MONTATOR SUBANSAMBLE,45,19380121
officedeva@sews-e.com,SEWS ROMANIA SRL,Producție / Logistică,Hunedoara,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",5,13276556
officefagaras@bergbanat.ro,BERG BANAT SRL,Producție / Logistică,Brașov,MANIPULANT MARFURI,4,1815100
officeymproved@extransgroup.ro,YMPROVED MANAGEMENT SOLUTIONS,Servicii transport / curierat,Tulcea,Conducător auto transport rutier de mărfuri,5,42813912
offive@multinvest.ro,VIRTUAL REALITY ZONE S.R.L.,RESTAURANTE,Mureș,AJUTOR BUCATAR,2,40287994
oficce@aquaterm-green-energy.ro,AQUATERM GREEN ENERGY SRL,Altele,Botoșani,SUDOR,1,29830860
olimpia.croitor@trutzi.ro,TRUTZI SRL,COMERT,Prahova,MANIPULANT MARFURI,2,17898144
olivia.geamanu@boromir.ro,MOARA CIBIN SA,Producție / Logistică,Sibiu,INGINER ELECTROTEHNIST,1,785205
olivia.popa@maurerimobiliare.ro,MAURER IMOBILIARE SIBIU SRL,Construcții / Instalații,Sibiu,SCHELAR,1,31239866
ondina.marin@adrem.ro,S.C. ADREM INVEST S.A.,Construcții / Instalații,Iași,ELECTRICIAN OPERATOR,10,3020924
oneofus@xtensos.com,XTENSOS SOLUTIONS SRL,Altele,Cluj,ADMINISTRATOR BAZE DE DATE,2,37862935
oradea@bioclinica.ro,SC BIOCLINICA SRL,Medicină / Sănătate /Psihoterapie,Bihor,BIOLOG,1,19222490
ost-motion@gmx.com,S.C. OST MOTION SRL,Servicii transport / curierat,,Conducător auto transport rutier de mărfuri,5,27699424
otilia.sposob@trutziconstruct.ro,DURABILD PROJECT S.R.L.,Construcții / Instalații,Bacău,FIERAR BETONIST,2,42962728
oviarchitecture@ovigroup.ro,OVI ARCHITECTURE ENGINEERING S,Construcții / Instalații,Municipiul București,ZIDAR ROSAR-TENCUITOR,40,26625208
oviconstruction@ovigroup.ro,OVI CONSTRUCTIONREAL ESTATE,Construcții / Instalații,Ilfov,FIERAR BETONIST,30,26625216
ovidiu.1@pbasig.ro,BUNU DEVELOPMENT SRL,Construcții / Instalații,Sibiu,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,2,31987280
oxana@optimalconsulting.ro,EFECT OPTIMAL SOLUTIONS SRL,Altele,Municipiul București,INGINER GEOLOG,1,27211336
paula.stanga@ewl.ro,EWL OUTSOURCING SOLUTIONS RO. S.R.L.,Altele,,MANIPULANT MARFURI,100,44906015
paula.t@spartaguard.ro,SPARTA GUARD SECURITY SRL,Altele,Prahova,AGENT DE SECURITATE,8,18687242
paula.voloaga@siliconservice.ro,SILICON SERVICE SRL,IT / Telecomunicații,Iași,INGINER DE SISTEM SOFTWARE,1,12552530
paula@ecuator.ro,ECUATOR COFFEE SERVICES S.R.L.,Vânzări,Suceava,AGENT DE VÂNZARI,1,33203451
payroll.bucharest@vistra.com,SANDHAR TECHNOLOGIES RO S.R.L.,Producție / Logistică,Brașov,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR",4,43852537
pchetan@aquaserv.ro,COMPANIA AQUASERV SA,Altele,Mureș,OPERATOR HIDRAULIC ÎN ALIMENTARILE CU APA,1,10755074
penny4323@penny.ro,REWE ROMANIA SRL,Retail,Ilfov,VÂNZATOR,1,13348610
pentruvoi@pentruvoi.ro,FUNDATIA PENTRU VOI,Altele,Timiș,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA,1,8577099
personal.cm@otlra.ro,ORADEA TRANSPORT LOCAL SA,Altele,Bihor,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE",1,63483
personal.deva@unita-turism.ro,UNITA TURISM HOLDING SA TIMISOARA SUCURSALA DEVA,Turism / Alimentație,Hunedoara,AJUTOR BUCATAR,1,16550809
personal@adporadea.ro,ADMINISTRAŢIA DOMENIULUI PUBLIC SA,Altele,Bihor,MECANIC UTILAJ,1,7997507
personal@almera.ro,ALMERA INTERNATIONAL S.R.L.,Producție / Logistică,Bacău,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE,2,8574866
personal@apacansb.ro,APA CANAL SIBIU S.A.,Altele,Sibiu,VIDANJOR-CURATITOR CANALE,1,2684940
personal@ascondb.ro,EUROMOTORS PARTS & SERVICE SRL,Altele,Timiș,AGENT DE VÂNZARI,1,27652413
personal@axel-project.ro,AXEL PROJECT SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Galați,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,1,26978170
personal@cominco.ro,COMINCO OLTENIA SA,Construcții / Instalații,,SUDOR,2,11881003
personal@crescendogrup.ro,CRESCENDO SRL,RESTAURANTE,Gorj,BUCATAR,8,2163209
personal@crilelmar.ro,CRILELMAR SRL,Altele,Gorj,OPERATOR MASE PLASTICE,5,8085185
personal@ecojur.com,AMBERGLOSUNG LOGISTIC S.R.L.,Servicii transport / curierat,Bihor,Conducător auto transport rutier de mărfuri,5,47135969
personal@glanz.ro,GLANZ SRL,Au pair / Babysitter / Curățenie,Cluj,ÎNGRIJITOR CLADIRI,20,5818362
personal@hora.ro,HORA SA,PRODUCTIE MOBILA,Mureș,STRUNGAR UNIVERSAL,1,1235579
personal@instantint.ro,INSTANT INTERNATIONAL SRL,Construcții / Instalații,Hunedoara,ASISTENT MANAGER,2,6325370
personal@irislemn.ro,IRIS SERVICE CIUC SA,PRODUCTIE MOBILA,Harghita,TÂMPLAR UNIVERSAL,10,527397
personal@lazarservice.ro,LAZĂR SERVICE COM SRL,SERVICE AUTO,Gorj,ELECTRICIAN CONSTRUCTOR MONTATOR APARATAJ SI CABLURI DE JOASA TENSIUNE,3,2163560
personal@matalcomp.ro,METALCOMP INTERNATIONAL SRL,Altele,Arad,FEMEIE DE SERVICIU,2,11291754
personal@oncos.ro,ONCOS TRANSILVANIA SRL,Agricultură / Zootehnie,Cluj,MANIPULANT MARFURI,50,36001120
personal@pieteprest.ro,PIEŢE PREST SA,Altele,Vâlcea,MUNCITOR NECALIFICAT ÎN SILVICULTURA,2,27289734
personal@plasttechnik.ro,SC QWINDOWS TECHNIK PROD SRL,Producție / Logistică,Cluj,MANIPULANT MARFURI,2,32736030
personal@reconcraiova.ro,RECON SA,Construcții / Instalații,Dolj,DULGHER (EXCLUSIV RESTAURATOR),6,5650870
personal@sccfgalati.ro,S.C. CONSTRUCTII FEROVIARE GAL,Construcții / Instalații,Galați,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET",4,1641933
personal@sgaab.dam.rowater.ro,ADMIN BAZINALA DE APA MURES,STAT,Alba,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST),1,18234918
personal@silvania.bio,TERA MOIAD SRL,Agricultură / Zootehnie,Sălaj,ÎNGRIJITOR ANIMALE,1,29434393
personal@simpasibiu.ro,SIMPA SA,Producție / Logistică,Sibiu,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII,3,785078
personale@tricorom.ro,TRICOROM SRL,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,Olt,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR,2,11605601
petrea@intercolor.ro,INTERCONF S.R.L.,Altele,Caraș-Severin,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE,3,18451143
petronela.rosu@agasi.ro,AGASI SRL,Construcții / Instalații,Timiș,LACATUS MECANIC,3,1819748
petru@dataserv.ro,AHL AUTO RENT SRL,Armată / Pază/ Protecție,,SPALATOR VEHICULE,1,10028726
ph.resurseumane@ro.post,COMPANIA NATIONALA POSTA ROMANA SA SUCURSALA PLOIESTI,Altele,Prahova,MANAGER DE PRODUS,1,40706456
piatraneamt.shoppingcity@lcwaikiki.com,LC WAIKIKI RETAIL RO SRL,COMERT,,MANIPULANT MARFURI,1,26054330
pitesti@tiab.ro,TIAB S.A. BUCURESTI,Construcții / Instalații,Argeș,ELECTRICIAN ÎN CONSTRUCTII,2,27101511
planning@bacrau.ro,TRUK-IERBAC SRL,Altele,Suceava,SOFER DE AUTOTURISME SI CAMIONETE,3,10103887
