name,phone,city,country,sector,employees_count,lead_score,ted_wins,website,call_script_hint
SECURE IT ENVIRONMENT AS,64 85 95 10,SANDEFJORD,NO,other,,80,0,www.s-ite.no,We place qualified workers across multiple sectors
TAKST OG PROSJEKTPARTNER. TAKSTMANN BERILD,901 55 792,MOLDE,NO,other,,80,0,www.tppartner.no,We place qualified workers across multiple sectors
KARINE HAUKAA,930 43 506,ASKER,NO,other,,80,0,www.alfabeta.as,We place qualified workers across multiple sectors
PER CHRISTIAN BROWN,22 11 14 16,OSLO,NO,other,,80,0,www.perchristianbrown.com,We place qualified workers across multiple sectors
NORGES HÅNDBALLFORBUND REGION SØR,32 01 61 22,DRAMMEN,NO,other,,80,0,www.handball.no,We place qualified workers across multiple sectors
SAMEIET GLÜCKSTADSGT 5,23 27 11 33,OSLO,NO,other,,80,0,www.skeiendom.no,We place qualified workers across multiple sectors
SIV ING JAN ØYSTEIN ERIKSEN,90756002,SKIEN,NO,construction,,80,0,www.sivingeriksen.no,"We place carpenters, electricians, welders for construction projects"
RONNY ANDERSSEN,97617513,TRONDHEIM,NO,it,,80,0,www.kybernesis.com,"We place software developers, IT support, system admins"
LAURA VALLENES,95824267,KRISTIANSAND S,NO,other,,80,0,www.thepurefume.com,We place qualified workers across multiple sectors
WALSTAD & SCHULZ RENHOLD DA,64 87 52 30,SKI,NO,other,,80,0,www.ws-renhold.no,We place qualified workers across multiple sectors
STIFTELSEN UTSTEIN PILEGRIMSGARD,46815769,MOSTERØY,NO,other,,80,0,www.utsteinpilegrimsgard.no,We place qualified workers across multiple sectors
RUNA CARLSEN,934 05 212,OSLO,NO,other,,80,0,www.runacarlsen.no,We place qualified workers across multiple sectors
BYGG TEAM EIENDOM AS,62 41 63 02,ELVERUM,NO,other,,80,0,www.byggteam.as,We place qualified workers across multiple sectors
ASKØY NÆRINGSRÅD,911 81 794,KLEPPESTØ,NO,other,,80,0,www.askoynr.no,We place qualified workers across multiple sectors
ISLANDSFORENINGEN I SØR-NORGE,413 99 641,GRIMSTAD,NO,other,,80,0,www.facebook.com/islsudnor/,We place qualified workers across multiple sectors
BEKKELAGET SOMMERSTRYK,22 29 21 82,OSLO,NO,other,,80,0,www.bekkelagetsommerstryk.no,We place qualified workers across multiple sectors
GREENDRIFT,959 45 507,ARNEBERG,NO,other,,80,0,www.greendrift.net,We place qualified workers across multiple sectors
FROGN KULTURRÅD,413 10 001,,NO,other,,80,0,www.frognkulturrad.org/,We place qualified workers across multiple sectors
SIROCCO AS,905 31 978,DRAMMEN,NO,retail,,80,0,www.sirocco.no,We place qualified workers across multiple sectors
"LOGOPEDKLINIKKEN, ANNE-CHRISTIN SCHJØLBERG",970 62 978,OSLO,NO,other,,80,0,www.logopedklinikken.no,We place qualified workers across multiple sectors
TRANSETH CONSULTING,971 60 281,STOKKE,NO,other,,80,0,www.transeth.com,We place qualified workers across multiple sectors
DRAMMEN IDRETTSRÅD,474 76 321,DRAMMEN,NO,other,,80,0,www.drammenir.no,We place qualified workers across multiple sectors
HORDAKRETSEN,970 29 515,LØFALLSTRAND,NO,other,,80,0,www.dsf.no,We place qualified workers across multiple sectors
SAMUELSEN CONSULTING AS,52 72 35 50,HAUGESUND,NO,other,,80,0,samuelsenconsulting.com,We place qualified workers across multiple sectors
MÆLAND BIL,916 98 695,GRANSHERAD,NO,retail,,80,0,www.melandbil.no,We place qualified workers across multiple sectors
EGERSUND PADLEKLUBB,90511397,EGERSUND,NO,other,,80,0,idrett.speaker.no/Organisation.asp?id=197214,We place qualified workers across multiple sectors
SNEKKERMESTER STEINSTAD,93039505,FÅBERG,NO,other,,80,0,www.snekkermestersteinstad.no,We place qualified workers across multiple sectors
MARENOR LUNDBO,480 86 354,MASFJORDNES,NO,construction,,80,0,marenor.no,"We place carpenters, electricians, welders for construction projects"
STRØMLINJEN AS,970 99 999,NAUSTBUKTA,NO,transport,,80,0,www.stromlinjen.no,"We place truck drivers, warehouse staff, logistics workers"
NORSK FORENING FOR BRANNSKADDE,900 39 067,,NO,other,,80,0,www.nffb.no,We place qualified workers across multiple sectors
AGAPE SANG JUDITH MYRSETH-MELBERG,90915685,SANDEFJORD,NO,other,,80,0,www.judithsermet.com,We place qualified workers across multiple sectors
TANNLEGE KEYVAN KESHTKAR,402 20 574,OSLO,NO,other,,80,0,www.dentalpark.no,We place qualified workers across multiple sectors
RODGERS LØSETH,55 29 11 78,PARADIS,NO,other,,80,0,www.sangsenter.no,We place qualified workers across multiple sectors
GOGA WELLNESS Arne Liljevold,48 86 96 71,VATNE,NO,retail,,80,0,www.herbashop.no/arli,We place qualified workers across multiple sectors
TONEDESIGN AS,907 56 562,ROSENDAL,NO,other,,80,0,tonedesign.no,We place qualified workers across multiple sectors
RING EIENDOM OG INVEST AS,90027125,HØNEFOSS,NO,construction,,80,0,www.reo.no,"We place carpenters, electricians, welders for construction projects"
MAY BENTE ARONSEN,22 57 17 56,OSLO,NO,other,,80,0,www.maybentearonsen.no,We place qualified workers across multiple sectors
LEIF BRENNE,97570190,BERGEN,NO,other,,80,0,dinpsykolog.com,We place qualified workers across multiple sectors
HEIDI SAND,971 57 575,OSLO,NO,other,,80,0,www.heidisand.com,We place qualified workers across multiple sectors
SEVLAND BYGDE OG FJELLAG,959 07 634,SÆVELANDSVIK,NO,other,,80,0,www.sevtun.no,We place qualified workers across multiple sectors
RINGSAKER BYGG AS,95 06 39 14,MOELV,NO,construction,,80,0,www.ringsakerbygg.no,"We place carpenters, electricians, welders for construction projects"
BPO CONSULTING JOHN LYDER,977 42 158,SANDVIKA,NO,other,,80,0,www.bpoc.no,We place qualified workers across multiple sectors
HALLINGDAL FOTBALLKLUBB,48185563,GOL,NO,other,,80,0,www.hallingdalfk.no,We place qualified workers across multiple sectors
BØMLO SKYTTARLAG,926 66 482,BØMLO,NO,other,,80,0,dfsgrasrot.no/boemlo-skyttarlag,We place qualified workers across multiple sectors
BJØRN ANDRE JOHANNESEN / ANDREPORT,91714132,OSLO,NO,other,,80,0,andreport.no,We place qualified workers across multiple sectors
DIN REVISOR TELEMARK AS,35 93 00 50,PORSGRUNN,NO,other,,80,0,www.drt.no,We place qualified workers across multiple sectors
SØNDRE LAND IL FOTBALL,970 20 413,HOV,NO,other,,80,0,yngres.slil.no,We place qualified workers across multiple sectors
SOLSTUA FERIEFORENING,926 89 465,BØ I TELEMARK,NO,other,,80,0,www.solstuene.no,We place qualified workers across multiple sectors
K.LOK V/KENN LØKKEGAARD,483 58 005,SORTLAND,NO,it,,80,0,www.kennloekkegaard.com,"We place software developers, IT support, system admins"
INTERVAC NORGE,990 19 011,OSLO,NO,other,,80,0,www.intervac.no,We place qualified workers across multiple sectors
BRITT ELISABETH VADHOLM,906 72 437,VETTRE,NO,other,,80,0,vollencrafted.no,We place qualified workers across multiple sectors
SBW CONSULTING SVEIN BYE WOLDSTAD,92 46 87 70,RØYSE,NO,other,,80,0,sponsorgolf.no,We place qualified workers across multiple sectors
AKERSHUS SKIKRETS,66 94 16 10,STRØMMEN,NO,other,,80,0,www.akershusskikrets.no,We place qualified workers across multiple sectors
SPORTSLINE CONSEPT Tom Johansen,22 27 26 18,OSLO,NO,other,,80,0,www.sportsline.no,We place qualified workers across multiple sectors
NORSK BERGFORENING,73 90 44 68,TRONDHEIM,NO,other,,80,0,www.norskbergforening.no,We place qualified workers across multiple sectors
BÆRUM VELFORBUND,67 56 10 13,,NO,other,,80,0,www.baerumvelforbund.no,We place qualified workers across multiple sectors
TECHTEAM INGENIØR- OG DATATJENESTER AS,917 48 390,SNARØYA,NO,other,,80,0,www.tidas.no,We place qualified workers across multiple sectors
LYD OG LYSHUSET DISKOTEK TEKNIKK AS,51 58 52 55,STAVANGER,NO,retail,,80,0,www.lydoglyshuset.no,We place qualified workers across multiple sectors
IToken Emil Haukeland,21 98 71 97,NOTODDEN,NO,other,,80,0,www.itoken.no,We place qualified workers across multiple sectors
ÅSENVØGGA,45479298,ÅSEN,NO,retail,,80,0,www.firmanett.no,We place qualified workers across multiple sectors
SYSTEMAGI AS,990 21 909,RØYNEBERG,NO,it,,80,0,www.systemagi.no,"We place software developers, IT support, system admins"
BJERKESTRAND,22 46 65 02,OSLO,NO,other,,80,0,www.kariannebjerkestrand.no,We place qualified workers across multiple sectors
KARASJOGA GOLFSEARVI KARASJOK GOLFKLUBB,95163430,,NO,other,,80,0,www.karasjokgolf.no,We place qualified workers across multiple sectors
THE MARTIN VINJE COMPANY AS,90721000,DRØBAK,NO,other,,80,0,www.martinvinje.com,We place qualified workers across multiple sectors
JOHAN KRIDIH,988 50 151,FÅBERG,NO,other,,80,0,www.kridih.no,We place qualified workers across multiple sectors
TOR EINSTABLAND,93420395,OSLO,NO,it,,80,0,www.einstabland.com,"We place software developers, IT support, system admins"
FIGURU AS,930 03 510,KRISTIANSAND S,NO,other,,80,0,www.figuru.no,We place qualified workers across multiple sectors
ELPO TRADING DA,33 46 21 29,SANDEFJORD,NO,retail,,80,0,www.elpo.no,We place qualified workers across multiple sectors
ISAKSTUEN,90604276,SELLEBAKK,NO,other,,80,0,www.isakstuen.no,We place qualified workers across multiple sectors
THE OFFICIAL ASTON VILLA SUPPORTERS` CLUB NORWAY,98638580,VORMEDAL,NO,other,,80,0,www.villans.no,We place qualified workers across multiple sectors
CHRISTER FREDRIKSEN MUSIKER,38 09 98 49,KRISTIANSAND S,NO,other,,80,0,christerfredriksen.com,We place qualified workers across multiple sectors
REMEDY USER GROUP NORWAY RUGNOR,47 90 18 03,TØNSBERG,NO,other,,80,0,www.rugnor.no,We place qualified workers across multiple sectors
NORSK PSYKOANALYTISK FORENING,22 60 58 20,OSLO,NO,other,,80,0,www.psykoanalyse.no,We place qualified workers across multiple sectors
NORTAKST AS,64 84 53 00,AULI,NO,construction,,80,0,www.nortakst.no,"We place carpenters, electricians, welders for construction projects"
GO CARE NORGE,55 53 83 00,BERGEN,NO,other,,80,0,www.go-care.org,We place qualified workers across multiple sectors
AASVIK DESIGN,99105532,OSLO,NO,other,,80,0,www.aasvikdesign.com,We place qualified workers across multiple sectors
MEDIATALENT.NO / GEIR ENGEN HANSEN,73 96 70 37,TRONDHEIM,NO,retail,,80,0,www.mediatalent.no,We place qualified workers across multiple sectors
ASKELADDEN HJELPETILTAK Espen Jansen,922 17 277,EIDSVOLL,NO,other,,80,0,www.hjelpetiltak.no,We place qualified workers across multiple sectors
STUDENTAVISEN UNIKUM,38 14 21 95,KRISTIANSAND S,NO,other,,80,0,unikumnett.no,We place qualified workers across multiple sectors
ADJUVA AS,91858480,TRONDHEIM,NO,other,,80,0,www.adjuva.no,We place qualified workers across multiple sectors
TELEPENSJONISTENES FORENING HAMAR,90 04 91 92,BRUMUNDDAL,NO,other,,80,0,www.telepensjonistene.no,We place qualified workers across multiple sectors
BARNAS FREDSPRIS,35 55 20 85,PORSGRUNN,NO,other,,80,0,www.barnasfredspris.no,We place qualified workers across multiple sectors
BÅSTAD IDRETTSLAG SKØYTER,94876922,BÅSTAD,NO,other,,80,0,baastadilskoyter.no/,We place qualified workers across multiple sectors
NIMA OSLO OG AKERSHUS FORENING,67 98 04 30,REISTAD,NO,other,,80,0,www.nima.no,We place qualified workers across multiple sectors
PREMENTOR AS,99262590,GJØVIK,NO,other,,80,0,www.prementor.no,We place qualified workers across multiple sectors
MOSS BMX CLUB,906 70 616,MOSS,NO,other,,80,0,www.mossbmx.no,We place qualified workers across multiple sectors
ATLE WOLDSETH ARKITEKTUR,21 66 04 22,OSLO,NO,other,,80,0,WWW.l-japasawa.net,We place qualified workers across multiple sectors
ADOPTIVFORELDREFORENINGEN,67 15 33 46,SNARØYA,NO,other,,80,0,adoptivforeldre.com,We place qualified workers across multiple sectors
MÅNDALEN IDRETTSLAG,994 94 968,MÅNDALEN,NO,other,,80,0,www.mandalenil.no,We place qualified workers across multiple sectors
FOTOGRAF JON ARNE SÆTER,928 99 044,SJETNEMARKA,NO,other,,80,0,storflor.no,We place qualified workers across multiple sectors
HALLINGSKARVET SKYTTERLAG,950 37 737,GEILO,NO,other,,80,0,hallingskarvet.skytterlag.no,We place qualified workers across multiple sectors
GOL MINIATYRSKYTTERLAG,90825087,GOL,NO,other,,80,0,n3sport.no/Organisation.asp?id=441520,We place qualified workers across multiple sectors
KOLNES IDRETTSLAG,934 58 288,KOLNES,NO,other,,80,0,www.kolnesil.no,We place qualified workers across multiple sectors
"LIONS CLUB ØVRE EIKER, HULDREBLOM",327574747,VESTFOSSEN,NO,other,,80,0,www.lions.no/huldreblom,We place qualified workers across multiple sectors
PETER OSWALD,74 83 02 00,INDERØY,NO,other,,80,0,www.peos.no,We place qualified workers across multiple sectors
LARS TOTHAMMER,90603541,DRØBAK,NO,other,,80,0,www.illustratorene.no,We place qualified workers across multiple sectors
ATB WORLD WIDE MUSIC Ole Ask,90570403,RAKKESTAD,NO,other,,80,0,www.oleask.com,We place qualified workers across multiple sectors
SØM OG TJENESTER Hanne Lie,63 82 11 76,FROGNER,NO,other,,80,0,www.somogtjenester.no,We place qualified workers across multiple sectors
BODØ BUESKYTTERFORENING,907 92 878,,NO,other,,80,0,www.bodobue.no,We place qualified workers across multiple sectors
NORSK FORENING FOR SERVICE OG RENHOLD,915 32 121,STOKKE,NO,other,,80,0,www.nfsr.no,We place qualified workers across multiple sectors
AVALON DIGITAL MEDIA AS,64 97 72 14,VINTERBRO,NO,other,,80,0,www.avalonstudio.no,We place qualified workers across multiple sectors
RINGERIKE GOLFKLUBB,90512349,HALLINGBY,NO,other,,80,0,www.ringerikegk.no,We place qualified workers across multiple sectors
ROGER LOEN,95134059,SKI,NO,other,,80,0,rogerloen.no,We place qualified workers across multiple sectors
HANS VIDAR LEVINSEN MEDIA,920 48 281,GRIMSTAD,NO,other,,80,0,www.hvlmedia.no,We place qualified workers across multiple sectors
EVERLLENCE SCHWEIZ AG,46 17 06 46,OSLO,NO,other,,80,0,www.ecovis.com,We place qualified workers across multiple sectors
NORSK VENTUREKAPITALFORENING,22 70 00 10,OSLO,NO,other,,80,0,www.nvca.no,We place qualified workers across multiple sectors
SKIN LOUNGE Kine Mørk Johnsen,97070233,DRØBAK,NO,other,,80,0,skinlounge.no,We place qualified workers across multiple sectors
NORGES GYLLENLÆRLAUG,90135096,NESODDTANGEN,NO,other,,80,0,www.ngl.no,We place qualified workers across multiple sectors
Bøhn Sapronics,32 83 17 48,ÅMOT,NO,other,,80,0,www.sapronics.com,We place qualified workers across multiple sectors
PC SJAPPA DA,400 64 461,AKKERHAUGEN,NO,retail,,80,0,www.pcsjappa.no,We place qualified workers across multiple sectors
DYREBESKYTTELSEN NORGE HARSTAD,90976720,HARSTAD,NO,other,,80,0,www.dyrebeskyttelsen-harstad.no,We place qualified workers across multiple sectors
GOA SOUNDWIZARDRY,991 68 611,ÅLGÅRD,NO,other,,80,0,www.soundwizardry.com,We place qualified workers across multiple sectors
LØRENSKOG HÅNDBALLKLUBB,93004843,LØRENSKOG,NO,other,,80,0,www.lorenskoghk.no,We place qualified workers across multiple sectors
BJØRKÅS PRODUKSJON,97079736,NESODDTANGEN,NO,other,,80,0,kyrrebjorkas.com,We place qualified workers across multiple sectors
GO-THERE ANS,33 33 12 86,TØNSBERG,NO,other,,80,0,www.go-there.com,We place qualified workers across multiple sectors
ANN CHRISTIN STRAND,97633576,OSLO,NO,other,,80,0,annchristinstrand.com,We place qualified workers across multiple sectors
FYSIOTERAPEUT HÅVARD MOKSNES,95055665,OSLO,NO,other,,80,0,www.nimi.no,We place qualified workers across multiple sectors
NAVAL DYNAMICS AS,91772928,OSLO,NO,other,,80,0,www.navaldynamics.com,We place qualified workers across multiple sectors
KONGSBERG ARBEIDERPARTI,948 71 748,KONGSBERG,NO,other,,80,0,www.kongsberg.arbeiderparti.no,We place qualified workers across multiple sectors
NORILCO AVD TROMS,02013,TROMSØ,NO,other,,80,0,www.norilco.no/,We place qualified workers across multiple sectors
SPORTSKLUBBEN RAPID,48064769,MOSS,NO,other,,80,0,www.rapidathene.no,We place qualified workers across multiple sectors
OKANI LÆREMIDLER AS,56 32 20 30,STRAUME,NO,other,,80,0,www.okani.no,We place qualified workers across multiple sectors
HEALTH VIBES INSTITUTE DA,22 57 13 04,OSLO,NO,retail,,80,0,www.health-vibes.com,We place qualified workers across multiple sectors
LAUVLIAS VENNER,414 50 150,PRESTFOSS,NO,other,,80,0,www.lauvlia.no,We place qualified workers across multiple sectors
REPPE BLANDAKOR,952 10 591,RANHEIM,NO,other,,80,0,www.reppeblandakor.no/,We place qualified workers across multiple sectors
NORSK BANE AS,70 10 16 40,ÅLESUND,NO,other,,80,0,www.norskbane.no,We place qualified workers across multiple sectors
HMSVERKSTEDET AS,99520925,STAVANGER,NO,other,,80,0,www.kolibris.no,We place qualified workers across multiple sectors
JOHANSEN TRADING NORWAY,412 55 525,KRÅKERØY,NO,retail,,80,0,www.johansen-trading.no,We place qualified workers across multiple sectors
AMEHN PRODUCTION,55 32 56 41,NESODDTANGEN,NO,it,,80,0,www.amehn.no,"We place software developers, IT support, system admins"
JAKOB VALEN,74 51 11 10,INDERØY,NO,other,,80,0,www.jakobsladder.com,We place qualified workers across multiple sectors
ROMSLO MEKANISKE AS,906 96 519,RYFOSS,NO,other,,80,0,www.romslommekaniske.no,We place qualified workers across multiple sectors
ISG AMUNDSGÅRD CONSULTING,71 25 22 41,MOLDE,NO,other,,80,0,www.iconsulting.no,We place qualified workers across multiple sectors
NORGES TELEVISJON AS,67 12 42 00,OSLO,NO,other,,80,0,www.ntv.no,We place qualified workers across multiple sectors
HRI EIENDOM AS,37 27 67 00,LILLESAND,NO,other,,80,0,www.itekas.no,We place qualified workers across multiple sectors
ROAN IDRETTSLAG,47386833,BRANDSFJORD,NO,other,,80,0,idrett.speaker.no/Organisation.asp?id=64122,We place qualified workers across multiple sectors
FASADEPRODUKTER EIENDOM AS,71 21 20 40,MOLDE,NO,other,,80,0,www.fasadeprodukter.no,We place qualified workers across multiple sectors
ATELIER Rita Lie,21 66 07 50,ORKANGER,NO,other,,80,0,www.ritalie-art.net,We place qualified workers across multiple sectors
DITT VELVÆRE Hilde Amundsen,482 73 248,JESSHEIM,NO,other,,80,0,www.hilde.amundsen.marykaynorway.no,We place qualified workers across multiple sectors
FEEL IT DAHL-GULLIKSEN,98861020,KVITESEID,NO,other,,80,0,www.feelit.no,We place qualified workers across multiple sectors
LUNNER MOTORSPORT,92027034,HARESTUA,NO,other,,80,0,www.lums.no,We place qualified workers across multiple sectors
JONAS GROTH PRODUCTIONS,95086669,GREÅKER,NO,other,,80,0,www.jonasgroth.com,We place qualified workers across multiple sectors
DEGERNES IDRETTSLAG,90151775,,NO,other,,80,0,www.degernesil.no,We place qualified workers across multiple sectors
PWC-STAVANGER,51 33 75 50,SANDNES,NO,other,,80,0,www.pwc-stavanger.no,We place qualified workers across multiple sectors
STAVANGER MODELLBIL KLUBB,51870595,STAVANGER,NO,other,,80,0,www.stavanger-rc.com,We place qualified workers across multiple sectors
RYGGE ARBEIDERPARTI,94131499,MOSS,NO,other,,80,0,www.rygge.arbeiderparti.no,We place qualified workers across multiple sectors
TRONDHEIM FLYKLUBB,4797734770,JONSVATNET,NO,other,,80,0,www.trondheimflyklubb.no,We place qualified workers across multiple sectors
KNUT REVNE,56 58 32 04,BALDERSHEIM,NO,other,,80,0,www.baldersheim.no/,We place qualified workers across multiple sectors
ØYGARDEN BLUES CLUB,56 38 90 01,TJELDSTØ,NO,other,,80,0,hjem.sol.no~blue2000,We place qualified workers across multiple sectors
JOSTEIN PRESTBØ,53 49 78 42,FITJAR,NO,other,,80,0,fitjarbaer.no,We place qualified workers across multiple sectors
MAGNUS BØRMARK,952 87 839,TRONDHEIM,NO,other,,80,0,www.magnulias.com,We place qualified workers across multiple sectors
ZYLIN AS,51 87 40 27,STAVANGER,NO,it,,80,0,www.zylin.com,"We place software developers, IT support, system admins"
OPPEGÅRD VEL,916 49 965,OPPEGÅRD,NO,other,,80,0,www.oppegardvel.no,We place qualified workers across multiple sectors
ACCILLION AS,22 44 61 44,OSLO,NO,other,,80,0,www.accillion.com,We place qualified workers across multiple sectors
EIGERØY SOKN,51 46 33 30,EGERSUND,NO,other,,80,0,www.eigeroykirke.no,We place qualified workers across multiple sectors
KOTEK NORGE AS,32 85 47 00,LIER,NO,other,,80,0,www.kotek.no,We place qualified workers across multiple sectors
NITTEDAL BYGDEKOR,934 79 522,HAGAN,NO,other,,80,0,www.bygdekoret.no,We place qualified workers across multiple sectors
BÅTKLUBBEN KARMØY FABRIKKER,+4740042900,,NO,other,,80,0,www.baatklubbenhak.com,We place qualified workers across multiple sectors
RTS MILJØ AS,67 91 14 00,SKJETTEN,NO,transport,,80,0,www.rts.no,"We place truck drivers, warehouse staff, logistics workers"
VEGADATA DA,75 03 54 70,VEGA,NO,other,,80,0,www.vegadata.com,We place qualified workers across multiple sectors
NORSE CAPITAL DA,403 03 300,OSLO,NO,other,,80,0,www.norsecapital.no,We place qualified workers across multiple sectors
STUDENTMÅLLAGET I OSLO,960 13 222,OSLO,NO,other,,80,0,smio.no,We place qualified workers across multiple sectors
NÆSS PERSPECTIVES,477 65 676,BODØ,NO,other,,80,0,substack.com/eliasnaess,We place qualified workers across multiple sectors
LIVE GRUPPEN AS,72 89 81 00,MELHUS,NO,other,,80,0,www.tspartner.no,We place qualified workers across multiple sectors
SENTRUM KAMPSPORT KLUBB,90744000,SARPSBORG,NO,other,,80,0,www.sentrumkampsport.com,We place qualified workers across multiple sectors
ERNST SIMON GLASER,90 07 78 17,OSLO,NO,other,,80,0,www.ernstsimonglaser.com,We place qualified workers across multiple sectors
FANTEFILM SCRIPTED SERIES AS,22 59 39 00,OSLO,NO,it,,80,0,www.tempo.no,"We place software developers, IT support, system admins"
KRAABOL AS,22 22 56 83,HOLTER,NO,construction,,80,0,www.kraabol-as.com,"We place carpenters, electricians, welders for construction projects"
TRIPA PRODUCTIONS DA,93089700,OSLO,NO,it,,80,0,www.tripa.no,"We place software developers, IT support, system admins"
ULRIKA BENGTSSONS KUNSTNERSKAP,954 12 324,OSLO,NO,other,,80,0,www.ulrika.no,We place qualified workers across multiple sectors
RAUMA OG VESTNES OPPLÆRNGSKONTOR,71 22 69 50,ÅNDALSNES,NO,other,,80,0,rvok.no,We place qualified workers across multiple sectors
TROPPENE SMÅBRUK RUBEN REIERSEN,52 77 33 00,TYSVÆRVÅG,NO,other,,80,0,www.troppene.no,We place qualified workers across multiple sectors
FAMILIEKIRKA LINDESNES,412 42 750,LINDESNES,NO,other,,80,0,www.betelsvennevik.no,We place qualified workers across multiple sectors
KULTNAESS KONSULENT ANNA STINA NÆSS,918 09 698,SPYDEBERG,NO,other,,80,0,www.annastina.no,We place qualified workers across multiple sectors
EDLUND CONSULTING,991 16 100,KJELLER,NO,retail,,80,0,www.dioder.no,We place qualified workers across multiple sectors
PRIMA SJOKOLADE AS,908 63 787,DRAMMEN,NO,retail,,80,0,www.primasjokolade.no,We place qualified workers across multiple sectors
ELIN M. ASKELAND,473 52 800,UNDRUMSDAL,NO,other,,80,0,www.fotografelin.no,We place qualified workers across multiple sectors
SAMEIET BREDEGÅRDEN,02333,STAVANGER,NO,other,,80,0,www.obos.no,We place qualified workers across multiple sectors
RETINITIS PIGMENTOSA FORENINGEN I NORGE,994 69 543,,NO,other,,80,0,www.rpfn.no,We place qualified workers across multiple sectors
MANDAL KARATEKLUBB,474 69 601,MANDAL,NO,other,,80,0,www.mandalkarateklubb.no,We place qualified workers across multiple sectors
NORSK BILDELKATALOG SA,22 64 49 70,OSLO,NO,it,,80,0,www.norskbildelkatalog.no,"We place software developers, IT support, system admins"
HOEL NETSOURCE,67 06 04 06,NITTEDAL,NO,other,,80,0,www.hoel.biz,We place qualified workers across multiple sectors
HISTORISKE HUS - LARS MATHIAS MUNTHE-KAAS,92665228,LARKOLLEN,NO,other,,80,0,www.historiskehus.no,We place qualified workers across multiple sectors
NES TURNFORENING,40011150,ÅRNES,NO,other,,80,0,www.nesturn.no,We place qualified workers across multiple sectors
BREISTRAND UNGDOMSLAG,970 09 485,EVENSKJER,NO,other,,80,0,www.facebook.com/groups/231759897628/,We place qualified workers across multiple sectors
STRØMM IDRETTSLAG,90019375,SVELVIK,NO,other,,80,0,www.stromm.no,We place qualified workers across multiple sectors
SKÅRER BALLKLUBB,41212954,LØRENSKOG,NO,other,,80,0,www.skaarerballklubb.no,We place qualified workers across multiple sectors
NORSK BOBIL OG CARAVAN CLUB AVD STEINKJER OG OMEGN,997 26 021,,NO,other,,80,0,steinkjeromegn.nbocc.no/,We place qualified workers across multiple sectors
INDERØY SKYTTERLAG,901 19 782,INDERØY,NO,other,,80,0,www.skytterlag2.no/inderoy/,We place qualified workers across multiple sectors
LEIF LANGODDEN,62488077,ALVDAL,NO,other,,80,0,langodden.no,We place qualified workers across multiple sectors
MALMEFJORDEN SKYTTERLAG,71 26 59 03,ELNESVÅGEN,NO,other,,80,0,malmefjorden.net,We place qualified workers across multiple sectors
FISKEBÅT SERVICE AS,70 10 14 60,ÅLESUND,NO,other,,80,0,www.fiskebat.no,We place qualified workers across multiple sectors
KRISTIANSAND STUPEKLUBB,92651248,KRISTIANSAND S,NO,other,,80,0,www.kstk.no,We place qualified workers across multiple sectors
KIRKEVOLL BASKETBALLKLUBB,456 61 665,,NO,other,,80,0,www.kirkevollbasket.no,We place qualified workers across multiple sectors
RØROS FOLKEDANSLAG,419 22 368,,NO,other,,80,0,www.rorosfolkedans.no,We place qualified workers across multiple sectors
ØSTMARKA MARSJKLUBB,22 23 90 81,OSLO,NO,other,,80,0,www.marsjklubb.no,We place qualified workers across multiple sectors
ØSTBYGDA IDRETTSLAG,979 73 222,RAKKESTAD,NO,other,,80,0,idrett.speaker.no/Organisation.asp?id=19855,We place qualified workers across multiple sectors
FIVELSTAD EIENDOM AS,924 11 875,HELLESYLT,NO,other,,80,0,www.norangdal.com,We place qualified workers across multiple sectors
ADVOKAT MORTEN AALBERG,73 89 00 60,TRONDHEIM,NO,other,,80,0,www.advokataalberg.no,We place qualified workers across multiple sectors
SØRBRÅTEN IDRETTSLAG,957 09 528,OSLO,NO,other,,80,0,sorbraten-il.no/,We place qualified workers across multiple sectors
KRISTIANSANDS AVHOLDSLAG,907 53 562,KRISTIANSAND S,NO,other,,80,0,www.krsa.no,We place qualified workers across multiple sectors
VESTRE TRYSIL IDRETTSLAG,47873780,TØRBERGET,NO,other,,80,0,www.vtil.no,We place qualified workers across multiple sectors
SKRIVERSEN Jan Georg Iversen,907 53 189,PORSGRUNN,NO,other,,80,0,www.skriversen.no,We place qualified workers across multiple sectors
STRØMMEN GLIMT IL,41240820,BJORBEKK,NO,other,,80,0,strommenglimt.no,We place qualified workers across multiple sectors
AMAZING GAMES AS,948 63 030,KLAVESTADHAUGEN,NO,it,,80,0,www.amazinggames.com,"We place software developers, IT support, system admins"
MICKELSON INK,67 91 96 95,NODELAND,NO,other,,80,0,www.multimo.no,We place qualified workers across multiple sectors
VARANGER BALLKLUBB,93414110,VARANGERBOTN,NO,other,,80,0,www.facebook.com/VarangerBallklubb,We place qualified workers across multiple sectors
AAE PRODUCTIONS Sigurd Aae Klausen,97765337,NARVIK,NO,other,,80,0,www.aaeproduction.no,We place qualified workers across multiple sectors
HANSENS LEIEKART,979 09 421,SNERTINGDAL,NO,other,,80,0,www.leiekart.com,We place qualified workers across multiple sectors
TORBJØRN SMØRGRAV,924 81 369,MELHUS,NO,other,,80,0,www.smorgrav.org,We place qualified workers across multiple sectors
IDRETTSLAGET HAUGIL,975 41 680,HEBNES,NO,other,,80,0,www.ropeidhalvoya.com/idrettslaget-haugil/,We place qualified workers across multiple sectors
