email,name,country,city,phone,category,source
tehnic@continentalhotels.ro,CONTINENTAL FORUM CONSTANTA,Romania,,,,horeca_ro
tehnicnaval@gmail.com,SUMMER ROOMS,Romania,"Com. Limanu, Sat Vama Veche",,CAMERE DE INCHIRIAT,horeca_ro
tehnic@nomis2003.ro,RO & MARIO,Romania,Mun. Barlad,,CAMERE DE INCHIRIAT,horeca_ro
tehnictedconstruct@yahoo.com,RENT ROOMS NS,Romania,Mun. Iasi,,CAMERE DE INCHIRIAT,horeca_ro
tehnocomserv@yahoo.com,LAGUNA GREY,Romania,Mun. Mangalia,,,horeca_ro
tehnoconstruct1994@gmail.com,MAMAIA,Romania,"Mun. Constanta, Loc. Mamaia",,VILA TURISTICA,horeca_ro
tehnofarm@yahoo.com,TREE HOUSE RELAX,Romania,"Com. Iedera, Sat Iedera de Sus",,CAMERE DE INCHIRIAT,horeca_ro
tehnometaldev@yahoo.com,IZA BEACH,Romania,"Com. Costinesti, Sat Costinesti",,,horeca_ro
teicafenea@gmail.com,TEI CAFENEA SRL,,,,,companies
teigmo@online.no,KARASJOK FJELLSTUE Amund P. Teigmo,Norway,KARASJOK,78 46 65 07,Annen overnattingsvirksomhet,norway_emails
teju_srl@yahoo.com,TEJU HOTELS,,,,,companies
tekepension@gmail.com,TEKE,Romania,Mun. Gheorgheni,,PENSIUNE TURISTICA,horeca_ro
tekla1975@gmx.net,Café-Bar Bär,,,+41788131018,,companies
teksten@barnascamping.no,TEKSTEN CAMPING AS,Norway,GVARV,35 95 55 96,Drift av campingplasser,norway_emails
telcian_daiana@yahoo.com,DAIANA,Romania,"Com. Ocna Sugatag, Sat Breb",,PENSIUNE AGROTURISTICA,horeca_ro
telcom@abv.bg,Телком ООД,Bulgaria,Плевен,0888 878 851,oborudvane-za-restoranti,bg_business_catalog
telegaru_v@yahoo.com,CENTRAL,Romania,Oras Azuga,,APARTAMENTE DE INCHIRIAT,horeca_ro
telescaundorna@yahoo.com,TELESCAUN,Romania,Mun. Vatra-Dornei,,PENSIUNE TURISTICA,horeca_ro
telescu_a@yahoo.com,VO CHEF S.R.L.,Romania,Cluj > MUNICIPIUL CLUJ-NAPOCA > CLUJ-NAPOCA,+40754594357,RESTAURANTE,horeca_ro
telibaniulia@gmail.com,IULIA,Romania,"Oras Eforie, Loc. Eforie Nord",,CAMERE DE INCHIRIAT,horeca_ro
telnessanden@online.no,TELNESSANDEN CAMPING OG FRILUFTSENTER Sigmund Telnes,Norway,SELJORD,35 05 29 90,Drift av campingplasser,norway_emails
te-nak@online.no,KC-TJENESTER AS,Norway,MOLDE,901 48 305,Drift av campingplasser,norway_emails
tenapartaments@yahoo.com,10 APARTMENTS,Romania,Mun. Cluj-Napoca,,APARTAMENTE DE INCHIRIAT,horeca_ro
tenghercorina@yahoo.com,Xanadu,Romania,Bucuresti,213150653,,horeca_ro
tentuioanalexandru@gmail.com,QUALIS APARTMENT BV,Romania,Mun. Brasov,,CAMERE DE INCHIRIAT,horeca_ro
teobeches@yahoo.com,CASA MIRIAM,Romania,"Com. Paulis, Sat Paulis",,CAMERE DE INCHIRIAT,horeca_ro
teobonaciu@yahoo.com,CASA HILLTOP MUNTENI,Romania,"Com. Bulz, Sat Munteni",,APARTAMENTE DE INCHIRIAT,horeca_ro
teodora.damqnova@abv.bg,Хотел Дамянова Къща,Bulgaria,Добринище,0887 20 99 37,hoteli-na-planina,bg_business_catalog
teodor_adrian.2006@yahoo.com,TEO STUDIO RIN GRAND RESIDENCE,Romania,"Mun. Bucuresti, Sector 4",,CAMERE DE INCHIRIAT,horeca_ro
teodoraklimay@yahoo.com,KYUKA HOUSE PRUNULUI 26 ARAD,Romania,Mun. Arad,,APARTAMENTE DE INCHIRIAT,horeca_ro
teodoramesaros308@gmail.com,MESTEACANUL,Romania,Mun. Brasov,,,horeca_ro
teodoraminecan@gmail.com,CORESI EXQUISITE,Romania,Mun. Brasov,,CAMERE DE INCHIRIAT,horeca_ro
teodora.muresan@ro.mcd.com,PREMIER RESTAURANTS ROMANIA SRL,,,+40722101317,,companies
teodorancuta@sibex.ro,PALTINIS SA,Romania,"",0269 223 680,,lucian_horeca
teodorapert@yahoo.com,ROSIA,Romania,"Com. Rosia, Sat Rosia",,PENSIUNE AGROTURISTICA,horeca_ro
teodorapetre@yahoo.com,APARTAMENTUL BUNICII,Romania,"Mun. Bucuresti, Sector 2",,APARTAMENTE DE INCHIRIAT,horeca_ro
teodora.raceanu@gmail.com,ALBINUTA,Romania,"Com. Scoarta, Sat Scoarta",,PENSIUNE AGROTURISTICA,horeca_ro
teodora.rosu@rosu.ro,CRIS & TEO SRL,Romania,"","",,lucian_horeca
teodor.arteni@gmail.com,OPAL LUXURY AVIATIEI,Romania,"Mun. Bucuresti, Sector 1",,APARTAMENTE DE INCHIRIAT,horeca_ro
teodoraserbu@gmail.com,TORI HAUS SIBIU,Romania,Mun. Sibiu,,CAMERE DE INCHIRIAT,horeca_ro
teodorastefanuta@gmail.com,CASA TEODORA,Romania,"Com. Rasinari, Sat Rasinari",,CAMERE DE INCHIRIAT,horeca_ro
teodora_tea@yahoo.com,AVRAM IANCU APARTMENT,Romania,Mun. Cluj-Napoca,,APARTAMENTE DE INCHIRIAT,horeca_ro
teodor@casateodor.ro,CASA TEODOR,Romania,"Com. Valea Mare, Sat Margineni",,PENSIUNE AGROTURISTICA,horeca_ro
teodorescudaniela1966@yahoo.com,CASA THEO,Romania,Mun. Mangalia,,CAMERE DE INCHIRIAT,horeca_ro
teodorescuii390@gmail.com,TEODORESCU CLAUDIAVERONICA INTREPRINDERE INDIVIDUALA,Romania,"Gorj > BAIA DE FIER > BAIA DE FIER, SAT BAIA DE FIER COM. BAIA DE",+40744996656,Turism / Alimentatie,horeca_ro
teodorescuj@yahoo.com,CENTRAL HOUSE AND GARDEN NEXT TO THE BLACK CHURCH,Romania,Mun. Brasov,,,horeca_ro
teodorescupaula@gmail.com,INAU 5,Romania,Mun. Cluj-Napoca,,CAMERE DE INCHIRIAT,horeca_ro
teodorescuselma@gmail.com,STUDIO SELMA VICTORIEI,Romania,Bucuresti,,,horeca_ro
teodorescu.simona25@yahoo.com,ROAD S END,Romania,"Com. Moieciu, Sat Moieciu de Sus",,CAMERE DE INCHIRIAT,horeca_ro
teodor_filip@yahoo.com,VACANTA 2,Romania,"Com. Costinesti, Sat Costinesti",,CAMERE DE INCHIRIAT,horeca_ro
teodor@hnatec.ro,BENJAMIN FRANKLIN 16,Romania,"Mun. Bucuresti, Sector 1",,APARTAMENTE DE INCHIRIAT,horeca_ro
teodoroiu5srl@yahoo.com,TEODOROIU 5,Romania,Mun. Craiova,,APARTAMENTE DE INCHIRIAT,horeca_ro
teodor_rosu@yahoo.com,EUROPEAN HOUSE,Romania,Mun. Constanta,,CAMERE DE INCHIRIAT,horeca_ro
teodorstetea@gmail.com,HANU TEO SAPANTANU,Romania,Mun. Sighetu Marmatiei,,CAMERE DE INCHIRIAT,horeca_ro
teodorstroeandrei@yahoo.com,STONE AND WOOD NEST,Romania,"Mun. Bucuresti, Sector 4",,APARTAMENTE DE INCHIRIAT,horeca_ro
teodor@thuglife.no,THUG LIFE TEODOR ONSUMENGEN GUBBERUD,Norway,FURNES,,Catering for arrangementer,norway_emails
teoficildis@icloud.com,ARLEQUIN APARTMENTS,Romania,Mun. Constanta,,,horeca_ro
teofil.antal@gmail.com,CASA DE PIATRA,Romania,"Com. Sancraiu, Sat Braisoru",,PENSIUNE AGROTURISTICA,horeca_ro
teo_gj@yahoo.com,EVA,Romania,"Com. Baia de Fier, Sat Baia de Fier",,,horeca_ro
teo.grigore@gmail.com,TEA GARDEN STUDIO,Romania,Bucuresti,,,horeca_ro
teo@pitas.ro,DAPINO APARTMENTS,Romania,Mun. Cluj-Napoca,,,horeca_ro
teorezidences@gmail.com,SKY AIRPORT RESIDENCE,Romania,"Oras Otopeni, Sat Otopeni",,,horeca_ro
teosterezlatcu1955@gmai.com,THEO SUMMERLAND SEAVIEW,Romania,Mun. Constanta,,APARTAMENTE DE INCHIRIAT,horeca_ro
teosterezlatcu1955@gmail.com,THEO APARTMENT SAT VACANTA,Romania,Mun. Constanta,,APARTAMENTE DE INCHIRIAT,horeca_ro
teo.tuning@yahoo.com,CASA MARINELA,Romania,"Com. Salasu de Sus, Sat Nucsoara",,CAMERE DE INCHIRIAT,horeca_ro
teovrajmasu01@yahoo.com,WTW SUNRISE,Romania,Oras Navodari,,CAMERE DE INCHIRIAT,horeca_ro
tepavicata@abv.bg,Къща за Гости Тепавицата,Bulgaria,Хасково,0877 910 561,hoteli,bg_business_catalog
tepeig@ymail.com,POPAS IN BREB,Romania,"Com. Ocna Sugatag, Sat Breb",,PENSIUNE AGROTURISTICA,horeca_ro
tepescristina94@yahoo.it,DREAM HOUSE,Romania,Mun. Fagaras,,APARTAMENTE DE INCHIRIAT,horeca_ro
teposu_paula_ioana@yahoo.com,PAULA,Romania,"Com. Moieciu, Sat Moieciu de Sus",,CAMERE DE INCHIRIAT,horeca_ro
tera_com92@yahoo.com,CASA DOR DE TIHNA,Romania,"Com. Barcani, Sat Barcani",,CAMERE DE INCHIRIAT,horeca_ro
terasanora@yahoo.com,AVA APART BY NORA,Romania,Mun. Timisoara,,APARTAMENTE DE INCHIRIAT,horeca_ro
terasa_rita@yahoo.com,Terasa Rita,Romania,Iasi,232258314,,horeca_ro
teratim@yahoo.com,TERA TIM SRL,Romania,"",0744 535830,,lucian_horeca
teraturism2006@yahoo.com,Unknown,Romania,,,,horeca_ro
terebesi_robert@me.com,ROBERT DISCOVERY TOURS,Romania,Oras Sovata,,OrganizatoareOnline,horeca_ro
terecheionut@gmail.com,SWEET MEMORIES APART CORESI 1,Romania,Mun. Brasov,,,horeca_ro
teresamnguyen@hotmail.com,MAKI SUSHI AS,Norway,BEKKESTUA,476 53 368,Catering for arrangementer,norway_emails
teresto@online.no,TCS ORIENT SAGE KITCHENETTE Teresita Stormark,Norway,JØRPELAND,99484699,Drift av restauranter,norway_emails
teritorialgma@yahoo.com,SIESTA,Romania,Mun. Targu Mures,,HOSTEL,horeca_ro
terje.bredesen@softtech.no,TERJE BREDESEN,Norway,FETSUND,911 91 199,Annen overnattingsvirksomhet,norway_emails
terje@jbp.no,JORDBÆRPIKENE HAMAR AS,Norway,HAMAR,,Drift av restauranter,norway_emails
terje.negard@olavthon.no,Thon Partner Hotel Selbusjen,Romania,,,HORECA,horeca_ro
terje.negard@thon.no,Thon Gruppen,Romania,,+4799100737,HORECA,horeca_ro
terje@olympen.no,Alt Godt AS,Romania,,+4797127990,HORECA,horeca_ro
terje.romsoe@lyse.net,ROMSØES CONDITORI AS,Norway,STAVANGER,90913646,Drift av restauranter,norway_emails
terje@safeplay.no,MINIGOLFEN FAMILIEPARK AS,Norway,TORVASTAD,91 16 49 69,Drift av restauranter,norway_emails
terje@tuene.no,AARSNESET DA,Norway,BARSTADVIK,970 89 633,Drift av vandrerhjem og ferieleiligheter,norway_emails
terjevadset@gmail.com,MT FOOD AS,Norway,SKODJE,916 93 908,Drift av mobile serveringssteder,norway_emails
termotexconstruct@gmail.com,CASA MIHAI,Romania,"Oras Eforie, Loc. Eforie Sud",,CAMERE DE INCHIRIAT,horeca_ro
terraelixir@gmail.com,TERRA,Romania,Mun. Alba Iulia,,PENSIUNE TURISTICA,horeca_ro
terramar1950@hotmail.com,Restaurant Terra Mar,,,+41782596817,,companies
terrarosapensiune@yahoo.com,TERRAROSA,Romania,,,,horeca_ro
terrassencafe@hotmail.no,TERRASSEN KAFE STOVNER AS,Norway,OSLO,413 32 867,Drift av restauranter,norway_emails
terrasun@yahoo.com,PREMIUM TRAVEL,Romania,Mun. Oradea,,CAMERE DE INCHIRIAT,horeca_ro
teskela@online.no,GRILLSPESIALISTEN TOVE ESKELAND,NO,ARENDAL,413 77 944,Catering for arrangementer,companies
teslarasu.s@gmail.com,TURNUL OLARILOR,Romania,Mun. Sibiu,,CAMERE DE INCHIRIAT,horeca_ro
test@test.ro,CINE-CITTA RISTORANTE S.R.L.,Romania,"",000000000,,lucian_horeca
teutoni@yahoo.com,NICOL,Romania,Mun. Drobeta-Turnu Severin,,APARTAMENTE DE INCHIRIAT,horeca_ro
texas90mdy@gmail.com,CASA MEDELIN,Romania,Mun. Tulcea,,CAMERE DE INCHIRIAT,horeca_ro
tezab21@hotmail.com,BRATTLIKOLLEN PIZZA FARRUKH JAVED,NO,OSLO,22 74 74 70,Drift av restauranter,companies
teziniaia@gmail.com,IAIA,Romania,Mun. Mangalia,,CAMERE DE INCHIRIAT,horeca_ro
tg@hotelviking.dk,Hotel Viking A/S,DK,Sæby,+4598461700,,companies
tgs@ukh.no,Utstein Kloster Hotell As,Romania,,+4751720100,HORECA,horeca_ro
th4@enivest.net,THCHEF TRULS HAMRE,Norway,STAVANGER,90592177,Catering for arrangementer,norway_emails
thabishadahl@gmail.com,THABI DAHL CAFE,NO,LYNGDAL,453 76 098,Drift av restauranter,companies
thach.st.gallen@gmail.com,Thach Restaurant,,,+41712203042,,companies
thaibua@nordtroms.net,THAIBUA AS,Norway,ROTSUND,926 64 845,Catering for arrangementer,norway_emails
thaideng62@gmail.com,thaï restaurant MARIFAH,,,+41227825569,,companies
thaifoodtakeaway@hotmail.com,THAI FOOD TAKEAWAY HANS SOLBAKKEN,Norway,OSLO,90 74 62 07,Catering for arrangementer,norway_emails
thaikjokken@yahoo.com,THAIKJØKKEN PUNRAT,Norway,NARVIK,477 54 451,Drift av restauranter,norway_emails
thaimat.kirkenes@gmail.com,THAIAROY AS,Norway,KIRKENES,468 02 864,Drift av restauranter,norway_emails
thaimatservice@gmail.com,THAIMATSERVICE AS,Norway,FINNSNES,948 12 565,Catering for arrangementer,norway_emails
thaime.romania@gmail.com,Korean Nomad SRL,Romania,"","",,lucian_horeca
thali.zuerich@gmail.com,Thali House Indian Restaurant,,,+41448216733,,companies
thamer1508@yahoo.com,YAKO RESTAURANTDRIFT AS,NO,RAMNES,33 39 50 60,Drift av restauranter,companies
thana.makham@gmail.com,SRISIAM MAKHAM,Norway,FØRDE,91923363,Drift av restauranter,norway_emails
thanatchaya_n@hotmail.com,SANDEE THANATCHAYA HOLTET,Norway,VESTBY,40 16 57 42,Catering for arrangementer,norway_emails
thanhnganvnn@yahoo.com,YUUKA YUUKA SUSHI AS,Norway,HARSTAD,939 32 583,Drift av restauranter,norway_emails
thanh_phan_tan@hotmail.com,TOTEM INVEST AS,Norway,TØNSBERG,984 11 786,Drift av restauranter,norway_emails
thas50@hotmail.com,CLEO-LUNCHBAR ANS,NO,FOSNAVÅG,410 11 877,Drift av restauranter,companies
thaugv@hotmail.com,PIZZAKROKEN AS,NO,MOSTERØY,51 72 45 60,Drift av restauranter,companies
t.haynuta09081980@gmail.com,SOBANYA,Romania,"Com. Praid, Sat Praid",,PENSIUNE TURISTICA,horeca_ro
thayphoon@yahoo.com,BELLA 2M,Romania,"Com. Costinesti, Sat Schitu",,CAMERE DE INCHIRIAT,horeca_ro
thdhold@gmail.com,CASA TURC,Romania,"Com. Viseu de Jos, Sat Viseu de Jos",,CAMERE DE INCHIRIAT,horeca_ro
thea.heggland@gmail.com,FOKA AS,Norway,BERGEN,46744720,Drift av restauranter,norway_emails
thecliffvillage@gmail.com,THE CLIFF VILLAGE,Romania,Oras Comarnic,,CASUTE TIP CAMPING,horeca_ro
theea.linpartner@gmail.com,BUSINESS APARTMENT,Romania,Mun. Sibiu,,APARTAMENTE DE INCHIRIAT,horeca_ro
thefamiy@gmail.com,DMA FAMILY LAND CATERING,,,,,companies
the.firstt20@yahoo.com,OSTRO TWO BEDROOMS,Romania,Mun. Ramnicu Valcea,,APARTAMENTE DE INCHIRIAT,horeca_ro
thegreenhosero@gmail.com,THE GREENHOUSE,Romania,Oras Isaccea,,MOTEL,horeca_ro
thehomefeelingsighisoara@gmail.com,LIKE HOME FEELING,Romania,Mun. Sighisoara,,,horeca_ro
thehustlerpoolbarskive@gmail.com,The hustler poolbar Skive I/S,DK,,+4543315145,,companies
thekguesthouse@gmail.com,IONESCO APARTMENTS,Romania,Mun. Cluj-Napoca,,APARTAMENTE DE INCHIRIAT,horeca_ro
thelandscapebarnhomes@gmail.com,THE LANDSCAPE BARN HOMES,Romania,,,,horeca_ro
theller@aco.no,BUCHHOLM CAFE AS,NO,KRAGERØ,,Drift av restauranter,companies
theo.becheanu@yahoo.com,ANA MARIA,Romania,"Com. Costinesti, Sat Costinesti",,PENSIUNE TURISTICA,horeca_ro
theodoremirchev@gmail.com,SIMEX,Bulgaria,София,,obzavezhdane-za-hoteli,bg_business_catalog
theodorescu.florin@yahoo.com,THE CORNER,Romania,Mun. Constanta,,,horeca_ro
theodorroald@gmail.com,AUNE CO.,Norway,TRONDHEIM,+4794889586,Catering for arrangementer,norway_emails
theogheorghiu@gmail.com,QUEEN'S VIEW STUDIO,Romania,"Oras Navodari, Loc. Mamaia-Sat",,CAMERE DE INCHIRIAT,horeca_ro
theos.doros65@yahoo.com,SOFIA TEODORA,Romania,"Com. Niculitel, Sat Niculitel",,PENSIUNE AGROTURISTICA,horeca_ro
theoven@gmail.com,THE OVEN SRL,Romania,Maramures > MUNICIPIUL BAIA MARE,0740970369,,lucian_horeca
theo.vulcan1999@gmail.com,CENTRAL STUDIOS,Romania,Mun. Sibiu,,CAMERE DE INCHIRIAT,horeca_ro
therese@aleocare.se,Aleo Care AB,Romania,,,HORECA,horeca_ro
therese.astvald@axoconsulting.se,AxO Consulting AB,Romania,,+46080067891011,HORECA,horeca_ro
therese.derendinger@park18.ch,Restaurant Park18,,,+41319782188,,companies
therese.fyhr@jeffersonwells.se,Experis AB,Romania,,+46080067891011,HORECA,horeca_ro
therese.hatta@thon.no,Thon Gruppen,Romania,,+4778494000,HORECA,horeca_ro
therese_jossund@hotmail.com,JØSSUND UTLEIE,Norway,VÅGSTRANDA,93630674,Drift av vandrerhjem og ferieleiligheter,norway_emails
therese.langbakk@strawberry.no,GRAND ROYAL HOTEL AS,NO,NARVIK,76 97 70 00,Drift av hoteller,companies
therese@lunsjbrakka.no,LUNSJBRAKKA DA,Norway,LILLESTRØM,909 96 832,Catering for arrangementer,norway_emails
therivernest2024@gmail.com,THE RIVER NEST,Romania,"Com. Cristian, Sat Cristian",,CAMERE DE INCHIRIAT,horeca_ro
thermotech@abv.bg,Термотех Трейд ЕООД,Bulgaria,София,02/ 944 65 3,oborudvane-za-restoranti,bg_business_catalog
thevaconfort@gmail.com,THEVA 1,Romania,Mun. Slobozia,,HOSTEL,horeca_ro
theviewmarisel@gmail.com,THE VIEW MARISEL,Romania,"Com. Marisel, Sat Marisel",,CAMERE DE INCHIRIAT,horeca_ro
theviewpoint24@gmail.com,THE VIEWPOINT,Romania,"Com. Moieciu, Sat Magura",,CAMERE DE INCHIRIAT,horeca_ro
thewolfresidence@gmail.com,THE WOLF RESIDENCE,Romania,Mun. Brasov,,CAMERE DE INCHIRIAT,horeca_ro
thibaharan@hotmail.com,MATHUS HOLDING AS,Norway,OSLO,922 21 878,Drift av restauranter,norway_emails
thine.sivertsen@gmail.com,NEATUN AS,Norway,TYDAL,950 72 932,Drift av hoteller,norway_emails
thmaing@hotmail.com,DERING DA,Norway,VARANGERBOTN,451 81 963,Catering for arrangementer,norway_emails
thm@profilemanagement.no,PIZZA NESODDEN AS,NO,NESODDTANGEN,,Drift av restauranter,companies
thomasandrei@yahoo.com,CASA NICOLY,Romania,Oras Zarnesti,,CAMERE DE INCHIRIAT,horeca_ro
thomas.bramley@nhs.net,Barnsley Hospital NHS Foundation Trust,Romania,,441226432865,,horeca_ro
thomasc2002@hotmail.no,BLUE SKY LOFOTEN CHRISTOFFERSEN,Norway,KABELVÅG,76 07 86 58,Drift av restauranter,norway_emails
thomas@grande-hytteutleige.no,GRANDE HYTTEUTLEIGE OG CAMPING Thomas Grande,Norway,GEIRANGER,70 26 30 68,Drift av campingplasser,norway_emails
thomas@konferansehoteller.no,KONFERANSEHOTELLER.NO AS,NO,OSLO,22 11 55 31,Annen forretningsmessig tjenesteyting ikke nevnt annet sted,companies
thomas@skagstind.no,TELEGRAFEN BARDRIFT AS,Norway,OSLO,924 08 610,Drift av restauranter,norway_emails
thomas@solicitu.no,HOLMESTRAND FJORDHOTELL DRIFT AS,NO,HOLMESTRAND,474 63 763,Andre helsetjenester ellers,companies
thomas@vu-oslo.no,SOULSHAKER - LAST MAN STANDING AS,Norway,PORSGRUNN,35 51 52 22,Drift av restauranter,norway_emails
thomsen_truls@hotmail.com,THOMSEN BAR CONSULT,NO,STAVANGER,46447739,Bedriftsrådgivning og annen administrativ rådgivning,companies
thomsonautoservice@yahoo.com,COCOMAR RESIDENCE,Romania,Mun. Constanta,,CAMERE DE INCHIRIAT,horeca_ro
thor@istorm.no,TAT SERVERING & CATERING AS,NO,HOVDEN I SETESDAL,907 62 901,Detaljhandel med drivstoff til motorvogner,companies
thor@nhg.no,SON SPA AS,Norway,SON,64 98 48 00,Drift av hoteller,norway_emails
thor@th-holding.no,OSLO HOTELL- OG RESTAURANTFORENING'S PENSJONISTFORENING,NO,LYSAKER,67 10 20 10,Aktiviteter i andre medlemsorganisasjoner ellers,companies
thor@thors.no,KVIKSTAD AS,Norway,LENA,908 36 375,Catering for arrangementer,norway_emails
thousesibiu@gmail.com,T HOUSE,Romania,Mun. Sibiu,,APARTAMENTE DE INCHIRIAT,horeca_ro
thrane@ktas.no,KLAUS CHRISTIAN THRANE,Norway,AUSTVATN,62 97 65 00,Drift av barer,norway_emails
thuestad@ferisenter.com,HOTELINVEST AS,NO,MANDAL,38 12 21 99,Utleie av egen eller leid fast eiendom,companies
thumaidk25@gmail.com,Mai Kitchen,Denmark,,+4528838996,Restauranter,denmark_emails
thunder.corp@yahoo.com,CASA DRAGON,Romania,Oras Sulina,,CAMERE DE INCHIRIAT,horeca_ro
thunguyen88.sg@gmail.com,NGUYEN FOOD & CATERING,NO,MOLDE,92140240,Catering for arrangementer,companies
thuyvandoan_77@yahoo.no,RICE & CHOPSTICKS TAKE AWAY AS,Norway,HALDEN,456 05 191,Catering for arrangementer,norway_emails
thwo@t-wold.no,TRETOPPHYTTER PÅ GRENSEN THORBJØRN WOLD,Norway,HALDEN,69 17 59 99,Annen overnattingsvirksomhet,norway_emails
tia_0305@yahoo.com,EDEN,Romania,Oras Baile Olanesti,,PENSIUNE TURISTICA,horeca_ro
tiam.silvermountain@gmail.com,TIAM D17 POIANA BRASOV,Romania,"Mun. Brasov, Loc. Poiana Brasov",,APARTAMENTE DE INCHIRIAT,horeca_ro
tiarramountainlodge@gmail.com,TIARRA MOUNTAIN LODGE,Romania,"Com. Belis, Sat Dealu Botii",,PENSIUNE AGROTURISTICA,horeca_ro
tibcar.electroconstruct@gmail.com,OAZA AMURG,Romania,"Com. Cacica, Sat Solonetu Nou",,CAMERE DE INCHIRIAT,horeca_ro
tibericapuscas@gmail.com,ROXMAR I,Romania,"Com. Rau de Mori, Sat Rau de Mori",,,horeca_ro
tiberiu.andries@outlook.co,JXN ROOMS,Romania,"Mun. Mangalia, Loc. Saturn",,CAMERE DE INCHIRIAT,horeca_ro
tiberiu.andries@outlook.com,JXN ROOMS,Romania,"","",,lucian_horeca
tiberiu_ba@hotmail.com,HOLIDAY HOME GC30,Romania,"Com. Cristian, Sat Cristian",,APARTAMENTE DE INCHIRIAT,horeca_ro
tiberiubarbulescu74@gmail,BENEFACTOR ONLINE SRL,Romania,,40738713988,,horeca_ro
tiberiu.gioanca@gmail.com,MEDALESS,Romania,"Com. Baia de Fier, Sat Cernadia",,PENSIUNE TURISTICA,horeca_ro
tiberiu.gurau@gmail.com,EER BEACH STUDIOS MAMAIA,Romania,Oras Navodari,,CAMERE DE INCHIRIAT,horeca_ro
tiberiunicolae@gmail.com,CASA ERIC,Romania,Mun. Curtea de Arges,,CAMERE DE INCHIRIAT,horeca_ro
tiberiu.tudor93@gmail.com,CASA TUDOR,Romania,"Com. Pietroasa, Sat Pietroasa",,CAMERE DE INCHIRIAT,horeca_ro
tiberiu.ungureanu69@gmail.com,ROZELOR SI MOLDOVITA,Romania,Oras Gura Humorului,,APARTAMENTE DE INCHIRIAT,horeca_ro
tibianus@yahoo.com,BIANCA,Romania,"Com. Bran, Sat Bran",,,horeca_ro
tibi.barbutu@gmail.com,STRUKTMAN BUILD S.R.L.,Romania,,40765870892,,horeca_ro
tibi@surmont.ro,BOARDER'S COTTAGE,Romania,Oras Sinaia,,CAMERE DE INCHIRIAT,horeca_ro
tibitransimpex@gmail.com,SC TIBI TRANS IMPEX S.R.L,Romania,"",+40742253020,,lucian_horeca
tibiunc@yahoo.com,UNICAT,Romania,"Com. Brebu Nou, Sat Brebu Nou",,PENSIUNE TURISTICA,horeca_ro
tibivaso@yahoo.com,TITI HOUSE,Romania,Oras Borsa,,CAMERE DE INCHIRIAT,horeca_ro
tibizigarov@yahoo.com,PORUMBACU 295,Romania,"Com. Porumbacu de Jos, Sat Porumbacu de Sus",,CASUTE TIP CAMPING,horeca_ro
tibo6111@gmail.com,BRIZE GUEST HOUSE,Romania,Com. Tuzla,,CAMERE DE INCHIRIAT,horeca_ro
tiborleventes@yahoo.com,FIREST HOUSE,Romania,"Com. Zabala, Sat Zabala",,CAMERE DE INCHIRIAT,horeca_ro
tibreioan@gmail.com,PARIS,Romania,Mun. Cluj-Napoca,,CAMERE DE INCHIRIAT,horeca_ro
tica.andreipetrut@yahoo.com,EDEN,Romania,"Com. Bughea de Jos, Sat Bughea de Jos",,PENSIUNE TURISTICA,horeca_ro
tiebe22@hotmail.com,GOLDEN LOUNGE AS,Norway,OSLO,,Drift av barer,norway_emails
tien@kong-fu.no,KONG FU AS,Norway,KONGSBERG,932 52 559,Drift av restauranter,norway_emails
tifancsaba@yahoo.com,AVARSAG,Romania,"Com. Varsag, Sat Varsag",,PENSIUNE AGROTURISTICA,horeca_ro
tiganete.iliuta@yahoo.com,NOOR,Romania,Mun. Vatra-Dornei,,PENSIUNE TURISTICA,horeca_ro
tigdiana.m@gmail.com,CASA TIG 2,Romania,"Com. Buntesti, Sat Poienii de Sus",,,horeca_ro
tignasiak@nqpm.pl,Flick Bartomiej Ignasiak,Romania,"",+48080067891011,,lucian_horeca
tiina.salo@elomatic.com,Elomatic Oy,Romania,"",+358503053953,,lucian_horeca
tikitaka.restaurant@outlook.com,Tiki Taka Bar Restaurant,,,+41212117454,,companies
tikosizoltan@gmail.com,TIKOSI,Romania,"Com. Zetea, Sat Sicasau",,APARTAMENTE DE INCHIRIAT,horeca_ro
tileldo@gmail.com,WEI & HONG AS,Norway,HAUGESUND,485 14 426,Drift av restauranter,norway_emails
ti-len@online.no,GOD OG METT ELLEN-CHRISTINE LENDENGEN,Norway,TAU,470 27 477,Catering for arrangementer,norway_emails
timalexco@yahoo.com,GURA REPEZII BORSA,Romania,Oras Borsa,,PENSIUNE TURISTICA,horeca_ro
timar.alina@gmail.com,GARDEN,Romania,"Mun. Mangalia, Loc. Saturn",,APARTAMENTE DE INCHIRIAT,horeca_ro
timea.tomajitaru@gmail.com,CASA ANITTA,Romania,Oras Busteni,,CAMERE DE INCHIRIAT,horeca_ro
timeea.briglezan@gmail.com,ZAHA CURTEA VECHE S.R.L.,Romania,"Salaj > ORAS JIBOU > JIBOU, ORS. JIBOU",+40745350365,RESTAURANTE,horeca_ro
timelord181@gmail.com,GMG,Romania,Mun. Targoviste,,APARTAMENTE DE INCHIRIAT,horeca_ro
timeout@abv.bg,Тайм Аут Дизайн,Bulgaria,София,02/ 951 67 85,obzavezhdane-za-hoteli,bg_business_catalog
timidul_anonim@yahoo.com,CASA BENNY,Romania,"Com. Costinesti, Sat Costinesti",,CAMERE DE INCHIRIAT,horeca_ro
