locality_slug,county_slug,locality_name,county_name,primar,url
beba-veche,timis,Beba Veche,Timis,Ioan Bohancanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/beba-veche/
becicherecu-mic,timis,Becicherecu Mic,Timis,Raimond-Ovidiu Rusu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/becicherecu-mic/
belint,timis,Belint,Timis,Laurenţiu-Ionel Tîrziu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/belint/
bethausen,timis,Bethausen,Timis,Ioan Lihoni,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/bethausen/
biled,timis,Biled,Timis,Cristian-Felician David,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/biled/
birda,timis,Birda,Timis,Gheorghe-Marius Stoian,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/birda/
bogda,timis,Bogda,Timis,Iasmin-Ciprian Iovănuţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/bogda/
boldur,timis,Boldur,Timis,Constantin-Cristian Stoi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/boldur/
brestovat,timis,Brestovat,Timis,Eugen Dobra,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/brestovat/
bucovat,timis,Bucovat,Timis,Gheorghe Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/bucovat/
buzias,timis,Buzias,Timis,Sorin Munteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/buzias/
carpinis,timis,Carpinis,Timis,Dumitru-Marcel Popa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/carpinis/
cenad,timis,Cenad,Timis,Andrei-Codruţ Tiţa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/cenad/
cenei,timis,Cenei,Timis,Sîrgean Tanasin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/cenei/
checea,timis,Checea,Timis,Ioan Breje,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/checea/
cheveresu-mare,timis,Cheveresu Mare,Timis,Marcel Muia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/cheveresu-mare/
ciacova,timis,Ciacova,Timis,Petru Filip,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/ciacova/
comlosu-mare,timis,Comlosu Mare,Timis,Ovidiu-Nicolae Stefănescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/comlosu-mare/
costeiu,timis,Costeiu,Timis,Petru Carebia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/costeiu/
criciova,timis,Criciova,Timis,Adrian-Ioan Muntean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/criciova/
curtea,timis,Curtea,Timis,Marinel-Ovidiu Crăciunescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/curtea/
darova,timis,Darova,Timis,Viorel-Aurel Cherciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/darova/
denta,timis,Denta,Timis,Adrian-Silviu Sălăjan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/denta/
deta,timis,Deta,Timis,Petru Roman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/deta/
dudestii-noi,timis,Dudestii Noi,Timis,Adrian-Leonida Capsali,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/dudestii-noi/
dudestii-vechi,timis,Dudestii Vechi,Timis,Bono Cucalan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/dudestii-vechi/
dumbrava,timis,Dumbrava,Timis,Cristian Olariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/dumbrava/
dumbravita,timis,Dumbravita,Timis,Horia-Grigore Bugarin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/dumbravita/
faget,timis,Faget,Timis,Claudiu-Ionel Avramescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/faget/
fardea,timis,Fardea,Timis,Maria-Rovena-Violeta Dobrean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/fardea/
fibis,timis,Fibis,Timis,Gheorghe-Dorel Carcea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/fibis/
foeni,timis,Foeni,Timis,Paul-Mădălin Morar,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/foeni/
gataia,timis,Gataia,Timis,Raul Cozarov,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/gataia/
gavojdia,timis,Gavojdia,Timis,Dănuţ-Toma Stoica,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/gavojdia/
ghilad,timis,Ghilad,Timis,Florin Tuhuţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/ghilad/
ghiroda,timis,Ghiroda,Timis,Ionuţ Stănuşoiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/ghiroda/
ghizela,timis,Ghizela,Timis,Ştefan-Ciprian Cenuşe,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/ghizela/
giarmata,timis,Giarmata,Timis,Claudiu Mihălceanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/giarmata/
giera,timis,Giera,Timis,Radu-Ionel Vicol,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/giera/
giroc,timis,Giroc,Timis,Alexandru-Cristian Amza,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/giroc/
giulvaz,timis,Giulvaz,Timis,Florentin-Gheorghe Cristeţi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/giulvaz/
gottlob,timis,Gottlob,Timis,Cristian Cerba,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/gottlob/
iecea-mare,timis,Iecea Mare,Timis,Liviu-Ştefan Tomulea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/iecea-mare/
jamu-mare,timis,Jamu Mare,Timis,Petre Gagea-Neaga,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/jamu-mare/
jebel,timis,Jebel,Timis,Cornel-Cristian Rusu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/jebel/
jimbolia,timis,Jimbolia,Timis,Darius-Adrian Postelnicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/jimbolia/
lenauheim,timis,Lenauheim,Timis,Claudia-Adriana Maxim,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/lenauheim/
liebling,timis,Liebling,Timis,Ioan-Gheorghe Munteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/liebling/
livezile,timis,Livezile,Timis,Daniel Lungu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/livezile/
lovrin,timis,Lovrin,Timis,Vasile Graur,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/lovrin/
lugoj,timis,Lugoj,Timis,Alexandru-Claudiu Buciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/lugoj/
manastiur,timis,Manastiur,Timis,Ionel Curuţi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/manastiur/
margina,timis,Margina,Timis,Cosmin-Simion Popescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/margina/
masloc,timis,Masloc,Timis,Ionel Lupu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/masloc/
moravita,timis,Moravita,Timis,Remus-Răzvan Brăzdău,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/moravita/
mosnita-noua,timis,Mosnita Noua,Timis,Florin-Octavian Bucur,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/mosnita-noua/
nadrag,timis,Nadrag,Timis,Liviu Muntean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/nadrag/
nitchidorf,timis,Nitchidorf,Timis,Dorel-Alin Trip,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/nitchidorf/
ohaba-lunga,timis,Ohaba Lunga,Timis,Gigi Murărescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/ohaba-lunga/
ortisoara,timis,Ortisoara,Timis,Lucian Ivănescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/ortisoara/
otelec,timis,Otelec,Timis,Simona-Silvia Fechete,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/otelec/
padureni,timis,Padureni,Timis,Cosmin Blidariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/padureni/
parta,timis,Parta,Timis,Daniel Drăgan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/parta/
peciu-nou,timis,Peciu Nou,Timis,Bogdan Lungu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/peciu-nou/
periam,timis,Periam,Timis,Cornel Dumitraş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/periam/
pesac,timis,Pesac,Timis,Cornel Toma,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/pesac/
pietroasa,timis,Pietroasa,Timis,Virgiliu-Victor Ciocea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/pietroasa/
pischia,timis,Pischia,Timis,Andrei-Raul Obreja,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/pischia/
racovita,timis,Racovita,Timis,Alexandru-Valentin Catrinoi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/racovita/
recas,timis,Recas,Timis,Aurel-Adrian Pavel,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/recas/
remetea-mare,timis,Remetea Mare,Timis,Cosmin Chira,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/remetea-mare/
sacalaz,timis,Sacalaz,Timis,Dumitru Boboi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/sacalaz/
sacosu-turcesc,timis,Sacosu Turcesc,Timis,Iulian-Petru Brocia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/sacosu-turcesc/
sag,timis,Sag,Timis,Flavius-Alin Roşu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/sag/
sanandrei,timis,Sanandrei,Timis,Andrei-Gabriel Dănilă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/sanandrei/
sandra,timis,Sandra,Timis,Natanael Savu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/sandra/
sanmihaiu-roman,timis,Sanmihaiu Roman,Timis,Viorel Marcuţi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/sanmihaiu-roman/
sannicolau-mare,timis,Sannicolau Mare,Timis,Dănuţ Groza,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/sannicolau-mare/
sanpetru-mare,timis,Sanpetru Mare,Timis,Bogdan-Marius Petrean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/sanpetru-mare/
saravale,timis,Saravale,Timis,Sava Stoian,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/saravale/
satchinez,timis,Satchinez,Timis,Florin-Olimpiu Cheaua,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/satchinez/
secas,timis,Secas,Timis,Simion Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/secas/
stiuca,timis,Stiuca,Timis,Vasile Bejera,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/stiuca/
teremia-mare,timis,Teremia Mare,Timis,Cornel-Vasile Gui,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/teremia-mare/
timisoara,timis,Timisoara,Timis,Dominic Samuel Fritz,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/timisoara/
tomesti,timis,Tomesti,Timis,Costel Medelean,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/tomesti/
tomnatic,timis,Tomnatic,Timis,Stoian Vasiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/tomnatic/
topolovatu-mare,timis,Topolovatu Mare,Timis,Ovidiu-Petru Doţa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/topolovatu-mare/
tormac,timis,Tormac,Timis,Dănuţ-Gruia Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/tormac/
traian-vuia,timis,Traian Vuia,Timis,Vasile-Bujor Petruescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/traian-vuia/
uivar,timis,Uivar,Timis,Bogdan-Gheorghe Săvulescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/uivar/
valcani,timis,Valcani,Timis,Dragoş-Ioan Buicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/valcani/
varias,timis,Varias,Timis,Nicolae Birău,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/varias/
victor-vlad-delamarina,timis,Victor Vlad Delamarina,Timis,Ioan-Cristian Cardaş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/victor-vlad-delamarina/
voiteg,timis,Voiteg,Timis,Niculae-Ioan Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_timis/primarie/voiteg/
babadag,tulcea,Babadag,Tulcea,Georgian Caraman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/babadag/
baia,tulcea,Baia,Tulcea,Liliana Marinescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/baia/
beidaud,tulcea,Beidaud,Tulcea,Mihai Culina,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/beidaud/
bestepe,tulcea,Bestepe,Tulcea,Dumitru Ţipirigan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/bestepe/
carcaliu,tulcea,Carcaliu,Tulcea,Grigore-Grişa Panait,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/carcaliu/
c,tulcea,C,Tulcea,,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/c/
casimcea,tulcea,Casimcea,Tulcea,Gheorghe Ţilincă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/casimcea/
ceamurlia-de-jos,tulcea,Ceamurlia De Jos,Tulcea,Dumitru Stan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/ceamurlia-de-jos/
ceatalchioi,tulcea,Ceatalchioi,Tulcea,Tudor Cernega,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/ceatalchioi/
cerna,tulcea,Cerna,Tulcea,Petre Şopu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/cerna/
chilia-veche,tulcea,Chilia Veche,Tulcea,Timur-Alexandru Ciauş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/chilia-veche/
ciucurova,tulcea,Ciucurova,Tulcea,Marin Şerban,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/ciucurova/
crisan,tulcea,Crisan,Tulcea,Silviu Florin Rahău,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/crisan/
daeni,tulcea,Daeni,Tulcea,Marian-Mihăiţă Gherghişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/daeni/
dorobantu,tulcea,Dorobantu,Tulcea,Valentin Munteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/dorobantu/
frecatei,tulcea,Frecatei,Tulcea,Marian Naiman,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/frecatei/
greci,tulcea,Greci,Tulcea,Nicolaie Mocanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/greci/
grindu,tulcea,Grindu,Tulcea,Neculai Neagu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/grindu/
hamcearca,tulcea,Hamcearca,Tulcea,Doru-Marius Caludi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/hamcearca/
horia,tulcea,Horia,Tulcea,Ancuţa Filipov,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/horia/
i,tulcea,I,Tulcea,,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/i/
isaccea,tulcea,Isaccea,Tulcea,Ştefan Neculai,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/isaccea/
izvoarele,tulcea,Izvoarele,Tulcea,George Ghiorghe,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/izvoarele/
jijila,tulcea,Jijila,Tulcea,Costică Deacu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/jijila/
jurilovca,tulcea,Jurilovca,Tulcea,Eugen Ion,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/jurilovca/
luncavita,tulcea,Luncavita,Tulcea,Aurel Iorga,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/luncavita/
macin,tulcea,Macin,Tulcea,Mihai Duţu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/macin/
mahmudia,tulcea,Mahmudia,Tulcea,Ion Şerpescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/mahmudia/
maliuc,tulcea,Maliuc,Tulcea,Carmen-Ludmiza Asofronie,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/maliuc/
mihai-bravu,tulcea,Mihai Bravu,Tulcea,Tănase Răducan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/mihai-bravu/
mihail-kogalniceanu,tulcea,Mihail Kogalniceanu,Tulcea,Nicolae Arnăutu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/mihail-kogalniceanu/
murighiol,tulcea,Murighiol,Tulcea,Alexandru Ignat,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/murighiol/
nalbant,tulcea,Nalbant,Tulcea,Dorinel Bucurlescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/nalbant/
niculitel,tulcea,Niculitel,Tulcea,Florin Sechila,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/niculitel/
nufaru,tulcea,Nufaru,Tulcea,Cătălin Radu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/nufaru/
ostrov,tulcea,Ostrov,Tulcea,Adrian Gherghişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/ostrov/
pardina,tulcea,Pardina,Tulcea,Dumitru Pocora,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/pardina/
peceneaga,tulcea,Peceneaga,Tulcea,Eugen Matei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/peceneaga/
sarichioi,tulcea,Sarichioi,Tulcea,Vitali-Cristian Finoghen,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/sarichioi/
sfantu-gheorghe,tulcea,Sfantu Gheorghe,Tulcea,Claudiu-Dragoş Cladiade,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/sfantu-gheorghe/
slava-cercheza,tulcea,Slava Cercheza,Tulcea,Valentin Sereev,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/slava-cercheza/
smardan,tulcea,Smardan,Tulcea,Vasile-Petrică Mărculescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/smardan/
somova,tulcea,Somova,Tulcea,Gheorghe Năstase,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/somova/
stejaru,tulcea,Stejaru,Tulcea,Enache Dumitru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/stejaru/
sulina,tulcea,Sulina,Tulcea,Maria Bălan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/sulina/
topolog,tulcea,Topolog,Tulcea,Gabriela Enache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/topolog/
tulcea,tulcea,Tulcea,Tulcea,Ștefan Ilie,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/tulcea/
turcoaia,tulcea,Turcoaia,Tulcea,Năstase Sandu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/turcoaia/
vacareni,tulcea,Vacareni,Tulcea,George-Laurenţiu Gherghişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/vacareni/
valea-nucarilor,tulcea,Valea Nucarilor,Tulcea,Cătălin Mocanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/valea-nucarilor/
valea-teilor,tulcea,Valea Teilor,Tulcea,Violeta Andrei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_tulcea/primarie/valea-teilor/
alunu,valcea,Alunu,Valcea,Emanuel Birăruţi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/alunu/
amarasti,valcea,Amarasti,Valcea,Adrian Catana,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/amarasti/
babeni,valcea,Babeni,Valcea,Ştefan Bîzîc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/babeni/
baile-govora,valcea,Baile Govora,Valcea,Mihai Mateescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/baile-govora/
baile-olanesti,valcea,Baile Olanesti,Valcea,Vasile-Sorin Vasilache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/baile-olanesti/
balcesti,valcea,Balcesti,Valcea,Constantin Aleca,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/balcesti/
barbatesti,valcea,Barbatesti,Valcea,Bogdan-Ilie Păunei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/barbatesti/
berbesti,valcea,Berbesti,Valcea,Petre Glomnicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/berbesti/
berislavesti,valcea,Berislavesti,Valcea,Florin-Georgică Popa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/berislavesti/
boisoara,valcea,Boisoara,Valcea,Ioan-Cristian Mohanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/boisoara/
brezoi,valcea,Brezoi,Valcea,Robert Adrian Schell,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/brezoi/
budesti,valcea,Budesti,Valcea,Ion Vlădulescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/budesti/
bujoreni,valcea,Bujoreni,Valcea,Gheorghe Gîngu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/bujoreni/
bunesti,valcea,Bunesti,Valcea,Dumitru Copăceanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/bunesti/
caineni,valcea,Caineni,Valcea,Ion Nicolae,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/caineni/
calimanesti,valcea,Calimanesti,Valcea,Florinel Constantinescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/calimanesti/
cernisoara,valcea,Cernisoara,Valcea,Dumitru Ciorîcă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/cernisoara/
copaceni,valcea,Copaceni,Valcea,Alexandru-Ovidiu Barbu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/copaceni/
costesti,valcea,Costesti,Valcea,Vasile Borăscu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/costesti/
creteni,valcea,Creteni,Valcea,Constantin Catrina,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/creteni/
daesti,valcea,Daesti,Valcea,Gheorghe-Valerian Popolan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/daesti/
danicei,valcea,Danicei,Valcea,Dumitru Pirneci,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/danicei/
diculesti,valcea,Diculesti,Valcea,Armand-Costinel Cupăreanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/diculesti/
dragasani,valcea,Dragasani,Valcea,Costinel Stoica,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/dragasani/
dragoesti,valcea,Dragoesti,Valcea,Gheorghe-Dorinel Boncan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/dragoesti/
fartatesti,valcea,Fartatesti,Valcea,Nicolae Voicescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/fartatesti/
fauresti,valcea,Fauresti,Valcea,Marian Irimia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/fauresti/
francesti,valcea,Francesti,Valcea,Daniel-Florin Paraschiv,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/francesti/
galicea,valcea,Galicea,Valcea,Florin-Alexandru Mărăcine,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/galicea/
ghioroiu,valcea,Ghioroiu,Valcea,Vicenţiu-Constantin Oprişan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/ghioroiu/
glavile,valcea,Glavile,Valcea,Iustin Duicu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/glavile/
golesti,valcea,Golesti,Valcea,Constantin-Adrian Mitrache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/golesti/
gradistea,valcea,Gradistea,Valcea,Ilie Boiangiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/gradistea/
gusoeni,valcea,Gusoeni,Valcea,Nicolae Concioiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/gusoeni/
horezu,valcea,Horezu,Valcea,Nicolae Sărdărescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/horezu/
ionesti,valcea,Ionesti,Valcea,Constantin Neagoie,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/ionesti/
lacusteni,valcea,Lacusteni,Valcea,Camelia-Denisa Merişescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/lacusteni/
ladesti,valcea,Ladesti,Valcea,Nicolae Iordache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/ladesti/
lalosu,valcea,Lalosu,Valcea,Adrian Ruja,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/lalosu/
lapusata,valcea,Lapusata,Valcea,Silviu-Gheorghe Iliescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_valcea/primarie/lapusata/
