winner_name,cui,wins,total_value_ron,distinct_buyers
AMA FRUCT CP---GRANBIS---MIRMAN COMPANY  SRL---STEDYAN COM,,1,30703.87,1
PALAS COM---VICONSIT S.R.L.,,1,6083.59,1
AMA FRUCT CP---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---STAR PRES---STEDYAN COM,,1,128132.64,1
AMA FRUCT CP---GRANBIS---MIRMAN COMPANY  SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---STEDYAN COM S.R.L.---TRANSLIMA,,1,26772.33,1
AMA FRUCT CP---GRANBIS---MIRMAN COMPANY  SRL---NED COM---S. C. MCA COMERCIAL S.R.L---SENTROMCRIS---STEDYAN COM S.R.L.,,1,17380.07,1
Pam Aly 2007 S.R.L.---Stedyan Com S.R.L.,,1,37385.0,1
AMA FRUCT CP---GRANBIS---METRANS,,1,19679.68,1
Pambac S.A.,,1,69461.95,1
Pan Alex---S.C. Florian S.R.L.---Silva Pan S.R.L.,,1,21025.86,1
AMA FRUCT CP---GEOCOR TRADE IMP-EXP---STEDYAN COM S.R.L.,,1,938.74,1
AMA FRUCT CP---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.,,1,29853.46,1
PANAMAROM S.R.L.---S.C. MOPAN SUCEAVA S.A.,,1,19402.59,1
AMA FRUCT CP---FRAHER DISTRIBUTION---MIRMAN COMPANY  SRL---NED COM---S. C. MCA COMERCIAL S.R.L---STEDYAN COM S.R.L.,,1,19376.21,1
AMA FRUCT CP---FRAHER DISTRIBUTION---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---SENTROMCRIS---STEDYAN COM S.R.L.,,1,61305.7,1
Pan Grup Dunca S.R.L.---R & B Com S.R.L.---Roman,,1,510010.64,1
PAN GRUP DUNCA S.R.L.---S.C. RAMA CLAU S.R.L.---S.C. apex expert S.R.L.,,1,9401.96,1
Pan Grup Dunca S.R.L.---S.C. Rosario Pan S.R.L.,,1,184514.07,1
AMA FRUCT CP---FRAHER DISTRIBUTION---GRANBIS---MIRMAN COMPANY  SRL---NED COM---S. C. MCA COMERCIAL S.R.L,,1,39158.79,1
You Forever S.R.L.,,1,1421.36,1
PANIFROM PROD S.R.L.---S.C. MOPAN SUCEAVA S.A.---SPICUL 2,,1,121.91,1
PANIFROM PROD S.R.L.---STEDYAN COM,,1,2089.81,1
PANIFROM PROD S.R.L.---UDI - PANIF 2001,,1,163135.48,1
ADCON---APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---EURICOM TRADE SRL---STEDYAN COM S.R.L.,,1,32588.03,1
ACVILA---ADCON---OLYMEL FLAMINGO FOOD S.R.L.,,1,360.87,1
ADCON---APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.,,1,4323.4,1
ADCON---APICRIS NATURA---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---METRANS---NORDIC IMPEX S.R.L.---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,,1,6113.72,1
PAN-PARTENER SPEDITION ARG---PRODPAN LACHITA,,1,223.71,1
Pan – partener Spedition ARG S.R.L.---S.C. Agrosemcu S.R.L.---Vel Pitar S.A.,,1,2536384.27,1
ADCON---APICRIS NATURA---APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---IUSTART---PROVIGO TRADE S.R.L.,,1,2902.96,1
AMA FRUCT CP---FALCONS---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SORION BĂLENI,,1,7504.71,1
AMA FRUCT CP---FALCONS,,1,11746.81,1
AMA FRUCT CP---FAGUL IMPEX---SC PAN ABACS SRL,,1,80438.8,1
PARHAN COM S.R.L.---PRADYUMNA---STEDYAN COM,,1,1835.78,1
AMA FRUCT CP---EXIMAL IMPEX---STEDYAN COM S.R.L.,,1,97.53,1
AMA FRUCT CP---EXIMAL IMPEX---PARHAN COM S.R.L.,,1,4426.8,1
AMA FRUCT CP---EUROGRUP BOGDAN---LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,1,3619.74,1
PARHAN COM S.R.L.---PRODLACTA SRL---STEDYAN COM S.R.L.,,1,8732.07,1
PARHAN COM S.R.L.---PRODLACTA SRL---UNIMAR COM,,1,9540.41,1
PARHAN COM S.R.L.---ROMCONSTANT  IMPEX  GHEORGHE STEFANICA---STEDYAN COM,,1,7634.9,1
AMA FRUCT CP---DRAGON.RC---LECONFEX S.R.L.,,1,1835.36,1
AMA FRUCT CP---DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,1550.13,1
PARHAN COM S.R.L.---RUMY CONCEPT,,1,117278.61,1
ADCON---ANDROMI COM---LECONFEX,,1,1799.45,1
PARHAN COM S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,1056.1,1
PARHAN COM S.R.L.---Scandia Food---UNICARM,,1,82128.44,1
ADCON---AMIA INVEST---Inter David S.R.L.,,1,6789.88,1
PARHAN COM S.R.L.---S.C NISARA IMPEX S.R.L,,1,34320.9,1
PARHAN COM S.R.L. S.C. STEDYAN S.R.L.,,1,78309.21,1
PARHAN COM S.R.L.---SELGROS CASH&CARRY SRL,,1,5395.8,1
PARHAN COM S.R.L.---SIGISMUND COM,,1,5120.39,1
AMA FRUCT CP---DOIMAN COM S.R.L.---MATRA S.R.L.,,1,13975.98,1
ADCON---AMARIEI G. PETRU---S.C. GUZEL YURT S.R.L.,,1,159.88,1
PARHAN COM S.R.L.---SIGISMUND COM---SUPER EXTRA PAN S.R.L.,,1,20550.82,1
PARHAN COM S.R.L.---SIGISMUND COM---UNICARM,,1,46235.27,1
AMA FRUCT CP---DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,,1,23066.14,1
AMA FRUCT CP---DOIMAN COM S.R.L.---IUSTART---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,4083.05,1
PARHAN COM S.R.L.---STEDYAN COM S.R.L.---Safeway International Impex SRL,,1,593.72,1
PARHAN COM S.R.L.---STEDYAN COM---VIVOPREST DISTRIBUTION S.R.L.,,1,133352.26,1
PARHAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,,1,22601.05,1
AMA FRUCT CP---CUW IMPEX---OLYMEL FLAMINGO FOOD S.R.L.,,1,4213.35,1
ADCON---AMARIEI G. PETRU---PARHAN COM S.R.L.,,1,1213.1,1
ADCON---AMARIEI G. PETRU---DOIMAN COM S.R.L.,,1,269.32,1
AMA FRUCT CP---CO&SI,,1,2.74,1
ADCON---AMARIEI G. PETRU,,1,475.67,1
PASSAGE FOOD---RAMA CLAU---STEDYAN COM,,1,2560.2,1
PASSAGE FOOD---S.C NISARA IMPEX S.R.L---SC PLUSTER PROTECT SRL,,1,8290.16,1
AMA FRUCT CP---COREX S.R.L.---ZIM Prestserv,,1,18652.85,1
AMA FRUCT CP---COMPANY 94 PIRNAU SRL---STEDYAN COM,,1,28162.15,1
AMA FRUCT CP---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.,,1,45860.12,1
AMA FRUCT CP---COMPANY 94 PIRNAU SRL---FALCONS---OLYMEL FLAMINGO FOOD S.R.L.,,1,3844.27,1
PEDRA MEAT EXPRES SRL,,1,101426.4,1
AMA FRUCT CP---COMPANY 94 PIRNAU SRL---FALCONS---LEGUME FRUCTE COM S.R.L.---SORION BĂLENI,,1,12483.52,1
Persoană Fizică Autorizată — Amariei G. Petru,,1,223604.76,1
AMA FRUCT CP---COMPANY 94 PIRNAU SRL,,1,47670.9,1
AMA Fruct CP---Comiga Prod Impex S.R.L.---Retacom,,1,18000.06,1
AMA Fruct CP---Comiga Prod Impex S.R.L.---Legume Fructe Com S.R.L.---Retacom,,1,19524.23,1
AMA FRUCT CP---COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---PROVIGO TRADE S.R.L.,,1,24429.12,1
Superfood Company,,1,16019.51,1
PIETROSU TOCACIU PRODCOM S.R.L.,,1,11581.83,1
ADCON---AMA FRUCT CP---LECONFEX,,1,16775.37,1
PIINEA DE CASA---SC Panzootras SRL---VALYBIA COM,,1,158488.27,1
AMA FRUCT CP---CARMANGERIA-DALIA S.R.L.---ROALMISA INV,,1,261832.77,1
PIRAMID INTERNATIONAL SRL,,1,727185.17,1
AMA FRUCT CP---CARLAND S.R.L.---STEDYAN COM,,1,7937.51,1
POIANA EMIFOREST S.R.L.,,1,20268.21,1
AMA FRUCT CP---CARLAND S.R.L.---METRANS---PROVIGO TRADE S.R.L.,,1,183460.75,1
AMA FRUCT CP---CARLAND S.R.L.,,1,45137.46,1
AMA FRUCT CP---C-AGLA-C COM SRL---NICULITA E.VLADIMIR- INTREPRINDERE INDIVIDUALA,,1,12874.12,1
PRADYUMNA---PRESTIGIOSA PRODCOM S.R.L.,,1,57145.17,1
AMA FRUCT CP---C-AGLA-C COM SRL,,1,12827.46,1
AMA FRUCT CP---B.P. ANKROB IMPEX---LEGUME FRUCTE COM S.R.L.,,1,13837.24,1
AMA FRUCT CP---B.P. ANKROB IMPEX---ILM-COM S.R.L.---STEDYAN COM S.R.L.---ZIM Prestserv,,1,54958.85,1
PRESTIGIOSA PRODCOM S.R.L.---S.C. CRIS-TIM FAMILY HOLDING S.R.L.,,1,45586.36,1
PRESTIGIOSA PRODCOM S.R.L.---SC LUANIS SRL,,1,39012.5,1
SUPERSTAR COM S.R.L.,,1,8266.95,1
AMA FRUCT CP---B.P. ANKROB IMPEX---HARMOPAN---Harghita Retail---STEDYAN COM S.R.L.,,1,4846.08,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Harghita Retail---SC RADIPCOM SRL---STEDYAN COM S.R.L.,,1,26699.18,1
ADCON---Alexgold Distribution SRL---OLYMEL FLAMINGO FOOD S.R.L.,,1,585.19,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Harghita Retail---IUSTART---STEDYAN COM S.R.L.,,1,32039.01,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Baby Business SRL---Harghita Retail---SC RADIPCOM SRL,,1,17555.62,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Baby Business SRL---Harghita Retail---ILM-COM S.R.L.,,1,1560.5,1
AMA FRUCT CP---BOBIX STAR S.R.L.---SC IRINEL SRL,,1,14157.52,1
Prod Activ Impex Slobozia Moară Cooperativă Agricolă---Stedyan Com S.R.L.,,1,95245.82,1
PRODFOREST COMPLEX---VEST GLOBAL SPRINT S.R.L.,,1,131667.17,1
AMA FRUCT CP---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,,1,5430.67,1
AMA FRUCT CP---BOBIX STAR S.R.L.---FALCONS---OLYMEL FLAMINGO FOOD S.R.L.,,1,22106.76,1
AMA FRUCT CP---BOBIX STAR S.R.L.---COREX S.R.L.,,1,151566.4,1
PRODLACTA SRL---ROMICS---SIGISMUND COM---STEDYAN COM,,1,11569.64,1
PRODLACTA SRL---SELGROS CASH&CARRY SRL,,1,4684.36,1
Prodlacta S.R.L.---Sigismund Com,,1,29370.7,1
AMA FRUCT CP---BOBIX STAR S.R.L.---COMPANY 94 PIRNAU SRL---FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,,1,23668.66,1
PRODLACTA SRL---STEDYAN COM S.R.L.---UNIMAR COM,,1,10796.51,1
Prodlacta S.R.L.---Unimar Com S.R.L.,,1,6739.05,1
AMA Fruct CP---BMK Global Import Export---Granbis---S.C. ANM Holders S.R.L.---Stedyan Com S.R.L.,,1,19868.71,1
AMA Fruct CP---BMK Global Import Export---Granbis---Olymel Flamingo Food S.R.L.---S.C. ANM Holders S.R.L.---Stedyan Com S.R.L.,,1,15271.87,1
ADCON---Alexgold Distribution SRL---NED COM,,1,218.47,1
AMA FRUCT CP---BLACK SEA EUROINVESTMENT---OLYMEL FLAMINGO FOOD S.R.L.,,1,9948.19,1
PRODPROSPER,,1,2833.33,1
AMA FRUCT CP---BLACK SEA EUROINVESTMENT---GRANBIS---S. C. MCA COMERCIAL S.R.L---STAR PRES---STEDYAN COM,,1,20188.97,1
AMA FRUCT CP---BLACK SEA EUROINVESTMENT---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---STEDYAN COM,,1,18232.51,1
AMA FRUCT CP---BLACK SEA EUROINVESTMENT---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---STAR PRES---STEDYAN COM,,1,61566.6,1
AMA Fruct CP---Best Price Magazin---Granbis---NED Com---Stedyan Com S.R.L.,,1,42125.12,1
AMA FRUCT CP---Baby Business SRL---STEDYAN COM S.R.L.,,1,6101.8,1
AMA FRUCT CP---Baby Business SRL---HARMOPAN,,1,5015.54,1
AMA FRUCT CP---Baby Business SRL---Harghita Retail---STEDYAN COM S.R.L.,,1,37293.51,1
AMA FRUCT CP---APRO-COM-IMPEX S.R.L.---COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---PROVIGO TRADE S.R.L.,,1,127002.13,1
ADCON---Alexgold Distribution SRL---LEGUME FRUCTE COM S.R.L.,,1,725.63,1
AMA Fruct CP---Apro-Com-Impex S.R.L.---Comiga Prod Impex S.R.L.---Legume Fructe Com S.R.L.,,1,241724.82,1
AMA FRUCT CP---AMIA INVEST---GEOCOR TRADE IMP-EXP,,1,8594.94,1
AMA FRUCT CP---Alexgold Distribution SRL,,1,137086.01,1
ADCON---AGROSEMCU---GEOCOR TRADE IMP-EXP,,1,9033.54,1
PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL---VIC PROD S.R.L.,,1,5626.62,1
TEHNOMEX,,1,17458.09,1
PROVIGO TRADE S.R.L.---S.C. AMA FRUCT CP S.R.L.,,1,2840.39,1
PROVIGO TRADE S.R.L.---S.C. AMA FRUCT CP S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,4131.67,1
PROVIGO TRADE S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,5851.87,1
ACVILA---S&S Distribution 2014---S.C. ROMICS S.R.L.,,1,25717.03,1
PROVIGO TRADE S.R.L.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,,1,47980.49,1
PROVIGO TRADE S.R.L.---S.C NISARA IMPEX S.R.L---SC PLUSTER PROTECT SRL,,1,6005.28,1
PROVIGO TRADE S.R.L.---S.C NISARA IMPEX S.R.L---VANBET SRL,,1,3251.04,1
PROVIGO TRADE S.R.L.---STEDYAN COM S.R.L.,,1,8805.34,1
ALPINA BLAZNA SRL,,1,17372.75,1
Alpiline S.R.L.---Logistic Media Pop Art S.R.L.---S.C. Patisgal S.R.L.,,1,638763.2,1
Alpiline S.R.L.---Logistic Media Pop Art S.R.L.,,1,358489.55,1
ACVILA---ADCON---LECONFEX,,1,2613.84,1
ALLIANCE HEALTHCARE ROMÂNIA SRL---MEDIPLUS EXIM---NUTRIENT SOLUTIONS,,1,409.63,1
ALLIANCE HEALTHCARE ROMANIA---NUTRIENT SOLUTIONS,,1,3860.61,1
ALLIANCE HEALTHCARE ROMANIA---FELSIN FARM S.R.L.---MEDIPLUS EXIM,,1,35963.04,1
Tig S.R.L.,,1,130503.01,1
ALLIANCE HEALTHCARE ROMANIA---FARMEXIM S.A.---FELSIN FARM S.R.L.,,1,3927.0,1
ALLIANCE HEALTHCARE ROMANIA---EURO BRANDS TRADING---MEDIPLUS EXIM,,1,13166.72,1
RAMA CLAU---S.C NISARA IMPEX S.R.L---VIVOPREST DISTRIBUTION S.R.L.,,1,645083.23,1
RAPSODIA COM S.R.L.,,1,7069.19,1
ALLIANCE HEALTHCARE ROMANIA---EURO BRANDS TRADING,,1,9875.04,1
Rareș-Alex S.R.L.---Strungariu & CO RIGAMS LM SNC,,1,40699.87,1
ALFA-COM-GRUP S.R.L.---RAMA CLAU---S.C NISARA IMPEX S.R.L,,1,55080.0,1
RARVALSERV SRL---TERRA FOREST,,1,176186.12,1
ALFA-COM-GRUP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,1658.03,1
ALFA-COM-GRUP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.,,1,26464.0,1
ALFA-COM-GRUP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX---STEDYAN COM S.R.L.,,1,5.64,1
ALFA-COM-GRUP S.R.L.---NED COM---ROMLIV & L PRODIMPEX,,1,1.94,1
ALFA-COM-GRUP S.R.L.---NED COM---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX---STEDYAN COM S.R.L.,,1,3.08,1
REGIOTURISM,,1,191573.0,1
ALFA-COM-GRUP S.R.L.---METRANS---PENTAROM---RAMA CLAU---SC PLUSTER PROTECT SRL,,1,203817.19,1
ALFA-COM-GRUP S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,,1,843.27,1
ALFA-COM-GRUP S.R.L.---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,,1,48364.09,1
Retacom S.R.L---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,2931.56,1
Retacom S.R.L.---Simigerie Top 2030,,1,67527.92,1
Ritmic Com S.R.L.,,1,41072.75,1
ALFA-COM-GRUP S.R.L.---LEGUME FRUCTE COM S.R.L.,,1,5732.26,1
Alfa-Com-Grup S.R.L.---Geocor Trade Imp-Exp S.R.L.---Olymel Flamingo Food S.R.L.---Retacom S.R.L.---S.C. Nisara Impex S.R.L.---Simultan S.R.L.,,1,0.52,1
Alfa-Com-Grup S.R.L.---Geocor Trade Imp-Exp S.R.L.---Olymel Flamingo Food S.R.L.,,1,8007.92,1
ALFA-COM-GRUP S.R.L.---COREX S.R.L.---LEGUME FRUCTE COM S.R.L.,,1,25099.73,1
ROALMISA  INV---S.C. UNIMAR COM S.R.L.---SC UNIVERSAL SA,,1,42608.83,1
Acvateam S.R.L.,,1,57952.0,1
ACVILA---S.C. ROMICS S.R.L.---SC CANAMAR SRL---SIGISMUND COM,,1,18899.2,1
ALFA-COM-GRUP S.R.L.---COPANEX S.R.L.---COREX S.R.L.---EUROPEAN GROUP FOOD---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,48288.12,1
RODUTPAN S.R.L.,,1,8093.0,1
RO-Egera S.R.L.,,1,48071.29,1
ALFA-COM-GRUP S.R.L.---COMPRODCOOP---OLYMEL FLAMINGO FOOD S.R.L.,,1,21429.01,1
ALFA-COM-GRUP S.R.L.---COMPANY 94 PIRNAU SRL---MATRA S.R.L.,,1,3958.42,1
ALFA-COM-GRUP S.R.L.---COMIGA PROD IMPEX S.R.L.---COPANEX S.R.L.---COREX S.R.L.---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,21456.87,1
Alexgold Distribution SRL---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,,1,13420.3,1
Alexgold Distribution SRL---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,7826.88,1
Romconstant Impex Gheorghe Ștefănică S.N.C.,,1,1593.78,1
Alexgold Distribution S.R.L.---Legume Fructe Com S.R.L.,,1,25318.53,1
Alexgold Distribution SRL---LACTATE NATURA---OLYMEL FLAMINGO FOOD S.R.L.,,1,521014.32,1
Alexgold Distribution SRL---COREX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,5900.64,1
ROMFULDA PROD S.R.L.---ZEC IMPEX,,1,31473.25,1
Alexgold Distribution S.R.L.---Corex S.R.L.---Olymel Flamingo Food S.R.L.,,1,18569.95,1
Alexgold Distribution SRL---COMPANY 94 PIRNAU SRL---Scandia Food,,1,30953.3,1
ROMICS---SC CANAMAR SRL,,1,23790.17,1
ACVILA---S.C. ROMICS S.R.L.---SC CANAMAR SRL,,1,12976.46,1
Romics---SM Recosemtract,,1,551516.03,1
Alexgold Distribution S.R.L.---Company 94 Pîrnău S.R.L.---Olymel Flamingo Food S.R.L.,,1,19755.77,1
ACVILA---S.C. INTER CONECTER  S.R.L. S.R.L.,,1,3782.57,1
Alexgold Distribution SRL---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.,,1,536.42,1
Alexgold Distribution SRL---CARLAND S.R.L.---SELGROS CASH&CARRY SRL,,1,16547.36,1
ALEXFORCAM SRL,,1,148812.6,1
ABE 2001---VRANLACT DISTRIBUTION,,1,324616.48,1
Alexa Topaz S.R.L.,,1,275449.41,1
A&L EVENTS & SERVICES---GRANBIS,,1,151292.81,1
AGROSEMCU---Velrom,,1,882469.43,1
ACVILA---ROMICS---STEDYAN COM,,1,54942.6,1
ACVILA---ROMICS---SIGISMUND COM,,1,77781.16,1
AGROSEMCU---PRODPAN LACHITA---S.C. AZTEC COMIMPEX S.R.L.,,1,74773.95,1
AGROSEMCU---MINI PAN PROD,,1,86150.9,1
RULTRANS INDUSTRY 93 SRL---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,,1,27417.98,1
RULTRANS INDUSTRY 93 SRL---STEDYAN COM,,1,975.31,1
Rus Iliut Vasile Persoana Fizica Autorizata,,1,1916.33,1
AGROSEMCU---LIDO GIRBEA---VOIPAN SIL S.R.L.,,1,496482.9,1
AGROSEMCU---LIDO GIRBEA---TREI BRUTARI,,1,2550485.1,1
AGROSEMCU---LIDO GIRBEA---OLTINA IMPEX PROD COM---SIMULTAN S.R.L.---VOIPAN SIL S.R.L.,,1,2337144.04,1
AGROSEMCU---LIDO GIRBEA---OLTINA IMPEX PROD COM---S.C. SIMULTAN SRL---VOIPAN SIL S.R.L.,,1,2249803.19,1
SALTEMPO S.R.L.---STEDYAN COM S.R.L.,,1,4340.37,1
Agrosemcu---Lido Gîrbea---Oltina Impex Prod Com---Pol Fruct S.R.L.---Voipan Sil S.R.L.,,1,528151.99,1
AGROSEMCU---LIDO GIRBEA---OLTINA IMPEX PROD COM---POL FRUCT SRL---VOIPAN SIL S.R.L.,,1,1071191.02,1
AGROSEMCU---LIDO GIRBEA,,1,37399.32,1
AGROSEMCU---LEGUME FRUCTE COM S.R.L.,,1,7660.8,1
SANGEOSILV S.R.L.,,1,11581.83,1
Agrosemcu---Grewe---Olymel Flamingo Food S.R.L.,,1,8727.86,1
AGROSEMCU---GREWE,,1,119579.02,1
Agrosemcu---Falcons---Voipan Sil S.R.L.,,1,9908.17,1
S.C. ABE 2001 S.R.L.---STEDYAN COM S.R.L.,,1,7237.63,1
SC Aftico Fine Food SRL,,1,110166.56,1
S.C. AGRO PROD COM DOSA S.R.L. S.R.L.,,1,32451.49,1
Agrosemcu---Falcons---Mini Pan Prod---Velrom---Voipan Sil S.R.L.,,1,147028.35,1
AGROSEMCU---EUROPA STAR SERVICE---VEL PITAR,,1,45146.77,1
SC AIDA PREST COM,,1,138868.45,1
AGROSEMCU---DUNAPAN STAR---OVIPAN,,1,153752.35,1
Agrosemcu---Dobre&Fiii---Vel Pitar,,1,1875674.88,1
AGROSEMCU---Dobre&Fiii---OLTINA IMPEX PROD COM---Velrom,,1,2179526.77,1
ACVILA---REGIA NATIONALA A PADURILOR ROMSILVA RA---S.C. ROMICS S.R.L.---SIGISMUND COM,,1,13351.8,1
TRENDY,,1,305239.62,1
S.C. AMA FRUCT CP S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,7835.58,1
ACVILA---NUTRIENT SOLUTIONS,,1,2266.87,1
S.C. AMA FRUCT CP S.R.L.---S.C. CERTINVEST S.R.L.---STEDYAN COM S.R.L.,,1,1363.0,1
S.C. AMA FRUCT CP S.R.L.---S.C. C&M ARTIC IMPORT EXPORT SRL S.R.L.,,1,150996.03,1
S.C. AMA FRUCT CP S.R.L.---S.C. FRUCT IMPORT EXPORT S.R.L.,,1,73875.77,1
S.C. AMA FRUCT CP S.R.L.---S.C. Harghita Retail S.R.L.,,1,4866.87,1
S.C. AMA FRUCT CP S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.,,1,78044.6,1
S.C. AMA FRUCT CP S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.---STEDYAN COM S.R.L.,,1,19194.15,1
S.C. AMA FRUCT CP S.R.L.---SC VELMI PREST SRL,,1,136008.52,1
S.C. AMA FRUCT CP S.R.L.---SORION BĂLENI,,1,2925.94,1
Agrosemcu---Dobre&Fiii,,1,1142957.43,1
TRIX FRESH SRL,,1,19315.39,1
S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,,1,27638.55,1
S.C. AMA FRUCT CP S.R.L.---TARPI S.R.L.,,1,25.77,1
SC AMINA BAKERY SRL,,1,61540.21,1
TUC BAGIU,,1,40495.78,1
Agrosemcu---Diplomatic International---S.C. Patisgal S.R.L.,,1,257247.38,1
S.C. ANM Holders S.R.L.---Stedyan Com S.R.L.,,1,5706.06,1
S.C. ANM HOLDERS SRL---STEDYAN COM S.R.L.,,1,5706.06,1
AGROSEMCU---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,,1,8071.99,1
Agrosemcu---Carland S.R.L.---Company 94 Pîrnău S.R.L.---Falcons---Stedyan Com S.R.L.,,1,95092.96,1
AGROSEMCU---BOROMIR PROD---S.C. AZTEC COMIMPEX S.R.L.,,1,56898.4,1
Carniprod---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---STEDYAN COM---VASCAR S.A.,,1,47010.93,1
CARPATIS---COPANEX S.R.L.,,1,2262.28,1
Carpatis---Copanex S.R.L.---Five Continents S.R.L.,,1,81554.38,1
CARPATIS---COPANEX S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,3645.29,1
ACVILA---NOVAPLUS SRL---S.C. ROMICS S.R.L.,,1,3301.78,1
CARPATIS---COPANEX S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.,,1,2626.08,1
Carpatis---Copanex S.R.L.---Vascar S.A.,,1,48932.63,1
CARPATIS---COREX S.R.L.,,1,15859.7,1
CARPATIS---COREX S.R.L.---Cristim 2 Prodcom---DIACARN FOOD---SC BLACK SEA EUROINVESTMENT SRL,,1,15353.86,1
CARPATIS---COREX S.R.L.---Cristim 2 Prodcom---GEOCOR TRADE IMP-EXP S.R.L.,,1,14122.87,1
CARPATIS---COREX S.R.L.---CRIS-TIM COMPANIE DE FAMILIE,,1,14236.51,1
CARPATIS---COREX S.R.L.---DIACARN FOOD---SC BLACK SEA EUROINVESTMENT SRL,,1,10070.65,1
ACVILA---LECONFEX S.R.L.---STEDYAN COM S.R.L.,,1,556.34,1
CARPATIS---COREX S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---VANBET SRL,,1,8313.22,1
CARPATIS---CRISTIANA LINE S.R.L.---EUROPEAN GROUP FOOD,,1,6861.27,1
CARPATIS---Cristim 2 Prodcom---ELLMAR COM,,1,1127.7,1
CARPATIS---Cristim 2 Prodcom---SC BLACK SEA EUROINVESTMENT SRL,,1,1621.46,1
CARPATIS---Cristim 2 Prodcom---S.C NISARA IMPEX S.R.L,,1,1870.36,1
Carpatis---Cristim 2 Prodcom---Vascar S.A.,,1,115361.94,1
CARPATIS---CRIS-TIM COMPANIE DE FAMILIE,,1,10246.88,1
CARPATIS---CRIS-TIM COMPANIE DE FAMILIE---GEOCOR TRADE IMP-EXP,,1,9260.59,1
