company,cui,county,city,address,phone,email,website,category,subcategory,source
SC SINAPIS SRL,,Arad,,"Arad, str. Ioan Brezoianu, bl. A-34, sc. A+B, parter, ap. 13",,,,logistics,,LOGISTICS_RO.csv
SC TERRA FRUCT SRL,,Arad,,"ARAD, Str. Campineanu, Nr. 1/A",,,,logistics,,LOGISTICS_RO.csv
SC TERRA-ZOL TRAC SRL,,Arad,,"Loc.Ch.Cris,str.Infratirii nr.7",,,,logistics,,LOGISTICS_RO.csv
SC WEKU TRADING SRL,,Arad,,"Arad, str. Poetului, nr. 101B",,,,logistics,,LOGISTICS_RO.csv
SIB CAR SRL,,Arad,,10336/27.07.2022,,,,logistics,,LOGISTICS_RO.csv
SILOZ AGRODEP SRL,,Arad,,8353/14.08.2019,,,,logistics,,LOGISTICS_RO.csv
SIMON TEXTIL INDUSTRIES SRL,,Arad,,12130/10.07.2024,,,,logistics,,LOGISTICS_RO.csv
STELBO TRANS SRL,,Arad,,"ARAD, Str. Campineanu, Nr. 1/A",+40756144111,stelbotrans@yahoo.co.uk,,logistics,,LOGISTICS_RO.csv
TAR FARMING,,Arad,,4714/07.05.2014,,,,logistics,,LOGISTICS_RO.csv
TDS ARCRIS LOGITRUCK SRL,,Arad,,Loc.Minis nr.161,,,,logistics,,LOGISTICS_RO.csv
TERRACULT SRL,,Arad,,9778/07.10.2021,,,,logistics,,LOGISTICS_RO.csv
TRANS TOMO SRL,,Arad,,"Loc.Arad,Campul Albinelor nr.27,Bl.8,Ap.2",,,,logistics,,LOGISTICS_RO.csv
TRANSYLVANIA INVEST SRL,,Arad,,6252/01.11.2022,+40265432025,officeadacont@gmail.com,,logistics,,LOGISTICS_RO.csv
UNIVERSAL ZOOPET SRL,,Arad,,"Arad,Cl.A.Vlaicu Bl.Y4,Et.6,Ap.27",,,,logistics,,LOGISTICS_RO.csv
VENDING ZONE SRL,,Arad,,VA-BH-10885/15.12.2020,+40727500377,ana.bocan@ofresh.ro,,logistics,,LOGISTICS_RO.csv
VETAGRICA SRL,,Arad,,"Loc.Arad,Cl.Radnei 170A",,,,logistics,,LOGISTICS_RO.csv
VICU RD FRUCT SRL,,Arad,,"Arad, str. Prof, Dr. Aurel Ardelean, nr. 4",,,,logistics,,LOGISTICS_RO.csv
VINGA FARMLAND SRL,,Arad,,8219/28.05.2019,,,,logistics,,LOGISTICS_RO.csv
WAFE DUO FAMILY SRL,,Arad,,12765/03.07.2025,,,,logistics,,LOGISTICS_RO.csv
75 ELISA ALIMENT,,Arges,,"Pitesti, Depozitelor, nr. 7",,,,logistics,,LOGISTICS_RO.csv
ADE EDEN ALIMENT SRL,,Arges,,"PITESTI, STR. DEPOZITELOR, NR. 7, STAND 57",,,,logistics,,LOGISTICS_RO.csv
ADE TRAVEL AMBIENTAL,,Arges,,"BRADU, STR. TABACARIEI, NR. 28",,,,logistics,,LOGISTICS_RO.csv
ADMINISTRATIA NATIONALA A REZERVELOR DE STAT SI PROBLEME SPECIALE  UNITATEA TERITORIALA 360,,Arges,,"CURTEA DE ARGES, STR LUNCILOR, NR 14 - 16",0232218192,dipecer@dap.rowater.ro,,logistics,,LOGISTICS_RO.csv
AGRICOVER SA,,Arges,26764/18.06.2018,Magazin alimentar,,,,logistics,,LOGISTICS_RO.csv
AGRO MODERN TRICA 2009 SRL,,Arges,,LUNCA CORBULUI,,,,logistics,,LOGISTICS_RO.csv
AGROROM RUSTIK SRL,,Arges,,"SLOBOZIA, NR 1",,,,logistics,,LOGISTICS_RO.csv
ALBERT COMPIMPEX SRL,,Arges,,"Catanele, Cateasca, nr. 32B",+40731001452,albert@albertcomimpex.ro,,logistics,,LOGISTICS_RO.csv
ALEX STAR LOGISTIC SRL,,Arges,,"CURTEA DE ARGES, STR. PORTELANULUI, NR.14B",,,,logistics,,LOGISTICS_RO.csv
ALEX&TOP MARKET,,Arges,,"Pitesti, str. Nicolae Balcescu, Complex John",,,,logistics,,LOGISTICS_RO.csv
ALL DREAMS TRAVEL,,Arges,,"Campulung, Strada Cuza Voda, Nr. 5 BIS",,,,logistics,,LOGISTICS_RO.csv
AMEROPA,,Arges,,"CALDARARU, SAT. MIROSI",,,,logistics,,LOGISTICS_RO.csv
ARCIDIACONO FOOD&BEVERAGE,,Arges,,"Bascov, strada Lunca, nr. 111",,,,logistics,,LOGISTICS_RO.csv
ARGES BIOSUD COOPERATIVA AGRICOLA,,Arges,,"COSTESTI, STR INDUSTRIEI, NR 12B",+40744122870,ducozma@gmail.com,,logistics,,LOGISTICS_RO.csv
ART - RO SRL,,Arges,,"Comuna Bascov, Sat schiau, Nr. 57C",,,,logistics,,LOGISTICS_RO.csv
ASTORIA TOTAL SERVICE A&G,,Arges,,"PITESTI, STR DEPOZITELOR, 41 - 43",,,,logistics,,LOGISTICS_RO.csv
BABY BLUE INEDIT SRL,,Arges,,"Pitesti, Strada Depozitelor, nr. 7, STAND 7 SI 8",,,,logistics,,LOGISTICS_RO.csv
BALDEO ELLA SRL,,Arges,,"PITESTI, STR. BRADULUI, NR.47, AP.4, PARTER",,,,logistics,,LOGISTICS_RO.csv
BONUM WINES,,Arges,,"Bascov, Str. Serelor, nr. 8A",,,,logistics,,LOGISTICS_RO.csv
BUNICELRO SRL-D,,Arges,,"Comuna Micesti, sta Purcareni, nr. 527",,,,logistics,,LOGISTICS_RO.csv
CAFETO VENDING SOLUTION,,Arges,,"Bradu, Geamana",,,,logistics,,LOGISTICS_RO.csv
CASA DE VINURI STEFANESTI,,Arges,,"STEFANESTI, STR MORII, NR 50",,,,logistics,,LOGISTICS_RO.csv
CIPAND INVEST ACC,,Arges,,"CALINESTI, SAT. VRANESTI, NR.25C",,,,logistics,,LOGISTICS_RO.csv
CIPAND MARKET,,Arges,,"Pitesti, Str. Costache Negri, Nr. 30",,,,logistics,,LOGISTICS_RO.csv
COMERCE LINE,,Arges,,"PITESTI, STR. CAROL DAVILA, BL EC SUBSOL",,,,logistics,,LOGISTICS_RO.csv
COMERCE LINE RO SRL,,Arges,,"Pitesti, Str Pictor Nicolae Grigorescu",,,,logistics,,LOGISTICS_RO.csv
CONFIDENTIA,,Arges,,"STEFANESTI, NR. 161 BIS, CORP G, PARTER",+40747284403,tadimgalati@yahoo.com,,logistics,,LOGISTICS_RO.csv
CONFIDENTIA SRL,,Arges,,"STEFANESTI, SOS BUC - PITESTI, NR 161 BIS",+40747284403,tadimgalati@yahoo.com,,logistics,,LOGISTICS_RO.csv
COSMUT NEW DIMENSION,,Arges,,"Pitesti, Aleea Spitalului, nr. 16",,,,logistics,,LOGISTICS_RO.csv
CRISTIAN INTERNET REAL,,Arges,,"PITESTI, T. VLADIMIRESCU, STR. GARII, NR. 19",,,,logistics,,LOGISTICS_RO.csv
DMD COFFEE &VENDING,,Arges,Actualizata la data de  23.08.2024,VA B 41/03.11.2022/100,,,,logistics,,LOGISTICS_RO.csv
DRAGONUL COMPANY SRL,,Arges,Oras Avrig,"Pitesti, Strada Depozitelor, nr. 8",,romnelsrl@gmail.com,,logistics,,LOGISTICS_RO.csv
EGMA DELTA COM,,Arges,,"Pitesti, Str. N Balcescu, Complex John, nr. 12",,,,logistics,,LOGISTICS_RO.csv
ELITON TRANS SRL,,Arges,,"BASCOV, STR GARII, NR 7",,,,logistics,,LOGISTICS_RO.csv
EXFLOR SRL,,Arges,,"Bradu, Geamana",,,,logistics,,LOGISTICS_RO.csv
FARES TRADING,,Arges,"GEMENILOR,FN","ALBA IULIA, STR. GEMENILOR, FN",,,,logistics,,LOGISTICS_RO.csv
FARMEC SA,,Arges,,"Sat Albota, Comuna Albota, DN 65B, Nr. 469",,,,logistics,,LOGISTICS_RO.csv
FILDAS TRADING SRL,,Arges,,"VA-BC-0013671/07,12,2021",,,,logistics,,LOGISTICS_RO.csv
FREZ LIFE,,Arges,,"Pitesti, Str. Smardan, Nr. 32B",,,,logistics,,LOGISTICS_RO.csv
FRUCTIGENA,,Arges,,"LUNCA CORBULUI, SAT. MARGHIA",,,,logistics,,LOGISTICS_RO.csv
FUCHS CONDIMENTE RO SRL,,Arges,,"Curtea de Arges , str Nordului nr 41-43",,,,logistics,,LOGISTICS_RO.csv
FYS PARTNER POWER,,Arges,,"Bascov, Str. Rotaresti, Nr. 60C",,,,logistics,,LOGISTICS_RO.csv
II DANCIU NICOLAE OVIDIU,,Arges,,"PITESTI, STR. DEPOZITELOR, NR. 7, STAND 10",,,,logistics,,LOGISTICS_RO.csv
I LOVE COFFEE LCDS,,Arges,,"PITESTI, STR. DEPOZITELOR, NR. 2D",,,,logistics,,LOGISTICS_RO.csv
I LOVE COFFEE SRL,,Arges,,"Recea Cateasca, nr. 29",,,,logistics,,LOGISTICS_RO.csv
KUBE SERVICII & CONSULTANTA,,Arges,,"CURTEA DE ARGES, STR. ALBESTI, NR. 30f",,,,logistics,,LOGISTICS_RO.csv
LA FANTANA,,Arges,,"ALBA IULA,STR.ALEX.IOAN CUZA,NR.33C",,,,logistics,,LOGISTICS_RO.csv
LA MINUT VALCO SRL,,Arges,,"STEFANESTI, SOS BUCURESTI - PITESTI, KM 111",,,,logistics,,LOGISTICS_RO.csv
LAS VEGAS MI,,Arges,,"Bradu, DRUM 23",,,,logistics,,LOGISTICS_RO.csv
LAZAR LOGISTICS SRL,,Arges,,"BASCOV, PAISESTI, NR 5",,,,logistics,,LOGISTICS_RO.csv
LUZAN LOGISTIC,,Arges,,"Stefanesti, Sat valea Mare",,,,logistics,,LOGISTICS_RO.csv
MARI STAR FRUIT,,Arges,,"Pitesti, Depozitelor, nr. 7, stand 59",,,,logistics,,LOGISTICS_RO.csv
MEDEEA SRL,,Arges,,"PITESTI, BDUL REPUBLICII, NR 234",,,,logistics,,LOGISTICS_RO.csv
MENTOR TRADING SRL,5974914,Arges,,"Pitesti, Calea Dragasani, nr. 20",615490,,,logistics,,LOGISTICS_RO.csv
MERIDIAN VENDING SRL,,Arges,,"Mioveni, Bdul Dacia, nr. 138",,,,logistics,,LOGISTICS_RO.csv
MILI NEW PHARMA,,Arges,,"Ratesti, Sat. Patuleni, Nr. 54",,,,logistics,,LOGISTICS_RO.csv
MIRUNA DEP,,Arges,,"Albota, Str. Dambovnic, Nr. 3H",,,,logistics,,LOGISTICS_RO.csv
MIRUNA DEP SRL,,Arges,,"PITESTI, Bdul N Balcescu, Nr. 138 A",,,,logistics,,LOGISTICS_RO.csv
MORSE CAFFE,,Arges,,"Pitesti, Sever Niculescu",,,,logistics,,LOGISTICS_RO.csv
NATURAL HAUT STORE,,Arges,,"PITESTI, STR. CRAIOVEI, BL.P4 PARTER",,,,logistics,,LOGISTICS_RO.csv
NATURALIA LIFE FOREVER,,Arges,,"Pitesti, Str. Garlei, Nr. 58",,,,logistics,,LOGISTICS_RO.csv
NET FARMING SRL,,Arges,,"CALDARARU, BAZA SILOZ",,,,logistics,,LOGISTICS_RO.csv
NOVA PROMPT SRL,,Arges,Actualizata la data de 25.09.2024,VA B 9 din 16.09.2020/1000,,,,logistics,,LOGISTICS_RO.csv
OLIVARICO,,Arges,,"MICESTI, NR. 425A",,,,logistics,,LOGISTICS_RO.csv
ONLINE PASTRY SHOP,,Arges,,"Pitesti, Str. Gavanii, Nr. 39",,,,logistics,,LOGISTICS_RO.csv
OPTIMUS TELECOM,,Arges,,"PITESTI, STR. CAPORAL PATRU",,,,logistics,,LOGISTICS_RO.csv
OUT OF STOCK,,Arges,,"C DE ARGES, BVD. BASARABILOR, NR. 53A",,,,logistics,,LOGISTICS_RO.csv
PATY PAN MARIANO,,Arges,,"Bascov, str. Serelor, nr. 41",,,,logistics,,LOGISTICS_RO.csv
PHARMA NETWORK CO SRL,,Arges,,"Comuna Balillesti, Sat Bajesti, Nr. 35,",+441670639068,recruitment@thepharmacistnetwork.co.uk,,logistics,,LOGISTICS_RO.csv
SC AGPC IMPORT HOUSE SRL,,Arges,,"Bradu, Str. Cetului , Nr. 489 bis",,,,logistics,,LOGISTICS_RO.csv
SC Agricover SA,,Arges,26764/18.06.2018,Magazin alimentar,,,,logistics,,LOGISTICS_RO.csv
SC Agricover SRL,,Arges,26764/18.06.2018,Magazin alimentar,,,,logistics,,LOGISTICS_RO.csv
SC ALBERT COMIMPEX SRL,,Arges,,"Pitesti, str. Depozitelor, nr.2",+40731001452,albert@albertcomimpex.ro,,logistics,,LOGISTICS_RO.csv
SC ALEX STAR SRL,,Arges,,"Curtea  de Arges , str Portelanului nr 13",,,,logistics,,LOGISTICS_RO.csv
SC ALKA TRADING SRL,,Arges,,11314/21.07.2025,+40729154229,lili.clinciu@alkaco.com,,logistics,,LOGISTICS_RO.csv
SC ANDRE SERV COM SRL,,Arges,,"com Bradu ,sat  Geamana , 625",,,,logistics,,LOGISTICS_RO.csv
SC AQVILA PAT PROD SRL,,Arges,,"Pitesti, Str. Depozitelor , nr. 41-43",,,,logistics,,LOGISTICS_RO.csv
SC ARCO FINE FOOD,,Arges,,"Curtea de Arges, Strada Portelanului, Nr. 14b,",,,,logistics,,LOGISTICS_RO.csv
SC ASTORIA TOTAL SERVICE A& G SRL,,Arges,,"Pitesti, bvd. Petrochimistilor , nr. 33",,,,logistics,,LOGISTICS_RO.csv
SC AUTO EXPRESS SRL,,Arges,,"Pitesti, str. Calea Depozitelor, nr. 25, cladirea C12",+40736386830,anemar005@yahoo.com,,logistics,,LOGISTICS_RO.csv
SC Auto Impex Prima,,Arges,,"Topoloveni, str.M.Popovici, nr.78",,,,logistics,,LOGISTICS_RO.csv
SC AUTO MOXIRC TRANS SRL,,Arges,,"Pitesti, str. Depozitelor, stand 59",,,,logistics,,LOGISTICS_RO.csv
SC AXIVAL CONSTRUCT PARTNERSHIP SRL,,Arges,,"Pitesti , str. George Cosbuc, nr. 70",,,,logistics,,LOGISTICS_RO.csv
SC AXIVAL T & CO INVEST SRL,,Arges,,"Pitesti, str. George Cosbuc",,,,logistics,,LOGISTICS_RO.csv
SC AXIVAL TRADE IMPORT EXPORT SRL,,Arges,,"Pitesti, str. N. Balcescu, nr. 112, complex JOHN",,,,logistics,,LOGISTICS_RO.csv
SC Bobix Star SRL,,Arges,,"Curtea de Ag , str V.Iasului",,,,logistics,,LOGISTICS_RO.csv
SC CAFETO BAZAR SRL,,Arges,,"Comuna Bradu, str. Principala, nr.27",,,,logistics,,LOGISTICS_RO.csv
SC CAFETO VENDING SOLUTION SRL,,Arges,,"com. Bradu, sat Geamana, nr. 625",,,,logistics,,LOGISTICS_RO.csv
SC CASH&CANDY SRL,,Arges,,"Stefanesti, str. Cavalerului, nr. 368 bis",,,,logistics,,LOGISTICS_RO.csv
SC COMALIMENT TITAN SA,,Arges,,"Pitesti, str. N. Balcescu, Bl. S5, parter,Arges",,,,logistics,,LOGISTICS_RO.csv
SC Comargros,,Arges,,"Pitesti, str. Depozitelor , nr. 17",,,,logistics,,LOGISTICS_RO.csv
SC COMAR NET BUILDING SRL,,Arges,,"Pitesti, Str. Depozitelor, nr. 6",,,,logistics,,LOGISTICS_RO.csv
SC Combavipor SRL,,Arges,,"com. Bascov, str. Garii, nr.7",,,,logistics,,LOGISTICS_RO.csv
SC COMERCE LINE SRL,,Arges,,"Pitesti, str. Teiuleanu, nr.18, demisol",,,,logistics,,LOGISTICS_RO.csv
SC COSVIAL RANDI SRL,,Arges,,"Pitesti, Gavana II, Complex Albina bl C 15",,,,logistics,,LOGISTICS_RO.csv
SC Cristalin Intermed SRL,,Arges,,"Pitesti,Str.Tudor Vladimirescu",,,,logistics,,LOGISTICS_RO.csv
SC CUMPANA 1993 SRL,,Arges,,2986/24.08.2021,,,,logistics,,LOGISTICS_RO.csv
SC DIALOG TOTAL PROGRESIV SRL,,Arges,,"Calinesti, Soseaua Pitesti- Bucuresti, nr. 105",,,,logistics,,LOGISTICS_RO.csv
SC DMT EURO SERVICES SRL,,Arges,,"Albota, Str. Ecologiei, Nr. 791",,gabriel.editoiu@canamgroupinc.com,,logistics,,LOGISTICS_RO.csv
SC Drim Daniel,,Arges,,"Maracineni, sat Argeselu",,,,logistics,,LOGISTICS_RO.csv
SC DR. OETKER RO SRL,,Arges,,"com. Valea Iasului, sat Mustatesti",,,,logistics,,LOGISTICS_RO.csv
SC EFES EXPORT SRL,,Arges,,"Calinesti, Sat. Valeni Podgoria, Nr. 281 A, Hala C2",,,,logistics,,LOGISTICS_RO.csv
SC EGE NUT TRADE SRL,,Arges,,"Calinesti, Sat. Valeni - Podgoria, Nr. 281A",,,,logistics,,LOGISTICS_RO.csv
SC ERA OCTAVIAN INVEST SRL  - D,,Arges,,"Bradu, Nr. 323",,,,logistics,,LOGISTICS_RO.csv
SC EUROBITI STAR 2008 SRL,,Arges,,"PITESTI, STR. DEPOZITELOR, NR. 7, STAND 5",,,,logistics,,LOGISTICS_RO.csv
SC Eurocas Tehnica Alimentara,,Arges,,"Curtea de Arges ,str. Albesti,  10",,,,logistics,,LOGISTICS_RO.csv
SC EUROCAS TEHNICA ALIMENTARA SRL,,Arges,,"Curtea de Arges, Str. Albesti, Nr. 10",,,,logistics,,LOGISTICS_RO.csv
SC FARMACEUTICA ARGESFARM SRL,,Arges,,"Pitesti, Str. Banat, Nr. 2, C1 Parter",,,,logistics,,LOGISTICS_RO.csv
SC FEDCOOP SA,,Arges,,"Pitesti , str. Depozitelor, nr. 25",,,,logistics,,LOGISTICS_RO.csv
SC FERARA FIRST AG SRL,,Arges,,"Pitesti, str. Gavenii, nr. 37, anexa C9, parter",,,,logistics,,LOGISTICS_RO.csv
SC FILDAS TRADING SRL,,Arges,,"VA-BC-0013671/07,12,2021",,,,logistics,,LOGISTICS_RO.csv
SC GEODEN TRANS PETCOM TRADING SRL,,Arges,,Com. Slobozia,,,,logistics,,LOGISTICS_RO.csv
SC GRANT GENERAL,,Arges,,"Maracineni, nr. 476",,,,logistics,,LOGISTICS_RO.csv
SC Group Queen Monaco,,Arges,,"Pitesti, str.N. Balcescu nr.214",,,,logistics,,LOGISTICS_RO.csv
SC HANUL RUSTIC ARGESAN SRL,,Arges,,"Pitesti, Str. Depozitelor, Nr. 6",,,,logistics,,LOGISTICS_RO.csv
SC HEDONE CAFE SRL,,Arges,,"Pitesti, Str. Exercitiu, Nr. 194",,,,logistics,,LOGISTICS_RO.csv
SC Interbrands Marketing + Distrib.,,Arges,,"Stefanesti,sos. Buc-Pitesti, km 110",,,,logistics,,LOGISTICS_RO.csv
SC IRICO SRL,,Arges,,"Bascov, Str. Paisesti , nr. 78 B",,,,logistics,,LOGISTICS_RO.csv
SC  LA FANTANA SRL,,Arges,,"ALBA IULA,STR.ALEX.IOAN CUZA,NR.33C",,,,logistics,,LOGISTICS_RO.csv
SC LA FANTANA SRL,,Arges,,"ALBA IULA,STR.ALEX.IOAN CUZA,NR.33C",,,,logistics,,LOGISTICS_RO.csv
SC LAGUNA SRL,,Arges,Mun. Beius,"Pitesti , Str. Gavenii , nr. 37",,liviu.avramut@yahoo.com,,logistics,,LOGISTICS_RO.csv
SC LAS VEGAS MI SRL,,Arges,,"Bradu , DN 23",,,,logistics,,LOGISTICS_RO.csv
SC Maraton Arges,,Arges,,"Pitesti, str. Fr. Golesti, bl.S6, .A,",,,,logistics,,LOGISTICS_RO.csv
SC MARCO POLO VE SRL,,Arges,,"Maracineni, sat Argeselu",,,,logistics,,LOGISTICS_RO.csv
SC M.E.C.A TRANS GENERAL SRL,,Arges,,"Mioveni, Str. Ion C Bratianu, Bl. P3B, Parter",,,,logistics,,LOGISTICS_RO.csv
SC MED SERV UNITED SRL,,Arges,,"Pitesti, Str. Banat, Nr. 2, Corp C, Etaj 1",,,,logistics,,LOGISTICS_RO.csv
SC MERIDIAN VENDING SRL,,Arges,,"Mioveni, Str . Valea Neagra, Nr. 42",,,,logistics,,LOGISTICS_RO.csv
SC MGH VITS PRODUCT SRL,,Arges,,"Topoloveni , Str. Izvorului, Nr.19",,,,logistics,,LOGISTICS_RO.csv
SC Mirosi Ecofarm,,Arges,,"Stolnici, sat Vlascuta",,,,logistics,,LOGISTICS_RO.csv
SC NATURALIA DIET SRL,,Arges,,"Bascov, Valea Ursului, nr.90 B",,,,logistics,,LOGISTICS_RO.csv
SC NOI & VOI INSIEME SRL,,Arges,,"Pitesti, str. Gavenii, nr. 37",,,,logistics,,LOGISTICS_RO.csv
SC NORDEXIM COFEE SERVICES SRL,,Arges,,"Pitesti, str. Depozitelor, nr. 31 bis, corp B",,,,logistics,,LOGISTICS_RO.csv
SC Oportun,,Arges,,"Bradu, sat Geamana",,,,logistics,,LOGISTICS_RO.csv
SC PERFECT EUROPEAN FOOD SRL,,Arges,,"Pitesti, str. Gavenii, nr. 37",,,,logistics,,LOGISTICS_RO.csv
SC PLANTO EXIM PLUS SRL,,Arges,,"com. Merisani, sat Dobrogostea, nr. 157",,,,logistics,,LOGISTICS_RO.csv
SC Profex Unico,,Arges,,"Maracineni, sat  Argeselu  nr 457",,,,logistics,,LOGISTICS_RO.csv
SC Real Castilia Buxy,,Arges,,"Bascov, str. Serelor, nr.27A",,,,logistics,,LOGISTICS_RO.csv
SC Reclama Logistic,,Arges,,"Maracineni, sat Argeselu",,,,logistics,,LOGISTICS_RO.csv
SC Renta Impex,,Arges,,"Campulung, str. Zavoiului, nr. 20",,,,logistics,,LOGISTICS_RO.csv
SC RIFCO TRADING SRL,,Arges,,"Bradu, Str. Cetului , Nr. 489 bis",,,,logistics,,LOGISTICS_RO.csv
SC Ro- Aprilia,,Arges,,"Campulung, str. Zavoiului",,,,logistics,,LOGISTICS_RO.csv
SC Saff Trading,,Arges,,"Pitesti, Depozitelor, nr. 17",,,,logistics,,LOGISTICS_RO.csv
SC SAFF TRADING SRL,,Arges,,"Pitesti, Str. Depozitelor , nr. 17",,,,logistics,,LOGISTICS_RO.csv
SC SALF SRL,,Arges,,"Campulung, Str. D-tru Alimasteanu , nr. 11",,,,logistics,,LOGISTICS_RO.csv
SC SANNIS ON & GI SRL,,Arges,,"Com. Maracineni, sat Maracineni, nr. 475A",,,,logistics,,LOGISTICS_RO.csv
SC SELENA LUX TRANSPORT SRL,,Arges,,"Pitesti, str. George Cosbuc",,,,logistics,,LOGISTICS_RO.csv
SC SELENA SRL,,Arges,20274/23.12.2015,magazin alimentar,,c.gogau13@yahoo.ro,,logistics,,LOGISTICS_RO.csv
SC Senssitive Concept,,Arges,,"com. Bascov, sat Paisesti Deal, nr. 85",,,,logistics,,LOGISTICS_RO.csv
SC SERVCOMEX GROUP SRL,,Arges,,"Pitesti , Str. N. Balcescu, nr. 66",,,,logistics,,LOGISTICS_RO.csv
SC Setega Gabino,,Arges,,"C-lung , str. D. Lazea, bl.A2, p",,,,logistics,,LOGISTICS_RO.csv
SC SIGA & CO CAMPINA SRL,,Arges,,"Pitesti, Str. Depozitelor, nr. 27",,,,logistics,,LOGISTICS_RO.csv
SC Sinziana Luciana SRL,,Arges,,"Mosoaia , pct CAP Hintesti",,,,logistics,,LOGISTICS_RO.csv
SC Sublim Forte 96 SRL,,Arges,,"Campulung,Str.Transilvaniei,Nr.1",,,,logistics,,LOGISTICS_RO.csv
SC TABITA BABY SRL,,Arges,,"PITESTI, STR. DEPOZITELOR, NR.7, STAND 60",,,,logistics,,LOGISTICS_RO.csv
SC Terra Agro Cereal Com SRL,,Arges,,"Com. Caldararu, sat Strambeni, nr. 661",,,,logistics,,LOGISTICS_RO.csv
SC TOP GEL SRL,,Arges,,"Pitesti,Punct Autostrada",,,,logistics,,LOGISTICS_RO.csv
SC TOPI IMPORT EXPORT SRL,213076,Arges,,"Pitesti , Petrochimistilor, nr. 33",+40364402020,office@tomsa.ro,,logistics,,LOGISTICS_RO.csv
SC TRIMEX FARMA SRL,,Arges,,"Pitesti , Str. Republicii, nr. 292",,,,logistics,,LOGISTICS_RO.csv
SC Vebo Import Export,,Arges,,"Pitesti, str. Depozitelor,  41-43,",,,,logistics,,LOGISTICS_RO.csv
SC VEL PITAR  SA,,Arges,,6717 din  12.03.2009,40752141937,sorinela.fintina@grupobimbo.com,,logistics,,LOGISTICS_RO.csv
SC Vlasia,,Arges,,"Pitesti, cart. Trivale , nr. 29.A",,,,logistics,,LOGISTICS_RO.csv
SC WOLFSOFT COMPANY SRL,,Arges,,"Stefanesti, Sat. Valea Mare Podgoria, Str. Narciselor, Nr. 163",,,,logistics,,LOGISTICS_RO.csv
SC ZENIT OVERSEAS SRL,,Arges,,"Pitesti, Str. N. Balcescu, nr. 88",,,,logistics,,LOGISTICS_RO.csv
SC Zorba Company,,Arges,,"Bradu, sat Geamana, DN 65 B",40731850699,zorbacompany@yahoo.com,,logistics,,LOGISTICS_RO.csv
SELENA LUX TRANSPORT,,Arges,,"Pitesti, str. George Cosbuc",,,,logistics,,LOGISTICS_RO.csv
SENSSITIVE CONCEPT,,Arges,,"MICESTI, NR.10",,,,logistics,,LOGISTICS_RO.csv
SENSSITIVE CONCEPT SRL,,Arges,,"Comuna Merisani, sat Dobrogostea, nr. 367 bis",,,,logistics,,LOGISTICS_RO.csv
SENZAFINE,,Arges,,"Albota, Str. Dambovnic, Nr.1",,,,logistics,,LOGISTICS_RO.csv
SERVCOMEX GRUP SRL,,Arges,,"Bascov, Serelor, 15A",,,,logistics,,LOGISTICS_RO.csv
SNACK TRADE,,Arges,,"ALBOTA, STR. Dambovnic, Nr. 14",,,,logistics,,LOGISTICS_RO.csv
STAR BIO LEGFRUIT,,Arges,,"Pitesti, Strada Depozitelor, nr. 7",,,,logistics,,LOGISTICS_RO.csv
STAR PHARMA TRADING,,Arges,,"PITESTI, STR. MARASESTI, NR.20A,CAMIN MARASESTI",,,,logistics,,LOGISTICS_RO.csv
TELEFONICA DTH SOLUTIONS SRL,,Arges,,"SLOBOZIA, Str. Fierbinti, NR. 90",,,,logistics,,LOGISTICS_RO.csv
TEMA NOVEL ART STIL,,Arges,,"BRADU, STR. TABACARIEI, NR.7",,,,logistics,,LOGISTICS_RO.csv
TOPI IMPORT EXPORT,213076,Arges,,"PITESTI, STR PETROCHIMISITILOR NR 53",+40364402020,office@tomsa.ro,,logistics,,LOGISTICS_RO.csv
VENDING EXPRESSO SERVICE,,Arges,,"PITESTI, STR VIOLETELOR, NR 9",,,,logistics,,LOGISTICS_RO.csv
VENDING ZONE,,Arges,,VA-BH-10885/15.12.2020,+40727500377,ana.bocan@ofresh.ro,,logistics,,LOGISTICS_RO.csv
VINALCOOL ARGES SA,,Arges,,"Topoloveni, str . Calea Bucuresti nr 156",,,,logistics,,LOGISTICS_RO.csv
XELEST,,Arges,,"Curtea de Arges, Str. Valea Danului, Nr. 1",,,,logistics,,LOGISTICS_RO.csv
YLA CROP INVEST,,Arges,,"BUZOIESTI, CORNATEL",,,,logistics,,LOGISTICS_RO.csv
ZECE MILIOANE,,Arges,,"PITESTI, STR. MARASESTI, NR.20A, CLADIRE C1,",,,,logistics,,LOGISTICS_RO.csv
http://bacau.dsvsa.ro/operatori-economici/unitati-inregistrate/unitati-inregistrate-produse-de-origine-animala/,,Bacau,,,,,,logistics,,LOGISTICS_RO.csv
Pentru vizualizare unitati active si inactive va rugam accesati site-ul:,,Bacau,,,,,,logistics,,LOGISTICS_RO.csv
ABRAMEL SRL,,Bihor,,2203/27.07.2017,,,,logistics,,LOGISTICS_RO.csv
AGROIND  CAUACEU  SA,,Bihor,,1030/06.08.2012,,,,logistics,,LOGISTICS_RO.csv
AGROMATE COM SRL,,Bihor,,2713/17.03.2020,,,,logistics,,LOGISTICS_RO.csv
AGROSTY SRL,,Bihor,,3492/18.05.2023,,,,logistics,,LOGISTICS_RO.csv
AGROTEX   SRL,,Bihor,,1372/18.03.2013,,,,logistics,,LOGISTICS_RO.csv
ALADINO SRL,,Bihor,,3775/04.06.2024,,,,logistics,,LOGISTICS_RO.csv
