winner_name,wins,total_value_ron,first_win,last_win,distinct_buyers,distinct_cpvs
AMA FRUCT CP---B.P. ANKROB IMPEX---HARMOPAN---Harghita Retail---STEDYAN COM S.R.L.,1,4846.08,,,1,1
Prestigiosa Prodcom S.R.L.---Stedyan Com S.R.L.,1,99541.4,,,1,1
ADCON---AMA FRUCT CP---LECONFEX,1,16775.37,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Harghita Retail---SC RADIPCOM SRL---STEDYAN COM S.R.L.,1,26699.18,,,1,1
ADCON---Alexgold Distribution SRL---OLYMEL FLAMINGO FOOD S.R.L.,1,585.19,,,1,1
PRIORITAR IMPEX,1,2147069.06,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Harghita Retail---IUSTART---STEDYAN COM S.R.L.,1,32039.01,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Baby Business SRL---Harghita Retail---SC RADIPCOM SRL,1,17555.62,,,1,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Baby Business SRL---Harghita Retail---ILM-COM S.R.L.,1,1560.5,,,1,1
AMA FRUCT CP---BOBIX STAR S.R.L.---SC IRINEL SRL,1,14157.52,,,1,1
Prod Activ Impex Slobozia Moară Cooperativă Agricolă,1,12391.21,,,1,1
Prod Activ Impex Slobozia Moară Cooperativă Agricolă---Stedyan Com S.R.L.,1,95245.82,,,1,1
PRODFOREST COMPLEX---VEST GLOBAL SPRINT S.R.L.,1,131667.17,,,1,1
AMA FRUCT CP---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,1,5430.67,,,1,1
AMA FRUCT CP---BOBIX STAR S.R.L.---FALCONS---OLYMEL FLAMINGO FOOD S.R.L.,1,22106.76,,,1,1
AMA FRUCT CP---BOBIX STAR S.R.L.---COREX S.R.L.,1,151566.4,,,1,1
PRODLACTA SRL---ROMICS---SIGISMUND COM---STEDYAN COM,1,11569.64,,,1,1
PRODLACTA SRL---SELGROS CASH&CARRY SRL,1,4684.36,,,1,1
Prodlacta S.R.L.---Sigismund Com,1,29370.7,,,1,1
AMA FRUCT CP---BOBIX STAR S.R.L.---COMPANY 94 PIRNAU SRL---FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,1,23668.66,,,1,1
PRODLACTA SRL---STEDYAN COM S.R.L.---UNIMAR COM,1,10796.51,,,1,1
Prodlacta S.R.L.---Unimar Com S.R.L.,1,6739.05,,,1,1
AMA Fruct CP---BMK Global Import Export---Granbis---S.C. ANM Holders S.R.L.---Stedyan Com S.R.L.,1,19868.71,,,1,1
AMA Fruct CP---BMK Global Import Export---Granbis---Olymel Flamingo Food S.R.L.---S.C. ANM Holders S.R.L.---Stedyan Com S.R.L.,1,15271.87,,,1,1
ADCON---Alexgold Distribution SRL---NED COM,1,218.47,,,1,1
AMA FRUCT CP---BLACK SEA EUROINVESTMENT---OLYMEL FLAMINGO FOOD S.R.L.,1,9948.19,,,1,1
PRODPROSPER,1,2833.33,,,1,1
AMA FRUCT CP---BLACK SEA EUROINVESTMENT---GRANBIS---S. C. MCA COMERCIAL S.R.L---STAR PRES---STEDYAN COM,1,20188.97,,,1,1
AMA FRUCT CP---BLACK SEA EUROINVESTMENT---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---STEDYAN COM,1,18232.51,,,1,1
AMA FRUCT CP---BLACK SEA EUROINVESTMENT---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---STAR PRES---STEDYAN COM,1,61566.6,,,1,1
AMA Fruct CP---Best Price Magazin---Granbis---NED Com---Stedyan Com S.R.L.,1,42125.12,,,1,1
AMA FRUCT CP---Baby Business SRL---STEDYAN COM S.R.L.,1,6101.8,,,1,1
AMA FRUCT CP---Baby Business SRL---HARMOPAN,1,5015.54,,,1,1
AMA FRUCT CP---Baby Business SRL---Harghita Retail---STEDYAN COM S.R.L.,1,37293.51,,,1,1
AMA FRUCT CP---APRO-COM-IMPEX S.R.L.---COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---PROVIGO TRADE S.R.L.,1,127002.13,,,1,1
ADCON---Alexgold Distribution SRL---LEGUME FRUCTE COM S.R.L.,1,725.63,,,1,1
AMA Fruct CP---Apro-Com-Impex S.R.L.---Comiga Prod Impex S.R.L.---Legume Fructe Com S.R.L.,1,241724.82,,,1,1
AMA FRUCT CP---AMIA INVEST---GEOCOR TRADE IMP-EXP,1,8594.94,,,1,1
AMA FRUCT CP---Alexgold Distribution SRL,1,137086.01,,,1,1
AMA fruct CP,1,33438.37,,,1,1
ADCON---AGROSEMCU---GEOCOR TRADE IMP-EXP,1,9033.54,,,1,1
PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL---VIC PROD S.R.L.,1,5626.62,,,1,1
TEHNOMEX,1,17458.09,,,1,1
PROVIGO TRADE S.R.L.---S.C. AMA FRUCT CP S.R.L.,1,2840.39,,,1,1
PROVIGO TRADE S.R.L.---S.C. AMA FRUCT CP S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,1,4131.67,,,1,1
PROVIGO TRADE S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,1,5851.87,,,1,1
ACVILA---S&S Distribution 2014---S.C. ROMICS S.R.L.,1,25717.03,,,1,1
PROVIGO TRADE S.R.L.---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,1,47980.49,,,1,1
PROVIGO TRADE S.R.L.---S.C NISARA IMPEX S.R.L---SC PLUSTER PROTECT SRL,1,6005.28,,,1,1
PROVIGO TRADE S.R.L.---S.C NISARA IMPEX S.R.L---VANBET SRL,1,3251.04,,,1,1
PROVIGO TRADE S.R.L.---STEDYAN COM S.R.L.,1,8805.34,,,1,1
ALPINA BLAZNA SRL,1,17372.75,,,1,1
Alpiline S.R.L.---Logistic Media Pop Art S.R.L.---S.C. Patisgal S.R.L.,1,638763.2,,,1,1
Quadrant Amroq Beverages,1,51965.36,,,1,1
Alpiline S.R.L.---Logistic Media Pop Art S.R.L.,1,358489.55,,,1,1
TEROL PROD S.R.L.,1,901.13,,,1,1
ACVILA---ADCON---LECONFEX S.R.L.,1,6393.78,,,1,1
Radicstar,1,142984.11,,,1,1
ALLIANCE HEALTHCARE ROMÂNIA SRL---MEDIPLUS EXIM---NUTRIENT SOLUTIONS,1,409.63,,,1,1
ALLIANCE HEALTHCARE ROMÂNIA SRL,1,4285.6,,,1,1
ALLIANCE HEALTHCARE ROMANIA---NUTRIENT SOLUTIONS,1,3860.61,,,1,1
ALLIANCE HEALTHCARE ROMANIA---FELSIN FARM S.R.L.---MEDIPLUS EXIM,1,35963.04,,,1,1
TIG,1,17821.34,,,1,1
ALLIANCE HEALTHCARE ROMANIA---FARMEXIM S.A.---FELSIN FARM S.R.L.,1,3927,,,1,1
ALLIANCE HEALTHCARE ROMANIA---EURO BRANDS TRADING---MEDIPLUS EXIM,1,13166.72,,,1,1
RAMA CLAU---S.C NISARA IMPEX S.R.L---VIVOPREST DISTRIBUTION S.R.L.,1,645083.23,,,1,1
RAMA CLAU S.R.L.,1,13739.91,,,1,1
RAPSODIA COM,1,7870.95,,,1,1
RAPSODIA COM S.R.L.,1,7069.19,,,1,1
ALLIANCE HEALTHCARE ROMANIA---EURO BRANDS TRADING,1,9875.04,,,1,1
Alliance Healthcare România,1,6766.23,,,1,1
Tig S.R.L.,1,130503.01,,,1,1
Rareș-Alex S.R.L.---Strungariu & CO Rigams LM SNC,1,25737.3,,,1,1
Rareș-Alex S.R.L.---Strungariu & CO RIGAMS LM SNC,1,40699.87,,,1,1
ALFA-COM-GRUP S.R.L.---RAMA CLAU---S.C NISARA IMPEX S.R.L,1,55080,,,1,1
RARVALSERV SRL---TERRA FOREST,1,176186.12,,,1,1
Rava Comex,1,634558.73,,,1,1
Tipotrans,1,831610.22,,,1,1
ALFA-COM-GRUP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,1,1658.03,,,1,1
ALFA-COM-GRUP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.,1,26464,,,1,1
ALFA-COM-GRUP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX---STEDYAN COM S.R.L.,1,5.64,,,1,1
ALFA-COM-GRUP S.R.L.---NED COM---ROMLIV & L PRODIMPEX,1,1.94,,,1,1
Acvila---Sigismund COM,1,320646.3,,,1,1
ALFA-COM-GRUP S.R.L.---NED COM---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX---STEDYAN COM S.R.L.,1,3.08,,,1,1
REGIOTURISM,1,191573,,,1,1
ALFA-COM-GRUP S.R.L.---METRANS---PENTAROM---RAMA CLAU---SC PLUSTER PROTECT SRL,1,203817.19,,,1,1
ALFA-COM-GRUP S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,1,843.27,,,1,1
ALFA-COM-GRUP S.R.L.---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,1,48364.09,,,1,1
Retacom S.R.L---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,1,2931.56,,,1,1
Retacom S.R.L.---Simigerie Top 2030,1,67527.92,,,1,1
Ritmic Com S.R.L.,1,41072.75,,,1,1
ALFA-COM-GRUP S.R.L.---LEGUME FRUCTE COM S.R.L.,1,5732.26,,,1,1
Alfa-Com-Grup S.R.L.---Geocor Trade Imp-Exp S.R.L.---Olymel Flamingo Food S.R.L.---Retacom S.R.L.---S.C. Nisara Impex S.R.L.---Simultan S.R.L.,1,0.52,,,1,1
Alfa-Com-Grup S.R.L.---Geocor Trade Imp-Exp S.R.L.---Olymel Flamingo Food S.R.L.,1,8007.92,,,1,1
ALFA-COM-GRUP S.R.L.---COREX S.R.L.---LEGUME FRUCTE COM S.R.L.,1,25099.73,,,1,1
ROALMISA  INV---S.C. UNIMAR COM S.R.L.---SC UNIVERSAL SA,1,42608.83,,,1,1
Acvateam S.R.L.,1,57952,,,1,1
ACVILA---S.C. ROMICS S.R.L.---SC CANAMAR SRL---SIGISMUND COM,1,18899.2,,,1,1
ALFA-COM-GRUP S.R.L.---COPANEX S.R.L.---COREX S.R.L.---EUROPEAN GROUP FOOD---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,1,48288.12,,,1,1
RODUTPAN S.R.L.,1,8093,,,1,1
RO-Egera S.R.L.,1,48071.29,,,1,1
ALFA-COM-GRUP S.R.L.---COMPRODCOOP---OLYMEL FLAMINGO FOOD S.R.L.,1,21429.01,,,1,1
Roman,1,478262.7,,,1,1
ALFA-COM-GRUP S.R.L.---COMPANY 94 PIRNAU SRL---MATRA S.R.L.,1,3958.42,,,1,1
ALFA-COM-GRUP S.R.L.---COMIGA PROD IMPEX S.R.L.---COPANEX S.R.L.---COREX S.R.L.---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,1,21456.87,,,1,1
Alexgold Distribution SRL---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,1,13420.3,,,1,1
Alexgold Distribution SRL---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,1,7826.88,,,1,1
Romconstant Impex Gheorghe Stefanica S.N.C.,1,5243.41,,,1,1
ROMCONSTANT IMPEX GHEORGHE STEFANICA S.N.C.,1,2896.68,,,1,1
Romconstant Impex Gheorghe Ștefănică S.N.C.,1,1593.78,,,1,1
Alexgold Distribution S.R.L.---Legume Fructe Com S.R.L.,1,25318.53,,,1,1
Alexgold Distribution SRL---LACTATE NATURA---OLYMEL FLAMINGO FOOD S.R.L.,1,521014.32,,,1,1
Alexgold Distribution SRL---COREX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,1,5900.64,,,1,1
Romfulda Prod S.R.L.---Zec Impex,1,111010.07,,,1,1
ROMFULDA PROD S.R.L.---ZEC IMPEX,1,31473.25,,,1,1
Alexgold Distribution S.R.L.---Corex S.R.L.---Olymel Flamingo Food S.R.L.,1,18569.95,,,1,1
Alexgold Distribution SRL---COMPANY 94 PIRNAU SRL---Scandia Food,1,30953.3,,,1,1
ROMICS---SC CANAMAR SRL,1,23790.17,,,1,1
ACVILA---S.C. ROMICS S.R.L.---SC CANAMAR SRL,1,12976.46,,,1,1
Romics---SM Recosemtract,1,551516.03,,,1,1
Alexgold Distribution S.R.L.---Company 94 Pîrnău S.R.L.---Olymel Flamingo Food S.R.L.,1,19755.77,,,1,1
ACVILA---S.C. INTER CONECTER  S.R.L. S.R.L.,1,3782.57,,,1,1
Alexgold Distribution SRL---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.,1,536.42,,,1,1
Alexgold Distribution SRL---CARLAND S.R.L.---SELGROS CASH&CARRY SRL,1,16547.36,,,1,1
ALEXFORCAM SRL,1,148812.6,,,1,1
ABE 2001---VRANLACT DISTRIBUTION,1,324616.48,,,1,1
Alexa Topaz S.R.L.,1,275449.41,,,1,1
A&L EVENTS & SERVICES---GRANBIS,1,151292.81,,,1,1
AGROSEMCU---Velrom,1,882469.43,,,1,1
ACVILA---ROMICS---STEDYAN COM,1,54942.6,,,1,1
Agrosemcu---S.C. Aztec Comimpex S.R.L.,1,83483.87,,,1,1
ACVILA---ROMICS---SIGISMUND COM,1,77781.16,,,1,1
AGROSEMCU---PRODPAN LACHITA---S.C. AZTEC COMIMPEX S.R.L.,1,74773.95,,,1,1
AGROSEMCU---MINI PAN PROD,1,86150.9,,,1,1
RULTRANS INDUSTRY 93 SRL---SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,1,27417.98,,,1,1
RULTRANS INDUSTRY 93 SRL---STEDYAN COM,1,975.31,,,1,1
Rus Iliut Vasile Persoana Fizica Autorizata,1,1916.33,,,1,1
AGROSEMCU---LIDO GIRBEA---VOIPAN SIL S.R.L.,1,496482.9,,,1,1
AGROSEMCU---LIDO GIRBEA---TREI BRUTARI,1,2550485.1,,,1,1
Agrosemcu---Lido Gîrbea---Oltina Impex Prod Com---Voipan Sil S.R.L.,1,1248359.24,,,1,1
Agrosemcu---Lido Gîrbea---Oltina Impex Prod Com---Simultan S.R.L.---Voipan Sil S.R.L.,1,1152331.61,,,1,1
AGROSEMCU---LIDO GIRBEA---OLTINA IMPEX PROD COM---SIMULTAN S.R.L.---VOIPAN SIL S.R.L.,1,2337144.04,,,1,1
AGROSEMCU---LIDO GIRBEA---OLTINA IMPEX PROD COM---S.C. SIMULTAN SRL---VOIPAN SIL S.R.L.,1,2249803.19,,,1,1
SALTEMPO S.R.L.---STEDYAN COM S.R.L.,1,4340.37,,,1,1
Samara Meat,1,36014.79,,,1,1
Agrosemcu---Lido Gîrbea---Oltina Impex Prod Com---Pol Fruct S.R.L.---Voipan Sil S.R.L.,1,528151.99,,,1,1
AGROSEMCU---LIDO GIRBEA---OLTINA IMPEX PROD COM---POL FRUCT SRL---VOIPAN SIL S.R.L.,1,1071191.02,,,1,1
AGROSEMCU---LIDO GIRBEA,1,37399.32,,,1,1
AGROSEMCU---LEGUME FRUCTE COM S.R.L.,1,7660.8,,,1,1
SANGEOSILV S.R.L.,1,11581.83,,,1,1
SANLACTA S.A.,1,128586.59,,,1,1
Sanlacta S.R.L.,1,306845.38,,,1,1
Agrosemcu---Grewe---Olymel Flamingo Food S.R.L.,1,8727.86,,,1,1
AGROSEMCU---GREWE,1,119579.02,,,1,1
Agrosemcu---Falcons---Voipan Sil S.R.L.,1,9908.17,,,1,1
SARIS FRUIT SRL,1,49378.38,,,1,1
S.C. ABE 2001 S.R.L.---STEDYAN COM S.R.L.,1,7237.63,,,1,1
SC Aftico Fine Food SRL,1,110166.56,,,1,1
S.C. AGRO PROD COM DOSA S.R.L. S.R.L.,1,32451.49,,,1,1
Agrosemcu---Falcons---Mini Pan Prod---Velrom---Voipan Sil S.R.L.,1,147028.35,,,1,1
AGROSEMCU---EUROPA STAR SERVICE---VEL PITAR,1,45146.77,,,1,1
SC AIDA PREST COM,1,138868.45,,,1,1
AGROSEMCU---DUNAPAN STAR---OVIPAN,1,153752.35,,,1,1
Agrosemcu---Dobre&Fiii---Vel Pitar,1,1875674.88,,,1,1
AGROSEMCU---Dobre&Fiii---OLTINA IMPEX PROD COM---Velrom,1,2179526.77,,,1,1
ACVILA---REGIA NATIONALA A PADURILOR ROMSILVA RA---S.C. ROMICS S.R.L.---SIGISMUND COM,1,13351.8,,,1,1
ACVILA---ADCON---LECONFEX,1,2613.84,,,1,1
TRENDY,1,305239.62,,,1,1
S.C. AMA FRUCT CP S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,1,7835.58,,,1,1
ACVILA---NUTRIENT SOLUTIONS,1,2266.87,,,1,1
S.C. AMA FRUCT CP S.R.L.---S.C. CERTINVEST S.R.L.---STEDYAN COM S.R.L.,1,1363,,,1,1
S.C. AMA FRUCT CP S.R.L.---S.C. C&M ARTIC IMPORT EXPORT SRL S.R.L.,1,150996.03,,,1,1
S.C. AMA FRUCT CP S.R.L.---S.C. FRUCT IMPORT EXPORT S.R.L.,1,73875.77,,,1,1
S.C. AMA FRUCT CP S.R.L.---S.C. Harghita Retail S.R.L.,1,4866.87,,,1,1
S.C. AMA FRUCT CP S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.,1,78044.6,,,1,1
S.C. AMA FRUCT CP S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.---STEDYAN COM S.R.L.,1,19194.15,,,1,1
S.C. AMA FRUCT CP S.R.L.---SC VELMI PREST SRL,1,136008.52,,,1,1
S.C. AMA FRUCT CP S.R.L.---SORION BĂLENI,1,2925.94,,,1,1
Agrosemcu---Dobre&Fiii,1,1142957.43,,,1,1
TRIX FRESH SRL,1,19315.39,,,1,1
S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,1,27638.55,,,1,1
S.C. AMA FRUCT CP S.R.L.---TARPI S.R.L.,1,25.77,,,1,1
S.C. Ambrosia S.R.L.,1,100638.78,,,1,1
SC AMINA BAKERY SRL,1,61540.21,,,1,1
TUC BAGIU,1,40495.78,,,1,1
S.C. Anm Holders S.R.L.,1,4757.77,,,1,1
S.C. ANM Holders S.R.L.,1,15029.66,,,1,1
Agrosemcu---Diplomatic International---S.C. Patisgal S.R.L.,1,257247.38,,,1,1
S.C. ANM Holders S.R.L.---Stedyan Com S.R.L.,1,5706.06,,,1,1
S.C. ANM HOLDERS SRL---STEDYAN COM S.R.L.,1,5706.06,,,1,1
AGROSEMCU---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,1,8071.99,,,1,1
Agrosemcu---Carland S.R.L.---Company 94 Pîrnău S.R.L.---Falcons---Stedyan Com S.R.L.,1,95092.96,,,1,1
AGROSEMCU---BOROMIR PROD---S.C. AZTEC COMIMPEX S.R.L.,1,56898.4,,,1,1
Carniprod---GRANBIS---MIRMAN COMPANY  SRL---S. C. MCA COMERCIAL S.R.L---STEDYAN COM---VASCAR S.A.,1,47010.93,,,1,1
Carpatis---Copanex S.R.L.,1,2641.98,,,1,1
CARPATIS---COPANEX S.R.L.,1,2262.28,,,1,1
Carpatis---Copanex S.R.L.---Five Continents S.R.L.,1,81554.38,,,1,1
CARPATIS---COPANEX S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,1,3645.29,,,1,1
ACVILA---NOVAPLUS SRL---S.C. ROMICS S.R.L.,1,3301.78,,,1,1
CARPATIS---COPANEX S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.,1,2626.08,,,1,1
Carpatis---Copanex S.R.L.---Vascar S.A.,1,48932.63,,,1,1
CARPATIS---COREX S.R.L.,1,15859.7,,,1,1
CARPATIS---COREX S.R.L.---Cristim 2 Prodcom---DIACARN FOOD---SC BLACK SEA EUROINVESTMENT SRL,1,15353.86,,,1,1
CARPATIS---COREX S.R.L.---Cristim 2 Prodcom---GEOCOR TRADE IMP-EXP S.R.L.,1,14122.87,,,1,1
CARPATIS---COREX S.R.L.---CRIS-TIM COMPANIE DE FAMILIE,1,14236.51,,,1,1
CARPATIS---COREX S.R.L.---DIACARN FOOD---SC BLACK SEA EUROINVESTMENT SRL,1,10070.65,,,1,1
Carpatis---Corex S.R.L.---Geocor Trade Imp-Exp,1,26789.88,,,1,1
ACVILA---LECONFEX S.R.L.---STEDYAN COM S.R.L.,1,556.34,,,1,1
CARPATIS---COREX S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---VANBET SRL,1,8313.22,,,1,1
CARPATIS---CRISTIANA LINE S.R.L.---EUROPEAN GROUP FOOD,1,6861.27,,,1,1
CARPATIS---Cristim 2 Prodcom---ELLMAR COM,1,1127.7,,,1,1
CARPATIS---Cristim 2 Prodcom---SC BLACK SEA EUROINVESTMENT SRL,1,1621.46,,,1,1
CARPATIS---Cristim 2 Prodcom---S.C NISARA IMPEX S.R.L,1,1870.36,,,1,1
Carpatis---Cristim 2 Prodcom---Vascar S.A.,1,115361.94,,,1,1
CARPATIS---CRIS-TIM COMPANIE DE FAMILIE,1,10246.88,,,1,1
CARPATIS---CRIS-TIM COMPANIE DE FAMILIE---GEOCOR TRADE IMP-EXP,1,9260.59,,,1,1
CARPATIS---Cristim - Tim Companie de Familie SRL---ELLMAR COM,1,6298.54,,,1,1
CARPATIS---Cristim - Tim Companie de Familie SRL---SC BLACK SEA EUROINVESTMENT SRL,1,2025.83,,,1,1
CARPATIS---Cristim - Tim Companie de Familie SRL---S.C NISARA IMPEX S.R.L,1,4039.5,,,1,1
CARPATIS---Cristim - Tim Companie de Familie SRL---S.C. SALTEMPO S.R.L. S.R.L.,1,4015.17,,,1,1
Carniprod---DIACARN FOOD---S.C NISARA IMPEX S.R.L,1,10536.78,,,1,1
CARPATIS---DIACARN FOOD---ELLMAR COM,1,164264.4,,,1,1
SC APICRIS NATURA SRL---STRUNGARIU & CO RIGAMS LM SNC,1,6451.72,,,1,1
CARPATIS---DIACARN FOOD---NICBAC PROD,1,77153.71,,,1,1
Carniprod,1,1216.72,,,1,1
CARPATIS---DIACARN FOOD---SC BLACK SEA EUROINVESTMENT SRL,1,39540.79,,,1,1
CARPATIS---DIACARN FOOD---S.C. Fleischparty SRL S.R.L.,1,53799.2,,,1,1
CARPATIS---DIACARN FOOD---SC NICBAC PROD SRL,1,22858.88,,,1,1
AGROSEMCU---BLACK SEA EUROINVESTMENT,1,18257.85,,,1,1
CARPATIS---ELLMAR COM---OLYMEL FLAMINGO FOOD S.R.L.,1,824.33,,,1,1
CARPATIS---ELLMAR COM---S.C. BIOTA COM S.R.L. S.R.L.,1,725.97,,,1,1
CARPATIS---ELLMAR COM---SC BLACK SEA EUROINVESTMENT SRL,1,2745.3,,,1,1
ACVILA---LECONFEX S.R.L.---S.C. ROMICS S.R.L.---S.C. Safeway International Impex SRL S.R.L.---SIGISMUND COM,1,323.44,,,1,1
AGRO ROPAN IMPEX---DOIMAN COM S.R.L.---La Leul Com,1,14038.73,,,1,1
Carpatis---Five Continents S.R.L.,1,84376.74,,,1,1
ACVILA---LECONFEX S.R.L.---S.C. INTER CONECTER  S.R.L. S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,1,3852.21,,,1,1
CARPATIS---FIVE CONTINENTS S.R.L.---KALMAN DISTRIBUTION S.R.L.,1,51647.67,,,1,1
CARPATIS---Fleischparty SRL,1,28752.36,,,1,1
Unimar Com,1,73408.73,,,1,1
CARPATIS---GEOCOR TRADE IMP-EXP---S.C NISARA IMPEX S.R.L,1,27778.35,,,1,1
Carpatis---Geocor Trade Imp-Exp---Selgros Cash&Carry S.R.L.,1,93703.14,,,1,1
CARPATIS---GEOCOR TRADE IMP-EXP S.R.L.---S.C. apex expert S.R.L.,1,19201.46,,,1,1
CARPATIS---LARGER CARM SRL,1,23604.32,,,1,1
CARPATIS---METRO CASH & CARRY ROMANIA---VANBET SRL,1,4110.95,,,1,1
CARPATIS---NED COM,1,60804.63,,,1,1
AGRO ROPAN IMPEX,1,131119.42,,,1,1
CARPATIS---RUX---S.C NISARA IMPEX S.R.L,1,31391.32,,,1,1
AGRO PROD COM DOSA S.R.L.,1,57807.58,,,1,1
S.C. BIOTA COM S.R.L. S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,1,2129.26,,,1,1
CARPATIS---S.C. Fleischparty SRL S.R.L.,1,8396.37,,,1,1
Carpatis---S.C. Nisara Impex S.R.L.,1,54617.49,,,1,1
CARMO LACT PROD S.R.L.---ROMFULDA PROD S.R.L.,1,60196.4,,,1,1
CARPATIS---S.C NISARA IMPEX S.R.L---SC BLACK SEA EUROINVESTMENT SRL,1,2024.62,,,1,1
S.C. BIOTA COM S.R.L. S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.,1,11645.81,,,1,1
S.C. BKT FOREST SRL,1,39743.98,,,1,1
CARPATIS---S.C. VASCAR S.A. S.R.L.,1,255364.71,,,1,1
CARMO LACT PROD S.R.L.---PICOLACT PRODCOM SRL---ROMFULDA PROD S.R.L.,1,14137.2,,,1,1
CARMO LACT PROD S.R.L.---PARHAN COM S.R.L.,1,846.1,,,1,1
CARPATIS---VANBET SRL,1,1692.74,,,1,1
Agro Prod Com Dosa S.R.L.,1,54624.56,,,1,1
SC BLACK SEA EUROINVESTMENT SRL---SPICUL 2,1,199378.11,,,1,1
AGRO-PAN-STAR S.R.L.---DORNA LACTATE---S.C. TIPOTRANS S.R.L.,1,386490.3,,,1,1
CASA DE COMENZI DUMI,1,144673.48,,,1,1
CASA GHEORG COFE-PAT,1,69008.58,,,1,1
CARMO LACT PROD S.R.L.---LECONFEX S.R.L.---ROMFULDA PROD S.R.L.,1,27488.99,,,1,1
Casa pâinii,1,744607.54,,,1,1
Casa Pâinii,1,167632.63,,,1,1
C&C Activ General Concept,1,13274,,,1,1
CARMO LACT PROD S.R.L.---LACTATE NATURA,1,2781.7,,,1,1
CARMO LACT PROD S.R.L.---COREX S.R.L.---ROMFULDA PROD S.R.L.,1,1686.54,,,1,1
CELLMAR S.R.L.---GRANBIS---STEDYAN COM S.R.L.,1,56383.44,,,1,1
CELLMAR S.R.L.---STEDYAN COM S.R.L.,1,13668.44,,,1,1
CERAGRIM S.R.L.,1,19232.17,,,1,1
CEREALCOM GALATI,1,944833.89,,,1,1
CARMO LACT PROD S.R.L.---COREX S.R.L.---MATRA S.R.L.,1,25130.13,,,1,1
CARMO LACT PROD S.R.L.---COREX S.R.L.---LECONFEX S.R.L.,1,3720.31,,,1,1
CERNEA S. MIHAI-ANDREI I.I.---PARHAN COM S.R.L.---STEDYAN COM---SUPER EXTRA PAN S.R.L.,1,22175.15,,,1,1
Cernea S. Mihai-Andrei I.I.---S.C. Ama Fruct CP S.R.L.---S.C. Metro Cash & Carry România S.R.L.---Stedyan Com S.R.L.,1,5006.64,,,1,1
Cernea S. Mihai-Andrei I.I.---S.C. Ama Fruct CP S.R.L.---Stedyan Com S.R.L.,1,298.23,,,1,1
SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.---apex expert,1,17382.51,,,1,1
SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.---STRUNGARIU & CO RIGAMS LM SNC,1,2699.49,,,1,1
CARMO LACT PROD S.R.L.---COREX S.R.L.---LACTATE NATURA,1,2307.55,,,1,1
CARMO LACT PROD S.R.L.---COREX S.R.L.,1,56548.79,,,1,1
CARMO LACT PROD S.R.L.---COMLACT---LECONFEX S.R.L.,1,27376.15,,,1,1
CIA Metal,1,142973.77,,,1,1
