winner_name,cui,email,phone,website,city,address,sector,wins,total_value_ron,match_source
REPS,1138487,consalbia@gmail.com,+40744323132,,,,,1,1651.2,companies_name
XGX BUSINESS SOLUTIONS,39746546,calin.lisovschi@lbsol.ro,0724438202,,,,,1,908.26,fuzzy:0.66
DACRIS IMPEX S.R.L.,5740077,lumaxproiect@outlook.com,0241613682,,,,,1,750.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
LUCULUSS PROD COM,6128158,,0749322412,,,,,1,660.0,
SC LORDINU SRL,6358351,,0263224657,,,,,1,2312.0,
SARIS COM SRL,15173301,,0239616364,,,,,1,419.33,
SELSI COM,10134816,elsi_com@yahoo.com,0721448436,,,,,1,60000.0,csv:romania_with_email.csv
SEMTEST CRAIOVA,2302650,office@semtestcraiova.ro,051133708,,,,,1,2250.0,csv:ddg_contacts.csv
REFRACERAM S.R.L.,15776493,,0254778001,,,,,1,18400.0,
FAST SERVICE SRL,1972481,9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,+40761326781,,Municipiul Piatra Neamt,"Municipiul Piatra Neamt, Sector 0, Str. LEONIDA DIMITRIE, nr. 17",,1,2293.77,csv:contacts_fast.csv
PETERPREST SERV,25395666,,0722217410,,,,,1,9300.0,
ANYDENY CONSTRUCT IULIAN S.R.L.,33819673,,,,"Sat Slobozia, Comuna Slobozia","Sat Slobozia, Comuna Slobozia, MACESULUI, nr. 26",,1,7886.06,
COMALIMENT-TITAN S.A.,13161432,hr@comaconstruct.ro,0744610250,,,,,1,35500.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MOARA VECHE,8677225,moaraveche@moaraveche.ro,3234547,,,,,1,44835.0,food_distribution_name
BENNY SHOP,48942843,,0742505424,,,,,1,33616.0,
RODEO DANY TWO S.R.L.,48155484,,0765569487,,,,,1,30476.0,
POP ARIANA CARMINA INTREPRINDERE INDIVIDUALA,43677339,70popadaniela@gmail.com,+40753421461,,,,,1,792.0,fuzzy:0.53
MAGNET CENTER SRL,24813531,,0763801245,,,,,1,87.4,
ALL ARFATIM,39563883,,0724546959,,,,,1,6977.0,
ROMSOLUTIONS IMEX S.R.L.,38523619,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 5, STR. NOVACI, NR.11, BL.P33, SC.3, ET.8, AP.97",,1,102620.0,
SC Romoffice Grup SRL,15808056,,0726281158,,,,,1,100851.0,
DYNAMIC IMPACT TM,41748379,evodent.tm@gmail.com,0761137157,,,,,1,2026.8,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
GREEN PROFESIONAL INVEST,22527614,IRINA@GREENTECHPRO.RO,+40720401014,,"Sat Galasesti, Comuna Budeasa","Sat Galasesti, Comuna Budeasa, Galasesti, nr. 78",,1,2689.07,csv:virgil_schema.fuzzy_enriched.csv
EKOMMERCE EST SRL,24795842,,0723258349,,,,,1,2142.0,
DAVEXIM,16454062,office@davexim.ro,0368420054,,,,,1,73.0,csv:contacts_fast.csv
CELERA CHEMIE,36165468,,012345678,,,,,1,1091.58,
TAKEANDEAT,34314598,resurseumane@takeandeat.ro,0745189230,,,,,1,34504.0,contractors
DIDONA B,3951906,didonab_sendreni@yahoo.com,0236826317,,,,,1,3600.0,food_distribution_name
BALOG EMESE PERSOANA FIZICA AUTORIZATA,32346836,sanducostica22@yahoo.com,+40741048422,,,,,1,4246.79,fuzzy:0.52
Pepiniera Dendrofloricola Cobadin,28411766,contact@pepinieracobadin.ro,,,,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. PESCĂRUŞ, NR.31, CAMERA NR.2",,1,4500.0,csv:ddg_contacts.csv
LAZAR GRUP,16305273,lazartrans.office@yahoo.com,0242337022,,,,,1,642.2,csv:virgil_schema.fuzzy_enriched.csv
HANDORKA MARKTE,38013610,,0740759978,,,,,1,439.2,
K&K LEMN PROD -TRANS,16881870,,0743277036,,,,,1,12002.0,
NEVA NEVA CONSTRUCT,50125604,office@consult-construct.ro,0269213283,,,,,1,40000.0,fuzzy:0.53
EVENTS & WEDDING PLANNER,39502649,,0748365526,,,,,1,19634.0,
Ocolul Silvic Dealul Sibiului RA,17454834,office@lignum.ro,+40741643272,,,,,1,25000.0,companies_prefix
MIDI CASIO,8298604,office@vilaleonida.ro,888197,,,,,1,388.8,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
BRAT VALMS SERVICE TUR SRL,39164009,,0744592317,,,,,1,59800.0,
NEMET LINE & ZOO,34351251,,0752404943,,,,,1,5102.5,
SC TITI-MARI,15164150,weade_titi@yahoo.com,0743106965,,,,,1,78200.0,fuzzy_fd:0.50
BADUC,1568611,office@baduc.ro,0212225000,,,,,1,1966.22,csv:romania_with_email.csv
DISTRY EXCLUSIV,38361622,office@exclusivcatering.ro,0733307011,,,,,1,74880.0,fuzzy_fd:0.56
TIPOROS COMPANY SRL,34966060,,,,,"JUD. OLT, MUN. SLATINA, STR. GRĂDINIŢEI, NR.4",,1,8460.0,
UNU TIC,16398418,ciprian.turea@ambalajulperfect.ro,0744849679,,,,,1,26679.8,contractors
CAMVA CONSULTING,44144750,manager@sovconsulting.ro,+40744303115,,,,Transport,1,1000.0,fuzzy:0.48
JUNIOR BAKERY,40466868,granpandor@gmail.com,+40725808954,,,,,1,72440.0,companies_name
CICIOU ADRIAN FOREST S.R.L.,41858800,adrianexpforest@yahoo.com,+40744912917,,,,,1,46500.0,fuzzy:0.56
FOREST BABICI,16642112,ursachiovidiu@yahoo.com,0752638073,,,,,1,11250.0,fuzzy_fd:0.50
CENTRUL DE CERCETARI BIOLOGICE,4494985,mhlmitroi@yahoo.com,0744395269,,Dolj > MUNICIPIUL CRAIOVA > CRAIOVA,,,1,70600.0,companies_prefix
D&C GARDEN DESIGN SRL,28656901,fleservaler@gmail.com,0723585931,,Alba > MUNICIPIUL ALBA IULIA,,,1,31512.0,fuzzy:0.47
sc toscana primo sole,40465463,,0740383961,,,,,1,161000.0,
CSM LEMN PRODUCTION SRL,35857657,csm.lemn@yahoo.com,+40766326056,,"Sat Carpinis, Comuna Crasna","Sat Carpinis, Comuna Crasna,  , nr. 82",,1,70800.0,companies_cui
TOBY OFFICE SRL,18466837,,0726225725,,,,,1,1279.0,
DEAK CECILIA INTREPRINDERE INDIVIDUALA,47555423,mariuscretu624@yahoo.com,+40763378862,,,,,1,43813.0,fuzzy:0.51
BALEX,18265132,contact@agropensiunealex.com,,,,"JUD. CLUJ, SAT VALEA IERII COM. VALEA IERII, VALEA IERII, NR.150A",,1,38095.0,csv:romania_with_email.csv
FENCE PRODCOM,22851830,,0732820165,,,,,1,39600.0,
AMBRUS-PRODTRANS,15922734,,0266339140,,,,,1,1800.0,
TIMARA,21061035,office@hoteltiara.ro,0749163539,,,,,1,540.0,csv:romania_with_email.csv
Agroconcept Impex,33856094,mirabela.raduinea@agroconcept.ro,0799974158,,,,,1,375.28,contractors
CALMAR SRL,16144240,hotelalmar@yahoo.com,0744637698,,,,,1,55250.0,csv:romania_with_email.csv
DANSKI SIN,19123802,cristina.ionescu@dan-int.ro,0788375456,,,,,1,57950.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC ALPINFACT SRL,4795414,alpinpensiune@gmail.com,0745793449,,,,,1,32000.0,fuzzy_fd:0.45
PROCESS ENGINEERING S.R.L.,16217333,office@klarwin.com,0213135473,,,,,1,2296.0,csv:romania_with_email.csv
ARALDIKA,41261712,,0747954910,,,,,1,810.0,
VAN NASTASA COMPANY,8493435,contact@targetare.ro,0233244652,,,,,1,7000.0,csv:ddg_contacts.csv
PROCON ROADPIPE,34028774,,,,,"JUD. CARAŞ-SEVERIN, ORŞ. OŢELU ROŞU, STR. 22 DECEMBRIE 1989, BL.3, SC.D, AP.1",,1,19840.0,
LEONARD FOREST,21302567,vilaleonard@yahoo.com,,,,"JUD. SUCEAVA, MUN. RĂDĂUŢI, STR. ING. ANDRONIC MOTRESCU, NR.20",,1,42000.0,fuzzy_fd:0.53
KELEMEN M. JUDIT,32332946,kelemens.okland@gmail.com,0740177442,,,"JUD. HARGHITA, SAT SUSENI COM. SUSENI, SUSENI, NR.178",,1,1743.12,fuzzy_fd:0.50
DGA ROUTE,37314100,restaurant_route60@yahoo.com,+40723218149,,,,,1,4200.0,fuzzy_fd:0.46
NOVIA EVENTS,37872777,,,,,"JUD. ILFOV, ORŞ. PANTELIMON, STR. INDEPENDENŢEI, NR.9, ET.2, AP.16",,1,5320.0,
NELUTU SARMI TRANS,47606519,,0773346744,,,,,1,21187.5,
ATI GREEN SHOP,38243864,contabilitate@mindshop.ro,0799836329,,,,,1,29671.32,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PRODAL 94,6646141,adina.chiuchiunea@stalinskaya.com,+40746448866,,,,,1,16493.4,companies_name
T & T COMPANY,15421121,popa.mirela@rcti.ro,0266346654,https://rcti.ro,Municipiul Brasov,"Municipiul Brasov, ZIZINULUI, nr. 121E",,1,1540.0,fuzzy:0.53
EDWARD BEST COMPANY S.R.L.,49615246,,0749532978,,,,,1,105000.0,
EURO-MIXT,16421766,europrodmixt_is@yahoo.com,0744119705,,,,,1,1926.4,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ECONOMIC THERMO ENERGY,40618281,,,,,"JUD. DÂMBOVIŢA, SAT GHERGANI ORŞ. RĂCARI, STR. ORACA, NR.113A",,1,46950.0,
CSILLAG SRL,4972117,office@motelcsillag.ro,0266339700,,,,,1,132000.0,food_distribution_name
MAURIN COMPANY,9649703,,0743297200,,,,,1,1775.11,
BMI FUTURE SUN,40164495,,,,,"JUD. ILFOV, SAT TAMAŞI COM. CORBEANCA, STR. CIOCÂRLIEI, NR.2, CAMERA NR. 1",,1,744.0,
TURTUREA GHE. MIRELA INTREPRINDERE INDIVIDUALA,29107820,vass_orsi@yahoo.com,+40740167473,,,,,1,6665.2,fuzzy:0.48
ASOCIATIA VALMONA-BIROTICA,32359682,oftherecord25@outlook.com,07996699964,,Municipiul București > MUNICIPIUL BUCURESTI > BUCU,,,1,605.74,companies_prefix
AGROFOREST RACHITOASA,50886320,,,,,"JUD. BACĂU, SAT RĂCHITOASA COM. RĂCHITOASA, STR. EROILOR, NR.28, SC.A, ET.1, AP.3",,1,114000.0,
BIOGENETIX S.R.L.,15845119,,0744530528,,,,,1,1200.0,
PROD-LEMN MUJNA,493804,,0266222217,,,,,1,25000.0,
RAMOCSA,6925979,contact@targetare.ro,0266222217,,,,,1,25000.0,csv:ddg_contacts.csv
BIN-FURNI PROD SRL,7045549,,0744607897,,,,,1,12605.04,
SC VALEXFAG FOREST SRL,33997670,,0761672262,,,,,1,11250.0,
CODLIV,15171696,,,,,"JUD. BIHOR, SAT DUMBRĂVIŢA DE CODRU COM. ŞOIMI, COM. SOIMI, NR.109/B",,1,29670.3,
OCHEA S CRISTINEL INTREPRINDERE INDIVIDUALA,37344410,raducu_cristiann@yahoo.com,+40747942129,,,,,1,17948.7,fuzzy:0.61
PRODES 2002,14312762,,0722207462,,,,,1,3200.0,
GENETICS-VET,47009561,,0746265859,,,,,1,2521.0,
DARIA & ALEX INVEST S.R.L.,39620938,,,,,"JUD. ARGEŞ, SAT BEREVOEŞTI COM. BEREVOEŞTI, NR.789A, CAMERA 2",,1,38400.0,
ECHIPA MINUNATA,49739023,,0762927777,,,,,1,2000.0,
CASIAN NIMO,15714903,barnaadriana1983@gmail.com,0741037731,,,,,1,4821.39,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
TRINITI TRADING STAR  2004 S.R.L,16135128,,0732405235,,,,,1,1895.04,
CREATIV INVEST SRL,16416735,ii.poparadu@yahoo.com,0742022482,,"Sat Orasti, Comuna Posaga",,,1,7315.0,companies_prefix
ELBORIS COM,6772328,,0264433465,,,,,1,737.52,
NICBAC PROD,9817750,nic_bac_prod@yahoo.com,+40743338295,,,,,1,50000.0,companies_name
GRUP T.S.A. COMPANY,16378500,juridic@tsagroup.ro,0750464955,,,,,1,803.0,contractors
METALSIM COMPANY,6327215,,,,,"JUD. BACĂU, SAT HEMEIUŞ COM. HEMEIUŞ, STR. ŞCOLII, NR.53",,1,13897.5,
COMLIBRIS,2665191,,0254219232,,,,,1,18980.0,
SILVI CONSULT,18325269,,0744619258,,,,,1,604.8,
Next Birotica Distribution,30872095,daniel.tocitu@fancourier.ro,+40265311470,,Brasov,,,1,1169.8,fuzzy_fd:0.47
MITHOUSE COMPANY S.R.L.,43389565,,,,,"JUD. SIBIU, SAT SLIMNIC COM. SLIMNIC, STR. PRINCIPALĂ, NR.42",,1,26000.0,
SC MOLGARDEN SRL,18193753,contact@moongarden.ro,,,,"JUD. MUREŞ, SAT CRISTEŞTI COM. CRISTEŞTI, STR. SPORTULUI, NR.637/D",,1,16573.0,fuzzy:0.50
DANGEONELA FOREST S.R.L.,45576896,,0765516971,,,,,1,44000.0,
Asociatia Composesorat Bolygo,13012970,oftherecord25@outlook.com,07996699964,,Municipiul București > MUNICIPIUL BUCURESTI > BUCU,,,1,77280.0,companies_prefix
DACFOREST,14591462,,0744359256,,,,,1,56250.0,
FOREST LAZAR COMPANY,34304543,,,,,"JUD. ARAD, SAT VÂRFURILE COM. VÂRFURILE, STR. GĂRII, NR.105",,1,9600.0,
FESAFOREST APP S.R.L.,47519293,,0749825888,,,,,1,14000.0,
la chocolaterie fresh SRL,41339650,,0748326918,,,,,1,9984.0,
SERVICE PAR S.R.L.,700756,safesericerom@gmail.com,0745751215,,,,,1,28600.0,fuzzy:0.50
SALT STAR CORPORATION,30581819,conta.saltstar@gmail.com,+40773306193,,,,,1,26337.6,companies_name
BIO COVER DECOR,30446898,,0726277100,,,,,1,2160.0,
SILVADOR FOREST S.R.L.,9668837,liviuff@yahoo.com,+40723416146,,,,Transport,1,108470.0,fuzzy:0.60
Apan Agriculture Equipments,17540498,,0239613094,,,,,1,3600.0,
DENITUD,4736566,,0745854827,,,,,1,2534.98,
Rusu M Valerica,31116367,,0746590112,,,,,1,4068.0,
MARE SAPIDA S.R.L.,51432054,valentin.serban.jr@gmail.com,0745052266,,,,,1,3420.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC TDL BRADET SRL,14644923,hotelbradet@gmail.com,0722197974,,,,,1,16800.0,fuzzy_fd:0.64
CHEMICAL LTD,8976480,fabricacomana@yahoo.com,+40755100939,,,,,1,13637.58,companies_name
DEPOZIT LEMN SILISCANI SRL,51400192,,0747593616,,,"JUD. BOTOSANI, SAT SILISCANI COM. GORBANESTI, STR. PRINCIPALA, NR.2",,1,130000.0,
CUCCOS MARKET,33304790,marchitanvadim8@gmail.com,0741676847,,,,,1,697.25,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC PROMETEU SRL,1758446,natalia.popescu@prometer.ro,0788760171,,,,,1,24300.0,csv:virgil_schema.fuzzy_enriched.csv
MARPUR ACTUAL STROIA,40378812,,,,,"JUD. CARAŞ-SEVERIN, SAT STĂNCILOVA COM. ŞOPOTU NOU, STĂNCILOVA, NR.21",,1,4761.92,
DISTRACTIV S.R.L.,16895794,contact@targetare.ro,0263369484,,,,,1,30000.0,csv:ddg_contacts.csv
ROMELA,972289,romela.bacau@yahoo.com,0748222931,,,,,1,4334.4,anofm
PIN FAGET,17151717,borloveanueliza@yahoo.com,0748767163,,,,,1,89400.0,fuzzy_fd:0.46
RAM ZOLADIN,37680941,,0749345747,,,,,1,6496.0,
FORMOBI CONSTRUCT SRL,16562625,nova.infra.construct@gmail.com,244442,,,,,1,2823.52,fuzzy:0.48
PERMIS TRANS,12106910,,0723985036,,,,,1,42500.0,
GLOBAL EQUIPMENTS S.R.L.,26486690,,0740316940,,,,,1,640.0,
STEFANA BRADUL,24216266,tudosie.maria@gmail.com,0745118762,,,"JUD. HARGHITA, SAT BILBOR COM. BILBOR,  , NR.324B",,1,12400.0,fuzzy_fd:0.53
SC BUSE LEMS SRL,37322781,,,,,"JUD. TELEORMAN, SAT POROSCHIA COM. POROSCHIA, POROSCHIA",,1,45500.0,
NIC & IOAN,18277625,marianichitut66@yahoo.com,,https://produsmontan.ro/produse_montane/mure-de-cultura-nichitut-ioan-i-i/,SATU MARE,"Sat Gherța Mică, str. Principală nr. 584, jud. Satu Mare",PRODUSE VEGETALE,1,13776.0,fuzzy:0.50
EURO ARISTRAVEL S.R.L.,43976381,,0755540863,,,,,1,38000.0,
NADIMAR DRIVE,26024313,,0742250374,,,,,1,7428.6,
G T P D,4665341,resurse.umane@gtpd.ro,0744624170,,,,,1,1395.0,anofm
BOLDOR FLOREX COM SRL,6991484,,0260628432,,,,,1,4900.5,
LOC-IND,3175546,,0754847893,,,,,1,5280.8,
EFARM TOP,33939106,,0724281819,,,,,1,125.0,
TRAUDI TRIPLET COM SERV S.R.L.,43570501,,,,,"JUD. CARAŞ-SEVERIN, SAT IAZ COM. OBREJA, IAZ, NR.184",,1,12000.0,
ALIMAR TRANSPORT,37242453,ceadirgeanuliliana@gmail,,,,"JUD. VRANCEA, SAT VIZANTEA RAZASEASCA COM. VIZANTEA-LIVEZI, VIZANTEA RAZASEASCA",,1,96250.0,csv:virgil_schema.fuzzy_enriched.csv
FILIP MAR COMPLEX S.R.L.,43885976,office.vilamarinn@gmail.com,,,,"JUD. ARGEŞ, SAT PĂULEASCA COM. MICEŞTI, NR.20",,1,84000.0,fuzzy_fd:0.50
LASAFOREST S.R.L.,39164734,,0723672267,,,,,1,4400.0,
ROYAL GARDEN ART,34665769,office@royal-garden.ro,742500090,,,,,1,3091.74,fuzzy_fd:0.76
Manu Forest SRL,15388904,anachirciu@yahoo.com,0740518145,,,,,1,161000.0,fuzzy_fd:0.62
SARA IOANA & MANUELA SRL,31210770,,0741549593,,,,,1,40000.0,
SC DESZKA SRL,17933764,viorica.neagu@yahoo.com,0766206347,,,,,1,65824.0,anofm
ROXANA SRL,2733911,av.roxanamargulescu@gmail.com,nan,,,,,1,1167.36,contractors
ELECTRONICS DM S.R.L.,10985340,careers@ea.com,0257255519,,,,,1,2600.84,companies_prefix
GIOVANI CONSTRUCT,23156182,office@consult-construct.ro,0749723922,,,,,1,97500.0,fuzzy:0.45
GOLDEN LOG EXPEDITION S.R.L.,47548914,,0756934629,,,,,1,27900.0,
GUZMANIA,12549909,,0266365476,,,,,1,816.51,
DONBURS FOREST,18731518,contact@targetare.ro,0237 627225,,,,,1,78500.0,csv:ddg_contacts.csv
SANGRAM KARMA S.R.L,6834730,contact@targetare.ro,0723201249,,,,,1,9865.0,csv:ddg_contacts.csv
ARDAPHI,45249401,,,,,"JUD. ILFOV, COM. MOGOŞOAIA, STR. PRELUNGIREA COLENTINA, NR.10, CAMERA 1",,1,117000.0,
BELLA GARDEN AT 15 SRL,35363726,,,,"Sat Clinceni, Comuna Clinceni","Sat Clinceni, Comuna Clinceni, VIILOR, nr. 14",,1,16900.0,
OFFICECAFFE,30940491,,,,,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, BLD. PANDURILOR, NR.94, AP.3",,1,5040.0,
SC CONT FOREST SRL,15578941,contact@targetare.ro,,,,"JUD. SIBIU, SAT GURA RÂULUI COM. GURA RÂULUI, NR.140",,1,32500.0,csv:ddg_contacts.csv
FLORALIS ARAD,39535247,,0740057818,,,,,1,4064.69,
FORESTSIB IULIAN,33687068,,0733357007,,,,,1,56000.0,
MICHI MAGIC,48445186,info@pensiunea-magic.ropensiunea.magic,0769509945,,,"JUD. IASI, SAT RUGINOASA COM. RUGINOASA, STR. PETRU RARES, NR.4",,1,6900.0,fuzzy_fd:0.55
Ralu Impex,15486899,ralu_company@yahoo.com,0742078893,,,,,1,19200.0,csv:virgil_schema.fuzzy_enriched.csv
HELIX,7768783,hotel@helin.ro,+40268456777,,"Loc. Predeal, Oras Predeal","Loc. Predeal, Oras Predeal, MIHAIL SAULESCU, nr. 62",,1,1834.86,fuzzy_fd:0.50
CUCU SI PUPAZA SRL,13810262,,0788137006,,,,,1,16200.0,
TOP OFFICE INTERNATIONAL SRL,16456063,hr@hotelinternational.ro,0723183757,,,,Transport,1,681.1,fuzzy:0.50
ARINUT GREEN S.R.L.,45765496,gheneamtu@gmail.com,,,,"JUD. DÂMBOVIŢA, SAT VIIŞOARA COM. ULMI, STR. PRINCIPALĂ, NR.16",,1,7847.0,fuzzy_fd:0.48
MASTEL SERV SRL,5439369,mastelcom@yahoo.com,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. LIZEANU, NR.12, BL.TRONSON II, ET.P",,1,3193.28,csv:virgil_schema.fuzzy_enriched.csv
ENDLER FISH,43920380,,0749585140,,,,,1,20000.0,
KEDAL TIM KS,45311783,,0746090352,,,,,1,38940.0,
NARPO-CONSULT,15182164,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 6, STR. ORŞOVA, NR.6, BL.G1, SC.3, ET.P, AP.38",,1,94.0,
RADIN COM,5766816,gradinitahuedin@yahoo.com,0763699791,,,,,1,572.16,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ALMAG TOPSPEED,30112944,,,,,"JUD. ARGEŞ, SAT SUSENI COM. BOGAŢI,  , NR.95",,1,17700.0,
BALTATESCU CHIM MET,2041163,,212576,,,,,1,188.3,
TRANSMEDIC IMPEX,34725178,,0364401494,,,,,1,100.0,
PRECISA,14859728,office@preciosa.ro,0269227671,,,,,1,234.0,csv:romania_with_email.csv
DAVIAND FOREST,33934257,ursachiovidiu@yahoo.com,,,,"JUD. VÂLCEA, SAT VAIDEENI COM. VAIDEENI, VAIDEENI, NR.388, ET.1",,1,12000.0,fuzzy_fd:0.47
Dragaforest,14576896,contact@targetare.ro,093377428,,,,,1,90400.0,csv:ddg_contacts.csv
Hunter VIP,18061353,ionutcop@yahoo.com,0728250555,,,,,1,2890.0,contractors
FORESTS & PASTURES STUDIES S.R.L.,45900088,,,,,"JUD. BRAŞOV, MUN. BRAŞOV, STR. CARPAŢILOR, NR.93, BL.16, ET.P, AP.03",,1,5000.0,
TOTAL STORE PLUS,41042100,optimplus.ro@gmail.com,0743862267,,,,,1,372.0,fuzzy:0.48
SAF FOREST S.R.L.,47632151,ursachiovidiu@yahoo.com,0744814646,,,,,1,23200.0,fuzzy_fd:0.64
MASTER CONSTRUCT SHOP,36477150,kobraserv@yahoo.com,,,,"JUD. PRAHOVA, SAT DUMBRAVA COM. DUMBRAVA, STR. PRINCIPALĂ, NR.59",,1,840.92,fuzzy:0.60
VICOCHIM,6472738,contact@targetare.ro,,,,"JUD. CĂLĂRAŞI, SAT ROSEŢI COM. ROSEŢI, STR. C. A. ROSETTI, NR.212",,1,21000.0,csv:ddg_contacts.csv
STANCAFOREST,36340631,,0755540610,,,,,1,9523.8,
Elisa Trans,13731576,,0766674638,,,,,1,47952.0,
AUTOGARA COM SRL,12501862,olteanu.roxana1979@hotmail.com,+40244337541,,,,Transport,1,89.6,companies_name
"COMERT PRODUCTIE SERVICII ""HELIKON""",540000,,0746126112,,,,,1,10023.12,
FARMACIA TONICA,17658176,,0723512927,,,,,1,1212.5,
POZITIV EST,37235162,,,,,"JUD. ILFOV, SAT GHERMĂNEŞTI COM. SNAGOV, STR. RĂZOARE, NR.1, BL.PR2, SC.2, AP.15",,1,358.8,
HEP FOREST,40033503,ursachiovidiu@yahoo.com,0756460250,,,,,1,21000.0,fuzzy_fd:0.64
LAU TRANS,17152178,,0729962971,,,,,1,60000.0,
SC ESTICONS S.R.L.,23484139,,,,"Sat Barzava, Comuna Barzava","Sat Barzava, Comuna Barzava, Sector 0, nr. 323",,1,8403.3,
Gils Optim Vision,37402465,,0747030164,,,,,1,62400.0,
CRENGUTA MARKET,35009479,cabanacrenguta@gmail.com,,,,"JUD. ARAD, MUN. ARAD, STR. MIRAJ, NR.8",,1,3329.64,fuzzy_fd:0.56
LUCA FOREST SRL,51349782,ursachiovidiu@yahoo.com,0734202462,,,"JUD. CALARASI, SAT RADOVANU COM. RADOVANU, STR. ARGESULUI, NR.68",,1,23800.0,fuzzy_fd:0.58
DSR IDEAL CONSTRUCT,49894647,czagrean7@gmail.com,,,Municipiul Onesti,"Municipiul Onesti, GARII, nr. 8A",,1,110000.0,csv:romania_with_email.csv
STARGOAL,48816977,,0770313332,,,,,1,16900.0,
AGRO NORIS - RAMIS,39637948,,,,,"JUD. TIMIŞ, MUN. TIMIŞOARA, CAL. URSENI, NR.123, CAM. 2",,1,75000.0,
DAGONDOR SRL,18973589,,,,,"JUD. BACĂU, SAT RĂCĂCIUNI COM. RĂCĂCIUNI, RĂCĂCIUNI, NR.310",,1,2094.14,
FAVISILVA SRL,24524738,contact@targetare.ro,0253211113,,,,,1,24760.0,csv:ddg_contacts.csv
STADIN FOREST SRL,20687228,ursachiovidiu@yahoo.com,+40721750642,,"Loc. Urlati, Oras Urlati","Loc. Urlati, Oras Urlati, GRIVITEI, nr. 44",,1,32500.0,fuzzy_fd:0.50
Nikilux Com,9058073,contact@targetare.ro,0731610348,,,,,1,14285.7,csv:ddg_contacts.csv
IFRM IOAN SNC,1169815,,0723510875,,,,,1,5141.1,
RESTAURO BRESCIANI,30600716,,0400730982627,,,,,1,525.0,
PASTRAVUL APEMIN CERTEZE SRL,8782727,scpastravul@yahoo.com,0261858344,,,,,1,1014.0,pg:romania_emails.contacts
COMPUR,32736529,consultirsc@yahoo.com,+40251466367,,,,,1,1810.08,companies_name
NEL & ERIKA FOREST,35667326,,,,,"JUD. SATU MARE, SAT BOTIZ COM. BOTIZ, STR. TEILOR, NR.25",,1,26250.0,
"NEGREA CORNEL""NEGREA"" PERSOANA FIZICA AUTORIZATA",20173480,ngrcosmiserv21@yahoo.com,0257256684,https://produsmontan.ro/produse_montane/miere-de-salcam-negrea-c-persoana-fizica-autorizata/,GORJ,"Sat Drăgoiești, Comuna Crasna, Nr. 306, Județul Gorj",PRODUSE APICOLE,1,1600.0,fuzzy:0.60
ZINNIA FLORA,51849150,barbulescucatalinion@gmail.com,0741153692,,,"JUD. HUNEDOARA, ORS. SIMERIA, STR. 1 DECEMBRIE, BL.2, SC.B, ET.2, AP.24",,1,3960.0,fuzzy_fd:0.46
MON CRIS AUTO SRL,4297398,contact@targetare.ro,,,,"JUD. VRANCEA, SAT NEREJU MIC COM. NEREJU, COM. NEREJU",,1,165745.04,csv:ddg_contacts.csv
VET-PLUS SRL,20632249,ionpaul_vet@yahoo.com,0744139451,,,,,1,1345.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
S.C. LUC-PAL SERVICES SRL,24852670,,0742068172,,,,,1,10568.64,
RATNYK,18174581,,0742979398,,,,,1,63000.0,
sc minialys forest srl,36994989,anachirciu@yahoo.com,0765211486,,,,,1,28000.0,fuzzy_fd:0.47
WOOD DECOR COMPANY,28988404,comercial@artwood.ro,0723372549,,Hunedoara > ORAS GEOAGIU > AUREL VLAICU,,,1,32000.0,fuzzy:0.48
S.C.Mosslein S.R.L.,26313362,,0257474232,,,,,1,800.0,
FAG FOREST,13729720,ursachiovidiu@yahoo.com,0743120812,,,,,1,140000.0,fuzzy_fd:0.70
SILVABEL S.R.L.,8512197,rezervari@bucuresti.rosilva.ro,+40747225365,,"Sat Maritei, Comuna Darmanesti","Sat Maritei, Comuna Darmanesti, nr. 41",,1,50540.0,fuzzy_fd:0.50
NOVAK TRANS BISTRA,16640197,,,,,"JUD. ALBA, SAT BISTRA COM. BISTRA, STR. VALEA MARE, NR.56",,1,16000.0,
EXPLO BOM,18063346,contact@targetare.ro,0722889960,,,,,1,44000.0,csv:ddg_contacts.csv
DORIPESCO,4728717,office@poiana-rasnoavei.ro,268230490,,,,,1,3523.2,food_distribution_name
FLORSILVA SRL,21997561,,,,,"JUD. SUCEAVA, ORŞ. GURA HUMORULUI, BLD. BUCOVINA, BL.I 16, SC.A, ET.4, AP.17",,1,17500.0,
