company,email,county,category,phone,website
SC ROMCONSTRUCT GROUP SRL,romconstructgroup@gmail.com,,logistics,+40745038550,
SC ROVEKA FARM IMPEX SRL,office@roveka.ro,,logistics,+40787377167,
SC ROXANA SRL,valicotocea@yahoo.com,Bistrita Nasaud,logistics,,
SC ROYAL DELIVERY CLUJ SRL,royaldeliverycj@gmail.com,,logistics,+40734192640,
SC SECA DISTRIBUTION SRL,tamyoprica@yahoo.com,Arges,distributor,+40755584336,
SC SELENA SRL,c.gogau13@yahoo.ro,Arges,logistics,,
SC SMART ENERGY SRL,smartenergyradauti@yahoo.com,,logistics,+40752296752,
SC SPOTING SA,office.spoting@actemium.com,,logistics,+40344802496,
SC SPS DELIVERY SRL,spsdelivery2023@gmail.com,,logistics,+40762901824,
SC SUPER WASH & EVENTS SRL,immigration.off.ro@gmail.com,,logistics,+40761398660,
SC Samcom AS SRL,office@samcom.ro,Botosani,logistics,40728317733,
SC Samcom Meat SRL,monica-elena@samcom.ro,Botosani,logistics,+40736700996,
SC Start SA,hillresidence@yahoo.com,Brasov,logistics,,
SC TAL AUTO CARS SRL,talautocars@yahoo.com,,logistics,+40740246238,
SC TAXIDIB IOANAND SRL,transdbu@gmail.com,,logistics,+40740894597,
SC TECHNO DOPO TOTAL SRL,office@dopo.ro,,logistics,+40799777392,
SC TERMOGLAS SRL,termoglass@clicknet.ro,Botosani,distributor,0728168230,
SC THEO&COMPANY SRL,tanurandreia@gmail.com,Arges,distributor,,
SC TLH BOGAR SRL,lavinia_liuta@yahoo.com,,logistics,+40746573119,
SC TOPI IMPORT EXPORT SRL,office@tomsa.ro,Arges,logistics,+40364402020,
SC TOTAL COMPANY 2000 SRL,ioantache@yahoo.com,Brasov,logistics,+40723062850,
SC TRANSPORT PUBLIC LOCAL DE PERSOANE SRL,tplp2024@yahoo.com,,logistics,+40763629206,
SC TRANSPORTURI JOHN SRL,lucaciioan921@gmail.com,,logistics,+40731464540,
SC TRIO DISTRIBUTION COM  SRL,hr@conexdist.ro,Arges,distributor,+40740083507,
SC UNITY PRO BUILDERS SRL,unityprobusiness@gmail.com,,logistics,+40732756106,
SC UNIVERS TEO DISTRIBUTION SRL,ciuleanadriana@yahoo.com,Bistrita Nasaud,distributor,+40735151528,
SC UNYCOVER IMPEX SRL,marius_iordache79@yahoo.com,,logistics,+40786640844,
SC VEL PITAR  SA,sorinela.fintina@grupobimbo.com,Arges,logistics,40752141937,
SC VIA SPEED LINE SRL,viaspeed@yahoo.com,,logistics,-,
SC VITAL MEDICAL CENTER MEMORY SRL,dializadmd@gmail.com,,logistics,+40770677993,
SC VULCRI SRL,recrutare@vulcri.ro,,logistics,+40744596018,
SC ZEK DELIVERY SRL,zekdeliverysrl@yahoo.com,,logistics,+40774424606,
SC Zorba Company,zorbacompany@yahoo.com,Arges,logistics,40731850699,
SC.ERIC&DARIUS S.R.L.,mario_ali@yahoo.com,,logistics,+40765381698,
SC.VARSTINICII - VESELI SRL-D,lucacirazvan78@gmail.com,,logistics,+40764663209,
SCENOART CONSTRUCT GROUP SRL,contact@thematiq.eu,,logistics,+40753811764,
SCMP BANEASA - MOARA SA,gabi.dizanov@mpbaneasa.ro,,logistics,+40212322331,
SDG LC AUTO SRL,sdgautogalati@gmail.com,,logistics,+40740897301,
SELGROS CASH CARRY SRL,doina.muntean@selgros.ro,,logistics,+40265205114,
SELGROS CASH CARRY SRL,mihaela.vranceanu@selgros.ro,,logistics,+40234209114,
SENSE & RESULT CONSULTING SRL,ligia.craciun@ac-ca.ri,,logistics,+40758848484,
SERGIU COM IMPEX SRL,selegeancarmen@yahoo.com,,logistics,479417,
SERGIU STAR,sergiustar2010@yahoo.com,,logistics,+40764307707,
SERVICE AUTO GRIGORESCU PREMIUM,serviceautogrigorescu.premium@gmail.com,,logistics,+40728922460,
SERVICE AUTO INTEGRAL DIVERS SRL,office.diversis@gmail.com,,logistics,+40763903555,
SERVICE AUTOMOBILE BRAILA,serviceautomobilebraila@yahoo.com,,logistics,+40239681438,
SERVICE DOREX SRL,popdorel04@yahoo.com,,logistics,+40740054312,
SEVDE TRANS SRL,sevdetrans@hotmail.com,,logistics,+40739924007,
SEWS ROMANIA SRL,officedeva@sews-e.com,,logistics,054206600,
SHAGA TRUCK SRL,tudor.mihaiescu@gmail.com,,logistics,+40759087182,
SIANMI AUTO SRL,sianmi.auto@yahoo.com,,logistics,+40763658224,
SIEKA GROUP S.R.L.,siekagroupsrl@gmail.com,,logistics,+40754091367,
SILBOSS S.R.L.,office.silboss@gmail.com,,logistics,+40751091290,
SIM ESTATE INVEST SRL,office@sima.com.ro,,logistics,+40723912796,
SIMEA SIBIU SRL,loredana.gata@siemens.com,,logistics,+40369130518,
SIMIONCA IONUT RAUL PFA,transsimy@yahoo.com,,logistics,+40742172245,
SIMODE IMPEX SRL,office@simode.ro,,logistics,+40251406851,
SIMON FOOD SRL,acte2022.office@gmail.com,Bihor,distributor,+40721952516,
SIMSERV SRL,simserv2003@yahoo.com,,logistics,+40722324545,
SINED NOVACONST SRL,sinednovaconst@gmail.com,,logistics,+40742294951,
SMART PAINTING WORKS MCM S.R.L.,smartpaintingworksmcm@gmai.com,,logistics,+40722263754,
SMART VISION SISTEMS S.R.L.,laurentiu_cursaru@yahoo.com,,logistics,+40721203602,
SO AUTO IMPEX SRL,service@soauto.ro,,logistics,+40740795533,
SOCIETATEA COMERCIALA DE PRODUCTIE INDUSTRIALA DE APARATAJ CENTRALIZARE SI TELECOMANDA CAI FERATE SP,office@spiactarad.ro,,logistics,+40737518071,
"SOCIETATEA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE ""HIDROELECTRICA"" SA BUCURESTI SUCURSALA HIDROCENTRALE BISTRITA",adina.andrei@hidroelectrica.ro,,logistics,+40233207185,
SOCIETATEA DE TRANSPORT PUBLIC TIMISOARA S.A.,resurse.umane@stpt.ro,,logistics,+40356803713,
SOCIETATEA NATIONALA A SARII SA BUCURESTI SUCURSALA SALINA SLANIC,slanic@salrom.ro,,logistics,+40244240994,
SOCIETATEA NATIONALA NUCLEAR ELECTRICA BUCURESTI SA SUCURSALA F.C.N. PITESTI,viorica.ciocirlan@nuclearelectrica.ro,,logistics,+40248207703,
SOCOT SA,office@socot.ro,,logistics,+40265233611,
SOFIPEX BUSINESS EXPERT SRL,contact@sofipex.ro,,logistics,+40757910882,
SOFTNOT SRL,oneaconstantin4@gmail.com,,logistics,+40743390803,
SOLIDAY NOVA SRL,vasiletrans95@gmail.com,,logistics,+40766428673,
SOMA S.R.L.,office@soma.ro,,logistics,+40234514800,
SONTEC SRL,rosca_rt@yahoo.com,,logistics,+40733484848,
SPINEX FARM SRL,resurseumane@spinexfarm.ro,Bihor,logistics,,
SPITALUL CLINIC DE PEDIATRIE S,runos1@pediatriesibiu.ro,,logistics,+40269217927,
SPITALUL MUNICIPAL DOROHOI,spitaldorohoi@gmail.com,,logistics,+40231613240,
SPITALUL MUNICIPALDR. ALEXAN,secretariat@sphd.ro,,logistics,+40254713820,
SPITALUL ORASENESC HATEG,runos@spitalhateg.ro,,logistics,+40354408894,
SRKN LOGISTIK SRL,recai_encok@yahoo.com,,logistics,+40774046206,
SRS Cuisine SRL,office@contabilavocat.ro,Bucuresti,distributor,+40728669682,
STABILUS ROMANIA SRL,monea@stabilus.com,,logistics,+40372384235,
STADA M&D SRL,alina.rus@stada.ro,,logistics,+40720535064,
STAR TRADING IMPEX SRL,gianina.marinescu@startrading.ro,,logistics,+40248606070,
STAR-ARIF TRANSPORT S.R.L.,izabelaencok_19@yahoo.com,,logistics,+40751867152,
STEL-COR DRIVING SRL,stelcor25@yahho.com,,logistics,+40746294161,
STELBO TRANS SRL,stelbotrans@yahoo.co.uk,,logistics,+40756144111,
STEP PROIECT SRL,hr@stepproiect.ro,,logistics,+40722506085,
STIALMET SRL,stialmet98@yahoo.com,,logistics,0757077,
STMM INVEST SRL,stmminvest@gmail.com,,logistics,+40768739516,
STONEX EXPLOR SRL,popelena67@yahoo.com,,logistics,+40766221458,
STRABALF SRL,baleaflorin6@gmail.com,,logistics,+40767462087,
SUCIU M CONSTANTIN INTREPRINDERE INDIVIDUALA,suciu_constantin@yahoo.com,,logistics,+40757069358,
SUCIU VIOREL PERSOANA FIZICA A,hrsuciuviorel@outlook.com,,logistics,+40747915626,
SUN BEST DELIVERY SERVICES AH,sunbestdeliveryah@gmail.com,,logistics,+40765465055,
SUNIMPPROF ROTTAPRINT SRL,hr@rottaprint.com,,logistics,+40372647810,
SUPER TRANS COM SRL,supertranscom@yahoo.com,,logistics,07 223 402 274,
SUPERCOM SA,raluca.sima@supercom.ro,,logistics,+40212402686,
SUPERCOM SA,lenuta.nurciu@supercom.ro,,logistics,+40372129340,
SUPERCOM SA,cristina.rad@supercom.ro,,logistics,+40372129340,
SUPERSTAR COM SRL,office@superstarcom.ro,,logistics,+40230560629,
SVBT CITY DRIVE S.R.L.,lazea_vlad3000@yahoo.com,,logistics,+40773993112,
Salon Construct Srl,savaflorica2005@gmail.com,Brasov,logistics,,
Samskip,belfast@samskip.com,,logistics,+31884001000,www.samskip.com
Sasha & Vlad,hr@carnepui.ro,Bucuresti,logistics,+40722777212,
Sc C&C SA,leocristiandragomir@gmail.com,Brasov,logistics,,
Sellhelp S.R.L,hr@sellpy.se,,logistics,+40747729252,
Servicii de Gospodarire Comunala Aricestii Rahtivani S.R.L,asistent.manager.sgc@gmail.com,,logistics,+40760624648,
Simultan,office@smartrecruiters.ro,Bucuresti,logistics,+40256212036,
Smart Fruit Logistics S.R.L,contact@tropicalfruitparadise.com,Bucuresti,logistics,+40755430639,
Soseco Consulting SRL,manager@sovconsulting.ro,Bucuresti,distributor,+40744303115,
Supraten,office@supraten.md,,distributor,,supraten.md
Sysco Europe,europe.sourcing@sysco.com,,distributor,,sysco.com
T.B.T. LOGISTIC INTERNATIONAL SRL,hr@tbtlogistic.eu,,logistics,+40368401350,
TAHOGELU SRL,tahogelu.srl@gmail.com,,logistics,+40746168507,
TAISSIS CONCEPT SRL,adrian.sain@taissis.ro,,logistics,+40248512830,
TALA FOOD S.R.L.,amrchouihna@gmail.com,,logistics,+40761600000,
TARGOVISTE PREMIUM AUTO 2012 SRL,vanzari@auto-premium.ro,,logistics,+40747360715,
TAXEUROEXPRES,dosare.igi@gmail.com,,logistics,34 672 469 448,
TAXI ADI RAF S.R.L.,danalazar1975@gmail.com,,logistics,+40731294072,
TAXI DORNA PILUG S.R.L.,cornel_pilug@yahoo.com,,logistics,+40747314466,
TDT TRANS LOGISTIC S.R.L.,transdeta@xnet.ro,,logistics,+40256284752,
TDV SMART SOLUTION SRL,diana.radu21@gmail.com,,logistics,+40721334476,
TELETEKNIKA ENGINEERING SRL,teleteknikaeng@gmail.com,,logistics,+40761422017,
TEMPO MNM CAFFE S.R.L.,tempomnm@yahoo.com,,logistics,+40733567234,
TEODRAGOMIR GARAJ SRL,romeodragomir82@yahoo.com,,logistics,+40760290697,
TERMO CALOR CONFORT S.A.,office@termopitesti.ro,,logistics,+40729980503,
TERMOREP SRL,termorep@termorep.ro,,logistics,+40250737308,
TESCOS COMBI SRL,agromecv@gmail.com,,logistics,+40749563827,
TEUER INTL S.R.L.,alexandra.popa@teuer.ro,,logistics,+40752205919,
TG LIV TRANS S.R.L.,silistraserv@yahoo.com,,logistics,+40734487260,
TH TRUCKS S.R.L.,hr@thtrucks.ro,,logistics,+40722310140,
THE FAT GUY SRL,fatguydelivery2023@gmail.com,,logistics,+40768515131,
TIC TON IMPEX SRL,officeticton@yahoo.com,,logistics,+40722215547,
TIE SERVICES INTERNATIONAL SRL,camelia.tincau@tiesi.ro,,logistics,+40728317404,
TIMSCOR TRANS SRL,resurseumane2013@gmail.com,,logistics,+40760471123,
TIRARCRIS TRANS,contabilitate.pcatalina@yahoo.ro,,logistics,+40745901827,
TODORUT INTERNATIONAL SRL,consultingalpa@gmail.com,,logistics,+40256243737,
TOMIS NORD GROUP S.R.L.,tomisnordgroup@gmail.com,,logistics,+40721740154,
TOP AUTO DMV SRL,officetopautodmv@yahoo.com,,logistics,+40724053391,
TOP BBS CARGO SRL,fanutfanut184@yahoo.com,,logistics,+40755664291,
TOP CLASS AUTO TEHNO S.R.L.,topclassauto2008@gmail.com,,logistics,+40722264018,
TOPANEL PRODUCTION PANELS SA,unitedintersrl@yahoo.com,,logistics,+40725601952,
TRAMOS SRL,office@crossdocking.ro,Bihor,logistics,40737027593,
TRANS ANTONIA S.R.L.,ovidiu.dinculescu70@gmail.com,,logistics,+40743158479,
TRANS AVRAM SRL,conta@transavram.ro,,logistics,+40728233939,
TRANS CEREAL TRADE S.R.L.,transcerealtrade@yahoo.ro,,logistics,+40727223946,
TRANS EURO EXPRESS 94 SRL,rodica@trans-euro.ro,,logistics,+40721373116,
TRANS TRUCK SERVICES SRL,alinamesinschi@yahoo.com,,logistics,+40740133495,
TRANS ZAMFIR SRL,office@trans-zamfir.ro,,logistics,+40724365526,
TRANSCANAL SRL,elena.cioroiu@transcanal.ro,,logistics,+40241738028,
TRANSCOM CRISTIAN SRL,transcomcristian@yahoo.com,,logistics,+40728168744,
TRANSCOM S.R.L.,resurseumane@transcomsrl.ro,,logistics,+40746148448,
TRANSCRISAN LOGISTIC SRL,transcrisan@yahoo.com,,logistics,+40744562600,
TRANSEVREN SRL,sorin.bizu@avocatde10.ro,,logistics,+40729400738,
TRANSFEROVIAR GRUP SA,renata.nagy@transferoviarmarfa.ro,,logistics,+40722133566,
TRANSFEROVIAR GRUP SA,office@transferoviar.ro,,logistics,+40727737765,
TRANSGLOBAL CONS SOLUTIONS SRL,silaghi.asociatii@gmail.com,,logistics,+40727222658,
TRANSGOR LOGISTIK SRL,office@transgor.com,,logistics,+40332146999,
TRANSILVANIA NUTS SRL,margareta.mates@transilvanianuts.ro,,logistics,+40790229959,
TRANSJIM LOGISTIC SRL,transjimcom@yahoo.com,,logistics,+40777230075,
TRANSLOC SA,secretariat@transloc.ro,,logistics,+40744667777,
TRANSMEC RO SRL,ipreda@transmecgroup.com,,logistics,+40741144401,
TRANSMIXT SA,office@transmixtbn.ro,,logistics,+40263233459,
TRANSPORT MONITOR CONTROL SRL,hr.romania@essers.com,,logistics,+40259476808,
TRANSPORT URBAN PUBLIC SRL,resurseumane@tupturda.ro,,logistics,+40264312257,
TRANSTROFIN SRL,officevitann363@gmail.com,,logistics,+40731410381,
TRANSYLVANIA INVEST SRL,officeadacont@gmail.com,Arad,logistics,+40265432025,
TREHOS-BIS IMPEX SRL,trehosbis@yahoo.com,,logistics,+40745656903,
TREVES GIC,margareta.banu@treves-group.com,,logistics,+40752333629,
TRUK SAA AUTO SRL,office@trukauto.ro,,logistics,+40770393284,
TUDIAC PROLIV S.R.L.,liviu_iacobescu@yahoo.com,,logistics,+40731127717,
TUDOR TRANS EXP 2021 S.R.L.,tudortransexp2021@gmail.com,,logistics,+40762405728,
TURBO CLEAN PROFESIONAL SRL,oancea.valeria@yahoo.com,,logistics,+40729144442,
TURBOFLY TRANS SRL,cliofosvaleriu@gmail.com,,logistics,+40740256021,
TWISTN FIX S.R.L.,twistnfix28@gmail.com,,logistics,+40791433501,
TWO 4 DELIVERY SRL,adrianflorea498@gmail.com,,logistics,+40757384800,
TYTOSPEED SRL,tytospeed01@gmail.com,,logistics,+40722244779,
The Pub Central S.R.L,recrutareasia34@gmail.com,Bucuresti,distributor,40764798956,
Top Partener SRL,hr@partner.ro,Bucuresti,logistics,+40234588750,
Total Produce (Dole),info@totalproduce.com,,distributor,,totalproduce.com
Total Produce UK,uk@totalproduce.com,,distributor,,totalproduce.com
Transavia SA,resurse.umane@transavia.ro,Alba,logistics,+40258814466,
Transgourmet,purchasing@transgourmet.com,,distributor,,transgourmet.com
UNICARM SRL,marian.spirache@unicarm.ro,,logistics,+40753315264,
UNICARM SRL,cristian.vlad@unicarm.ro,,logistics,+40748882294,
UNICARM SRL,daniel.gherhes@unicarm.ro,,logistics,+40747112940,
UNITED POST S.R.L.,united.post.iasi@gmail.com,,logistics,+40761217888,
UNIVERSAL PREST PHONE S.R.L.,universalprestphone@gmail.com,,logistics,+40745301010,
UNIX AUTO SRL,hr@unixauto.eu,,logistics,+40212404205,
UPTOWN TRANSPORT,secretariat.ilacconsulting@gmail.com,,logistics,+40733715673,
URAROM TRANS LOGISTICS SRL,uraromtrans@gmail.com,,logistics,-,
URBANA SA,urbanaodorhei@gmail.com,,logistics,+40751076883,
URBANTEC ALUMINIUM S.R.L.,hr@urbantec.ro,,logistics,+40786524545,
URBIS SA,urbis@urbis.ro,,logistics,+40262213825,
URG LOGISTIC SRL,tepuc_urgent@yahoo.com,,logistics,+40744124192,
URSUS BREWERIES SA,raluca.ciocea@asahibeer.ro,Brasov,logistics,+40732112270,
UZINA DE SPALAT SRL,constanta.sava@uzinadespalat.ro,,logistics,+40728700777,
VALBERTO SRL,office.valberto@gmail.com,,logistics,+40745519101,
VALCAR SERV S.R.L.,valcar.serv@gmail.com,,logistics,+40755052148,
VALEA PRAHOVEI SA,cordovidiu1956@yahoo.com,,logistics,+40723380148,
VALI PAV SERV S.R.L.,valipavserv@gmail.com,,logistics,+40742472386,
VANBET SRL,resurseumane@vanbet.ro,,logistics,+40235437266,
VANGUARD CONSTRUCTION S.R.L.,vanguardconstruction@gmail.com,,logistics,+40726050756,
VARTA MICROBATTERY SRL,andreea.bogles@varta-ag.com,,logistics,+40727395769,
VAS CURIER EXPRESS SRL,vasile.diaconu@fancourier.ro,,logistics,+40766475621,
VASCAR SA,office@vascar.ro,,logistics,+40235361131,
VASION SRL,resurse.umane@vasion.ro,,logistics,+40730633330,
VEL PITAR SA,victoria.radescu@grupobimbo.com,,logistics,+40753058687,
VENDING ZONE SRL,ana.bocan@ofresh.ro,,logistics,+40727500377,
VERDE ELECTRIC CORPORATION S.R.L.,ileana.chiurciu@yahoo.ro,,logistics,+40725247539,
VERSUS OIL SRL,versusgrup@yahoo.com,,logistics,+40756338566,
VERTICAL DESIGN SRL,hr@vertical.ro,,logistics,+40724151705,
VEST MIRAUTO SRL,gj99van@yahoo.com,,logistics,+40765453201,
VEST TRANSCOM SRL,cabinet.popadan@gmail.com,,logistics,+40259353607,
VG RUDOLF LOGISTICS SRL,vgrudolflogisticssrl@yahoo.com,,logistics,+40741047180,
VIAMOD CONSTRUCT SRL,imoldovan@viamod.ro,,logistics,+40757910278,
VILTRANS SRL,office.viltrans@gmai.com,,logistics,+40745641805,
VINCZE ERZSEBETLENKE PERSOANA FIZICA AUTORIZATA,vinczelenke@gmail.com,,logistics,+40742080234,
VIOMOB IMPEX,viomob_impex@yahoo.com,,logistics,+40742996964,
VIS VLADISSHOP S.R.L.,birouvasilemarin@yahoo.com,,logistics,+40757455660,
VISAN VICTOR RAZVAN,olivia@avbusuioc.com,,logistics,+40746969244,
VISSPA EXPRESS SRL,visspaexpress@gmail.com,,logistics,+40756289714,
VITALL SRL,anca.calin@vitall.ro,,logistics,+40721294462,
VLACECO CONSULTING SRL,ghervaseteodora@gmail.com,,logistics,+40729911115,
VLADC FUNERAR SRL,vladcifu@gmail.com,,logistics,+40733241068,
VLADIS DELIVERY SRL,mihaela_serban81@yahoo.com,,logistics,+40736781962,
VOITRANS SRL,voicatrans@yahoo.com,,logistics,+40743464974,
VOLTER SRL,veronica_gabor@yahoo.com,,logistics,+40724588037,
VOS LOGISTICS CARGO SA,hr.romania@voslogistics.com,,logistics,+40733071444,
VPK PACKAGING SRL,adela.tirban@vpkgroup.com,,logistics,+40786183171,
VSI EXPRESS S.R.L.,contact@truck-service.ro,,logistics,+40732148505,
VTT LOGISTICS S.R.L.,voicubogdan93@gmail.com,,logistics,+40757112090,
VULCANIZARE MOBILA & TRACTARI AUTO SEBES,lavylel@gmail.com,,logistics,+40757271750,
WABERER`S ROMANIA SA,contalogic@gmail.com,,logistics,+40758770003,
WALTROCH INVESTMENT,aquila.business.solution@gmail.com,,logistics,+40721157797,
WELLNESS LAGHETTO S.R.L,imlromania.contabilitate@rdsmail.ro,,logistics,+40751304346,
WEST INVEST CONSTRUCTION SRL,west.invest@yahoo.com,,logistics,+40739569694,
WHITE GLOBAL EXPRESS SRL,contdt@gmail.com,,logistics,+40264410189,
WINLAND SRL,comercial@winland.ro,,logistics,+40726335172,
WIP INDUSTRIES ROMANIA SRL,tolan.andrada@wipindustries.eu,,logistics,+40730888461,
WISE PAVAJE SRL,office@wise.ro,,logistics,+40744509151,
WISHRO DELIVERY S.R.L.,adrianorty@yahoo.com,,logistics,+40724323623,
WORK MATCH S.R.L,office@workmatch.ro,,logistics,+40729664762,
WORK SUPPORT AGENCY S.R.L.,madalina@wsagroup.ro,,logistics,+40368459930,
WORLD ACDC INDUSTRY SRL,office@world-acdc.ro,,logistics,+40761428908,
WTC Business Center SRL,aurora.mialha@hms-networks.com,Bucuresti,distributor,0724391696,
X-STAR DELIVERY,sorie.oanta@gmail.com,,logistics,+40754878967,
XANDOR SRL,xandor@xandorbt.ro,,logistics,+40744582446,
XPO Logistics,ltlvoes@xpo.com,,logistics,,www.xpo.com
XTRADEALS AUTO GROUP SRL,petrumartin9@gmail.com,,logistics,+40747903427,
YAWO SERVICES SRL,hr.ro@yawo-services.com,,logistics,+40371425208,
YAZAKI ROMANIA SRL,ana.condrat@yazaki-europe.com,,logistics,+40372449100,
YELLOW SUBMARINE BURGER SRL,alina.dimian@vivorestaurants.com,Bucuresti,distributor,40763198299,
YOKOGAWA EUROPE B.V. OLANDA SU,elena.barbu@yokogawa.com,,logistics,+40728777187,
YOLO MARKET 2025 SRL,livio_constantino@yahoo.com,,logistics,+40742493493,
ZEGO SRL,catalin.gae@zzego.ro,,logistics,+40730914356,
ZEN CORE INNOVATION S.R.L.,ioana_pia@yahoo.com,,logistics,+40744937943,
ZOF SPEED SRL,zofspeed@yahoo.com,,logistics,+40740771665,
ZOPPAS INDUSTRIES ROMANIA SRL,jobs.zir@zoppas.com,,logistics,+40256303849,
Zoe smart community,gcateliu@gmail.com,,logistics,+40774553552,
alsoftrans logistics srl,alsoftrans_logistics@mail.ru,,logistics,+40754831721,
sc potomac prod com,ioancandale1981@gmail.com,,logistics,+40749070807,
tonic wash luxury,tonicwashluxury@gmail.com,,logistics,+40771427183,
