nr_licenta,operator_economic,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email
484,TRAVEL TODAY CONSULTING SRL,EXIMTUR,27860520,"STR. Independenţei , NR. 10 , BL. R4 , ET. PARTER",Mun. Iaşi,IAŞI,Organizatoare,www.eximtur.ro,iasi@eximtur.ro
485,TERON SYSTEMS SRL,TERON INTERTUR,10111758,"STR. Carol I , NR. 36 , BL. 6D , ET. P",Mun. Câmpina,PRAHOVA,Organizatoare,www.intertur.ro,turism@teron.ro
486,YOLO TRAVEL AGENCY SRL,YOLO TRAVEL AGENCY,33562803,"STR. Mihai Eminescu , NR. 3  , ET. 1",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.yolotravel.ro,laura@yolotravel.ro
492,ENKI BUSINESS SRL,FREE SPIRIT,23481965,"STR. Grigore Mora , NR. 18","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@free-spirit.ro
496,RIT TURISM INTERNATIONAL SRL,RIT TURISM INTERNATIONAL,16563299,"STR. Neajlovului , NR. 60A","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.tripbook.ro,ofice@tripbook.ro
497,EFECT ALFA SRL,EFECT TRAVEL,35294278,"STR. Nicolae Bălcescu , NR. 15 , BL. 12 , ET. 4 , AP. 9",Mun. Râmnicu Vâlcea,VÂLCEA,Organizatoare,www.efect-traveL.ro,office@efect-travel.ro
501,ALEX TOURS SRL,ALEX TOURS,16462740,"STR. Mihail Kogălniceanu  , BL. I-1",Mun. Paşcani,IAŞI,Organizatoare,www.alextours.ro,turism@alextours.ro
502,ENJOY INFINITE TRAVEL SRL,I ENJOY TRAVEL,36241441,"BL. A1  , AP. 31",Mun. Feteşti,IALOMIŢA,Organizatoare,www.ienjoytravel.ro,office@ienjoytravel.ro
503,DIMM TRAVEL SRL,DIMM TRAVEL,1113083,"STR. Michael Weiss , NR. 8",Mun. Braşov,BRAŞOV,Organizatoare,www.dimmtravel.ro,office@dimmtravel.ro
504,PROEVENTS & CONFERENCE SRL,PROEVENTS & CONFERENCE,17149202,"STR. Vasile Lucaciu , NR. 60","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.medical-congresses.ro,theodor.badiu@pproevents.com
505,CORAL TOURS SRL,CORAL TOURS,28983237,"STR. Primăriei , NR. 72   , AP. 3",Mun. Oradea,BIHOR,Organizatoare,www.coral-tours.ro,coraltoursoradea@gmail.com
506,ALLURE TRAVEL SRL,ALLURE TRAVEL,32143190,"STR. Peneş Curcanu , NR. 6   , AP. 27",Mun. Focşani,VRANCEA,Organizatoare,www.alure-travel.ro,office@allure-travel.ro
508,ROM TUR INTERNATIONAL SRL,ROM TUR INTERNATIONAL,8274516,"STR. Republicii , NR. 23",Mun. Oradea,BIHOR,Organizatoare,www.vacanteexterne.ro,romtur@rdsor.ro
512,ALCA-TOUR SRL,ALCA TOUR,4937551,"STR. Carol I , NR. 27",Oraş Sinaia,PRAHOVA,Organizatoare,www.alcatour.ro,alcatoursinaia@gmail.com
514,PARIS ROSTAR SRL,STAR TRAVEL,2746318,"STR. Ion Banescu , NR. 1",Mun. Constanţa,CONSTANŢA,Organizatoare,www.star-travel.ro,office@star-travel.ro
515,DODO TRAVEL SA,DODO TRAVEL,14626340,"NR. 2-8  , ET. 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.dodotravel.ro,contact@dodotravel.ro
517,EURO TRAVEL S.R.L.,EURO TRAVEL,15295627,"STR. Revoluţiei , NR. 71   , AP. 8",Mun. Arad,ARAD,Organizatoare,www.euro-travel.ro,office@euro-travel.ro
518,PATRIOT TURIST SERVICE SRL,PATRIOT,8410669,"STR. G-ral Gheorghe Magheru , NR. 7  , BL. D , ET. 9 , AP. 98","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.agentiapatriot.ro,patriot@agentiapatriot.ro
519,CRYSMAR TOUR SRL,CRYSMAR TRAVEL,31313679,"STR. Avram Iancu , NR. 3",Mun. Oradea,BIHOR,Organizatoare,www.crysmartravel.ro,crysmartravel@gmail.com
523,PARALELA 45 TURISM SRL,PARALELA 45 TURISM,6505940,"STR. Regina Elisabeta , NR. 29-31","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,,secretariat@paralela45.ro
524,PARALELA 45 TRAVEL SRL,PARALELA 45 TRAVEL,16510952,"STR. PIATA SFATULUI , NR. 12-14",Mun. Braşov,BRAŞOV,Organizatoare,www.paralela45brasov.ro,office@paralela45bv.ro
525,MONDIAL TRAVEL & BUSINESS,MONDIAL TRAVEL & BUSINESS,26576288,"STR. Florilor , NR. 2 , BL. 5  , AP. 4",Mun. Piteşti,ARGEŞ,Organizatoare,www.mondial-travel.ro,office@mondial-travel.ro
529,SFARA TOURS BISTRITA SRL,SFARA TOURS,26440722,NR. 7A,Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,sfaratoursbistrita.ro,bistrita@sfaratours.ro
530,INTER-TOUR SRL,INTER-TOUR,5311601,"STR. Republicii , NR. 52",Mun. Bacău,BACĂU,Organizatoare,www.inter-tour.ro,office@inter-tour.ro
531,CARPATI GROUP SRL,CARPATI TRAVEL,13607960,"STR. Vasile Milea , NR. 4",Mun. Piteşti,ARGEŞ,Organizatoare,www.carpatitravel.ro,office@carpatitravel.ro
532,ALDINTOUR SRL,ALDIN TOUR,28635810,"STR. 1 Decembrie 1918 , NR. 231   , AP. 3",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.aldintour.ro,info@aldintour.ro
533,JUMBO HOLIDAYS S.R.L.,JUMBO TRAVEL,34732540,"STR. Mihai Bravu , NR. 62A","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.jumbotravel.ro,info@jumbotravel.ro
534,BASILICA TRAVEL SRL,BASILICA TRAVEL,23045133,"STR. Doamnei , NR. 20","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.basilicatravel.ro,office@basilicatravel.ro
535,PARADISE TRAVEL AGENCY SRL,PARADISE TRAVEL AGENCY,14193750,"STR. Costache Negri , NR. 19","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.paradise.ro,office@paradise.ro
536,CREATIVE EYE SRL,LITORALUL ROMANESC.RO,15613488,"STR. Mamaia , NR. 281 C",Mun. Constanţa,CONSTANŢA,Organizatoare,www.litoralulromanesc.ro,office@litoralulromanesc.ro
539,BYE BYE TRAVEL SRL,BYE BYE TRAVEL,30939721,"STR. Ştirbei Vodă , NR. 4 , BL. 2  , AP. 81","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.byebyetravel.ro,office@byebyetravel.ro
540,KIWI TRAVEL SRL,KIWI TRAVEL,24798920,"STR. Pecetei , NR. 5 , BL. 187 , ET. PARTER , AP. 19","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.kiwitravel.ro,rodica@kiwitravel.ro
541,KARISMA SRL,KARISMA,16766765,"NR. 55-57 , BL. D1  , AP. 1",Mun. Olteniţa,CĂLĂRAŞI,Organizatoare,www.karismaturism.ro,info@karismaturism.ro
542,SIALY TRAVEL SRL,SIALY TRAVEL,36396713,"STR. Episcop Roman Ciorogariu , NR. 24",Mun. Oradea,BIHOR,Organizatoare,www.sialytravel.com,sialytravel@gmail.com
544,MEMENTO AIR,MEMENTO AIR,7166273,"STR. Alba Iulia , NR. 5 , BL. I4","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,contabilitate@christiantour.ro
546,AVA TOP TRAVEL SERVICE SRL,AVA TOP TRAVEL SERVICE,19671988,"STR. Tapia , NR. 9",Mun. Timişoara,TIMIŞ,Organizatoare,www.toptravelromania.com,violeta@avatoptravel.ro
547,CWT ROMANIA SRL,CWT ROMANIA,21795023,"STR. Corneliu Coposu , NR. 6-8  , ET. 3","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,info@carlsonwagonlit.ro,roinfo@mycwt.com
548,ROMANIA TURISTICA SRL,ROMANIA TURISTICA,31739462,"STR. Griviţei , NR. 91   , AP. 1",Mun. Braşov,BRAŞOV,Organizatoare,www.romaniaturisca.ro,agentia@romaniaturistica.ro
549,STUDENT LINES RO SRL,STUDENT LINES RO,21335009,"STR. Târgului , NR. 3   , AP. 2",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.studentlines.ro,office@studentlines.ro
550,XCESS TOURS SRL,XCESS TOURS,16062409,"STR. Carol I , NR. 16 , BL. 1G",Mun. Câmpina,PRAHOVA,Organizatoare,www.xcesstours.ro,office@xcesstours.ro
551,PARALELA 45 EXPERIENCE S.R.L.,PARALELA 45 EXPERIENCE,36874168,"STR. Fundeni , NR. 163D","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.paralela45.ro,colentina@paralela45.ro
554,EZARA TOUR SRL,EZARA TOUR,43602271,"STR. Revoluţiei 1989  , BL. CF8 , ET. P , AP. 1",Mun. Alba Iulia,ALBA,Organizatoare,,office@elanatour.ro
555,BOBI & ALINA TOURING SRL,BOBI TRAVEL,38083097,"STR. Griviţei , NR. 2 , BL. B16 , ET. P",Mun. Piteşti,ARGEŞ,Organizatoare,,turism@bobitravel.ro
556,CHRISTIAN TRAVEL SRL,CHRISTIAN TRAVEL,5235407,"STR. Tudor Vladimirescu , NR. 30A",Mun. Constanţa,CONSTANŢA,Organizatoare,www.christiantravel.ro,office@christiantravel.ro
557,FORNARI SRL,ITAR,13949067,"STR. Horea , NR. 67-69-71-7   , AP. 2",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.agentia-itar.ro,itaragency@gmail.com
559,AVIANCE SRL,AVIANCE,32641275,NR. 11,Com. Domneşti,ILFOV,Organizatoare,www.aviance.ro,office@aviance.ro
56,SC GMC TOURS SRL,IMPERIAL TURISM,32329126,"STR. Păcurari , NR. 158 , BL. 592",Mun. Iaşi,IAŞI,Organizatoare,www.imperialturism.ro,imperial_turism@yahoo.com
560,PALOMA TOURS SRL,PALOMA TOURS,3801712,"STR. Sold. Gheorghe Matac , NR. 31  , ET. 5","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.palomatours.ro,office@palomatours.com
563,LUXURIA TRANS & TRAVEL SRL,LUXURIA TRANS & TRAVEL,31261740,"STR. Epocii , NR. 3A",Oraş Bragadiru,ILFOV,Organizatoare,www.luxuriatrans.ro,contact@luxuriatrans.ro
565,CHARTER TRANS AIR AGENCY SRL,TRANSAIR AGENCY,7687140,"STR. Trandafirilor , NR. 36-38",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.transair.ro,office@transair.ro
568,MD TUPA TOUR S.R.L.,MD TRAVEL,32167792,"STR. 1 Decembrie 1918 , NR. 198   , AP. 4",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.mdtravel.ro,office@mdtravel.ro
569,ALLTUR SRL,ALLTUR,15186484,"STR. Carol I , NR. 50  , ET. P , AP. 1-2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.alltur.ro,office@alltur.ro
57,SC COMPLETUR TRAVEL SRL,COMPLETUR,38346428,"STR. Merilor , NR. 5B9",Mun. Braşov,BRAŞOV,OrganizatoareOnline,www.completur.ro,contact@completur.ro
571,BBTR,BBTR,18301413,"STR. Parc Herastrau , NR. 3  , ET. 3 , AP. 5","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.bbtr.ro,office@bbtr.ro
573,HOLIDAYMAG MAGAZIN SRL,HOLIDAYMAG,31213084,"STR. Mihai Bravu , NR. 390 , BL. B2C  , AP. 17","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.holidaymag.ro,office@holidaymag.ro
575,BODANY TRAVEL & LOGISTICS SRL,STAR HOLIDAYS,24165030,"STR. Călăraşi , NR. 106   , AP. 2","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.starholidays.ro,office@starholidays.ro
576,MERIDIANE TRAVEL & EVENTS SRL,MERIDIANE TRAVEL & EVENTS,17768292,"STR. Ion Mihalache , NR. 60-62 , BL. 40","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.meridiane-travel.ro,office@meridiane-travel.ro
577,MEDTOUR TRAVEL S.R.L.,MEDTOUR,40289340,"STR. 9 Mai , NR. 25",Mun. Sibiu,SIBIU,Organizatoare,,ioan.halmaciu@gmail.com
579,ARROW MANAGEMENT & CONSULTING S.R.L.,TRAVEL LAB,23401826,AP. 1,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travel-lab.ro,office@travel-lab.ro
581,SC FIRST CLASS SRL,FIRST CLASS,7341560,"STR. Siderurgiştilor , NR. 25 , BL. SD7A  , AP. 1",Mun. Galaţi,GALAŢI,Organizatoare,,rodica2010@yahoo.com
582,YZY SKY TRAVEL SRL,YZY SKY TRAVEL,26742810,"STR. Vaslui , NR. 43","Com. Snagov, Sat Ghermăneşti",ILFOV,Organizatoare,www.vacante-perfecte.ro,office@vacante-perfecte.ro
584,EVENTS SERVICES CONSULTING SRL,C & AE BUSINESS TRAVEL,17656744,"NR. 42 , BL. 2 , ET. P , AP. 2","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.vacantelostminute.ro,office@sejurturism.ro
585,GLOBAL HOSPITALITY TRAVEL SRL,LUXURY EXCLUSIVE TRAVEL,36062560,"STR. Dr. Carol Davila , NR. 34   , AP. 3","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.luxuryexclusive.ro,codrin@luxuryexclusive.ro
587,HELLO HOLIDAYS SRL,HELLO HOLIDAYS,29347254,"STR. Romană , NR. 9  , ET. 1 , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.helloholidays.ro,madalina@helloholidays.ro
591,ARIAN CONSULT S.R.L.,ARIAN TOUR,14212879,"STR. Traian , NR. 164  , BL. A12",Mun. Galaţi,GALAŢI,Organizatoare,,galati@paralela45.ro
592,JUVENTUS NORD-EST SRL,JUVENTUS NORD-EST,32091678,"STR. Ion Grămadă , NR. 7 , BL. 1 C  , AP. 3",Mun. Suceava,SUCEAVA,Organizatoare,www.juventustravel.ro,office@juventustravel.ro
593,TRIP CODE SRL,TRIP CODE,36517017,"STR. Sevastopol , NR. 13-17  , ET. 2 , AP. 113","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.trpcode.ro,office@tripcode.ro
596,JOLLY TOURS & HOLIDAY SRL,JOLLY TOURS,30297184,"STR. Polonă , NR. 10  , ET. 2 , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.jollytours.ro,office@jollytours.ro
597,BIBLOS SRL,3BIS,15498834,"STR. Dem Rădulescu , NR. 15 , BL. X2",Mun. Râmnicu Vâlcea,VÂLCEA,Organizatoare,www.3bis.ro,agentia3bis@gmail.com
598,DONARIS TOURS SRL,DONARIS TOURS,10595925,"STR. Virtuţii , NR. 7 , BL. R3","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.donaris.ro,office@donaris.ro
599,CHILDREN TOUR FAMILY SRL,GILIOLA TRAVEL,40174693,"STR. Olteniţei , NR. 81 , BL. 6 , ET. 8 , AP. 36","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.giliolatravel.ro,rezervari.giliolatravel@gmail.com
600,RODYFOR TRAVEL SRL,RODYFOR TRAVEL DEVA,25928351,"STR. Decebal  , BL. 110 , ET. I",Mun. Deva,HUNEDOARA,Organizatoare,,borzarodica@yahoo.com
601,VISIT SRL,VISIT ROMANIA,5257073,"STR. Petöfi Şandor , NR. 15","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.visit-romania.ro,office@visit-romania.ro
603,AGENTIA DE TURISM SFANTUL NICOLAE,SFANTUL NICOLAE,28606326,"STR. Olteniţei , NR. 105A","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.pelerinaje-turism.ro,contact@pelerinaje-turism.ro
61,SC BIO-PRACTIC SRL,FIVE TOURS AND EVENTS,30927395,"STR. Tăbăcari  , BL. 4",Mun. Făgăraş,BRAŞOV,Organizatoare,www.fivetours.ro,office@fivetours.ro
610,AGENTIA DE TURISM TRIUNGHI SRL,TRIUNGHI,6452951,"NR. 13  , ET. P , AP. 2","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.triunghi.ro,office@triunghi.ro
614,BLUE LINE SERVICES SRL,PERPETUA TRAVEL,32638393,NR. 17C,Com. Clinceni,ILFOV,OrganizatoareOnline,www.fairbooking.ro,office@fairbooking.ro
618,PAN EUROPEAN TRAVEL SRL,PAN EUROPEAN TRAVEL,15609380,"STR. Nicolae Bălcescu , NR. 35 A","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.paneurotravel.ro,violeta@paneurotravel.ro
619,GARLIC TRIPS SRL,GARLIC TRIPS,38099271,"STR. Ciocîrliei , NR. 18  , ET. PARTER",Mun. Timişoara,TIMIŞ,Organizatoare,,ovidiusbalaj@gmail.com
620,FED TRAVEL & EVENTS SRL,FED TRAVEL,35972494,"STR. Cuza Vodă , NR. 9   , AP. 2",Mun. Lugoj,TIMIŞ,Organizatoare,,andreea.dobra86@yahoo.com
629,TURISM EXPERT TRAVEL SRL,EXPERT TRAVEL,26795903,"STR. Traian , NR. 6",Mun. Baia Mare,MARAMUREŞ,Organizatoare,,office@experttravel.ro
630,TRAVEL POINT SRL,TRAVEL POINT,19170189,"STR. Coştilei , NR. 38A",Oraş Buşteni,PRAHOVA,Organizatoare,www.travelpoint.com.ro,office@travelpoint.com.ro; magda@ravelpoint.com.ro
635,ETALON TRAVEL SRL,ETALON TRAVEL,29231453,"STR. Gramont , NR. 38   , AP. 1","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.etalontravel.ro,contact@etalontravel.ro
638,EURO TRAVEL SRL,DESCOPERA LUMEA,20744846,NR. 18,Mun. Piatra Neamţ,NEAMŢ,Organizatoare,www.mega-travel.ro,accounting@taletravel.ro
639,J INFO TOURS SRL,J INFO TOURS,445220,"STR. Jules Michelet , NR. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.jinfotours.ro,office@jinfotours.ro
640,AEROTRAVEL S.R.L.,AEROTRAVEL,9919750,"NR. 31  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.aerotravel.ro,bucuresti@aerotravel.ro
645,AMICITIA TRAVEL SRL,AMICITIA TRAVEL,9517303,"STR. Libertăţii , NR. 16 , BL. P3  , AP. 4",Mun. Piteşti,ARGEŞ,Organizatoare,www.amicitia-travel.com,amicitiatravelro@yahoo.com
646,VARADINUM TRAVEL,VARADINUM TRAVEL,5752950,"STR. Iuliu Maniu , NR. 12   , AP. 1B",Mun. Oradea,BIHOR,Organizatoare,www.varadinumtravel.ro,martondattila@yahoo.com
647,EUROTRIP 2008 SRL,EUROTRIP,15597480,"STR. Vrancei , NR. 10",Mun. Focşani,VRANCEA,Organizatoare,www.vacanta-eurotrip.ro,trip@vacanta-eurotrip.ro
648,VIKINGUL SALTARET SRL,VIKINGUL SALTARET,34155166,"STR. Dimitrie Cantemir , NR. 17 , BL. 10 , ET. 6 , AP. 61","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.vikingul-saltaret.com,vikingul.saltaret@yahoo.com
649,TRAVELAND TOURS SRL,TRAVELAND TOURS,38292794,"NR. 7   , AP. 3","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.traveland-romania.com,denisa@traveland-romania.co
650,SCANIO SRL,SCANIO TRAVEL,1566874,"STR. Ion Câmpineanu , NR. 11   , ET. 7","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.scanio.ro,office@scanio.ro
651,ZIMA TOUR AND TRAVEL SRL,ZIMA TOUR AND TRAVEL,39557822,"STR. Mihai Bravu , NR. 180 , BL. 211","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.zimatravel.ro,office@zimatravel.ro
652,FIORI DIAMOND SRL,FIORI TRAVEL,34643523,"STR. G-ral Matei Vlădescu , NR. 9  , ET. PARTER , AP. 1",Mun. Târgovişte,DÂMBOVIŢA,Organizatoare,www.fioritravel.ro,office@fioritravel.ro
653,ENTERPRISE TRAVEL SRL,TREND TRAVEL,28467708,"STR. Nicolae Bălcescu , NR. 43",Mun. Braşov,BRAŞOV,Organizatoare,www.trendtravel.ro,office@trendtravel.ro
654,GEOARHIVA SRL,GEOARHIVA,38009864,"STR. Duzilor , NR. 1   , AP. 4","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.geoarhiva.com,geoarhiva@gmail.com
655,GUEST PLANET SRL,TRIP 2 EXPLORE,38459389,"STR. Bradului , NR. 2",Oraş Gura Humorului,SUCEAVA,Organizatoare,,anca.sarbu13@yahoo.com
660,GOLD VOYAGE SRL,GOLD VOYAGE,21179058,"STR. Securei , NR. 2   , AP. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.goldvoyage.ro,office@goldvoyage.ro
661,PS MULTISERVICES SRL,STAR TOURS,17310120,"STR. Unirii , NR. 30",Mun. Craiova,DOLJ,Organizatoare,www.startours.ro,office@startours.ro
663,GALTOUR SRL,GALTOUR,1639780,"STR. Domnească , NR. 15",Mun. Galaţi,GALAŢI,Organizatoare,www.galtour.ro,turism@galtour.ro
664,BEYOND DRACULA TRAVEL SRL,BEYOND DRACULA,30119810,"STR. Bogdan Petriceicu Haşdeu , NR. 11   , AP. 2",Mun. Timişoara,TIMIŞ,OrganizatoareOnline,www.beyonddracula.com,office@beyondracula.com
665,MADAGASCAR TRAVEL SRL,MADAGASCAR TRAVEL,28286671,"STR. Lunguleţu , NR. 6 , BL. D14  , AP. 45","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.madagascartravel.ro,office@madagascartravel.ro
666,ALFA TRAVEL SRL,ALFA TRAVEL,8971149,"STR. Floreasca , NR. 76","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.alfatravel.ro,office@alfatravel.ro
667,CARDINAL 2003 SRL,CARDINAL VACANCE,1820726,"STR. Bogdăneştilor , NR. 4",Mun. Timişoara,TIMIŞ,Organizatoare,www.cardinal-vacance.ro,cardinal@cardinal-vacance.ro
668,GOT TRAVEL TOUR SRL,GOT TRAVEL,38574264,"STR. Moţilor , NR. 143 - 145",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.gottravel.ro,contact@gottravel.ro
671,TRANSILVANICUM TRAVEL SRL,TRANSILVANICUM,32502722,"STR. Pietroasă , NR. 18  , ET. 2 , AP. 12",Mun. Odorheiu Secuiesc,HARGHITA,OrganizatoareOnline,www.transilvanicumtravel.ro,office@transilvanicumtravel.ro
673,EVOLUTION TRAVEL SRL,EVOLUTION TRAVEL,22902063,"STR. Baia de Aramă , NR. 1 , BL. C , ET. 7 , AP. 36","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travelpage.ro,office@evotravel.ro
674,DEEA TRAVEL INTERNATIONAL SRL,DEEA TRAVEL INTERNATIONAL,24787637,"STR. Ion Mihalache , NR. 66   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.deeatravel.ro,office@deeatravel.ro
675,WORLD CLASS TRAVEL SRL,WORLD CLASS TRAVEL,18427919,"STR. Tomis , NR. 230 , BL. TD13 , ET. 1 , AP. 24",Mun. Constanţa,CONSTANŢA,Organizatoare,www.worldct.ro,ticketing@worldct.ro
677,ECOVOYAGE SRL,ECOVOYAGE TOUR,18496749,"STR. Matei Basarab , NR. 96 , BL. L122 , ET. P , AP. 24","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.ecovoyage.ro/www.ecovoyagetour.ro,office@ecovoyage.ro
678,RAPSODIA TOUR S.R.L.,RAPSODIA TOUR,30939497,"STR. Neajlovului , NR. 47","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.rapsodiatour.ro,office@rapsodiatour.ro
679,AC UNITED TRAVEL,AC UNITED TRAVEL,40166925,"STR. Alba Iulia , NR. 5 , BL. 14","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,satumare@christiantour.ro
680,HOLIDAY WAYS TOURS & TRAVEL SRL,HOLIDAY WAYS TOURS AND TRAVEL,38831333,"STR. Ion Câmpineanu , NR. 25  , ET. 11 , AP. 63","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.holidayways.ro,office@holidayways.ro
681,IOANA SRL,IOANA TOURING,1324781,"STR. Carol I , NR. 11 , BL. P4 , ET. PARTER , AP. 4",Mun. Câmpina,PRAHOVA,Organizatoare,,ioana_turism@yahoo.com
684,FIBEC TRAVEL SRL,FIBEC TRAVEL,24899444,NR. 11A,Mun. Câmpina,PRAHOVA,Organizatoare,,agentie.fibec@yahoo.com
685,COMPLET TOUR SRL,COMPLET TOUR,30318198,"STR. Trestiana , NR. 3 , BL. 23 , ET. 5 , AP. 66","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.complettour.ro,office@complettour.ro
687,EHUA TRAVEL SRL,EHUA TRAVEL,35893080,NR. 14A,Com. Corbeanca,ILFOV,Organizatoare,,peng-silvana68@yahoo.com
689,REZERVARE.RO TURISM SRL,REZERVARE.RO TURISM,18473869,"STR. Matei Basarab , NR. 16","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.rezewrvare.ro,rezervare@rezervare.ro
69,SC MAGIC MOMENTS SRL,SEVERIN TOUR,18309603,"STR. Tudor Vladimirescu , NR. 52",Mun. Drobeta-Turnu Severin,MEHEDINŢI,Organizatoare,www.severintour.ro,office@severintour.ro
690,ICAR TOURS LITORAL SRL,ICAR TOURS LITORAL,24178707,"STR. Constanţei  , BL. P4AB , ET. P",Mun. Mangalia,CONSTANŢA,Organizatoare,www.icar.ro,mangalia@icar.ro
692,EXPRO - TURISM - CONSTRUCTII SRL,RAMONA TOURISM & TRAVEL,5526210,STR. Republicii,Oraş Gura Humorului,SUCEAVA,Organizatoare,www.ramonatourism.ro,office@ramonatourism.ro
693,DREAM HOLIDAYS RESERVATIONS SRL,DREAM HOLIDAYS RESERVATIONS,29008401,"STR. Iuliu Maniu , NR. 7  , ET. P","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.dreamholidays.com.ro,office@dreamholidays.com.ro
694,GAMA TRAVEL SRL,HOLIDAYS INC,16846279,"STR. Dorobanţilor , NR. 18 - 20  , ET. PARTER",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.takeatrap.ro,office@holidaysinc.ro
