nr_licenta,licenta_tip,data_emitere,operator_economic,nr_registru_comert,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email,col13,col14,col15
520,Licenta,04.01.2022,TURIST CLUB SRL,J40/794/2014,TURIST CLUB,32704292,"STR. Lânăriei , NR. 105  , ET. 1","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.turistclub.ro,office@turistclub.ro,,,
522,Licenta,14.07.2025,INNOVERA CONSULTING SRL,J5/878/2013,NOMAD TRAVEL,31686180,"STR. Mimozei , NR. 6   , AP. 4",Mun. Oradea,BIHOR,Intermediara,www.nomadtravel.ru,office@innovera.ro,,,
523,Licenta,02.09.2020,PARALELA 45 TURISM SRL,J40/21621/1994,PARALELA 45 TURISM,6505940,"STR. Regina Elisabeta , NR. 29-31","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,,secretariat@paralela45.ro,,,
524,Licenta,10.01.2019,PARALELA 45 TRAVEL SRL,J08/1358/2004,PARALELA 45 TRAVEL,16510952,"STR. PIATA SFATULUI , NR. 12-14",Mun. Braşov,BRAŞOV,Organizatoare,www.paralela45brasov.ro,office@paralela45bv.ro,,,
525,Licenta,08.05.2019,MONDIAL TRAVEL & BUSINESS,J03/215/2010,MONDIAL TRAVEL & BUSINESS,26576288,"STR. Florilor , NR. 2 , BL. 5  , AP. 4",Mun. Piteşti,ARGEŞ,Organizatoare,www.mondial-travel.ro,office@mondial-travel.ro,,,
526,Licenta,27.01.2021,CHATOUR BRAND SRL,J23/782/2017,TURBO TOUR,32210620,"STR. Oituz , NR. 54J   , AP. 12",Oraş Popeşti-Leordeni,ILFOV,IntermediaraOnline,www.turbotour.ro,office@turbotour.ro,,,
527,Licenta,02.09.2020,ANA HOTELS SRL,J40/7935/1993,ANA TURISM,5479061,"STR. Poligrafiei , NR. 1C  , ET. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.anahotels.ro,aurora@anatour.ro,,,
528,Licenta,11.05.2023,CARDINAL TRAVEL BUCURESTI SRL,J40/21036/2017,CARDINAL TRAVEL BUCURESTI,38641576,"STR. Dacia , NR. 47   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.cardinaltravel.ro,rezervari@cardinaltravel.ro,,,
529,Licenta,11.01.2019,SFARA TOURS BISTRITA SRL,J06/30/2010,SFARA TOURS,26440722,NR. 7A,Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,sfaratoursbistrita.ro,bistrita@sfaratours.ro,,,
53,Licenta,29.10.2018,SC LOWCOST HOLIDAY SRL,J6/571/2013,LOWCOST HOLIDAY,32306335,"STR. 1 Mai , NR. 1",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Intermediara,www.lowcostholiday.ro,info@lowcostholiday.ro,,,
530,Licenta,11.01.2019,INTER-TOUR SRL,J04/317/1994,INTER-TOUR,5311601,"STR. Republicii , NR. 52",Mun. Bacău,BACĂU,Organizatoare,www.inter-tour.ro,office@inter-tour.ro,,,
531,Licenta,11.01.2019,CARPATI GROUP SRL,J03/542/2000,CARPATI TRAVEL,13607960,"STR. Vasile Milea , NR. 4",Mun. Piteşti,ARGEŞ,Organizatoare,www.carpatitravel.ro,office@carpatitravel.ro,,,
532,Licenta,11.01.2019,ALDINTOUR SRL,J26/689/2011,ALDIN TOUR,28635810,"STR. 1 Decembrie 1918 , NR. 231   , AP. 3",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.aldintour.ro,info@aldintour.ro,,,
533,Licenta,20.03.2019,JUMBO HOLIDAYS S.R.L.,J40/8137/2015,JUMBO TRAVEL,34732540,"STR. Mihai Bravu , NR. 62A","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.jumbotravel.ro,info@jumbotravel.ro,,,
534,Licenta,11.01.2019,BASILICA TRAVEL SRL,J/40/300/2008,BASILICA TRAVEL,23045133,"STR. Doamnei , NR. 20","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.basilicatravel.ro,office@basilicatravel.ro,,,
535,Licenta,11.01.2019,PARADISE TRAVEL AGENCY SRL,J40/8065/2001,PARADISE TRAVEL AGENCY,14193750,"STR. Costache Negri , NR. 19","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.paradise.ro,office@paradise.ro,,,
536,Licenta,14.01.2019,CREATIVE EYE SRL,J13/2215/2003,LITORALUL ROMANESC.RO,15613488,"STR. Mamaia , NR. 281 C",Mun. Constanţa,CONSTANŢA,Organizatoare,www.litoralulromanesc.ro,office@litoralulromanesc.ro,,,
537,Licenta,14.01.2019,AERO NETWORK CONSULTING SRL,J40/11056/2010,AIR TICKETS & TRAVEL,27706416,"NR. 59   , AP. 502","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,andrei.surcel@aeronc.ro,,,
538,Licenta,12.10.2020,KARELLY TRAVEL SRL,J02/1185/2006,KARELLY TRAVEL,18802660,"STR. Cuza Vodă , NR. 36",Mun. Arad,ARAD,Intermediara,www.karellytravel.ro,office@karellytravel.ro,,,
539,Licenta,14.01.2019,BYE BYE TRAVEL SRL,J40/13796/2012,BYE BYE TRAVEL,30939721,"STR. Ştirbei Vodă , NR. 4 , BL. 2  , AP. 81","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.byebyetravel.ro,office@byebyetravel.ro,,,
54,Licenta,29.10.2018,SC XXL TOURS SRL,J8/2258/2018,XXL TOURS,39954016,"STR. Gării , NR. 20",Mun. Braşov,BRAŞOV,Intermediara,www.xxltours.ro,office@xxltours.ro,,,
540,Licenta,20.02.2024,KIWI TRAVEL SRL,J40/20012/2008,KIWI TRAVEL,24798920,"STR. Pecetei , NR. 5 , BL. 187 , ET. PARTER , AP. 19","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.kiwitravel.ro,rodica@kiwitravel.ro,,,
541,Licenta,14.01.2019,KARISMA SRL,J51/418/2004,KARISMA,16766765,"NR. 55-57 , BL. D1  , AP. 1",Mun. Olteniţa,CĂLĂRAŞI,Organizatoare,www.karismaturism.ro,info@karismaturism.ro,,,
542,Licenta,25.03.2019,SIALY TRAVEL SRL,J5/1522/2016,SIALY TRAVEL,36396713,"STR. Episcop Roman Ciorogariu , NR. 24",Mun. Oradea,BIHOR,Organizatoare,www.sialytravel.com,sialytravel@gmail.com,,,
543,Licenta,14.01.2019,ORO VACATION SRL,J08/1404/2005,ORO TRAVEL,17652823,"STR. Pârâului , NR. 7 , BL. F13  , AP. 1",Mun. Braşov,BRAŞOV,Intermediara,www.orotravel.ro,office@romania-travel.biz,,,
544,Licenta,15.05.2024,MEMENTO AIR,J40/2423/1995,MEMENTO AIR,7166273,"STR. Alba Iulia , NR. 5 , BL. I4","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,contabilitate@christiantour.ro,,,
545,Licenta,14.01.2019,TONYRO HOLIDAYS  SRL,J40/20415/2005,TONYRO HOLIDAYS,18189515,"STR. Şura Mare , NR. 1 , BL. 1A  , AP. 69","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Intermediara,office@tonyro.ro,office@tonyro.ro,,,
546,Licenta,14.01.2019,AVA TOP TRAVEL SERVICE SRL,J11/1105/2006,AVA TOP TRAVEL SERVICE,19671988,"STR. Tapia , NR. 9",Mun. Timişoara,TIMIŞ,Organizatoare,www.toptravelromania.com,violeta@avatoptravel.ro,,,
547,Licenta,15.05.2024,CWT ROMANIA SRL,J40/9995/2007,CWT ROMANIA,21795023,"STR. Corneliu Coposu , NR. 6-8  , ET. 3","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,info@carlsonwagonlit.ro,roinfo@mycwt.com,,,
548,Licenta,14.01.2019,ROMANIA TURISTICA SRL,J8/899/2016,ROMANIA TURISTICA,31739462,"STR. Griviţei , NR. 91   , AP. 1",Mun. Braşov,BRAŞOV,Organizatoare,www.romaniaturisca.ro,agentia@romaniaturistica.ro,,,
549,Licenta,14.01.2019,STUDENT LINES RO SRL,J26/493/2007,STUDENT LINES RO,21335009,"STR. Târgului , NR. 3   , AP. 2",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.studentlines.ro,office@studentlines.ro,,,
55,Licenta,29.10.2018,SC PARADIS VACANTE DE VIS SRL,J13/2271/2016,PARADIS VACANTE DE VIS,36537332,"STR. Alexandru cel Bun , NR. 4B",Mun. Constanţa,CONSTANŢA,IntermediaraOnline,,office@paradistours.ro,,,
550,Licenta,14.01.2019,XCESS TOURS SRL,J29/107/2004,XCESS TOURS,16062409,"STR. Carol I , NR. 16 , BL. 1G",Mun. Câmpina,PRAHOVA,Organizatoare,www.xcesstours.ro,office@xcesstours.ro,,,
551,Licenta,02.04.2019,PARALELA 45 EXPERIENCE S.R.L.,J40/16914/2016,PARALELA 45 EXPERIENCE,36874168,"STR. Fundeni , NR. 163D","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.paralela45.ro,colentina@paralela45.ro,,,
553,Licenta,14.01.2019,EASTERN HOLIDAYS SRL,J13/916/2016,TRAVEL EASTERN HOLIDAYS,35917325,"STR. I. Gh. Duca , NR. 49",Mun. Constanţa,CONSTANŢA,Intermediara,,office@eastern-holidays.ro,,,
554,Licenta,02.02.2021,EZARA TOUR SRL,J1/103/2021,EZARA TOUR,43602271,"STR. Revoluţiei 1989  , BL. CF8 , ET. P , AP. 1",Mun. Alba Iulia,ALBA,Organizatoare,,office@elanatour.ro,,,
555,Licenta,14.01.2019,BOBI & ALINA TOURING SRL,J3/2053/2017,BOBI TRAVEL,38083097,"STR. Griviţei , NR. 2 , BL. B16 , ET. P",Mun. Piteşti,ARGEŞ,Organizatoare,,turism@bobitravel.ro,,,
556,Licenta,14.01.2019,CHRISTIAN TRAVEL SRL,J13/968/1994,CHRISTIAN TRAVEL,5235407,"STR. Tudor Vladimirescu , NR. 30A",Mun. Constanţa,CONSTANŢA,Organizatoare,www.christiantravel.ro,office@christiantravel.ro,,,
557,Licenta,27.01.2021,FORNARI SRL,J12/836/2001,ITAR,13949067,"STR. Horea , NR. 67-69-71-7   , AP. 2",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.agentia-itar.ro,itaragency@gmail.com,,,
558,Licenta,15.01.2019,GDM MAGIC TOURISM S.R.L.,J40/12805/2014,PRO VACANŢA,31405870,"STR. Părului , NR. 4","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,,rezervari@pro-vacanta.ro,,,
559,Licenta,19.02.2021,AVIANCE SRL,J23/6313/2020,AVIANCE,32641275,NR. 11,Com. Domneşti,ILFOV,Organizatoare,www.aviance.ro,office@aviance.ro,,,
56,Licenta,29.10.2018,SC GMC TOURS SRL,J22/1716/2013,IMPERIAL TURISM,32329126,"STR. Păcurari , NR. 158 , BL. 592",Mun. Iaşi,IAŞI,Organizatoare,www.imperialturism.ro,imperial_turism@yahoo.com,,,
560,Licenta,02.12.2025,PALOMA TOURS SRL,,PALOMA TOURS,3801712,"STR. Sold. Gheorghe Matac , NR. 31  , ET. 5","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.palomatours.ro,office@palomatours.com,,,
562,Licenta,15.01.2019,WORLD TRAVEL CONSULT SRL,J40/2199/2014,CALIFORNIA TRAVEL,32833750,NR. 80,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,worldtravelcons@gmail.com,,,
563,Licenta,15.01.2019,LUXURIA TRANS & TRAVEL SRL,J23/595/2013,LUXURIA TRANS & TRAVEL,31261740,"STR. Epocii , NR. 3A",Oraş Bragadiru,ILFOV,Organizatoare,www.luxuriatrans.ro,contact@luxuriatrans.ro,,,
564,Licenta,14.12.2020,MIORITICA TRAVEL SRL,J12/314/2009,RIELA TRAVEL,25114027,"STR. Bucureşti , NR. 70A   , AP. 2",Mun. Cluj-Napoca,CLUJ,Intermediara,,riela_tourism@yahoo.com,,,
565,Licenta,15.04.2021,CHARTER TRANS AIR AGENCY SRL,J26/525/1995,TRANSAIR AGENCY,7687140,"STR. Trandafirilor , NR. 36-38",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.transair.ro,office@transair.ro,,,
566,Licenta,15.01.2019,ZEMER TRAVEL SRL,J37/278/2011,ZEMER TRAVEL,28763681,"STR. 1 Decembrie , NR. 1",Mun. Bârlad,VASLUI,Intermediara,www.zemertravel.ro,zemertravel@yahoo.com,,,
568,Licenta,19.03.2019,MD TUPA TOUR S.R.L.,J26/884/2013,MD TRAVEL,32167792,"STR. 1 Decembrie 1918 , NR. 198   , AP. 4",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.mdtravel.ro,office@mdtravel.ro,,,
569,Licenta,15.01.2019,ALLTUR SRL,J40/1594/2003,ALLTUR,15186484,"STR. Carol I , NR. 50  , ET. P , AP. 1-2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.alltur.ro,office@alltur.ro,,,
57,Licenta,04.10.2019,SC COMPLETUR TRAVEL SRL,J8/2824/2017,COMPLETUR,38346428,"STR. Merilor , NR. 5B9",Mun. Braşov,BRAŞOV,OrganizatoareOnline,www.completur.ro,contact@completur.ro,,,
570,Licenta,12.02.2024,OCEAN TRAVEL & CRUISES SRL,J40/38/2015,OCEAN TRAVEL & CRUISES,33941378,"STR. str. Hrisovului , NR. 22 , BL. VILA 16 , ET. 2 , AP. 9","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,,cristina79magura@yahoo.com,,,
571,Licenta,29.07.2024,BBTR,J40/718/2006,BBTR,18301413,"STR. Parc Herastrau , NR. 3  , ET. 3 , AP. 5","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.bbtr.ro,office@bbtr.ro,,,
572,Licenta,15.01.2019,SCANDINAVIA TURISM SRL,J40/151654/2003,SCANDINAVIA TURISM,15893590,"STR. Valea Călugărească , NR. 3 , BL. D4 , ET. 1 , AP. 54","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Intermediara,,scandinavia@xnet.ro,,,
573,Licenta,15.01.2019,HOLIDAYMAG MAGAZIN SRL,J40/1690/2013,HOLIDAYMAG,31213084,"STR. Mihai Bravu , NR. 390 , BL. B2C  , AP. 17","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.holidaymag.ro,office@holidaymag.ro,,,
574,Licenta,15.01.2019,DRACULA COMPANY SRL,J3/2351/1993,ALOHA TRAVEL,4696291,"STR. Mihail Eminescu , NR. 11",Mun. Câmpulung,ARGEŞ,Intermediara,www.alohatravel.ro,dorelserban25@yahoo.com,,,
575,Licenta,31.08.2020,BODANY TRAVEL & LOGISTICS SRL,J23/3973/2017,STAR HOLIDAYS,24165030,"STR. Călăraşi , NR. 106   , AP. 2","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.starholidays.ro,office@starholidays.ro,,,
576,Licenta,15.01.2019,MERIDIANE TRAVEL & EVENTS SRL,J40/12102/2005,MERIDIANE TRAVEL & EVENTS,17768292,"STR. Ion Mihalache , NR. 60-62 , BL. 40","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.meridiane-travel.ro,office@meridiane-travel.ro,,,
577,Licenta,25.04.2025,MEDTOUR TRAVEL S.R.L.,,MEDTOUR,40289340,"STR. 9 Mai , NR. 25",Mun. Sibiu,SIBIU,Organizatoare,,ioan.halmaciu@gmail.com,,,
578,Licenta,15.01.2019,ANGELINA VOIAJ SRL,J20/1237/2008,ANGELINA VOIAJ,24300960,"STR. Tudor Vladimirescu  , BL. E4 , ET. P",Mun. Lupeni,HUNEDOARA,Intermediara,www.angelinavoiaj.ro,office@angelinavoiaj.ro,,,
579,Licenta,16.09.2019,ARROW MANAGEMENT & CONSULTING S.R.L.,J40/3716/2008,TRAVEL LAB,23401826,AP. 1,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travel-lab.ro,office@travel-lab.ro,,,
58,Licenta,29.10.2018,SC BIBI MODE TRAVEL SRL,J28/89/2017,MIRAGE HOLIDAYS,37009378,"STR. Cuza Vodă , NR. 12 , BL. 12 , ET. 1 , AP. 4",Mun. Slatina,OLT,Intermediara,,mirageholidays01@gmail.com,,,
580,Licenta,15.01.2019,OTI'S GENERAL SRL,J3/1120/2003,OK TOUR INTERNATIONAL,15710731,"STR. Fraţii Goleşti  , BL. S8  , AP. 2",Mun. Piteşti,ARGEŞ,Intermediara,www.oktour.ro,oktourinternational@yahoo.com,,,
581,Licenta,12.03.2025,SC FIRST CLASS SRL,J17/734/1995,FIRST CLASS,7341560,"STR. Siderurgiştilor , NR. 25 , BL. SD7A  , AP. 1",Mun. Galaţi,GALAŢI,Organizatoare,,rodica2010@yahoo.com,,,
582,Licenta,04.09.2025,YZY SKY TRAVEL SRL,J40/3578/2010,YZY SKY TRAVEL,26742810,"STR. Vaslui , NR. 43","Com. Snagov, Sat Ghermăneşti",ILFOV,Organizatoare,www.vacante-perfecte.ro,office@vacante-perfecte.ro,,,
584,Licenta,15.01.2019,EVENTS SERVICES CONSULTING SRL,J40/10031/2005,C & AE BUSINESS TRAVEL,17656744,"NR. 42 , BL. 2 , ET. P , AP. 2","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.vacantelostminute.ro,office@sejurturism.ro,,,
585,Licenta,01.10.2019,GLOBAL HOSPITALITY TRAVEL SRL,J40/6732/2016,LUXURY EXCLUSIVE TRAVEL,36062560,"STR. Dr. Carol Davila , NR. 34   , AP. 3","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.luxuryexclusive.ro,codrin@luxuryexclusive.ro,,,
586,Licenta,26.08.2025,SANCORE SRL,J1992023091404,SANCORE,469547,"STR. Geniului , NR. 24","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Intermediara,www.sancar.ro,office@sancar.ro,,,
587,Licenta,06.08.2025,HELLO HOLIDAYS SRL,J40/13629/2011,HELLO HOLIDAYS,29347254,"STR. Romană , NR. 9  , ET. 1 , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.helloholidays.ro,madalina@helloholidays.ro,,,
588,Licenta,15.01.2019,HELLO TRAVEL SERVICE SRL,J40/5743/2017,HELLO TRAVEL SERVICE,37438620,"STR. Romană , NR. 9  , ET. 1 , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.helloholidays.ro,madalina@helloholidays.ro,,,
590,Licenta,27.01.2021,REGIO ALTERNATIVE SRL,J40/8052/2016,HELLO VIP CLUB,36182515,"STR. Romană , NR. 9  , ET. 1 , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.helloholidays.ro,,,,
591,Licenta,15.01.2019,ARIAN CONSULT S.R.L.,17/644/2001,ARIAN TOUR,14212879,"STR. Traian , NR. 164  , BL. A12",Mun. Galaţi,GALAŢI,Organizatoare,,galati@paralela45.ro,,,
592,Licenta,15.01.2019,JUVENTUS NORD-EST SRL,J33/574/2013,JUVENTUS NORD-EST,32091678,"STR. Ion Grămadă , NR. 7 , BL. 1 C  , AP. 3",Mun. Suceava,SUCEAVA,Organizatoare,www.juventustravel.ro,office@juventustravel.ro,,,
593,Licenta,04.10.2021,TRIP CODE SRL,J40/12011/2016,TRIP CODE,36517017,"STR. Sevastopol , NR. 13-17  , ET. 2 , AP. 113","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.trpcode.ro,office@tripcode.ro,,,
594,Licenta,15.01.2019,EDMAN GROUP SRL,J15/150/2001,EDMAN TRAVEL,14020997,"STR. Nicolae Radian  , BL. O2 , ET. 3 , AP. 10",Mun. Târgovişte,DÂMBOVIŢA,Intermediara,www.edmantravel.ro,edmantravel@yahoo.com,,,
595,Licenta,16.01.2019,ARCADIA EVENTS SRL,J13/1923/2010,ARCADIA TRAVEL,27599387,"STR. Republicii , NR. 5","Oraş Eforie, Loc. Eforie Nord",CONSTANŢA,Intermediara,www.cazarepelitoral.ro,contacteforie@gmail.com,,,
596,Licenta,16.01.2019,JOLLY TOURS & HOLIDAY SRL,J40/6642/2012,JOLLY TOURS,30297184,"STR. Polonă , NR. 10  , ET. 2 , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.jollytours.ro,office@jollytours.ro,,,
597,Licenta,16.01.2019,BIBLOS SRL,J38/466/2003,3BIS,15498834,"STR. Dem Rădulescu , NR. 15 , BL. X2",Mun. Râmnicu Vâlcea,VÂLCEA,Organizatoare,www.3bis.ro,agentia3bis@gmail.com,,,
598,Licenta,16.01.2019,DONARIS TOURS SRL,J40/4980/1998,DONARIS TOURS,10595925,"STR. Virtuţii , NR. 7 , BL. R3","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.donaris.ro,office@donaris.ro,,,
599,Licenta,25.03.2022,CHILDREN TOUR FAMILY SRL,J40/16550/2018,GILIOLA TRAVEL,40174693,"STR. Olteniţei , NR. 81 , BL. 6 , ET. 8 , AP. 36","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.giliolatravel.ro,rezervari.giliolatravel@gmail.com,,,
6,Licenta,22.10.2018,VIAGGIO ONLINE SRL,J35/1809/2014,VIAGGIO.RO,33417480,"NR. 60  , ET. 1",Com. Dumbrăviţa,TIMIŞ,Intermediara,www.viaggio.ro,office@viaggio.ro,,,
600,Licenta,16.01.2019,RODYFOR TRAVEL SRL,J20/843/2009,RODYFOR TRAVEL DEVA,25928351,"STR. Decebal  , BL. 110 , ET. I",Mun. Deva,HUNEDOARA,Organizatoare,,borzarodica@yahoo.com,,,
601,Licenta,16.01.2019,VISIT SRL,J40/1952/1994,VISIT ROMANIA,5257073,"STR. Petöfi Şandor , NR. 15","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.visit-romania.ro,office@visit-romania.ro,,,
603,Licenta,16.01.2019,AGENTIA DE TURISM SFANTUL NICOLAE,J40/7073/2011,SFANTUL NICOLAE,28606326,"STR. Olteniţei , NR. 105A","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.pelerinaje-turism.ro,contact@pelerinaje-turism.ro,,,
604,Licenta,16.01.2019,CRISTRAVEL NORD EST  SRL,J33/848/2014,CRISTRAVEL NORD-EST,33694677,"STR. Mihai Eminescu  , BL. E 5",Mun. Fălticeni,SUCEAVA,Intermediara,www.cristravel.ro,cristina-t-travel-@yahoo.com,,,
605,Licenta,14.06.2022,TRES JOLI VOYAGE SRL,J12/365/2015,JOLIE VOYAGE,34078683,"STR. Maramureşului , NR. 59",Mun. Cluj-Napoca,CLUJ,Intermediara,www.jolievoyage.com,office@jolievoyage.com,,,
606,Licenta,16.01.2019,BIZLAND DEVELOPMENT SRL,J23/4155/2015,QUALIS TRAVEL,35252973,NR. 200C,Com. Brăneşti,ILFOV,IntermediaraOnline,www.qualistravel.ro,contact@qualistravel.ro,,,
607,Licenta,22.08.2023,TAL AVIATION SRL,J40/21088/2007,TAL AVIATION,22717902,"STR. Reînvierii , NR. 3-5","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Intermediara,www.talaviation.com/romania,iulian.s@talaviation.ro,,,
609,Licenta,20.12.2021,SANTOUR SRL,J39/76/2000,SANTOUR,12778252,"STR. Independenţei , NR. 4-6",Mun. Focşani,VRANCEA,Intermediara,www.santour.ro,santourvn@yahoo.com,,,
61,Licenta,10.11.2020,SC BIO-PRACTIC SRL,J8/1816/2012,FIVE TOURS AND EVENTS,30927395,"STR. Tăbăcari  , BL. 4",Mun. Făgăraş,BRAŞOV,Organizatoare,www.fivetours.ro,office@fivetours.ro,,,
610,Licenta,16.01.2019,AGENTIA DE TURISM TRIUNGHI SRL,J40/20782/1994,TRIUNGHI,6452951,"NR. 13  , ET. P , AP. 2","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.triunghi.ro,office@triunghi.ro,,,
611,Licenta,16.01.2019,PHEONIX CLARIMA TRAVEL SRL,J25/52/2015,PHEONIX TRAVEL,34118893,"STR. Crişan , NR. 17B",Mun. Drobeta-Turnu Severin,MEHEDINŢI,Intermediara,www.phenixtravel.ro,office@pheonixtravel.ro,,,
614,Licenta,16.01.2019,BLUE LINE SERVICES SRL,J23/31/2014,PERPETUA TRAVEL,32638393,NR. 17C,Com. Clinceni,ILFOV,OrganizatoareOnline,www.fairbooking.ro,office@fairbooking.ro,,,
615,Licenta,08.12.2023,MARINA TURISM SRL,J34/673/2009,MARINA TURISM,26257009,"STR. Independenţei  , BL. D13  , AP. 42",Mun. Turnu Măgurele,TELEORMAN,Intermediara,,office@marinatur.ro,,,
616,Licenta,27.08.2020,JOLIE TRAVEL FAMILY SRL,J13/216/2018,JOLIE TRAVEL FAMILY,38761823,NR. 10,Com. Valu lui Traian,CONSTANŢA,IntermediaraOnline,www.jolietravelfamily.ro,contact@jolietravelfamily.ro,,,
617,Licenta,23.09.2019,SMART TRAVEL SRL,J22/2181/2004,GDS.TRAVEL,16843981,"STR. Frumoasa , NR. 4  , ET. 1",Mun. Iaşi,IAŞI,Intermediara,www.gds.travel.,office@gds.travel,,,
618,Licenta,17.01.2019,PAN EUROPEAN TRAVEL SRL,J40/9935/2003,PAN EUROPEAN TRAVEL,15609380,"STR. Nicolae Bălcescu , NR. 35 A","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.paneurotravel.ro,violeta@paneurotravel.ro,,,
619,Licenta,17.01.2019,GARLIC TRIPS SRL,J35/3442/2017,GARLIC TRIPS,38099271,"STR. Ciocîrliei , NR. 18  , ET. PARTER",Mun. Timişoara,TIMIŞ,Organizatoare,,ovidiusbalaj@gmail.com,,,
62,Licenta,31.10.2018,SC EURO VACANTA TRAVEL SRL,J40/10024/2008,EURO VACANTA TRAVEL,24015335,"STR. Cisnădie , NR. 7","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,office@eurovacanta.eu,,,
620,Licenta,17.01.2019,FED TRAVEL & EVENTS SRL,J35/1212/2016,FED TRAVEL,35972494,"STR. Cuza Vodă , NR. 9   , AP. 2",Mun. Lugoj,TIMIŞ,Organizatoare,,andreea.dobra86@yahoo.com,,,
621,Licenta,17.01.2019,MIRCDIA TRAVEL SRL,J8/94/2017,VACANŢA,36945889,"STR. Tăbăcari , NR. 7 , BL. 4",Mun. Făgăraş,BRAŞOV,Intermediara,www.mircdiatravel.wixsite.com,mircdiatravel@yahoo.com,,,
622,Licenta,17.01.2019,TUDOGLOB SRL,J17/751/2014,UNIQA TRAVEL,33347970,"STR. Călăraşilor , NR. 60 , BL. 1  , AP. 2",Mun. Brăila,BRĂILA,Intermediara,www.uniqatravel.ro,office@uniqatravel.ro,,,
623,Licenta,08.04.2024,DECOSTYLE RYANNA SRL,J33/79/2009,NET BUCOVINA,25006726,"STR. Ştefan cel Mare , NR. 9",Mun. Rădăuţi,SUCEAVA,Intermediara,,net_bucovina@yahoo.com,,,
