email,company,country,city,website,buyer_authority,contract_value
office@samcom.ro,SAMCOM AS,ROU,Rachiti,https://www.samcom.ro,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI BOTOSANI,1957061.13
office@silva-group.com,SILVA GROUP LOGISTICS DIVISION SRL,RO,Voluntari,www.silvagroup.com,Administratia Lacuri Parcuri si Agrement Bucuresti,7558724.18
office@simultan.ro,SIMULTAN S.R.L.,RO,Faget,,Spitalul Clinic Municipal de Urgenta Timisoara,0
office@transgourmet.at,Transgourmet Österreich GmbH,AUT,Traun,,Auftraggeber sind in den Losen 01 bis 08 die Republik Österreich (Bund), die Bundesbeschaffung GmbH sowie alle weiteren Auftraggeber gemäß der den Ausschreibungsunterlagen beiliegenden Kundenliste und in den Losen 09 und 10 die Österreichischen Mensen Betriebsgesellschaft mbH.,14438400.00
office@vanbet.ro,VANBET SRL,RO,Banca,www.vanbet.ro,SPITALUL JUDETEAN DE URGENTA"SFANTUL IOAN CEL NOU"SUCEAVA,2331651.0
office@vargaquattro.ro,VARGA QUATTRO,ROU,Carei,https://www.vargaquattro.ro,SPITALUL JUDETEAN SATU MARE,8699049
office.zimprestserv@yahoo.com,ZIM Prestserv,RO,Moinesti,,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,5913535.99
offre@javafoodservice.be,Sligro Food Group Belgium,BEL,Rotselaar,,Association iris-Achats,473397.08
ola@vasaholmsagro.se,Ola Hammargren,SE,TORNA-HALLESTAD,,Polismyndigheten,4500000.0
o.marron@passionfroid.fr,PASSION FROID POMONA,FRA,PARCAY-MESLAY,,Ville de Châtellerault,596000
ondrej.lazecky@bivoj.cz,BIVOJ  a.s.,CZE,Opava - Předměstí,,Psychiatrická nemocnice v Opavě,40000000
ondrej.salek@bidfood.cz,Bidfood Czech Republic s.r.o.,CZE,Kralupy nad Vltavou - Mikovice,https://www.bidfood.cz/,Zařízení služeb pro Ministerstvo vnitra,500000000
o.nicoletti@onarchitecture.fr,Onarchitecture/BET DIMA,FR,NICE,,Syndicat mixte de l'abattoir du Mercantour,40500.0
operations@charpalor.fr,CHARPALOR,FRA,Créhange,,AGAP GRAND EST,290000
op@eurofood.bg,МУЛТИФУУД ГРУП ЕООД,BGR,с. Марково,,ОБЩИНА БУРГАС,728415.00
orbanpisti@freemail.hu,AGRICOLA 2011 Mezogazdasagi Termelo es Szolgaltato Korlatolt Felelossegu Tarsasag,HU,Orci,,Magyar Agrar- es Elettudomanyi Egyetem,62825000.0
order.skara@charkmans.se,Ciovo Invest AB,SE,VAXJO,,Skovde kommun,56000000.0
orders@meconv.be,MECO SA,BEL,OSTENDE,,Intercommunale de Soins Spécialisés de Liège  ,1178807.07
orders@ommeats.ie,O'Mahoney Meats Ltd,IRL,Dublin,www.omahonymeats.ie,Irish Prison Service,16000000
oroszi.nemeth@gmail.com,Oroszine Nemeth Bianka,HU,Solt,,Kiskunsagi Nemzeti Park Igazgatosag,129900000.0
ostrowiec@publima.pl,PPHU PUBLIMA Lichota&Lichota Sp. Komandytowa,POL,Ostrowiec Świętokrzyski,https://publima.pl/,42 Baza Lotnictwa Szkolnego w Radomiu,2522742.5
ouest@stockmeier.fr,STOCKMEIER FRANCE,FRA,SAINT-JACQUES DE LA LANDE,,CONCARNEAU CORNOUAILLE AGGLOMERATION,4356666.68
paal@aakebergskoglunn.no,Akeberg Skoglunn Plsemakeri as,NO,oslo,,Oslo kommune v/ Sykehjemsetaten,30000000.0
pablo@pescadosjuarez.com,ALMACEN DE PESCADOS JUAREZ SL,ESP,Burgos,,Jefatura de Intendencia de Asuntos Económicos Oeste,6.6
pa.carrel@ste-utp.fr,SOCIETE NOUVELLE UTP,FRA,Hères sur Amby,,Economat des Armées,
padraic@angloprinters.ie,Anglo Printers Ltd,IRL,Drogheda,www.angloprinters.ie,Meath County Council,
host of Age Friendly
Ireland Shared Service,41000
palimariuviorica@gmail.com,Lacrima Florilor,ROU,Dorohoi,,SPITALUL JUDETEAN SATU MARE,8699049
pangrupvis@yahoo.com,PAN GRUP DUNCA S.R.L.,RO,Viseu de Sus,,Directia Generala de Asistenta Sociala si Protectia Copilului Maramures,3856875.87
pangrupvis@yahoo.com, pangrupviseu@yahoo.com,Pan Grup Dunca S.R.L.,RO,Viseu de Sus,,Directia Generala de Asistenta Sociala si Protectia Copilului Maramures,2240342.2
panyabeata@kite.hu,KITE Mezőgazdasági Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság,HUN,Nádudvar,https://www.kite.hu,Bábolna Nemzeti Ménesbirtok,64563900.00
parhancom@yahoo.com,PARHAN COM S.R.L.,RO,Bratca,www.parhancom.ro,SPITALUL JUDETEAN SATU MARE,12862764.0
pascal.hugoni@ldc.fr,VOLAILLERS DE NOS REGIONS,FRA,BRANGES,https://les-volailles-de-nos-regions.fr,VILLE DE NICE,
pascaloquet@yahoo.fr,LOQUET PASCAL,FRA,59820 SAINT-GEORGES-SUR-L'AA,,COMMUNE DE GRAVELINES,322600
passionfroid_ouest@sendao.fr,pomona passion froid,FR,Carquefou,,lycee Chevrollier,405635.0
pat-lyons@sysco.com,Sysco Ireland,IRL,Limerick,,The Office of Government Procurement,6534167
patricea.orhei@mopansuceava.ro,S.C. MOPAN SUCEAVA S.A.,RO,Suceava,www.v.ro,INSTITUTUL DE PSIHIATRIE "SOCOLA" IASI,1513126.8
patricia.a.elliott@gmail.com,Metron International Ltd,IRL,Dublin,www.metronwelding.ie,Longford and Westmeath Education and Training Board,
patrick@coolsivna.ie,Coolsivna Construction Ltd,IRL,Galway,,Westmeath County Council,
patrick.esbjornsson@akep.se,Ake P Fagel & Vilt AB,SE,Malmo,http://www.akepfagelovilt.se,Vaxjo kommun,9000000.0
patrick.grathwohl@sysco.fr,SYSCO FRANCE,FRA,METZ,,GROUPEMENT DE COMMANDES LYCEE HENRI POINCARE,2647016
paulalm@frutasmora.es,FRUTAS MORA QUALITY SL,ESP,ESPARTINAS,,Junta de Gobierno Local del Ayuntamiento de Jerez,120078.41
paulaprats@churrysa.com,CHURRY, S.A.,ESP,BARCELONA,,BARCELONA DE SERVEIS MUNICIPALS, S.A.,358000
paula.ribeiro@avibom.pt,CITAVES-PRODUÇÃO E ABATE DE AVES, UNIPESSOAL, LDA.,,PRT,Tomar,,Instituto da Segurança Social, I.P.,3695066.21
paul.coussens@hofkip.be,Hofkip,BE,Menen,,OCMW Kortrijk,1298844.52
paul.merrigan@heatmerchants.ie,Heat Merchants Group,IRL,Dublin 12,,Longford and Westmeath Education and Training Board,
pauloneill@inspection.ie,Inspection Equipment Co Ltd,IE,Dublin,http://www.inspection.ie,Louth and Meath Education & Training Board,500000.0
p.blanco@st-laurent.fr,Saint Laurent SA,ESP,Lugones,,Junta de Gobierno Local del Ayuntamiento de Jerez,120078.41
pcyman.lis@gmail.com,LIS Sp. z o.o. Sp. k,POL,Sierakowice,,Akademia Marynarki Wojennej im. Bohaterów Westerplatte,2514051.23
PCYMAN.LIS@GMAIL.COM,„LIS” Spółka z o.o. Sp. K,POL,Sierakowice,,Akademia Marynarki Wojennej im. Bohaterów Westerplatte ,2981871.25
p_dobreva.bglawyer@abv.bg,Полигрейн БГ ЕООД,BGR,с. Аврен,,ОБЩИНА ВАРНА,70000.00
pedro@camarsasl.com,CAMARGUESA DE DESPIECES SL,ESP,Santander,,Dirección del Instituto Cántabro de Servicios Sociales,108598
pekarna.pepe@gmail.com,PEKARNA PEPE d.o.o.,SVN,Škocjan,,OSNOVNA ŠOLA GRM,
pemap@pemap.cz,PeMaP s.r.o.,CZE,Přerov,,Správa státních hmotných rezerv,4433000
Pen4ev2002@abv.bg,РИКО - 77 ЕООД,BGR,с. Братя Даскалови,,ТРАКИЙСКИ УНИВЕРСИТЕТ,91980.00
penzugy@szekelyhus.hu,Székely és Társa Kereskedelmi Kft.,HUN,Szolnok,,Bács-Kiskun Vármegyei Oktatókórház,150025900.00
penzugy@tangazdasag.hu,MATE Tangazdasag Nonprofit Korlatolt Felelossegu Tarsasag,HU,Keszthely,,Magyar Agrar- es Elettudomanyi Egyetem,62825000.0
pepinieresvchombart@orange.fr,PEPINIERES V CHOMBART,FRA,HOMBLEUX,,Ville d'Evian (74),477000
pesticid@ro-ni.net, , . ,BG,,www.pesticid@ro-ni.net,Darzhavno predpriyatie Kabiyuk  gr. Shumen,143430.0
peter.figura@apsfood.sk,A.P.S. – FOOD s.r.o.,SVK,Bukovec,,Ústav na výkon trestu odňatia slobody,
peter@occo.ie,OCC Construction,IRL,Galway,,Westmeath County Council,
peter.steiner@euricom.it,Euricom S.p.A.,ITA,Valle Lomellina (PV),,Bundesanstalt für Landwirtschaft und Ernährung (BLE),
pg@axis.construction,Axis Construction Limited,IRL,Letterkenny,www.axis.construction,Westmeath County Council,
p.gintas@splius.lt,UAB Vilguva,LT,Siauliai,,Viesoji istaiga Respublikine Panevezio ligonine,257880.63
philipocallaghan@examcraft.ie,The Examcraft Group,IRL,Glasnevin,,Louth and Meath Education and Training Board 1384,
pi_314_pi@yahoo.com,S.C NISARA IMPEX S.R.L,RO,Sacele,www.nisara.ro,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,4500596.49
picavet@socowa.fr,SOCOWA,FRA,Francia,,Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda,
picolact@yahoo.com,PICOLACT PRODCOM SRL,ROU,Iclod,https://www.picolact.ro,UNIVERSITATEA TEHNICA DIN CLUJ NAPOCA,1131634.4
piensoslajara2@gmail.com,PIENSOS LA JARA, S.L,ESP,San José del Valle,,Junta de Gobierno Local del Ayuntamiento de Jerez,120078.41
pierre-alain.guillaume@terreetplume.bzh,TERRE ET PLUME,FRA,HANVEC,,REGION BRETAGNE
,11971617
pierrick.bru@sysco.com,SYSCO FRANCE SAS,FRA,PARIS 12,,Ville de Cagnes sur Mer (06),100000
pietris@pietris.gr,ΠΙΕΤΡΗΣ ΒΙΟΤΕΧΝΙΑ ΕΙΔΩΝ ΔΙΑΤΡΟΦΗΣ ΑΕ,GRC,ΚΟΡΙΝΘΟΣ,https://www.pietris.gr/,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,1724191.2
piima.hulgi@mail.ee,OÜ Piima Hulgi,EST, Luunja vald,,Sihtasutus Elva Teenused,
pik@pik-vrbovec.hr,PIK VRBOVEC plus d.o.o.,HRV,Vrbovec,https://www.pik-vrbovec.hr,Studentski centar u Zagrebu,2792276.0
pilanarafaj@gmail.com,Pilana,obrt za obradu drva vl.Stjepan Rafaj,HR,Radovan,,Srednja skola "Arboretum Opeka",318333.85
pilaud.pepinieres@orange.fr,PILAUD VEGETAUX DIFFUSION,FRA,Peyrins,,Mairie de Brive,270385.4
pinus@pinus.ee,aktsiaselts PINUS,EST, Tallinn,,Riigi Tugiteenuste Keskus,
piotr.ryniewicz@kabanos.pl,Zakład Przetwórstwa Mięsnego KABANOS Sp. z o.o.,POL,Przecław,,21 Wojskowy Szpital Uzdrowiskowo-Rehabilitacyjny SP ZOZ w Busku-Zdroju,883552.5
pirexx@poczta.onet.pl,Firma Handlowo-Usługowa PIREX Piotr Piróg,POL,Brzozów,,35. Wojskowy Oddział Gospodarczy,787000
p.kiseliovas@linasagro.lt,AB "Linas Agro",LTU,Panevėžys,www.linasagro.lt,Valstybės įmonė Valstybinių miškų urėdija (PV),45000
plant-sud@orange.fr,PLANT SUD,FRA,Candillargues,,Ville de Lyon,
planum.gradenje@vk.t-com.hr,Planum-graenje d.o.o.,HR,Vukovar,,Hrvatska akademska i istrazivacka mreza - CARNET,132619.67
plecity@masobrejcha.cz,Maso Brejcha s.r.o.,CZE,Praha - Motol,,Všeobecná fakultní nemocnice v Praze,490210
p.leks@osadkowski.pl,Osadkowski Sp. z o.o.,POL,Bierutów,,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,124798.15
p.marcinkevicius@paukstynas.lt,Vilniaus Paukštynas,LTU,Vilnius,https://paukstynas.lt/lt,VšĮ Respublikinė Vilniaus universitetinė ligoninė (PV),77760
p.objednavky@pekarnahorovice.cz,PAC Hořovice s.r.o.,CZE,Praha 4 - Nusle,,Ústřední vojenská nemocnice - Vojenská fakultní nemocnice Praha,406099
pokorny.lukas@qanto.cz,Astur & Qanto s.r.o.,CZE,Praha - Záběhlice,www.qanto.cz,Nemocnice Pardubického kraje, a.s.,30764.25
polnutr@polnutr.com,POLNUTR Sp. z o.o.,POL,Rakoniewice,,Miasto Poznań Ogród Zoologiczny,682500
ponerd@poneder.at,Poneder e.U.,AT,Windberg,,Valoridicarta SpA,4846000.0
porcbio.st.sauveur@gmx.com,PORC BIO SAINT-SAUVEUR,FRA,ST SAUVEUR,,VILLE DE LANDERNEAU,830100.54
post@dlvry.no,DLVRY AS,NOR,OSLO,,Haugesund Kommune,33500000
post@vardenargartneri.no,Vardenær Gartneri AS,NOR,Nesbru,,Asker kommune,4000000
p.otte@jjdelvaux.be,Delvaux J.-J.,BEL,Namur,,Centre Hospitalier Bois de l'Abbaye,
pozanameat@gmail.com,Pozana Meat s.r.o.,SK,Zvolen,,Ustredna vojenska nemocnica SNP Ruzomberok - fakultna nemocnica,127263.0
ppenchev@b-trust.org,НОВО ГРУП
Участници в обединението „Холидей Турс“ ЕООД и „Чех-Йосиф Новосад“ ООД.,BGR,Велико Търново,,ОБЩИНА ВАРНА,750000.00
ppf-aix-marchespublics@passionfroid.fr,POMONA PASSIONFROID,FRA,Aix En Provence,,mairie de Lorgues,20000
ppf-lom-marchespublics@passionfroid.fr,POMONA,FRA,Lille,,Région Hauts-de-France,5760000
ppf-ncy-cellulemarches@passionfroid.fr,Pomona Passion Froid,FRA,MILLERY,,GROUPEMENT DE COMMANDES LYCEE HENRI POINCARE,
ppf-raa-marchespublics@passionfroid.fr,POMONA PASSION FROID,FRA,Saint Priest Cedex,,GHT Savoie Belley - CH Métropole Savoie,
ppk@ppk.hr,P P K d.d.,HRV,Karlovac,,Javna ustanova Nacionalni park Plitvička jezera,291693
predaj@hurka.sk,HURKA s.r.o.,SVK,Prešov,,Fakultná nemocnica s poliklinikou J. A. Reimana Prešov,95016.00
premia@premia.ee,Premia Tallinna Külmhoone AS,EST, Tallinn,,Sihtasutus Jõulumäe Tervisespordikeskus,
PRESIDENZA@CERT.CIRFOOD.COM,COOPERATIVA ITALIANA DI RISTORAZIONE SOCIETA' COOPERATIVA ESSA PUO' OPERARE ANCHE CON LA DENOMINAZIONE "CIRFOOD S.C.",ITA,Reggio nell'Emilia,,COMUNE DI REGGIO NELL'EMILIA,2579685.86
Priit.Rahuelu@mail.ee,OÜ Timberlog,EST, Setomaa vald,,Sihtasutus Viljandi Haigla,
procurement@allpro.ie,Allpro Security Services Ireland Ltd  T/A Allpro Services,IRL,Galway,www.allpro.ie,Meath County Council,1128027.6
procurement@ryanhanley.ie,Ryan Hanley_63567,IRL,Galway,www.ryanhanley.ie,Meath County Council,
prodaja@profil-klett.hr,PROFIL KLETT d.o.o.,HRV,Grad Zagreb,https://www.profil-klett.hr,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,231990.00
prodaja@storm.hr,STORM COMPUTERS d.o.o.,HRV,Grad Zagreb,https://www.storm.hr/hr,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,23192815.8
prodcarmi@yahoo.com,SC PRODCARMI SRL,RO,Targu Mures,,Spitalul Clinic Judetean de Urgenta Targu.Mures,2218470.0
PRODLACTA_ARAD@YAHOO.COM,PRODLACTA SRL,ROU,Arad,,Spitalul Clinic de Recuperare Medicala Baile Felix,
producteur.reunis@orange.fr,LES PRODUCTEURS REUNIS,FRA,DISSAY,,Ville de Châtellerault,596000
produkt.komerc@gmail.com,Produkt Komerc d.o.o.,HR,Pazin,,Javna ustanova NP Plitvicka jezera,3994000.0
pronoe.trading@yahoo.com,PRONOE TRADING LTD,CYP,LIMASSOL,https://www.eprocurement.gov.cy/epps,Δήμος Λεμεσού(μέχρι 30/6/2024),207193
provibio2019@orange.fr,PROVIBIO,FRA,SAINT-AIGNY,,Ville de Châtellerault,596000
provigotrade@yahoo.com,Provigo Trade S.R.L.,RO,Bucuresti,www.provigo.ro,Comitetul Olimpic si Sportiv Roman,31465.0
provita@theodossiou.com,ΠΡΟΒΙΤΑ ΛΤΔ.,CYP,ΛΕΜΕΣΟΣ,https://www.eprocurement.gov.cy/epps,Δήμος Λεμεσού(μέχρι 30/6/2024),207193
przetargi@almax.lublin.pl,ALMAX-DYSTRYBUCJA SP. Z O.O.,POL,JASTKÓW,,Narodowy Instytut Kardiologii Stefana Kardynała Wyszyńskiego - Państwowy Instytut Badawczy,2306770.63
Przetargi@Konshurt.com.pl,KONSHURUT M. Kasprzyk Sp. K.,POL,Częstochowa,,SZKOŁA POLICJI W KATOWICACH,170296.35
przetargi@pcmkk.pl,Pomorskie Centrum Mięsne K&K Sp. z o.o.,POL,Gdańsk,,SKARB PAŃSTWA - 13 WOJSKOWY ODDZIAŁ GOSPODARCZY,2743869.61
przetargi@phustek.pl,STEK Kałużny i Wspólnicy Sp. Komandytowa,POL,Grudziądz,,Skarb Państwa - 13 Wojskowy Oddział Gospodarczy (13 WOG),2754322.2
przetargi@wedzonka.com,WĘDZONKA Sp. z o.o. Sp. K.,POL,Myślenice,,Akademia Wojsk Lądowych,2362395.01
przetargi@wedzonka.pl,Wędzonka Sp. z o.o. Spółka Komandytowa,POL,Nowy Sącz,,ZAKŁAD KARNY W TARNOWIE,443231.6
przetargi@widan.eu,Widan Polska Sp. z o.o. Sp. K.,POL,Przemyśl,,34. Wojskowy Oddział Gospodarczy,752520
p.sheridan@ronayne.ie,Ronayne Hire and Hardware,IRL,Thurles,www.my-tools.ie,Longford and Westmeath Education and Training Board,
psiekierko@op.pl,Hurt-Detal Art. Spoż.-Rolne Anna Siekierko,POL,Wysokie Mazowieckie,,32 Wojskowy Oddział Gospodarczy w Zamościu,11845449
psychogyios@hotmail.com,EΠΑΜΕΙΝΩΝΔΑΣ ΨΥΧΟΓΥΙΟΣ ΚΑΙ ΣΙΑ Ο.Ε.,GRC,ΤΡΙΠΟΛΗ,,ΠΑΝΑΡΚΑΔΙΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΤΡΙΠΟΛΗΣ ¨Η ΕΥΑΓΓΕΛΙΣΤΡΙΑ",91490.45
pweinmann@abmcontractors.com,ABM Contractors Ltd,IRL,Dublin,www.abmcontractors.com,Meath County Council,
p.winters@dfw24.de,Durrrohrsdorfer Fleisch- und Wurstwaren GmbH,DE,Durrrohrdorf,,Studentenwerk Dresden, AoR,769228.0
pzlikacoop@gmail.com,ZADRUGA LIKA COOP,HRV,Gospić,,Javna ustanova Nacionalni park Plitvička jezera,242190
qualite@julesetmax.fr,Jules et Max,FRA,Saint martin des noyers,,Economat des Armées,
racunovodstvo@vugrinec.hr,VUGRINEC d.o.o.,HRV,Dubravica,,Studentski centar u Zagrebu,2792276.0
radojevic.ileana@gmail.com,Trotocka d.o.o.,HR,Vocin,,Hrvatska akademska i istrazivacka mreza - CARNET,159750.0
r.aichberger@poneder.at,Poneder Halbstoff,AUT,Ulmerfeld-Hausmening,,Istituto Poligrafico e Zecca dello Stato S.p.A.,
ramonalucaciu36@yahoo.com,SUPER EXTRA PAN S.R.L.,RO,Deva,,Penitenciarul Drobeta-Turnu Severin,42.62
raul.moya@carnesmontoro.com,CARNES Y FABRICA DE EMBUTIDOS MONTORO S.L.,ESP,MONTORO,,Junta de Gobierno del Ayuntamiento de Córdoba,59034.04
razpisi@celjske-mesnine.si,CELJSKE MESNINE d.o.o. Celje,SVN,Celje,,UNIVERZITETNI KLINIČNI CENTER LJUBLJANA,783430.0000
r.ceballos@nutreco.com,NUTRECO,ESP,Tres Cantos (Madrid),,Rectorado de la Universidad Miguel Hernández de Elche,0.09
refkaf@gmail.com,REFKA, s.r.o.,SVK,Nitra,,Správa zariadení sociálnych služieb,
regina@vigesta.lt,Uzdaroji akcine bendrove Vigesta,LT,Mazeikiai,http://vigesta@vigesta.lt,Viesoji istaiga Respublikine Panevezio ligonine,257880.63
relances2.compta@charcuterie.fr,ETABLISSEMENTS FASSIER SA,FRA,Vibraye,,Economat des Armées,
remion_agroserv@yahoo.com,SC REMION AGROSERV SRL,ROU,Piscu Vechi,http://remion.ro,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Victor Babes Craiova,
rgk@rgk.lv,Sabiedriba ar ierobezotu atbildibu "REZEKNES GALAS KOMBINATS",LV,Rezekne,,Gulbenes novada pasvaldiba,231583.39
rhf.administratif@pruvost-leroy.fr,PRUVOST LEROY,FRA,Saint Hilaire Cottes,,Région Hauts-de-France,5760000
rhf.castres@bigard.fr,BIGARD,FRA,CASTRES,https://www.bigard.fr/,HOSPICES CIVILS DE BEAUNE,1114381
rhf.castresz@bigard.fr,BIGARD,FRA, CASTRES,,CENTRALE D'ACHAT DES CROUS - CNOUS,3334675
rhf@lionor.fr,SAS_LIONOR,FRA,Steenbecque,,CHU de Lille - ES du GHT LMFI,6560000
rhf.quimperle@bigard.fr,GROUPE BIGARD,FRA,Quimperle,,Centre Hospitalier Tarbes - Lourdes,7241322
riccialimentari@legalmail.it,RICCI SRL FORNITURE ALIMENTARI,ITA,RAVENNA (RA),,Opere Pie d'Onigo,321623.14
riigihanked@sanitex.eu,Sanitex OU,EE,Rae vald,,AS Hoolekandeteenused,2858816.05
rlawlor@taralearning.ie,Tara 365 Learning Ltd,IRL,Navan,,Longford and Westmeath Education and Training Board,
r.lebras@g-nedelec.com,GARAGE NEDELEC CONCARNEAU,FRA,Concarneau,,Concarneau Cornouaille Agglomération,258551.72
rmihaiconstantin@yahoo.com,Retacom,RO,Bucuresti,www.dgaspcsectorul1.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 1,3824312.6
RMSDFAM@GMAIL.COM,RMSD FAM,ROU,Cosoveni,http://rmsd.ro,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Victor Babes Craiova,
robbi@matfugl.is,Matfugl ehf,ISL,Reykjavik,https://matfugl.is/,Reykjavik Procurement Office,1
robellespoitevines@yahoo.fr,LES ROBELLES POITEVINES,FRA,La Roche-sur-Yon,https://www.pagesjaunes.fr/siret/84990898300018,Ville de La Roche sur Yon (85),
robert.andersson@swhorto.se,SW Horto AB,SWE,Hammenhög,,Karlstads kommun,
robert@dackebygdenskott.se,Dackebygdens kött i Virserum AB,SWE,Virserum,http://www.dackebygdenskott.se,Vetlanda kommun,8500000
Robert.Loughran@Bluesky-world.com,Bluesky International Ltd,GBR,Ashby De La Zouch,Www.bluesky-world.ie,Westmeath County Council,49732.50
rodica.chirca@radicstar.ro,RADICSTAR,ROU,stefanesti,http://radic.ro/,Universitatea Nationala de Stiinta si Tehnologie Politehnica Bucuresti,3608995
roger.blomberg@dalvikskvarn.se,Dalviks kvarn AB,SWE,Falun,,Upphandlingscenter Falun Borlänge-regionen,
roisin.doyle@rod.ie,Roughan and O'Donovan _20818,IRL,Dublin 18,https://www.rod.ie/,Meath County Council,
rolnik@rolnik.pl,ROLNIK SP. Z O. O.,POL,ORZESZE,https://rolnik.pl/,ZAKŁAD KARNY W KAMIŃSKU,70669.04
roman.lipowicz@lipro.pl,LIPRO Roman Lipowicz,POL,Żnin,,34. Wojskowy Oddział Gospodarczy,752520
romicssrl@yahoo.com,S.C. ROMICS S.R.L.,RO,Timisoara,www.e-licitatie.ro,Ministerul Apararii - Unitatea Militara nr. 02558 Timisoara,760406.28
rosario@rdslink.ro,S.C.ROSARIO PAN S.R.L.,RO,Baia Mare,,Directia Generala de Asistenta Sociala si Protectia Copilului Maramures,3856875.87
roszyk@niebieszczanscy.pl,Zakłady Mięsne Niebieszczańscy sp.k.,POL,Proszówka,,Akademia Wojsk Lądowych,2362395.01
rovesa@comercialrovesa.com,Comercial Diamond Rovesa S.L,ESP,Agüimes,,Consejería Delegada de Hoteles Escuela de Canarias, S.A.,1154201.50
roxarprodcom@gmail.com,ROXAR PROD COM S.R.L.,RO,Cernesti,,Directia Generala de Asistenta Sociala si Protectia Copilului Maramures,3856875.87
ruben@rossettibags.com,ROSSETTI DIFUSSIONS.A,ESP,Leganés,,Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda,
ruvaltejada@gmail.com,RUVALTEJADA, S.L.,ESP,Valderredible,,Sociedad Regional Cántabra de Promoción Turística S.A. CANTUR S.A.,282600
ryana@innopharmalabs.com,Innopharma Labs,IE,Dublin 18,http://https://www.innopharmaeducation.com/about-us,Louth and Meath Education & Training Board ,3000000.0
ryan@earlydaysfoods.com,Early Days Foods Ltd,IRL,Dundalk,https://earlydaysfoods.com/,Louth and Meath Education and Training Board 1384,150000
r.zbrzeski@pib.pl,PiB Sp. z o.o.,POL,Gołymin Ośrodek ,http://pib.pl/,42 Baza Lotnictwa Szkolnego w Radomiu,2522742.5
salcedorubio@hotmail.com,SALCEDO&RUBIO,S.L.,ESP,Madrid,,División Económica y Técnica (Cuerpo Nacional de Policía),239071.15
sales@atlantis.ie,Atlantis Seafoods Wexford Limited,IRL,Wexford,,Health Service Executive,9523862.04
sales@carniprod.eu,Carniprod,ROU,Tulcea,https://www.carniprodtl.eu,PENITENCIARUL GALATI,584594
sales@css.irish,Padraig O Ciardha T/A CSS,IRL,Tallaght,www.css.irish,Louth and Meath Education and Training Board 1384,
sales@gasweld.ie,Gas-Weld Ltd,IRL,Dublin 3,,Longford and Westmeath Education and Training Board,
sales@qflow.ie,Qflow Promotions - Eflow Marketing Ltd.,IRL,Dublin,,Louth and Meath Education and Training Board 1384,
sales@q-food.be,Q-FOOD NV,BEL,Lokeren,http://www.q-food.be/,Association iris-Achats,473397.08
sales@qfood-debruycker.be,Q-FOOD nv,BEL,Lokeren,http://www.q-food.be/,vzw Jessa Ziekenhuis,
sales@supranet.hr,SUPRA NET d.o.o.,HRV,Grad Zagreb,https://www.supranet.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,23192815.8
sales@walravens.be,WALRAVENS SA,BEL,Bruxelles,http://www.walravens.be/,Association iris-Achats,473397.08
sandra.paniagua@enriquetomas.com,ENRIQUE TOMAS SL,ESP,Badalona,,BARCELONA DE SERVEIS MUNICIPALS, S.A.,311214.86
s.aparicio@rufinonavarro.com,Suministros Rufino Navarro, S.L.U.,ESP,Torrejón de Ardoz,,Junta de Gobierno del Ayuntamiento de Navalcarnero,793388.43
sarasahermanos@gmail.com,SARASA HERMANOS, S.L.,ESP,AYERBE,,Subdirección General de Servicios Económicos y Pagadurías,23220
sari.turunen@atria.com,Atria Suomi Oy,FIN,ATRIA,,Servica Oy,6000000
sasa@dobrotezvasi.si,DOBROTE Z VASI, proizvodnja, gostinstvo in storitve, d.o.o.,SVN,Grosuplje,,OSNOVNA ŠOLA GRM,
sas_guillet@sendao.fr,sas guillet,FR,Morannes/Sarthe,,lycee Chevrollier,405635.0
satreblomsterflora@gmail.com,AS Sætre Blomsterflora,NOR,Sætre,,Asker kommune,10000000
sauquisrl10@gmail.com,SAUQUI,ROU,Oradea,,SPITALUL CLINIC JUDETEAN MURES,309880.79
sb@cater.dk,Dansk Cater A/S,DNK,Svenstrup,,Region Nordjylland,4757889
sbp@smgoko.dk,SMG Øko Aps. Spis Min gris,DNK,Nørre Aaby,,Danmarks Nationalbank,3000000
sceadescevol86@orange.fr,LA FERME DE BONNEUIL,FRA,Verrue,,LYCEE VICTOR HUGO,869118.93
schaney@bushellinteriors.com,Bushell Interiors Ltd,IE,Dublin,http://www.bushellinteriors.com,Meath County Council,780000.0
schoolmeals@thelunchbag.ie,The Lunch Bag Unlimited,IRL,Nenagh,,Longford and Westmeath Education and Training Board,
