CUI,COD_INMATRICULARE,DATA_INMATRICULARE,EUID,FIRMA,STARE_FIRMA,FORMA_JURIDICA,TIP_SOCIETATE,TIP_SEDIU,TARA,JUDET,LOCALITATE,STRADA,NR,BLOC,SCARA,ETAJ,APARTAMENT,SECTOR,CONTINUARE_ADRESA,CONTACT_FIRMA,BILANTDEPUS_2018,SUBTIP_BILANT_2018,CAEN_BILANT_2018,CIFRA_AFACERI_2018,PROFIT_NET_2018,PIERDERE_NETA_2018,NR_MEDIU_SALARIATI_2018
39235789,C34/3/2018,2018-04-24,ROONRC.C34/3/2018,AGRICOOP VALEA MORII COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Cucueţi,,,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,3039.0,
39235797,C34/5/2018,2018-04-24,ROONRC.C34/5/2018,AGRICOOP LA CAZACU COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Băcăleşti,,,,,,,,,,NU,,,,,,
39235835,C34/4/2018,2018-04-24,ROONRC.C34/4/2018,AGRICOOP VALEA CĂLMĂŢUIULUI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Călmăţuiu de Sus,,,,,,,,,,NU,,,,,,
39247317,C6/4/2018,2018-04-25,ROONRC.C6/4/2018,COOPERATIVA AGRICOLĂ ȚĂRANUL RUNCAN,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Runcu Salvei,,423,,,,,,,,NU,,,,,,
39250681,C28/8/2018,2018-04-26,ROONRC.C28/8/2018,TIANA GREEN LAND COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Corabia,Str. TRAIAN,49,,,,,,biroul nr. 18,,NU,,,,,,
39252755,C34/6/2018,2018-04-26,ROONRC.C34/6/2018,AGRICOOP LA COTOCI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Băcăleşti,,,,,,,,,,NU,,,,,,
39252763,C34/7/2018,2018-04-26,ROONRC.C34/7/2018,AGRICOOP LA OLTEANCA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Crângeni,,,,,,,,,,NU,,,,,,
39270085,C10/1/2018,2018-05-02,ROONRC.C10/1/2018,COOPERATIVA AGRICOLĂ DEALUL BOGAT ISTRIŢA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Breaza,,338,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,130.0,40.0,0.0,2370.0,
39270662,C17/3/2018,2018-05-02,ROONRC.C17/3/2018,SATUL REZISTA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Galaţi,Ţepu,Str. ŞTEFAN CEL MARE,136,,,,,,camera 3,,NU,,,,,,
39286960,C22/3/2018,2018-05-04,ROONRC.C22/3/2018,OVI-CARP UNGHENI-IASI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Iaşi,Ungheni,,,,,,,,POZIŢIA 198,,NU,,,,,,
39294475,C28/10/2018,2018-05-07,ROONRC.C28/10/2018,LAUR ROŞIORU COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Vîrtopu,,1A,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,117123.0,758.0,0.0,1.0
39294483,C28/9/2018,2018-05-07,ROONRC.C28/9/2018,LUBENIŢA ROTUNJEANĂ COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Caracal,Calea BUCUREŞTI,43,E14,1,,3,,CAMERA NR.1,,NU,,,,,,
39301670,C34/8/2018,2018-05-08,ROONRC.C34/8/2018,AGRICOOP CÎINEASCA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Copăceanca,Şos. ALEXANDRIEI,2,,,,,,,,NU,,,,,,
39301688,C34/9/2018,2018-05-08,ROONRC.C34/9/2018,AGRICOOP LA DUMBRAVA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Scrioaştea,,,,,,,,,,NU,,,,,,
39305264,C35/4/2018,2018-05-08,ROONRC.C35/4/2018,ZOOTEHNICA PISCHIA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Timiş,Pişchia,,243,,,,,,,,NU,,,,,,
39311150,C28/11/2018,2018-05-09,ROONRC.C28/11/2018,STAR LAND VISION EXPERT COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Bălteni,Str. PROF. ION CIOBANU,51,,,,,,,,NU,,,,,,
39315446,C34/10/2018,2018-05-09,ROONRC.C34/10/2018,AGRICOOP ALBINUŢA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Uda-Paciurea,,,,,,,,,,NU,,,,,,
39333604,C21/1/2018,2018-05-11,ROONRC.C21/1/2018,SPIC DE GRÂU 2018 COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Ialomiţa,Slobozia,Str. MIRON COSTIN,,20A,A,3,12,,camera 2,Telefon mobil: 0722373687; ,NU,,,,,,
39354828,C28/12/2018,2018-05-16,ROONRC.C28/12/2018,TOCEA IANCA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Ianca,Str. AGRICULTORILOR,67,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,52766.0,4396.0,0.0,1.0
39353962,C34/11/2018,2018-05-16,ROONRC.C34/11/2018,AGRICOOP COMANCA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Balta Sărată,,,,,,,,,,NU,,,,,,
39362588,C19/2/2018,2018-05-17,ROONRC.C19/2/2018,BORZONTORZ COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Harghita,Gheorgheni,Str. ŞOIMILOR,8,,,,,,,Telefon mobil: 0726391364; ,DA,Soc. com. sistem simplificat 4 formulare,149.0,,0.0,25063.0,1.0
39361051,C34/12/2018,2018-05-17,ROONRC.C34/12/2018,AGRICOOP PLUGARUL COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Smârdioasa,Str. TEILOR,20,,,,,,,,NU,,,,,,
39361760,C39/3/2018,2018-05-17,ROONRC.C39/3/2018,AGRO ALIVIC FARM COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Slobozia Ciorăşti,,,,,,,,,Telefon: 0768356063; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,1260886.0,0.0,261.0,
39370661,C34/13/2018,2018-05-18,ROONRC.C34/13/2018,COOP DEALUL CETĂŢII COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Cervenia,Str. SCRIITORILOR,45,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,8884.0,
39385131,C17/4/2018,2018-05-22,ROONRC.C17/4/2018,EAC AGRO TEHNOLOGY COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Galaţi,Munteni,Str. Fabricii,8B,,,,,,,Telefon mobil: 0765418066; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,38536.0,1.0
39384071,C28/13/2018,2018-05-22,ROONRC.C28/13/2018,CORA GREEN LAND COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Corabia,Str. TRAIAN,49,,,,,,biroul nr. 14,,DA,Soc. com. sistem simplificat 4 formulare,111.0,472798.0,21902.0,0.0,1.0
39384497,C34/14/2018,2018-05-22,ROONRC.C34/14/2018,AGRICOOP TIMPURI NOI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Ştorobăneasa,Str. Fabricii,2,,,,,,,,NU,,,,,,
39393592,C25/1/2018,2018-05-23,ROONRC.C25/1/2018,AGRO BLAHNITA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Mehedinţi,Pătulele,,555,,,,,,Strada Dănceului,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,7904.0,1.0
39399170,C28/14/2018,2018-05-24,ROONRC.C28/14/2018,COOPERATIVA AGRICOLĂ PLAIURI OLTENEŞTI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Radomireşti,,,,,PARTER,,,"TARLAUA 194, PARCELA 21, ANEXĂ GOSPODĂREASCĂ, CAMERA 7",,DA,Soc. com. sistem simplificat 4 formulare,146.0,0.0,0.0,3189.0,0.0
39405700,C28/15/2018,2018-05-25,ROONRC.C28/15/2018,HDMMA STAR LAND COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Oraş Potcoava,Str. CROITORILOR,3,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,4611.0,,0.0,750.0,
39407167,C34/15/2018,2018-05-25,ROONRC.C34/15/2018,COOP AGRIJIANU COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Talpa-Ogrăzile,,,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,1857.0,
39416572,C13/2/2018,2018-05-29,ROONRC.C13/2/2018,REDIVIVUS NEGURENI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Constanţa,Ion Corvin,Str. SF. AP. ANDREI,31,,,,,,,Telefon mobil: 0724648806; ,DA,Soc. com. sistem simplificat 4 formulare,4621.0,621978.0,59891.0,0.0,
39415054,C33/2/2018,2018-05-29,ROONRC.C33/2/2018,GRĂDINARI DIN BUCOVINA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Suceava,Poieni-Solca,,95,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,113.0,53793.0,1035.0,0.0,1.0
39413134,C34/16/2018,2018-05-29,ROONRC.C34/16/2018,CRESCĂTORII DE CAPRE RASA CARPATINĂ COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Alexandria,Str. LIBERTĂŢII,211,L8 - L9,,,,,,Telefon: 0732249040; ,DA,Soc. com. sistem simplificat 4 formulare,162.0,,0.0,701.0,
39428445,C31/2/2018,2018-05-31,ROONRC.C31/2/2018,ECO HONEYBEE GROUP COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Sălaj,Zalău,Str. CERBULUI,35,,,,,,birou 1,Telefon mobil: 0742887104; ,DA,Soc. com. sistem simplificat 4 formulare,149.0,,0.0,17550.0,1.0
39429777,C30/2/2018,2018-05-31,ROONRC.C30/2/2018,BELTIUG VEST COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Satu Mare,Beltiug,,376,,,,,,,Telefon mobil: 0753106102; ,NU,,,,,,
39436782,C7/4/2018,2018-06-04,ROONRC.C7/4/2018,CINCI SATE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Unţeni,,,,,,,,,,NU,,,,,,
39436804,C7/3/2018,2018-06-04,ROONRC.C7/3/2018,LUNCA MORII COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Huţani,,5,,,,,,Strada 143,,NU,,,,,,
39444483,C16/9/2018,2018-06-05,ROONRC.C16/9/2018,FLORI DE MAI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Dolj,Craiova,Str. MARAMUREŞ,30,C31,2,2,9,,,Telefon: 0746241788; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,15015.0,1.0
39440171,C28/16/2018,2018-06-05,ROONRC.C28/16/2018,MIRALUMIR COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Orlea,Str. VALEA DUNĂRII,162,,,,,,camera nr. 1,,DA,Soc. com. sistem simplificat 4 formulare,111.0,177922.0,5363.0,,1.0
39451880,C16/11/2018,2018-06-06,ROONRC.C16/11/2018,HOLDE BOGATE OLTENA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Gângiova,,708,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,13118.0,1.0
39451758,C16/10/2018,2018-06-06,ROONRC.C16/10/2018,ROMANATI SUD COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Dolj,Amărăştii de Sus,,,,,,,,"T5, P241",Telefon: 0722673105; ,DA,Soc. com. sistem simplificat 4 formulare,4611.0,,0.0,4201.0,
39448205,C34/17/2018,2018-06-06,ROONRC.C34/17/2018,AGRICOOP IVAN COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Izvoarele,Str. COJOCARULUI,1,,,,,,,,NU,,,,,,
39448221,C34/18/2018,2018-06-06,ROONRC.C34/18/2018,AGRICOOP VALEA CHIROSULUI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Perii Broşteni,Str. LIBERTĂŢII,31,,,,,,,,NU,,,,,,
39457130,C51/1/2018,2018-06-07,ROONRC.C51/1/2018,AGRO APROZI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Călăraşi,Aprozi,Str. Floarea Soarelui,1,,,,,,CAMERA 1,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,8482.0,1.0
39454797,C34/19/2018,2018-06-07,ROONRC.C34/19/2018,AGRICOOP RECOLTA BOGATĂ COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Fântânele,Str. DACIEI,102,,,,,,,,NU,,,,,,
39465133,C16/12/2018,2018-06-08,ROONRC.C16/12/2018,AGRODEZV CORNEANU COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Băileşti,Str. CALEA CRAIOVEI,70,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,1244.0,0.0,
39465141,C16/13/2018,2018-06-08,ROONRC.C16/13/2018,AGROPRO MUŞUROI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Băileşti,Str. NĂDEJDEA SĂNDULESCU,22,,,,,,,,NU,,,,,,
39461867,C34/20/2018,2018-06-08,ROONRC.C34/20/2018,AGRICOOP ÎNFRĂŢIREA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Ciuperceni,,,,,,,,,,NU,,,,,,
39469119,C34/21/2018,2018-06-11,ROONRC.C34/21/2018,AGRICOOP LA RUSCĂ COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Plosca,Str. Primăveri,,,,,,,,,NU,,,,,,
39469852,C34/22/2018,2018-06-11,ROONRC.C34/22/2018,AGRICOOP ZIMBRU COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Liţa,,,,,,,,,,NU,,,,,,
39472920,C28/17/2018,2018-06-12,ROONRC.C28/17/2018,AGROSUD ROMANAŢI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Caracal,Str. RAHOVEI,72,,,,,,biroul nr. 1,,DA,Soc. com. sistem simplificat 4 formulare,4611.0,,0.0,11765.0,1.0
39478834,C13/3/2018,2018-06-13,ROONRC.C13/3/2018,COOPERATIVA AGRICOLĂ OLTENI AGRO PIN,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Constanţa,Olteni,,,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,63025.0,755.0,0.0,1.0
39485211,C16/14/2018,2018-06-13,ROONRC.C16/14/2018,RECOLTA NOUĂ COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Craiova,B-dul NICOLAE TITULESCU,29,I4,1,,42,,,Telefon: 0722625630; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,15628.0,1529.0,0.0,
39487867,C28/18/2018,2018-06-14,ROONRC.C28/18/2018,ICE AGRO CEZIENI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Cezieni,Str. DUMITRACHE JIANU,8,,,,,,,,DA,Soc.cu bilant prescurtat(scurt),4611.0,19800.0,0.0,4637.0,1.0
39491485,C35/5/2018,2018-06-14,ROONRC.C35/5/2018,VIMMA FAMILY COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Timiş,Sânmihaiu Român,,492,,,,,,CAM. 2,,NU,,,,,,
39498190,C6/5/2018,2018-06-15,ROONRC.C6/5/2018,COOPERATIVA AGRICOLĂ ȚIBLEȘ-SOMEȘ-MELEȘ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Rusu de Sus,,27,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,4633.0,,0.0,161.0,
39492030,C35/6/2018,2018-06-15,ROONRC.C35/6/2018,TINERII FERMIERI DUDESTII NOI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Timiş,Dudeştii Noi,Str. CALEA TIMIŞOAREI,61,,,,,,,,DA,Soc.cu bilant prescurtat(scurt),111.0,37070.0,0.0,593.0,1.0
39516865,C16/15/2018,2018-06-20,ROONRC.C16/15/2018,HREAPCA GRANI CIOROIASI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Cioroiu Nou,Str. FERMIERILOR,28,,,,,,,,NU,,,,,,
39513915,C18/1/2018,2018-06-20,ROONRC.C18/1/2018,CNY FARM PROGRESS COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Gorj,Radosi,,308,,,,,,,Telefon mobil: 0761422550; ,NU,,,,,,
39511310,C21/2/2018,2018-06-20,ROONRC.C21/2/2018,BLÉ ORGE COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ialomiţa,Borăneşti,Str. GRĂDINIŢEI,10,,,,,,"C1, biroul nr. 1",,NU,,,,,,
39512316,C28/19/2018,2018-06-20,ROONRC.C28/19/2018,SPICUL VIŞINARII COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Vişina,Str. PRINCIPALĂ,7,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,4611.0,,0.0,24761.0,1.0
39515347,C33/3/2018,2018-06-20,ROONRC.C33/3/2018,MUNȚII DORNELOR COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Suceava,Valea Bancului,,1,,,1,,,"clădirea C 7, camera 1",,DA,Soc. com. sistem simplificat 4 formulare,1051.0,50400.0,431.0,0.0,2.0
39512758,C35/7/2018,2018-06-20,ROONRC.C35/7/2018,NAFIVAR AGRO COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Timiş,Bucovaţ,,221,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,0.0,2117.0,0.0,
39519519,C28/20/2018,2018-06-21,ROONRC.C28/20/2018,AGROMIT FERMA CRISTIAN COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Olt,Rotunda,Str. CAROL I,13,,,,,,,,DA,Soc.cu bilant prescurtat(scurt),4611.0,0.0,0.0,3666.0,0.0
39523102,C30/3/2018,2018-06-21,ROONRC.C30/3/2018,NORD VEST BOTIZ COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Satu Mare,Botiz,Str. SALCÂMILOR,18,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,111.0,151742.0,0.0,572.0,1.0
39520521,C33/4/2018,2018-06-21,ROONRC.C33/4/2018,LEGU-FRUCT FĂLTICENI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Suceava,Fălticeni,B-dul REVOLUŢIEI,,1,C,4,12,,,Telefon mobil: 0747831086; ,NU,,,,,,
39519993,C34/23/2018,2018-06-21,ROONRC.C34/23/2018,AGRICOOP DRUM NOU COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Brâncoveanca,,,,,,,,,,NU,,,,,,
39521730,C35/8/2018,2018-06-21,ROONRC.C35/8/2018,AGRICOLA CENAD COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Timiş,Cenad,,1198,,,,,,CAMERA 1,,DA,Soc. com. sistem simplificat 4 formulare,111.0,,0.0,9920.0,1.0
39526001,C28/21/2018,2018-06-22,ROONRC.C28/21/2018,AGROSUD ALEXMYH COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Cruşovu,Str. A. I. CUZA,67,,,,,,BIROUL NR. 1,,NU,,,,,,
39535638,C16/17/2018,2018-06-25,ROONRC.C16/17/2018,INIMA OLTENIEI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Prunet,,38,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,163.0,,0.0,0.0,
39535646,C16/18/2018,2018-06-25,ROONRC.C16/18/2018,RANG RECOLTA RUR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Cătane,,376,,,,,,,,NU,,,,,,
39535689,C16/19/2018,2018-06-25,ROONRC.C16/19/2018,RUKONA COMO COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Comosteni,,472,,,,,,,,NU,,,,,,
39534659,C34/24/2018,2018-06-25,ROONRC.C34/24/2018,AGRICOOP LA HOTARE COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Beciu,,,,,,,,,,NU,,,,,,
39543371,C6/7/2018,2018-06-26,ROONRC.C6/7/2018,UVATERA ECOLOGIC COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Breaza,,86,,,,,,,,NU,,,,,,
39543380,C6/6/2018,2018-06-26,ROONRC.C6/6/2018,EBEN-EZER ECOLOGIC COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Bistriţa-Năsăud,Negrileşti,,178,,,,,,,,NU,,,,,,
39541648,C12/1/2018,2018-06-26,ROONRC.C12/1/2018,CARPAT COLUMBA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Cluj,Cluj-Napoca,Str. TRAIAN,69-71,,,,24,,,,DA,Soc. com. sistem simplificat 4 formulare,1011.0,,204.0,0.0,0.0
39540324,C34/25/2018,2018-06-26,ROONRC.C34/25/2018,PRODUCĂTORII DE LEGUME - AGROSTAR COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Alexandria,Str. LIBERTĂŢII,211,L8 - L9,,,,,,,NU,,,,,,
39540332,C34/26/2018,2018-06-26,ROONRC.C34/26/2018,AGRICOOP STEAGU ROŞU COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Tecuci,,,,,,,,,,NU,,,,,,
39549129,C16/20/2018,2018-06-27,ROONRC.C16/20/2018,RUGEN BARC COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Bârca,Str. MARIN SORESCU,22,,,,,,,,NU,,,,,,
39545542,C28/23/2018,2018-06-27,ROONRC.C28/23/2018,BIRUINŢA OLTENIEI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Olt,Redea,Str. IAS-ULUI,8,,,,,,camera nr. 2,,DA,Soc. com. sistem simplificat 4 formulare,4611.0,42245.0,3007.0,0.0,1.0
39556363,C16/21/2018,2018-06-28,ROONRC.C16/21/2018,AURUL CÂMPIEI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Unirea,,1250,,,,,,,Telefon: 0749195973; ,DA,Soc.cu bilant prescurtat(scurt),4611.0,0.0,0.0,9021.0,
39561858,C16/22/2018,2018-06-29,ROONRC.C16/22/2018,USURELU EMILIA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Dolj,Basarabi,Str. MOŞILOR,53,,,,,,,,DA,Soc. com. sistem simplificat 4 formulare,116.0,,0.0,16912.0,1.0
