company,cui,caen,country,city,address,email,email2,phone,phone2,website,contact_person,employees,revenue,profit,positions,sector,status,source,notes
UNIQUE EXCLUSIVE OUTSOURCING PARTNER S.R.L.,38847496,8220,Romania,Municipiul Iasi,"Municipiul Iasi, CHISINAULUI, nr. 29",,,,,,,1,1097742,653751,,Call center / BPO,active,BILANT,
UPC SERVICES SRL,36120920,8220,Romania,Bucuresti Sectorul 6,"SG. CONSTANTIN GHERCU, 1A, Bucuresti Sectorul 6, Bucuresti",,,,,,,0,3660,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
VALANK ASSISTANCE SRL,32665762,8220,Romania,Municipiul Arad,"BORSEC, 4, Municipiul Arad, Arad",,,,,,,,,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
VALENTA BPO S.R.L.,44438194,,Romania,Bucuresti Sectorul 3,NERVA TRAIAN 27-33 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
VALORIS CENTER SRL,,,Romania,,,contact@valoris.ro,,+40215299929,,www.valoris.ro,,,,,,Call center / BPO,active,CCIB,"Companie cu capital 100% romanesc, ofera servicii profesionale de call center. Construieste si dezvolta servicii inovatoare, competitive si profesionale de Contact Center (Inbound si Outbound)."
VERSIA TRADING S.R.L.,48056049,8220,Romania,"Sat Berceni, Comuna Berceni","Sat Berceni, Comuna Berceni, MIERLEI, nr. 22",,,0745577727,,,,1,262103,207850,,Call center / BPO,active,BILANT,
VIP DEGREE S.R.L.,38570165,8220,Romania,Bucuresti Sectorul 2,"Bucuresti Sectorul 2, Sector 2, Toamnei, nr. 120",,,,,,,1,297948,217462,,2,active,BILANT,
VIRTUAL ASSIST SRL,23122414,8220,Romania,Bucuresti Sectorul 5,"Str. Echinoctiului, 3, Bucuresti Sectorul 5, Bucuresti",,,0721372284,,,,0,0,,,Call center / BPO,insolvent,FALIMENT,Procedure:  | Liquidator:
VIRTUAL CALLCENTER SOLUTIONS SRL-D,32750116,,Romania,Bucuresti Sectorul 2,CAMPUL CU NARCISE 3 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
VIVENDI OUTSOURCING S.R.L.,46998260,4120,Romania,"Loc. Ludus, Oras Ludus","Loc. Ludus, Oras Ludus, LILIACULUI, nr. 6A",,,,,,,2,828700,165412,,Call center / BPO,active,BILANT,
WEBHELP MAGIC PRODUCTION SRL,37523246,,Romania,Oras Voluntari,FRASARI 45,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
WEBHELP ROMANIA SRL,18988172,8220,Romania,Bucuresti Sectorul 1,DR. IACOB FELIX 63-69,wh_dlt-ro-personnel@concentrix.com,wh_dlt-ro-personnel@concentrix.com,0752103315,0213075965,,,1888,277285035,55918951,5,Call center / Suport clienti,active,DELIVERY | ANOFM_DEEP | BUC_ILFOV,
WEHELP CALL-CENTER S.R.L.,42488765,8220,Romania,Municipiul Sibiu,"Municipiul Sibiu, Andrei Muresanu, nr. 14",,,,,,,1,2029049,751128,,Call center / BPO,active,BILANT,
WEPROF NET S.R.L.,38567313,8220,Romania,Municipiul Oradea,"Municipiul Oradea, RENASTERII, nr. 1D",,,0741665236,,,,1,273499,133986,,Call center / BPO,active,BILANT,
WIKICALL SRL,35837633,8220,Romania,"Sat Dumbravita, Comuna Dumbravita","Sat Dumbravita, Comuna Dumbravita, P. TUTEA, nr. 110",,,,,,,2,459077,-9366,,Call center / BPO,active,BILANT,
WIN OUTSOURCING S.R.L.,47385809,8299,Romania,Bucuresti Sectorul 1,"Bucuresti Sectorul 1, Sector 1, BARAJUL ARGES, nr. 8A",,,0213203238,,,,1,466773,161225,,1,active,BILANT | BUC_ILFOV,
X TEAM OUTSOURCING SRL,26925817,,Romania,Bucuresti Sectorul 2,PANCOTA 3 2,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
X2 NATION OUTSOURCING S.R.L.,47882212,,Romania,"Sat Olteni, Comuna Clinceni",BUCURESTI-DOMNESTI 32R,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
YM INTERNATIONAL SERVICES AND OUTSOURCING S.R.L.,51624840,,Romania,Bucuresti Sectorul 3,TRAPEZULUI 2 3,,,,,,,,,,,Call center / BPO,active,BUC_ILFOV,
YOUDIAL HOMESHORE SRL,26283024,8220,Romania,Bucuresti Sectorul 4,"Bucuresti Sectorul 4, Sector 4, Spl. UNIRII, nr. 16",,,0727915840,,,,1,260840,-99820,,4,active,BILANT,
"ABAI BUSINESS SOLUTIONS, S.A (anteriormente denominada EXTEL CONTACT CENTER, S.A)",,,Spain,Madrid,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79510000 | Value: 628260.0
"ABAI BUSINESS SOLUTIONS, S.A.U (anteriormente denominada EXTEL CONTACT CENTER, S.A)",,,Spain,Madrid,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79510000 | Value: 246980.0
"Abante Business Process Outsourcing, S. L.",,,Spain,Lugo,,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79500000 | Value: 380336.0
"ACCENTURE OUTSOURCING SERVICES, S.A.U.",,,Spain,Madrid,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 72212900 | Value: 548424.0
"Cibernos Outsourcing, S.L.",,,Spain,Madrid,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 72710000 | Value: 220800.0
"ILUNION SEGURIDAD, S.A.U. -ILUNION OUTSOURCING, S.A.U.,UTE ILUNION SEGURIDAD S.A.-ILUNION OUTSOURCING S.A.",,,Spain,MADRID,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79710000 | Value: 59326308.4
"Indra BPO Servicios, S. L. U.",,,Spain,Madrid,,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79500000 | Value: 867369.75
"LKS OUTSOURCING, S.COOP.",,,Spain,Donostia / San Sebastian,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 72611000 | Value: 5037227.5
"NORTEX OUTSOURCING GLOBAL, S.L.",,,Spain,A CORUNA,,,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79342320 | Value: 236186.48
"SBC Outsourcing, S. L.",,,Spain,Madrid,"Avenida Fuente Nueva, 6, 28703 San Sebastian de los Reyes",,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79992000 | Value: 114575.77
"SBC OUTSOURCING, S.L.",,,Spain,SAN SEBASTIAN DE LOS REYES - MADRID,"AV de la Fuente Nueva, 6",,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 98341120 | Value: 111046.09
"SPEZIAL OUTSOURCING, S.L.",,,Spain,MOSTOLES,"CALLE PUERTO CRUZ VERDE, 21",contratacion.se@spz-outsourcing.es,,,,,,,,,,Call center / BPO,active,TED_2022,TED 2022 | CPV: 79992000 | Value: 677335.0
"U. T. E. Indra BPO Servicios, S. L. U., Indra Soluciones Tecnologias de la Informacion, S. L. U.",,,Spain,Alcobendas,,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 72500000 | Value: 570278.86
Concentrix Schweiz AG,,,Switzerland,Wallisellen,Richtistrasse 5,,,0446685648,,,,,,,,Call center / BPO,active,SWITZERLAND/seco,Kanton: ZH
Conduent Business Solution AG,,,Switzerland,Bern,Freiburgstrasse 251,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 30230000 | Value: 861570.0
KELLY SERVICES Outsourcing and Consulting Group,,,Switzerland,Neuchâtel,Avenue Edouard-Dubois 20,,,0792638773,,,,,,,,Call center / BPO,active,SWITZERLAND/seco,Kanton: NE
PM Office Outsourcing GmbH,,,Switzerland,Galgenen,Jostenstrasse 4,,,0555346463,,,,,,,,Call center / BPO,active,SWITZERLAND/seco,Kanton: SZ
Claire Sutherland,,,United Kingdom,Dundee,15 Westerton Avenue,,,,,,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 80000000 | Value: 3600000.0
Eversheds-Sutherland (International) LLP,,,United Kingdom,London,1 Wood Street,,,,,www.eversheds-sutherland.com,,,,,,Call center / BPO,active,TED_2021,TED 2021 | CPV: 79100000 | Value: 3000000.0
Accace Outsourcing SRL,,,Unknown,,,irrisp@yahoo.com,,+40403140504,,,COd,,,,5,other,active,MASTER_ALL,
WEBHELP ROMÂNIA SRL,,,Unknown,,,wh_dlt-ro-personnel@concentrix.com,,,,,,,,,7,it_tech,active,MASTER_ALL,
