producer_name,products,county,odm,address_punct_lucru,address_sediu,phone,email,product_urls,scraped_at
S.C. PRODUCȚIE COMERȚ ȘI SERVICII ”TIMATE” S.R.L.,CARTOFI | MORCOVI | CEAPĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare UAT_urilor: Cernat, Turia, Reci, Borosneu Mare, Dalnic și Sfântu Gheorghe, județul Covasna","Sat Cernat, Comuna Cernat, Str. Principală, Nr. 1/C, Județul Covasna",0726 306 150,150timate@agrowest.ro,https://produsmontan.ro/produse_montane/cartofi-s-c-productie-comert-si-servicii-timate-s-r-l/ | https://produsmontan.ro/produse_montane/morcovi-s-c-productie-comert-si-servicii-timate-s-r-l/ | https://produsmontan.ro/produse_montane/ceapa-s-c-productie-comert-si-servicii-timate-s-r-l/,2026-03-11T10:37:02.654749
S.C. PRODUCȚIE ȘI COMERȚ CERBUL S.R.L.,LAPTE DE VACĂ,Covasna,ODM Întorsura Buzăului,"Sat Telechia, Str. Principală (fost CAP) Comuna Brateș, Județul Covasna","Sat Telechia, Comuna Brateș, Nr. 97, Județul Covasna",0744 525 466,466cerbul1991@yahoo.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-s-c-productie-si-comert-cerbul-s-r-l/,2026-03-11T10:37:02.654749
S.C. RD AGROLACT VISCRI S.R.L.,LAPTE DE VACĂ,Brașov,ODM Lisa,"Sat Viscri, Comuna Bunești, Nr. 143, Județul Brașov","Sat Viscri, Comuna Bunești, Nr. 143, Județul Brașov",0753 041 053,053agrobio.consulting@gmsil.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-s-c-rd-agrolact-viscri-s-r-l/,2026-03-11T10:37:02.654749
S.C. REBO ANGUS KARPATEN S.R.L.,CARCASA BOVINĂ,Harghita,ODM Odorheiu Secuiesc,"Sat Sub Cetate, Comuna Zetea, FN, Județul Harghita","Sat Sub Cetate, Comuna Zetea, Str. Principală, Nr. 2, Județul Harghita",0749 047 005,005office@reboanguskarpaten.ro,https://produsmontan.ro/produse_montane/carcasa-bovina-s-c-rebo-angus-karpaten-s-r-l/,2026-03-11T10:37:02.654749
S.C. SANZSO COMERȚ S.R.L.,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare UAT-urilor:  Zăbala, Covasna, Brateș și Dalnic, Județul Covasna","Localitatea Covasna, Str. 1 Decembrie 1918, Nr. 33, Județul Covasna",,bende_ati@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-s-c-sanzso-comert-s-r-l/,2026-03-11T10:37:02.654749
S.C. SIMPATICA LYA TURIST S.R.L.,DULCEAȚĂ DE CIREȘE SANGRAAL | DULCEAȚĂ DE ZMEURĂ SĂLBATICĂ SANGRAAL | DULCEAȚĂ DE MURE SĂLBATICE SANGRAAL | GHEBE MURATE SANGRAAL | DULCEAȚĂ DE AFINE SĂLBATICE SANGRAAL | SIROP DIN CONURI DE BRAD SANGRAAL | ZACUSCĂ DE GHEBE SANGRAAL,Argeș,ODM Curtea de Argeș,"Sat Dragoslavele, Comuna Dragoslavele, Județul Argeș","Sat Dragoslavele, Comuna Dragoslavele, Județul Argeș",0748 316 231,231olteanu.liana@yahoo.com,https://produsmontan.ro/produse_montane/dulceata-de-cirese-sangraal-s-c-simpatica-lya-turist-s-r-l/ | https://produsmontan.ro/produse_montane/dulceata-de-zmeura-salbatica-sangraal-s-c-simpatica-lya-turist-s-r-l/ | https://produsmontan.ro/produse_montane/dulceata-de-mure-salbatice-sangraal-s-c-simpatica-lya-turist-s-r-l/ | https://produsmontan.ro/produse_montane/ghebe-murate-sangraal-s-c-simpatica-lya-turist-s-r-l/ | https://produsmontan.ro/produse_montane/dulceata-de-afine-salbatice-sangraal-s-c-simpatica-lya-turist-s-r-l/,2026-03-11T10:37:02.654749
SABĂU IOAN APICULTOR ÎNTREPRINDERE FAMILIALĂ,MIERE DE SALCÂM | MIERE DE MANĂ | MIERE POLIFLORĂ,MARAMUREȘ,ODM Sighetu Marmației,"Strada Ulmului, nr. 4, oraș Vișeu de sus, județul Maramureș","Strada Ulmului, nr. 4, oraș Vișeu de sus, județul Maramureș",0745 595 718,proviseu@yahoo.com,https://produsmontan.ro/produse_montane/miere-de-salcam-sabau-ioan-apicultor-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/miere-de-mana-sabau-ioan-apicultor-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/miere-poliflora-sabau-ioan-apicultor-intreprindere-familiala/,2026-03-11T10:37:02.654749
SARGETIA S.R.L.,LAPTE DE VACĂ,Brașov,ODM Săcele,"Oraș Zărnești, Str. Izvorului, Nr. 101, Județul Brașov","Oraș Zărnești, Str. Izvorului, Nr. 101, Județul Brașov",0751 041 053,053info@sargetia.eu,https://produsmontan.ro/produse_montane/lapte-de-vaca-sargetia-s-r-l/,2026-03-11T10:37:02.654749
SC ADVANCE AGRARIA SRL,GRÂU,Hunedoara,ODM Hunedoara,"Sat Orăștioara de Jos, Nr. 25A, Comuna Beriu, Județul Hunedoara","Sat Orăștioara de Jos, Nr. 25A, Comuna Beriu, Județul Hunedoara",0728.144.477,0728.144.477dan_vintan_2014@yahoo.com,https://produsmontan.ro/produse_montane/grau-sc-advance-agraria-srl/,2026-03-11T10:37:02.654749
SC ADVENTURE HEAT SRL,OUĂ DE GĂINĂ,Brașov,ODM Lisa,"comuna Vulcan, DJ Vulcan-Codlea, KM.1 – Mina 1Mai, județul Brașov","Sat Sânbotin, comuna Dăești, nr. 16, județul Vâlcea",0723 247 872,adventure_heat@yahoo.com,https://produsmontan.ro/produse_montane/oua-de-gaina-sc-adventure-heat-srl/,2026-03-11T10:37:02.654749
SC AGRISIL-ZĂB SRL,PORUMB | GRÂU,Covasna,ODM Întorsura Buzăului,"Terenuri agricole apaținătoare comunelor Ghelința, Catalina și Zăbala, județul Covasna","Sat Zăbala, Nr. 621B, Comuna Zăbala, Județul Covasna",0785 559 270,furtuna.claudiu@yahoo.ro,https://produsmontan.ro/produse_montane/porumb-sc-agrisil-zab-srl/ | https://produsmontan.ro/produse_montane/grau-sc-agrisil-zab-srl/,2026-03-11T10:37:02.654749
SC AGROFERMA GRAMINIA DMG SRL,CARCASĂ BOVINĂ,Brașov,ODM Săcele,"Strada Albinelor, nr. 9, localitatea Brașov, județul Brașov","Strada Albinelor, nr. 9, localitatea Brașov, județul Brașov",0740 227 872,sin_rodica@yahoo.com,https://produsmontan.ro/produse_montane/carcasa-bovina-sc-agroferma-graminia-dmg-srl/,2026-03-11T10:37:02.654749
SC AGROMEC GHEORGHENI SA,CARTOFI,Harghita,ODM Toplița,"Localitatea Gheorgheni, str. Kossuth Lajos, nr. 191, județul Harghita","Localitatea Gheorgheni, str. Kossuth Lajos, nr. 191, județul Harghita",0266 364 203,agromecgheorgheni@gmail.com,https://produsmontan.ro/produse_montane/cartofi-sc-agromec-gheorgheni-sa/,2026-03-11T10:37:02.654749
SC BLACK ANGUS SRL,CARNE GULAȘ | RASOL NEMȚESC | BURGER (100% ANGUS) | BAVETĂ (FLANKSTEAK) | MICI | CARNE TOCATĂ (100% ANGUS) | RASOL CU OS/OSSOBUCCO | BRISKET | SPATĂ | COASTE (BEEFRIBS) | OBRĂJORI VITĂ | FRICANDOU | SALAM ȘUNCĂ TIP VICTORIA | CAPAC PULPĂ | SALAM USCAT | T-BONE STEAK | LEBĂR | CHIULOTĂ | CREMWURȘTI | PICANHA | ANTRICOT FĂRĂ OS | CABANOS CALIBRU 22/24 | RASOL ALB | CÂRNAȚI GRILL | ANTRICOT CU OS | CÂRNAȚI MĂGHERANI FIERT/AFUMAT | MUȘCHI | VRĂBIOARĂ | NUCĂ | PARIZER | TOMAHAWK,Mureș,ODM Ibănești,"Sat Măgherani, nr. 470/A, comuna Măgherani, județul Mureș","Sat Măgherani, nr. 470/A, comuna Măgherani, județul Mureș",0749 168 168,office@blackangusfarm.ro,https://produsmontan.ro/produse_montane/carne-gulas-sc-black-angus-srl/ | https://produsmontan.ro/produse_montane/rasol-nemtesc-sc-black-angus-srl/ | https://produsmontan.ro/produse_montane/burger-100-angus-sc-black-angus-srl/ | https://produsmontan.ro/produse_montane/baveta-flanksteak-sc-black-angus-srl/ | https://produsmontan.ro/produse_montane/mici-sc-black-angus-srl/,2026-03-11T10:37:02.654749
SC BLUEBERRY HEAVEN SRL,AFINE,Brașov,ODM Lisa,"Sat Viștea de Sus, comuna Viștea, județul Brașov","Sat Viștea de Sus, nr. 109, COMUNA Viștea, județul Brașov",0744 315 360,office@blueberry-heaven.com,https://produsmontan.ro/produse_montane/afine-sc-blueberry-heaven-srl/,2026-03-11T10:37:02.654749
SC BOCANII SRL,OUĂ „BOCANII”,Hunedoara,ODM Hunedoara,"Sat Ostrovu Mic, comuna Râu de Mori, nr. 29, județul Hunedoara","Sat Ostrovu Mic, comuna Râu de Mori, nr. 29, județul Hunedoara",0744 583 132,,https://produsmontan.ro/produse_montane/oua-bocanii-sc-bocanii-srl/,2026-03-11T10:37:02.654749
SC COSELITE SRL,"BRÂNZĂ DE BURDUF | BRÂNZĂ DE VACĂ | CAȘ DE VACĂ | SMÂNTÂNĂ | TELEMEA DE VACĂ | IAURT 2,8% GRĂSIME | CAȘCAVAL | CREMĂ DE BRÂNZĂ DE VACĂ",Covasna,ODM Întorsura Buzăului,"Strada Vajnak, nr. 5, localitatea Covasna, județul Covasna","Strada Vajnak, nr. 5, localitatea Covasna, județul Covasna",0756 164 333,oliviu@montlact.ro,https://produsmontan.ro/produse_montane/branza-de-burduf-sc-coselite-srl/ | https://produsmontan.ro/produse_montane/branza-de-vaca-sc-coselite-srl/ | https://produsmontan.ro/produse_montane/cas-de-vaca-sc-coselite-srl-2/ | https://produsmontan.ro/produse_montane/cas-de-vaca-sc-coselite-srl/ | https://produsmontan.ro/produse_montane/telemea-de-vaca-sc-coselite-srl/,2026-03-11T10:37:02.654749
SC CSIKI-TEJ SRL,LAPTE,Harghita,ODM Odorheiu Secuiesc,"Sat Ineu, Comuna Cârța, Nr. FN, Județul Covasna","Municipiul Miercurea Ciuc, Str. Poligonului, Nr. 35/B, Județul Harghita",0745.175.718,bartalis.kosa@gmail.com,https://produsmontan.ro/produse_montane/lapte-sc-csiki-tej-srl/,2026-03-11T10:37:02.654749
SC CĂTINA CATALINA SRL,CĂTINĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Catalina, județul Covasna","Sat Catalina, nr. 281, comuna Catalina, județul Covasna",0745 326 761,pzsoltus@yahoo.com,https://produsmontan.ro/produse_montane/catina-sc-catina-catalina-srl/,2026-03-11T10:37:02.654749
SC DIN EDEN PRODUSE NATURALE SRL,SIROP ZMEURĂ | SIROP CĂPȘUNI,Gorj,ODM Tismana,"Strada Mihai Viteazul, nr. 26, sat Polovragi, comuna Polovragi, județul Gorj","Strada Mihai Viteazul, nr. 26, sat Polovragi, comuna Polovragi, județul Gorj",0735 239 714,contact@dineden.ro,https://produsmontan.ro/produse_montane/sirop-zmeura-sc-din-eden-produse-naturale-srl/ | https://produsmontan.ro/produse_montane/sirop-capsuni-sc-din-eden-produse-naturale-srl/,2026-03-11T10:37:02.654749
SC ECORAN 3D SRL,OUĂ DE GĂINĂ,Brașov,ODM Lisa,"Strada Extravilan, nr. 60, DJ112A, KM5, Localitatea Codlea, județul Brașov","Strada Peneș Curcanul, nr. 16-18, scara A, ap.2, Sector 3, municipiul București",0723 247 874,ecoran3d@gmail.com,https://produsmontan.ro/produse_montane/oua-de-gaina-sc-ecoran-3d-srl/,2026-03-11T10:37:02.654749
SC FILEOMERA SRL,"MIERE CU PĂSTURĂ, PROPOLIS, POLEN ȘI LĂPTIȘOR DE MATCĂ | MIERE CREMĂ | ALUNE",Brașov,ODM Lisa,"Sat Berivoi, comuna Recea, județul Brașov","Strada Narciselor, nr. 45, localitatea Făgăraș, județul Brașov",0268 212 139,office@fileomera.ro,https://produsmontan.ro/produse_montane/miere-cu-pastura-propolis-polen-si-laptisor-de-matca-sc-fileomera-srl/ | https://produsmontan.ro/produse_montane/miere-crema-sc-fileomera-srl/ | https://produsmontan.ro/produse_montane/alune-sc-fileomera-srl/,2026-03-11T10:37:02.654749
SC I.B.32 SRL,GRÂU | CARTOFI,Harghita,ODM Odorheiu Secuiesc,"Terenuri agricole aparținătoare comunei Cârța și municipiului Miercurea Ciuc, Județul Harghita","Municipiul Miercurea Ciuc, Str. Timișoarei, Nr. 36, Ap.6, Județul Harghita",0744.851.016,irma.peter@gmail.com,https://produsmontan.ro/produse_montane/grau-sc-i-b-32-srl/ | https://produsmontan.ro/produse_montane/cartofi-sc-i-b-32-srl/,2026-03-11T10:37:02.654749
SC IONIFERM AGRO SRL,OUĂ DE GĂINĂ,Brașov,ODM Lisa,"Strada Extravilan, nr. 62, DJ 112A, KM 5, localitatea Codlea, județul Brașov","Sat Sânbotin, comuna Dăești, nr. 16, județul Vâlcea",0724 247 872,ioniferm@yahoo.com,https://produsmontan.ro/produse_montane/oua-de-gaina-sc-ioniferm-agro-srl/,2026-03-11T10:37:02.654749
SC MANUFACTURA DIAVALDIA SRL,CĂPȘUN,Mureș,ODM Ibănești,"Comuna Saschiz, CF nr. 6208, județul Mureș","Sat Saschiz, nr. 179, comuna Saschiz, județul Mureș",0773 395 336,pepinierasaschiz@gmail.com,https://produsmontan.ro/produse_montane/capsun-sc-manufactura-diavaldia-srl/,2026-03-11T10:37:02.654749
SC MARIBEL PRODCOM SRL,GEM DE ZMEURĂ FĂRĂ SÂMBURI | DULCEAȚĂ DE AFINE | HRIBI PENTRU GĂTIT | DULCEAȚĂ DE ZMEURĂ CU SÂMBURI,Hunedoara,ODM Hunedoara,"Strada Pompierilor, nr. 6, localitatea Uricani, județul Hunedoara","Strada Muncii, bloc 29, parte, localitatea Uricani, județul Hunedoara",0721 362 874,rusalinaconserve@gmail.com,https://produsmontan.ro/produse_montane/gem-de-zmeura-fara-samburi-sc-maribel-prodcom-srl/ | https://produsmontan.ro/produse_montane/dulceata-de-afine-sc-maribel-prodcom-srl/ | https://produsmontan.ro/produse_montane/hribi-pentru-gatit-sc-maribel-prodcom-srl/ | https://produsmontan.ro/produse_montane/dulceata-de-zmeura-cu-samburi-sc-maribel-prodcom-srl/,2026-03-11T10:37:02.654749
SC MED ZOO FOOD SRL,AFINE,Harghita,ODM Odorheiu Secuiesc,"localitatea Căpâlnița, str. Zona 17 sate, FN, jud. Harghita","Sat Zetea, comuna Zetea, nr. 1033, județul Harghita",0744 104 070,medzoohr@gmail.com,https://produsmontan.ro/produse_montane/afine-sc-med-zoo-food-srl/,2026-03-11T10:37:02.654749
SC MOUNTAIN BLUEBERRY FARM SRL,AFINE,Harghita,ODM Odorheiu Secuiesc,"localitatea Căpâlnița, str. Zona 17 sate, FN, jud. Harghita","Sat Zetea, comuna Zetea, str. Hegy, nr. 57, jud. Harghita",0759 117 288,mbbfarmhr@gmail.com,https://produsmontan.ro/produse_montane/afine-sc-mountain-blueberry-farm-srl/,2026-03-11T10:37:02.654749
SC MOVILEȘTII SRL,SUC DE CĂTINĂ SUCEVIȚA | SUC DE ARONIA SUCEVIȚA | CEAI SUCEVIȚA R (RELAXANT) | CEAI DE ROINIȚĂ SUCEVIȚA | SIROP DIN MUGURI DE BRAD SUCEVIȚA | CEAI SUCEVIȚA GC (GASTRO-CALM) | CEAI SUCEVIȚA DP (DIURETIC-PLANT) | SIROP DIN MUGURI DE PIN SUCEVIȚA | SIROP DE BUSUIOC SUCEVIȚA | SIROP DE AFINE SĂLBATICE SUCEVIȚA | CEAI SUCEVIȚA DXP (DETOX-PLANT) | CEAI DE SALVIE SUCEVIȚA | CEAI SUCEVIȚA B (BILOSTIM) | SIROP DE CĂTINĂ SUCEVIȚA | OȚET DE MERE CU CĂTINĂ SUCEVIȚA | DULCEAȚĂ DE AFINE SĂLBATICE SUCEVIȚA | PELTEA DE ARONIA SUCEVIȚA | SUC DE AFINE SĂLBATICE SUCEVIȚA,Suceava,ODM Sucevița,"Sat Sucevița, strada Calea Movileștilor, nr. 196A, comuna Sucevița, județul Suceava","Sat Sucevița, strada Calea Movileștilor, nr. 196A, comuna Sucevița, județul Suceava",0746 430 473,m.modestasv@gmail.com,https://produsmontan.ro/produse_montane/suc-de-catina-sucevita-sc-movilestii-srl/ | https://produsmontan.ro/produse_montane/suc-de-aronia-sucevita-sc-movilestii-srl/ | https://produsmontan.ro/produse_montane/ceai-sucevita-r-relaxant-sc-movilestii-srl/ | https://produsmontan.ro/produse_montane/ceai-de-roinita-sucevita-sc-movilestii-srl/ | https://produsmontan.ro/produse_montane/sirop-din-muguri-de-brad-sucevita-sc-movilestii-srl/,2026-03-11T10:37:02.654749
SC OGRADA CU ANIMALE SRL,OUĂ DE GĂINĂ,Brașov,ODM Lisa,"Strada Extravilan, nr. 58, DJ 112A, KM 5, localitatea Codlea, județul Brașov","Sat Cărpiniș, comuna Târlungeni, nr. 122, județul Brașov",0724 247 872,ogradacuanimale@gmail.com,https://produsmontan.ro/produse_montane/oua-de-gaina-sc-ograda-cu-animale-srl/,2026-03-11T10:37:02.654749
SC PENSIUNEA POIANA MĂRULUI ENK SRL,PRUNE DE BISOCA,Buzău,ODM Nehoiu,"Sat Băltăgari, Comuna Bisoca, Județul Buzău","Sat Băltăgari, comuna Bisoca, tarlaua 5, parcela 75-79, tarlaua 102, parcela 7041, 7043 și 7046, județul Buzău",0771 287 193,iuliaenica@yahoo.com,https://produsmontan.ro/produse_montane/prune-de-bisoca-sc-pensiunea-poiana-marului-enk-srl/,2026-03-11T10:37:02.654749
SC PREMIUM TASTE CMN SRL,TRUFE NEGRE DE VARĂ | TRUFE NEGRE DE VARĂ TOAMNĂ | TRUFE ALBE | HRIBI | TRUFE NEGRE DE IARNĂ,Argeș,ODM Curtea de Argeș,"Sat Albești Ungureni, nr. 556, comuna Albeștii de Argeș, județul Argeș","Sat Albești Ungureni, nr. 556, comuna Albeștii de Argeș, județul Argeș",0749 210 361,mn.constantinescu@gmail.com,https://produsmontan.ro/produse_montane/trufe-negre-de-vara-tuber-aestivum-congelate-sc-premium-taste-cmn-srl/ | https://produsmontan.ro/produse_montane/trufe-negre-de-vara-toamna-tuber-uncinatum-macrosporum-deshidratate-sc-premium-taste-cmn-srl/ | https://produsmontan.ro/produse_montane/trufe-albe-tuber-magnatum-congelate-sc-premium-taste-cmn-srl/ | https://produsmontan.ro/produse_montane/trufe-albe-tuber-magnatum-sc-premium-taste-cmn-srl/ | https://produsmontan.ro/produse_montane/trufe-negre-de-vara-toamna-tuber-uncinatum-macrosporum-sc-premium-taste-cmn-srl/,2026-03-11T10:37:02.654749
SC RAREȘ GLASS SRL,AFINE DE CULTURĂ,MARAMUREȘ,ODM Sighetu Marmației,"Strada Șugău, nr. 149/O, localitatea Sighetu Marmației, județul Maramureș","Strada Avram Iancu, nr. 75C, localitatea Sighetu Marmației, județul Maramureș",0743 951 630,cotel_28@yahoo.com,https://produsmontan.ro/produse_montane/afine-de-cultura/,2026-03-11T10:37:02.654749
SC RJZ AGRO SRL,CARTOFI | CEAPĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Cernat, județul Covasna","Sat Cernat, Comuna Cernat, Nr. 640H, Județul Covasna",0745 660 327,janosrakosi@icloud.com,https://produsmontan.ro/produse_montane/cartofi-sc-rjz-agro-srl/ | https://produsmontan.ro/produse_montane/ceapa-sc-rjz-agro-srl/,2026-03-11T10:37:02.654749
SC SAFALA SRL,ZMEURĂ ECOLOGICĂ,Bihor,ODM Gilău,"Sat Șinteu, comuna Șinteu, nr. 142, județul Bihor","Sat Șinteu, comuna Șinteu, nr. 142, județul Bihor",0723 230 062,bogdanlerescu@gmail.com,https://produsmontan.ro/produse_montane/zmeura-ecologica-sc-safala-srl/,2026-03-11T10:37:02.654749
SC VERDIN CARP SRL,LAPTE CRUD DE VACĂ,Covasna,ODM Întorsura Buzăului,"Strada Vajnak, nr. 5, localitatea Covasna, județul Covasna","Strada Vajnak, nr. 5, localitatea Covasna, județul Covasna",,nicolaevrinceanu@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-sc-verdin-carp-srl/,2026-03-11T10:37:02.654749
SC VITAL AGROLAND SRL,OUĂ DE GĂINĂ,Brașov,ODM Lisa,"Strada Extravilan, nr. 64, DJ 112A, KM 5, localitatea Codlea, județul Brașov","Strada Extravilan, nr. 64, DJ 112A, KM 5, localitatea Codlea, județul Brașov",0724 247 872,vital.agroland.srl@gmail.com,https://produsmontan.ro/produse_montane/oua-de-gaina-sc-vital-agroland-srl/,2026-03-11T10:37:02.654749
SEBESTYÉN BARNABÁS,USTUROI | PERE,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținând Comunei Lemnia, județul Covasna","Sat Lemnia, Nr. 185, Comuna Lemnia, Județul Covasna",0787 573 185,sbs.alomnet@yahoo.com,https://produsmontan.ro/produse_montane/usturoi-sebestyen-barnabas/ | https://produsmontan.ro/produse_montane/pere-sebestyen-barnabas/,2026-03-11T10:37:02.654749
SFECHIȘ VIORICA,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Chiuiești, Comuna Chiuiești, nr. 357, județul Cluj","Sat Chiuiești, Comuna Chiuiești, nr. 357, județul Cluj",0769 614 332,,https://produsmontan.ro/produse_montane/lapte-de-vaca-sfechis-viorica/,2026-03-11T10:37:02.654749
SIGHIARTĂU SUSANA,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Chiuiești, Comuna Chiuiești, Nr. 359, Județul Cluj","Sat Chiuiești, Comuna Chiuiești, Nr. 359, Județul Cluj",0744.695.944,,https://produsmontan.ro/produse_montane/lapte-de-vaca-sighiartau-susana/,2026-03-11T10:37:02.654749
SIMIANAPETRU S.R.L.,LAPTE CRUD DE VACĂ,Suceava,ODM Poiana Stampei,"Sat Izvoarele Sucevei, Nr. 181, Comuna Izvoarele Sucevei, Județul Suceava","Sat Izvoarele Sucevei, Nr. 181, Comuna Izvoarele Sucevei, Județul Suceava",0721 944 904,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-simianapetru-s-r-l/,2026-03-11T10:37:02.654749
SIMION R. BALÁZS ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE VACĂ,Covasna,ODM Bodoc,"Sat Bixad, Comuna Bixad, Nr. 519, Județul Covasna","Sat Bixad, Comuna Bixad, Nr. 519, Județul Covasna",0721 065 523,523simion.rbalazs@gmail.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-simion-r-balazs-intreprindere-individuala/,2026-03-11T10:37:02.654749
SINKA DEAÁK ZSUZSANNA PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE,Covasna,ODM Bodoc,"Sat Bodoc, Str. Principală, Nr. 189, Comuna Bodoc, Județul Covasna","Sat Bodoc, Str. Principală, Nr. 189, Comuna Bodoc, Județul Covasna",0742 246 225,,https://produsmontan.ro/produse_montane/miere-sinka-deaak-zsuzsanna-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
SOARE MARIAN,CĂPȘUNI,Vâlcea,ODM Băile Olănești,"Oraș Călimănești, Strada Ion Creangă, Nr. 10, Județul Vâlcea","Oraș Călimănești, Strada Ion Creangă, Nr. 10, Județul Vâlcea",0767 499 467,,https://produsmontan.ro/produse_montane/capsuni-soare-marian/,2026-03-11T10:37:02.654749
SOCIETATEA AGRICOLĂ „SPICOM” SA,UNT „ARKAE” 82% | SMÂNTÂNĂ „ARKASE” | BRÂNZĂ MATURATĂ SEMITARE TIP TILSIT BY ARKASE,Covasna,ODM Bodoc,"Sat Arcuș, nr. FN (fost sediu CAP), comuna Arcuș, județul Covasna","Sat Arcuș, nr. FN (fost sediu CAP), comuna Arcuș, județul Covasna",0745 353 692,office@spicom.ro,https://produsmontan.ro/produse_montane/unt-arkae-82-societatea-agricola-spicom-sa/ | https://produsmontan.ro/produse_montane/smantana-arkase-societatea-agricola-spicom-sa/ | https://produsmontan.ro/produse_montane/branza-maturata-semitare-tip-tilsit-by-arkase-societatea-agricola-spicom-sa/,2026-03-11T10:37:02.654749
SOLANUM CATA S.R.L.,CARTOFI,Brașov,ODM Lisa,"Sat Iași, Nr. 137, Comuna Recea, Județul Brașov","Sat Iași, Nr. 137, Comuna Recea, Județul Brașov",0767 173 854,854cataflorea091@gmail.com,https://produsmontan.ro/produse_montane/cartofi-solanum-cata-s-r-l/,2026-03-11T10:37:02.654749
SOLCAN-NIGA ELIZABETA,LAPTE CRUD DE VACĂ | URDĂ | SMÂNTÂNĂ | CAȘ DIN LAPTE DE VACĂ | BRÂNZĂ DIN LAPTE DE VACĂ,Suceava,ODM Sucevița,"Sat Frumosu, Nr. 447G, Comuna Frumosu, Județul Suceava","Sat Frumosu, Nr. 447G, Comuna Frumosu, Județul Suceava",0748 220 555,solcanniga_atanasia@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-solcan-niga-elizabeta/ | https://produsmontan.ro/produse_montane/urda-solcan-niga-elizabeta/ | https://produsmontan.ro/produse_montane/smantana-solcan-niga-elizabeta/ | https://produsmontan.ro/produse_montane/cas-din-lapte-de-vaca-solcan-niga-elizabeta/ | https://produsmontan.ro/produse_montane/branza-din-lapte-de-vaca-solcan-niga-elizabeta/,2026-03-11T10:37:02.654749
SORBAN T. MIHALY ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE VACĂ,Harghita,ODM Odorheiu Secuiesc,"Sat Merești, Nr. 501B, Comuna Merești, Județul Harghita","Sat Merești, Nr. 508, Comuna Merești, Județul Harghita",0747 465 867,867misike1989@yahoo.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-sorban-t-mihaly-intreprindere-individuala/,2026-03-11T10:37:02.654749
SPÎNACHE ILEANA ÎNTREPRINDERE FAMILIALĂ,MIERE DE MANĂ | MIERE DE SALCÂM | MIERE POLIFLORĂ,Bacău,ODM Dofteana,"Sat Cucuieți, Strada Chiruța, Nr. 13, Comuna Solonț, Județul Bacău","Sat Cucuieți, Strada Chiruța, Nr. 13, Comuna Solonț, Județul Bacău",0786 488 244,,https://produsmontan.ro/produse_montane/miere-de-mana-spinache-ileana-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/miere-de-salcam-spinache-ileana-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/miere-poliflora-spinache-ileana-intreprindere-familiala/,2026-03-11T10:37:02.654749
STAN ANGELA SUSANA PERSOANĂ FIZICĂ AUTORIZATĂ,MORCOVI,Cluj,ODM Mărișel,"Terenuri agricole aparținătoare comunei Căpușu Mare, Județul Cluj","Sat Dângău Mare, Nr. 9, Comuna Căpușu Mare, Județul Cluj",0743.571.461,0743.571.461contaexpert.eurofond@yahoo.com,https://produsmontan.ro/produse_montane/morcovi-stan-angela-susana-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
STAZOO S.R.L.,GRÂU PANIFICAȚIE,Alba,ODM Săsciori,"Sat Galda de Jos, Comuna Galda de Jos, Județul Alba","Municipiul Alba Iulia, B-dul Victoriei, Nr. 72, Bl. 116, Ap. 12, Județul Alba",0742 568 025,025agroomarian@yahoo.com,https://produsmontan.ro/produse_montane/grau-panificatie-stazoo-s-r-l/,2026-03-11T10:37:02.654749
STAȚIUNEA DE CERCETARE-DEZVOLTARE PENTRU CARTOF TÂRGU SECUIESC,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor Estelnic, Turia și municipiului Târgu Secuiesc, județul Covasna","Municipiul Târgu Secuiesc, Str. Orbán Balázs, Nr. 15,  Județul Covasna",0744 307 599,770scdcts@gmail.com,https://produsmontan.ro/produse_montane/cartofi-statiunea-de-cercetare-dezvoltare-pentru-cartof-targu-secuiesc/,2026-03-11T10:37:02.654749
