cui,company_name,email,phone,county,city,address,legal_form,founding_date,is_active
43919424,CARGOGIL LOGISTIC S.R.L.,lucian@cardoilavantaj.ro,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. PANDURI, NR.2, BL.3A, AP.4",SRL,2021-03-16,Y
4385155,ELANCO SRL,rezervari@belanco.ro,0238726912,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, BLD. UNIRII, NR.CENTRU, BL.E, AP.PART",SRL,1993-06-21,Y
18786793,BIALETTI STAINLESS STEEL SRL,roxana.popa@bialettigroup.com,0244221211,Prahova,"Loc. Plopeni, Oras Plopeni","JUD. PRAHOVA, ORS. PLOPENI, PLOPENI, NR.4, DJ102",SRL,2006-06-21,Y
48419837,BEY DOORS USI METALICE S.R.L.,mesewood@gmail.com,0728180930,Prahova,"Sat Gageni, Comuna Paulesti","JUD. PRAHOVA, SAT GAGENI COM. PAULESTI, GAGENI, FERMA 1 - MOVILA VULPII. HALA 1, ET.1, AP.5",SRL,2023-06-30,Y
1355770,TRANSPORT CALATORI EXPRESS S.A.,andreea.mihalcea@ratph.ro,0244543751,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. GAGENI, NR.88",SA,1991-04-23,N
15931350,FLOREDANA SRL,patrascu_romeo@yahoo.com,,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. MARASESTI, NR.23, AP.3",SRL,2003-11-12,Y
18533014,COMPANY GRUP TRAINING SRL,companygrupialomita@yahoo.com,0243231264,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, STR. GARII, BL.U10, SC.D, AP.61",SRL,2006-03-29,Y
6801008,TELETEXT SRL,office@diamilactate.ro,0243231692,Ialomita,Municipiul Slobozia,"JUD. IALOMITA, MUN. SLOBOZIA, SOS. LACTILROM, NR.10",SRL,1994-12-28,Y
26464497,FORMATEST CONSULTING SRL,elena.radoviciu@yahoo.com,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. REZERVOARELOR, NR.2",SRL,2010-02-01,N
43451306,MAG ACTIV CONCEPT S.R.L.,lucian.velicu@yahoo.ro,0729220659,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. CORNATEL, NR.4, BL.7, SC.A, ET.1, AP.7",SRL,2020-12-15,N
17844446,RELGAS SRL,director_palace@yahoo.com,0741094927,Prahova,"Loc. Sinaia, Oras Sinaia","JUD. PRAHOVA, ORS. SINAIA, STR. MIHAIL KOGALNICEANU, NR.34",SRL,2008-03-24,N
51942967,RAW MEDIA NETWORK S.R.L.,sales.time@timeint.ro,0752441260,Prahova,"Sat Strejnicu, Comuna Targsoru Vechi","JUD. PRAHOVA, SAT STREJNICU COM. TARGSORU VECHI, STR. LILIACULUI, NR.42",SRL,,Y
49980098,ALL IT AGENCY S.R.L.,hr@market-soft.md,0726276074,Buzau,"Sat Vernesti, Comuna Vernesti","JUD. BUZAU, SAT VERNESTI COM. VERNESTI, STR. BRASOVULUI, NR.131B",SRL,2024-04-22,Y
37905408,NAVAGIO KAFOOD SRL,aldeaalina@yahoo.com,,Prahova,"Loc. Azuga, Oras Azuga","JUD. PRAHOVA, ORS. AZUGA, STR. VICTORIEI, NR.2C",SRL,2017-07-06,Y
8045385,M.P. SCORPION COM SRL,scorpion.braila@gmail.com,0740706609,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. TIMOTEI CIPARIU, NR.6, BL.6, AP.7",SRL,1996-01-15,Y
15828827,DIGITAL MEDIA ART SRL,dorina.manole@yahoo.com,0740139065,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, STR. DOROBANTI II, BL.F11, ET.4, AP.16",SRL,2003-10-20,Y
17534275,RULF CONSTRUCT SRL,puf_construct@yahoo.com,0723054967,Prahova,"Sat Valea Cucului, Comuna Iordacheanu","JUD. PRAHOVA, SAT VALEA CUCULUI COM. IORDACHEANU,  , NR.311",SRL,2005-04-27,Y
46474401,MARIN BOAT TRIPS S.R.L.,ruxandrallescan@yahoo.com,0722262374,Prahova,"Sat Brebu Megiesesc, Comuna Brebu","JUD. PRAHOVA, SAT BREBU MEGIESESC COM. BREBU, STR. PREOT VASILE NICOLAU, NR.53",SRL,2022-07-14,Y
14692475,PROMETEL GRUP SRL,recrutare@profmet.md,0722459895,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. TRANDAFIRILOR, NR.8",SRL,2002-06-12,Y
1344460,ARTA SRL,mihaela.teaca@yahoo.fr,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. GRIVITEI, NR.2, BL.H",SRL,1991-04-23,Y
15721331,LA MARIANA SRL,rezervari.lamariana@gmail.com,0723504270,Ialomita,Municipiul Urziceni,"JUD. IALOMITA, MUN. URZICENI, STR. MARAMURES, NR.2, BL.U5, SC.D, ET.1, AP.6",SRL,2003-09-04,Y
30691234,BUSINESS LAW CONSULT SRL,kamelia_enache@yahoo.com,0745103726,Buzau,"Sat Posta Cilnau, Comuna Posta Cilnau","MUNICIPIUL BUCURESTI, SECTOR 6, B-DUL GHENCEA, NR.79, BIROUL NR.7, ET.PARTER",SRL,2012-09-20,N
6653289,PEGAS SRL,hr@pegas.md,0238723101,Buzau,Municipiul Buzau,"JUD. BUZAU, MUN. BUZAU, STR. ALEXANDRU MARGHILOMAN, NR.198",SRL,1994-12-21,Y
15650150,BETCIF SRL,office@betcif.ro,0722530068,Prahova,"Loc. Baicoi, Oras Baicoi","JUD. PRAHOVA, ORS. BAICOI, STR. INFRATIRII, NR.113D",SRL,2003-08-06,Y
49290730,RALIS TRANS S.R.L.,office@internationalrhr.ro,0731709975,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. DORNEI, NR.13, BL.13, AP.3",SRL,2023-12-15,N
24112125,OLESIA & ALIONA SRL,vestconfort.roman@yahoo.com,0343566030,Ialomita,Municipiul Slobozia,"JUD. BRAILA, SAT TATARU COM. DUDESTI, STR. STROE IVASCU, NR.45",SRL,2008-06-27,N
1334653,ALGIN SRL,pensiuneacasaalin@gmail.com,,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. NEAGOE BASARAB, NR.22",SRL,1992-07-27,Y
48459874,RANGER SERVICES TOTAL S.R.L.,secretariatranger@yahoo.com,0758801801,Prahova,Municipiul Ploiesti,"JUD. PRAHOVA, MUN. PLOIESTI, STR. MIHAI EMINESCU, NR.7, CAMERA P-C2",SRL,2023-07-10,N
41196886,MANOLACHE CRISTINA-NICOLETA PERSOANA FIZICA AUTORIZATA,cristinamanolache97@yahoo.it,0764092207,Vrancea,"Sat Mihalceni, Comuna Ciorasti","JUD. VRANCEA, SAT MIHALCENI COM. CIORASTI, MIHALCENI",PFA,2019-05-30,N
2847150,COMMINA SRL,nedea71@gmail.com,037264006,Vrancea,"Sat Livezile, Comuna Vizantea-Livezi","JUD. VRANCEA, SAT LIVEZILE COM. VIZANTEA-LIVEZI",SRL,1992-12-14,Y
6703603,EURO CONF INDUSTRIAL SA,secretariat@incom-vranco.ro,0237201200,Vrancea,Municipiul Focsani,"JUD. VRANCEA, MUN. FOCSANI, STR. CUZA VODA, NR.51",SA,1994-12-27,N
2087349,MONDOPLASTIC SA,office@martplast.ro,0243206130,Ialomita,Municipiul Urziceni,"JUD. IALOMITA, MUN. URZICENI, STR. AUTOBUZULUI, NR.1",SA,1992-04-14,N
30882900,TIXYROM DISTRIBUTION SRL,gheorghe.anca@yahoo.com,0734454509,Vrancea,"Sat Campineanca, Comuna Campineanca","JUD. VRANCEA, SAT CAMPINEANCA COM. CAMPINEANCA, STR HOTARULUI, NR.32",SRL,2012-11-08,Y
13891127,FARBE NET SRL,farbe.net.srl@gmail.com,0751149989,Prahova,Comuna Filipestii de Padure,"JUD. PRAHOVA, COM. FILIPESTII DE PADURE, STR. GARII, NR.657 M",SRL,2001-05-16,Y
49199268,GVISION S.R.L.,pensiuneavision@gmail.com,0727010672,Vrancea,"Loc. Odobesti, Oras Odobesti","JUD. VRANCEA, ORS. ODOBESTI, STR. STEFAN CEL MARE, NR.5",SRL,2023-11-28,N
