company_name,cui,phone,phone_e164,sector,city,jobs,positions_total,source_date
SC SALGLASS SRL,16106416,0724513911,+40724513911,Altele,SALONTA,MANIPULANT MARFURI(1),60,20260401
IDEEA GROUP CONSTRUCT SRL,50327468,0734091009,+40734091009,Altele,SLOBOZIA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",9,20260318
MED LIFE SA,8422035,0212094030,+40212094030,Medicină / Sănătate /Psihoterapie,BUCURESTI SECTORUL 1,RECEPTIONIST(2) | RECEPTIONIST(1),75,20260410
DRUMEA VALENTIN MARIAN,1890728420139,0736778040,+40736778040,Au pair / Babysitter / Curățenie,BUCURESTI SECTORUL 2,MENAJERA(1),6,20260317
SCC SERVICES ROMANIA SRL,18544528,0745253900,+40745253900,Altele,IASI,INGINER DE SISTEM ÎN INFORMATICA(4) | AGENT SERVICII CLIENT(12) | AGENT SERVICII CLIENT(6) | MANAGER PROIECT(3) | MANAGER PROIECT(1),2420,20260416
SC T.A.T.A. CONSULT EX SRL,26660175,0743149887,+40743149887,Altele,BUCURESTI SECTORUL 6,EXPERT ÎN SECURITATE SI SANATATE ÎN MUNCA(1) | ELECTRICIAN ÎN CONSTRUCTII(1),154,20260416
FLANCO RETAIL SA,27698631,0212038100,+40212038100,Retail,BUCURESTI SECTORUL 6,LUCRATOR COMERCIAL(1) | LUCRATOR COMERCIAL(2) | DIRECTOR MAGAZIN(1) | OFITER OPERATIUNI FINANCIAR-BANCARE(1) | PROGRAMATOR AJUTOR(4),1849,20260416
RAZADI SRL,19051501,0 739 002 136,+40739002136,Retail,GHIRODA,OPERATOR VÂNZARI PRIN TELEFON(1) | CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA(1),51,20260406
ELNET SECURITY SRL,31133899,0759046133,+40759046133,SERVICII DE PAZA SI PROTECTIE,BUCURESTI SECTORUL 5,AGENT DE SECURITATE(178) | AGENT DE SECURITATE(176) | AGENT DE SECURITATE(171) | AGENT DE SECURITATE(168) | AGENT DE SECURITATE(167),11093,20260416
NEUROCALM S.R.L.,52292935,0721089089,+40721089089,Altele,IASI,SECRETAR ADMINISTRATIV(1) | SPECIALIST MARKETING(1),98,20260416
GLOBAL NETWORK SOLUTIONS S.R.L.,38893417,0749212374,+40749212374,Altele,ORAS BRAGADIRU,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(40),3080,20260416
RAELYN BEAUTY STUDIO SRL,49710477,0742024423,+40742024423,Servicii înfrumusețare,BRAGADIRU,FRIZER(6),234,20260331
ECUATOR COFFEE SERVICES S.R.L.,33203451,0757610675,+40757610675,Vânzări,SUCEAVA,AGENT DE VÂNZARI(1),77,20260416
PROSERV CLEAN S.R.L.,51705570,0730339067,+40730339067,Altele,MUNICIPIUL CRAIOVA,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(1),77,20260416
DEPOZITUL DE FURAJE MOARA GRECILOR S.R.L.,32577474,0749123790,+40749123790,Vânzări,VASLUI,MANIPULANT MARFURI(1),39,20260331
ANGIOFLUXMED S.R.L.,41255877,0744934665,+40744934665,Altele,MIERCUREA CIUC,ASISTENT MEDICAL GENERALIST(1),77,20260416
ECO SERE MODULARE SRL,42622335,0740260130,+40740260130,Altele,RASCRUCI,MANIPULANT MARFURI(3),231,20260416
PRO SPERANTA 2002 SRL,6747677,0744359003,+40744359003,Vânzări,PITESTI,LUCRATOR COMERCIAL(1),99,20260416
INTERACTIV SERVICE SRL,10979993,0733555415,+40733555415,SERVICE AUTO,BRAGADIRU,ELECTRICIAN AUTO(1) | REFERENT RESURSE UMANE(1) | MECANIC AUTO(1),84,20260416
SC VERY COOL SRL,52742479,0723380268,+40723380268,Altele,MUNICIPIUL CRAIOVA,SPALATOR VEHICULE(4) | AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(1),135,20260325
ARTIBRUN SRL,33034395,0,0,Altele,GALATI,AMBALATOR MANUAL(3) | BRUTAR(2) | SOFER DE AUTOTURISME SI CAMIONETE(1) | AMBALATOR MANUAL(2) | AMBALATOR MANUAL(5),330,20260416
SPITALUL ORASENESC HOREZU,2541266,0250860620,+40250860620,Medicină / Sănătate /Psihoterapie,ORAS HOREZU,ASISTENT MEDICAL GENERALIST(2) | MEDIC SPECIALIST(1) | MEDIC PRIMAR(1),68,20260416
SC MTI SERVICE AUTO SRL,30033832,0749189423,+40749189423,SERVICE AUTO,RASCRUCI,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2)",154,20260416
DIZAIN SRL,8122089,0740818324,+40740818324,PRODUCTIE MOBILA,FRUMUSICA,TÂMPLAR UNIVERSAL(4) | VOPSITOR INDUSTRIAL(2),462,20260416
DELGAZ GRID S.A.,10976687,0747777777,+40747777777,Altele,CLUJ-NAPOCA,INGINER DE SISTEM SOFTWARE(1) | MANAGER PROIECT(1) | ANALIST SERVICII CLIENT(1) | INGINER RETELE ELECTRICE(1) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1),439,20260416
ASCLEPIOS SRL,1864633,0241611445,+40241611445,Medicină / Sănătate /Psihoterapie,EFORIE SUD,REGISTRATOR MEDICAL(2),78,20260331
SOCIETATEA NATIONALA A SARII SA,1590430,0213178981,+40213178981,Resurse umane,BUCURESTI SECTORUL 1,SEF SERVICIU(1) | RESPONSABIL PROCES(1),41,20260327
ALIU.RO SRL,52145802,0763865355,+40763865355,Servicii înfrumusețare,MUNICIPIUL FOCSANI,MANICHIURIST(1),35,20260330
LCV SERAR SRL,27658920,0740957949,+40740957949,Altele,MUNICIPIUL TIMISOARA,"SUDOR(1) | STRUNGAR LA MASINI ORIZONTALE(2) | LACATUS MECANIC(1) | MECANIC AGRICOL(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(4)",450,20260403
DARCOM GROUP SRL,6606007,0746243201,+40746243201,Altele,TARGU JIU,ASISTENT MANAGER(1),39,20260331
DARCOM SRL,2161720,0253216789,+40253216789,Altele,TARGU JIU,TIPOGRAF PRINT DIGITAL SI OFFSET(1) | TIPOGRAF-TIPARITOR(1) | CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN GESTIUNEA ECONOMICA(1),123,20260408
SC TAPITERIE PENA SRL,51931321,0774011947,+40774011947,PRODUCTIE MOBILA,MUNICIPIUL CRAIOVA,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(1),61,20260416
SPITALUL DE PSIHIATRIE NUCET,5105385,0259339400,+40259339400,Medicină / Sănătate /Psihoterapie,NUCET,DIRECTOR ECONOMIC(1) | MEDIC (FARMACIST) DIRECTOR(1),34,20260320
HERA SHAPE SRL,52328966,0746409278,+40746409278,Altele,VIILE APEI,REFERENT DE SPECIALITATE MARKETING(1) | OPERATOR INTRETINERE CORPORALA(1),154,20260416
GREIERELE ŞI FURNICA SRL,25991260,0721375291,+40721375291,Altele,CALARASI,"OPERATOR CONFECTIONER INDUSTRIAL ÎMBRACAMINTE DIN TESATURI, TRICOTAJE, MATERIALE SINTETICE(20) | MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(10)",2280,20260416
CONFEX SRL,15904770,0721375291,+40721375291,Altele,CALARASI,"OPERATOR CONFECTIONER INDUSTRIAL ÎMBRACAMINTE DIN TESATURI, TRICOTAJE, MATERIALE SINTETICE(20) | MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(10)",2280,20260416
URBIS SA,10250004,0262213825,+40262213825,Altele,BAIA MARE,Conducator auto transport rutier de persoane(1),77,20260416
TERAMARM SRL,14380406,0262385338,+40262385338,Altele,TARGU LAPUS,SOFER DE AUTOTURISME SI CAMIONETE(1) | MUNCITOR NECALIFICAT ÎN MINE SI CARIERE(1),119,20260413
DAMAR PLUS SRL,32006940,0751457050,+40751457050,Altele,UNIREA,ELECTRICIAN AUTO(5) | MECANIC AUTO(3) | FIERAR BETONIST(3) | EXCAVATORIST PENTRU EXCAVATOARE CU ROTOR DE MARE CAPACITATE(4) | TINICHIGIU CAROSIER(2),788,20260403
SC CRISTINA OPERATIVE CAR EXPEDITION SRL,47448800,0740031969,+40740031969,SERVICE AUTO,CACIULATI,SPALATOR VEHICULE(3),231,20260416
ARTLANTIARA S.R.L.,46075486,0732387300,+40732387300,Altele,SACELE,CONSILIER JURIDIC(1),50,20260403
JURCUT CRISTINA IOANA,2930910055093,0746452388,+40746452388,Administrativ / Secretariat,CLUJ-NAPOCA,GUVERNANTA(1),39,20260331
S.C GINROX PRODCOM SRL,3822332,0736778040,+40736778040,Altele,BUCURESTI SECTORUL 2,PATISER(10),90,20260318
NIRCOD GROUP SRL,27189166,0735004049,+40735004049,Altele,MUNICIPIUL PIATRA-NEAMT,ÎNGRIJITOR CLADIRI(1),6,20260317
EUGEN TRANS SRL,16168400,0747133550,+40747133550,Altele,VIDELE,Conducător auto transport rutier de mărfuri(1) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1) | VOPSITOR AUTO(2) | SOFER AUTOMACARAGIU(1) | ÎNCARCATOR-DESCARCATOR(1),175,20260416
SC PAUANDRE SRL,52075669,0744608374,+40744608374,Altele,VAMA,MUNCITOR NECALIFICAT ÎN SILVICULTURA(1),30,20260326
EXPRESS AUTO FAI S.R.L.,45482775,0743597622,+40743597622,SERVICE AUTO,ZANESTI,MECANIC AUTO(7),273,20260331
EUROBUSINESS TIPAR S.R.L.,16976252,0729035759,+40729035759,Altele,GLINA,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(2),88,20260401
LICEUL DIMITRIE NEGREANU,15348110,0231584079,+40231584079,Contabilitate / Financiar,MUNICIPIUL BOTOSANI,CONTABIL-SEF(1),12,20260319
S.C. PAN EXPRESS SERVICE SRL,437634,0740252505,+40740252505,Altele,BUCURESTI SECTORUL 6,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(3)",231,20260416
TELETEKNIKA ENGINEERING SRL,9127327,0761422017,+40761422017,IT / Telecomunicații,RAMNICU VALCEA,"INGINER ELECTRONIST TRANSPORTURI, TELECOMUNICATII(1) | TEHNICIAN RETELE DE TELECOMUNICATII(1)",116,20260416
TRAUMAVET,51930946,0748.165857,+40748165857,Medicină / Sănătate /Psihoterapie,ORADEA,MEDIC VETERINAR(1),61,20260409
GRD ECO COV S.R.L.,37573708,0721295480,+40721295480,Altele,SINAIA,OPERATOR SPALATOR TEXTILE(1),50,20260403
SULEA P CRISTIAN P.F.A.,34180950,0742237595,+40742237595,Altele,MUNICIPIUL ARAD,TAPITER(1),9,20260318
MEDICA DORU SRL,12342813,0752112888,+40752112888,Medicină / Sănătate /Psihoterapie,MUNICIPIUL BAIA MARE,OPTOMETRIST (STUDII MEDII)(1),77,20260416
COMPANIA DE APĂ SA,22987337,0238720356,+40238720356,Altele,BUZAU,"INGINER CHIMIST(1) | INSTALATOR APA, CANAL(1)",53,20260414
S.C. AROMA MUNTELUI SRL,40434475,0744645097,+40744645097,Altele,COVERCA,LUCRATOR COMERCIAL(1),39,20260331
GLIGA INSTRUMENTE MUZICALE SA,6626942,0265/511011,+40265511011,Altele,REGHIN,MODELIER LEMN(6),234,20260331
CLINIVET PLUS SRL,31456113,0749388808,+40749388808,Specialiști / Tehnicieni,OCNA MURES,MEDIC VETERINAR(2) | ASISTENT VETERINAR(1),51,20260320
B+N INTEGRATED FACILITY SERVICES S.R.L.,5399159,+40 733111018,+40733111018,Au pair / Babysitter / Curățenie,CLUJ-NAPOCA,ÎNGRIJITOR CLADIRI(1),5,20260317
HP INC ROMANIA S.R.L,34104693,0316304796,+40316304796,Altele,BUCURESTI SECTORUL 2,ANALIST SERVICII CLIENT(2) | PROIECTANT SISTEME INFORMATICE(1) | REPREZENTANT COMERCIAL(1) | ADMINISTRATOR BAZE DE DATE(1) | ANALIST FINANCIAR(1),1541,20260416
VDG PROFI BUILDING S.R.L.,26638593,0745993663,+40745993663,Altele,ORASTIE,ZIDAR ROSAR-TENCUITOR(3) | DULGHER (EXCLUSIV RESTAURATOR)(1) | ZUGRAV(1),385,20260416
ALLIANZ - TIRIAC ASIGURARI SA BUCURESTI SUCURSALA DEVA,7817444,744554432,+40744554432,Vânzări,MUNICIPIUL DEVA,AGENT DE ASIGURARE(2) | CONSILIER VÂNZARI ASIGURARI(4),524,20260416
HORTIFRUCT - SEDIU LEOSER,19274813,0734914977,+40734914977,Altele,POPESTI-LEORDENI,ÎNCARCATOR-DESCARCATOR(20),780,20260331
ALTIMATE S.A.,33870323,0726213784,+40726213784,IT / Telecomunicații,BUCURESTI SECTORUL 4,MANAGER PROIECT(1) | PROGRAMATOR(2),117,20260331
DG HIBISCUS SRL,34435220,0726484201,+40726484201,Altele,MUNICIPIUL TIMISOARA,AJUTOR BUCATAR(12),108,20260318
GUSTY SOLUTIONS S.R.L.,46236639,0771199273,+40771199273,Altele,BUCURESTI SECTORUL 2,CURIER(50),3250,20260410
DISTRIBUŢIE ENERGIE ELECTRICĂ ROMANIA S.A. CLUJ-NAPOCA SUCURSALA BRAȘOV,14526006,0268/410430,+40268410430,Altele,BRASOV,INGINER ELECTROENERGETICA(1) | ELECTRICIAN EXPLOATARE RETELE ELECTRICE(1),48,20260325
HEXAGON CLEANING S.R.L.,45911516,0745858330,+40745858330,Au pair / Babysitter / Curățenie,CLUJ-NAPOCA,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(5),385,20260416
SPEED FIRE PROTECTION SRL,29534899,0712367645,+40712367645,Armată / Pază/ Protecție,BUCURESTI SECTORUL 6,SERVANT POMPIER(200) | MANIPULANT MARFURI(30),2340,20260401
EDUARD MEDCLINIC S.R.L.,44297320,0771415555,+40771415555,Medicină / Sănătate /Psihoterapie,HUSI,ASISTENT MEDICAL GENERALIST(1) | ASISTENT MANAGER(1),76,20260416
GELAS MEDIA SRL,19127030,0734887701,+40734887701,Altele,IASI,BRUTAR(8),24,20260316
ISSA RESORT SRL,32783407,0738994804,+40738994804,Servicii înfrumusețare,TURDA,MASEUR(1) | TEHNICIAN INSTALATII ÎN CONSTRUCTII(1) | CAMERISTA HOTEL(5) | ANTRENOR DE FITNESS(1) | OPERATOR RECEPTIE(1),351,20260331
COJOCARU COM SRL,17157493,0752116697,+40752116697,PRODUCTIE MOBILA,JOSENII BARGAULUI,SOFER DE AUTOTURISME SI CAMIONETE(1) | SOFER DE AUTOTURISME SI CAMIONETE(2),111,20260416
DIART SOLUTIONS S.R.L.,36285146,0722269677,+40722269677,Altele,ORAS BRAGADIRU,GRADINAR(2) | GRADINAR(1),124,20260416
S.C. WINTOP S.R.L.,20168581,0742981319,+40742981319,Vânzări,IASI,AGENT DE VÂNZARI(1),77,20260416
TYCOON GRUP AG SRL,9841198,0771550945,+40771550945,Altele,CURTEA DE ARGES,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | FEMEIE DE SERVICIU(1)",36,20260319
SERANDISMILE DENT S.R.L.,42028414,0746816007,+40746816007,Au pair / Babysitter / Curățenie,LOZNA,FEMEIE DE SERVICIU(1),1,20260316
LAURINDA S.R.L.,43251588,0745092341,+40745092341,Altele,LUNCA CETATUII,COFETAR(1),22,20260324
DUCU BAKERY SRL,52135760,0722341259,+40722341259,Vânzări,RESITA,AGENT COMERCIAL(1),17,20260320
FIBERPLUS SRL,36432247,0722464801,+40722464801,IT / Telecomunicații,VASLUI,OPERATOR RETELE DE TELECOMUNICATII(1),39,20260331
SPITALUL MUNICIPAL GHERLA,4546995,0264241914,+40264241914,Medicină / Sănătate /Psihoterapie,MUNICIPIUL GHERLA,ALTI MUNCITORI ÎN SERVICII PENTRU CURATENIE(1) | CASIER(1) | ASISTENT MEDICAL (STUDII SUPERIOARE)(1),75,20260416
EVELYN DOBRE BUILD S.R.L.,43290110,07406579589,07406579589,Altele,TOPLITA,"FEMEIE DE SERVICIU(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",47,20260331
ANDY STAR IMPEX SRL,8907529,0730965711,+40730965711,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,TARGOVISTE,CROITOR(1),39,20260331
SUMMER CONF SRL,8145996,0231/530395,+40231530395,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,BOTOSANI,"OPERATOR CONFECTIONER INDUSTRIAL ÎMBRACAMINTE DIN TESATURI, TRICOTAJE, MATERIALE SINTETICE(5) | OPERATOR CONFECTIONER INDUSTRIAL ÎMBRACAMINTE DIN TESATURI, TRICOTAJE, MATERIALE SINTETICE(4) | MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(1)",318,20260416
AFRONT TER SRL,34360730,0743652720,+40743652720,Altele,CERGHIZEL,PAZNIC(1),1,20260316
KIDCO SECURITY SRL,28938023,0727889512,+40727889512,Armată / Pază/ Protecție,TANDAREI,AGENT DE SECURITATE(4),356,20260415
LUNAAVENTURA SRL,41171750,0261854292,+40261854292,Altele,NEGRESTI-OAS,INSTRUCTOR (MONITOR) SCHI/CALARIE/GOLF/TENIS/ÎNOT/SPORTURI EXTREME(2),78,20260331
GEO FIZIO CLINIC,40764910,0753066145,+40753066145,Medicină / Sănătate /Psihoterapie,MUNICIPIUL CONSTANTA,FEMEIE DE SERVICIU(1),39,20260331
SOMETA SA,643898,0261825400,+40261825400,Altele,TASNAD,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(3) | SUDOR(7) | LACATUS CONSTRUCTII METALICE SI NAVALE(5)",705,20260402
ORADEA TRANSPORT LOCAL SA,63483,0259423212,+40259423212,Altele,ORADEA,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(1)",77,20260416
SC MIRACLE TOUCH SRL,42677829,0723202175,+40723202175,Altele,TIMISOARA,ÎNGRIJITOR CLADIRI(1),25,20260325
LA VITA E VELO S.R.L.,34193658,0735399760,+40735399760,Vânzări,BUCURESTI SECTORUL 1,AGENT DE VÂNZARI(1),17,20260320
INTERCONF S.R.L.,18451143,0728285720,+40728285720,Altele,BOCSA,"CONFECTIONER, PRELUCRATOR ÎN INDUSTRIA TEXTILA(1) | MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(1) | CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE(3) | CROITOR-CONFECTIONER ÎMBRACAMINTE, DUPA COMANDA(2)",99,20260416
GOGOAŞĂ M NICOLETA PERSOANĂ FIZICĂ AUTORIZATĂ,41242010,0727383773,+40727383773,Altele,GIURGIU,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE(2),10,20260317
DIASOS TOP DISTRIB SRL,34239968,0723369300,+40723369300,Vânzări,BOTOSANI,AGENT DE VÂNZARI(1) | SOFER DE AUTOTURISME SI CAMIONETE(1),123,20260416
PRESTIGE MOB SRL,6600187,0722947849,+40722947849,PRODUCTIE MOBILA,INDEPENDENTA,TAPITER(1) | TÂMPLAR UNIVERSAL(1),78,20260331
MIKA ONLY ONE STYLE FOR YOU SRL,33977169,0766616679,+40766616679,Sport / Artă / Divertisment,CARACAL,BUCATAR-SEF(1),77,20260416
COMMUNICATION CONSEILS S.R.L.,34508217,0735399760,+40735399760,Altele,VOLUNTARI,LUCRATOR COMERCIAL(4),68,20260320
FOXFORT TRUST S.R.L.,42135542,0754061066,+40754061066,Resurse umane,TIMISOARA,REFERENT RESURSE UMANE(1),4,20260317
sediu TRITIPAN SRL,2072062,0243233045,+40243233045,Altele,AMARA,MANIPULANT MARFURI(1),50,20260403
NGS ADVANCING SRL,37280970,0752308589,+40752308589,Au pair / Babysitter / Curățenie,CLUJ-NAPOCA,FEMEIE DE SERVICIU(2) | ÎNGRIJITOR CLADIRI(1),109,20260415
VOLTELECT LINE SRL,31237334,0362089961,+40362089961,Altele,RECEA,UCENIC(2),154,20260416
AEROPORTUL INTERNAŢIONAL SIBIU RA,2577146,0372055862,+40372055862,Altele,SIBIU,INGINER AUTOMATIST(1) | CONSILIER JURIDIC(1),40,20260416
RO.DE.X FASHION SRL,13335725,0747170683,+40747170683,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,MUNICIPIUL ALBA IULIA,Confectioner produse textile(5) | MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(5) | MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(4) | Confectioner produse textile(4),671,20260416
The Spotless SRL,52551029,0756262543,+40756262543,Altele,MUNICIPIUL CLUJ-NAPOCA,OPERATOR SPALATOR TEXTILE(2) | OPERATOR SPALATOR TEXTILE(3) | AGENT DE VÂNZARI(1) | ADMINISTRATOR(1),252,20260327
VADAN AMELIA-ANDRADA,2910728303701,0757106991,+40757106991,Altele,CLUJ-NAPOCA,MENAJERA(1),50,20260403
DEKO DOORS SRL,28431712,0723528840,+40723528840,Vânzări,MEDIAS,MANIPULANT MARFURI(8),72,20260318
GASFIVAL SRL,18191698,0752519818,+40752519818,Altele,BENGESTI,LUCRATOR GESTIONAR(1) | SOFER DE AUTOTURISME SI CAMIONETE(1),66,20260415
SC PHOENIXY SRL,1349786,0244362423,+40244362423,Altele,BAICOI,MAGAZINER(2) | TEHNICIAN MENTENANTA ELECTROMECANICA – AUTOMATICA ECHIPAMENTE INDUSTRIALE(1) | MANIPULANT MARFURI(15),289,20260331
DEZMEMBRĂRI ECONOMYCARS SRL,32014020,0720794420,+40720794420,Altele,TIMISOARA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2)",24,20260319
AGRO FARM MONICA SRL,49258984,-,,Vânzări,DRASOV,LUCRATOR COMERCIAL(1),50,20260403
FMCG MARKETING DISTRIBUTIE SRL,16601961,0372791982,+40372791982,Altele,BUCURESTI SECTORUL 1,MANIPULANT MARFURI(6),462,20260416
PRA RADOPELM S.R.L.,40864472,0729953314,+40729953314,PRODUCTIE MOBILA,ROVINARI,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE(1),11,20260324
S.C. TRANS BCI S.R.L.,49643122,0734770420,+40734770420,Altele,MOARA NICA,AGENT DE VÂNZARI(1),7,20260318
MUNTEFOR MENTENANCE ENGINEERING SRL,35690051,0721220371,+40721220371,Altele,BRASOV,STRUNGAR UNIVERSAL(1) | FREZOR UNIVERSAL(1),154,20260416
S.C.RECYCLE UNIVERSAL SRL,37416037,0799090320,+40799090320,Altele,SIBIU,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(1),48,20260413
VIGRA MARKETING SERVICES SRL,15143726,0723658292,+40723658292,Vânzări,TIMISOARA,MANAGER DE ZONA(1) | AGENT DE VÂNZARI(1),56,20260331
HEXAGON OFFICES SRL,34152046,0733770133,+40733770133,Contabilitate / Financiar,CLUJ-NAPOCA,FUNCTIONAR ECONOMIC(1),2,20260316
INSTITUTUL NAŢIONAL DE CERCETARE-DEZVOLTARE ÎN SILVICULTURĂ,34638446,021 2690777/224,021 2690777/224,Altele,ORAS VOLUNTARI,CERCETATOR ÎN FIZICA(1),39,20260331
PRIME FINANCIAL D.A.T.A. S.R.L.,46424322,0720941581,+40720941581,Vânzări,CONSTANTA,AGENT DE VÂNZARI(1),44,20260401
DELTA HEALTH CARE SRL,26630352,722649751,+40722649751,Medicină / Sănătate /Psihoterapie,BUCURESTI SECTORUL 1,ASISTENT MEDICAL GENERALIST(4) | INFIRMIER/INFIRMIERA(3) | MENAJERA(1) | ASISTENT MEDICAL RADIOLOGIE(2) | ASISTENT MEDICAL GENERALIST(5),612,20260416
ELITE MEDICAL SRL,18164472,-,,Medicină / Sănătate /Psihoterapie,PLOIESTI,MEDIC SPECIALIST(2) | ASISTENT MEDICAL GENERALIST(1) | BIOLOG MEDICAL SPECIALIST(1),188,20260416
MOPZILLA SRL,52348467,0740530698,+40740530698,Altele,CLUJ-NAPOCA,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(1),51,20260416
EMA THE BARBER SRL,43902317,0727373029,+40727373029,Servicii înfrumusețare,MUNICIPIUL HUNEDOARA,FRIZER(1),39,20260331
TEO BIB ROMANIA S.R.L.,45662628,0790800407,+40790800407,Management,NADAB,director pentru relatia cu investitorii(1) | OPERATOR LA PRELUCRAREA MASELOR PLASTICE(1),60,20260403
S.C. TELEPLUS S.R.L.,23258115,0335711003,+40335711003,IT / Telecomunicații,VASLUI,"INGINER ELECTRONIST TRANSPORTURI, TELECOMUNICATII(1)",39,20260331
SMART PRICE IMPORT AND EXPORT S.R.L.,50507523,0721571958,+40721571958,Vânzări,BUCURESTI SECTORUL 5,DIRECTOR GENERAL SOCIETATE COMERCIALA(1) | OPERATOR VÂNZARI PRIN TELEFON(3),308,20260416
NEW CONCEPT APARTMENT SRL,46028670,0728557021,+40728557021,Altele,TARGU MURES,CAMERISTA HOTEL(4),12,20260316
C&A FRACHT TRANSPORT LOGISTIK SRL,29190140,0246211452,+40246211452,Altele,BRANISTEA,Conducător auto transport rutier de mărfuri(10) | CONDUCATOR ACTIVITATE DE TRANSPORT RUTIER(1) | TINICHIGIU CAROSIER(1) | VOPSITOR AUTO(1) | MECANIC AUTO(1),2119,20260416
FGL SECURITY S.R.L.,45014359,0770112000,+40770112000,SERVICII DE PAZA SI PROTECTIE,CLUJ-NAPOCA,PAZNIC(1) | AGENT DE SECURITATE(1) | SOFER DE AUTOTURISME SI CAMIONETE(1),30,20260415
SPITALUL DR. KARL DIEL,2502771,0256360655,+40256360655,Medicină / Sănătate /Psihoterapie,ORAS JIMBOLIA,ASISTENT MEDICAL GENERALIST(1),50,20260416
ALFA GEO CAD SRL,16966232,0264594057,+40264594057,Inginerie,CLUJ-NAPOCA,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(2) | TOPOGRAF(1)",231,20260416
PROFI SERVICE POINT SRL,33036027,-,,Altele,HOMOROG,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(5)",265,20260406
CLM CAR LOGISTIC S.R.L.,41413497,0746082511,+40746082511,Administrativ / Secretariat,BUDOI,SECRETARA(1),39,20260331
COMISION TRADE SRL,5443785,0239611490,+40239611490,Altele,BRAILA,FEMEIE DE SERVICIU(1),6,20260317
ECO ATELIERUL SOCIAL S.R.L.,44683762,0740 024 613,+40740024613,Altele,BUCURESTI SECTORUL 4,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(1) | AMBALATOR MANUAL(1),24,20260320
IMPLANT EXPERT S.A.,27878713,0700000001,+40700000001,Administrativ / Secretariat,BUCURESTI SECTORUL 3,RECEPTIONIST(1) | ASISTENT MEDICAL GENERALIST(2) | REPREZENTANT COMERCIAL(2) | ASISTENT MEDICAL GENERALIST(1),519,20260416
RADICSTAR SRL,4917490,0248265600,+40248265600,Vânzări,ORAS STEFANESTI,LUCRATOR COMERCIAL(1),10,20260319
NEGURĂ DESIGN S.R.L.,44496357,0742807077,+40742807077,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,PIATRA-NEAMT,BRODER MANUAL(1) | CROITOR(1),6,20260316
FAMILY PRODUCTION RDU S.R.L.,43841813,0758372953,+40758372953,Altele,TIGVENI,MUNCITOR NECALIFICAT ÎN SILVICULTURA(1),39,20260331
