company_name,cui,phone,phone_e164,email,sector,city,jobs,positions_total,source_date
GABRIS BETON S.R.L.,48925710,0748183315,+40748183315,gabris.impex@yahoo.com,Altele,ROSIORI DE VEDE,Conducător auto transport rutier de mărfuri(1),77,20260416
POPCONT 2018 S.R.L.,39325784,0726143607,+40726143607,pop.sinziana77@yahoo.ro,Altele,SATU MARE,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA(1),21,20260323
SIMCOR VAR S.R.L.,13532689,0254213930,+40254213930,ramona.andritoiu@simcorvar.ro,Altele,CRISTUR,SEF SERVICIU(1) | ELECTRICIAN ECHIPAMENTE ELECTRICE SI ENERGETICE(1),8,20260317
ALEX & GEORGE IMPORT EXPORT SRL,208738,0741132350,+40741132350,juridic@alexsigeorge.ro,Administrativ / Secretariat,CLUJ-NAPOCA,DIRECTOR DE DEPARTAMENT ALIMENTATIE(1) | DIRECTOR DE CAZARE(1) | SEF SERVICIU ÎN CONSTRUCTII(1) | SEF DE SALA RESTAURANT(2) | SPECIALIST MARKETING(2),6314,20260416
TEAM GUARD,2601643,0736405993,+40736405993,contact@teamguard.ro,Armată / Pază/ Protecție,BUCURESTI SECTORUL 4,AGENT DE SECURITATE(5) | OPERATOR CALCULATOR ELECTRONIC SI RETELE(1) | SOFER DE AUTOTURISME SI CAMIONETE(1) | AGENT DE SECURITATE(4) | SEF OBIECTIV SERVICII DE SECURITATE(1),423,20260415
SILVOCOM LERESTI SRL,14471385,0744683235,+40744683235,silziad@yahoo.com,Altele,LERESTI,ASAMBLATOR-MONTATOR PROFILE ALUMINIU SI GEAM TERMOPAN(2) | ASAMBLATOR-MONTATOR PROFILE ALUMINIU SI GEAM TERMOPAN(1),197,20260416
NATURLICH SRL,34737822,0265511990,+40265511990,personal@naturlich.ro,Retail,MUNICIPIUL BRAILA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",18,20260331
S.C. BUDDHA SPA STUDIO SRL,42593477,0722264018,+40722264018,manole_simona@yahoo.com,Altele,BUCURESTI SECTORUL 1,MASEUR DE ÎNTRETINERE SI RELAXARE(2),12,20260317
APA CANAL SIBIU S.A.,2684940,0269222916,+40269222916,personal@apacansb.ro,Altele,SIBIU,FUNCTIONAR ECONOMIC(1) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1) | CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN MANAGEMENT(1) | FUNCTIONAR ADMINISTRATIV(1),80,20260416
LIVE LOVE LIFE SRL,15850794,0740057818,+40740057818,mihaelapribac@yahoo.com,Altele,ARAD,BROKER ÎN ASIGURARI(1),1,20260316
ASIA EUROPE JOBS S.R.L.,45493898,0747200040,+40747200040,office@talisman-consult.ro,Altele,BUCURESTI SECTORUL 3,AGENT DE VÂNZARI(1) | ASISTENT MANAGER(1),54,20260403
S.C. IDEALL GLASS EXIM,43294686,0768876534,+40768876534,contact@umancare.ro,Altele,BOLINTIN-VALE,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(6) | FEMEIE DE SERVICIU(2)",48,20260317
MOBIL SERV AUTO RAPID SRL,52180087,0744788584,+40744788584,mobilservautorapid@gmail.com,SERVICE AUTO,CRAIOVA,REPREZENTANT COMERCIAL(1),23,20260324
QUALITYSOM PRODUCT S.R.L.,39019831,0745/467591,+40745467591,office@esomiere.ro,PRODUCTIE MOBILA,PARINCEA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(3)",30,20260319
ROMANIAN SECURITY SYSTEMS SRL,4381862,0722575241,+40722575241,office.valcea@r-ss.ro,Armată / Pază/ Protecție,RAMNICU VALCEA,AGENT DE SECURITATE(1) | AGENT DE SECURITATE(3),156,20260331
IZACAROLINA SRL,36230515,0736147666,+40736147666,sirbu_mirela_1959@yahoo.com,Altele,MOTRU SEC,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1),1,20260316
AVA ECO SRL,52233890,0729536207,+40729536207,avaeco.slowchange@gmail.com,Altele,MUNICIPIUL SLOBOZIA,MANIPULANT MARFURI(1),36,20260330
STEFARIMED BUCUREŞTI S.R.L.,36616479,0725433409,+40725433409,stefarimed@gmail.com,Medicină / Sănătate /Psihoterapie,TARGU JIU,KINETOTERAPEUT(1) | OPTICIAN(1) | ASISTENT MEDICAL GENERALIST(1),91,20260416
EURO DEZMEMBRARI SRL,27068172,0731347840,+40731347840,office@eurodezmembrari.ro,Altele,BADON,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",9,20260318
IANK SECURITY GUARD SRL,17405998,0755124300,+40755124300,iankguard2010@yahoo.com,Armată / Pază/ Protecție,GALATI,AGENT DE SECURITATE(1),114,20260416
KREPSIS FRESH S.R.L.,45780275,-,,OFFICE.DC.EMPLOYMENT@GMAIL.COM,Altele,BUCURESTI SECTORUL 4,MANIPULANT MARFURI(4) | MUNCITOR NECALIFICAT ÎN AGRICULTURA(10) | MANIPULANT MARFURI(2),324,20260320
BRIO GROUP SRL,18697025,0751491623,+40751491623,hr@simigeriapetru.ro,Vânzări,IASI,AMBALATOR MANUAL(4) | SEF DEPARTAMENT MARFURI ALIMENTARE/NEALIMENTARE(4) | PREPARATOR DE SEMIFABRICATE SI PREPARATE CULINARE(5) | VÂNZATOR(2) | PREPARATOR DE SEMIFABRICATE SI PREPARATE CULINARE(3),623,20260416
METALART BUILD,52176418,0754579891,+40754579891,danialbu_ro@yahoo.com,Altele,SEBES,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",49,20260331
SANTA DOSERO SRL,25241969,0746861932,+40746861932,office.santadosero@gmail.com,Legislativ / Juridic / Funcții Publice,SATU MARE,JURISCONSULT(1),13,20260416
FAST SERVICES TRUCKS SRL,32115696,0787803866,+40787803866,fstgabi@gmail.com,Altele,GIARMATA,MECANIC AUTO(3),63,20260323
MULTICONCEPT SOLUTION SRL,39767450,0744702742,+40744702742,office@multiconcept.ro,SERVICE AUTO,FANTANELE,CURATITOR-SABLATOR(1) | VOPSITOR(1),24,20260319
RAVSERV SRL,14909508,0745662261,+40745662261,office@adorian.ro,Altele,BRAILA,TURNATOR FORMATOR(1),77,20260416
TEATRUL MIHAI EMINESCU,3372513,0757586449,+40757586449,teatrul_botosani@yahoo.com,Resurse umane,BOTOSANI,SPECIALIST RESURSE UMANE(1) | OPERATOR IMAGINE(1),58,20260406
LAN JIANG CONCEPT SRL,46700266,0792438420,+40792438420,EMATURCU90@GMAIL.COM,Altele,FUNDENI,ASISTENT MANAGER(1),6,20260317
DECONSIS SOLUTION SRL,31998378,0768818881,+40768818881,adelina.todica@gmail.com,Altele,TIMISOARA,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),17,20260320
CENTRUL MEDICAL ORTHOPEDICS SRL,27742370,0735356054,+40735356054,centrulmedicalorthopedics@gmail.com,Medicină / Sănătate /Psihoterapie,MUNICIPIUL TIMISOARA,FEMEIE DE SERVICIU(2),34,20260320
LEONI WIRING SYSTEMS RO SRL,12472414,"0263/201204, 0263/201211","0263/201204, 0263/201211",recrutare.bistrita@leoni.com,Altele,BISTRITA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(20) | INGINER PRODUCTIE(3) | ANALIST(3) | MANAGER TEHNOLOGIA INFORMATIILOR SI COMUNICATII(1) | MANAGER RESURSE UMANE(1)",1080,20260416
NOVA SMART LOGISTIC SRL,37424013,0742141000,+40742141000,nova.smart.logistic@gmail.com,Altele,CARTOJANI,MANIPULANT MARFURI(80) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(35),835,20260320
TERASA GEO SRL,33209942,0720554495,+40720554495,ALMAJANU_CATALINA@YAHOO.COM,Altele,OLTENITA,AJUTOR BUCATAR(5) | LUCRATOR BUCATARIE (SPALATOR VASE MARI)(5) | FEMEIE DE SERVICIU(2),72,20260317
FENOV SRL,18282753,0752266660,+40752266660,consultrisc@yahoo.com,Altele,ROBANESTII DE SUS,ÎNGRIJITOR ANIMALE(15),1155,20260416
CENTRUL DE INGRIJIRE CASA NITA SRL,50936207,0744995581,+40744995581,casanita77@yahoo.com,Medicină / Sănătate /Psihoterapie,OPORELU,ASISTENT MEDICAL GENERALIST(1) | INFIRMIER/INFIRMIERA(1),72,20260410
SC GRINGO SRL,22503470,0765339445,+40765339445,Bogdan@bianconero.ro,Altele,MUNICIPIUL CRAIOVA,BIJUTIER METALE PRETIOASE(3),195,20260410
FUNDATIE ANITAHEIM VAREL,3692810,0256244273,+40256244273,anitaheim@gmai.com,ASISTENTA SOCIALA,MUNICIPIUL LUGOJ,INFIRMIER/INFIRMIERA(1),34,20260330
BIOMED CONSULT S.R.L.,42234406,0722455021,+40722455021,andronienatalia14@gmail.com,Medicină / Sănătate /Psihoterapie,MUNICIPIUL RAMNICU VALCEA,MEDIC STOMATOLOG DE SPECIALITATE(1) | ASISTENT MEDICAL GENERALIST(2) | Receptioner medical(1),4,20260316
UNIVERSITATEA TEHNICA DIN CLUJ,4288306,0264202330,+40264202330,resurse.umane@staff.utcluj.ro,Educație / Training / Coaching,CLUJ-NAPOCA,INGINER DE CERCETARE ÎN CALCULATOARE(2) | INGINER DE CERCETARE ÎN AUTOVEHICULE RUTIERE(1),69,20260325
NOTED PROEXPERT S.R.L.,39533173,0739872111,+40739872111,office@noted.ro,Contabilitate / Financiar,ZALAU,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA(1),39,20260331
CULINAB SRL,45113301,+40 721 555 171,+40721555171,restaurant@epoque.ro,Altele,BUCURESTI SECTORUL 1,AJUTOR BUCATAR(2),12,20260317
MEDICIS S.A.,9299080,0754666717,+40754666717,ancuta.tomut@medicis.ro,Medicină / Sănătate /Psihoterapie,ORAS JIMBOLIA,MEDIC SPECIALIST(1),20,20260323
SC GEBB'S IDEAS SRL,51270181,0770370517,+40770370517,gebbsideas@gmail.com,Au pair / Babysitter / Curățenie,MUNICIPIUL GIURGIU,FEMEIE DE SERVICIU(1),14,20260320
ANUBIS SECURITY SRL,37679912,0786787755,+40786787755,roxana@anubissecurity.ro,Armată / Pază/ Protecție,BUCURESTI SECTORUL 3,PAZNIC(1),65,20260410
Asociatia de proprietari nr.34,4225952,0748132563,+40748132563,ciofuviorel1962@gmail.com,Altele,MUNICIPIUL VASLUI,FEMEIE DE SERVICIU(1),18,20260321
X GUARD SECURITY SYSTEM S.R.L.,36559101,0752265078,+40752265078,hr.xguard@gmail.com,Armată / Pază/ Protecție,TUNARI,AGENT DE SECURITATE(1) | AGENT DE SECURITATE(3),71,20260416
ELECTROFAMAR SRL,10660799,0745035387,+40745035387,office@famielectronic.ro,Altele,BRASOV,SCULER-MATRITER(1) | INGINER/SUBINGINER TEHNOLOG PRELUCRARI MECANICE(1),154,20260416
S.C. D.O. GRUP FACILITY MANAGEMENT S.R.L.,44160500,0721235373,+40721235373,salarii@dosecurity.ro,Administrativ / Secretariat,BRASOV,UCENIC(9),324,20260330
ROXY HAIRDRESSER S.R.L.,41318800,0754927051,+40754927051,deliamatei75@yahoo.com,Altele,BUCURESTI SECTORUL 5,ASISTENT MANAGER(1),18,20260321
REINA BIJOU SRL,27060012,0724810386,+40724810386,reinabijou@yahoo.com,Altele,FOCSANI,BIJUTIER METALE PRETIOASE(1),6,20260317
ANDRADA BARSAUAN BAND,53985255,0746511539,+40746511539,felcontrub@gmail.com,Sport / Artă / Divertisment,BISTRITA,INSTRUMENTIST(1),18,20260321
S.C. SOLIDO WOOD HOUSE S.R.L.,40271882,0771102393,+40771102393,mihai@solidotinyhouse.com,PRODUCTIE MOBILA,ORADEA,TÂMPLAR UNIVERSAL(5),120,20260324
ENIPAU PRODEXIM SRL,7165103,0264220681,+40264220681,bgvconsulting@gmail.com,Altele,CASEIU,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(5) | MANIPULANT MARFURI(10)",1155,20260416
SC BETCIF SRL,15650150,0722530068,+40722530068,office@betcif.ro,Altele,BAICOI,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",77,20260416
VONREP SRL,6721561,0721218647,+40721218647,victoria@vonrep.ro,Inginerie,TARGU JIU,INGINER AUTOMATIST(1) | ELECTRICIAN DE ÎNTRETINERE ÎN CONSTRUCTII(1),26,20260416
PCM ROM SRL,31085090,0752139276,+40752139276,a.mihalea@p-csystem.com,Resurse umane,GIURGIU,"OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1) | STIVUITORIST(1) | ELECTROMECANIC(1)",184,20260416
HOBBY STAR 94 IMPEX SRL,5557283,0744531520,+40744531520,mihaela.iuliana@hobbystar.ro,Altele,BISTRITA,SOFER DE AUTOTURISME SI CAMIONETE(4),308,20260416
ZEN PET CLUB S.R.L.,41514939,0 724 206 700,+40724206700,contact@zenpetclub.ro,Altele,ORAS BRAGADIRU,ÎNGRIJITOR ANIMALE(1),6,20260317
NELIDA & DANA SRL,37783726,0753463813,+40753463813,immigration.off.ro@gmail.com,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,BAILESTI,"CONFECTIONER, PRELUCRATOR ÎN INDUSTRIA TEXTILA(12)",36,20260316
CONTAHOUSE ECONOMICS SRL,37411510,766999512,+40766999512,mail@contahouse.ro,Contabilitate / Financiar,ROSU,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN GESTIUNEA ECONOMICA(1),10,20260319
RENAISSANCE PUBLIC SERVICE SRL,27424741,0311026618,+40311026618,andrei.mihai@rserv.ro,Altele,CHIAJNA,"MANIPULANT MARFURI(3) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(5)",616,20260416
S.C. DAGAROM SRL,15510148,0744605592,+40744605592,dagarom@yahoo.com,Altele,POIANA STAMPEI,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",39,20260331
BIOPELSTUF RECILWOOD SRL,40086389,0747470039,+40747470039,feodorevdochia@yahoo.com,Resurse umane,SARICHIOI,OPERATOR CALCULATOR ELECTRONIC SI RETELE(1),17,20260320
S.C.TIMPURI NOI SERVICII SRL,473971,0729007807,+40729007807,timpurinoiservicii@yahoo.com,Administrativ / Secretariat,BUCURESTI SECTORUL 4,ÎNGRIJITOR CLADIRI(1),77,20260416
LAMAD SERVICES SRL,21835322,0793436504,+40793436504,office@lamad.ro,Au pair / Babysitter / Curățenie,NEGOIESTI,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(1),77,20260416
MAKYOL INSAAT SANAYI TURIZM VE TICARET ANONIM SIRKETI ISTANBUL - SUCURSALA BUCURESTI,41214753,+40 766 274 206,+40766274206,documentemvtop@gmail.com,Altele,CARTA,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1) | SOFER DE AUTOTURISME SI CAMIONETE(1) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(1)",75,20260408
EURO TEAM GB SPEDITION SRL,34262723,0771763471,+40771763471,recrutari@euroteamgb.com,Vânzări,SEBES,"AGENT DE VÂNZARI(20) | CERCETATOR ÎN GESTIUNE, CONTABILITATE, CONTROL FINANCIAR(3) | Conducător auto transport rutier de mărfuri(10)",1287,20260331
COMCEREAL SA,8278020,0758990515,+40758990515,mihaela.bursuc@comcerealbt.ro,Altele,BOTOSANI,MECANIC AGRICOL(1) | LABORANT DETERMINARI FIZICO-MECANICE(2) | SEF BAZA RECEPTIE(1) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1),337,20260416
MILAMIH PROUTILAJ S.R.L.,28484431,269213261,+40269213261,office@asconsult.ro,Altele,JINA,VOPSITOR AUTO(5),195,20260331
ACTIV BEST SECURITY S.R.L.,40948182,0722212771,+40722212771,d.berceanu@yahoo.com,Altele,CRAIOVA,INGINER ELECTROMECANIC SCB(1) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),154,20260416
RUS IMPEX BADISOR SRL,37968171,0765677901,+40765677901,badeaisabella@yahoo.com,Altele,SLATINA,VÂNZATOR(1),22,20260324
FULAS CARMEN LILIANA,2890615450020,0 762 831 623,+40762831623,Badeacarmenliliana@yahoo.ro,Au pair / Babysitter / Curățenie,BUCURESTI SECTORUL 5,MENAJERA(1),3,20260316
GLOBAL GRAIN INTERNATIONAL SRL,36312437,0743555960,+40743555960,m.nicolae@transoilcorp.com,Altele,BUCURESTI SECTORUL 1,INGINER MECANIC(1) | SEF SECTIE(1) | ELECTRICIAN DE ÎNTRETINERE ÎN CONSTRUCTII(1) | INGINER ÎN INDUSTRIA ALIMENTARA(1) | MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(1),172,20260331
HETS S.R.L.,44809152,0748113835,+40748113835,contabilitate@tehno-electric.ro,Altele,ADANCATA,INGINER ÎN INDUSTRIA ALIMENTARA(1),39,20260331
JUSTUS INVESTMENT SRL,52751213,0720442288,+40720442288,alexandradumitrecu02@gmail.com,Administrativ / Secretariat,BUCURESTI SECTORUL 1,FEMEIE DE SERVICIU(1),3,20260316
LUDASPAN CREATIVE S.R.L.,40596302,0745.131585,+40745131585,birou.veralis@gmail.com,Altele,LIESTI,MANIPULANT MARFURI(1),39,20260331
ELECSIS SRL,13784201,0351442231,+40351442231,OFFICE@ELECSIS.RO,Specialiști / Tehnicieni,CRAIOVA,INGINER ELECTROTEHNIST(1),77,20260416
CHOCOLOCO ICECREAM S.R.L.,50202677,0765 523 296,+40765523296,stoian.monika@gmail.com,Altele,BUCURESTI SECTORUL 2,"LUCRATOR COMERCIAL(4) | PREPARATOR ÎNGHETATA(4) | MANAGER MARKETING (TARIFE, CONTRACTE, ACHIZITII)(2) | FEMEIE DE SERVICIU(1) | CASIER(1)",380,20260327
AGROCOMSOIMUL SRL,9086707,0240/572855,+40240572855,www.agrocomsoimul@yahoo.com,Altele,GARVAN,ÎNGRIJITOR ANIMALE(2),12,20260317
IRON GUARD 2012 SRL,30922630,0733263392,+40733263392,office@ironguard.ro,SERVICII DE PAZA SI PROTECTIE,ORAS LIPOVA,AGENT DE SECURITATE(1),19,20260323
EURO PARTS DISTRIBUTION S.R.L.,29405223,+40 377 100 937,+40377100937,vanzari@epiesa.ro,Altele,CALDARARU,MECANIC AUTO(3),18,20260317
SC DESIR PRESS SRL,39341623,0732725725,+40732725725,desirpress@gmail.com,Altele,DRAGOMIRESTI-DEAL,LUCRATOR SORTATOR DESEURI RECICLABILE(2),6,20260316
ERDEX CONSULTING BUCOVINA S.R.L.,36982992,0230231100,+40230231100,erdexfinance@yahoo.com,Contabilitate / Financiar,GURA HUMORULUI,REFERENT RESURSE UMANE(1) | ASISTENT MANAGER(1),22,20260330
SC CLEAR SINAVI CONSULTING COM SRL,46693541,0730338182,+40730338182,divanis17@yahoo.com,Altele,TIMISOARA,Specialist marketing online(1),11,20260319
DOZA DE SĂNĂTATE FORTE S.R.L.,42551455,0743515200,+40743515200,paul.99@gmail.com,Call center / Suport clienți,SEBES,OPERATOR VÂNZARI PRIN TELEFON(10) | OPERATOR VÂNZARI PRIN TELEFON(4) | OPERATOR VÂNZARI PRIN TELEFON(1) | OPERATOR VÂNZARI PRIN TELEFON(3) | OPERATOR VÂNZARI PRIN TELEFON(2),249,20260416
TCS CONSTRUCT SRL,16458064,0747938719,+40747938719,,Altele,CLUJ-NAPOCA,AJUTOR BUCATAR(10),770,20260416
LOGIS SAFE SRL,752372,0756101055,+40756101055,banamaria.aida@gmail.com,Altele,NEAGRA SARULUI,TEHNICIAN SILVIC – EXPLOATARE(1) | INGINER/SUBINGINER SILVIC(1),78,20260331
FUNDATIA MATEAS,35807977,0753200123,+40753200123,office@cambridgeschool.ro,Educație / Training / Coaching,ORAS VOLUNTARI,INSTITUTOR(2) | INSTITUTOR(1) | PROFESOR ÎN ÎNVATAMÂNTUL PRESCOLAR(2) | PROFESOR ÎN ÎNVATAMÂNTUL PRIMAR(4) | PROFESOR ÎN ÎNVATAMÂNTUL GIMNAZIAL(6),401,20260416
Transfer Rapid Electronic,30384701,0751300500,+40751300500,liviu.setrarescu@transferrapid.com,Marketing,BUCURESTI SECTORUL 5,SPECIALIST MARKETING(1),77,20260416
S.C. ELYTIS CARE S.R.L.,35848705,0791301888,+40791301888,info.bc@elytis-hospital.ro,Medicină / Sănătate /Psihoterapie,BACAU,ASISTENT MEDICAL GENERALIST(5) | INFIRMIER/INFIRMIERA(2),140,20260323
REIF INTER SRL,18571336,0747470899,+40747470899,reif.inter@yahoo.com,Altele,BELINT,MUNCITOR NECALIFICAT ÎN SILVICULTURA(4),96,20260324
GREENTECH S.A.,16848342,0727777873,+40727777873,voicuadrianaalina@yahoo.com,Altele,ODAIA BANULUI,STIVUITORIST(2) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1) | MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(4) | MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(25) | AGENT DE VÂNZARI(1),1437,20260416
NEW CYS LITORAL S.R.L.,40076369,0736778040,+40736778040,secretariatagentieasia@gmail.com,Altele,NAVODARI,BRUTAR(1),6,20260317
SIGNAVERIS S.R.L.,40322919,0720956342,+40720956342,adverumbusiness@gmail.com,Altele,VAMA,UCENIC(1),7,20260318
ADVERUM BUSINESS S.R.L.,28017835,0730110391,+40730110391,lungu.alina18@gmail.com,Contabilitate / Financiar,CAMPULUNG MOLDOVENESC,UCENIC(1),77,20260416
TESCOS COMBI SRL,37328490,0749563827,+40749563827,agromecv@gmail.com,Altele,NEGRESTI,SPALATOR VEHICULE(1),36,20260330
CIPTRANS IGHIU SRL,23495715,0730611436,+40730611436,ciptrans81@yahoo.com,Altele,IGHIU,MANIPULANT MARFURI(2),48,20260324
AGENTIA DE AUDIT FINANCIAR AFIL SRL,17267607,0231516006,+40231516006,afil.office@gmail.com,Contabilitate / Financiar,BOTOSANI,CONTABIL(1),66,20260412
SC RUICA TERMOPLAST SRL,44246130,0752281129,+40752281129,ruicatermoplast@gmail.com,Altele,HODAC,FASONATOR CHERESTEA(1),39,20260331
ROMANIAN WOOD EXPORT SRL,46074103,0751232334,+40751232334,romanianwoodexport@yahoo.com,Administrativ / Secretariat,SENDRICENI,FEMEIE DE SERVICIU(1) | FEMEIE DE SERVICIU(2),27,20260318
VITA NOVA CENTER SRL,52254958,0742318186,+40742318186,otoiu_adriana@yahoo.com,Servicii înfrumusețare,ALBA IULIA,ASISTENT MEDICAL GENERALIST(1) | COSMETICIAN(1),44,20260416
ABM BUCHAREST S.R.L,47218967,0785 111 112,+40785111112,digital.docs710@gmail.com,Management,BUCURESTI SECTORUL 3,SOFER DE AUTOTURISME SI CAMIONETE(1) | MANIPULANT MARFURI(1) | Conducător auto transport rutier de mărfuri(5),42,20260317
X PRINTING SRL,17970622,0741960491,+40741960491,MONICALIMBAN@X-PRINTING.RO,Marketing,MUNICIPIUL CONSTANTA,GRAFICIAN(1) | OPERATOR PROCESARE TEXT SI IMAGINE(1),6,20260316
AUTO SERV TEAM MATE,50212271,0722698650,+40722698650,autoservmat@yahoo.com,SERVICE AUTO,CERNICA,SPALATOR VEHICULE(2),12,20260317
TRANSAMERICANUL SRL,9170696,0263/377350,+40263377350,mariucarebaltescu@yahoo.com,Altele,RODNA,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(2),6,20260316
MARK TRANS EXPRESS S.R.L.,20547542,0763060050,+40763060050,officemarktrans@gmail.com,Altele,ORAS POPESTI-LEORDENI,MECANIC AUTO(3),18,20260317
VILIREB NOEMIA SRL,38379220,0744490552,+40744490552,mariucarebaltrscu2019@yahoo.com,Altele,RODNA,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(2),6,20260316
ASCET COM SRL,5154310,0754 656 656,+40754656656,ascetcom@yahoo.com,SERVICE AUTO,PIELESTI,AGENT DE VÂNZARI(1),65,20260410
NORDENT SMILE CLINIC S.R.L.,44300174,0770487686,+40770487686,nordentsmileclinic@gmail.com,Medicină / Sănătate /Psihoterapie,ULMI,ASISTENT MEDICAL GENERALIST(1),39,20260331
LORAZ SAFETY CONSULTING SRL,28215522,0726756960,+40726756960,isoconsult@yahoo.com,Inginerie,FANTANELE,INSPECTOR ÎN DOMENIUL SECURITATII SI SANATATII ÎN MUNCA(1),77,20260416
SISTEMUL DE GOSPODARIRE A APELOR BRASOV,12875506,0268412277,+40268412277,mihaela.musca@dao.rowater.ro,STAT,BRASOV,ELECTRICIAN DE ÎNTRETINERE SI REPARATII(2),54,20260325
KLARA GLOBSRL,16092230,0731413860,+40731413860,resurseumane@globalcons.ro,Altele,BUCURESTI SECTORUL 2,SOFER DE AUTOTURISME SI CAMIONETE(1),3,20260316
HEREG C & D SRL,15405355,0722514649,+40722514649,heregmob@yahoo.com,PRODUCTIE MOBILA,CARACAL,AMBALATOR MANUAL(1),65,20260410
CAMANASOF CONTA CONSULT S.R.L.,37265511,0742084000,+40742084000,office@camansofconta.ro,Contabilitate / Financiar,SATU MARE,CONTABIL(1),3,20260316
IONPORA SOCICONST S.R.L.,43813651,0768592927,+40768592927,ionpora@yahoo.com,Altele,POCRUIA,Conducator auto transport rutier de persoane(1),6,20260331
STEFYSIA BUSINESS SRL,40036500,0745607577,+40745607577,emoke@mpsro.ro,Altele,BUCURESTI SECTORUL 2,AJUTOR BUCATAR(15) | CASIER(15),270,20260318
TEHNIC CLIMA SRL,17112327,0743093163,+40743093163,contabilitatetehnicclima@gmail.com,Altele,ZALAU,MONTATOR SUBANSAMBLE(2),154,20260416
S.C. TOMCAT COMSERV SRL,35854626,0745 100 991,+40745100991,emoke@mpsro.ro,Altele,BUCURESTI SECTORUL 3,LUCRATOR BUCATARIE (SPALATOR VASE MARI)(15) | AJUTOR BUCATAR(25) | AJUTOR OSPATAR(5) | BARMAN(10),495,20260318
S C HALUPEX S R L,499190,0723621226,+40723621226,halupex.admin@grill.ro,Altele,LUPENI,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SUB FORMA DE PRAF SI GRANULE(7),63,20260318
BUCATARIA LUI FABIO TRAIAN SRL,32599170,+40 767 193 578,+40767193578,contabilitate@fabiopizza.ro,Altele,BUCURESTI SECTORUL 3,AJUTOR BUCATAR(1),44,20260401
BRIGADA UNU PAZA SI SECURITATE SRL,38370787,0727277797,+40727277797,office@brigadaunupazasisecuritate,Armată / Pază/ Protecție,PRODULESTI,AGENT DE SECURITATE(1) | AGENT DE SECURITATE(7),564,20260416
ELECTRO STANDARD S.R.L.,16044127,0733667401,+40733667401,financiar@electrostandard.ro,Altele,BACAU,LACATUS MECANIC(1),77,20260416
HOPEWOOD SRL,52224531,0766796101,+40766796101,golanexprint@gmail.com,Altele,TARGU JIU,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1) | COPYWRITER PUBLICITATE (STUDII SUPERIOARE)(1) | SEF SECTIE(1)",110,20260416
