vendite@pec.fiorentini.com,UY_RUPE,UY,ES
ventas@abedil.com.uy,UY_UruguayXXI,UY,ES
ventas@bodegamiterruno.com.ar,AR_MinAgricultura,AR,ES
ventas@congeladosartico.com,AR_MinAgricultura,AR,ES
ventas@infoland.com.uy,UY_UruguayXXI,UY,ES
ventas@lavarense.com.ar,AR_MinAgricultura,AR,ES
ventas@sodadanna.com.ar,AR_MinAgricultura,AR,ES
ventas@tierrasdepontesa.com.ar,AR_MinAgricultura,AR,ES
ventas@tizac-vicien.com,AR_MinAgricultura,AR,ES
venuspesquera@hotmail.com,AR_MinAgricultura,AR,ES
veratech@veratech.es,UY_RUPE,UY,ES
vergabe@bdo.at,UY_RUPE,UY,ES
verwaltung@geofly.eu,UY_RUPE,UY,ES
vetroplastsrl@securposta.net,UY_RUPE,UY,ES
victor@vpg.arq.br,PEIXEBR,BR,ES
vinosnesman@infovia.com.ar,AR_MinAgricultura,AR,ES
visan.alexandrasilvia@yahoo.ro,UY_RUPE,UY,ES
visitas@diamandes.com,Bodegas_AR,AR,ES
visitor@terrazasdelosandes.com,Bodegas_AR,AR,ES
vramonda@serrera.com.ar,Bodegas_AR,AR,ES
vvines@bodegascallia.com,AR_MinAgricultura,AR,ES
wanchese@speedy.com.ar,AR_MinAgricultura,AR,ES
wclemens@sammarketing.de,UY_RUPE,UY,ES
whitegulf@163.com,AR_MinAgricultura,AR,ES
winery@achaval-ferrer.com,Bodegas_AR,AR,ES
wlessberg@bentonicos.com,AR_MinAgricultura,AR,ES
w.schoenewolf@dgs-maschinen.de,UY_RUPE,UY,ES
yann.tanghe@impprove.be,UY_RUPE,UY,ES
Yassine.a@arbin.com,UY_RUPE,UY,ES
yerbateramisiones@arnet.com.ar,AR_MinAgricultura,AR,ES
y.jacob@efitec.re,UY_RUPE,UY,ES
ylopezpozuelo@acciona.es,UY_RUPE,UY,ES
yves.peiffer@elep.be,UY_RUPE,UY,ES
zulma.ramos@pernod-ricard-argentina.com,AR_MinAgricultura,AR,ES
1689329078444118ba5ee5234e87bd81@sentry.wixpress.com,ABIEC_member,BR,PT
18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,ABIEC_member,BR,PT
2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,MERCOSUR_SmallProducers,BR,PT
271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com,ABIEC_member,BR,PT
460ff4620fa44cba8df530afde949785@sentry.wixpress.com,ABIEC_member,BR,PT
5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,ABIEC_member,BR,PT
605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,ABIEC_member,BR,PT
7025fe2ce4ed466a9751d9607bc63a44@sentry.wixpress.com,ABIEC_member,BR,PT
78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com,ABIEC_member,BR,PT
8c4075d5481d476e945486754f783364@sentry.io,ABIEC_member,BR,PT
8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,ABIEC_member,BR,PT
9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com,ABIEC_member,BR,PT
abic@abic.com.br,,BR,PT
abiec@abiec.com.br,,BR,PT
abpa@abpa-br.org,,BR,PT
admin@agromodelo.com.br,MERCOSUR_SmallProducers,BR,PT
administracao@cativa.coop.br,MERCOSUR_SmallProducers,BR,PT
administrativo@agricolapotiguar.com.br,MERCOSUR_SmallProducers,BR,PT
administrativo@brazilmelon.com,MERCOSUR_SmallProducers,BR,PT
adriano@coopyfrutas.com,MERCOSUR_SmallProducers,BR,PT
agemcamp@agemcamp.sp.gov.br,BR_Compras,BR,PT
agraria@agraria.com.br,MERCOSUR_SmallProducers,BR,PT
agricolabomjesus@gmail.com,MERCOSUR_SmallProducers,BR,PT
agricolafavorita@gmail.com,MERCOSUR_SmallProducers,BR,PT
agricolapotiguar@hotmail.com,MERCOSUR_SmallProducers,BR,PT
agro_msantos@assunet.com.br,MERCOSUR_SmallProducers,BR,PT
agrosol@grupoirikita.com,MERCOSUR_SmallProducers,BR,PT
ajaxdgfilho@uol.com.br,MERCOSUR_SmallProducers,BR,PT
alberi@clac.coop.br,MERCOSUR_SmallProducers,BR,PT
alberto@otani.agr.br,MERCOSUR_SmallProducers,BR,PT
alberto.otani@terra.com.br,MERCOSUR_SmallProducers,BR,PT
alcerte@uol.com.br,BR_Compras,BR,PT
aldeirpereira@hotmail.com,MERCOSUR_SmallProducers,BR,PT
alia.coop.log@gmail.com,MERCOSUR_SmallProducers,BR,PT
ammasobral@oi.com.br,BR_Compras,BR,PT
angel.agricola@gmail.com,MERCOSUR_SmallProducers,BR,PT
angelo@angelagricola.com.br,MERCOSUR_SmallProducers,BR,PT
antoniovalli@saude.es.gov.br,BR_Compras,BR,PT
ao@agenceabee.fr,BR_Compras,BR,PT
asind@faemg.org.br,BR_States_MG,BR,PT
atendimento@castrodis.com.br,MERCOSUR_SmallProducers,BR,PT
atendimento@crea-pi.org.br,BR_Compras,BR,PT
atendimento@naturafrig.com.br,,BR,PT
b4928a7ca6b9454192554f7a3911fd68@sentry.wixpress.com,ABIEC_member,BR,PT
beauvallet@beauvallet.com.br,ABIEC_member,BR,PT
biolabore@gmail.com,MERCOSUR_SmallProducers,BR,PT
bomjesus@bj.coop.br,MERCOSUR_SmallProducers,BR,PT
bruna.cordeiro@brunettocontadores.com.br,MERCOSUR_SmallProducers,BR,PT
c183baa23371454f99f417f6616b724d@sentry.wixpress.com,ABIEC_member,BR,PT
c5095236fd2e4b8fae9ed6d73cdd81a3@sentry.wixpress.com,ABIEC_member,BR,PT
cadastrodasempresasdogrupo@braskem.com,GLEIF LEI,BR,PT
camara@saomarcos-rs.com.br,BR_Compras,BR,PT
camarav.a@hotmail.com,BR_Compras,BR,PT
camp@camp.coop.br,MERCOSUR_SmallProducers,BR,PT
campoverde@agricolacampoverde.com.br,MERCOSUR_SmallProducers,BR,PT
capal@capal.coop.br,MERCOSUR_SmallProducers,BR,PT
carlos@cerpa.net.br,MERCOSUR_SmallProducers,BR,PT
carlos.oliveira@fribal.com.br,,BR,PT
carlospraciano@hotmail.com,MERCOSUR_SmallProducers,BR,PT
carlos.schmidt@fribal.com.br,,BR,PT
castrolanda@castrolanda.coop.br,MERCOSUR_SmallProducers,BR,PT
cbmm@cbmm.com,MERCOSUR_BR_Exporters,BR,PT
cc-rfisc@petrobras.com.br,GLEIF LEI,BR,PT
cepacambara@gmail.com,MERCOSUR_SmallProducers,BR,PT
ceral@ceral.com.br,MERCOSUR_SmallProducers,BR,PT
ceraldis@ceraldis.com.br,MERCOSUR_SmallProducers,BR,PT
ceramicasemar@uol.com.br,MERCOSUR_SmallProducers,BR,PT
cercar@cercar.com.br,MERCOSUR_SmallProducers,BR,PT
cercho@cercho.com.br,MERCOSUR_SmallProducers,BR,PT
cerwit.contabil@witmarsum.coop.br,MERCOSUR_SmallProducers,BR,PT
chagasdaemparn@hotmail.com,MERCOSUR_SmallProducers,BR,PT
cisserra@cisserra.com.br,BR_Compras,BR,PT
cleidinaldo@coopyfrutas.com,MERCOSUR_SmallProducers,BR,PT
cleitiane@castrolanda.coop.br,MERCOSUR_SmallProducers,BR,PT
cna@cna.org.br,agri_campaign_scraped,BR,PT
coagro@coagro.com.br,MERCOSUR_SmallProducers,BR,PT
coagru@coagru.com.br,MERCOSUR_SmallProducers,BR,PT
coamig@coamig.com.br,MERCOSUR_SmallProducers,BR,PT
coamo@coamo.com.br,MERCOSUR_SmallProducers,BR,PT
coaprocor@coaprocor.com.br,MERCOSUR_SmallProducers,BR,PT
coasul@coasul.com.br,MERCOSUR_SmallProducers,BR,PT
cocamar@cocamar.com.br,MERCOSUR_SmallProducers,BR,PT
comercial@cm3cooperativa.com.br,MERCOSUR_SmallProducers,BR,PT
comercial@mercurioalimentos.com.br,ABIEC_member,BR,PT
comercial@planesagro.com.br,MERCOSUR_SmallProducers,BR,PT
comex@mspbrazil.com.br,,BR,PT
compras@brazilmelon.com,MERCOSUR_SmallProducers,BR,PT
contabil1@weg.net,MERCOSUR_BR_Exporters,BR,PT
contabilidade@guaraprev.pr.gov.br,BR_Compras,BR,PT
contato@academiadelinguaspr.com.br,MERCOSUR_SmallProducers,BR,PT
contato@comesulbeef.com.br,ABIEC_member,BR,PT
contato@coopcerrado.com.br,MERCOSUR_SmallProducers,BR,PT
contato@cooperfrigu.com.br,ABIEC_member,BR,PT
contato@coplacana.com.br,MERCOSUR_SmallProducers,BR,PT
contato@faesc.com.br,BR_States_SC,BR,PT
contato@frigorifico3r.com.br,,BR,PT
contato@frigorificosilva.com.br,,BR,PT
contato@grupoargus.com.br,,BR,PT
contato@senar.com.br,BR_States_SC,BR,PT
contato@vitoriadomearim.ma.leg.br,BR_Compras,BR,PT
coopavel@coopavel.com.br,MERCOSUR_SmallProducers,BR,PT
coopcaeaac@gmail.com,MERCOSUR_SmallProducers,BR,PT
coopcerme@gmail.com,MERCOSUR_SmallProducers,BR,PT
coopercitrus@coopercitrus.com.br,MERCOSUR_SmallProducers,BR,PT
coopport@coopportbrasil.com,MERCOSUR_SmallProducers,BR,PT
coopsubra2@gmail.com,MERCOSUR_SmallProducers,BR,PT
cooxupe@cooxupe.com.br,MERCOSUR_SmallProducers,BR,PT
copacol@copacol.com.br,MERCOSUR_SmallProducers,BR,PT
copersucar@copersucar.com.br,MERCOSUR_SmallProducers,BR,PT
cpg-dteicms@gerdau.com.br,MERCOSUR_BR_Exporters,BR,PT
crisfrutas@terra.com.br,MERCOSUR_SmallProducers,BR,PT
ctmagricola@agromodelo.com.br,MERCOSUR_SmallProducers,BR,PT
curriculos@comesulbeef.com.br,ABIEC_member,BR,PT
cvale@cvale.com.br,MERCOSUR_SmallProducers,BR,PT
cymatsumoto@agromodelo.com.br,MERCOSUR_SmallProducers,BR,PT
d44fb01cd7e74726be3bf46f5e32f60e@sentry.wixpress.com,ABIEC_member,BR,PT
dalila.gaona@mspbrazil.com.br,,BR,PT
daniel.saran@embraer.com.br,MERCOSUR_BR_Exporters,BR,PT
dayane.paulino@escola.pr.gov.br,MERCOSUR_SmallProducers,BR,PT
dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com,ABIEC_member,BR,PT
deinprocon@pjf.mg.gov.br,BR_Compras,BR,PT
diego@frigosul.com.br,,BR,PT
diret@cvale.com.br,MERCOSUR_SmallProducers,BR,PT
diretoria.executiva@ambicoop.com.br,MERCOSUR_SmallProducers,BR,PT
distriboi@distriboi.com,,BR,PT
donadel@riobeef.ind.br,,BR,PT
doriersonbarros@hotmail.com,BR_Compras,BR,PT
e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com,ABIEC_member,BR,PT
ed436f5053144538958ad06a5005e99a@sentry.wixpress.com,ABIEC_member,BR,PT
edson@frutasterrabrasilis.com.br,MERCOSUR_SmallProducers,BR,PT
email,source,country,PT
emerson@frivasa.com.br,,BR,PT
evandro@vivaagricola.com,MERCOSUR_SmallProducers,BR,PT
exemplo@meusite.com,ABIEC_member,BR,PT
expedientes.cm@mariotcontabilidade.com.br,MERCOSUR_SmallProducers,BR,PT
export1@frigoastra.com.br,,BR,PT
export1@iguatemibeef.com.br,,BR,PT
exportacao@frigoastra.com.br,,BR,PT
exportacao@frigol.com.br,,BR,PT
exportacao@mercurioalimentos.com.br,,BR,PT
exportacao@ramax-group.com,,BR,PT
export@barramansafoods.com.br,,BR,PT
export.bauru@zanchetta.com.br,,BR,PT
export@beauvallet.com.br,,BR,PT
export@betterbeef.com.br,,BR,PT
export@boibras.com.br,,BR,PT
export@boibrasil.ind.br,,BR,PT
export@cooperfrigu.com.br,,BR,PT
export@frialto.com.br,,BR,PT
export@frigoestrela.com.br,,BR,PT
export@frigorificoriomaria.com.br,,BR,PT
export@goldenimex.com,,BR,PT
export@marfrig.com.br,,BR,PT
export@masterboi.com.br,,BR,PT
export@minervafoods.com,,BR,PT
export@supremocarnes.com.br,,BR,PT
fabiana.florencio@cmrbras.com.br,MERCOSUR_SmallProducers,BR,PT
fabiano.furlan@primafoods.com.br,,BR,PT
faemg@faemg.org.br,BR_States_MG,BR,PT
fazenda@alegriaproduce.com,MERCOSUR_SmallProducers,BR,PT
fazenda.udp@gmail.com,MERCOSUR_SmallProducers,BR,PT
fazendavilanovaadm1@gmail.com,MERCOSUR_SmallProducers,BR,PT
fcpalhares@gmail.com,MERCOSUR_SmallProducers,BR,PT
fecoagrors@fecoagrors.com.br,MERCOSUR_SmallProducers,BR,PT
felipe@matafresca.com.br,MERCOSUR_SmallProducers,BR,PT
financeiro1@vexilom.net,MERCOSUR_SmallProducers,BR,PT
financeiro@agricolacampoverde.com.br,MERCOSUR_SmallProducers,BR,PT
financeiroc2glog@gmail.com,MERCOSUR_SmallProducers,BR,PT
financeiro@coacipar.com.br,MERCOSUR_SmallProducers,BR,PT
financeiro@ovosuniao.com.br,MERCOSUR_SmallProducers,BR,PT
fpvieira@uol.com.br,MERCOSUR_SmallProducers,BR,PT
francisco.pereira@adasa.df.gov.br,BR_Compras,BR,PT
fribev@fribev.com.br,ABIEC_member,BR,PT
frigoestrela@frigoestrela.com.br,,BR,PT
frigotil@frigotil.com.br,,BR,PT
frimesa@frimesa.com.br,MERCOSUR_SmallProducers,BR,PT
frisario@frisa.com.br,,BR,PT
funajuris@tjmt.jus.br,BR_Compras,BR,PT
fundacaopaulistana@prefeitura.sp.gov.br,BR_Compras,BR,PT
funprepi@hotmail.com,BR_Compras,BR,PT
gabinete@barbalha.ce.gov.br,BR_Compras,BR,PT
gabinete.camprev@campinas.sp.gov.br,BR_Compras,BR,PT
gabinete@quixelo.ce.gov.br,BR_Compras,BR,PT
gabriellaaguiar@sdhds.fortaleza.ce.gov.br,BR_Compras,BR,PT
gab@scia.df.gov.br,BR_Compras,BR,PT
geraldo@fribev.com.br,,BR,PT
gerencia_administrativo@agrosua.com.br,MERCOSUR_SmallProducers,BR,PT
gestao@canalverdeenergia.com.br,MERCOSUR_SmallProducers,BR,PT
gestao@coani.coop.br,MERCOSUR_SmallProducers,BR,PT
gfs@secti.es.gov.br,BR_Compras,BR,PT
gilciane.silva@sde.pi.gov.br,BR_Compras,BR,PT
glenda@cresol.com.br,MERCOSUR_SmallProducers,BR,PT
goianaprevi@yahoo.com.br,BR_Compras,BR,PT
gorgiasoliveira@gmail.com,MERCOSUR_SmallProducers,BR,PT
grasiani.mecatti@escola.pr.gov.br,MERCOSUR_SmallProducers,BR,PT
guilherme@nossofrigorifico.com.br,,BR,PT
gustavo@coopyfrutas.com,MERCOSUR_SmallProducers,BR,PT
gustavo.oliveira@fribal.com.br,,BR,PT
helderca@icloud.com,MERCOSUR_SmallProducers,BR,PT
herickson@ecofertil.com.br,MERCOSUR_SmallProducers,BR,PT
imprensa@ocergs.coop.br,BR_States_RS,BR,PT
inaes@inaes.org.br,BR_States_MG,BR,PT
info@mysite.com,ABIEC_member,BR,PT
innatura.me@jbs.com.br,,BR,PT
ipen@esperancanova.pr.gov.br,BR_Compras,BR,PT
irikita@terra.com.br,MERCOSUR_SmallProducers,BR,PT
ivanoscacunha@hotmail.com,MERCOSUR_SmallProducers,BR,PT
ivo.costa@cmrbras.com.br,MERCOSUR_SmallProducers,BR,PT
jbagricolame@gmail.com,MERCOSUR_SmallProducers,BR,PT
jean@frutasterrabrasilis.com.br,MERCOSUR_SmallProducers,BR,PT
jheliton@uol.com.br,MERCOSUR_SmallProducers,BR,PT
jiem@grupoirikita.com,MERCOSUR_SmallProducers,BR,PT
jmanoellopez@uol.com.br,MERCOSUR_SmallProducers,BR,PT
jmmph28@gmail.com,MERCOSUR_SmallProducers,BR,PT
joabegondim@hotmail.com,MERCOSUR_SmallProducers,BR,PT
joaofelix@nossofrigorifico.com.br,,BR,PT
jose.barbera@bollonaturalfruit.com,MERCOSUR_SmallProducers,BR,PT
jose.ferreira@minervafoods.com,GLEIF LEI,BR,PT
jose.giordam@mspbrazil.com.br,,BR,PT
juan.puchades@bollonaturalfruit.com,MERCOSUR_SmallProducers,BR,PT
kainara_costa@hotmail.com,MERCOSUR_SmallProducers,BR,PT
lar@lar.ind.br,MERCOSUR_SmallProducers,BR,PT
leonardo@comesulbeef.com.br,,BR,PT
lkj@lkjfrigorifico.com.br,,BR,PT
lucas.jiang@agraagroindustrial.com.br,,BR,PT
mafrinorte@mafrinorte.com.br,,BR,PT
marcelo@coacan.com.br,MERCOSUR_SmallProducers,BR,PT
marcia@camisc.coop.br,MERCOSUR_SmallProducers,BR,PT
marcos.depaula@frigosul.com.br,,BR,PT
marileide@coopyfrutas.com,MERCOSUR_SmallProducers,BR,PT
marilia.silva@acfor.fortaleza.ce.gov.rb,BR_Compras,BR,PT
mario@frutasterrabrasilis.com.br,MERCOSUR_SmallProducers,BR,PT
marketing.digital@mercurioalimentos.com.br,ABIEC_member,BR,PT
nardivan@vivaagricola.com,MERCOSUR_SmallProducers,BR,PT
neilson@agrfamosa.com.br,MERCOSUR_SmallProducers,BR,PT
nelson@agecoop.com.br,MERCOSUR_SmallProducers,BR,PT
neto@coopyfrutas.com,MERCOSUR_SmallProducers,BR,PT
nfe@ecofertil.com.br,MERCOSUR_SmallProducers,BR,PT
odinildo@uol.com.br,BR_Compras,BR,PT
oestefruit@coopyfrutas.com,MERCOSUR_SmallProducers,BR,PT
otani@terra.com.br,MERCOSUR_SmallProducers,BR,PT
paralegal.corporativo@marfrig.com.br,MERCOSUR_Beef,BR,PT
paulo.bauab@frigoestrela.com.br,,BR,PT
pauloemater@rn.gov.br,MERCOSUR_SmallProducers,BR,PT
pedro@planesagro.com.br,MERCOSUR_SmallProducers,BR,PT
planomaior@turismo.ma.gov.br,BR_Compras,BR,PT
presidencia@fenaju.com.br,BR_Compras,BR,PT
presidencia@mafrinorte.com.br,ABIEC_member,BR,PT
presidente@emdagro.se.gov.br,BR_Compras,BR,PT
qualitymanaus@hotmail.com,,BR,PT
ranilsonmelo@hotmail.com,MERCOSUR_SmallProducers,BR,PT
recepcao@agrfamosa.com.br,MERCOSUR_SmallProducers,BR,PT
recepcao@frigorificovalencio.com.br,,BR,PT
recrutamento.sjp@grupoargus.com.br,ABIEC_member,BR,PT
roberto@planesagro.com.br,MERCOSUR_SmallProducers,BR,PT
rocha@alegriaproduce.com,MERCOSUR_SmallProducers,BR,PT
rodrigo@nossofrigorifico.com.br,,BR,PT
ruan@matafresca.com.br,MERCOSUR_SmallProducers,BR,PT
sac@barramansaalimentos.com.br,ABIEC_member,BR,PT
sac@frigomarca.com.br,ABIEC_member,BR,PT
sac@frigon.com.br,ABIEC_member,BR,PT
sac@frigorificosaofrancisco.com.br,,BR,PT
sa@cm-pombal.pt,BR_Compras,BR,PT
secjaborandi@uol.com.br,BR_Compras,BR,PT
secretaria@agrociencia.coop.br,MERCOSUR_SmallProducers,BR,PT
seducmag@ig.com.br,BR_Compras,BR,PT
sema@sema.se.gov.br,BR_Compras,BR,PT
senar@senarminas.org.br,BR_States_MG,BR,PT
societario@vlma.com.br,MERCOSUR_SmallProducers,BR,PT
suzane_almeida@sicredi.com.br,MERCOSUR_SmallProducers,BR,PT
tributariocsc@brf.com,MERCOSUR_BR_Exporters,BR,PT
tributos.rfb@jbs.com.br,MERCOSUR_Beef,BR,PT
ttiagojonatasm@gmail.com,MERCOSUR_SmallProducers,BR,PT
vendas@frigon.com.br,,BR,PT
wendell.lima@frigomarca.com.br,,BR,PT
world@plenaalimentos.com.br,,BR,PT
