email,company,org_number,nace_code,sector_name,city,address,phone,hr_email,website,linkedin_url,employees_count,tier,contact_person,positions_count,job_count,quality_score,source
post@vinterfestuka.no,Vinterfestuka,976005597,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted,,,76 95 03 50,,www.rombaksbotn.no,,,T4,,,,,agencies_eures
post@unikbyggmester.no,Unikbyggmester,,,,,,,,,,,,,,,,agencies_eures
magne.tronnes2@banenor.no,BANE NOR SF,,,,,,,,,,,,,,,,agencies_eures
contracting@socon.no,Socon,,,,,,,,,,,,,,,,agencies_eures
post@borgenkarriere.no,Borgenkarriere,,,,,,,,,,,,,,,,agencies_eures
post@eos-utvalget.no,Eos Utvalget,,,,,,,,,,,,,,,,agencies_eures
post@jdps.no,Jdps,,,,,,,,,,,,,,,,agencies_eures
postmottak@luroy.kommune.no,Luroy,,,,,,,,,,,,,,,,agencies_eures
kino@tonsbergfilmhus.no,Tonsbergfilmhus,,,,,,,,,,,,,,,,agencies_eures
vian@meisel.no,Meisel,,,,,,,,,,,,,,,,agencies_eures
post@hnikt.no,Hnikt,,,,,,,,,,,,,,,,agencies_eures
kjell-arne@bupa.no,Bupa,,,,,,,,,,,,,,,,agencies_eures
soknad@altamuseum.no,Verdensarvsenter for bergkunst - Alta museum IKS,,,,,,,,,,,,,,,,agencies_eures
post@dmp.no,Dmp,,,,,,,,,,,,,,,,agencies_eures
post@bergeninternasjonalekultursenter.no,Bergeninternasjonalekultursenter,,,,,,,,,,,,,,,,agencies_eures
post@norgestakblikk.no,Norgestakblikk,,,,,,,,,,,,,,,,agencies_eures
postmottak@justervesenet.no,Justervesenet,,,,,,,,,,,,,,,,agencies_eures
post@calmaklinikken.no,Calmaklinikken,,,,,,,,,,,,,,,,agencies_eures
marzena.koksanowicz@voice.no,MATCH S.R.L.,,,,,,,,,,,,,,,,agencies_eures
post@kvitsoy-hushjelp.no,Kvitsoy Hushjelp,,,,,,,,,,,,,,,,agencies_eures
marked@hfasader.no,Hfasader,,,,,,,,,,,,,,,,agencies_eures
post@brageva.no,Brageva,,,,,,,,,,,,,,,,agencies_eures
gunhilds@unis.no,UNIS AS,,,,,,,,,,,,,,,,agencies_eures
kundeservice@europris.no,Europris,,,,,,,,,,,,,,,,agencies_eures
orjan.tvedt@vegvesen.no,STATENS VEGVESEN,,,,,,,,,,,,,,,,agencies_eures
kr@ahlsell.no,Ahlsell,,,,,,,,,,,,,,,,agencies_eures
post@akerbla.no,Akerbla,,,,,,,,,,,,,,,,agencies_eures
post@dekkverden.no,Dekkverden,,,,,,,,,,,,,,,,agencies_eures
kundeservice@fagerhult.no,Fagerhult,,,,,,,,,,,,,,,,agencies_eures
post@teateret.no,Teateret,,,,,,,,,,,,,,,,agencies_eures
kristine.melgaard@compass-group.no,Compass Group,,,,,,,,,,,,,,,,agencies_eures
booking@bakkalandethotell.no,Bakkalandethotell,,,,,,,,,,,,,,,,agencies_eures
booking@fisketorget-delikatesse.no,Fisketorget Delikatesse,,,,,,,,,,,,,,,,agencies_eures
post@vireo.no,Vireo,,,,,,,,,,,,,,,,agencies_eures
meg@domene.no,Domene,,,,,,,,,,,,,,,,agencies_eures
haugaland-vgs@skole.rogfk.no,Skole,,,,,,,,,,,,,,,,agencies_eures
post@serve.no,Serve,,,,,,,,,,,,,,,,agencies_eures
gard@atriumpeople.no,Atriumpeople,,,,,,,,,,,,,,,,agencies_eures
salg@solabobil.no,Solabobil,,,,,,,,,,,,,,,,agencies_eures
info@cityservices.no,Cityservices,,,,,,,,,,,,,,,,agencies_eures
invoice@dacon.no,Dacon,,,,,,,,,,,,,,,,agencies_eures
kai@skogservice.no,Skogservice,,,,,,,,,,,,,,,,agencies_eures
post@hamaroy-nf.no,Hamaroy Nf,,,,,,,,,,,,,,,,agencies_eures
post@bambussushi.no,Bambussushi,,,,,,,,,,,,,,,,agencies_eures
snorre@jbpartner.no,Jbpartner,,,,,,,,,,,,,,,,agencies_eures
mail@trolltungahotel.no,Trolltungahotel,,,,,,,,,,,,,,,,agencies_eures
post@aqila.no,Aqila,,,,,,,,,,,,,,,,agencies_eures
post@nordiskauto.no,Nordiskauto,,,,,,,,,,,,,,,,agencies_eures
tips@tv2.no,Tv2,,,,,,,,,,,,,,,,agencies_eures
postmottak@birkenes.kommune.no,Birkenes,,,,,,,,,,,,,,,,agencies_eures
post@kanvas.no,Kanvas,,,,,,,,,,,,,,,,agencies_eures
daniel.ler.johnson@motor-trade.no,Motor Trade,,,,,,,,,,,,,,,,agencies_eures
post@norrein.no,Norrein,,,,,,,,,,,,,,,,agencies_eures
kontakt@omsorgsgruppen.no,Omsorgsgruppen,,,,,,,,,,,,,,,,agencies_eures
h.fagerli@met.no,METEOROLOGISK INSTITUTT,,,,,,,,,,,,,,,,agencies_eures
hei@alnatannregulering.no,Alnatannregulering,,,,,,,,,,,,,,,,agencies_eures
post@utelivpartner.no,Utelivpartner,,,,,,,,,,,,,,,,agencies_eures
turistinfo@visitvesteralen.no,Visitvesteralen,,,,,,,,,,,,,,,,agencies_eures
nettredaktor@uio.no,Uio,,,,,,,,,,,,,,,,agencies_eures
aleksandra@tbebemanning.no,Tbebemanning,,,,,,,,,,,,,,,,agencies_eures
proysenhuset@ringsaker.kommune.no,Ringsaker,,,,,,,,,,,,,,,,agencies_eures
morten.ovrebo@tine.no,"""TINE""",,,,,,,,,,,,,,,,agencies_eures
post@cafelokka.no,Cafelokka,,,,,,,,,,,,,,,,agencies_eures
bordbestilling@osteriakreo.no,Osteriakreo,,,,,,,,,,,,,,,,agencies_eures
booking@anker-brygge.no,Anker Brygge,,,,,,,,,,,,,,,,agencies_eures
post@ksbeauty.no,Ksbeauty,,,,,,,,,,,,,,,,agencies_eures
booking@tangendyrepark.no,Tangendyrepark,,,,,,,,,,,,,,,,agencies_eures
postmottak.oraker@osloskolen.no,Osloskolen,,,,,,,,,,,,,,,,agencies_eures
ole.magnus.urdal@gabler.no,Gabler,,,,,,,,,,,,,,,,agencies_eures
post@totalsolution.no,Totalsolution,,,,,,,,,,,,,,,,agencies_eures
rebekka.stangeland@auroraomsorg.no,Auroraomsorg,,,,,,,,,,,,,,,,agencies_eures
postmottak@rana.kommune.no,Rana,,,,,,,,,,,,,,,,agencies_eures
post@hkdir.no,Hkdir,,,,,,,,,,,,,,,,agencies_eures
iman.remo@politiet.no,POLITIDIREKTORATET,,,,,,,,,,,,,,,,agencies_eures
plan-erstatningstrafikk@nobina.no,Nobina,,,,,,,,,,,,,,,,agencies_eures
brobekk.sor@byggmakker.no,Byggmakker,,,,,,,,,,,,,,,,agencies_eures
mikkel.brudvik.sanderud@telenor.no,TELENOR NORGE AS,,,,,,,,,,,,,,,,agencies_eures
post@lokalrekruttering.no,Lokalrekruttering,,,,,,,,,,,,,,,,agencies_eures
post@miljodir.no,Miljodir,,,,,,,,,,,,,,,,agencies_eures
olaug.gylland@securitas.no,Securitas Technology,,,,,,,,,,,,,,,,agencies_eures
post@knowit.no,Knowit,,,,,,,,,,,,,,,,agencies_eures
postmottak@bindal.kommune.no,Bindal,,,,,,,,,,,,,,,,agencies_eures
post@felleskassen.no,Felleskassen,,,,,,,,,,,,,,,,agencies_eures
info@bergenguideservice.no,Bergenguideservice,,,,,,,,,,,,,,,,agencies_eures
alejandro.escalona@uis.no,UNIVERSITETET I STAVANGER,,,,,,,,,,,,,,,,agencies_eures
solbjorg@betania-alta.no,ALTA SPA,,,,,,,,,,,,,,,,agencies_eures
post@auroraomsorg.no,Auroraomsorg,,,,,,,,,,,,,,,,agencies_eures
post@bergokonomi.no,Bergokonomi,,,,,,,,,,,,,,,,agencies_eures
linda.henriksen@personalhuset.no,AXESS TECHNOLOGIES LIMITED,,,,,,,,,,,,,,,,agencies_eures
ishavsbyen.vgs@tromsfylke.no,Tromsfylke,,,,,,,,,,,,,,,,agencies_eures
simon@jagtech.no,Jagtech,,,,,,,,,,,,,,,,agencies_eures
liv@wavepersonell.no,Wavepersonell,,,,,,,,,,,,,,,,agencies_eures
cert@ncsc.no,Ncsc,,,,,,,,,,,,,,,,agencies_eures
kommunikasjon@orkland.kommune.no,Orkland,,,,,,,,,,,,,,,,agencies_eures
post@norwegianguideservice.no,Norwegianguideservice,,,,,,,,,,,,,,,,agencies_eures
mail@jobconnect.no,Jobconnect,,,,,,,,,,,,,,,,agencies_eures
service@thelondonbarber.no,Thelondonbarber,,,,,,,,,,,,,,,,agencies_eures
bruker@domene.no,Domene,,,,,,,,,,,,,,,,agencies_eures
postmottak@nissedal.kommune.no,Nissedal,,,,,,,,,,,,,,,,agencies_eures
nettredaktor@mn.uio.no,Mn,,,,,,,,,,,,,,,,agencies_eures
tonjesaeby@bal.oslo.kommune.no,OSLO KOMMUNE,,,,,,,,,,,,,,,,agencies_eures
kystruten@havila.no,Havila,,,,,,,,,,,,,,,,agencies_eures
strategi@met.no,Met,,,,,,,,,,,,,,,,agencies_eures
beredskap@storfjord.kommune.no,Storfjord,,,,,,,,,,,,,,,,agencies_eures
post@nutrimar.no,Nutrimar,,,,,,,,,,,,,,,,agencies_eures
post@villabekk.no,Villabekk,,,,,,,,,,,,,,,,agencies_eures
salg@resthon.no,Resthon,,,,,,,,,,,,,,,,agencies_eures
info@sorrisniva.no,Sorrisniva,,,,,,,,,,,,,,,,agencies_eures
marte.kaardahl@horten.kommune.no,Horten,,,,,,,,,,,,,,,,agencies_eures
dl.grilstad@bhg.no,Bhg,,,,,,,,,,,,,,,,agencies_eures
post@salongin.no,Salongin,,,,,,,,,,,,,,,,agencies_eures
tab@opsas.no,Opsas,,,,,,,,,,,,,,,,agencies_eures
post@havnaomsorg.no,Havnaomsorg,,,,,,,,,,,,,,,,agencies_eures
post@aktoeiendom.no,Aktoeiendom,,,,,,,,,,,,,,,,agencies_eures
post@risorby.no,Risorby,,,,,,,,,,,,,,,,agencies_eures
mail@exploro.no,Exploro,,,,,,,,,,,,,,,,agencies_eures
postmottak@ringerike.kommune.no,Ringerike,,,,,,,,,,,,,,,,agencies_eures
kunde@gs-maskin.no,Gs Maskin,,,,,,,,,,,,,,,,agencies_eures
%20ingerine@muzziball.no,Muzziball,,,,,,,,,,,,,,,,agencies_eures
sjur.kvamme@sensio.no,Sensio,,,,,,,,,,,,,,,,agencies_eures
post@ringebu.kommune.no,Ringebu,,,,,,,,,,,,,,,,agencies_eures
