company_name,cui,caen_code,caen_description,employees,turnover_ron,city,county,email,email_source,email_verified,phone,website
OLTEANU IGNATOVICI SRL,2324976,2562,Constructii metalice,60,15669439,Municipiul Craiova,Dolj,office@olteanu-ignatovici.ro,master_companies,true,+40251435509,
TBS AVIATION SRL,7795117,2562,Constructii metalice,60,8222307,Municipiul Sighisoara,Mures,,,,,
LAVA KNITTING SRL,16376371,1391,Textile,60,36087027,Municipiul Oradea,Bihor,,,,+40259434751,
BRALDICO SRL,8244183,1071,Industria alimentara,60,11026559,Comuna Tarlungeni,Brasov,,,,,
GRUPPO ITALIANO IMBALLAGGI SRL,11208997,2592,Constructii metalice,60,77629605,Bucuresti Sectorul 2,Bucuresti,larisa.delcaru@gii.ro,master_companies,true,+40722387191,
"SOCIETATE COOPERATIVA MESTESUGAREASCA ""ARCOOM"" SCM",1674817,1413,Confectii,60,4122938,Municipiul Arad,Arad,,,,+40257256919,
BURAK TOYS INTERNATIONAL SRL,10960753,3240,Alte activitati industriale,60,14074810,"Loc. Buftea, Oras Buftea",Ilfov,,,,,
COST.E.L.PRODUZIONE SRL,16962095,2599,Constructii metalice,60,34140788,Comuna Fantanele,Arad,,,,,
COZONAC BUJOR SRL,18661005,1071,Industria alimentara,60,12503758,Municipiul Suceava,Suceava,comenzi@cozonacbujor.ro,master_contacts,true,+40741991991,
CSS EUROWINGRUP S.R.L.,44762823,1071,Industria alimentara,60,12176041,Bucuresti Sectorul 2,Bucuresti,csswinoffice@gmail.com,master_companies,true,,
INTERCOLOR SRL,12145200,1330,Textile,59,19860124,Municipiul Timisoara,Timis,,,,+40723013708,
TERRAMOB ART DESIGN SRL,27036219,3109,Mobila,59,30774846,"Sat Izvoare, Comuna Dumbrava Rosie",Neamt,,,,,
SOFAS COLLECTION SRL,17952049,3109,Mobila,59,8976031,"Sat Dumbrava Rosie, Comuna Dumbrava Rosie",Neamt,,,,,
OBRIST EASTERN EUROPE SRL,17984911,2222,Cauciuc si mase plastice,59,85794591,Comuna Parta,Timis,,,,,
METALICA PROD SRL,12386615,2841,Masini si echipamente,59,12051441,Municipiul Moreni,Dambovita,,,,,
CAHM EUROPE S.A.,31047844,2041,Substante chimice,59,41508082,"Sat Paulestii Noi, Comuna Paulesti",Prahova,,,,+40727383746,
RESILUX PACKAGING SOUTH EAST EUROPE S.R.L.,26188561,2222,Cauciuc si mase plastice,59,198762782,"Sat Dascalu, Comuna Dascalu",Ilfov,,,,+40723211665,
NUBIUS GROUP INTERNATIONAL SRL,17127719,2562,Constructii metalice,59,4475629,"Sat Topalu, Comuna Topalu",Constanta,,,,+40721766306,
EURO LACT PREST COM SRL,18737839,1051,Industria alimentara,59,35620591,Bucuresti Sectorul 3,Bucuresti,,,,+40212562408,
COMBIAL  SA,2084342,1091,Industria alimentara,59,71646121,Municipiul Urziceni,Ialomita,,,,+40243250890,
ALPHR TECHNOLOGY EUROPE SRL,31666115,2899,Masini si echipamente,59,32799321,Municipiul Arad,Arad,office@alphrtechnology.ro,master_companies,true,+40357800444,
DOXAR GRUP SRL,4240308,1623,Lemn,59,17952811,"Loc. Gura Humorului, Oras Gura Humorului",Suceava,,,,+40230522055,
ANCAMAR SRL,4982536,3109,Mobila,59,3871155,"Sat Vadu Izei, Comuna Vadu Izei",Maramures,,,,+40722535773,
ALPLAINDUSTRIAL ROMANIA S.R.L.,15151338,2222,Cauciuc si mase plastice,59,42925761,"Sat Dobroesti, Comuna Dobroesti",Ilfov,,,,+40212550323,
EASY INDUSTRY S.R.L.,21858679,2562,Constructii metalice,59,17190707,"Sat Poplaca, Comuna Poplaca",Sibiu,juridic@easyindustry.ro,master_companies,true,+40744360324,
COUNTRY BAKERY PROD SRL,7812706,1071,Industria alimentara,59,6722456,"Sat Dealu, Comuna Dealu",Harghita,,,,+40720353787,
DORIVI PRODCOM SRL,6610652,1071,Industria alimentara,59,19059021,Municipiul Roman,Neamt,,,,+40722232385,
COLOR TYPE SA,17183549,1813,Tipar,59,12770019,"Sat Osorhei, Comuna Osorhei",Bihor,,,,+40259430044,
LEBLANC ILLUMINATIONS ROMANIA S.R.L.,23439944,2740,Echipamente electrice,59,19398191,"Sat Geamana, Comuna Bradu",Arges,,,,+40751050270,
BELCAM TEXTIL S.R.L.,45438427,1414,Confectii,59,3719428,Municipiul Campina,Prahova,,,,+40722793478,
PAINT SYSTEM SRL,31818671,1812,Tipar,59,7303890,Municipiul Carei,Satu Mare,contact@printsystems.ro,master_companies,true,,
DOMENIILE VITICOLE TOHANI SRL,15257712,1102,Bauturi,59,50017350,"Sat Gura Vadului, Comuna Gura Vadului",Prahova,office@tohani-dealumare.ro,inferred,false,+40244251231,www.tohani-dealumare.ro
PRECON SRL,382733,2361,Alte produse minerale nemetalice,59,22251197,Comuna Jilava,Ilfov,,,,+40722759379,
ARANTRONIC RO SRL,16141529,2612,Calculatoare si electronice,59,3197068,"Loc. Moldova Veche, Oras Moldova Noua",Caras-Severin,,,,+40255540057,
MARBACH-ROMANIA SRL,11508269,2895,Masini si echipamente,59,29087330,"Loc. Nadlac, Oras Nadlac",Arad,,,,+40257472705,
HECOMIN IMPEX SRL,5662459,1721,Hartie,59,21566083,Municipiul Bacau,Bacau,,,,+40234588872,
ABI GRUP SRL,12176753,1052,Industria alimentara,59,12003771,Municipiul Iasi,Iasi,abigrupsrl@gmail.com,companies,true,+40742216644,
CARO JIBOU SRL,28533348,3101,Mobila,59,16773281,"Loc. Jibou, Oras Jibou",Salaj,,,,,
FARINA COMPANY SA,24515101,1071,Industria alimentara,59,10159330,Municipiul Alexandria,Teleorman,,,,,
CHIULAN SRL,5237831,2511,Constructii metalice,59,20099038,Municipiul Timisoara,Timis,,,,+40722225331,
FORESTFALT SERVICII SRL,24785890,1610,Lemn,59,19234287,Municipiul Falticeni,Suceava,,,,+40230541797,
MACEPLAST ROMANIA SA,10492938,2221,Cauciuc si mase plastice,59,46175599,"Loc. Otopeni, Oras Otopeni",Ilfov,,,,+40213524553,
LACTO-BOROAIA SRL,18126070,1051,Industria alimentara,59,23933153,"Sat Barasti, Comuna Boroaia",Suceava,,,,+40722357249,
LOTUS IND-IMPEX SRL,5331757,1419,Confectii,58,3931705,Municipiul Arad,Arad,lotusindimpex@gmail.com,master_companies,true,+40257234909,
SOCIETATE COOPERATIVA MESTESUGAREASCA IMBRACAMINTEA SCM,2294840,1413,Confectii,58,2892340,Municipiul Craiova,Dolj,,,,+40762247147,
DIACARN FOOD SRL,22212233,1011,Industria alimentara,58,61710766,Municipiul Focsani,Vrancea,office@diacarnfood.ro,master_contacts,true,+40724706876,
TECHNOLINE SRL,15156793,2562,Constructii metalice,58,12843079,"Sat Recea, Comuna Recea",Maramures,,,,+40744614484,
TABULA SRL,6926400,1623,Lemn,58,10023419,Municipiul Odorheiu Secuiesc,Harghita,palkatonaemoke@tabula.ro,master_companies,true,+40266218515,www.tabula.ro
TEKFOR BRASOV S.R.L.,43358771,2562,Constructii metalice,58,53234462,Oras Ghimbav,Brasov,,,,,
BALASTIERA MIHAIESTI SRL,27810556,2363,Alte produse minerale nemetalice,58,26562579,"Sat Ciceu-Mihaiesti, Comuna Ciceu-Mihaiesti",Bistrita-Nasaud,,,,,
CONFECTII NAVABELEN SRL,27526717,1413,Confectii,58,3721067,Municipiul Oradea,Bihor,navabelenrom@yahoo.es,anofm_jobs_20260220_153333_20260314_549f40d5,true,+40359453431,
NAPOCHIM SA,199931,2229,Cauciuc si mase plastice,58,24088061,Municipiul Cluj-Napoca,Cluj,office@napochim.ro,inferred,false,+40741119273,www.napochim.ro
OBELIX IMPEX SRL,9056544,3109,Mobila,58,8415027,Comuna Hida,Salaj,,,,+40260628551,
EL-CAR SRL,564549,2822,Masini si echipamente,58,29908795,Municipiul Bistrita,Bistrita-Nasaud,,,,+40263239004,
GAZZO PREMIUM SRL,4879930,1920,1920,58,35543138,Municipiul Constanta,Constanta,,,,+40723585480,
VETA SRL,17019172,1520,Pielarie,58,9165888,Municipiul Targu Mures,Mures,,,,+40742259318,
MEATPROD THOMAS SRL,32781988,1011,Industria alimentara,58,34265229,Municipiul Focsani,Vrancea,meatprod_thomas@yahoo.com,companies,true,+40722459265,
SAGIFLOR S.R.L.,48964086,1439,Confectii,58,2858375,Municipiul Slatina,Olt,,,,+40764301548,
ARDACO TEHNIC METAL SRL,14762430,2511,Constructii metalice,58,11768993,Municipiul Campulung,Arges,office@ardacometal.ro,anofm_new_constructii_20260314_8477685f,true,+40248533436,
FIVEX SRL,5631100,2511,Constructii metalice,58,18644755,"Loc. Targu Carbunesti, Oras Targu Carbunesti",Gorj,fivexpetrol@yahoo.com,master_companies,true,+40253337879,
NORBELA PAN S.R.L.,43619532,1071,Industria alimentara,58,7809271,"Loc. Pancota, Oras Pancota",Arad,,,,+40744190192,
DASMAR TERMO S.R.L.,33107640,2223,Cauciuc si mase plastice,58,47977915,Oras Salcea,Suceava,office@dasmartermo.ro,inferred,false,+40741116163,www.dasmartermo.ro
ELECTRO-PARTS SRL,24002963,2711,Echipamente electrice,58,63002828,"Loc. Busag, Oras Tautii-Magheraus",Maramures,,,,+40362417808,
NICBAC PROD SRL,9817750,1011,Industria alimentara,58,67062761,"Sat Nicolae Balcescu, Comuna Nicolae Balcescu",Bacau,nic_bac_prod@yahoo.com,master_companies,true,+40234214994,
STOFE BUHUSI SA,962838,1320,Textile,58,8308395,"Loc. Buhusi, Oras Buhusi",Bacau,office@stofebuhuşi.ro,inferred,false,+40234261001,www.stofebuhuşi.ro
SWEET SENSATION SRL,34231140,1071,Industria alimentara,58,12075261,Bucuresti Sectorul 4,Bucuresti,radu.cama@cofetariavanilla.ro,companies,true,,
NOVAPAX ROMANIA SRL,24085713,2229,Cauciuc si mase plastice,58,22021020,Municipiul Brasov,Brasov,,,,+40368465170,
RINA FASHION S.R.L.,47422079,1071,Industria alimentara,58,1765654,Bucuresti Sectorul 6,Bucuresti,tomaraluca1994@gmail.com,master_companies,true,+40763215203,
INTER MECA SERV SRL,17688320,2562,Constructii metalice,57,24284608,Oras Stefanesti,Arges,,,,+40751060750,
ROMVERSIS TOP SRL,17029230,2822,Masini si echipamente,57,13348064,Bucuresti Sectorul 6,Bucuresti,,,,+40765261941,
ROB-SYSTEMS SRL,21131122,2790,Echipamente electrice,57,20010452,Municipiul Sibiu,Sibiu,info@rob-systems.com,master_companies,true,+40269205450,
SIAS CLOTHING IND SRL,12888930,1419,Confectii,57,8769887,Municipiul Targu Mures,Mures,,,,+40265250851,
SINIT MECHATRONICS SOCIETATE IN COMANDITA,43116786,2221,Cauciuc si mase plastice,57,32751300,"Sat Sarbi, Comuna Farcasa",Maramures,,,,,
INCOME SYSTEM TUR SRL,27050051,2511,Constructii metalice,57,2224506,Bucuresti Sectorul 4,Bucuresti,,,,+40741450384,
TEKNIA ORADEA S.R.L.,28390485,2562,Constructii metalice,57,25583659,Municipiul Oradea,Bihor,,,,+40740306600,
FINCIMEC SPA LUINO SUCURSALA BUCURESTI,39235312,2511,Constructii metalice,57,30988994,Bucuresti Sectorul 1,Bucuresti,,,,,
ENDRESS POWER ROMANIA S.R.L.,18320318,2711,Echipamente electrice,57,42169669,"Loc. Bocsa, Oras Bocsa",Caras-Severin,,,,,
ROM DINAROM SRL,16191160,2891,Masini si echipamente,57,24691119,Municipiul Zalau,Salaj,office@romdinarom.ro,master_companies,true,+40722460859,
AXE GROUP ROMANIA SA,15497057,2562,Constructii metalice,57,29556104,Municipiul Oradea,Bihor,ina.tripe@romania.axe-group.com,master_companies,true,+40259411644,
GONZALES MECANICA DE PRECIZIE SRL,14874469,2899,Masini si echipamente,57,34212954,"Sat Cap Rosu, Comuna Floresti",Prahova,,,,,
ERGIO BY MERLUSCA S.R.L.,4831975,1623,Lemn,57,27380376,"Loc. Comanesti, Oras Comanesti",Bacau,,,,,
HIDRAULICA SRL,10648523,2219,Cauciuc si mase plastice,57,20053653,Municipiul Brasov,Brasov,,,,,
SACRIS IMPEX SRL,3737075,3109,Mobila,57,12723565,Municipiul Satu Mare,Satu Mare,,,,+40261717989,
MARADRIMEX SRL,141557,1071,Industria alimentara,57,17342833,"Sat Chiritesti, Comuna Vedea",Arges,,,,,
3D-EST SRL,14697790,2511,Constructii metalice,57,17602834,"Sat Marsa, Oras Avrig",Sibiu,,,,+40269229865,
SEND '92 IMP-EXP SRL,144154,2223,Cauciuc si mase plastice,57,13195226,Municipiul Pitesti,Arges,,,,,
ARMONIE IN SIMBIOZA S.R.L.,47131860,1072,Industria alimentara,57,8472054,Municipiul Braila,Braila,,,,,
TRANSFORMATORUL SRL,14311945,2711,Echipamente electrice,57,6665241,Municipiul Arad,Arad,,,,+40257272233,
INSTA ELECTRIC SA,1448879,2712,Echipamente electrice,57,16979325,Municipiul Focsani,Vrancea,,,,+40237215993,
I.M.P. ROMANIA INDUSTRIAL CO SA,6810979,1399,Textile,57,31492570,"Sat Chisoda, Comuna Giroc",Timis,,,,+40256308596,
CHITULESCU PROD SRL,5667723,1072,Industria alimentara,57,9929805,Municipiul Targoviste,Dambovita,,,,,
EMANUEL COM SRL,13518889,1013,Industria alimentara,57,9993814,"Sat Rachiti, Comuna Rachiti",Botosani,office@emanuelcom.eu,master_contacts,true,+40231544257,
LA STELA GOOD FOOD S.R.L.,40478986,1013,Industria alimentara,57,19630900,Bucuresti Sectorul 5,Bucuresti,,,,,
HSP-AG INGINEERING AND PRODUCTION SRL,30679010,2511,Constructii metalice,57,12869783,Municipiul Medgidia,Constanta,,,,+40241612324,
EMA SA,2048307,1439,Confectii,57,2472909,Municipiul Piatra Neamt,Neamt,hodisan.nicoleta@yahoo.com,master_companies,true,+40233215070,
NICA AXA ACAPULCO S.R.L.,1151559,1073,Industria alimentara,57,5920659,Municipiul Buzau,Buzau,,,,+40745007000,
I.S.C. RO TECHNOLOGY SRL,32554217,1392,Textile,57,25212616,Municipiul Giurgiu,Giurgiu,hr@iscro.eu,master_companies,true,+40722656843,
INDAELTRAC SRL,8982580,2712,Echipamente electrice,56,13984302,Municipiul Craiova,Dolj,,,,,
MICROPLASMA SRL,1907297,2511,Constructii metalice,56,13697391,Municipiul Constanta,Constanta,office@microplasma.ro,inferred,false,+40241761616,www.microplasma.ro
JOINTEAM S.R.L.,47122225,1520,Pielarie,56,8588573,Municipiul Timisoara,Timis,,,,+40735869399,
AVACO - ECOKAPA GROUP SRL,10720947,2561,Constructii metalice,56,10371987,"Sat Rosiori, Comuna Rosiori",Bihor,,,,+40724277312,
PROFIL IMPORT EXPORT SRL,1236787,1610,Lemn,56,15135710,Municipiul Reghin,Mures,office@scprofil.ro,master_companies,true,+40265512692,
SUN INDUSTRIES SRL,5831930,2041,Substante chimice,56,26453919,"Loc. Bragadiru, Oras Bragadiru",Ilfov,,,,+40214481354,
ELEROM SA,3426320,2711,Echipamente electrice,56,22571206,"Sat Cordun, Comuna Cordun",Neamt,,,,+40233748169,
ALBARESOR S.R.L.,12762825,1520,Pielarie,56,4348314,Municipiul Ramnicu Valcea,Valcea,,,,+40748390171,
WAGONS MAINTENANCE SRL,34451870,3317,Reparatii masini si echipamente,56,10817619,Municipiul Alba Iulia,Alba,contabilitate@wagon.ro,master_companies,true,,
FENSTERWELT SRL,29865094,2223,Cauciuc si mase plastice,56,34619716,"Sat Ciorogarla, Comuna Ciorogarla",Ilfov,,,,,
MAGUAY COMPUTERS SRL,12167046,2620,Calculatoare si electronice,56,263748952,Bucuresti Sectorul 2,Bucuresti,office@maguay.ro,master_companies,true,,
ROMIND T&G SRL,4597557,2829,Masini si echipamente,56,28361118,"Loc. Pantelimon, Oras Pantelimon",Ilfov,,,,+40213528765,
SHIRT HOUSE SRL,32092240,1413,Confectii,56,4671692,Municipiul Sighisoara,Mures,,,,+40740205287,
EXPERT EXTREME PAINTS SRL,32985279,2030,Substante chimice,56,25515476,Oras Voluntari,Ilfov,,,,+40746199504,
TEXTOR SA,1203895,1392,Textile,56,22972851,Municipiul Targu Mures,Mures,delia.sabau@textor-textiles.ro,anofm_jobs_20260309_091938_20260314_74c23d98,true,+40265252475,
ASPET INTERMED SRL,26458460,2222,Cauciuc si mase plastice,56,30521473,"Loc. Varteju, Oras Magurele",Ilfov,,,,+40723166476,
TRICOSIB SRL,1174005,1414,Confectii,56,30551794,"Loc. Nehoiu, Oras Nehoiu",Buzau,contabtricosib@gmail.com,master_companies,true,+40740028713,
NORVIA MEAT DISTRIBUTION S.R.L.,33147564,1013,Industria alimentara,56,40542654,Municipiul Deva,Hunedoara,,,,+40743151646,
RUSANCOM PROD SRL,5284590,1412,Confectii,56,32407340,"Sat Nazna, Comuna Sancraiu de Mures",Mures,raluca.chereches@rusancom.ro,master_companies,true,+40265320524,
VLASAR AGRO SRL,5277976,1061,Industria alimentara,56,62918675,"Sat Bicaci, Comuna Gepiu",Bihor,,,,+40259394838,
PRIMA CONSTRUCT SRL,24681015,3011,3011,56,20266957,Municipiul Galati,Galati,conract@primaconstruct.ro,anofm_jobs_20260220_153333_20260314_549f40d5,true,+40752440543,
LACTATE BRAILA SRL,12818268,1051,Industria alimentara,56,34848944,Municipiul Braila,Braila,office@lactatebraila.ro,master_companies,true,+40723167741,
E.A. HINGAN SRL,24361754,1071,Industria alimentara,56,5624286,"Sat Jelna, Comuna Budacu de Jos",Bistrita-Nasaud,losarpaine@gmail.com,companies,true,+40771250678,
SKELA INDUSTRIES SRL,37942279,2511,Constructii metalice,56,106436534,Bucuresti Sectorul 1,Bucuresti,,,,,
TEHNOFAVORIT SA,7247289,2830,Masini si echipamente,56,11014316,"Sat Bontida, Comuna Bontida",Cluj,,,,+40745617458,
SILNEF METAL CASTING SRL,23922131,2453,Industria metalurgica,56,168183820,Municipiul Brasov,Brasov,,,,+40268426138,
GRANIT NEGRU SRL,23629884,2370,Alte produse minerale nemetalice,56,29422019,"Sat Tarnava, Comuna Tarnava",Sibiu,,,,+40753066432,
ALI-TEHNIC SRL,16303752,2511,Constructii metalice,56,13072059,Municipiul Slatina,Olt,,,,,
VAG SERVICE SRL,21602505,2910,Autovehicule,56,60259381,"Sat Izvoare, Comuna Dumbrava Rosie",Neamt,,,,+40233220353,
SIRFIT SRL,16389568,2932,Autovehicule,56,14277490,Municipiul Timisoara,Timis,,,,+40269206420,
SR2C INDUSTRIE SRL,17963331,2591,Constructii metalice,56,16435324,"Loc. Cisnadie, Oras Cisnadie",Sibiu,info@sr2c.ro,master_companies,true,+40740130359,
LILIACUL SRL,811266,1071,Industria alimentara,56,12705376,"Loc. Agnita, Oras Agnita",Sibiu,cristi.cotorceanu@gmail.com,master_companies,true,+40269513200,
ART GROUP PUBLISHING S.R.L.,40150228,1812,Tipar,56,15023144,Bucuresti Sectorul 3,Bucuresti,,,,,
LUMITECH SRL,15133412,2612,Calculatoare si electronice,56,8271400,Municipiul Brasov,Brasov,,,,+40268413833,
FRONTMATEC SIBIU S.R.L.,40352359,2562,Constructii metalice,56,35241112,Municipiul Sibiu,Sibiu,,,,,
RATIO-WEST SRL,5929450,1071,Industria alimentara,56,8328363,Municipiul Arad,Arad,,,,+40357414464,
TRAKKOM ENGINEERING S.R.L.,46874009,2892,Masini si echipamente,56,51242466,Bucuresti Sectorul 5,Bucuresti,,,,,
PATISTAR SRL,17231336,1071,Industria alimentara,56,12046236,Municipiul Braila,Braila,,,,+40239612234,
SETTORE DUE S.R.L.,41926751,3250,Alte activitati industriale,56,3166643,"Sat Rona de Sus, Comuna Rona de Sus",Maramures,cabinet.contabilitate@yahoo.com,master_companies,true,,
SILVA FOREST SRL,14900924,22,,56,5772960,,,liviuff@yahoo.com,anofm_jobs_20260310_123444_20260314_a3ffee1a,true,0723416146,
GLERUPS RO. SRL,17578948,1520,Pielarie,55,13915735,Municipiul Aiud,Alba,,,,,
INDUSTEAM EAST EUROPE S.R.L.,44662743,2511,Constructii metalice,55,12424190,Municipiul Oradea,Bihor,,,,,
COMERPAN SRL,4296090,2572,Constructii metalice,55,11924009,Municipiul Sighetu Marmatiei,Maramures,,,,+40262313060,
BELPAN SRL,5594923,1071,Industria alimentara,55,8408630,Municipiul Suceava,Suceava,belpan.suceava@yahoo.com,master_contacts,true,+40230521349,
XILOPAL SRL,5994687,1629,Lemn,55,10481962,"Sat Faget, Comuna Ghimes-Faget",Bacau,,,,+40720535150,
MADIROM PROD SRL,18302001,3092,3092,55,802307399,Municipiul Timisoara,Timis,,,,+40356113188,
TESSITURA DI SARATA SRL,15419016,1320,Textile,55,19783381,"Loc. Sarata, Municipiul Bistrita",Bistrita-Nasaud,,,,+40742133833,
LUCY DAN COM SRL,4497787,1431,Confectii,55,9967223,"Sat Doljesti, Comuna Doljesti",Neamt,,,,+40233731253,
E-PROD-LEATHER S.R.L.,42423642,1512,Pielarie,55,5443501,"Sat Turnu, Oras Pecica",Arad,chis.marin@conceriaeuropa.it,master_companies,true,+40758070755,
VIASTEIN  S.R.L.,20177245,2361,Alte produse minerale nemetalice,55,52986103,"Sat Chichis, Comuna Chichis",Covasna,,,,+40743021294,
ECO-TINY HOUSE SRL,37299131,1623,Lemn,55,17084620,Municipiul Miercurea Ciuc,Harghita,,,,+40742681926,
POSIADALO RO SRL,37802216,2369,Alte produse minerale nemetalice,55,25363999,Municipiul Targoviste,Dambovita,,,,,
EMZ HANAUER ROMANIA S.R.L.,45041337,2790,Echipamente electrice,55,23867867,Bucuresti Sectorul 1,Bucuresti,,,,,
HATBORU ROMANIA S.A.,47137617,2420,Industria metalurgica,55,30029045,Municipiul Giurgiu,Giurgiu,gciurel@hatboru.com,master_companies,true,+40752956783,
MULTIBOND DURAL SRL,10850777,2052,Substante chimice,55,45594495,"Sat Carcea, Comuna Carcea",Dolj,,,,,
UNICOM WOOD PRODUCTION SA,21700139,1610,Lemn,55,8431988,Municipiul Rosiori de Vede,Teleorman,,,,,
AXA OMEGA SRL,25373390,1071,Industria alimentara,55,7108638,"Sat Pestisu Mare, Municipiul Hunedoara",Hunedoara,,,,+40721386419,
ALTAMIRA INDUSTRY SRL,18445427,1013,Industria alimentara,55,26488244,Bucuresti Sectorul 5,Bucuresti,adriana@mezelar.ro,anofm_jobs_20260220_153333_20260314_549f40d5,true,+40723217957,
ITAL STYL SRL,18719344,1623,Lemn,55,16742497,"Sat Volovat, Comuna Volovat",Suceava,office@italstyl.ro,inferred,false,+40230419501,www.italstyl.ro
SEM SUHNER MED S.R.L.,16832451,2711,Echipamente electrice,55,11732727,Municipiul Medias,Sibiu,,,,+40369401834,
NIKO AUTO COM SRL,15805246,2511,Constructii metalice,55,18855790,Municipiul Ploiesti,Prahova,,,,+40744667700,
GAPIMEX CONF SRL,26323226,1413,Confectii,55,2938025,Municipiul Moreni,Dambovita,,,,+40245221142,
EST COMPANY ROM IMPEX SRL,7637516,1419,Confectii,55,7332095,Municipiul Cluj-Napoca,Cluj,,,,+40264415715,
DEMAR SALDNAV S.R.L.,44888229,2511,Constructii metalice,55,7030724,Municipiul Tulcea,Tulcea,,,,,
PLASMATERM SA,4998060,2562,Constructii metalice,55,9009402,Municipiul Targu Mures,Mures,,,,+40265168712,
OVIBEST SRL,16259843,2223,Cauciuc si mase plastice,55,18585307,"Sat Marna Noua, Comuna Sanislau",Satu Mare,,,,+40745149155,
TF SERVICE IMPEX SRL,2624051,2849,Masini si echipamente,55,10770411,Bucuresti Sectorul 3,Bucuresti,,,,+40013244290,
IUST SERV SRL,26616390,1071,Industria alimentara,55,10075219,"Sat Adancata, Comuna Adancata",Suceava,office@fredy.ro,inferred,false,+40728898998,www.fredy.ro
EPS THERMOPOR SRL,13857753,2399,Alte produse minerale nemetalice,55,8169249,Comuna Sancraiu de Mures,Mures,,,,+40365404969,
DEGO SYSTEM S.R.L.,34020940,1419,Confectii,55,15747048,"Loc. Simeria, Oras Simeria",Hunedoara,,,,+40721340206,
PLAS ANTICOROSION S.R.L.,41344273,2561,Constructii metalice,55,18201083,Municipiul Galati,Galati,,,,+40747029802,
TRUCK SPED SRL,3811082,2363,Alte produse minerale nemetalice,55,21890377,"Sat Sarbi, Comuna Farcasa",Maramures,office@trucksped.ro,inferred,false,+40372732123,www.trucksped.ro
EMEK PAN S.R.L.,47244516,1071,Industria alimentara,55,9062348,Bucuresti Sectorul 3,Bucuresti,office.emekpan@gmail.com,master_companies,true,+40723374422,
COSELI SA,1974954,1089,Industria alimentara,55,19713756,Municipiul Iasi,Iasi,office@coseli.ro,master_contacts,true,+40232271848,
DICO LINEAMEC ROMANIA S.R.L.,16245996,2562,Constructii metalice,54,13514322,"Sat Carcea, Comuna Carcea",Dolj,office@dicolineamec.ro,inferred,false,+40251581072,www.dicolineamec.ro
MTS SUMMER INTERACTIV SRL,32701059,2223,Cauciuc si mase plastice,54,13758364,Oras Pantelimon,Ilfov,,,,,
CARLISLE CONSTRUCTION MATERIALS RO SRL,17026129,2219,Cauciuc si mase plastice,54,78181261,Municipiul Baia Mare,Maramures,,,,,
MAXIMO IMPEX SRL,7849845,3109,Mobila,54,10601855,"Sat Araci, Comuna Valcele",Covasna,,,,+40267330153,
YUKSEL IMPEX SRL,4747026,1082,Industria alimentara,54,10239337,Bucuresti Sectorul 5,Bucuresti,yuksel_impex@yahoo.com,anofm_jobs_20260313_083455_20260314_3eab569a,true,0723300584,
KOOL TOOL SRL,17806329,1814,Tipar,54,9599681,Municipiul Craiova,Dolj,,,,+40351412052,
VINEY CORPORATION EAST EUROPE SRL,33990311,2229,Cauciuc si mase plastice,54,12802250,Municipiul Bacau,Bacau,office@vineycorp.ro,master_companies,true,+40754814324,
PROD COM MARCO T.16 SRL,1582195,1071,Industria alimentara,54,18110774,Bucuresti Sectorul 1,Bucuresti,,,,,
IRVEN COM SRL,2654494,1071,Industria alimentara,54,13028837,Municipiul Slatina,Olt,anuta.nelu@gmail.com,master_companies,true,+40249421370,
DENISA COM SRL,6795747,1071,Industria alimentara,54,15669323,Municipiul Pitesti,Arges,office@cofetariadenisa.ro,master_companies,true,+40745103399,
PAROCO SHOES SRL-D,37880745,1520,Pielarie,54,3898787,"Loc. Negresti-Oas, Oras Negresti-Oas",Satu Mare,,,,,
PANDIPO SRL,8996615,1071,Industria alimentara,54,6902464,Municipiul Slatina,Olt,lumaxproiect@outlook.com,companies,true,+40249413386,https://firmania.ro/slatina/pandipo-srl-217952
SOCEND IND SA,11943106,3320,Reparatii masini si echipamente,54,12004567,"Loc. Rovinari, Oras Rovinari",Gorj,,,,+40251593455,
ALMAMET SRL,17825819,2013,Substante chimice,54,61999617,Municipiul Tarnaveni,Mures,,,,+40733690050,
MODE PRIMA SRL,2386057,1413,Confectii,54,3422910,Municipiul Satu Mare,Satu Mare,modeprima@rdslink.ro,master_companies,true,+40261712288,
ICPE ACTEL SA,356661,2712,Echipamente electrice,54,22560222,Bucuresti Sectorul 3,Bucuresti,office@icpe-actel.ro,master_companies,true,+40213468690,
THUNDERFLEX SRL,18995579,2219,Cauciuc si mase plastice,54,22833836,"Loc. Huedin, Oras Huedin",Cluj,,,,+40788124800,
AMMA PRINT SRL,12709554,1812,Tipar,54,73246608,Bucuresti Sectorul 3,Bucuresti,,,,+40744677787,
DEKOTEX SRL,1220373,1412,Confectii,54,5290586,Municipiul Targu Mures,Mures,,,,,
HUNTING FUN SRL,31423671,1011,Industria alimentara,54,11961419,"Loc. Slobozia, Oras Roznov",Neamt,,,,+40740567942,
GEORGIA BUSINESS COMPANY SRL,16184511,2511,Constructii metalice,54,9246213,Bucuresti Sectorul 2,Bucuresti,,,,,
PSAPET-PROD-COM SRL,8289479,2562,Constructii metalice,54,7843713,Municipiul Bacau,Bacau,,,,+40234570633,
IMPERIAL PG SRL,12470162,1610,Lemn,54,15993497,"Sat Baru, Comuna Baru",Hunedoara,florin.jurca@imperialpg.ro,master_companies,true,+40729406897,
