company,email,phone,source_table
S.C. APACRIS INSTAL 2012 S.R.L.,apacrisinstal@yahoo.com,0721359943,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. ART CLASS ELECTRONICS SRL,artclasselectronics@gmail.com,+40 734 180 102,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C.AUTOPOINT ZSOLT SRL,bradacs.zsolt@yahoo.com,0744669258,anofm_jobs_20260220_153333_20260314_549f40d5
SC AUTOSOLIDAR SRL,tutucea_01@yahoo.com,0735989682,anofm_jobs_20260313_083455_20260314_3eab569a
SC AUTO ZUZ IMPEX SRL,auto_zuz@yahoo.com,0731008618,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. BAMESA OTEL S.A.,luizabumbac@yahoo.com,0372487800,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. BEN'S PRO CONSTRUCTIONS S.R.L.,teamexpert2009@yahoo.com,0751877291,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. BEST AUTO PARCK S.R.L.,negrut.alexandru93@gmail.com,0744769869,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. BHL PRODUKTION SRL,office@bhl.ro,-,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. BH TURIST S.R.L.,conta@finrom.ro,0730878048,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. BIG CHICKEN S.R.L.,ciucas_claudiu@yahoo.com,0724266387,anofm_jobs_20260220_153333_20260314_549f40d5
SC BIVADA TEXTIL SRL,bivada26@gmail.com,0775638690,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. BOGART STEEL S.R.L.,mirela.soare@bogartsteel.ro,0769294416,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. BOGDAN AUTOMOBILE SRL,office@b-automobile.ro,074000000,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. BONISA BIS S.R.L.,office@bonisa.ro,0723270080,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. BRS AUTOMOTIVE SRL,brsgarage@yahoo.com,0724294747,anofm_jobs_20260313_083455_20260314_3eab569a
SC CATALIN DESIGN PRODUCTION SRL,kofityzoltan@gmail.com,0721297543,anofm_new_alte_20260314_0cf00e61
S.C. CELESTICA (ROMANIA) S.R.L.,apply_oradea@celestica.com,0359403500,anofm_jobs_20260220_153333_20260314_549f40d5
SC CERACOM PROD SRL,celicristea@yahoo.com,0740660447,anofm_jobs_20260309_091938_20260314_74c23d98
SC CERAMICA VINCZI SRL,ceramicavinczi@yahoo.com,0744351514,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. Chris Sketch Art S.R.L.,chrissketchart@gmail.com,0744474633,anofm_jobs_20260311_083428_20260314_70886e3a
S.C. COMPLEX HOTELIER STEAUA DE MARE OLIMP S.R.L.,ralucafroman@yahoo.com,076788379,anofm_jobs_20260309_091938_20260314_74c23d98
SC COMPLEX HOTELIER STEAUA DE MARE SRL,marijana@steauademare.ro,0763788379,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. COMPLEX STATIUNE BALNEARA DORNA CANDRENILOR S.R.L.,chiuariumihai@yahoo.com,0745592109,anofm_jobs_20260220_153333_20260314_549f40d5
SC CONA PRODUCTIONS SRL,veronica.trana@cona.ro,0728288827,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SC CORAL ELECTRIC AS SRL,coralelectricas@gmail.com,0744986293,anofm_new_constructii_20260314_8477685f
SC CORALEX TEXTIL SRL,neaguiulia850@yahoo.com,0740070061,anofm_new_confectii_20260314_8da893a3
S.C. CORNU BOULANGERIE S.R.L.,contabilitate@s2c.ro,0041,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SC COSHOPRISE S.R.L.,coshoprise@gmail.com,0771751456,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. CREDIUS IFN S.A.,stefania.banaru@credius.ro,0723155411,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. CRISANA BROKER S.R.L                                                                           ,cosmin.urs@euteasigur.ro,0757118581,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. CRUSTA DE AUR S.R.L.,nicolae.romcea@gmail.com,0729487164,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SC C.S.C. GROUP S.R.L.,cscgroup.stefan@yahoo.com,0729985248,anofm_jobs_20260313_160855_20260314_6a442ca2
S.C. DAREX AUTO S.R.L.,andreia_sulugiuc@darex.ro,0740358125,anofm_jobs_20260310_123444_20260314_a3ffee1a
S.C.DECORAMA S.R.L.,decorama@yahoo.com,0726280422,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. DENILARI S.R.L,denilari_gherla@yahoo.com,0744478845,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. DENTAL SANTOMED S.R.L.,negoi.mihai@yahoo.ro,0770990925,anofm_new_alte_20260314_0cf00e61
S.C. DENTAL SAV S.R.L.,office@dentalsav.ro,0234311755,anofm_jobs_20260313_083455_20260314_3eab569a
SCD GRUP LEMN S.R.L.,scdgruplemn@yahoo.com,0728228448,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. DM PRODUCTION S.R.L.,chis_marin@yahoo.com,0747285743,anofm_jobs_20260220_153333_20260314_549f40d5
S.C DOCU SERV SOCIAL S.R.L,docuservsocial@gmail.com,0722181769,anofm_new_alte_20260314_0cf00e61
S.C. D.O. GRUP FACILITY MANAGEMENT S.R.L.,salarii@dosecurity.ro,0721235373,anofm_jobs_20260310_123444_20260314_a3ffee1a
S.C. EC ELECTRONICS MANUFACTUR,job@ecelectronics.com,0759429429,anofm_new_alte_20260314_0cf00e61
S.C. ECO - SAL S.A.,resurse.umane@eco-sal.ro,0374075464,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. EDUCATIE IN ZIGZAG S.R.L.,georgetaslujitoru@gmail.com,0766220191,anofm_new_alte_20260314_0cf00e61
SC EGAN PROD SRL,egan.prod@gmail.com,0769049826,anofm_jobs_20260221_053917_20260314_75f5faf0
S.C. ELECTRICBAC S.R.L.,electricbac_1@yahoo.com,0752199811,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. ELECTRIC FOR YOU S.R.L.,office.electricforyou@gmail.com,0748831900,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SC ELECTROPLAST SA,cariere@electroplast.ro,0743885696,anofm_jobs_20260220_153333_20260314_549f40d5
SC ELECTROPRECIZIA A.G. SRL,ioana.frincu@electropreciziaag.com,0799885159,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. ELYTIS CARE S.R.L.,info.bc@elytis-hospital.ro,0791301888,anofm_jobs_20260311_083428_20260314_70886e3a
S.C. EPOXY WOOD GALLERY S.R.L.,luiza.morariu88@yahoo.com,+44 7379 035488,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. ETIC INSTAL S.R.L.,office@eticinstal.ro,0751500528,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. EURO RINASCENTE S.R.L,irimiagabrielmadalin@gmail.com,0731908500,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. EVIVET CONSTRUCT S.R.L.,evivetconstruct@yahoo.com,0743518395    ,anofm_jobs_20260310_123444_20260314_a3ffee1a
S.C. EXCALIBUR S.R.L.,monicalukacs@gmail.com,0728858611,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. EXPERT COLLECT S.R.L.,office.expertcollect@gmail.com,0745763300,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. EXPRESS EUROSCAN S.R.L.,staff@expresseuroscan.com,0746270793,anofm_jobs_20260220_153333_20260314_549f40d5
SC FILMIR-PROD SRL,filmir-prod@fifirig.ro,0775 200 492,anofm_new_alte_20260314_0cf00e61
S.C. FORCE PROD SERV SRL,radu_margareta@yahoo.com,0722807869,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. FOREVER PAN S.R.L,srlforeverpan@gmail.com,233255844,anofm_jobs_20260313_160855_20260314_6a442ca2
S.C. GABRIELE M.G.M. UNIC S.R.L.,eerangajari@gmail.com,0765882314,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. GEODEX S.R.L.,petronelabuha@gmail.com,0742679866,anofm_new_alte_20260314_0cf00e61
S.C GIGATECH SYSTEMS S.R.L,office@gigatechsystems.ro,0728334772,anofm_new_constructii_20260314_8477685f
S.C. GRANIMET UTILAJE S.R.L.,contabilitategranimet@gmail.com,0730617196,anofm_jobs_20260220_153333_20260314_549f40d5
S.C.HELIOS S.A.,office@heliossa.ro,0753068341,anofm_jobs_20260220_153333_20260314_549f40d5
S.C.HERMAN INDUSTRIES S.R.L.,hermanindustries2014@gmail.com,0749065524,anofm_jobs_20260313_083455_20260314_3eab569a
S.C.H. GRAND S.R.L.,daniela.vasile@marriott.com,0214031994,anofm_jobs_20260220_153333_20260314_549f40d5
SCHI POSTAVARU S.R.L.,daccontab@yahoo.com,0722566625,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. HOLIDAY TOUR S.R.L.,holidaytourbm@yahoo.com,0733681939,anofm_jobs_20260309_091938_20260314_74c23d98
SC HOROBETA IMPEX SRL,horobeta@yahoo.com,+40 724 309 330,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. IANYROUTE S.R.L.,ianyroute@yahoo.com,0752335641,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. ICPE ELECTROCOND TECHNOLO,office@icpeelectrocond.ro,0757102531,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. INAN IMPEX SRL.,inanimpex@yahoo.com,0730.017512,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. INFINITY GSM S.R.L.,office@infinitygsm.ro,0720045456,anofm_new_productie_20260314_40b9f91f
S.C.INFRASOILTEST S.R.L,tfadamutagabi@gmail.com,0775386272,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. INSTAL TERMO MIV S.R.L,instaltermomiv@yahoo.com,0740163488,anofm_jobs_20260309_091938_20260314_74c23d98
SC IONEX ACVA PROD SRL,florinaanghelina@yahoo.com,0749936856,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. KAZAN TERMO SERVICE S.R.L.,kazan.service74@gmail.com,0766620036,anofm_new_constructii_20260314_8477685f
S.C. KOKSAL PROD IMPEX 96 S.R.,emiliachioreanu@yahoo.com,0723617106,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. KRK TRANSPORT S.R.L.,erturkcalina@yahoo.com,0736701904,anofm_jobs_20260313_083455_20260314_3eab569a
S.C. KST EL IMPEX SRL,mutlum3437@gmail.com,0745154047,anofm_new_productie_20260314_40b9f91f
SC LACTATE SOMESENE SRL,office@tarina-lactate.ro,0264206037,anofm_jobs_20260313_083455_20260314_3eab569a
S.C. LA FIGARO S.R.L,ervingollner67@gmail.com,0742782592,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. LAUMAR TEX SACRAL VESTMENTS S.R.L.,laurentiucepoiu19112000@yahoo.com,+40 734 151 271,anofm_new_confectii_20260314_8da893a3
S.C. LELAS PERFUMES S.R.L.,oana.pastrama@gmail.com,0720071301,anofm_new_alte_20260314_0cf00e61
S.C. LIVARO S.R.L.,marina.puscas@livaro.ro,0259415393,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. LOTUS IND IMPEX SRL,lotusindimpex@gmail.com,0745777909,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. LUCENTE INDUSTRIE SRL,lucenteimpex@gmail.com,0744309582,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. MALIK CONSULTING S.R.L.,office.malik.consulting@gmail.com,0743436420,anofm_jobs_20260220_153333_20260314_549f40d5
SC MARCOTIM IMPEX SRL,marcotimimpex@yahoo.com,0730019011,anofm_jobs_20260220_153333_20260314_549f40d5
SC MATEI AUTO SERVICE SRL,matei_ady@yahoo.com,0725699889,anofm_new_alte_20260314_0cf00e61
S.C. Mectron S.R.L.,vpp.victor@yahoo.com,0725979860,anofm_jobs_20260220_153333_20260314_549f40d5
SC METAL CONF CONCEPT SRL,metalconfconceptromania@gmail.com,0792393745,anofm_jobs_20260309_091938_20260314_74c23d98
SC METALICPLAS ACTIV SA,office@metalicplas.ro,0746-297922,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. MID CONSULTING S.R.L.,office@vilaleonida.ro,0751189805,anofm_jobs_20260220_153333_20260314_549f40d5
SC MILENI UNIC PROD SRL,irinahusanu@yahoo.com,0737149004,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. MINRUILA S.R.L,contimigonsult@gmail.com,-,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. MION ELECTRO CONSTRUCT SRL,mion_electroconstruct@yahoo.com,0755698787,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. MISTERFIER S.R.L.,misterfier94@yahoo.com,0762666605,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. MOBI STAL S.R.L.,mihaelacrisan8@gmail.com,0744697151,anofm_jobs_20260220_153333_20260314_549f40d5
SC MONTAJ MOBILA LEMN^S SRL,officemontajmobila24@gmail.com,0723444044,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. MOPAN SUCEAVA S.A.,hr@mopansuceava.ro,+40745105800,anofm_jobs_20260311_083428_20260314_70886e3a
S.C. MRB PROD SYSTEMS SRL,office.dej@mrbprod.ro,0758064012,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SC MTI SERVICE AUTO SRL,facturare.mtianvelope@gmail.com,0749189423 ,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. MUNTIROM S.R.L.,muntirompn@yahoo.com,0743320205,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. NANO ELECTRO CENTER SRL,porubskij@yahoo.com,0728970240,anofm_new_paza_20260314_66d84bf5
SC NOBEL AUTOMOTIVE ROMANIA SRL,andreea.petcu@nobelautomotive.com,0733039224,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. NURSEN IMPEX SRL,melizeren.63@gmail.com,+40 739 478 072,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. OLD STAR S.R.L.,old_star2002@yahoo.com,0745792762,anofm_jobs_20260220_153333_20260314_549f40d5
SC OMNIA IMPEX SRL LUDUS,omniaimpexsrl@yahoo.com,0726932070,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. PARO JOINERY S.R.L.,info@parojoinery.com,0740040344,anofm_new_constructii_20260314_8477685f
S.C PASTELANDIA S.R.L,cami.cont@yahoo.com,0743811704,anofm_jobs_20260220_153333_20260314_549f40d5
SC PION IMPEX SRL,pion_impex_srl@yahoo.com,0744549855,anofm_jobs_20260309_091938_20260314_74c23d98
SC PIU-PIU PROD SRL,piupiuprod@gmail.com,0723654393,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. Plan de Viața S.R.L.,emanuelpopa50@gmail.com,0770548938,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. PLASTIC PROCESS SRL,office@plasticprocess.ro,0773365421,anofm_new_productie_20260314_40b9f91f
S.C. PLOIESTI INDUSTRIAL PARC,emilia.gavrila@industrialparc.ro,0745042763,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. POPECI AUTO S.R.L.,alina.vulpe@popeci.ro,0742107522,anofm_new_alte_20260314_0cf00e61
S.C. PRESIDENT IMPEX S.R.L.,president.impex@gmail.com,0265254044,anofm_new_constructii_20260314_8477685f
SC PRIMEAUTO TIMISOARA SRL,bspconstruct64@gmail.com,0752968400,anofm_jobs_20260220_153333_20260314_549f40d5
S.C.PRODUCTIE BINGO SRL,bingo.prod@yahoo.com,+40 761 789 421,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. PROD VATEX S.R.L.,financiar@bman.ro,0767288653,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. PROELITIS CENTER S.R.L.,proelitiscenter@gmail.com,0 750 733 690,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. PUREM ORADEA S.R.L,renata.cozma@purem.com,0799 948 802,anofm_jobs_20260220_153333_20260314_549f40d5
SC QWINDOWS TECHNIK PROD SRL,personal@plasttechnik.ro,0752307121,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. RAM-RANIA COMP S.R.L.,joinel.monica@gmail.com,0765399336,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. RETIRO S.A.,riordache@retiro.ro,0722349903,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. ROADRUNNERS ONE S.R.L.,izabelaencok_19@yahoo.com,0751867152,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SC RODISIL IMPEX SRL,rodisiloffice@yahoo.com,0729332753,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. ROXDRANI CONSTRUCT S.R.L.,roxy_83c@yahoo.com,0762880606,anofm_jobs_20260313_083455_20260314_3eab569a
S.C. RTH PREMIUM SERVICES S.R.L.,andreea.negroiu@ramadanorth.ro,0749119964,anofm_jobs_20260313_083455_20260314_3eab569a
S.C.RUDOLF CRIS PROD SRL,popesculiliana17@yahoo.com,073292151,anofm_jobs_20260309_091938_20260314_74c23d98
SC SCHIEFFER INDUSTRIES ROMANIA SRL,info@schieffer.ro,0356803200,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. SERGIANA RETAIL S.R.L.,recrutare@sergiana.ro,0725594472,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. SERVICII FINANCIARE S.R.L.,servicii.financiare.olt@gmail.com,0743134112,anofm_jobs_20260309_091938_20260314_74c23d98
SC Shaormeria Tineretului By Alex S.R.L,razvanalex588@gmail.com,0 786 174 477,anofm_jobs_20260220_153333_20260314_549f40d5
SC SIMAUSROM COMSERVIMPEX SRL,daniela@simausrom.com,0726708103,anofm_new_alte_20260314_0cf00e61
S.C. SOLIDO WOOD HOUSE S.R.L.,mihai@solidotinyhouse.com,0771102393 ,anofm_jobs_20260311_083428_20260314_70886e3a
S.C. SONOMA SPORTSWEAR S.R.L.,contabilitate2@newsonoma.ro,0729993111,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. SOS CENTER S.R.L,sossepsi@gmail.com,0758269711,anofm_jobs_20260220_153333_20260314_549f40d5
SC SUEDRO PROD SRL,hrdep@tgie.ro,0259407274,anofm_jobs_20260220_153333_20260314_549f40d5
SC TAL AUTO CARS SRL,talautocars@yahoo.com,0740246238,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C TECONSTRUCT EST S.R.L,curecheriuteodor@gmail.com,0752537903,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. TELEPLUS S.R.L.,larisa.pitu@teleplus.ro,0335711003,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. TERMALMED S.R.L.,termalmed@duck.com,0767894902,anofm_jobs_20260220_153333_20260314_549f40d5
SC THG IMPEX SRL,tatarcamelia@yahoo.com,0727848222,anofm_new_transport_20260314_7ccb1137
SC TIBI TRANS IMPEX S.R.L,tibitransimpex@gmail.com,0742253020,anofm_jobs_20260220_153333_20260314_549f40d5
S.C TOP CUISINE S.R.L.,negrutemil@gmail.com,0742505166,anofm_jobs_20260220_153333_20260314_549f40d5
S.C.TOP MAX CLEAN S.R.L.,attila.kiss@lotus-center.ro,0745106775,anofm_jobs_20260309_091938_20260314_74c23d98
SC. TORMA ZSOLT SERVICE AUTO SRL,zsolt28sep@yahoo.com,0748997902,anofm_jobs_20260309_091938_20260314_74c23d98
S.C.TRANSADA TRASPORT S.R.L.,transada.transport@yahoo.com,0751771912,anofm_jobs_20260313_083455_20260314_3eab569a
S.C. TRANSAVIA S.A.,resurse.umane@transavia.ro,0258814466,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.C. TRANS BCI S.R.L.,podoclinique@yahoo.com,0734770420,anofm_jobs_20260309_091938_20260314_74c23d98
S.C.TRAVELLER TRANS S.R.L.,office@travellertrans.ro,0745086801,anofm_new_transport_20260314_7ccb1137
S.C. TWOMEY ENTERPRIZES S.R.L.,nicurusei@yahoo.com,0740993489,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. VALCON ROOFS S.R.L.,office@valconroofs.ro,+40 741 200 400,anofm_jobs_20260309_123436_20260314_274578d5
SC VALENTIN TRANSLEMN SRL,tinca.florin881@gmail.com,0749562924,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. VGC TRANS S.R.L.,vgctrans@yahoo.com,0767575195,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. VIATA BUNA S.R.L.,casaseniorilioviatabuna@gmail.com,0758109888,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. VM COMP S.R.L.,katy.popescu@vmcomp.ro,0749131270,anofm_jobs_20260220_153333_20260314_549f40d5
S.C. WINTOP S.R.L.,wintopice@yahoo.com,0742981319,anofm_jobs_20260309_091938_20260314_74c23d98
S.C. WINZ LTD S.R.L.,info.winz.ltd@gmail.com,0723069595,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SC YNAMAR ALIMENT SRT,steliansturza@yahoo.com,0748152868,anofm_jobs_20260220_153333_20260314_549f40d5
SDG LC AUTO SRL,sdgautogalati@gmail.com,0740897301,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SEA STORE S.R.L.,alina.mocanu@pro-therm.ro,0724380385,anofm_jobs_20260313_160855_20260314_6a442ca2
SEBY LXA S.R.L.,pensiunea.magdalina@gmail.com,0756067374,anofm_new_alte_20260314_0cf00e61
SECURED SR S.R.L.,resurseume@secured-sr.ro,0744961052, 0726726507,anofm_new_alte_20260314_0cf00e61
SECURE TRAVEL S.R.L.,secure_travel@yahoo.com,0730612708,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SECURITY VOL S.A.,office@security-vol.ro,0748777755,anofm_jobs_20260309_091938_20260314_74c23d98
SELGOT COMPANY S.R.L.,contabilitate.selgot@gmail.com,0753625073,anofm_jobs_20260310_123444_20260314_a3ffee1a
Sellhelp S.R.L,hr.ro@sellpy.se,0747729252,anofm_jobs_20260220_153333_20260314_549f40d5
SEMELEN BUSINESS S.R.L.,cristinapintilie81@yahoo.com,0749594580,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SEM SMT SOLUTIONS S.R.L.,semenovb@yahoo.com,+40726251565,anofm_top200_employers_20260314_7c6c6d9d
SENSO PRINT-PACK S.R.L.,senso.printpack@yahoo.com,0753312456,anofm_jobs_20260309_091938_20260314_74c23d98
sentro prod srl,office@sentro.ro,0721230023,anofm_jobs_20260220_153333_20260314_549f40d5
SERANDISMILE DENT S.R.L.,dr.nistorandrea@gmail.com,0746816007,anofm_jobs_20260309_091938_20260314_74c23d98
SERENDIPITY INVEST S.R.L.,popescu.building@yahoo.com,0741703605,anofm_jobs_20260309_091938_20260314_74c23d98
SERGIANA PRODIMPEX SRL,nicoleta.popa@sergiana.ro,0733008631,anofm_jobs_20260220_153333_20260314_549f40d5
SERION WALLS S.R.L.,serionwallscta@gmail.com,0728379403,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SERSAB GARDEN S.R.L,sergiucu2001@yahoo.com,0749785895,anofm_jobs_20260309_091938_20260314_74c23d98
SERV AUTO ELECTRIC SES ,csmioveni12@yahoo.com,0749458559,anofm_jobs_20260309_091938_20260314_74c23d98
SERVICE AUTO GRIGORESCU PREMIUM,serviceautogrigorescu.premium@gmail.com,0728922460,anofm_new_service_auto_20260314_b4a2325b
SERVICE AUTOMOBILE BRAILA,serviceautomobilebraila@yahoo.com,0239681438,anofm_jobs_20260220_153333_20260314_549f40d5
SERVICE MOTOARE NORD S.R.L.,contabilitate@dpat.ro,0230529320,anofm_jobs_20260220_153333_20260314_549f40d5
SERVICES TECHNOLOGY EXPERT S.R.L.,stemanuel.perju@gmail.com,0740832684,anofm_jobs_20260220_153333_20260314_549f40d5
SERVICII FUNERARE DENDIU S.R.L.,dendiu.raluca@gmail.com,-,anofm_jobs_20260220_153333_20260314_549f40d5
SESSLER IMPEX SRL,andreea.mic10@yahoo.com,0745081802,anofm_jobs_20260313_083455_20260314_3eab569a
SESSMA DREAM S.R.L.,sessmadream@gmail.com,0786409534,anofm_new_alte_20260314_0cf00e61
SETCAR S.A.,office@setcar.net,0239614852,anofm_jobs_20260309_091938_20260314_74c23d98
SETRO INDUSTRIAL CONSTRUCT,setrometal1@gmail.com,0744535585,anofm_jobs_20260313_160855_20260314_6a442ca2
SETRO METAL GROUP SA,dan@setrometalgroup.ro,0744547442,anofm_jobs_20260313_083455_20260314_3eab569a
SETTORE DUE S.R.L.,cabinet.contabilitate@yahoo.com,0262371116,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SEU ELECTRIC SRL,catinassergiucasian@gmail.com,0752620148,anofm_jobs_20260309_091938_20260314_74c23d98
SFERA BAGS S.R.L.,viorel.feraru@sferabags.ro,0741369813,anofm_jobs_20260220_153333_20260314_549f40d5
SHEEBA CREATIVE CONSULTING &amp; SERVICES S.R.L.,sheebacreativeconsulting@gmail.com,0729280459,anofm_new_alte_20260314_0cf00e61
SHELTER SECURITY S.R.L.,office@shelter-security.ro,0799200068,anofm_jobs_20260309_091938_20260314_74c23d98
ShengGuang Mold S.R.L,alexandrustate97@gmail.com,0743433546,anofm_new_productie_20260314_40b9f91f
SIAGA INVEST SOLUTIONS S.R.L.,stanioanalin@gmail.com,0747034004,anofm_new_alte_20260314_0cf00e61
SIBEL PLAST IMPEX SRL,financiar@sibelplast.ro,0744329996,anofm_new_alte_20260314_0cf00e61
SICHER IMPEX SRL,sicherimpex@yahoo.com,0722255534,anofm_jobs_20260309_091938_20260314_74c23d98
SIEKA GROUP S.R.L.,siekagroupsrl@gmail.com,0756795143,anofm_new_alte_20260314_0cf00e61
SIGEMO IMPEX SRL,liliana.tincu@sigemo.ro,0269/216776,anofm_jobs_20260309_091938_20260314_74c23d98
SIGILIUM STAR S.R.L.,nossa.ro@yahoo.com,0753859186,anofm_new_turism_20260314_17f0d9ec
SILGIMAR PROD SRL,florinamoldoveanu02@gmail.com,0723208248,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SILMANFOR S.R.L.,silmanforsrl@yahoo.com,0743632050,anofm_jobs_20260220_153333_20260314_549f40d5
SILVEX S.R.L.,srlsilvex@gmail.com,0757845270,anofm_jobs_20260220_153333_20260314_549f40d5
SIMAZEN S.R.L.,catalina.palici@yahoo.com,0740138881,anofm_new_alte_20260314_0cf00e61
SIMCOR VAR S.R.L.,ramona.andritoiu@simcorvar.ro,0254213930,anofm_jobs_20260310_123444_20260314_a3ffee1a
SIMERIA LACTATE PROD SRL,office@simeria.eu,0753124000,anofm_new_alte_20260314_0cf00e61
SIMIAUR RELSIM S.R.L.,aurel.turcitu75@gmail.com,0766756348,anofm_jobs_20260220_153333_20260314_549f40d5
SIMIMPEX SRL,contact@pansab.ro,0265/523109,anofm_jobs_20260220_153333_20260314_549f40d5
SIMODE IMPEX SRL,office@simode.ro,0251406851,anofm_jobs_20260220_153333_20260314_549f40d5
SIMTEL TEAM S.A.,hr@simtel.ro,0722609232,anofm_jobs_20260220_153333_20260314_549f40d5
SIPEX COMPANY S.A.,mihaela.fumea@sipex.ro,0723256280,anofm_jobs_20260309_091938_20260314_74c23d98
SITATECH S.R.L.,m.popescu@sitatech.ro,0754845066,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SKB PROD SYSTEMS SRL,mariana.bologan@laserprocessing.ro,+40 755 825 306,anofm_jobs_20260313_083455_20260314_3eab569a
SMART ASSEMBLY AGS S.R.L.,smart.assembly.ags@gmail.com,0749893589,anofm_new_alte_20260314_0cf00e61
SMART AUTOHOF SRL,mihaela.ardelean@t2e.ro,0754062912,anofm_jobs_20260313_083455_20260314_3eab569a
SMART AUTO LEASE SRL,officesmartautolease@gmail.com,0769845648,anofm_jobs_20260310_123444_20260314_a3ffee1a
SMART KIDS BAMBI S.R.L.,jurnaldesimona@yahoo.com,0765175849,anofm_jobs_20260220_153333_20260314_549f40d5
