name,cui,caen,emp,turnover,email,phone,source_table
AVI SRL,6613616,23,73,11004773,avi@avi.ro,0722947849,anofm_new_alte_20260314_0cf00e61
ANGST RO SA,1594912,10,73,21712774,,,
ANGST RO SRL,1594912,10,73,21712774,,,
GEMA SUPERB SRL,18484531,31,73,18087361,,,
TECHTEX GREEN TERRA S.R.L.,40328300,13,73,22887963,,,
H.P.T. HUMBEL PRODUCTIONSTECHNIK SRL,13854617,25,73,24699858,,,
REGIA AUTONOMA OCOLUL SILVIC IZVORUL SOMESULUI MARE RA,32521937,21,73,13803739,,,
OPREA EDILCONSTRUCT SRL,2631717,23,73,57744877,,,
AVI SRL,6613616,23,73,11004773,avi@avi.ro,0722947849,anofm_new_alte_20260314_0cf00e61
MARCHESI EASTERN EUROPE SRL,30321851,24,73,17819013,,,
BIG LAND COMPANY SRL,14637829,11,73,31927229,,,
GPV ROMANIA PRODCOM SERV SRL,8578353,17,73,51418356,,,
QUALIFORM SA UNGARIA SUCURSALA SATU MARE,29069298,24,73,21116444,,,
VINICOLA AVERESTI 2000 SA,12784424,12,73,48431169,,,
ROECHLING PRECISION COMPONENTS PITESTI SRL,31980176,22,73,47172299,,,
AFI MARITIME SRL,29463810,25,73,19692671,,,
FORTIS ECHIPAMENTE S.R.L.,41980947,33,73,15336803,,,
METREM BECLEAN SRL,28812563,25,73,63849861,,,
MONT BLANC INDUSTRI SRL,18744461,29,73,50721710,,,
DIALUST 2000 IMPEX SRL,6548062,25,73,28343337,,,
GLOBAL ENTERPRISES INTERNATIONAL SRL,30897324,29,73,31990563,,,
URCARN SRL,17475683,10,73,30559722,,,
IMDIA SRL,15884509,10,73,30102990,,,
WOODEN DOORS INTERNATIONAL SRL,25829153,16,73,13612809,,,
PLAST - LASGO SRL,14701859,22,73,17145034,,,
DEMGY DEVA S.R.L.,15060310,25,73,22022491,a.igna@demgy.com,0254235833,anofm_jobs_20260220_153333_20260314_549f40d5
LUX COM SRL,9735529,11,73,29259324,,,
GESIB PENCILS S.R.L.,35977564,32,73,13488958,,,
VANELLI SRL,4104675,21,72,20810390,,,
VIVINCO WINERY S.R.L.,39348923,12,72,6719156,,,
TP ELECTRICS S.R.L.,42469542,29,72,17938908,,,
BM PETFOOD GROUP SRL,33982378,10,72,59019434,,,
RCW ROMANIA S.R.L.,13864360,28,72,86293251,,,
ROREX PIPE S.R.L.,33845648,22,72,30646191,,,
PRIMASERV SRL,17629570,25,72,16026490,,,
D.A.C. NATURAL PROD SRL,16968357,10,72,16313464,,,
CRIST 1 SRL,6160434,18,72,22093122,,,
DETROIT CITY IMPORT EXPORT SRL,6536548,31,72,26129436,detroit.c@gmail.com,0744/590712,anofm_jobs_20260220_153333_20260314_549f40d5
E.M.W. SRL,15977020,29,72,13997985,office@emw.ro,0351401600,anofm_jobs_20260309_091938_20260314_74c23d98
ARC GRUP SRL,12641114,25,72,11969936,,,
CONSTRUCTII NAVALE IVASCU S.R.L.,36828587,31,72,26300709,,,
FOR ELDA SRL,25555899,14,72,18623091,,,
MONBAT RECYCLING SRL,21538860,24,72,157070493,,,
MONBAT RECYCLING SRL,21538860,24,72,157070493,,,
EXTRUPLAST SRL,16948210,22,72,26156061,reka.lakatos@extruplast.ro,0740532389,anofm_5_30pos_older_than_30_days_20260314_66bc9356
COMCEREAL SA,8208253,11,72,16244532,mihaela.bursuc@comcerealbt.ro,0758990515,anofm_jobs_20260311_083428_20260314_70886e3a
TIPOGRAFIA REAL S.A.,5330280,18,72,24781479,,,
HOG SLAT SRL,18294456,23,72,32141845,,,
HOG SLAT FABRICARE SRL,18294456,23,72,32141845,,,
C.G.B. TELECOMSYSTEM SRL,17181769,27,72,3822828,,,
CPE EAST EUROPE SRL,17181769,27,72,3822828,,,
NORD SIMEX SRL,13309793,31,72,9644652,,,
MISTRAL CONFEZIONI SA,3105524,14,72,3940157,,,
RESITA REDUCTOARE SI REGENERABILE S.A.,1061839,28,72,16934632,,,
AC HELCOR SRL,5142235,21,72,30279372,,,
GRANDPIPE ROMANIA SRL,33845648,22,72,30646191,,,
METROPOLIS COM SRL,6417997,14,72,12127373,,,
SMITS INDUSTRY S.R.L.,27075161,25,72,18096158,,,
VIVIC SHOP S.R.L.,39348923,12,72,6719156,,,
VDL - ROTECH SRL,9598049,28,71,39536146,,,
AGRO-CHIREA SRL,11904166,11,71,42286918,,,
METALCOM SRL,6778720,31,71,26193288,,,
SMART ROMANIA SRL,16509001,25,71,32053707,,,
ISOPLUS ROMANIA SRL,6367848,24,71,90923549,,,
ANDRITZ SRL,17292678,22,71,15630174,,,
WOPFINGER TRANSPORTBETON SRL,22396039,23,71,124178301,,,
MLH CREATION FACTORY SRL,3154136,14,71,27061700,,,
ENEA ALINA IMPEX SRL,5725522,10,71,7713095,,,
AVIS COLLECTION SRL,17190295,14,71,32658225,,,
WOPFINGER TRANSPORTBETON SRL,22396039,23,71,124178301,,,
DADYCOM SRL,17876910,10,71,242358321,,,
RETRO COMPROD SRL,5306753,16,71,23881437,,,
ENEA ALINA IMPEX SRL,5725522,10,71,7713095,,,
CHOCO PACK SRL,24215244,10,71,15630500,,,
DECITEX RO SRL,16332960,13,71,9726727,,,
WOPFINGER TRANSPORTBETON SRL,22396039,23,71,124178301,,,
HANIFA SRL,13853620,22,71,54701184,,,
LAFOR SRL,5206886,16,71,16550763,lafor.comercial@gmail.com,0744926943,anofm_jobs_20260309_091938_20260314_74c23d98
ANDEZIT ALBINI S.R.L.,18920037,23,71,13935082,,,
DANILEVICI CARN-PROD SRL,4974061,10,71,27705462,,,
TOSI SHOES & CO SRL,24300030,15,71,5606444,,,
TREVES GIC S.R.L.,46190191,29,71,37987498,,,
PANORAMA FABRICA DE MOBILA SRL,36554120,31,71,15432082,,,
INSTITUTUL DE CERCETARE-DEZVOLTARE PENTRU APICULTURA SA,1577393,14,71,16008818,,,
UNIO LUNCA SRL,498011,10,71,15488879,,,
VALCON DIFFUSIONE MODA SRL,9565912,14,71,6144534,,,
SPALECK SRL,21585340,25,70,20207486,robertchelariu@gmail.com,0726182936,anofm_jobs_20260309_091938_20260314_74c23d98
COFETARIA DANA SRL,208029,10,70,11426366,,,
COLCEAR SERVCOM SRL,4606531,22,70,14086336,,,
PAS TECHNOLOGIES ROMANIA SRL,23287650,25,70,103947698,,,
PACIFIC TUR SRL,15712368,29,70,109100191,,,
TEHNOIND ELECTRIC SRL,8929144,27,70,12077169,,,
ECOSFERA RECYCLE SOCIETATE CU RASPUNDERE LIMITATA,5182094,11,70,12503104,,,
LIMSILVA FOREST SRL,14902461,22,70,23370684,,,
COMPLEX APICOL VECESLAV HARNAJ SA,1587591,10,70,13112100,,,
TECNOSERVICE BUCURESTI S.R.L.,8237968,25,70,14175455,,,
SANPROD TRADING SRL,12796089,25,70,40237324,,,
ARTHEMA SRL,8358323,31,70,24697138,,,
PLASROM PRODUCTION SRL,5905230,22,70,31092845,office@plasrom.ro,0745708254,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PLASROM PRODUCTION SRL,5905230,22,70,31092845,office@plasrom.ro,0745708254,anofm_5_30pos_older_than_30_days_20260314_66bc9356
RAGMET RAFFINERIA S.R.L.,45075550,24,70,440684372,accounting@ragmet.com,0733089657,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROMTEXTIL SRL,11809377,14,70,9462481,,,
NOVATIK S.R.L.,16472484,25,70,45552355,oana.gutu@novatik.ro,0740112103,anofm_jobs_20260313_160855_20260314_6a442ca2
RIENI DRINKS SA,6619848,11,70,47401486,,,
HIGHBERG SOLUTION SRL,18520049,25,70,32076830,,,
WELIVTIM S.R.L.,34419543,10,70,20378857,,,
PROMEX SA,2265683,28,70,6803623,,,
YARSTIL FASHION S.R.L.,43061982,14,70,2952599,,,
ADI FACTORY IMPEX SRL,26319578,15,70,21258346,,,
VANDEWIELE ROMANIA S.R.L.,35713341,26,70,7169049,cornelia.ormenisan@vandewiele.com,0752285650,anofm_jobs_20260220_153333_20260314_549f40d5
MOLDOGLASS SRL,9978390,23,70,44485923,mirela@moldoglass.ro,0747273703,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SUINPROD SIRET SRL,16458790,14,70,22901861,,,
AGRINATURA SRL,23253088,11,70,52484942,,,
AGRINATURA  SRL,23253088,11,70,52484942,,,
SUBSORE R  SRL,34444113,30,70,19783917,,,
RIELA COMIMPEX SRL,6064011,31,70,66312149,,,
PRACTIC-COMERT-STRUGARU SRL,629826,10,70,39431738,practiccomert@gmail.com,0231/631230,anofm_new_alte_20260314_0cf00e61
ROSSIMODA ROMANIA SRL,13929140,15,70,7568074,resurseumane@rossimoda.com,0759046200,anofm_jobs_20260220_153333_20260314_549f40d5
TOP PROFIL SISTEM SRL,23118944,24,69,63650822,,,
GIXEN SRL,9053467,17,69,40733996,,,
CRISTIAN A.B.C. SRL,1961954,14,69,5884886,danielaantohi@yahoo.com,0232217037,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TOP PROFIL SISTEM SRL,23118944,24,69,63650822,,,
BRADET SRL,14062704,10,69,33560668,,,
OLSTRAL HPT SRL,4078908,28,69,13427948,,,
EX-FOR SRL,12148974,16,69,16975311,,,
BWN PROMOBILA SRL,10825560,31,69,8363587,,,
AVIROM POULTRY S.R.L.,43620820,14,69,61741705,,,
AVIROM POULTRY S.R.L.,43620820,14,69,61741705,,,
ZSOFIA SRL,16294336,25,69,21951593,,,
TESUTI TRANSILVANIA SRL,15405738,13,69,30113541,,,
PAROM IMPEX SRL,8886159,25,69,10336579,,,
OCOLUL SILVIC ABRUD RA,17265665,21,69,7758384,,,
UPRUC T.P.A. SRL,28611381,28,69,18200006,,,
ALBA ALUMINIU SRL,12401154,24,69,58865066,,,
DOROS IMPEX SRL,5862392,15,69,5831945,,,
T.D.C.-RO TELE DATA CONNECTORS SRL,12477195,23,69,35274414,,,
MIGE PROD SRL,18123510,31,69,12537420,,,
RE-SCARPATIM SRL,38562006,15,69,4990733,rescarpatim@gmail.com,0749023009,anofm_jobs_20260220_153333_20260314_549f40d5
BISTROMAR LA TIMONA SRL,38064079,10,69,133049694,,,
CH TEXTIL EXIM S.R.L.,42009188,13,69,4950224,,,
TECHNICAL DIE-CASTING SRL,18282893,22,69,28032058,,,
LA NUOVA SARTORIA SRL,27754480,14,69,11611985,contabilitate@lasartoria.eu,0745327037,anofm_new_confectii_20260314_8da893a3
SUMIDA FLEXIBLE CONNECTIONS ROMANIA SRL,23270380,27,69,7814942,,,
MOBI STIL PROD SRL,6543197,27,69,34700736,,,
JTTI ROMANIA SRL,15108079,13,69,41617995,,,
"TORO IMPEX" SRL,538310,10,69,41981059,,,
EXCLUSIV YNTACT S.R.L.,49515735,14,69,1760509,,,
DAROLI METAL SRL,33873974,25,69,3378588,,,
AGROINDUSTRIALA PANTELIMON SRL,5495318,14,68,15173081,,,
FLASHNET SRL,18014742,26,68,87797200,,,
ESCORPION 707 IMPEX SRL,2893041,16,68,25576960,,,
NEW MY KITS SRL,13502572,10,68,6989277,,,
WELDING CONSULTING PROD SRL,17235923,28,68,16672648,,,
VESPAN SRL,21720063,10,68,8724211,vespansalonta@gmail.com,0753366287,anofm_jobs_20260220_153333_20260314_549f40d5
MICRO GRUP BUSINESS SOLUTION SRL,15134981,22,68,130898009,,,
PASSION PROTECT SRL,30692620,15,68,10423682,,,
STEEL BUSINESS PROFILES SRL,18841014,25,68,66526591,hr@menatwork.ro,0759032014,anofm_jobs_20260220_153333_20260314_549f40d5
MICRO GRUP BUSINESS SOLUTION SRL,15134981,22,68,130898009,,,
PCM ROM SRL,31085090,25,68,64337826,a.mihalea@p-csystem.com,0752139276,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TERMOREP SRL,1469332,25,68,14108577,,,
FARMEX COMPANY SRL,11239802,21,68,10204643,,,
FARMEX-COMPANY SRL,11239802,21,68,10204643,,,
INTIM SRL,1616867,10,68,34056033,,,
COMPACT SERVICE A.B.C. SRL,10240310,28,68,9332053,,,
MAGGY CALZATURE SRL,31117745,15,68,15142763,,,
ETANSARI GRAFEX SRL,8925614,28,68,18138363,,,
RIKORA FLM SRL,3181157,28,68,61693949,,,
MARDECO NAV SRL,33056490,30,68,15814063,,,
NAPOSINT PRODCOM SRL,5013869,25,68,13282264,,,
MARIA TURISM SRL,17424990,12,68,40716079,,,
GTK RO SRL,36197087,26,68,14460087,,,
CONELTEX SRL,4438837,13,68,12422330,,,
ROMKUVERT IND. SRL,13532476,17,68,38968430,,,
DANBRED ARGES SRL,17258315,14,68,50103978,,,
STETTLER TECH SRL,22855220,29,68,20429107,,,
KEMCRISTAL SRL,11390391,20,68,86628044,,,
CERES CONTAINER S.R.L.,33546913,25,68,24421751,,,
UNIMEC SRL,4762344,25,68,26523538,,,
2 FASHION PRODUCTION S.R.L.,40459461,15,68,13719103,,,
MG ELECTRIC AUTOMATION SRL,18411424,33,68,19852126,office@mgelectric.ro,0754049852,anofm_jobs_20260220_153333_20260314_549f40d5
EUROCIERE SRL,16376401,22,68,55705066,liana.negrut@eurociere.ro,0259463809,anofm_jobs_20260309_091938_20260314_74c23d98
AGROINDUSTRIALA PANTELIMON SA,5495318,14,68,15173081,,,
TREND SRL,9127513,14,68,5645480,,,
DOROTEX SRL,16857863,13,68,13576444,,,
FLASHNET S.A.,18014742,26,68,87797200,,,
TREND SRL SCANDICCI SUCURSALA SIBIU,48269756,15,68,4271596,,,
SAG IMPEX SRL,15830894,14,67,6816226,,,
ELVILA SA,11273421,31,67,10339179,,,
EUROCOVASNA CONFECTII SRL,12840796,14,67,6863832,,,
ROMANOFIR SA,816263,13,67,9608001,,,
MIRALUCIA PROD SRL,9859241,10,67,8327150,,,
EUROCOVASNA CONFECTII SRL,12840796,14,67,6863832,,,
PRIMA NOVA SRL,14750223,14,67,60353386,,,
HEINEN SI HOPMAN MAR SRL,14761893,30,67,39777185,hr@ro.heinenhopman.com,0743087532,anofm_jobs_20260220_153333_20260314_549f40d5
DANA POINT INDUSTRY SRL,35306445,15,67,7372018,,,
DELTA GLASS S.R.L.,10980793,23,67,29930766,,,
DELTA GLASS SRL,10980793,23,67,29930766,,,
G.M. DEVELOPEMENT SRL,17763970,22,67,48777138,,,
KIREINA SRL,29738465,15,67,7593202,,,
TRUSTEAM SRL,16447693,31,67,20125039,,,
TRUSTEAM SRL,16447693,31,67,20125039,,,
DOMAINE VINARTE S.R.L.,36618569,11,67,12606991,,,
AICBAC SA,945055,15,67,18223570,,,
G.M. DEVELOPEMENT SRL,17763970,22,67,48777138,,,
DULCINELLA RO S.R.L.,41516360,10,67,12367127,,,
ALBARIM SRL,6581948,22,67,20536155,,,
EUROCOGEN DAMBOVITA S.R.L.,19083856,23,67,133660774,,,
WIN IMPEX SRL,4175781,22,67,59809761,,,
DULCINELLA RO S.R.L.,41516360,10,67,12367127,,,
TE-MA ROMANIA SRL,12958415,22,67,21087516,,,
DULCINELLA RO S.R.L.,41516360,10,67,12367127,,,
TELAS RUBBER SRL,37607347,22,67,31036588,,,
DULCINELLA RO S.R.L.,41516360,10,67,12367127,,,
XYLO IMPACT SRL,33531190,16,67,25549501,xyloimpact@gmail.com,0728 053 000,anofm_jobs_20260220_153333_20260314_549f40d5
ROMETAL DIANIS SRL,30502564,25,67,34718300,,,
FARMER HUS HENTES SRL,36195728,10,67,18573602,,,
XYLO IMPACT S.R.L.,33531190,16,67,25549501,xyloimpact@gmail.com,0728 053 000,anofm_jobs_20260220_153333_20260314_549f40d5
KLF KABLLEX SRL,16508421,27,67,5894789,,,
PRODUCTIE "BINGO" SRL,4402892,10,67,9508286,,,
VOX AGRI SRL,18446325,15,67,46007228,,,
OPAL TECHNOLOGIES S.R.L.,38932370,22,67,87928433,,,
COR.TUBI SRL,6288817,29,67,107988012,,,
DOMAINE VINARTE S.R.L.,36618569,11,67,12606991,,,
TELAS RUBBER SRL,37607347,22,67,31036588,,,
COR.TUBI SRL,6288817,29,67,107988012,,,
RESETAR M SRL,645120,31,67,5940295,,,
AVICOLA DRAGOS VODA SA,1921798,14,66,69950469,,,
MUV SRL,9077512,23,66,67918465,,,
BBG CONSULT SRL,16024367,14,66,3098320,,,
GROVINVEST SRL,17788575,32,66,33919069,alina.cornea@grovinvest.ro,0260642233,anofm_jobs_20260220_153333_20260314_549f40d5
GROVINVEST SRL,17788575,32,66,33919069,alina.cornea@grovinvest.ro,0260642233,anofm_jobs_20260220_153333_20260314_549f40d5
ZACK - COM IMPEX SRL,8912231,25,66,26568233,,,
FENGMEI NEW ENERGY AUTOMOTIVE TECHNOLOGY S.R.L.,46575023,29,66,40337899,,,
TIPOMAR PACKAGING SRL,9394243,17,66,22093110,maria.samoila@tipomar.ro,3127874,anofm_jobs_20260220_153333_20260314_549f40d5
TIPOMAR PACKAGING S.R.L.,9394243,17,66,22093110,maria.samoila@tipomar.ro,3127874,anofm_jobs_20260220_153333_20260314_549f40d5
PCI PIPES SYSTEMS S.R.L.,32373067,22,66,41207250,marian_haloiu@yahoo.com,0758107927,anofm_jobs_20260220_153333_20260314_549f40d5
FRAMO ROMANIA SRL,11684940,14,66,48119456,,,
MASTERTEX SRL,12290641,13,66,6206496,,,
GVG ALUMINIUM TECHNOLOGIES SRL,26310358,25,66,20544163,contact@gvgmecanica.ro,0259457596,anofm_jobs_20260309_091938_20260314_74c23d98
WH TECHNOLOGIES CABLE & ELECTRONICS S.R.L.,40719847,26,66,3658830,,,
FARINSAN SA,8583155,10,66,80426265,,,
NUTRIVA SRL,29538513,10,66,159334890,,,
FABERROM SA,455053,14,66,31185480,,,
CHIMICA AUTOMOTIVE S.A.,30117798,22,66,11012105,,,
CHIMICA AUTOMOTIVE S.A.,30117798,22,66,11012105,,,
NOVAMECANICA SRL,10830893,25,66,7911493,,,
OTTO HERMANN SRL,12750073,14,66,5462615,,,
GRAFOPRINT SRL,2482984,18,66,34148429,,,
NICOLAY ROMANIA SRL,24253728,27,66,5707851,,,
TAISSIS CONCEPT SRL,10122358,21,66,9606141,adrian.sain@taissis.ro,+40248512830,romania_food_distribution_contacts_20260314_97f4a0d3
HABIMODE & STYLE  SRL,38118853,14,66,3945006,,,
PLASTICA SRL,642922,22,66,42182351,,,
NOVA PAN SRL,13685445,33,66,43505248,,,
CASE CALDUROASE SRL,32755539,16,65,19878712,,,
INDUSTRY-STEEL-CORP SRL,529703,25,65,12489510,,,
GRUPPO CHIROS - CONFEX JAKAB S.R.L.,40536700,14,65,5824184,,,
GRUPPO CHIROS - CONFEX JAKAB S.R.L.,40536700,14,65,5824184,,,
LION INTERNATIONAL TRADING SRL,8990787,31,65,6294482,,,
AFRODITA & MELIHATA SRL,26710885,10,65,9148434,,,
SAMOBI SERV SRL,17713165,31,65,11761874,,,
ROSIANA  PROD SRL,24195325,15,65,5899387,,,
ISOLDE FARMS SRL,25238033,11,65,51022063,,,
FRAHER SRL,9442626,14,65,12369889,,,
AFRODITA & MELIHATA S.R.L.,26710885,10,65,9148434,,,
MOLIDUL IMPEX SRL,13253447,16,65,33708099,,,
OMNI CABLE SRL,23580268,27,65,42364284,,,
HELIOS SA,98716,23,65,33551715,,,
NOOTEBOOM SRL,20493752,29,65,63996083,,,
AGRARIA NORD SRL,22660644,11,65,40957364,,,
ISOLDE FARMS SRL,25238033,11,65,51022063,,,
STAHLBAU HERMANN SRL,9161434,25,65,13021533,,,
COTTONTEX TURNU SRL,26713202,14,65,4212904,,,
SOPHIA 2004 SRL,16801404,13,65,17204474,director.economic@sophia.ro,0752192199,anofm_jobs_20260313_083455_20260314_3eab569a
TRP SEALING SYSTEMS SERVICE SRL,16731406,22,65,9101779,,,
TEO BIB ROMANIA S.R.L.,45662628,22,65,55055518,resurse.umane@teoromania.com,0790800407,anofm_jobs_20260309_091938_20260314_74c23d98
ULTIMATE TRANSPORTATION EQUIPMENT S.R.L.,16225565,23,65,15288795,,,
CAREL WOODWORKS SRL,14077365,31,65,11417734,,,
RO.DE.X FASHION SRL,13335725,13,65,20933868,info@rodexfashion.ro,0747170683,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SOFT MEX CONFORT SRL,25394059,31,65,35321936,,,
HOROBETA IMPEX SRL,11163224,10,65,11871105,,,
COPLASS TRADING SRL,14440397,22,65,12346908,,,
PRODUCTIE "MULTI NR" SRL,6831785,17,65,11096963,,,
JURGEN SCHLOSSER ARMATUREN ROMANIA SRL,13619425,28,65,12727207,,,
COMTEC 2000 INC. SRL,6423689,27,65,48815195,,,
ARDELEANA TISA FLEXIBLOC  SRL,33323890,29,65,11994121,ardeleana@ardeleanatisa.ro,0730220215,anofm_new_alte_20260314_0cf00e61
STYLE DESIGN CONFECTION SRL,35995293,14,65,3933434,,,
CARMANGERIA JUPANUL S.R.L.,46573960,10,64,30945575,,,
FATROM - ADITIVI FURAJERI SRL,15163286,10,64,108926756,,,
FATROM - aditivi furajeri SRL,15163286,10,64,108926756,,,
AS ARREDO SERVICE S.R.L.,42296123,33,64,15225706,,,
EUROBODY HYDRAULICS SRL,34049173,29,64,75182508,,,
ELECTRA SRL,1962470,26,64,17503231,,,
RUCELA SRL,12837782,11,64,23543256,,,
EMTECH SRL,16625057,28,64,15137110,,,
MOARA DOMNEASCA SRL,29544434,10,64,40555493,,,
UNIVERSAL SHOES S.R.L.,42669850,15,64,5237786,,,
DEDALUS TECH SRL,27971790,33,64,27603172,,,
VALACHIA APEX SRL,24299784,25,64,35600647,,,
DIMMER SRL,964898,16,64,24486525,,,
OVI PROD COM SRL,6460822,31,64,5807931,,,
GLIGA INSTRUMENTE MUZICALE SA,6626942,32,64,9038495,office@gliga.ro,0265/511011,anofm_jobs_20260220_153333_20260314_549f40d5
AGRONOVA SRL,19088039,11,64,43545798,,,
ALCOPROD SERVICE SA,6740016,11,64,22143245,,,
DECOR LUX SRL,13681036,22,64,22140231,,,
BESIROM SRL,18035443,15,64,4838652,,,
ALCOPROD SERVICE SA,6740016,11,64,22143245,,,
PAMIRCO SRL,15301346,16,64,99335846,,,
SANDANA COM SRL,8352738,10,64,5688008,,,
SIMEX FURNITURE S.R.L.,12450688,31,64,8821847,,,
BIOPROD SRL,20668048,10,64,9208262,,,
SUDARC SRL,1355273,25,64,27814596,secretariat@sudarc.ro,0244595317,anofm_5_30pos_older_than_30_days_20260314_66bc9356
VERTIQUAL ENGINEERING SRL,25792968,13,64,24797262,,,
CARMIC IMPEX SRL,6839002,10,64,39746940,,,
GVN FASHION SRL,35354213,14,64,4318672,,,
PRESCON GROUP DEVELOPMENT SRL,11223199,23,63,9909541,,,
PIM SA,2469020,15,63,11302781,,,
STEIGER SRL,5234258,25,63,18839855,,,
I.P.P.U. PACKAGING SRL,16764004,18,63,43432048,,,
FABIO COMPROD SRL,5762938,14,63,14921566,,,
RO.WE.NI INDUSTRIE SRL,15116900,31,63,7569216,resurse-umane@roweni-industrie.ro,0237633033,anofm_jobs_20260220_153333_20260314_549f40d5
RO.WE.NI INDUSTRIE SRL,15116900,31,63,7569216,resurse-umane@roweni-industrie.ro,0237633033,anofm_jobs_20260220_153333_20260314_549f40d5
FRAVEN SRL,16641729,25,63,32656355,,,
POEM DESIGN SRL,15196437,23,63,12483481,,,
DYNAMIC SRL,14753394,14,63,5052458,,,
ADARCO INVEST SRL,12800155,25,63,27858476,simona.adarco@gmail.com,0734554359,anofm_jobs_20260309_091938_20260314_74c23d98
LEMN PROD EX COM S.R.L.,6377329,31,63,7310672,,,
CRYSTAL PLAST CORPORATION SRL,37178210,22,63,14880339,,,
CONFARG SA,156094,14,63,3566276,,,
CAMICO EXIM SRL,13849068,31,63,12716190,,,
ROBAC INDUSTRIES SRL,14396526,28,63,18773950,,,
ALEX - STAR SRL,3112440,10,63,79351865,,,
POPICA SRL,6224546,10,63,8278309,,,
LECH-LACTO SRL,6998350,10,63,12715868,lechlacto@yahoo.com,0744765509,anofm_jobs_20260220_153333_20260314_549f40d5
GIVIAN DELICEPAN SRL ,30466410,10,63,14576650,,,
GLOBAL ENERGY PRODUCTS S.R.L.,25261397,25,63,13946772,resurse.umane@gep-cluj.com,0755089212,anofm_5_30pos_older_than_30_days_20260314_66bc9356
MEGAOHM SRL,32705646,27,63,5187330,,,
TESFIN RO SRL,19003121,13,63,10742436,,,
RIMNICOMB SRL,1167814,10,63,107773607,,,
MARVIO SRL,3418564,23,63,29956867,,,
KNC IMPEX SRL,19501398,10,63,20090812,,,
FVL INTERNATIONAL SRL,14234508,14,63,21072433,,,
SANDBLASTING TL SRL,17315895,25,63,13817101,,,
CANTEMIR SA,840970,31,63,8320392,,,
CASADEVALL ROMANIA SRL,26723850,31,63,32706592,,,
PLASTINVEST PROD SRL,6961556,22,63,46237520,,,
LABORATOARELE REMEDIA SRL,28887310,10,63,21673372,,,
RUMAGOL SRL,22833834,25,63,44213603,,,
DUAL STORE PROD S.R.L.,48354177,10,63,18155402,,,
IVATHERM  S.A.,12408721,20,63,48866581,,,
IVATHERM SRL,12408721,20,63,48866581,,,
BRIO FRESH SRL,6510955,28,63,29834261,briofresh1@gmail.com,063230602,anofm_jobs_20260220_153333_20260314_549f40d5
ICC PROD SRL,12515833,13,63,9805497,,,
METALOTERM SRL,13363849,33,63,8583136,metaloterm@yahoo.com,0233216050,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TOP DESIGN MOBILIER SRL,17943989,31,62,12764842,,,
SOIA FOOD S.R.L.,140659,10,62,7762044,,,
R.T.D. TRADING SRL,15577172,10,62,5579016,,,
MAXAM ROMANIA SRL,17753330,20,62,116021031,,,
FORESTARON SRL,15864838,16,62,13089956,,,
MICROSIN SRL,326288,21,62,41276826,,,
MAXAM ROMANIA SRL,17753330,20,62,116021031,,,
DENCOPAN SRL,10691639,10,62,11392959,,,
SORSTE CLOTHING SRL,21898118,14,62,6069947,,,
ROCCAFRANCA ROMANIA SRL,11706908,13,62,4924335,,,
ZOLDO SRL,18165281,15,62,5227742,,,
ALCHIMEX SA,10336181,20,62,77104209,,,
PANDORA LADIES FASHION INTERNATIONAL SOCIETATE CU RASPUNDERE LIMITATA,21898118,14,62,6069947,,,
SORSTE CLOTHING SRL,21898118,14,62,6069947,,,
MELISSA SRL,15364522,31,62,13665066,,,
RETRO-FOOD  SRL,30180132,10,62,11007519,,,
ABSOLUT SRL,13182060,18,62,24674784,,,
ELECTROECHIPAMENT SRL,1057757,27,62,21720715,,,
COMNILIS PROD SRL,13339573,10,62,34459601,,,
LAKTOTRIO 2001 PROD SRL,13917944,10,62,25527168,,,
LES ARISTOCRATES INTERNATIONAL SRL,21898118,14,62,6069947,,,
DRAGON R.C. SRL,7312522,10,62,9155497,dragon_rc_srl@yahoo.com,0746033394,anofm_jobs_20260220_153333_20260314_549f40d5
FAVISAN SRL,3040824,21,62,12263162,,,
PROMAR TEXTIL INDUSTRIES S.R.L.,38547723,14,62,6088350,,,
MILCA SRL,10169504,25,62,46437565,,,
MATPROD STEEL S.R.L.,15918032,25,62,69137364,contabilitate@matprodsteel.ro,0733040750,anofm_5_30pos_older_than_30_days_20260314_66bc9356
DN AGRAR APOLD SRL,23971851,14,61,74814539,,,
NET FARMING S.R.L.,25936311,11,61,32832589,,,
NET FARMING SRL,25936311,11,61,32832589,,,
C & A COMPANY IMPEX SRL,6714181,14,61,11094151,,,
MK KUBITZA S.R.L.,12022622,28,61,9936620,,,
JRL EDITION SRL,13909054,31,61,10235942,,,
AGROZOOTEHNICA ULMENI SRL,25427709,14,61,39508685,,,
TECHNIC GLASS SRL,13776454,23,61,20697842,,,
ENERGOPLAST SA,7842774,27,61,101291509,,,
AGRICOVER FERME SRL,25936311,11,61,32832589,,,
TOLEDO EXIM SRL,5362923,10,61,6449465,,,
RAMIGIA PRODIMPEX SRL,6884950,15,61,7799755,,,
TOLEDO EXIM S.R.L.,5362923,10,61,6449465,,,
