CUI,Denumire,Judet,Localitate,Contact,CAEN,CA_2023,CA_2022,Profit_2023,Pierdere_2023,Membri_2023,Salariati_2023
39151513,AGROHOR PROFESIONAL IZBICENI COOPERATIVA AGRICOLĂ,Olt,Izbiceni,,0111,1017328,560405,88693,0,5,1
45296144,AGRIAS-IANCA COOPERATIVĂ AGRICOLĂ,Brăila,Ianca,,4621,1015063,1295122,14524,0,5,0
39252763,AGRICOOP LA OLTEANCA COOPERATIVĂ AGRICOLĂ,Teleorman,Crângeni,,0111,1011752,109434,67799,0,6,0
44757398,NEW GREEN AGROFARM BUSSINES COOPERATIVĂ AGRICOLĂ,Galaţi,Furcenii Noi,,0113,1010042,558076,765747,0,6,1
44680049,MICII FERMIERI ZONA MONTANĂ COOPERATIVĂ AGRICOLĂ,Braşov,Budila,,4631,1006618,509404,0,128210,5,1
40787698,HAMBARE PLINE COOPERATIVA AGRICOLĂ,Dolj,Bechet,,,1002759,0,50969,0,22,0
39469119,AGRICOOP LA RUSCĂ COOPERATIVĂ AGRICOLĂ,Teleorman,Plosca,,0111,999290,0,0,30931,6,0
46974164,ALPHABIOLAND COOPERATIVĂ AGRICOLĂ,Galaţi,Lieşti,,0111,995543,15281,10120,0,6,0
44813315,M.M.BIO COOPERATIVĂ AGRICOLĂ,Covasna,Micfalău,,0141,988855,293372,0,55420,8,0
46852833,AGROSIKARIO COOPERATIVA AGRICOLĂ,Bihor,Curtuişeni,,4621,986694,0,442,0,8,1
39294475,LAUR ROŞIORU COOPERATIVĂ AGRICOLĂ,Olt,Vîrtopu,,0111,968033,895023,2695,0,5,0
39556363,AURUL CÂMPIEI COOPERATIVA AGRICOLĂ,Dolj,Unirea,Telefon: 0749195973; ,4611,965956,1097521,23848,0,5,1
41566385,RED HAPPY FRUIT COOPERATIVA AGRICOLĂ,Arad,Lipova,Telefon mobil: 0720054697; ,4631,962865,10259,6967,0,5,13
45071540,AGRISIC COOPERATIVĂ AGRICOLĂ,Covasna,Sânzieni,,4631,959764,239329,12192,0,5,0
44639465,INTER AGROCOOP COOPERATIVĂ AGRICOLĂ,Dolj,Sadova,,0149,958429,238012,203280,0,5,0
41481181,STENA BIOFARM COOPERATIVA AGRICOLĂ,Constanţa,Poarta Albă,Telefon: 0724982826; ,4621,950915,3738565,9861,0,10,0
35017773,SIC LAND COOP COOPERATIVA AGRICOLĂ,Covasna,Ilieni,Telefon mobil: 0753041053; ,0111,950124,524941,0,2200,7,0
41473820,DEALURI APUSENE COOPERATIVĂ AGRICOLĂ,Cluj,Dealu Negru,,4633,949705,744326,37836,0,8,0
34126462,STRAJA CALIMANILOR BILBOR COOPERATIVA AGRICOLĂ,Harghita,Bilbor,Telefon mobil: 0754659653; ,0150,949341,838593,0,102956,5,3
44870884,SPICUL AURIU BANATEAN COOPERATIVĂ AGRICOLĂ,Timiş,Variaş,Adresa de e-mail: av.simona.boanca@gmail.com; ,0111,935380,0,4508,0,5,0
43774986,BIOTARTLAU COOPERATIVĂ AGRICOLĂ,Braşov,Prejmer,,0111,931283,772037,154165,0,5,0
40543138,AGROGRUP 2019 COOPERATIVA AGRICOLĂ,Braşov,Sasciori,Telefon: 0765530816; ,0111,921836,855684,1165,0,5,0
37678933,DACIA NOASTRĂ COOPERATIVA AGRICOLĂ,Botoşani,Botoşani,Telefon mobil: 0740196933; ,0113,911865,1178871,0,1357711,8,1
46214029,AGROGREEN COOPERATIVĂ AGRICOLĂ,Iaşi,Leţcani,,,911124,0,0,1596,10,0
37990888,AGROMOVIS COOPERATIVA AGRICOLĂ,Gorj,Radosi,Telefon: 0765195198; ,0162,902155,665569,1053762,0,5,11
44929019,MAGTAR-COOP COOPERATIVĂ AGRICOLĂ,Covasna,Sfântu Gheorghe,,4631,901210,229699,9849,0,5,1
39817361,FERMIER AGROFAN STĂVARU COOPERATIVĂ AGRICOLĂ,Olt,Vişina Nouă,,1041,896072,1497752,94393,0,6,1
45285455,AGROWEL EXPRESS COOPERATIVĂ AGRICOLĂ,Sibiu,Ocna Sibiului,,4621,886913,831629,2015,0,5,0
44666788,LAZURANA FERM LACT COOPERATIVĂ AGRICOLĂ,Arad,Lazuri,Telefon mobil: 0759547556; ,4633,876190,549916,71092,0,7,0
45226688,GALTOS ZOOTEHNIC COOPERATIVĂ AGRICOLĂ,Mureş,Sânger,,4623,873021,49220,10716,0,6,0
26002641,CODREANA TRANSILVANIA COOPERATIVA AGRICOLĂ,Satu Mare,Satu Mare,Telefon: 0744384139; ,,872671,20000,969,0,5,1
45134142,OBÂRȘIA-CELEI-OLTUL COOPERATIVĂ AGRICOLĂ,Olt,Corabia,,4621,870355,420018,85669,0,21,1
45016724,SPICUL MOLDOMIXT COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Ţăgsoru,Telefon: 0759547556; ,4621,854381,1054100,26653,0,10,0
39250681,TIANA GREEN LAND COOPERATIVĂ AGRICOLĂ,Olt,Corabia,,0111,844829,11125645,756564,0,8,2
39370661,COOP DEALUL CETĂŢII COOPERATIVĂ AGRICOLĂ,Teleorman,Cervenia,,0111,840929,1564192,6148,0,7,0
23634961,BURGOCOMCIUC SOCIETATE COOPERATIVĂ AGRICOLĂ,Harghita,Cozmeni,Telefon: 0266326631; Telefon mobil: 0744812053; Adresa de e-mail: primcoz@freemail.hu; Telefon mobil: 0722292985; ,4631,839876,736554,24458,0,67,1
37248243,COOPERATIVA AGRICOLA SI ZOOTEHNICA DUMITRA,Bistriţa-Năsăud,Dumitra,,0141,830530,564341,919,0,13,2
39695833,COOPERATIVA AGRICOLĂ CEREALE DUVACRIS,Tulcea,Tulcea,,0111,830238,2015035,0,574329,5,1
39465133,AGRODEZV CORNEANU COOPERATIVA AGRICOLĂ,Dolj,Băileşti,,0111,828173,336964,2156,0,7,1
37104124,LAZ-CĂPÎLNA COOPERATIVA AGRICOLĂ,Alba,Săsciori,,0162,828042,1118073,0,0,7,1
39054731,LEGUME OLTENEȘTI VĂDĂSTRIȚA COOPERATIVA AGRICOLĂ,Olt,Vădăstriţa,,4631,823569,1066252,154,0,6,0
44363431,ȘMAG DIN ȚARA BÂRSEI-GUSTURI LOCALE COOPERATIVĂ AGRICOLĂ,Braşov,Rotbav,,4611,822815,311814,0,70911,7,2
44912998,LENDÜLET COOPERATIVĂ AGRICOLĂ,Covasna,Bita,,4633,821880,555052,3036,0,12,1
44993372,DOBRO-AGROSPERA COOPERATIVĂ AGRICOLĂ,Tulcea,Satu Nou,Telefon mobil: 0756829357; ,0111,821319,822178,1265,0,5,0
44958502,FARMINTESAGRO COOPERATIVĂ AGRICOLĂ,Dolj,Preajba de Pădure,,0111,815941,0,6675,0,5,0
45177569,ȘEITINEANA COOPERATIVĂ AGRICOLĂ,Arad,Şeitin,Telefon: 0746319394; ,0141,813841,0,42172,0,6,0
44920079,DOPO AGRA COOPERATIVĂ AGRICOLĂ,Braşov,Făgăraş,Telefon mobil: 0737300900; ,4621,808488,203841,436,0,6,1
44347401,AGRICOOP TICA FARMES COOPERATIVĂ AGRICOLĂ,Teleorman,Peretu,,4631,792596,498583,335623,0,7,1
45362108,CAPRA CU CINCI IEZI COOPERATIVĂ AGRICOLĂ,Alba,Galda de Jos,,4633,780922,289655,0,116050,6,0
44845341,AVIROMAGRO COOPERATIVĂ AGRICOLĂ,Iaşi,Romaneşti,Telefon mobil: 0755904528; ,0147,775445,235613,1247,0,5,0
47938569,CAP PATRIA COOPERATIVĂ AGRICOLĂ,Olt,Piatra,Telefon: 0733076288; ,1091,775261,0,2618,0,5,0
44776179,COOPERATIVA AGRICOLĂ AGROCOP DALNIC,Covasna,Dalnic,,4631,769813,0,1377,0,7,0
48431105,ASM CEREALE COOPERATIVĂ AGRICOLĂ,Tulcea,Mihail Kogălniceanu,Telefon mobil: 0740153985; ,4621,766090,0,7012,0,8,0
39734614,COOPERATIVA AGRICOLĂ BUCOVĂȚ AGRICULTURĂ,Timiş,Bucovaţ,Telefon mobil: 074420190; ,0111,763679,1312342,0,35166,6,0
45355240,COOPERATIVA AGRICOLĂ TRANSYLVANIAN PURE FARMING COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Teaca,,0113,760531,417961,158087,0,5,3
42177041,BOVITERRA NEW AGE COOPERATIVĂ AGRICOLĂ,Satu Mare,Lazuri,,0150,757263,819991,28067,0,16,0
41774840,TEOCOM FRUCT COOPERATIVĂ AGRICOLĂ,Dolj,Moţăţei,,,756211,0,13910,0,12,1
21317223,PROD ACTIV IMPEX SLOBOZIA MOARĂ COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Slobozia Moara,Telefon: 0722362816; Telefon: 0722 362816; ,0113,755959,411326,144510,0,6,1
45278032,AGRI-SANCOM TURDA COOPERATIVĂ AGRICOLĂ,Tulcea,Turda,,0111,752588,702215,2225,0,5,0
44993828,AGRIPROD SATU MARE COOPERATIVĂ AGRICOLĂ,Satu Mare,Craidorolţ,,0111,735202,592101,0,36804,6,0
43249278,HOTARUL PECICA COOPERATIVĂ AGRICOLĂ,Arad,Oraş Pecica,Telefon mobil: 0759547556; ,4621,733993,348692,0,5087,5,0
39673355,SIMICI AGRI COOPERATIVĂ AGRICOLĂ,Brăila,Tichileşti,,0111,733899,735156,7880,0,6,0
44529926,TREI IZVOARE- BEIDAUD COOPERATIVĂ AGRICOLĂ,Tulcea,Beidaud,Telefon mobil: 0723560240; ,0111,728302,25185,31144,0,5,0
43545192,VALEA CRISULUI ALB BOCSIG COOPERATIVĂ AGRICOLĂ,Arad,Bocsig,Telefon: 0759547556; ,4621,723500,795324,26633,0,5,0
40037513,COOPERATIVA AGRICOLĂ TREI SPICE,Mehedinţi,Manu,,1061,723121,745926,31379,0,5,2
39956483,FERMA DALNIC COOPERATIVA AGRICOLĂ,Covasna,Dalnic,,4631,721557,587881,121137,0,5,1
35764671,COOPERATIVA AGRICOLA VOINTA,Hunedoara,Bacea,Telefon mobil: 0766590859; ,0111,713149,450973,69499,0,6,0
45213785,DIANU AGROSERVICE POIANA MARE COOPERATIVĂ AGRICOLĂ,Dolj,Calafat,,4621,711943,765292,2287,0,5,0
45189148,LEGUME DE POGOANELE COOPERATIVĂ AGRICOLĂ,Buzău,Pogoanele,,4631,706097,204173,6774,0,5,0
39451880,HOLDE BOGATE OLTENA COOPERATIVA AGRICOLĂ,Dolj,Gângiova,,0111,700858,1694372,0,129221,8,2
45016236,CONSENS-AGRO COOPERATIVĂ AGRICOLĂ,Timiş,Cărpiniş,Telefon mobil: 0744601177; ,4621,700253,1010748,11047,0,6,0
45369769,VALEA CUȘMEI COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Lechinţa,,0141,696431,300767,998,0,5,0
44810874,COOPERATIVA AGRICOLĂ AGRO-BIO RUSTIOR,Bistriţa-Năsăud,Rustior,,,695348,179948,23293,0,43,0
44678804,PODGORII BOHOTIN COOPERATIVĂ AGRICOLĂ,Iaşi,Răducăneni,,,686253,0,0,188,8,0
45179438,TRADECOP AGRO COOPERATIVĂ AGRICOLĂ,Dolj,Gogoşu,,,683570,0,1698,0,5,0
38872015,ECOINTEGRITY COOPERATIVA AGRICOLĂ,Timiş,Fibiş,Telefon mobil: 0741189306; ,0111,680330,1011138,7718,0,5,1
43854732,BOVINE PÂLCURI COOPERATIVĂ AGRICOLĂ,Mureş,Dumbrava,,4623,678237,613132,8402,0,9,0
43355821,BAZINUL DORNELOR COOPERATIVĂ AGRICOLĂ,Suceava,Panaci,Telefon: 0742404881; ,4633,667759,621585,12140,0,5,1
39583805,AGRO TEASC COOPERATIVĂ AGRICOLĂ,Dolj,Perişor,,0111,659755,587652,16925,0,5,0
42210580,BUCATELE DACILOR COOPERATIVĂ AGRICOLĂ,Hunedoara,Orăstioara de Jos,Telefon mobil: 0788543173; ,4621,657334,22146,0,207143,8,3
45265504,BANDIPLANT COOPERATIVĂ AGRICOLĂ,Covasna,Sânzieni,,4631,656096,696647,0,73498,5,0
47426526,PESC DEM COOPERATIVĂ AGRICOLĂ,Constanţa,Sinoie,Telefon: 0734293858; Adresa de e-mail: dragoieugen@yahoo.com; ,0111,654753,0,3953,0,8,0
44169746,AGRICOLA AGROSPOR OLTENIA COOPERATIVĂ AGRICOLĂ,Dolj,Mlecaneşti,,4621,652390,709838,8891,0,12,0
30254876,APIVEST COOPERATIVĂ AGRICOLĂ,Timiş,Timişoara,,0149,650340,1053981,0,517222,5,2
44761364,CARTOFUL DE LA MUNTE BUDILA COOPERATIVĂ AGRICOLĂ,Braşov,Budila,Telefon mobil: 0740454489; ,4631,646907,286262,25160,0,5,1
45117400,PRIETENII CARTOFULUI ŞI LEGUMELOR COOPERATIVĂ AGRICOLĂ,Covasna,Catalina,,4631,644633,356386,1632,0,8,1
34258005,COOPERATIVA AGRICOLĂ AGROCOOP ŞIMAND,Arad,Şimand,Telefon mobil: 0742134965; ,,644562,34060,34339,0,5,0
44834482,VIISOARA FARM COOPERATIVĂ AGRICOLĂ,Constanţa,Viişoara,Telefon mobil: 0722221015; ,4621,639134,0,3360,0,6,0
41509240,GRUPUL DE PRODUCĂTORI RODUL POMILOR COOPERATIVĂ AGRICOLĂ,Suceava,Fălticeni,Telefon: 0742017669; ,4631,638308,0,16564,0,5,0
47548612,AGRO CONECT SOLUTION COOPERATIVĂ AGRICOLĂ,Constanţa,Constanţa,,4621,637364,0,17873,0,66,0
44181090,AGROCROP SUD-EST COOPERATIVĂ AGRICOLĂ,Tulcea,Tulcea,,0111,632755,1095104,0,32402,11,1
47283736,AGRO SUBCETATE COOPERATIVĂ AGRICOLĂ,Harghita,Subcetate,Telefon mobil: 0751833229; ,4633,621240,0,15462,0,5,0
44427802,AGRICOM ARMENOPOLIS COOPERATIVĂ AGRICOLĂ,Cluj,Salatiu,Telefon: 0759547556; ,4621,620429,418157,2139,0,5,1
45214977,PREMIUM BEEF OAȘ COOPERATIVĂ AGRICOLĂ,Satu Mare,Prilog,Telefon mobil: 0745961346; ,0142,612859,0,799,0,5,0
45109653,TRANSILVANIA AGRO LAND COOPERATIVĂ AGRICOLĂ,Alba,Şard,,4621,611834,26310,6784,0,12,0
46957830,ECOSILGEO COOPERATIVĂ AGRICOLĂ,Ialomiţa,Făcăeni,Telefon mobil: 0723497340; ,4621,607841,89030,26753,0,17,0
48635954,GREEN WATER FARM COOPERATIVĂ AGRICOLĂ,Dolj,Dobroteşti,Telefon: 0722252632; ,0111,606179,0,6572,0,7,1
44410320,PROD ALIMENT FRESH COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Slobozia Moara,,0113,597828,278633,285214,0,5,0
45283578,GRAUNTE FERMECATE COOPERATIVĂ AGRICOLĂ,Giurgiu,Falaştoaca,,0111,593969,1251921,2747,0,5,0
39579073,OGOR PODZOL COOPERATIVA AGRICOLĂ,Dolj,Perişor,,0111,587227,1308001,1890,0,8,2
43859870,COOPERATIVA AGRICOLĂ TRADIȚIONAL CARPATIC COVASNA,Covasna,Covasna,Adresa de e-mail: traditionalcarpatic.cv@gmail.com; ,1011,575939,146018,0,93953,5,1
38557395,LEGUME PROASPETE SI SANATOASE COOPERATIVA AGRICOLĂ,Galaţi,Matca,Telefon mobil: 0766310841; ,7022,570967,32000,565372,0,20,0
48359131,TINERI FERMIERI DIN COGEALAC COOPERATIVĂ AGRICOLĂ,Constanţa,Cogealac,Telefon mobil: 0754869092; ,4621,569871,0,14281,0,6,0
43990793,AGRI MOARA DE JOS COOPERATIVĂ AGRICOLĂ,Mureş,Moara de Jos,,4633,569747,618213,6965,0,5,0
46469766,COOPERATIVA AGRICOLĂ MAXAGRO GĂTAIA,Timiş,Oraş Gătaia,,4621,567900,3432371,0,431209,7,1
43374637,CONTINENTAL FRUITS COOPERATIVĂ AGRICOLĂ,Hunedoara,Deva,,4631,550465,168851,22553,0,7,0
44768710,CONSULGRUP IZVOARELE COOPERATIVĂ AGRICOLĂ,Tulcea,Izvoarele,Telefon mobil: 0754501740; ,0113,547876,544924,29509,0,10,0
17898349,ŢARINA-COOPERATIVĂ AGRICOLĂ,Suceava,Iaslovăţ,Telefon: 0745491093; ,4721,540277,646813,9070,0,8,1
39487867,ICE AGRO CEZIENI COOPERATIVĂ AGRICOLĂ,Olt,Cezieni,,4611,539534,920229,0,132502,6,3
43971511,COOPERATIVA AGRICOLĂ ECOBIM,Dolj,Giurgiţa,Telefon: 0768084961; ,0150,538647,369036,13659,0,5,1
44733798,COOPERATIVA AGRICOLĂ RUSTIOREANCA HARNICA COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Rustior,,0141,537082,0,0,40573,118,1
40987688,GRĂDINA BĂNĂȚEANĂ COOPERATIVA AGRICOLĂ,Timiş,Deta,,4631,528376,545477,0,29033,13,1
44254167,BEREI TARLÓ SZÖVETKEZET COOPERATIVĂ AGRICOLĂ,Satu Mare,Berea,Telefon mobil: 0744400137; ,4621,523650,317813,9325,0,5,0
44841315,APIS MS MURES COOPERATIVĂ AGRICOLĂ,Mureş,Tîrgu Mureş,,,518382,0,5503,0,29,0
42078706,APICULTORII VAII ARGESULUI COOPERATIVĂ AGRICOLĂ,Argeş,Recea,Telefon: 0729894036; Adresa de e-mail: alecsevalentin@yahoo.com; ,0149,513750,398764,1115,0,5,0
47393720,EFI AGRO COOPERATIVĂ AGRICOLĂ,Tulcea,Caugagia,Telefon mobil: 0732942330; ,4621,513057,0,203258,0,8,0
45116634,AGRA COSMAR COOPERATIVĂ AGRICOLĂ,Olt,Cezieni,,4621,509789,757368,1670,0,6,0
45086274,BIO SNOP COOPERATIVĂ AGRICOLĂ,Argeş,Piteşti,,0111,503278,478845,2228,0,5,0
45277240,FERMIERUL TELEORMĂNEAN COOPERATIVĂ AGRICOLĂ,Teleorman,Udupu,,4621,500878,84021,5652,0,14,0
39609751,BIAGRISTIN COOPERATIVA AGRICOLĂ,Vaslui,Simila,Telefon mobil: 0758382662; ,4621,500550,351688,62603,0,5,0
44606247,NUSSBACH COOPERATIVĂ AGRICOLĂ,Braşov,Măierus,,0141,500547,28108,0,102595,5,2
39457130,AGRO APROZI COOPERATIVA AGRICOLĂ,Călăraşi,Aprozi,,0111,499755,3334065,0,16037,6,1
44868493,CRÂNGURILE COOPERATIVĂ AGRICOLĂ,Prahova,Cireşanu,Telefon: 0745257464; Adresa de e-mail: dragosal@yahoo.com; ,4621,498894,787725,0,5963,8,1
45261634,BANEASA - CONSTANTA COOPERATIVĂ AGRICOLĂ,Constanţa,Băneasa,,0111,495891,0,0,9208,36,1
44871251,AGROMIRIAM SANISLAU COOPERATIVĂ AGRICOLĂ,Satu Mare,Sanislău,Telefon mobil: 0745331879; ,4621,491830,0,2141,0,5,0
44604076,MARAMUREŞANA NORD COOPERATIVĂ AGRICOLĂ,Maramureş,Sieu,,6201,472949,299015,0,14108,30,0
40525948,ŢARA LOVIŞTEI COOPERATIVĂ AGRICOLĂ,Vâlcea,Titeşti,,0150,471489,0,3765,0,7,1
44824551,AGROTOP TĂRTĂŞEŞTI COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Tărtăseşti,Telefon mobil: 0745019538; ,4621,469137,399043,2678,0,5,0
41236190,TIN - FERM AGRO COOPERATIVĂ AGRICOLĂ,Olt,Strejeştii de Sus,,4631,462771,29009,13577,0,9,0
48475098,BLUEBERICA COOPERATIVĂ AGRICOLĂ,Braşov,Vistea de Jos,Telefon: 0752233949; ,4631,457881,0,3875,0,5,0
42948057,COOPERATIVA AGRICOLĂ A CRESCĂTORILOR DE BĂLŢATĂ ROMÂNEASCĂ COOPERATIVĂ AGRICOLĂ,Braşov,Hărman,,1011,455352,15100,8597,0,8,0
44776136,VI-VA-BR PROD COOPERATIVĂ AGRICOLĂ,Covasna,Zăbala,,4623,452342,123849,2280,0,5,0
45260779,AGROFAN CERÃT COOPERATIVĂ AGRICOLĂ,Dolj,Cerat,,,451326,0,10352,0,6,0
45637616,FRESH FRUITS HERTEA COOPERATIVĂ AGRICOLĂ,Constanţa,Băneasa,,0113,446932,447538,0,38282,5,2
40705469,POMICULTORUL COOPERATIVA AGRICOLĂ,Vrancea,Răstoaca,Adresa de e-mail: biroufocsani@gmail.com; Telefon: 0722313535; ,4631,441537,142060,5629,0,9,0
44815570,AGROBOB ARDEAL COOPERATIVĂ AGRICOLĂ,Cluj,Jucu de Sus,Telefon: 0744872663; ,0141,434466,850672,357,0,16,0
46957155,GREEN INOVATIONS FARM COOPERATIVĂ AGRICOLĂ,Dolj,Craiova,,0130,432907,21000,198792,0,5,2
46532774,DIN CARPAȚI UN PĂSTRĂV PENTRU FIECARE COOPERATIVĂ AGRICOLĂ,Prahova,Buşteni,,0322,426896,73830,4734,0,8,0
42193098,AGROMAT POIANA COOPERATIVĂ AGRICOLĂ,Dolj,Poiana Mare,Telefon: 0766639542; ,0150,426340,0,28056,0,5,2
44543467,COOPERATIVA AGRICOLĂ UTILAND GRADISTEA,Brăila,Gradistea,,0111,426104,403930,19884,0,5,0
43637288,AGROLACT TOTH COOPERATIVĂ AGRICOLĂ,Mureş,Sărmăşel,Telefon: 0759547556; ,4633,424364,186804,6566,0,5,0
44973235,GRÂNARUL COOPERATIVĂ AGRICOLĂ,Constanţa,Pantelimon,Telefon mobil: 0726675993; ,4621,424008,2112105,27878,0,6,0
37248367,COOPERATIVA AGRICOLA ȘI ZOOTEHNICA CEPARI,Bistriţa-Năsăud,Cepari,,0141,422305,252750,0,0,10,1
41541194,COOPERATIVA AGRICOLĂ TOMNATIC TIMIȘ,Timiş,Tomnatic,Telefon mobil: 0722658221; ,1101,418977,66216,0,65463,8,1
42828824,AGROTEAMCOOP PLESOIU COOPERATIVĂ AGRICOLĂ,Olt,Arceşti Cot,,4631,417739,474254,51026,0,6,1
45238810,SECERA COOPERATIVA AGRICOLA,Bihor,Oraş Săcueni,Adresa de e-mail: coop.secera@gmail.com; ,,414827,0,4821,0,5,0
45963485,FERMIERUL TĂU VĂDĂSTRIȚA COOPERATIVĂ AGRICOLĂ,Olt,Vădăstriţa,,4631,412495,299332,26706,0,5,0
45166373,DACOAGRI COOPERATIVĂ AGRICOLĂ,Covasna,Tamaşfalău,,0113,403926,125252,21190,0,6,0
48852660,BOVICOOP COOPERATIVĂ AGRICOLĂ,Satu Mare,Botiz,Telefon mobil: 0740330266; ,4633,399767,0,2333,0,5,0
34497568,PERSAGRA COOPERATIVA AGRICOLĂ,Braşov,Persani,,0150,398958,321642,0,273309,5,1
37264818,COOPERATIVA AGRICOLĂ ŞI ZOOTEHNICĂ TĂRPIU,Bistriţa-Năsăud,Tărpiu,Telefon mobil: 07409633874; ,0141,393502,348665,1809,0,20,2
44952836,ANASTASE SIMU COOPERATIVĂ AGRICOLĂ,Olt,Tufeni,,,392883,0,2186,0,6,0
47196893,COOPERATIVA AGRICOLĂ AMICII AGRONOMI,Timiş,Jdioara,Telefon mobil: 0742526287; ,4621,392697,258389,50428,0,9,0
44817082,AGROFARM CIUCANI COOPERATIVĂ AGRICOLĂ,Harghita,Ciucani,,0150,388379,239887,13854,0,6,0
41611354,CRAMELE CRIŞANA COOPERATIVĂ AGRICOLĂ,Sălaj,Camăr,,4634,388311,254051,19146,0,8,5
44876119,PODGORIA AGRO VITIS COOPERATIVĂ AGRICOLĂ,Vrancea,Vârteşcoiu,Telefon mobil: 0720298660; Adresa de e-mail: cctvictor@gmail.com; ,4776,386172,90119,27070,0,12,0
40674702,ALBINA VÂLCEANĂ COOPERATIVĂ AGRICOLĂ,Vâlcea,Vaideeni,,0149,385284,501611,91932,0,6,1
44426394,LA SIVE COOPERATIVĂ AGRICOLĂ,Arad,Vinga,Telefon mobil: 0720071895; Adresa de e-mail: parv.mihai@yahoo.com; ,,384328,0,2561,0,11,0
39384497,AGRICOOP TIMPURI NOI COOPERATIVĂ AGRICOLĂ,Teleorman,Ştorobăneasa,,0111,383024,661159,250569,0,7,1
39534659,AGRICOOP LA HOTARE COOPERATIVĂ AGRICOLĂ,Teleorman,Beciu,,0111,381506,0,0,238,8,0
44772592,ZEASUN FARMGO COOPERATIVĂ AGRICOLĂ,Botoşani,Dorohoi,,4621,380642,735563,3822,0,14,0
35762522,COOPERATIVA AGRICOLĂ DE GRADUL I CRISTEŞTII MOLDOVEI,Iaşi,Cristeşti,,0141,378711,355070,757,0,7,1
45464124,TEPES-VODA FERME CONSTANTA COOPERATIVĂ AGRICOLĂ,Constanţa,Ţepeş Vodă,Telefon: 0740971295; ,4621,364811,0,0,2052,6,0
43433326,LEGUME DE-ALE NOASTRE PROBOTA COOPERATIVĂ AGRICOLĂ,Iaşi,Probota,,4631,360413,530531,12943,0,5,0
40773919,FRUCTE INGRIJITE COOPERATIVĂ AGRICOLĂ,Hunedoara,Petrila,Telefon: 0254550318; ,,355287,0,250,0,5,0
42054693,COOPERATIVA AGRICOLĂ AMARA 2018,Ialomiţa,Amara,Telefon mobil: 0727148045; ,0113,352861,97984,0,679,6,1
46422321,VALEA JIULUI COOPERATIVĂ AGRICOLĂ,Gorj,Buduhala,,0111,352785,78597,4463,0,5,0
45021640,AGRO BOCSANA COOPERATIVĂ AGRICOLĂ,Sălaj,Sărmăşag,,0111,349369,488310,6383,0,13,0
45029910,CARTOLAND FRUCT COOPERATIVĂ AGRICOLĂ,Harghita,Frumoasa,Telefon mobil: 0751038928; Adresa de e-mail: AKOLINHO@YAHOO.COM; ,0113,347959,193148,0,20084,6,0
39953797,COOPERATIVA AGRICOLĂ PRODUCŢIE UIVAR,Timiş,Uivar,Telefon mobil: 0757113692; ,0111,346891,41159,3688,0,6,0
44951245,LACTOPROD RACOVIŢA COOPERATIVĂ AGRICOLĂ,Sibiu,Racoviţa,Telefon: 0754919996; ,1051,341186,0,0,31461,6,1
46931368,BIOCOOP FACAENI COOPERATIVĂ AGRICOLĂ,Ialomiţa,Făcăeni,Telefon mobil: 0727405718; ,0111,338165,60715,5289,0,16,1
45102930,MIERE DIN SĂLAJ COOPERATIVĂ AGRICOLĂ,Sălaj,Crasna,,0149,336124,47494,1315,0,12,0
39519993,AGRICOOP DRUM NOU COOPERATIVĂ AGRICOLĂ,Teleorman,Brâncoveanca,,1041,334183,0,66083,0,6,0
45281607,AGROPILTOP POTATO COOPERATIVĂ AGRICOLĂ,Harghita,Mihăileni,,0113,334048,71958,572,0,6,0
45198430,BIOWEST COOPERATIVĂ AGRICOLĂ,Satu Mare,Satu Mare,,,333512,0,5251,0,5,0
48456690,PRIVAL CEREAL COOPERATIVĂ AGRICOLĂ,Galaţi,Piscu,Telefon: 0721206379; Adresa de e-mail: ionelaginghina@gmail.com; ,0111,329653,0,3213,0,6,0
39561858,USURELU EMILIA COOPERATIVĂ AGRICOLĂ,Dolj,Basarabi,,0161,328100,722407,0,135106,5,1
45239858,PERLA BĂRAGĂNULUI COOPERATIVĂ AGRICOLĂ,Brăila,Satuc,,4621,327135,93698,2952,0,5,0
39511310,BLÉ ORGE COOPERATIVĂ AGRICOLĂ,Ialomiţa,Borăneşti,,,326546,0,0,3241,5,0
31337465,FRĂŢIA SATELOR COOPERATIVA AGRICOLĂ,Botoşani,Buhăceni,Telefon mobil: 0754/566778; ,0150,325919,527646,0,377265,5,0
45402164,PROSPERA LAZURI COOPERATIVĂ AGRICOLĂ,Satu Mare,Lazuri,Telefon mobil: 0746981271; ,0111,324854,0,1290,0,7,0
45229781,COOPERATIVA AGRICOLĂ AGRO GAZS-IKA,Covasna,Icafalău,,4631,321224,264540,3032,0,5,0
44950789,PRODUCATOR DE CEREALE TARNAVA MICA COOPERATIVĂ AGRICOLĂ,Alba,Sânmiclăuş,,,319963,0,16892,0,10,0
44015143,COLTESTI COOPERATIVĂ AGRICOLĂ,Alba,Colţeşti,,4633,319122,362316,0,1578,15,1
