name,email,county,phone,partid_primar,partid_consiliu
Stângăceaua,clstangaceaua@sejmh.ro,Mehedinti,0252-373530,,
Stăncuţa,stancutaprimaria@yahoo.com,Braila,0239-665668,,
Stăneşti,secretariat@primaria-stanesti.ro,Giurgiu,0246-235107,,
Stăneşti,alinbeuran@yahoo.com,Gorj,0253-273022,,
Stăneşti,primaria@primariastanestivl.ro,Valcea,0250-769752,,
Stăniţa,primaria_stanita@yahoo.com,Neamt,0233-767501,,
Stăuceni,primaria_staucenibt@yahoo.com,Botosani,0231-545794,,
Suatu,primariasuatu@yahoo.com,Cluj,0264-281574,,
Subcetate,primariasubcetate@yahoo.com,Harghita,0266-345003,,
Suceava,primsv@primariasv.ro,Suceava,0230-212696,,
Suceviţa,primariasucevita@yahoo.com,Suceava,0230-417102,,
Suciu De Sus,vaprimaria_suciu@yahoo.com,Maramures,0262-388046,,
Sudiţi,primariasuditi@yahoo.com,Ialomita,0243-278502,,
Suharău,primaria_suharau@yahoo.com,Botosani,0231-623002,,
Suhurlui,primariasuhurlui@yahoo.com,Galati,0236-335511,,
Sulina,sulina_prim@yahoo.com,Tulcea,0240-543001,,
Suliţa,primariasulita@yahoo.com,Botosani,0231-573112,,
Suplac,suplac@cjmures.ro,Mures,0265-456112,,
Suplacu De Barcău,primaria.suplacudebarcau@cjbihor.ro,Bihor,0259-368477,,
Supur,cls-supur@clicknet.ro,Satu Mare,,,
Sura Mica,pr_suramica@yahoo.com,Sibiu,0269-577101,Partidul Național Liberal,Partidul Național Liberal
Suraia,primaria.suraia@yahoo.com,Vrancea,0237-245001,,
Surani,surani@prefecturaprahova.ro,Prahova,0244-416020,,
Surdila-Greci,comunasurdilagreci@yahoo.com,Braila,,,
Surdila-Găiseanca,primariagaiseanca@yahoo.com,Braila,0239-650300,,
Surduc,primaria_surduc@yahoo.com,Salaj,0260-634702,,
Suseni,iulica.din@suseni.cjarges.ro,Arges,0248-699397,,
Suseni,primaria@suseni.ro,Harghita,0266-350004,,
Suseni,suseni@cjmures.ro,Mures,0265-348086,,
Suteşti,sutesitvl@yahoo.com,Valcea,0350-524506,,
Sviniţa,primariasvinita@yahoo.com,Mehedinti,0252-368407,,
Sâg,primariasag@yahoo.com,Salaj,0260-673100,,
Sâmbureşti,primariasimburesti@judetulolt.ro,Olt,0249-469007,,
Sâmbăta,primaria_sambata@yahoo.com,Bihor,0259-325035,,
Sâmbăta De Sus,primariasambata@yahoo.com,Brasov,0268-246901,,
Sânandrei,office@primaria-sinandrei.ro,Timis,0256-383500,,
Sâncel,primariasincel@yahoo.com,Alba,0258-885101,,
Sâncraiu,sancraiu@sancraiu.ro,Cluj,0264-257588,,
Sâncraiu De Mureş,sincraims@cjmures.ro,Mures,0265-316964,,
Sâncrăieni,szentkiralyph@astralnet.ro,Harghita,0266-332502,,
Sândominic,primaria_sandominic@yahoo.com,Harghita,0266-336005,,
Sângeorgiu De Mureş,singmures@cjmures.ro,Mures,0265-316026,,
Sângeorgiu De Pădure,sgpadure@cjmures.ro,Mures,0265-578226,,
Sângeorz-Băi,info@singeorz-bai.ro,Bistrita-Nasaud,0263-370598,,
Sânger,singer@cjmures.ro,Mures,0265-715514,,
Sângeru,sangeru@prefecturaprahova.ro,Prahova,0244-441016,,
Sânmartin,primaria.sanmartin@cjbihor.ro,Bihor,0259-318003,,
Sânmartin,primaria@primariasanmartin.ro,Cluj,0264-246694,,
Sânmartin,gergelyaniko@citromail.hu,Harghita,0266-332122,,
Sânmihaiu Almaşului,primarie_sinmihai@samtv.ro,Salaj,0260-627100,,
Sânmihaiu Român,primariasanmihaiuroman@yahoo.com,Timis,0256-294984,,
Sânnicolau Mare,primaria@sannicolau-mare.ro,Timis,0256-370366,,
Sânnicolau Român,primaria.sanicolauroman@cjbihor.ro,Bihor,0259-395329,,
Sânpaul,primar@primariasinpaul.ro,Cluj,0264-282810,,
Sânpaul,sinpaul@cjmures.ro,Mures,0265-713512,,
Sânpetru,psanpetru@yahoo.com,Brasov,0268-360118,,
Sânpetru De Câmpie,sinpetru@cjmures.ro,Mures,0265-422716,,
Sânpetru Mare,primaria.sanpetru_mare@cjtimis.ro,Timis,0256-376001,,
Sânsimion,primariass@yahoo.com,Harghita,0266-310388,,
Sântana,contact@primariasantana.ro,Arad,0257-462082,,
Sântana De Mureş,sintana@cjmures.ro,Mures,0265-323517,,
Sântandrei,primaria.santandrei@cjbihor.ro,Bihor,0259-415947,,
Sântimbru,popasantimbru@yahoo.com,Alba,0258-842101,,
Sântimbru,szentimre2004@freemail.hu,Harghita,0266-347099,,
Sântămăria-Orlea,santamariaorlea@personal.ro,Hunedoara,0254-770630,,
Sânzieni,primaria.sanzieni@polyp.ro,Covasna,0267-366019,,
Sârbeni,primariacomuneisirbeni@yahoo.com,Teleorman,0247-459105,,
Sârbi,primariasirbi@yahoo.com,Bihor,0259-328502,,
Săbăoani,primariasabaoani@yahoo.com,Neamt,0233-735009,,
Săbăreni,primariasabareni@yahoo.com,Giurgiu,0246-253293,,
Săcel,primariasacel@yahoo.com,Harghita,0266-221033,,
Săcel,primaria_sacel@yahoo.com,Maramures,0262-339201,,
Săcele,primaria_sacele@yahoo.com,Brasov,0268-276164,,
Săcele,primariasacele@yahoo.com,Constanta,0241-876005,,
Săcelu,primariasacelu@gmail.com,Gorj,0253-275502,,
Săceni,saceni_tr@yahoo.com,Teleorman,0247-337402,,Partidul Social Democrat
Săcueni,primaria.sacueni@cjbihor.ro,Bihor,0259-352194,,
Săcuieu,pi.secretarsacuieu@yahoo.com,Cluj,0264-257672,,
Săcădat,primaria.sacadat@cjbihor.ro,Bihor,0259-458239,,
Săcălaz,primaria_sacalaz@yahoo.com,Timis,0256-367101,Partidul Social Democrat,Partidul Social Democrat
Săcălăşeni,primaria_sacalaseni@yahoo.com,Maramures,0262-289333,Partidul Național Liberal,Partidul Național Liberal
Săcăşeni,primsacaseni@yahoo.com,Satu Mare,0261-822605,,UDMR
Săgeata,prim_sageata@yahoo.com,Buzau,0238-581168,Partidul Social Democrat,Partidul Social Democrat
Săhăteni,primariasahateni@yahoo.com,Buzau,0238-594137,Partidul Social Democrat,Partidul Național Liberal
Sălacea,primaria.salacea@cjbihor.ro,Bihor,0259-463014,UDMR,UDMR
Sălard,primaria.salard@cjbihor.ro,Bihor,0259-441049,UDMR,UDMR
Sălaşu De Sus,primariasalasudesus@yahoo.com,Hunedoara,0254-779501,Partidul Social Democrat,Partidul Social Democrat
Sălciile,salciile@prefecturaprahova.ro,Prahova,0244-444000,Partidul Social Democrat,Partidul Social Democrat
Sălcioara,primarie@salcioara.infoprimarie.ro,Dambovita,0245-723661,Partidul Național Liberal,Partidul Social Democrat
Sălcioara,primaria_salcioara@yahoo.com,Ialomita,0243-317341,Partidul Social Democrat,Partidul Social Democrat
Sălciua,primariasalciua@yahoo.com,Alba,,Partidul Național Liberal,Partidul Național Liberal
Sălcuţa,salcuta@cjdolj.ro,Dolj,0251-363006,Partidul Social Democrat,Partidul Social Democrat
Sălişte,secretarsaliste@yahoo.com,Sibiu,0269-553512,Partidul Național Liberal,Partidul Național Liberal
Săliştea,primaria_salistea@yahoo.com,Alba,0258-762101,Partidul Social Democrat,Partidul Social Democrat
Săliştea De Sus,primariasalistea@yahoo.com,Maramures,0262-338007,Partidul Social Democrat,Partidul Social Democrat
Sălsig,primaria_salsig@yahoo.com,Maramures,0262-267001,Partidul Social Democrat,Partidul Social Democrat
Sălătrucel,primariasalatrucel@yahoo.com,Valcea,0250-750031,Partidul Național Liberal,Partidul Național Liberal
Sălătrucu,primarie@salatrucu.cjarges.ro,Arges,0248-545013,Partidul Social Democrat,Partidul Social Democrat
Sănduleni,primariasanduleni@yahoo.com,Bacau,0234-335000,Partidul Social Democrat,Partidul Social Democrat
Sănduleşti,primaria.sandulesti@yahoo.com,Cluj,0264-280434,Partidul Național Liberal,Partidul Național Liberal
Săpânţa,p_sapanta@yahoo.com,Maramures,0262-372101,Partidul Național Liberal,Partidul Național Liberal
Sărata,reliaamelia@yahoo.com,Bacau,0234-214866,Partidul Social Democrat,Partidul Social Democrat
Sărmaş,primariasarmas@yahoo.com,Harghita,0266-350603,Partidul Social Democrat,Partidul Social Democrat
Sărmaşu,sarmasu@cjmures.ro,Mures,0265-421855,Partidul Social Democrat,Partidul Social Democrat
Săruleşti,com_sarulesti@yahoo.com,Buzau,0238-704206,Partidul Social Democrat,Partidul Social Democrat
Săruleşti,primaria_sarulesti@yahoo.com,Calarasi,0242-311935,Partidul Social Democrat,Partidul Social Democrat
Sărăţeni,primaria.sarateni.il@teletehnic.ro,Ialomita,0243-263164,Partidul Național Liberal,Partidul Național Liberal
Sărăţeni,sarateni@cjmures.ro,Mures,0265-573001,UDMR,UDMR
Săsciori,primariasasciori@yahoo.com,Alba,0258-741110,Partidul Național Liberal,Partidul Național Liberal
Săuca,primariasauca@yahoo.com,Satu Mare,0261-822865,Partidul Național Liberal,Partidul Național Liberal
Săuceşti,primariasaucesti@gmail.com,Bacau,0234-215131,Partidul Social Democrat,Partidul Social Democrat
Săuleşti,primaria_saulesti@yahoo.com,Gorj,0253-472126,Partidul Social Democrat,Partidul Social Democrat
Săveni,primaria_saveni@yahoo.com,Botosani,0231-541070,Partidul Social Democrat,Partidul Social Democrat
Săveni,primariasaveni@yahoo.com,Ialomita,0243-278299,Partidul Social Democrat,Partidul Social Democrat
Săvineşti,primasav@yahoo.com,Neamt,0233-281573,Partidul Național Liberal,Partidul Național Liberal
Săvârşin,primariasavarsin@yahoo.com,Arad,0257-557270,I. VODICEAN,Partidul Național Liberal
Săvădisla,primsav@yahoo.com,Cluj,0264-374271,UDMR,UDMR
Talea,primarietalea@yahoo.com,Prahova,0244-391600,Partidul Social Democrat,Partidul Social Democrat
Talpa,primaria_talpa@yahoo.com,Teleorman,0247-898255,Partidul Național Liberal,Partidul Național Liberal
Tamaseu,primariatamaseu@gmail.com,Bihor,,UDMR,UDMR
Tamaşi,primariatamasi@yahoo.com,Bacau,0234-225025,Partidul Social Democrat,Partidul Social Democrat
Tanacu,tanacu_primaria@yahoo.com,Vaslui,0235-345319,Partidul Social Democrat,Partidul Social Democrat
Tansa,cltansa@yahoo.com,Iasi,0232-325170,Partidul Social Democrat,Partidul Național Liberal
Tarcea,primaria.tarcea@cjbihor.ro,Bihor,0259-355807,UDMR,UDMR
Tarcău,primariatarcau@yahoo.com,Neamt,0233-240066,Partidul Național Liberal,Partidul Național Liberal
Tarna Mare,secretartarna@yahoo.com,Satu Mare,0261-832323,Partidul Social Democrat,Partidul Social Democrat
Tauţ,primariataut@gmail.com,Arad,0257-372222,Partidul Național Liberal,Alianța pentru Unirea Românilor
Tazlău,primaria@tazlau.ro,Neamt,0233-298168,Partidul Național Liberal,Partidul Național Liberal
Teaca,primariateaca@gmail.com,Bistrita-Nasaud,0263-276124,Partidul Social Democrat,Partidul Social Democrat
Teasc,teasc@cjdolj.ro,Dolj,0251-370728,Partidul Social Democrat,Partidul Social Democrat
Tecuci,primtecuci@yahoo.com,Galati,0372-364111,Partidul Național Liberal,Partidul Social Democrat
Teiu,primarie@teiu.cjarges.ro,Arges,0248-689605,Partidul Social Democrat,Partidul Social Democrat
Teiuş,primaria_orasului_teius@yahoo.com,Alba,0258-851101,Partidul Social Democrat,Partidul Social Democrat
Teişani,primaria.teisani@yahoo.com,Prahova,0244-288207,Partidul Național Liberal,Partidul Național Liberal
Telciu,secretarprimaria_telciu@yahoo.com,Bistrita-Nasaud,0263-369004,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Telega,primariatelega@yahoo.com,Prahova,0244-368468,Partidul Social Democrat,Partidul Social Democrat
Teleşti,sirbucostel@ymail.com,Gorj,0253-276482,Partidul Social Democrat,Partidul Social Democrat
Teliu,primariateliu@yahoo.com,Brasov,0268-518316,Partidul Social Democrat,Partidul Social Democrat
Teliucu Inferior,primariateliuc@gmail.com,Hunedoara,0254-738105,Partidul Național Liberal,Partidul Național Liberal
Terebeşti,primaria_terebesti@yahoo.com,Satu Mare,0261-875850,Partidul Social Democrat,Partidul Social Democrat
Teregova,primaria_teregova@yahoo.com,Caras-Severin,0255-260005,Partidul Social Democrat,Partidul Social Democrat
Teremia Mare,primaria.teremia_mare@cjtimis.ro,Timis,0256-380001,Partidul Național Liberal,Partidul Național Liberal
Terpeziţa,terpezita@cjdolj.ro,Dolj,0251-362009,Partidul Social Democrat,Partidul Social Democrat
Teslui,teslui@cjdolj.ro,Dolj,0251-456606,Partidul Social Democrat,Partidul Social Democrat
Teslui,primateslui@yahoo.com,Olt,0249-467701,Partidul Social Democrat,Partidul Social Democrat
Tetoiu,primariatetoiu@yahoo.com,Valcea,0250-867869,Partidul Social Democrat,Partidul Social Democrat
Tia Mare,primariatiamare@yahoo.com,Olt,0249-534401,Partidul Social Democrat,Partidul Social Democrat
Tichileşti,primariatichilesti@yahoo.com,Braila,0239-664590,Partidul Național Liberal,Partidul Național Liberal
Ticusu,primaria_ticus@yahoo.com,Brasov,,Partidul Social Democrat,Partidul Național Liberal
Ticvaniu Mare,primariaticvaniumare@yahoo.com,Caras-Severin,0255-577100,Partidul Social Democrat,Partidul Social Democrat
Tigveni,primarie@tigveni.cjarges.ro,Arges,0348-528184,Partidul Național Liberal,Partidul Social Democrat
Tiha Bârgăului,primaria_tiha@yahoo.com,Bistrita-Nasaud,0263-265654,Partidul Social Democrat,Partidul Social Democrat
Tileagd,primaria_tileagd@yahoo.com,Bihor,0259-345651,Partidul Național Liberal,Partidul Național Liberal
Tilisca,primariatilisca@yahoo.com,Sibiu,0269-554002,Partidul Național Liberal,Partidul Social Democrat
Tilişca,morar_maria2001@yahoo.com,Sibiu,0269-554002,Partidul Național Liberal,Partidul Social Democrat
Timişeşti,primaria_timisesti@yahoo.com,Neamt,0233-787050,Partidul Național Liberal,Partidul Național Liberal
Timişoara,cabinetprimar@primariatm.ro,Timis,0256-408300,ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR,ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR
Tinca,primaria.tinca@cjbihor.ro,Bihor,0259-310073,Partidul Național Liberal,Partidul Național Liberal
Tinosu,primaria_tinosu@yahoo.com,Prahova,0244-482702,Partidul Național Liberal,Partidul Național Liberal
Tiream,primaria@tiream.ro,Satu Mare,0261-873601,UDMR,UDMR
Tismana,tismanaprimaria@yahoo.com,Gorj,0253-206101,Partidul Social Democrat,Partidul Social Democrat
Tisău,primtisau@artelecom.net,Buzau,0238-597560,Partidul Social Democrat,Partidul Social Democrat
Titeşti,primtitesti@yahoo.com,Valcea,0250-756903,Partidul Național Liberal,Partidul Național Liberal
Toboliu,primariatoboliu@yahoo.com,Bihor,0259-354689,Partidul Social Democrat,Partidul Social Democrat
Todireni,cltodireni@gmail.com,Botosani,0231-574791,Partidul Social Democrat,Partidul Social Democrat
Todireşti,contact@primariatodiresti.ro,Iasi,0232-733000,Partidul Național Liberal,Partidul Național Liberal
Todireşti,primariatodiresti@yahoo.com,Suceava,0230-539535,Partidul Național Liberal,Partidul Național Liberal
Todireşti,primariatodiresti2006@yahoo.com,Vaslui,0235-459208,Partidul Social Democrat,Partidul Social Democrat
Tomesti,tomesti@kn.ro,Harghita,0256-326168,UDMR,UDMR
Tomesti,prim.tomesti@comser.ro,Hunedoara,0256-326168,Partidul Național Liberal,Partidul Național Liberal
Tomesti,primaria_comunei_tomesti@yahoo.co.uk,Iasi,0256-326168,Partidul Național Liberal,Partidul Național Liberal
Tomeşti,primaria.tomesti@yahoo.com,Harghita,0266-378118,UDMR,UDMR
Tomnatic,primar@primariatomnatic.ro,Timis,0256-374025,Partidul Social Democrat,Partidul Social Democrat
Tomşani,primariatomsani@yahoo.com,Prahova,0244-237000,Partidul Social Democrat,Partidul Social Democrat
Tomşani,primariatomsanivl@yahoo.com,Valcea,0250-863550,Partidul Național Liberal,Partidul Național Liberal
Topalu,tomafmcn@gmail.com,Constanta,0241-256002,Partidul Național Liberal,Partidul Național Liberal
Topleţ,office@toplet.info,Caras-Severin,0255-522409,Partidul Social Democrat,Partidul Social Democrat
Topliceni,topliceni01@yahoo.com,Buzau,0238-562116,Partidul Social Democrat,Partidul Social Democrat
Topliţa,primariatoplita@yahoo.com,Hunedoara,0254-735314,Partidul Social Democrat,Partidul Social Democrat
Topolog,primaria_topolog@yahoo.com,Tulcea,0240-568530,M. CIOBANU,Partidul Social Democrat
Topoloveni,primarie@topoloveni.cjarges.ro,Arges,0248-666259,Partidul Social Democrat,Partidul Social Democrat
Topolovăţu Mare,primariatopolovatumare@yahoo.com,Timis,0256-332037,Partidul Național Liberal,Partidul Național Liberal
Toporu,primariatoporu@gmail.com,Giurgiu,0246-236107,Partidul Național Liberal,Partidul Național Liberal
Topraisar,secretar@primaria-topraisar.ro,Constanta,0241-785238,Partidul Social Democrat,Partidul Social Democrat
Tormac,primaria@tormac.ro,Timis,0256-392801,Partidul Național Liberal,Partidul Național Liberal
Toteşti,primaria.totesti@yahoo.com,Hunedoara,0254-775640,Partidul Social Democrat,Partidul Social Democrat
Traian,comunatraian@yahoo.com,Bacau,0234-221042,Partidul Național Liberal,Partidul Național Liberal
Traian,primariatraianbr@yahoo.com,Braila,0239-613239,Partidul Social Democrat,Partidul Social Democrat
Traian,primariacomuneitraian@yahoo.com,Ialomita,0243-244020,Partidul Național Liberal,Partidul Național Liberal
Traian,traianprimaria@yahoo.com,Olt,0249-543301,Partidul Național Liberal,Partidul Național Liberal
Traian,primariatraiantr@yahoo.com,Teleorman,0247-420613,Partidul Social Democrat,Partidul Social Democrat
Traian Vuia,comunatraianvuia@yahoo.com,Timis,0256-324479,Partidul Social Democrat,Partidul Social Democrat
Treznea,primarie_treznea@samtv.ro,Salaj,0260-658044,Partidul Social Democrat,Partidul Social Democrat
Trifeşti,primaria_trifesti@yahoo.com,Iasi,0232-298033,Partidul Național Liberal,Partidul Național Liberal
Trifeşti,primaria@primariatrifesti.ro,Neamt,0233-745547,Partidul Național Liberal,Partidul Național Liberal
Tritenii De Jos,primaria.triteniidejos@yahoo.com,Cluj,0264-285998,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,Partidul Național Liberal
Trivalea-Moşteni,primariatrivalea_mosteni@yahoo.com,Teleorman,0247-708009,Partidul Social Democrat,Partidul Social Democrat
Troianul,troianul_tr@yahoo.com,Teleorman,0247-328003,Partidul Social Democrat,Partidul Social Democrat
Truşeşti,primaria_trusesti@yahoo.com,Botosani,0231-570207,Alianța pentru Unirea Românilor,Alianța pentru Unirea Românilor
Tudor Vladimirescu,tudor_vladimirescu@portal-braila.ro,Braila,0239-613284,Partidul Social Democrat,Partidul Social Democrat
Tudor Vladimirescu,primaria.tvladimirescu@ambasador-tv.ro,Galati,0236-828603,Alianța pentru Unirea Românilor,Alianța pentru Unirea Românilor
Tudora,primariatudora@yahoo.com,Botosani,0231-589110,Partidul Social Democrat,Partidul Social Democrat
Tufeni,primariatufeni@gmail.com,Olt,0249-483355,Partidul Social Democrat,Partidul Social Democrat
Tufeşti,primariatufesti@gmail.com,Braila,0239-665330,Partidul Social Democrat,Partidul Social Democrat
Tulca,primaria.tulca@cjbihor.ro,Bihor,0259-314894,Partidul Social Democrat,Partidul Social Democrat
Tulcea,primtl@tim.ro,Tulcea,0240-511440,Partidul Național Liberal,Partidul Social Democrat
Tulcea,eventhi@yahoo.com,Tulcea,0240-511440,Partidul Național Liberal,Partidul Social Democrat
Tulgheş,primaria_tulghes@yahoo.com,Harghita,0266-338107,Partidul Social Democrat,Partidul Social Democrat
Tulnici,primarie_tulnici@yahoo.com,Vrancea,0237-265312,Partidul Național Liberal,Partidul Național Liberal
Tuluceşti,tulucesti@yahoo.com,Galati,0236-345007,Partidul Social Democrat,Partidul Social Democrat
Tunari,contact@primaria-tunari.ro,Ilfov,021-2675310,Partidul Social Democrat,Partidul Social Democrat
Tupilaţi,tupilatiprimaria@yahoo.com,Neamt,0233-782001,Partidul Social Democrat,Partidul Social Democrat
Turburea,primaria_turburea@yahoo.com,Gorj,0253-472383,Partidul Social Democrat,Partidul Social Democrat
Turceni,mciobanu75@yahoo.com,Gorj,0253-335024,Partidul Național Liberal,Partidul Național Liberal
Turcineşti,office@turcinesti.ro,Gorj,0253-226549,Partidul Național Liberal,Partidul Social Democrat
Turcoaia,primariaturcoaiatl@yahoo.com,Tulcea,0240-574545,Partidul Național Liberal,Partidul Național Liberal
Turda,primaria@primariaturda.ro,Cluj,0264-313160,Partidul Național Liberal,Alianța pentru Unirea Românilor
Turdaş,primariaturdas@yahoo.com,Hunedoara,0254-244710,Partidul Social Democrat,Partidul Social Democrat
Tureni,primariatureni@yahoo.com,Cluj,0264-310009,Partidul Național Liberal,Partidul Național Liberal
Turnu Măgurele,primariatm@yahoo.com,Teleorman,0247-416451,Partidul Social Democrat,Partidul Social Democrat
Turnu Roşu,primariaturnurosu@yahoo.com,Sibiu,0269-527888,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Turnu Ruieni,primariaturnuruieni@gmail.com,Caras-Severin,0255-510221,Partidul Național Liberal,Partidul Național Liberal
Turulung,primtur@yahoo.com,Satu Mare,0261-836340,Forumul Democrat al Germanilor din România,Forumul Democrat al Germanilor din România
Turţ,primariaturt@yahoo.com,Satu Mare,0261-834672,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,Partidul Național Liberal
Tutova,primariatutova@yahoo.com,Vaslui,0235-428136,Partidul Social Democrat,Partidul Social Democrat
Tuzla,urbanism_tuzla@yahoo.co.uk,Constanta,0241-747564,Partidul Social Democrat,Partidul Social Democrat
Tuşnad,primariatusnad@freemail.hu,Harghita,0266-334235,UDMR,UDMR
Tâmboeşti,primaria_timboesti@yahoo.com,Vrancea,0237-256105,Partidul Național Liberal,Partidul Național Liberal
Tâmna,cltimna@sejmh.ro,Mehedinti,0252-375001,Partidul Social Democrat,Partidul Social Democrat
Târgovişte,primarulmunicipiuluitargoviste@pmtgv.ro,Dambovita,0245-611222,Partidul Social Democrat,Partidul Social Democrat
Târgu Bujor,primariatgbujor@yahoo.com,Galati,0236-340339,Partidul Social Democrat,Partidul Social Democrat
Târgu Cărbuneşti,office@primariacarbunesti.ro,Gorj,0253-378603,Partidul Social Democrat,Partidul Social Democrat
Târgu Frumos,atps1@primariatg-frumos.ro,Iasi,0232-710906,Partidul Național Liberal,Partidul Național Liberal
Târgu Jiu,primaria.targujiu@xnet.ro,Gorj,0253-212299,Partidul Social Democrat,Partidul Social Democrat
Târgu Lăpuş,primaria_tgl@yahoo.com,Maramures,0262-384465,Partidul Național Liberal,Partidul Național Liberal
Târgu Mureş,tgmures@cjmures.ro,Mures,0265-268330,Z. SOÓS,UDMR
Târgu Neamţ,relatiipublice@primariatgneamt.ro,Neamt,0233-790305,,
Târgu Trotuş,primariatg.trotus@yahoo.com,Bacau,0234-347002,Partidul Social Democrat,Partidul Social Democrat
Târguşor,primarie_tirgusor@yahoo.com,Constanta,0241-874577,Partidul Social Democrat,Partidul Social Democrat
Târgşoru Vechi,targsorulvechi@prefecturaprahova.ro,Prahova,0244-482291,Partidul Social Democrat,Partidul Social Democrat
Târlişua,primaria_tirlisua@yahoo.com,Bistrita-Nasaud,0263-352193,Partidul Social Democrat,Partidul Social Democrat
Târnava,primariatirnava@yahoo.com,Sibiu,0269-806775,Partidul Național Liberal,Partidul Național Liberal
Târnova,primariatirnova@yahoo.com,Arad,0257-370101,Partidul Social Democrat,Partidul Social Democrat
Târnova,primar@primariatirnovacs.ro,Caras-Severin,0255-234704,Partidul Național Liberal,Partidul Național Liberal
Târnăveni,tirnaveni@cjmures.ro,Mures,0265-443400,Partidul Național Liberal,Partidul Național Liberal
Târşolţ,secretar@primariatirsolt.ro,Satu Mare,0261-833820,Partidul Național Liberal,Partidul Național Liberal
Tăcuta,primariatacuta@yahoo.com,Vaslui,0235-349164,Alianța pentru Unirea Românilor,Alianța pentru Unirea Românilor
Tălmaciu,primaria.talmaciu@sibiustslink.ro,Sibiu,0269-555401,Partidul Național Liberal,Partidul Național Liberal
Tălpaş,talpas@cjdolj.ro,Dolj,0251-452487,Partidul Social Democrat,Partidul Social Democrat
Tămădău Mare,primariatamadau@yahoo.com,Calarasi,0242-643309,Partidul Social Democrat,Partidul Social Democrat
Tămăşeni,primariatamaseni@yahoo.com,Neamt,0233-749494,Partidul Național Liberal,Partidul Național Liberal
Tănăsoaia,primariatanasoaia@vrancea.info,Vrancea,0237-270101,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Tărcaia,primaria.tarcaia@cjbihor.ro,Bihor,0259-321957,Partidul Social Democrat,Partidul Social Democrat
Tărlungeni,primaria_tarlungeni@yahoo.com,Brasov,0268-365713,Partidul Național Liberal,Partidul Național Liberal
Tărtăşeşti,primaria_tartasesti@yahoo.com,Dambovita,0245-261261,Partidul Social Democrat,Partidul Social Democrat
Tătaru,primariatataru@yahoo.com,Prahova,0909277375,Partidul Social Democrat,Partidul Social Democrat
Tătuleşti,primariatatulesti@yahoo.com,Olt,0249-467601,Partidul Social Democrat,Partidul Social Democrat
Tătărani,primariatatarani@yahoo.com,Dambovita,0245-238209,Partidul Social Democrat,Partidul Social Democrat
Tătăranu,primariatataranu@yahoo.com,Vrancea,0237-248332,Partidul Social Democrat,Partidul Social Democrat
Tătăruşi,primaria_tatarusi@yahoo.com,Iasi,0232-722828,Partidul Social Democrat,Partidul Social Democrat
Tătărăni,primaria_tatarani@yahoo.com,Vaslui,0235-484110,Partidul Social Democrat,Partidul Social Democrat
Tătărăşti,primariatatarasti@yahoo.com,Bacau,0234-286510,Partidul Social Democrat,Partidul Social Democrat
Tătărăştii De Jos,romcatharin@yahoo.com,Teleorman,0247-337703,Partidul Social Democrat,Partidul Social Democrat
Tătărăştii De Sus,primariatatarastiidesus@yahoo.com,Teleorman,0247-337868,Partidul Național Liberal,Partidul Național Liberal
Tăureni,taureni@cjmures.ro,Mures,0265-433712,Partidul Social Democrat,Partidul Social Democrat
Tăuteu,primariatauteu@yahoo.com,Bihor,0259-354825,UDMR,UDMR
Tășnad,office@primariatasnad.ro,Satu Mare,0261-825701,ALIANȚA ELECTORALĂ PSD PNL,ALIANȚA ELECTORALĂ PSD PNL
Ucea,primaria_ucea@yahoo.com,Brasov,0268-247150,Partidul Social Democrat,Partidul Social Democrat
Uda,primaria_uda@yahoo.com,Arges,0248-243021,Partidul Social Democrat,Partidul Social Democrat
Uda-Clocociov,udaclocociov@yahoo.com,Teleorman,,Partidul Social Democrat,Partidul Social Democrat
Udeşti,secretar_primariaudesti@yahoo.com,Suceava,0230-538002,Partidul Social Democrat,Partidul Social Democrat
Uileacu De Beiuş,primaria.uileacudebeius@cjbihor.ro,Bihor,0259-324077,Partidul Social Democrat,Partidul Național Liberal
Uivar,primaria_uivar@yahoo.com,Timis,0256-366501,Partidul Social Democrat,Partidul Social Democrat
Ulieş,comunaulies@yahoo.com,Harghita,0266-222001,UDMR,UDMR
Ulieşti,primaria_uliesti@yahoo.com,Dambovita,0245-724519,Partidul Național Liberal,Partidul Național Liberal
Ulma,primariaulma@yahoo.com,Suceava,0230-574942,Partidul Social Democrat,Partidul Social Democrat
Ulmeni,primariaulmeni_buzau@yahoo.com,Buzau,0238-513076,Partidul Național Liberal,Partidul Național Liberal
Ulmeni,primaria_ulmeni@yahoo.com,Calarasi,0242-523554,Partidul Social Democrat,Partidul Social Democrat
