name,email,county,phone
Halmeu,primariahalmeu@yahoo.com,Satu Mare,0261-773673
Halmăşd,primariahalmasd@yahoo.com,Salaj,0260-623001
Hamcearca,primariahamcearca@yahoo.com,Tulcea,0374-001402
Hangu,primariahangu@yahoo.com,Neamt,0233-257524
Havârna,havarnabotosani@yahoo.com,Botosani,0231-629103
Haţeg,primaria.hateg@yahoo.com,Hunedoara,0354-808120
Helegiu,primariahelegiu@yahoo.com,Bacau,0234-333050
Heleşteni,primariahelesteni@yahoo.com,Iasi,0232-716770
Hemeiuş,contact@primariahemeius.ro,Bacau,0234-217510
Hereclean,primariahereclean@yahoo.com,Salaj,0260-629480
Herăşti,primaria_herasti@yahoo.com,Giurgiu,0246-253495
Hida,primarie_hida@samtv.ro,Salaj,0260-628301
Hidişelu De Sus,primaria.hidiseludesus@cjbihor.ro,Bihor,0259-335855
Hilişeu-Horia,primariahiliseu@yahoo.com,Botosani,0231-621052
Hinova,clhinova@sejmh.ro,Mehedinti,0252-354288
Hlipiceni,primaria.hlipiceni@yahoo.com,Botosani,0231-574150
Hoceni,hoceniprimaria@yahoo.com,Vaslui,0235-485483
Hodac,hodac@cjmures.ro,Mures,0265-538601
Hodod,secretarhodod@yahoo.com,Satu Mare,0261-829001
Hodoşa,hodosa@cjmures.ro,Mures,0265-349112
Hoghilag,secretar_hoghilag@yahoo.com,Sibiu,0269-866801
Hoghiz,primariahoghiz@yahoo.com,Brasov,0268-286226
Holbav,primaria_holbav@yahoo.com,Brasov,0268-483670
Holboca,primariaholboca@yahoo.com,Iasi,0232-298499
Holod,primaria.holod@cjbihor.ro,Bihor,0259-311766
Homocea,primariahomocea@yahoo.com,Vrancea,0237-271109
Homoroade,secretar@primariahomoroade.ro,Satu Mare,
Homorod,primariahomorod@yahoo.com,Brasov,0268-286542
Hopârta,primaria_hoparta@yahoo.com,Alba,0258-875713
Horea,primariahorea@yahoo.com,Alba,0258-767008
Horezu,primaria@orasul-horezu.ro,Valcea,0250-860190
Horgeşti,primaria.horgesti@yahoo.com,Bacau,0234-226002
Horia,primariahoriact@yahoo.com,Constanta,0241-257750
Horia,primariahoria@yahoo.com,Neamt,0233-747304
Horia,horiaprimaria@yahoo.com,Tulcea,0240-576006
Horleşti,primariahorlesti@yahoo.com,Iasi,0232-413200
Horoatu Crasnei,primaria_horoat@yahoo.com,Salaj,0260-637460
Horodnic De Jos,primaria_horodnicdejos@yahoo.com,Suceava,0230-415110
Horodnic De Sus,horodnicdesus@yahoo.com,Suceava,0230-415311
Horodniceni,primariahorodniceni@yahoo.com,Suceava,0230-545736
Hudeşti,primariahudesti@yahoo.com,Botosani,0231-623102
Huedin,secretariat@primariahuedin.ro,Cluj,0264-351548
Hulubeşti,primaria.hulubesti@yahoo.com,Dambovita,0245-730740
Hunedoara,primar@mail.primariahd.ro,Hunedoara,0254-716322
Hurezani,primar@primariahurezani.ro,Gorj,0253-231107
Huruieşti,primariahuruiesti@yahoo.com,Bacau,0234-286004
Husasău De Tinca,primaria.husasaudetinca@cjbihor.ro,Bihor,0259-312858
Husnicioara,clhusnicioara@sejmh.ro,Mehedinti,0252-342881
Huşi,primar@primariahusi.ro,Vaslui,0235-480009
Hârlău,primariahirlau@yahoo.com,Iasi,0232-720412
Hârseni,comunaharseni@yahoo.com,Brasov,0268-247800
Hârtieşti,hepenetgabi@yahoo.com,Arges,0248-297050
Hârtop,primariahartop@yahoo.com,Suceava,0230-545111
Hârşeşti,prim_hirsesti@yahoo.com,Arges,0248-677374
Hârşova,secretariat@primaria-harsova.ro,Constanta,0241-870301
Hăghig,juridic@primariahaghig.ro,Covasna,0267-366904
Hălchiu,uat_comuna_halchiu@yahoo.com,Brasov,0268-481174
Hălmagiu,primariahalmagiu@yahoo.com,Arad,0257-319011
Hălmăgel,primariahalmagel@artelecom.net,Arad,0257-319621
Hăneşti,primaria.hanesti@gmail.com,Botosani,0231-549102
Hănţeşti,primaria_hantesti@yahoo.com,Suceava,0230-569081
Hărman,harman@brasovia.ro,Brasov,0268-367523
Hărmăneşti,primaria_harmanesti@yahoo.com,Iasi,
Hărău,primarharau@yahoo.com,Hunedoara,0254-233201
Hăşmaş,primariahasmas@gmail.com,Arad,0257-321777
I. L. Caragiale,primariacaragiale@gmail.com,Dambovita,
I.C.Bratianu,primaria_icbratianu@yahoo.com,Tulcea,
Iablaniţa,primariaiablanita@yahoo.com,Caras-Severin,0255-563443
Iacobeni,iacobeniprimaria@yahoo.com,Sibiu,0269-513750
Iacobeni,primariaiacobeni@yahoo.com,Suceava,0230-577128
Iana,primaria_iana@yahoo.com,Vaslui,0235-436215
Ianca,primaria.ianca@yahoo.com,Braila,0239-668877
Ianca,c_ianca@yahoo.com,Olt,0249-537005
Iancu Jianu,primariaiancujianu@yahoo.com,Olt,0249-456011
Iaslovăţ,primaria_iaslovat@yahoo.com,Suceava,0230-418219
Ibanesti,ibanesti@cjmures.ro,Mures,0235-429309
Ibăneşti,consiliulibanesti@yahoo.com,Botosani,0231-619755
Ibăneşti,primaria_ibanesti_vs@yahoo.com,Vaslui,0235-429309
Iclod,primaria.iclod@yahoo.com,Cluj,0264-263218
Iclănzel,iclanzel@cjmures.ro,Mures,0265-715301
Icoana,primaria_icoana_olt@yahoo.com,Olt,0249-483021
Icuseşti,primaria@comunaicusesti.ro,Neamt,0233-762512
Ideciu De Jos,ideciu@cjmures.ro,Mures,0265-716312
Iecea Mare,primaria_ieceamare@yahoo.com,Timis,0256-365713
Iedera,primaria.iedera@yahoo.com,Dambovita,0245-662018
Iernut,iernut@cjmures.ro,Mures,0265-471410
Ieud,primardavid@yahoo.com,Maramures,0262-336010
Ighiu,primariaighiu@yahoo.com,Alba,0258-844103
Igneşti,primaria.ignesti@yahoo.com,Arad,0257-315501
Ileana,primariaileana@yahoo.com,Calarasi,0242-646045
Ilia,primaria.ilia@yahoo.com,Hunedoara,0254-282716
Ilieni,ilieni@cosys.ro,Covasna,0267-347614
Ilişeşti,primaria_ilisesti@yahoo.com,Suceava,0230-521248
Iloviţa,conslocalilovita@artelecom.net,Mehedinti,0252-216451
Ilovăţ,clilovat@sejmh.ro,Mehedinti,0252-384601
Ilva Mare,primaria.ilvam@yahoo.com,Bistrita-Nasaud,0263-376026
Ilva Mică,primariailvamica@personal.ro,Bistrita-Nasaud,0263-373554
Independenţa,primariaindependenta@yahoo.com,Constanta,0241-857860
Independenţa,primarindependenta@yahoo.com,Calarasi,0242-535353
Independenţa,cl_independenta_gl@yahoo.com,Galati,0236-826900
Ineu,primariaineu@yahoo.com,Arad,0257-511550
Ion Corvin,primariaioncorvin@yahoo.com,Constanta,0241-856200
Ion Creangă,primariaioncreanga@clicknet.ro,Neamt,0233-780013
Ion Neculce,primaria_ionneculce2000@yahoo.com,Iasi,0232-710880
Ion Roată,primaria_ionroata@yahoo.com,Ialomita,0243-269300
Ioneşti,primaria_ionesti_vl@yahoo.com,Gorj,0253-288505
Iordăcheanu,prim_iordacheanu@yahoo.com,Prahova,0244-440149
Ip,primipsj@yahoo.com,Salaj,0260-671503
Ipatele,ipateleprimaria@yahoo.com,Iasi,0232-228855
Ipoteşti,primariaipotesti@judetulolt.ro,Olt,0788-985465
Ipoteşti,primipotesti@yahoo.com,Suceava,0230-525501
Iratoşu,primaria_iratosu@yahoo.com,Arad,0257-454101
Isaccea,secretar@isaccea.ro,Tulcea,0240-540112
Islaz,primariaislaz@yahoo.com,Teleorman,0247-420206
Istria,secretar.istria@gmail.com,Constanta,0241-522581
Isverna,clisverna@sejmh.ro,Mehedinti,0252-388151
Isvoarele,primariaisvoarele@yahoo.com,Giurgiu,0371-017335
Iteşti,primariaitesti@gmail.com,Bacau,0234-228806
Iveşti,primaria.ivesti@galati.astral.ro,Galati,0236-866004
Iveşti,primaria_ivesti@yahoo.com,Vaslui,0235-428586
Ivăneşti,ivanesti_vs@yahoo.com,Vaslui,0235-340506
Izbiceni,primaria_izbiceni@yahoo.com,Olt,0249-535002
Izvoare,izvoare@cjdolj.ro,Dolj,0251-366681
Izvoarele,primariaizvoarele@yahoo.com,Giurgiu,0246-248104
Izvoarele,consiliul_local_izvoarele@yahoo.com,Olt,0249-486048
Izvoarele,izvoarele@prefecturaprahova.ro,Prahova,0244-292384
Izvoarele,primaria_izvoarele@yahoo.com,Teleorman,0247-333838
Izvoarele,primariaizvoareletl@yahoo.com,Tulcea,0240-548794
Izvoarele Sucevei,primariaizsv1@yahoo.com,Suceava,0230-575990
Izvoru,primaria_izvoru@yahoo.com,Arges,0248-695020
Izvoru Berheciului,secretar@comunaizvoruberheciului.ro,Bacau,0234-223502
Izvoru Bârzii,clizvorul@sejmh.ro,Mehedinti,0252-707443
Izvoru Crişului,izvorucrisului@hotmail.com,Cluj,0264-257140
Işalniţa,isalnita@cjdolj.ro,Dolj,0251-448635
Jamu Mare,primariajamumare@gmail.com,Timis,0256-235101
Jariştea,primaria_jaristea@yahoo.com,Vrancea,0237-679111
Jebel,primaria.jebel@cjtimis.ro,Timis,0256-394500
Jegălia,primariajegalia@yahoo.com,Calarasi,0242-342021
Jiana,cljiana@sejmh.ro,Mehedinti,0252-358845
Jibert,primaria_comunajibert@yahoo.com,Brasov,0268-285585
Jibou,primaria_jibou@yahoo.com,Salaj,0260-644558
Jichişu De Jos,primariajichis@yahoo.com,Cluj,0264-212480
Jidvei,primariajidvei@yahoo.com,Alba,0258-881270
Jijila,prmrjijila@yahoo.com,Tulcea,0240-550002
Jilava,primaria_jilava@yahoo.com,Ilfov,021-4570115
Jilavele,jilavele@yahoo.com,Ialomita,0243-288001
Jimbolia,secretariat@jimbolia.ro,Timis,0256-360770
Jina,primariajina@yahoo.com,Sibiu,0269-532101
Jirlău,uat.jirlau@yahoo.com,Braila,0239-667206
Jitia,primarie@jitia.infoprimarie.ro,Vrancea,0237-641908
Joiţa,primariajoita@yahoo.com,Giurgiu,0246-252250
Jorăşti,primaria_jorasti@yahoo.com,Galati,0236-331600
Joseni,primjoseni@yahoo.com,Harghita,0266-354003
Josenii Bârgăului,primariajoseniib@yahoo.com,Bistrita-Nasaud,0263-265360
Jucu,office@primariajucu.ro,Cluj,
Jugureni,jugureni@europrahova.ro,Prahova,0244-891903
Jupanesti,primariajupinesti@yahoo.com,Gorj,0253-230697
Jurilovca,primariajurilovca@yahoo.com,Tulcea,0240-563797
Laloşu,primarialalosu@yahoo.com,Valcea,0250-769341
Lapoş,primaria.lapos@yahoo.com,Prahova,0244-444654
Largu,primaria_largu@yahoo.com,Buzau,0238-757865
Laslea,primarialaslea@yahoo.com,Sibiu,0269-516253
Laza,primarialaza@yahoo.com,Vaslui,0235-346674
Lazuri,primaria@lazuri.ro,Satu Mare,0261-753248
Lazuri De Beiuş,primaria.lazuridebeius@cjbihor.ro,Bihor,0259-329132
Lechinţa,primaria.lechinta@yahoo.com,Bistrita-Nasaud,0263-274433
Lehliu,lehliusat@yahoo.com,Calarasi,0242-645165
Lelese,contact@primarialelese.ro,Hunedoara,0254-735402
Leleşti,primaria.lelesti@yahoo.com,Gorj,0253-278484
Leliceni,cons.leliceni@freemail.hu,Harghita,0266-310583
Lemnia,primarialemnia@yahoo.com,Covasna,0267-369182
Lenauheim,lenauheim@mail.dnttm.ro,Timis,0256-360428
Leorda,primarialeorda@yahoo.com,Botosani,0231-551125
Leordeni,primarieleordeni@yahoo.com,Arges,0248-653101
Leordina,primaria_leordina@yahoo.com,Maramures,0262-364414
Lereşti,primarie@leresti.cjarges.ro,Arges,0248-549201
Letca,primarialetca@yahoo.com,Salaj,0260-634643
Letca Nouă,letcanouaprimaria@yahoo.com,Giurgiu,0246-260015
Letea Veche,primarialeteaveche@yahoo.com,Bacau,0234-213474
Leu,leu@cjdolj.ro,Dolj,0251-373259
Leşu,primarialesu@yahoo.com,Bistrita-Nasaud,0263-375093
Leţcani,primarialetcani@yahoo.co.uk,Iasi,0232-296770
Licurici,primarialicurici@yahoo.com,Gorj,0253-231647
Liebling,contact@primarialiebling.ro,Timis,0256-396501
Liebling,primaria_liebling@yahoo.com,Timis,0256-396501
Lieşti,primarialiesti@gmail.com,Galati,0236-821020
Limanu,secretar@primarialimanu.ro,Constanta,0241-858204
Lipova,primarialipovabc@gmail.com,Arad,0257-561133
Lipovu,lipovu@cjdolj.ro,Dolj,0251-359206
Lipovăţ,primarialipovat@yahoo.co.uk,Vaslui,0235-345740
Lipăneşti,lipanesti@prefecturaprahova.ro,Prahova,0244-215217
Lisa,primar@primaria-lisa.ro,Brasov,0268-246795
Lisa,lissa_tr@yahoo.com,Teleorman,0247-360703
Liteni,litenisv@rdslink.ro,Suceava,0230-538262
Livada,primarialivadasm@yahoo.com,Arad,0257-381055
Livezeni,livezeni@cjmures.ro,Mures,0265-243303
Livezi,primarialivezi@yahoo.com,Bacau,0234-332009
Livezi,consiliullivezi@yahoo.com,Bacau,0250-867008
Livezile,primarialivezile@yahoo.com,Alba,0258-868120
Livezile,primaria@primarialivezile.ro,Alba,0256-415933
Livezile,primaria_livezile@yahoo.com,Bistrita-Nasaud,0256-415933
Livezile,cllivezile@sejmh.ro,Mehedinti,0256-415933
Loamneş,primarialoamnes@yahoo.com,Sibiu,0269-537179
Logreşti,primaria_com.logresti@yahoo.com,Gorj,0253-284027
Lopadea Nouă,primaria.lopadeanoua@yahoo.com,Alba,0258-875245
Lopătari,com_lopatari@yahoo.com,Buzau,0238-704064
Lovrin,primarialovrin@yahoo.com,Timis,0256-381002
Lozna,primaria_lozna@yahoo.com,Botosani,0231-626280
Lucieni,primaria_lucieni@yahoo.com,Dambovita,0245-242530
Luciu,primaria_luciu@yahoo.com,Buzau,0238-539301
Ludeşti,primarialudesti@gmail.com,Dambovita,0345-527186
Ludoş,primarialudos@yahoo.com,Sibiu,0269-589101
Luduş,ludus@cjmures.ro,Mures,0265-411716
Lueta,loveteiph@yahoo.com,Harghita,0266-220729
Lugaşu De Jos,primaria.lugasudejos@cjbihor.ro,Bihor,0259-346336
Lugoj,contact@primarialugoj.ro,Timis,0256-351441
Luica,primaria.luica@yahoo.com,Calarasi,0242-527021
Luizi-Călugăra,primarialuizicalugara@yahoo.com,Bacau,0234-218011
Lumina,contact@primaria-lumina.ro,Constanta,0241-251744
Luna,primaria_luna@yahoo.com,Cluj,0264-368236
Lunca,primarialunca@yahoo.com,Bihor,0259-332540
Lunca,office@primarialunca.ro,Botosani,0231-573811
Lunca,lunca@cjmures.ro,Mures,0265-542812
Lunca,primaria_lu@yahoo.com,Teleorman,0247-358362
Lunca Banului,primarialuncabanului@yahoo.com,Vaslui,0235-483516
Lunca Bradului,lb@cjmures.ro,Mures,0265-558112
Lunca Cernii De Jos,lunca_cernii@rds.ro,Hunedoara,0378-601316
Lunca Corbului,primaria_lunca_corbului@yahoo.com,Arges,0248-688501
Lunca De Jos,primarialunca@gmail.com,Harghita,0266-339610
Lunca De Sus,primaria@gyimesfelsolok.ro,Harghita,0266-339101
Lunca Ilvei,primaria.luncailvei@yahoo.com,Bistrita-Nasaud,0263-378151
Lunca Mureşului,primar@primariacomuneiluncamuresului.ro,Alba,0258-878121
Luncaviţa,primaria_luncavita@yahoo.com,Caras-Severin,0255-261101
Luncaviţa,primarialuncavita@yahoo.com,Tulcea,0240-541201
Luncoiu De Jos,primarialuncoiudejos@yahoo.com,Hunedoara,0254-684610
Lungani,primaria_lungani@yahoo.com,Iasi,0232-322975
Lungeşti,primar_lungesti@yahoo.com,Valcea,0250-830502
Lunguleţu,lunguletu_primaria@yahoo.com,Dambovita,0245-717502
Lupac,lupacprimarie@personal.ro,Caras-Severin,0255-233715
Lupeni,luprim@electronnet.ro,Harghita,0266-248212
Lupeni,primaria@e-lupeni.ro,Hunedoara,0254-560504
Lupşa,primaria_lupsa@yahoo.com,Alba,0258-769225
Lupşanu,primaria.lupsanu@yahoo.com,Calarasi,0242-646412
Lăcusteni,primarialacusteni@yahoo.com,Valcea,0250-840815
Lădeşti,pladesti@yahoo.com,Valcea,0250-764524
Lăpugiu De Jos,primar@primarialapugiudejos.ro,Hunedoara,0254-281782
Lăpuş,primarialapus@personal.ro,Maramures,0262-381566
Lăpuşata,primarialapusata@yahoo.com,Valcea,0250-868988
Lăpuşnicel,primarialapusnicel_cs@yahoo.com,Caras-Severin,0724-360455
Lăpuşnicu Mare,primaria_lapusnicu_mare@yahoo.com,Caras-Severin,0255-244005
Lăzarea,primaria.lazarea@yahoo.com,Harghita,0266-352728
Lăzăreni,primaria.lazareni@cjbihor.ro,Bihor,0259-357607
Macea,primaria.macea@gmail.com,Arad,0257-536045
Maglavit,maglavit@cjdolj.ro,Dolj,0251-328733
Mahmudia,primaria@mahmudia.ro,Tulcea,0240-545543
Maia,primariamaia@yahoo.com,Ialomita,
Maieru,primariamaieru@personal.ro,Bistrita-Nasaud,0263-372892
Malaia,primariamalaia@yahoo.com,Valcea,0250-866870
Maliuc,primaria.maliuc@yahoo.com,Tulcea,0240-546543
Malnaş,malnas2004@yahoo.com,Covasna,0267-353800
Malovăţ,clmalovat@sejmh.ro,Mehedinti,0252-707211
Malu,clmalugr@yahoo.com,Giurgiu,0246-241106
Malu Cu Flori,primaria.malu@yahoo.com,Dambovita,0245-670114
Malu Mare,malu_mare@cjdolj.ro,Dolj,0251-446145
Manasia,primmanasia@gmail.com,Ialomita,0243-255681
Mangalia,primarie@mangalia.ro,Constanta,0241-751011
Manoleasa,primaria_manoleasa@yahoo.com,Botosani,0231-560101
Marca,primariamarca@yahoo.com,Salaj,0260-679663
Marga,primaria.marga@gmail.com,Caras-Severin,0255-524401
Marghita,primaria@marghita.ro,Bihor,0259-362001
Margina,primaria_margin@yahoo.com,Timis,0256-326000
Marginea,margineaprimaria@yahoo.com,Suceava,0230-416203
Marpod,clmarpod@yahoo.com,Sibiu,0269-584111
Martineşti,primaria@martinesti.ro,Hunedoara,0254-246310
Masloc,primaria_masloc@yahoo.com,Timis,0256-231205
Matca,primariamatca@yahoo.com,Galati,0236-860004
Mateeşti,primaria.mateesti@yahoo.com,Valcea,0250-869601
Matei,primariamatei@yahoo.com,Bistrita-Nasaud,0263-275144
Mavrodin,primaria_mavrodin@yahoo.com,Teleorman,0247-330802
Medgidia,primaria_medgidia@yahoo.com,Constanta,0241-812300
Mediaş,adinarosca@primariamedias.ro,Sibiu,0269-803803
Medieşu Aurit,primariamediesuaurit@gmail.com,Satu Mare,0261-842530
Mehadia,primar@primariamehadia.ro,Caras-Severin,0255-523121
Mehadica,ghimboasa@yahoo.com,Caras-Severin,0255-563339
Melineşti,melinesti@cjdolj.ro,Dolj,0251-440042
Mera,contact@mera.primarievn.ro,Vrancea,0237-631066
Merei,primariamerei@artelecom.net,Buzau,0238-559159
Mereni,primaria.mereni@yahoo.com,Constanta,0241-859203
Mereni,jancso2002@yahoo.com,Covasna,0267-369971
Mereni,primaria.mereni@gmail.com,Teleorman,0247-450608
Merghindeal,primariamerghindeal@yahoo.com,Sibiu,0269-517501
Merişani,primarie@merisani.cjarges.ro,Arges,0248-763201
Meseşenii De Jos,meseseni@gmail.com,Salaj,0260-663308
Meteş,primariacomuneimetes@yahoo.com,Alba,0258-849003
Mica,integrare_mica@.yahoo.com,Cluj,0264-226100
Mica,integrare_mica@yahoo.com,Cluj,0265-454150
Mica,mica@cjmures.ro,Mures,0265-454150
Micasasa,pmicasasa@yahoo.com,Sibiu,0269-514302
Miceşti,primaria.micesti@yahoo.com,Arges,0248-234002
Miceştii De Câmpie,micestiidecampie@yahoo.com,Bistrita-Nasaud,0263-356551
Micfalău,primariamicfalau@yahoo.com,Covasna,0267-344465
Micula,primariamicula@yahoo.com,Satu Mare,0261-828601
Micăsasa,prmicasasa@yahoo.com,Sibiu,0269-514302
Miercurea Ciuc,primaria@miercureaciuc.ro,Harghita,0266-315120
Miercurea Nirajului,mniraj@cjmures.ro,Mures,0265-576004
Miercurea Sibiului,primsb@yahoo.com,Sibiu,0269-533102
Mihai Bravu,clmihaibravu@yahoo.com,Giurgiu,0246-286115
Mihai Bravu,primaria_mihaibravu@yahoo.com,Tulcea,0372-789288
Mihai Eminescu,primaria_me@yahoo.com,Botosani,
Mihai Viteazu,primariamihaiviteazu@yahoo.com,Cluj,0264-329101
Mihai Viteazu,primaria_mv@hotmail.com,Constanta,0241-767130
Mihail Kogălniceanu,primaria_m_k_cta@yahoo.com,Constanta,0241-258156
Mihail Kogălniceanu,primariakogalniceanu@yahoo.com,Ialomita,0243-272058
Mihail Kogălniceanu,prkogalniceanu@yahoo.com,Tulcea,0240-563001
Mihaileni,primariamihailenibt@yahoo.com,Botosani,0269-254522
Mihaileni,primmihaileni@freemail.hu,Harghita,0269-254522
Mihaileni,primariamihailenisb@yahoo.com,Sibiu,0269-254522
Mihalţ,pmihalt@yahoo.com,Alba,0258-718101
Miheşu De Câmpie,mihesu@cjmures.ro,Mures,0265-420312
Mihăeşti,primariamihaesti@yahoo.com,Arges,0248-560002
Mihăeşti,primariamihaestiolt@yahoo.com,Olt,0249-488301
Mihăileni,primariamihaileni@yahoo.com,Botosani,0231-625103
Mihăileşti,primariamihailesti@yahoo.com,Buzau,0238-584005
Mihăileşti,primmiha_gr@yahoo.com,Giurgiu,0246-278004
Mihălăşeni,mihalaseniprimaria@yahoo.com,Botosani,0231-566108
Milaş,primaria_milas@yahoo.com,Bistrita-Nasaud,0263-354397
Milcoiu,primaria_milcoiu@yahoo.com,Valcea,0250-760189
Milcov,cmilcov@yahoo.com,Olt,0372-919969
Mileanca,primariamileanca@yahoo.com,Botosani,0231-624635
Milişăuţi,primaria.milisauti@gmail.com,Suceava,0230-418175
Miloşeşti,primaria_milosesti@yahoo.com,Ialomita,0243-245277
Mintiu Gherlii,starecivilamintiu@yahoo.com,Cluj,0264-241767
Mintiu Gherlii,primaria.mintiu.gherlii@personal.ro,Cluj,0264-241767
Mioarele,primarie@mioarele.cjarges.ro,Arges,0248-512474
Mioveni,primariamioveni@primariamioveni.ro,Arges,0348-455444
Mircea Voda,primaria.mirceavoda@yahoo.com,Braila,0239-669583
Mircea Vodă,primar@primaria-mirceavoda.ro,Constanta,0241-853099
Mirceşti,primariamircesti@yahoo.com,Iasi,0232-713250
Mireşu Mare,primariamm@yahoo.com,Maramures,0262-284205
Mironeasa,primaria_mironeasa@yahoo.com,Iasi,0232-228652
Miroslava,secretar@primariamiroslava.ro,Iasi,
Mirosloveşti,contactprimariamiroslovesti@yahoo.com,Iasi,0232-713535
Miroşi,primarie@mirosi.cjarges.ro,Arges,0248-694509
Mirăslău,primaria.miraslau@yahoo.com,Alba,0258-879001
Mirşid,primaria.mirsid@samtv.ro,Salaj,0260-663591
Mischii,mischii@cjdolj.ro,Dolj,0251-450194
Mitoc,mitoboto@yahoo.com,Botosani,0231-562020
Mitocu Dragomirnei,primaria_mitocudragomirnei@yahoo.com,Suceava,0230-533802
Mitreni,primariamitreni@yahoo.com,Calarasi,0242-525450
Mitrofani,primariamitrofani@yahoo.com,Valcea,0350-525230
Mizil,mizil@prefecturaprahova.ro,Prahova,0244-250027
Mişca,primaria_misca@yahoo.com,Arad,0257-354140
Moacşa,makpolghiv@hotmail.com,Covasna,0267-345721
Moara,primariamoara@yahoo.com,Suceava,0230-536025
Moara Vlăsiei,dumitru_eugenia66@yahoo.com,Ilfov,021-2672135
Mociu,comunamociujudetulcluj@yahoo.com,Cluj,0264-235212
Mociu,primar@primariamociu.ro,Cluj,0264-235212
Modelu,primaria_modelu@yahoo.com,Calarasi,0242-312553
Moftin,primariamoftin@yahoo.com,Satu Mare,
Mogosesti-Siret,mogosesti_siret@yahoo.com,Iasi,
Mogoş,primariamogos@yahoo.com,Alba,0258-855530
Mogoşani,prmogosani@yahoo.com,Dambovita,0730-072328
Mogoşeşti,mogosestiprimaria@yahoo.com,Iasi,0232-294411
Mogoşoaia,office@mogosoaia.ro,Ilfov,021-3516692
Moieciu,primar@primariamoieciu.ro,Brasov,0368-446458
Moineşti,consiliulocal@moinesti.ro,Bacau,0234-363680
Moisei,moiseiprimaria@yahoo.com,Maramures,0262-347601
Moldova Nouă,primaria@pmn.ro,Caras-Severin,0255-540997
Moldova-Sulita,primariamoldova_sulita@yahoo.com,Suceava,
Moldoveneşti,pmoldovenesti@yahoo.com,Cluj,0264-329701
Moldoveni,primariamoldoveniil@yahoo.com,Ialomita,0243-285523
Moldoveni,primaria_moldoveni@yahoo.com,Neamt,0233-745752
Moldoviţa,primaria.moldovita@yahoo.com,Suceava,0230-336190
Moneasa,primariamoneasa@clicknet.ro,Arad,0257-313115
Monor,primaria.monor@yahoo.com,Bistrita-Nasaud,0263-261830
Moraviţa,prmrmoravita@yahoo.com,Timis,0256-397251
Moreni,contact@primariamoreni.ro,Dambovita,0245-667265
Moroeni,primaria_moroeni@yahoo.com,Dambovita,0245-772213
Morteni,primariamorteni@yahoo.com,Dambovita,0245-242707
Morunglav,primariamorunglav@judetulolt.ro,Olt,0249-455721
Morăreşti,primarie@moraresti.cjarges.ro,Arges,0248-240011
Mosna,primariemosna@yahoo.com,Iasi,0269-862041
Mosnita Noua,primariamosnitanoua@yahoo.com,Timis,0256-393503
Motoşeni,primariamotoseni@yahoo.com,Bacau,0234-284003
Motru,primaria@primariamotru.ro,Gorj,0372-788536
Movila,primariamovila@yahoo.com,Ialomita,0243-311002
Movila Banului,primaria_movilabanului@hotmail.com,Buzau,0238-596601
Movila Miresii,brmovilamiresii@yahoo.com,Braila,0239-697914
Movileni,primariamovileni@yahoo.com,Galati,0236-823002
Movileni,movileni_iasi@yahoo.com,Iasi,0232-297878
Movileni,primariamovileni@judetulolt.ro,Olt,0249-482024
Mozăceni,primariamozaceni@yahoo.com,Arges,0248-697116
Moşna,primaria_mosna@yahoo.com,Iasi,0232-292600
Moşniţa Nouă,office@mosnita.ro,Timis,0256-393503
Moşoaia,primaria_mosoaia@yahoo.com,Arges,0248-294001
Moşteni,mosteni_tr@yahoo.com,Teleorman,0247-356012
Moţăieni,relatii@primariamotaieni.ro,Dambovita,0245-232031
Moţăţei,motatei@cjdolj.ro,Dolj,0251-326211
Muereasca,primaria_muereasca@yahoo.com,Valcea,0250-755730
Mugeni,primmug@yahoo.com,Harghita,0266-245490
Municipiul  Gheorgheni,secretar@gheorgheni.ro,Harghita,
Municipiul  Toplita,secretariat@primariatoplita.ro,Harghita,0254-735314
Municipiul Baia Mare,doriana.nica@baiamarecity.ro,Maramures,
Municipiul Calarasi,calarasi@municipiu.ro,Calarasi,0251-379052
Municipiul Campulung,campulung@muscel.ro,Arges,
Municipiul Cluj-Napoca,administratiepublica@primariaclujnapoca.ro,Cluj,
Municipiul Dej,primaria@dej.ro,Cluj,
Municipiul Drobeta-Turnu Severin,primaria@primariadrobeta.ro,Mehedinti,
Municipiul Gherla,primar_gherla@yahoo.com,Cluj,0264-241476
Municipiul Iasi,informatii@primaria-iasi.ro,Iasi,
Municipiul Medias,primaria@primariamedias.ro,Sibiu,0269-803803
Municipiul Rosiori De Vede,postmaster@primariarosioriidevede.ro,Teleorman,
Municipiul Sighisoara,sighisoara@cjmures.ro,Mures,
Municipiul Timisoara,primariatm@primariatm.ro,Timis,0256-408300
Municipiul Turda,primturda@yahoo.com,Cluj,0264-313160
Munteni,primarie_munteni2002@yahoo.com,Galati,0236-820126
Munteni-Buzau,primariamuntenibuzau@yahoo.com,Ialomita,
Muntenii De Jos,office@munteniidejos.ro,Vaslui,0235-313065
Muntenii De Sus,rodica_buhus@yahoo.com,Vaslui,0235-361626
Murgaşi,murgasi@cjdolj.ro,Dolj,0251-447627
Murgeni,secretarmurgeni@yahoo.com,Vaslui,0235-426020
Murgeşti,pr_murgesti@artelecom.net,Buzau,0238-774202
Murighiol,primaria_murighiol@yahoo.com,Tulcea,0240-545802
Muşeniţa,musenita_primarie@yahoo.com,Suceava,0230-280162
