CUI,DENUMIRE,CAEN,JUDET,TELEFON,STARE
48543966,A&B WOOD COMPANY S.R.L.,4661,"JUD. NEAMŢ, MUN. ROMAN, STR. DIMITRIE CANTEMIR, NR.9, CAMERA 1",0747764710,INREGISTRAT din data 26.07.2023
36316846,A&TAM AGRIUTILMASINI IMPORT SRL,4661,"JUD. MUREŞ, SAT LEORDENI COM. GHEORGHE DOJA, LEORDENI, NR.75",0743906104,INREGISTRAT din data 14.07.2016
42854556,A50 PREMIUM SERVICE UTILAJE S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 4, DRM GILĂULUI, NR.11K",,INREGISTRAT din data 31.07.2020
34769867,ACF SPEDITION SRL,4661,"JUD. BIHOR, SAT TILECUŞ COM. TILEAGD, TILECUŞ, NR.390",0757472602,INREGISTRAT din data 13.07.2015
18977530,ACHISEB IMPEX SRL,4661,"JUD. NEAMŢ, ORŞ. TÂRGU NEAMŢ, STR. DACIEI, NR.9",,INREGISTRAT din data 30.08.2006
24509568,ACL MOBILE CAR WASH SRL,4661,"JUD. BISTRIŢA-NĂSĂUD, LOC. VIIŞOARA MUN. BISTRIŢA, STR. IZVORUL SĂRAT, NR.96",,INREGISTRAT din data 24.09.2008
45824630,ACMZ SUD SERVICE S.R.L.,4661,"JUD. DOLJ, MUN. CRAIOVA, STR. AMARADIA, NR.57, BL.D1, SC.2, AP.1",,INREGISTRAT din data 18.03.2022
30447907,ACS AGRI S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, STR. CUPOLEI, NR.1, BL.106, SC.F, AP.238",,TRANSFER(SOSIRE) din data 22.07.2021
40340567,ACS FARM CONSTRUCT S.R.L.,4661,"JUD. SATU MARE, MUN. SATU MARE, STR. SPICULUI, NR.13",0751039584,TRANSFER(SOSIRE) din data 03.02.2025
32624991,ACTIV AGRI TRADE SRL,4661,"JUD. BIHOR, SAT BORŞ COM. BORŞ, BORŞ, NR.179, CAMERA 3",0748130216,TRANSFER(SOSIRE) din data 06.07.2015
41588421,ACTUAL AGRO PIESE S.R.L.,4661,"JUD. ARGEŞ, SAT ARGEŞELU COM. MĂRĂCINENI, NR.442A",,INREGISTRAT din data 02.09.2019
23543804,AD LIBRACONS SRL,4661,"JUD. ILFOV, SAT BALOTEŞTI COM. BALOTEŞTI, CAL. BUCUREŞTI, NR.1, BL.1, SC.A, ET.1, AP.4",,INREGISTRAT din data 19.03.2008
49622383,ADELIN JUNIOR AGRO S.R.L.,4661,"JUD. GALAŢI, SAT CUDALBI COM. CUDALBI, STR. VULTUR, NR.14",0747916860,INREGISTRAT din data 20.02.2024
48877877,ADFLOR AGRO S.R.L.,4661,"JUD. VÂLCEA, SAT DÂNGEŞTI COM. BERISLĂVEŞTI, STR. PRINCIPALĂ, NR.98B",0766539168,INREGISTRAT din data 02.10.2023
46426420,ADI & COSTEL UTIL AGRO S.R.L.,4661,"JUD. BUZĂU, SAT VÂLCELELE COM. VÂLCELELE, STR. PRINCIPALĂ, NR.55",,INREGISTRAT din data 06.07.2022
3934662,ADIACENT IMPEX S.R.L.,4661,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, STR. BANAT, NR.31, AP.3",0744575675,INREGISTRAT din data 14.05.1993
8338440,ADINTER COMSERV SRL,4661,"JUD. BRAŞOV, MUN. SĂCELE, PETOFI SANDOR, NR.33",092249413,INREGISTRAT din data 17.04.1996
21985761,AFIBANAT SRL,2830,"JUD. TIMIŞ, MUN. TIMIŞOARA, CAL. BOGDĂNEŞTILOR, NR.36, AP.CORP B",0722239036,INREGISTRAT din data 22.06.2007
49563252,AFKO AGRO IRIGATII S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 2, BLD BASARABIA, NR.98, MANSARDA. CAM. 1 SI 2",0727895004,INREGISTRAT din data 08.02.2024
6422446,AGENT TRADE SRL,4661,"JUD. ILFOV, SAT TUNARI COM. TUNARI, ŞOS DE CENTURĂ, NR.32",0724310142,TRANSFER(SOSIRE) din data 28.06.2010
36947545,AGJO S.R.L.,4661,"JUD. COVASNA, SAT LUNGA MUN. TÂRGU SECUIESC, LUNGA, NR.644",0726715806,INREGISTRAT din data 26.01.2017
33635247,AGRAMIX GROUPE S.R.L.,4661,"JUD. MARAMUREŞ, LOC. TĂUŢII-MĂGHERĂUŞ ORŞ. TĂUŢII-MĂGHERĂUŞ, STR 57, NR.3",0755931347,INREGISTRAT din data 29.09.2014
34154462,AGRAMIX TRADING S.R.L.,4661,"JUD. MARAMUREŞ, MUN. BAIA MARE, PŢA. REVOLUŢIEI, NR.5, AP.52",0751157757,INREGISTRAT din data 25.02.2015
18744542,AGRAR CLIMA SRL,4661,"JUD. BRAŞOV, MUN. CODLEA, STR. ERETELUI, NR.15, CAMERA 1",0368414029,INREGISTRAT din data 07.06.2006
31430008,AGRAR KRAFT SERVICE SRL,4661,"JUD. NEAMŢ, MUN. PIATRA NEAMŢ, ALEEA VIORELELOR, NR.9, BL.19, ET.1, AP.8",0740303542,INREGISTRAT din data 28.03.2013
36090098,AGRAR TECH SRL,4661,"JUD. IAŞI, MUN. IAŞI, STR. PROF. NICOLAE OBLU, NR.26A, CAM.1, BL.B1A, ET.1, AP.14",0766093637,INREGISTRAT din data 17.05.2016
16359079,AGRAR TEHNIC S.R.L.,4661,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. MIHAI EMINESCU, NR.102",,INREGISTRAT din data 22.04.2004
30701010,AGREPAIR SRL,4661,"JUD. TIMIŞ, SAT SĂCĂLAZ COM. SĂCĂLAZ, STR. WOLFSBERG, NR.5, CAMERA 4",0743218628,INREGISTRAT din data 24.09.2012
11359108,AGRESTIS SRL,4661,"JUD. SATU MARE, MUN. SATU MARE, STR. CÂMPULUI, NR.3",0740081740,INREGISTRAT din data 20.01.1999
25199660,AGRI - CONCEPT INTERNATIONAL S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, B-DUL ION IONESCU DE LA BRAD, NR.61-63, ET.5, AP.18",0212693418,INREGISTRAT din data 26.02.2009
43903630,AGRI COOL PAVEL S.R.L.,4661,"JUD. HARGHITA, SAT BETEŞTI ORŞ. CRISTURU SECUIESC, BETEŞTI, NR.236",0740704111,INREGISTRAT din data 12.03.2021
40017052,AGRI COSAD UTILAJE S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, STR. COTUL SIRETULUI, NR.2C, CAM. 1, ET.PARTER",,INREGISTRAT din data 17.10.2018
38392602,AGRI CĂTĂLINA SRL,4661,"JUD. BACĂU, MUN. BACĂU, STR. NARCISELOR, NR.7, BL.7, SC.A, ET.IV, AP.25",,INREGISTRAT din data 24.10.2017
24627121,AGRI DEVI S.R.L. ITALIA SUCURSALA SATU MARE,4661,"JUD. SATU MARE, MUN. SATU MARE, STR. MARTIRILOR DEPORTATI, NR.6, AP.7",,INREGISTRAT din data 20.10.2008
24796139,AGRI INOVATIE SRL,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. CHIŞODEI, NR.138, CAMERA 1, ET.MANSARDA",0256492484,INREGISTRAT din data 26.11.2008
31153764,AGRI IONICA PARTNER SRL,4661,"JUD. TULCEA, ORŞ. MĂCIN, STR. 1 DECEMBRIE 1918, BL.A2, SC.A, ET.PARTER, AP.1",,INREGISTRAT din data 29.01.2013
34548238,AGRI MAC  SRL,4661,"JUD. BRĂILA, MUN. BRĂILA, STR. SEBEŞULUI, NR.117, CAMERA 3",,INREGISTRAT din data 22.05.2015
15213031,AGRI MACHINE S.R.L.,4661,"JUD. VRANCEA, SAT JILIŞTE COM. SLOBOZIA CIORĂŞTI, TEREN INTRAVILAN T9P1065",0237244478,TRANSFER(SOSIRE) din data 03.11.2005
46775218,AGRI MAT FOREST S.R.L.,4661,"JUD. SUCEAVA, SAT MĂNĂSTIREA HUMORULUI COM. MĂNĂSTIREA HUMORULUI, STR. ŞTEFAN CEL MARE, NR.10A",,INREGISTRAT din data 02.09.2022
24819658,AGRI MODERN UTILAJ S.R.L.,4661,"JUD. BIHOR, SAT INAND COM. CEFA, NR.102",0748137249,INREGISTRAT din data 03.12.2008
6700518,AGRI SIGEVA SRL,4661,"JUD. BRAŞOV, MUN. SĂCELE, BLD. GEORGE MOROIANU, NR.47",0722529586,INREGISTRAT din data 04.01.1995
52652104,AGRI SPRAYERS EXIM S.R.L.,4661,"JUD. BRĂILA, MUN. BRĂILA, STR. PIETREI, NR.22",0748227447,INREGISTRAT din data 08.10.2025
50287789,AGRI TECH EQUIPMENT S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. ARGENTINA, NR.25, PARTER",0747013650,INREGISTRAT din data 27.06.2024
26426345,AGRI TOCAN S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 2, SOS. MIHAI BRAVU, NR.107-119, BL.E1, SC.5, ET.4, AP.151",0722411657,INREGISTRAT din data 21.01.2010
45997399,AGRI TRACK EXPORT S.R.L.,4661,"JUD. ARGEŞ, MUN. PITEŞTI, BLD. FRAŢII GOLEŞTI, NR.61, CARTIER CRAIOVEI, BL.S9A, ET.PARTER",,INREGISTRAT din data 20.04.2022
47872103,AGRI WHEELS S.R.L.,4661,"JUD. NEAMŢ, SAT CORDUN COM. CORDUN, STR. MUNCII, NR.5",0723565988,INREGISTRAT din data 23.03.2023
21224140,AGRI-ALIANTA SRL,4661,"JUD. ILFOV, SAT ŞINDRILIŢA COM. GĂNEASA,  , TARLA 17. PARCELA 58/1. PARTER. BIROUL 2",031 730 91 03,TRANSFER(SOSIRE) din data 22.01.2015
34920241,AGRIC-STORE NEAMŢ SRL,4661,"JUD. NEAMŢ, SAT NEMŢIŞOR COM. VÂNĂTORI-NEAMŢ, FDT OGLINZANU, NR.378",,INREGISTRAT din data 24.08.2015
44757436,AGRICARUTIL D.I. S.R.L.,4661,"JUD. GALAŢI, MUN. GALAŢI, STR. BRĂILEI, NR.163, BL.A-4, SC.1, ET.PARTER, AP.7",0742355532,INREGISTRAT din data 18.08.2021
27186321,AGRICOL UNIVERSAL SRL,4661,"JUD. IALOMIŢA, MUN. URZICENI, STR. AURORA, NR.8, BL.51, ET.P, AP.2",0243255520,INREGISTRAT din data 19.07.2010
31471784,AGRICOLA DIANA TRANS SRL,4661,"JUD. MUREŞ, SAT CHEŢANI COM. CHEŢANI, CHEŢANI, NR.71A",,INREGISTRAT din data 08.04.2013
46507320,AGRICOLA EMMA S.R.L.,4661,"JUD. BISTRIŢA-NĂSĂUD, SAT TEACA COM. TEACA, NR.532B",,INREGISTRAT din data 20.07.2022
42079027,AGRICOLE ALEXYLY S.R.L.,4661,"JUD. DOLJ, SAT GHINDENI COM. GHINDENI, STR. PRINCIPALĂ, NR.76",,SUSPENDARE ACTIVITATE din data 16.12.2024
16191640,AGRICOLE DAMIAN IMPEX 2004 SRL,4661,"JUD. TIMIŞ, MUN. LUGOJ, ZONA STADION, BL.67, AP.1",0256355834,INREGISTRAT din data 01.03.2004
47192948,AGRICOSAD S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, STR. COTUL SIRETULUI, NR.2C, PARTER, CAM. 2",,INREGISTRAT din data 16.11.2022
28209180,AGRICULTURAL GREENHOUSES S.R.L.,4661,"JUD. ARAD, MUN. ARAD, STR. CONSTITUŢIEI, NR.63",0726287799,INREGISTRAT din data 18.03.2011
40241040,AGRIDAN UTILAJE S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. BODEŞTI, NR.2, BL.29B, SC.B, ET.3, AP.58",0721335170,INREGISTRAT din data 03.12.2018
44985345,AGRIFINSERVICE S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. ŞINCA, NR.34",,INREGISTRAT din data 29.09.2021
39459069,AGRIKOM TRADING S.R.L.,4661,"JUD. ARAD, MUN. ARAD, STR. ALECU RUSSO, NR.1, BL.A5, ET.PARTER, AP.3",,INREGISTRAT din data 07.06.2018
44237620,AGRILAND SOLUTION MACHINERY S.R.L.,4661,"JUD. ALBA, SAT UNIREA COM. UNIREA, STR. TRAIAN, NR.866",,INREGISTRAT din data 07.05.2021
44587536,AGRIMARKET INTERNATIONAL S.R.L.,4661,"JUD. BIHOR, SAT HAIEU COM. SÂNMARTIN, CAR. BĂILE 1 MAI, NR.208H",,INREGISTRAT din data 14.07.2021
42477642,AGRIMASTER RO S.R.L.,4661,"JUD. IAŞI, SAT BOROSEŞTI COM. SCÂNTEIA, STR. MIHAIL SADOVEANU, NR.200",,INREGISTRAT din data 05.05.2020
39904182,AGRIMEC STORE S.R.L.,4661,"JUD. ILFOV, SAT BRĂNEŞTI COM. BRĂNEŞTI, STR. OITUZ, NR.134A, CAMERA 2",,INREGISTRAT din data 21.09.2018
28084125,AGRIMERT IMPORT S.R.L.,4661,"JUD. BRAŞOV, MUN. CODLEA, STR. LUNGĂ, NR.12, AP.CAM.2",0268252256,INREGISTRAT din data 24.02.2011
47900475,AGRIMILK INTERNATIONAL S.R.L.,4661,"JUD. IALOMIŢA, MUN. SLOBOZIA, ŞOS. AMARA, NR.1 BIS, CLĂDIREA ”HALA+BIROURI”, LOT 2, NR.CADASTRAL 475/1/2-C17, BIROUL NR.1",00359879166162,INREGISTRAT din data 28.03.2023
47471810,AGRIMOND SERV S.R.L.,4661,"JUD. GALAŢI, MUN. TECUCI, STR. GHEORGHE PETRAŞCU, NR.21, BL.O1A, SC.2, ET.1, AP.21",0768535282,SUSPENDARE ACTIVITATE din data 30.05.2024
36240560,AGRIN - NATURA UTILAJE SRL,4661,"JUD. DOLJ, MUN. CRAIOVA, STR. DR. IOAN CANTACUZINO, NR.14, BL.S22, SC.1, ET.4, AP.19",0767776077,INREGISTRAT din data 24.06.2016
40057162,AGRINORD TRUCK S.R.L.,4661,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. LĂMÂIŢEI, NR.2A",,INREGISTRAT din data 25.10.2018
40057243,AGRIPRIM QUALITY S.R.L.,4661,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. LĂMÂIŢEI, NR.2",,INREGISTRAT din data 25.10.2018
28227950,AGRIPUNCT SERVICE S.R.L.,4661,"JUD. SIBIU, SAT AŢEL COM. AŢEL,  , NR.498B",,INREGISTRAT din data 22.03.2011
41118551,AGRIROM UTILAJE S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR ARON COTRUŞ, NR.57, SC.A, ET.5, AP.A18",,INREGISTRAT din data 15.05.2019
9416538,AGRIROMEX A.D. S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 5, STR. LACUL PLOPULUI, NR.3, BL.P 64, SC.2, ET.2, AP.45",0213160165,TRANSFER(SOSIRE) din data 27.08.2014
22449427,AGRISOLV WASTE SRL,2830,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. TIMPULUI, NR.27, CORP B, ET.1, AP.4",3208152,TRANSFER(SOSIRE) din data 28.03.2019
14349460,AGRISORG SRL,4661,"JUD. BIHOR, SAT SĂCĂDAT COM. SĂCĂDAT, STR. PRINCIPALA, NR.444/A",0730511050,INREGISTRAT din data 13.12.2001
17005479,AGRITECH S.R.L.,4661,"JUD. IALOMIŢA, SAT AMARA ORŞ. AMARA, STR. GEORGE COŞBUC, NR.158",,TRANSFER(SOSIRE) din data 10.06.2005
18676405,AGRITEHNICA SERVICE S.R.L.,4661,"JUD. IAŞI, MUN. IAŞI, STR. DUMBRAVA ROŞIE, NR.35",0332104998,INREGISTRAT din data 17.05.2006
19108624,AGRITEHNICA SERVICE SRL,4661,"JUD. BACĂU, SAT VALEA SEACĂ COM. VALEA SEACĂ,",0234255000,INREGISTRAT din data 17.10.2006
47541819,AGRITEK IMPEX S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, SPL. INDEPENDENŢEI, NR.202B, AP.CAM42",,TRANSFER(SOSIRE) din data 20.08.2025
16497365,AGRITERRA SRL,4661,"JUD. ARGEŞ, MUN. PITEŞTI, STR. BUCOVINA, NR.83, CARTIER  CRAIOVEI, BL.83, SC.A, ET.2, AP.24",0733955088,INREGISTRAT din data 21.11.2013
18178753,AGRITIM SRL,4661,"JUD. BACĂU, SAT TRAIAN COM. TRAIAN",,INREGISTRAT din data 30.11.2005
34847779,AGRITOT G.T. SRL,4661,"JUD. BACĂU, MUN. ONEŞTI, CAL. BRAŞOVULUI, NR.88",,INREGISTRAT din data 04.08.2015
46329878,AGRITOT IRIGATII S.R.L.,4661,"JUD. BACĂU, MUN. ONEŞTI, CAL. BRAŞOVULUI, NR.88",,INREGISTRAT din data 20.06.2022
34542960,AGRITRAC MACHINERY SRL,4661,"JUD. ARGEŞ, SAT ARGEŞELU COM. MĂRĂCINENI, ŞOS. CÂMPULUNG, NR.560C",,INREGISTRAT din data 21.05.2015
34070973,AGRIZOOTEK SRL,4661,"JUD. CLUJ, SAT AGHIREŞU-FABRICI COM. AGHIREŞU, AGHIREŞU-FABRICI, NR.21",0741328307,INREGISTRAT din data 06.02.2015
28541260,AGRO BASIC SRL,4661,"JUD. TIMIŞ, SAT DUMBRĂVIŢA COM. DUMBRĂVIŢA, STR. SPORTIVILOR, NR.22, CAM. 1",0749232395,INREGISTRAT din data 25.05.2011
14682293,AGRO BUSINESS CENTER S.R.L.,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. CERNĂUŢI, BL.B 2, ET.1, AP.4",0723097832,INREGISTRAT din data 06.06.2002
37155292,AGRO CLUB DB SRL,4661,"JUD. TIMIŞ, SAT CIACOVA ORŞ. CIACOVA, STR. DOSITEI OBRADOVICI, NR.5, CAM. 4",0765297075,INREGISTRAT din data 06.03.2017
38214605,AGRO COLOMBO 2017 SRL,4661,"JUD. TIMIŞ, SAT TEMEREŞTI ORŞ. FĂGET, NR.161, CAMERA 2",0756597788,INREGISTRAT din data 13.09.2017
6919080,AGRO CONEX S.R.L.,4661,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. NICOLAE IORGA, NR.20, ET.1",,INREGISTRAT din data 02.02.1995
26617167,AGRO CONEX TRADING S.R.L.,4661,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. ION LAHOVARI, NR.17, BL.6, ET.3, AP.6",0241690894,INREGISTRAT din data 05.03.2010
28965990,AGRO DEMCOMPLEX SRL,4661,"JUD. HARGHITA, MUN. ODORHEIU SECUIESC, STR. ROZEI, NR.2",0744139358,INREGISTRAT din data 05.08.2011
42709980,AGRO DRONE S.R.L.,4661,"JUD. BRĂILA, MUN. BRĂILA, CAL. CĂLĂRAŞILOR, NR.318",,INREGISTRAT din data 01.07.2020
10330375,AGRO FRANCE PIECES SRL,4661,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. MARTIR DUMITRU JUGĂNARU, NR.20, BL.28, ET.3, AP.13",0745255155,INREGISTRAT din data 18.03.1998
42509329,AGRO GEO&ANA S.R.L.,4661,"JUD. GIURGIU, SAT POPEŞTI ORŞ. MIHĂILEŞTI, STR. DACIA, NR.91",,TRANSFER(SOSIRE) din data 30.07.2021
50262733,AGRO IRRIGATION MACHINERY S.R.L.,4661,"JUD. OLT, MUN. SLATINA, STR. LIBERTĂŢII, NR.5, BL.17, SC.A, ET.4, AP.83",0742011035,INREGISTRAT din data 20.06.2024
36925024,AGRO KUBALAK SRL,4661,"JUD. BIHOR, SAT VALEA TÂRNEI COM. ŞINTEU, VALEA TÂRNEI, NR.78",0730247164,INREGISTRAT din data 17.01.2017
13728775,AGRO LEGATO RO SRL,4661,"JUD. BRAŞOV, MUN. BRAŞOV, STR. NICOLAE BĂLCESCU, NR.5, AP.3",068473014,SUSPENDARE ACTIVITATE din data 01.01.2020
45888120,AGRO LINK SOLUTIONS S.R.L.,4661,"JUD. ALBA, MUN. ALBA IULIA, STR. FLORILOR, NR.1",,INREGISTRAT din data 31.03.2022
47249815,AGRO MARK AGRICO S.R.L.,4661,"JUD. SUCEAVA, MUN. SUCEAVA, STR. PĂCII, NR.17, BL.125, SC.D, AP.1",,INREGISTRAT din data 25.11.2022
10558730,AGRO MAX SRL,4661,"JUD. BIHOR, MUN. ORADEA, STR. MILCOVULUI, NR.26, BL.PB 75/A, AP.2",,INREGISTRAT din data 26.06.2000
30603941,AGRO MODERN SRL,4661,"JUD. MARAMUREŞ, SAT CIOCOTIŞ COM. CERNEŞTI, CIOCOTIŞ, NR.362",,INREGISTRAT din data 29.08.2012
28064810,AGRO MONADORA S.R.L.,4661,"JUD. MARAMUREŞ, SAT FĂRCAŞA COM. FĂRCAŞA, STR. FĂGETULUI, NR.12",0744288876,INREGISTRAT din data 21.02.2011
36509421,AGRO MUR LAND SRL,4661,"JUD. BRĂILA, MUN. BRĂILA, STR. GHIOCEILOR, NR.2, BL.A14, SC.1, ET.5, AP.17",,INREGISTRAT din data 09.09.2016
49919806,AGRO PARTS EU-RO S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 6, STR. AZURULUI, NR.5, PARTER, CAMERA 1, BL.118A, SC.1, AP.6",0726462236,INREGISTRAT din data 10.04.2024
12301090,AGRO PATAKI SRL,4661,"JUD. SATU MARE, MUN. CAREI, CAL. ARMATEI ROMÂNE, NR.98B",0261863227,INREGISTRAT din data 25.10.1999
34939880,AGRO POUNDER SRL,4661,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. STRĂJERULUI, NR.45, CAMERA NR. 2",0754061012,INREGISTRAT din data 27.08.2015
50281611,AGRO RECUPERATE RO S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR BARBU DELAVRANCEA, NR.7, ET.2, AP.3",0727098398,INREGISTRAT din data 26.06.2024
41654711,AGRO RUS NIVA S.R.L.,4661,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. LĂMÂIULUI, NR.4, CAMERA NR. 1",,INREGISTRAT din data 18.09.2019
30425879,AGRO SALSO SRL,4661,"JUD. BIHOR, MUN. SALONTA, ALEEA PETRE PĂULESCU, BL.Q6, ET.4, AP.U",0751467373,INREGISTRAT din data 12.07.2012
18067844,AGRO TIP-TOP SRL,4661,"JUD. HARGHITA, SAT SATU MARE COM. SATU MARE, NR.294",0743097055,INREGISTRAT din data 24.10.2005
18454344,AGRO TRADING SRL,4661,"JUD. TULCEA, SAT JIJILA COM. JIJILA, STR. PRINCIPALĂ, NR.132, HALA-BIROUL 3",0240550056,INREGISTRAT din data 06.03.2006
38544530,AGRO VESELKA S.R.L.,4661,"JUD. BIHOR, SAT VALEA TÂRNEI COM. ŞINTEU, G VALEA TÂRNEI, NR.77",0754286102,INREGISTRAT din data 28.11.2017
19275967,AGRO ZARA GROUP SRL,4661,"JUD. CONSTANŢA, MUN. CONSTANŢA, PRL. EDUARD CAUDELLA, NR.15 B",0723602267,INREGISTRAT din data 30.11.2006
42883454,AGRO ÎNSURĂȚEI S.R.L.,4661,"JUD. BRĂILA, ORŞ. ÎNSURĂŢEI, STR. ALECU RUSSO, NR.25",,INREGISTRAT din data 06.08.2020
15343015,AGRO-DOKTOR-COM SRL,4661,"JUD. HARGHITA, SAT SÂNMARTIN COM. SÂNMARTIN, NR.97A",0722848369,INREGISTRAT din data 03.04.2003
89750,AGRO-ENIGMA S.R.L.,4661,"JUD. BIHOR, MUN. MARGHITA, STR. 1 DECEMBRIE, NR.87",0359191113,SUSPENDARE ACTIVITATE din data 30.04.2009
41940047,AGRO-FARMING PARK S.R.L.,4661,"JUD. ARAD, ORŞ. PECICA, STR. 503, NR.14",0721667744,INREGISTRAT din data 22.11.2019
47730460,AGRO-HANDEL S.R.L.,4661,"JUD. BIHOR, MUN. ORADEA, STR. EPISCOP ROMAN CIOROGARIU, NR.9, BIROUL 10",,INREGISTRAT din data 01.03.2023
25292652,AGRO-LGP SRL,4661,"JUD. BACĂU, MUN. BACĂU, STR. NARCISELOR, NR.19",,INREGISTRAT din data 16.03.2009
18497213,AGRO-PROMT S.R.L.,4661,"JUD. COVASNA, MUN. SFÂNTU GHEORGHE, STR. NICOLAE BĂLCESCU, NR.10",0722631244,TRANSFER(SOSIRE) din data 29.07.2016
44712574,AGRO-STORE ALIN S.R.L.,4661,"JUD. VÂLCEA, SAT BUCIUMENI COM. DRĂGOEŞTI, STR. PICĂTURII, NR.12",,INREGISTRAT din data 09.08.2021
16287266,AGRO-VARRO S.R.L.,4661,"JUD. ALBA, LOC. GÂMBAŞ MUN. AIUD, STR. BARSEI, NR.58",,INREGISTRAT din data 26.03.2004
41581326,AGROARC SPRING IMPEX S.R.L.,4661,"JUD. ILFOV, ORŞ. BRAGADIRU, STR. IERNII, NR.9, CAMERA 8",,SUSPENDARE ACTIVITATE din data 01.09.2025
38042453,AGROBOZGA SRL,4661,"JUD. CLUJ, SAT CIULENI COM. MĂRGĂU, CIULENI, NR.62",0725437540,INREGISTRAT din data 28.07.2017
45396666,AGROBUSINESS MOLD S.R.L.,4661,"JUD. IAŞI, SAT BORŞA COM. VLĂDENI,  , POZIŢIA 19, VOLUM 7",,INREGISTRAT din data 23.12.2021
26256658,AGROCOM LUCIAN S.R.L.,4661,"JUD. SATU MARE, SAT DECEBAL COM. VETIŞ,  , NR.449",0742597548,INREGISTRAT din data 24.11.2009
1822832,AGROCOMERT HOLDING SA,4661,"JUD. TIMIŞ, SAT SĂCĂLAZ COM. SĂCĂLAZ,  , FN, ŞOS. TIMIŞOARA-JIMBOLIA, DN 59A, KM 11,5",0256408500,INREGISTRAT din data 30.11.1992
14116987,AGROCOMERT S.R.L.,4661,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, STR. NICOLAE BALCESCU, NR.52, AP.40",0265124675,INREGISTRAT din data 08.08.2001
33856094,AGROCONCEPT IMPEX SRL,4661,"JUD. ILFOV, SAT ŞINDRILIŢA COM. GĂNEASA,  , CLADIREA C1. PARTER. CAMERA AP04. DN 2 BUCURESTI-URZICENI. KM 20+600",,TRANSFER(SOSIRE) din data 22.01.2016
30483764,AGROCOTZA IMPEX SRL,4661,"JUD. BRĂILA, SAT SURDILA-GRECI COM. SURDILA-GRECI, STR. SOARELUI, NR.1",,INREGISTRAT din data 27.07.2012
39046860,AGRODANTON S.R.L.,4661,"JUD. BIHOR, SAT VALEA TÂRNEI COM. ŞINTEU, VALEA TÂRNEI, NR.77",0749284567,INREGISTRAT din data 20.03.2018
38707875,AGRODAV MACHINERY S.R.L.,4661,"JUD. SATU MARE, SAT HOMORODU DE MIJLOC COM. HOMOROADE, HOMORODU DE MIJLOC, NR.266",0748044248,INREGISTRAT din data 17.01.2018
43785276,AGRODORIN COMERT S.R.L.,4661,"JUD. TIMIŞ, SAT BELINT COM. BELINT, NR.186",0767023436,INREGISTRAT din data 23.02.2021
45691186,AGRODOT TRACTOARE S.R.L.,4661,"JUD. IAŞI, SAT PĂUN COM. BÂRNOVA, STR. SF. AP. PETRU ŞI PAVEL, NR.28, BL.S1, ET.2, AP.10",,INREGISTRAT din data 23.02.2022
13818932,AGROELF S.R.L.,4661,"JUD. ILFOV, SAT VÂRTEJU ORŞ. MĂGURELE, INT. SULFINEI, NR.69",0723275557,TRANSFER(SOSIRE) din data 20.02.2019
42360048,AGROEST WIND S.R.L.,4661,"JUD. BACĂU, SAT PĂNCEŞTI COM. SASCUT, PĂNCEŞTI, NR.846",,INREGISTRAT din data 04.03.2020
52524040,AGROFAM LOGISTIC S.R.L.,4661,"JUD. ARAD, MUN. ARAD, ALEEA DEZNA, NR.12, BL.X16, AP.21",,INREGISTRAT din data 17.09.2025
34979150,AGROFAO M.H.V. TRANSILVANIA SRL,4661,"JUD. ALBA, MUN. ALBA IULIA, STR. LUPŞA, NR.26",,INREGISTRAT din data 09.09.2015
