cui,denumire,caen,nr_reg_com,forma_juridica,sediu_judet,sediu_localitate,sediu_strada,sediu_nr,sediu_cod_postal,adresa,telefon_anaf,fax,cod_postal,data_inregistrare,stare,status_tva,email,email2,website,cifra_afaceri_ron,cifra_afaceri_eur,angajati,an_infiintare
2215642,PROXIMA SRL,4661,J1992000213247,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Mun. Sighetu Marmaţiei,Str. M.KOGALNICEANU,37,435500,"JUD. MARAMUREŞ, MUN. SIGHETU MARMAŢIEI, STR. MIHAIL KOGĂLNICEANU, NR.37",0262313304,0262313304,435500,1992-11-29,INREGISTRAT din data 29.11.1992,True,,,,,,,
36736777,QUIVOGNE AGROROM SRL,4661,J02/1398/2016,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Mun. Arad,Drm. DJ 709 B Arad-Curtici,,,"JUD. ARAD, MUN. ARAD, DRM. DJ 709 B ARAD-CURTICI, KM 6+500M",,,,2016-11-14,INREGISTRAT din data 11.11.2016,True,,,,,,,
46434172,R&G META ITALY COMPANY S.R.L.,4661,J05/1934/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Vărăşeni Com. Răbăgani,VĂRĂŞENI,5,417406,"JUD. BIHOR, SAT VĂRĂŞENI COM. RĂBĂGANI, VĂRĂŞENI, NR.5",+393277173281,,417406,2022-07-07,INREGISTRAT din data 07.07.2022,False,,,,,,,
47947184,RACZI EPITKEZES S.R.L.,4661,J2023000574265,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Orş. Sângeorgiu de Pădure,Str. Petöfi Sandor,43,547535,"JUD. MUREŞ, ORŞ. SÂNGEORGIU DE PĂDURE, STR. PETÖFI SANDOR, NR.43",0758071455,,547535,2023-04-05,INREGISTRAT din data 05.04.2023,False,,,,,,,
8861235,RAD AGRIEXPERT S.R.L.,4661,J21/353/1996,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IALOMIŢA,Mun. Slobozia,Bld. Matei Basarab,25,920055,"JUD. IALOMIŢA, MUN. SLOBOZIA, STR. MATEI BASARAB, NR.25, BL.D6, SC.C, ET.2, AP.43",0243215704,,,1996-10-16,RELUARE ACTIVITATE din data 08.03.2016,False,,,,,,,
16097571,RADORO BASAROM COM S.R.L.,4661,J23/479/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Sat Bragadiru Orş. Bragadiru,Şos. Alexandriei,22A,77025,"JUD. ILFOV, SAT BRAGADIRU ORŞ. BRAGADIRU, ŞOS. ALEXANDRIEI, NR.22A",0723385747,,77025,2004-02-02,TRANSFER(SOSIRE) din data 03.02.2020,True,,,,,,,
27799245,RADU FLORIN-RAOUL PERSOANĂ FIZICĂ AUTORIZATĂ,4661,F24/1903/2010,,MARAMUREŞ,Mun. Baia Mare,Bld. Republicii,50,430231,"JUD. MARAMUREŞ, MUN. BAIA MARE, BLD. REPUBLICII, NR.50, AP.4",0362417808,,430231,2010-12-10,INREGISTRAT din data 10.12.2010,False,,,,,,,
30948622,RAFSO SRL,4661,J17/1378/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Sat Buceşti Com. Iveşti,Str. Phoenix,1,807171,"JUD. GALAŢI, SAT BUCEŞTI COM. IVEŞTI, STR. PHOENIX, NR.1",0742780573,,807171,2012-11-26,INREGISTRAT din data 26.11.2012,False,,,,,,,
19132703,RALCOM SERV SRL,4661,J2006001545322,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SIBIU,Sat Veştem Com. Şelimbăr,,212D,557263,"JUD. SIBIU, SAT VEŞTEM COM. ŞELIMBĂR,  , NR.212D, CAMERA 2",,,557263,2006-10-25,INREGISTRAT din data 24.10.2006,True,,,,,,,
38794464,RALUK SISTEM COM S.R.L.,4661,J2018000177044,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BACĂU,Mun. Moineşti,Str. Costache Negri,,605400,"JUD. BACĂU, MUN. MOINEŞTI, STR. COSTACHE NEGRI, BL.1, AP.22",,,605400,2018-02-02,INREGISTRAT din data 02.02.2018,True,,,,,,,
2721810,RAPIDEX S.R.L.,4661,J05/886/1992,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Str. Gen. Gheorghe Magheru,2,,"JUD. BIHOR, MUN. ORADEA, STR. GEN. GHEORGHE MAGHERU, NR.2, BL.M2, AP.13",0744575327,,,1993-01-19,INREGISTRAT din data 19.01.1993,True,,,,,,,
43449608,REAL DEAL RD S.R.L.,4661,J35/3720/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Bucovăţ Com. Bucovăţ,,381,307352,"JUD. TIMIŞ, SAT BUCOVĂŢ COM. BUCOVĂŢ, NR.381",0729802379,,307352,2020-12-15,INREGISTRAT din data 14.12.2020,False,,,,,,,
18229032,RED IMOBILIARE SRL,4661,J19/1147/2005,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,HARGHITA,Sat Satu Mare Com. Satu Mare,,196A,537026,"JUD. HARGHITA, SAT SATU MARE COM. SATU MARE,  , NR.196A",0743834640,,537026,2005-12-19,INREGISTRAT din data 16.12.2005,True,birou.redimobiliare@gmail.com,,https://redimobiliare.ro,,,,
41463053,REINKE EUROPE S.R.L.,4661,J2019002783130,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Orş. Năvodari,NĂVODARI,,,"JUD. CONSTANŢA, ORŞ. NĂVODARI, NĂVODARI, PARCELA 423/1/2/2 + PARCELA A423/1/1. NR. CADASTRAL 126553-C1 ȘI 126553. FIIND ÎNSCRIS ÎN CARTEA FUNCIARĂ NR.",,,,2019-07-30,INREGISTRAT din data 30.07.2019,True,,,,,,,
35685870,REVIVAL MOTOR SRL,4661,J2016000719123,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Mun. Cluj-Napoca,Cal. Turzii,137,,"JUD. CLUJ, MUN. CLUJ-NAPOCA, CAL. TURZII, NR.137",,,,2016-02-22,INREGISTRAT din data 22.02.2016,True,,,,,,,
41299768,RG AGRO MACHINERY S.R.L.,4661,J2019008218409,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti,Drm. Gura Crivăţului,33-35,32602,"MUNICIPIUL BUCUREŞTI, SECTOR 3, DRM GURA CRIVĂŢULUI, NR.33-35, CAMERA NR. 1, BL.1, ET.2, AP.17",,,32602,2019-06-24,TRANSFER(SOSIRE) din data 09.12.2019,True,,,,,,,
27466925,RIA AGRI SOLUTION SRL,4661,J2010009510406,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti,Bld. Mircea Vodă,43,30664,"MUNICIPIUL BUCUREŞTI, SECTOR 3, BLD MIRCEA VODĂ, NR.43, BL.M32, SC.1, AP.18",,,30664,2010-10-06,RELUARE ACTIVITATE din data 06.10.2015,True,,,,,,,
31185308,RICHTER ANTREPRIZĂ CONSTRUCTII SRL,4661,J23/377/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Sat Berceni Com. Berceni,Str. Fabrica de Mobilă,30,77020,"JUD. ILFOV, SAT BERCENI COM. BERCENI, STR. FABRICA DE MOBILĂ, NR.30, BIROUL NR. 3",,,77020,2013-02-05,INREGISTRAT din data 05.02.2013,False,,,,,,,
9799697,RICVIDAN COM SRL,4661,J08/1384/1997,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Sat Sânpetru Com. Sânpetru,Str. Măceşului,102,507190,"JUD. BRAŞOV, SAT SÂNPETRU COM. SÂNPETRU, STR. MĂCEŞULUI, NR.102",0268322406,0368407118,507190,1997-10-01,INREGISTRAT din data 01.10.1997,True,,,,,,,
15464351,RIELA ROMANIA SRL,2830,J12/1366/2003,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Sat Bonţida Com. Bonţida,Str. Gării,8A,407105,"JUD. CLUJ, SAT BONŢIDA COM. BONŢIDA, STR. GĂRII, NR.8A",0264441910,0264441910,407105,2003-05-29,INREGISTRAT din data 28.05.2003,True,info@riela.pl,,https://riela.ro,,,,
42891481,RIFESPOR S.R.L.,4661,J08/1484/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Sat Cristian Com. Cristian,Str. Lungă,224,507055,"JUD. BRAŞOV, SAT CRISTIAN COM. CRISTIAN, STR. LUNGĂ, NR.224, CAM.2",0770244339,,507055,2020-08-10,INREGISTRAT din data 07.08.2020,True,,,,,,,
16216753,RIGA S.R.L.,4661,J10/223/2004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BUZĂU,Sat Băile Com. Balta Alba,Com. BALTA ALBA,,127017,"JUD. BUZĂU, SAT BĂILE COM. BALTA ALBA, COM. BALTA ALBA",411423,,127017,2004-03-09,INREGISTRAT din data 08.03.2004,True,,,https://riga.ro,,,,
44117208,RIM TECHNOLOGY S.R.L.,4661,J2021001092168,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DOLJ,Mun. Craiova,Str. Izvorul Rece,11,200801,"JUD. DOLJ, MUN. CRAIOVA, STR. IZVORUL RECE, NR.11",,,200801,2021-04-14,INREGISTRAT din data 14.04.2021,True,,,,,,,
21365468,RITCHARD CO SRL,4661,J51/176/2007,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CĂLĂRAŞI,Sat Chirnogi Com. Chirnogi,,,917266,"JUD. CĂLĂRAŞI, SAT CHIRNOGI COM. CHIRNOGI",,,917266,2007-03-15,INREGISTRAT din data 14.03.2007,True,,,,,,,
7551546,RITTNER TRADING SRL,4661,J1995001091054,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Str. Cerbului,5A,410563,"JUD. BIHOR, MUN. ORADEA, STR. CERBULUI, NR.5A, BL.C 19, AP.8",0722663550,,410563,1995-07-21,INREGISTRAT din data 21.07.1995,True,,,,765354,153070,1,1995
42144842,RM DORAMAGRO S.R.L.,4661,J2020000137357,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Str. Ion Creangă,16 SI 18/A,,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. ION CREANGĂ, NR.16 SI 18/A, CAMERA 1, AP.4B",,,,2020-01-22,INREGISTRAT din data 22.01.2020,True,,,,,,,
36525141,RMY70 IMPEX SRL,4661,J06/758/2016,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BISTRIŢA-NĂSĂUD,Sat Negrileşti Com. Negrileşti,,429,427068,"JUD. BISTRIŢA-NĂSĂUD, SAT NEGRILEŞTI COM. NEGRILEŞTI, NR.429",,,427068,2016-09-14,INREGISTRAT din data 14.09.2016,True,,,,,,,
22474404,ROAGRO DK SRL,4661,J2007000506149,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,COVASNA,Sat Ojdula Com. Ojdula,Str. Principală,66,,"JUD. COVASNA, SAT OJDULA COM. OJDULA, STR. PRINCIPALĂ, NR.66",,,,2007-09-27,INREGISTRAT din data 27.09.2007,True,,,,,,,
41460839,ROAGRO NEMDIS S.R.L.,4661,J2019001435177,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Mun. Galaţi,Bld. Dunărea,60,,"JUD. GALAŢI, MUN. GALAŢI, BLD. DUNĂREA, NR.60, SC.2, AP.20",,,,2019-07-30,INREGISTRAT din data 30.07.2019,True,,,,,,,
43836710,ROBOTIC MANAGEMENT S.R.L.,4661,J26/364/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Mun. Târgu Mureş,Pţa. Trandafirilor,12,,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, PŢA. TRANDAFIRILOR, NR.12, AP.VI",,,,2021-03-02,INREGISTRAT din data 02.03.2021,True,,,,,,,
45022963,RODA LUDUS S.R.L.,4661,J26/1629/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Orş. Luduş,Str. Libertăţii,12C,545200,"JUD. MUREŞ, ORŞ. LUDUŞ, STR. LIBERTĂŢII, NR.12C",,,545200,2021-10-07,INREGISTRAT din data 07.10.2021,True,,,,,,,
40333896,RODAN CIP LARSEN UTILAJE S.R.L.,4661,J27/1286/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,NEAMŢ,Mun. Roman,Str. Tudor Vladimirescu,,,"JUD. NEAMŢ, MUN. ROMAN, STR. TUDOR VLADIMIRESCU, BL.19, SC.A, AP.14",,,,2018-12-19,SUSPENDARE ACTIVITATE din data 14.11.2024,False,,,,,,,
22645687,ROLANDA HELP SRL,4661,J24/1952/2007,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Sat Răzoare Orş. Târgu Lăpuş,,87,435610,"JUD. MARAMUREŞ, SAT RĂZOARE ORŞ. TÂRGU LĂPUŞ,  , NR.87",0745474259,,435610,2007-10-29,SUSPENDARE ACTIVITATE din data 17.03.2022,False,,,,,,,
12883827,ROLEDA FARM S.R.L.,4661,J13/2138/1999,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Orş. Năvodari,Str. C1,8,905700,"JUD. CONSTANŢA, ORŞ. NĂVODARI, STR. C1, NR.8, ET.4, AP.12",,,905700,2000-04-07,INREGISTRAT din data 07.04.2000,False,,,,,,,
30880675,ROMAGRI FARMING SRL,4661,J2012001233020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Mun. Arad,Str. Zalău,2,310307,"JUD. ARAD, MUN. ARAD, STR. ZALĂU, NR.2, BL.504, AP.4",,,310307,2012-11-07,RELUARE ACTIVITATE din data 15.11.2025,False,,,,,,,
18431618,ROMAGRO UTILAJ IMPORT EXPORT S.R.L.,4661,J05/412/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Budureasa Com. Budureasa,,19,417100,"JUD. BIHOR, SAT BUDUREASA COM. BUDUREASA, NR.19",0749206163,,417100,2006-03-01,INREGISTRAT din data 28.02.2006,True,,,,,,,
31902704,ROMAGROTEHNICA SRL,4661,J35/1618/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Ghiroda Com. Ghiroda,Cal. Lugojului,107,307200,"JUD. TIMIŞ, SAT GHIRODA COM. GHIRODA, CAL. LUGOJULUI, NR.107",0724550402,,307200,2013-06-21,INREGISTRAT din data 21.06.2013,True,office@romagrotehnica.ro,,https://romagrotehnica.ro,,,,
16966003,ROMAVIA OTIS SRL,4661,J08/2713/2004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Sat Hălchiu Com. Hălchiu,Str. Bodului,fără,507080,"JUD. BRAŞOV, SAT HĂLCHIU COM. HĂLCHIU, STR. BODULUI, NR.FN, AP.BIROUL 7",0268 / 481555,,507080,2004-11-22,RELUARE ACTIVITATE din data 23.02.2012,False,,,,,,,
42681978,ROMED AGROTRAC S.R.L.,4661,J10/500/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BUZĂU,Mun. Buzău,Car. Dorobanţi 2,,,"JUD. BUZĂU, MUN. BUZĂU, CAR. DOROBANŢI 2, BL.F26, ET.4, AP.14",0762902901,,,2020-06-25,INREGISTRAT din data 25.06.2020,True,,,,,,,
32233560,ROMERCATOR SRL,4661,J05/1484/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Str. George Enescu,57,410034,"JUD. BIHOR, MUN. ORADEA, STR. GEORGE ENESCU, NR.57",0743555450,,410034,2013-09-11,INREGISTRAT din data 11.09.2013,False,,,,,,,
33324445,ROMIMAR GANVERD SRL,4661,J23/1876/2014,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Orş. Popeşti-Leordeni,Str. DRUMUL FERMEI,83A,77160,"JUD. ILFOV, ORŞ. POPEŞTI-LEORDENI, STR. DRUMUL FERMEI, NR.83A, PARTER, SC.1, AP.3",0733373770,,77160,2014-06-27,INREGISTRAT din data 27.06.2014,False,,,,,,,
15544795,ROMSEAL AGRI SRL,4661,J40/8680/2003,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Str. Dimitrie Zosima,76,11537,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. DUMITRU ZOSIMMA, NR.76, ET.4+5, AP.11",0213502317,,11537,2003-06-26,TRANSFER(SOSIRE) din data 06.10.2022,True,,,,,,,
5019276,ROMSEAL SRL,4661,J40/27763/1993,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Str. Dimitrie Zosima,76,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. DUMITRU ZOSIMMA, NR.76, ET.4+5, AP.11",3502317,,,1993-12-23,TRANSFER(SOSIRE) din data 04.10.2022,False,,,,,,,
39756841,ROMTRAC BUSINESS S.R.L.,4661,J21/434/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IALOMIŢA,Mun. Feteşti,Str. Soarelui,26,925100,"JUD. IALOMIŢA, MUN. FETEŞTI, STR. SOARELUI, NR.26",,,925100,2018-08-20,SUSPENDARE ACTIVITATE din data 01.02.2024,False,,,,,,,
38338468,ROONIE-RAZVA SRL,4661,J2017001066186,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 3 Mun. Bucureşti,Bld. Theodor Pallady,21,,"MUNICIPIUL BUCUREŞTI, SECTOR 3, BLD THEODOR PALLADY, NR.21, BL.P1, SC.A, ET.10, AP.37",0762081444,,,2017-10-11,TRANSFER(SOSIRE) din data 22.06.2025,True,,,,,,,
37825589,ROPRESTEM FARM SRL,4661,J05/1759/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Orş. Aleşd,Str. Bobâlna,100E,,"JUD. BIHOR, ORŞ. ALEŞD, STR. BOBÂLNA, NR.100E",0751235058,,,2017-06-23,INREGISTRAT din data 23.06.2017,True,,,,,,,
24301302,ROS PRODUCTION S.R.L.,2830,J17/1510/2008,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Mun. Tecuci,Str. 9 Mai,36,805300,"JUD. GALAŢI, MUN. TECUCI, STR. 9 MAI, NR.36",0236836444,,805300,2008-08-07,INREGISTRAT din data 07.08.2008,False,,,,,,,
6334441,ROTAKT SRL,4661,J1994001105385,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,VÂLCEA,Mun. Râmnicu Vâlcea,Str. Depozitelor,28,240426,"JUD. VÂLCEA, MUN. RÂMNICU VÂLCEA, STR. DEPOZITELOR, NR.28",0747461991,0250702081,240426,1994-10-31,INREGISTRAT din data 31.10.1994,True,contact@rotakt.ro,,https://rotakt.ro,,,,
24088256,ROTANA GRAND S.R.L.,4661,J40/10949/2008,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 4 Mun. Bucureşti,Aleea Resita B,,40928,"MUNICIPIUL BUCUREŞTI, SECTOR 4, ALEEA RESITA B, SC.1, ET.P, AP.3",0723769443,,40928,2008-06-23,SUSPENDARE ACTIVITATE din data 21.05.2009,False,,,,,,,
16179116,ROTAX SRL,4661,J05/308/2004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Păcăleşti Com. Drăgăneşti,PĂCĂLEŞTI,10A,,"JUD. BIHOR, SAT PĂCĂLEŞTI COM. DRĂGĂNEŞTI, PĂCĂLEŞTI, NR.10 A",0745320704,,,2004-02-26,INREGISTRAT din data 25.02.2004,True,,,https://rotax.ro,,,,
47095007,ROTCART ALL GRUP S.R.L.,4661,J26/2036/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Sat Cucerdea Com. Cucerdea,Str. PRINCIPALĂ,326,547190,"JUD. MUREŞ, SAT CUCERDEA COM. CUCERDEA, STR. PRINCIPALĂ, NR.326",0755824567,,547190,2022-10-28,INREGISTRAT din data 28.10.2022,True,,,,,,,
15597331,ROTECA SRL,2830,J30/577/2003,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SATU MARE,Orş. Ardud,Str. Bucureştiului,139,447020,"JUD. SATU MARE, ORŞ. ARDUD, STR. BUCUREŞTIULUI, NR.139",0261771151,0261771151,447020,2003-07-17,INREGISTRAT din data 16.07.2003,True,roteca.mf@gmail.com,,https://roteca.ro,,,,
16868188,ROWIRAX SRL,4661,J05/1915/2004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Santăul Mic Com. Borş,,86,417077,"JUD. BIHOR, SAT SANTĂUL MIC COM. BORŞ, COM. BORS, NR.86",,,417077,2004-10-22,INREGISTRAT din data 20.10.2004,False,,,,,,,
43232004,ROYAL DRU AGRO S.R.L.,4661,J2020001374261,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Sat Cristeşti Com. Cristeşti,Str. Principală,562/B,547185,"JUD. MUREŞ, SAT CRISTEŞTI COM. CRISTEŞTI, STR. PRINCIPALĂ, NR.562/B",0735666111,,547185,2020-10-23,INREGISTRAT din data 22.10.2020,True,,,,,,,
41120381,ROYAL TRACTOR S.R.L.,4661,J26/1100/2019,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Mun. Târgu Mureş,Pţa. Trandafirilor,48,540053,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, PŢA. TRANDAFIRILOR, NR.48, BIROU 3R, ET.III",,,540053,2019-05-15,INREGISTRAT din data 15.05.2019,False,,,https://royaltractor.ro,,,,
46066810,RURAL PLANT UTILAJE S.R.L.,4661,J35/1954/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Belint Com. Belint,,251,307045,"JUD. TIMIŞ, SAT BELINT COM. BELINT, NR.251",,,307045,2022-05-05,INREGISTRAT din data 05.05.2022,False,office@ruralplant.ro,,https://ruralplant.ro,,,,
5045437,RURIS IMPEX SRL,2830,J16/3158/1993,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DOLJ,Mun. Craiova,Bld. Decebal,111,,"JUD. DOLJ, MUN. CRAIOVA, BLD. DECEBAL, NR.111, CLADIRE ADMINISTRATIVA",0351464632,,,1994-01-04,INREGISTRAT din data 04.01.1994,True,info@ruris.ro,,https://ruris.ro,,,,
40570620,RUVINEANȚU ACTUAL S.R.L.,4661,J11/131/2019,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CARAŞ-SEVERIN,Mun. Caransebeş,Str. G-ral Mihail Trapşa,27,325400,"JUD. CARAŞ-SEVERIN, MUN. CARANSEBEŞ, STR. G-RAL MIHAIL TRAPŞA, NR.27",,,325400,2019-02-05,INREGISTRAT din data 05.02.2019,False,,,,,,,
6553280,S M RECOSEMTRACT SRL,4661,J35/3235/1994,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Str. Mangalia,66/A,300186,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. MANGALIA, NR.66/A",0256201386,,300186,1994-12-15,INREGISTRAT din data 15.12.1994,True,,,,,,,
16970233,S-LINE INTERNATIONAL INVEST S.R.L.,4661,J2023001758237,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Com. Tunari,Str BALTA PASAREA,70,77180,"JUD. ILFOV, COM. TUNARI, STR BALTA PASAREA, NR.70, VILA 1. ETAJ. CAMERA 2 IN SUPRAFATA DE 10.4 MP",0212123020,,77180,2004-11-23,TRANSFER(SOSIRE) din data 14.03.2023,True,,,,,,,
1858038,S.C.I.M.U.M. S.A.,2830,J13/509/1991,SOCIETATE COMERCIALĂ PE ACŢIUNI,CONSTANŢA,Mun. Medgidia,Str. INDEPENDENTEI,12,905600,"JUD. CONSTANŢA, MUN. MEDGIDIA, STR. INDEPENDENTEI, NR.12",0241814510,0241812400,905600,1992-11-09,INREGISTRAT din data 01.02.1991,False,,,,,,,
40615544,SA. FRA. ZOOTECH S.R.L.,2830,J2019000631051,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Str. Griviţei,36,410520,"JUD. BIHOR, MUN. ORADEA, STR. GRIVIŢEI, NR.36",,,410520,2019-02-11,INREGISTRAT din data 11.02.2019,True,,,,,,,
43628042,SAB AGROLINE S.R.L.,4661,J12/376/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Mun. Cluj-Napoca,Cal. Floreşti,81,,"JUD. CLUJ, MUN. CLUJ-NAPOCA, CAL. FLOREŞTI, NR.81, SC.7, ET.4, AP.180",,,,2021-01-27,INREGISTRAT din data 27.01.2021,True,sabagroline@sabagroline.ro,,https://sabagroline.ro,,,,
42567605,SAB GREEN IRRIGAZIONI S.R.L.,4661,J2020000301091,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRĂILA,Sat Grădiştea Com. Grădiştea,Str. 22 Decembrie 1989,58,817065,"JUD. BRĂILA, SAT GRĂDIŞTEA COM. GRĂDIŞTEA, STR. 22 DECEMBRIE 1989, NR.58",,,817065,2020-06-02,INREGISTRAT din data 02.06.2020,True,,,,,,,
14386190,SABAD SRL,4661,J2002000017242,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Mun. Baia Mare,Str. Dumbravei,222,,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. DUMBRAVEI, NR.222, BIROU ÎN SUPRAFAŢĂ DE 22.6 MP",0745620216,,,2002-01-16,INREGISTRAT din data 15.01.2002,True,,,,,,,
28922680,SABROCOM AGRO PARTS S.R.L.,4661,J23/1973/2011,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Sat Afumaţi Com. Afumaţi,Str. ŞOSEAUA LINIA DE CENTURĂ STÂNGA,21A,,"JUD. ILFOV, SAT AFUMAŢI COM. AFUMAŢI, STR. ŞOSEAUA LINIA DE CENTURĂ STÂNGA, NR.21A, CLĂDIREA C31",0724516851,,,2011-07-27,INREGISTRAT din data 27.07.2011,True,,,,,,,
3211231,SABROCOM S.R.L.,4661,J23/2096/2002,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Com. Afumaţi,Str. SOS. LINIA DE CENTURA STANGA,21A,77010,"JUD. ILFOV, COM. AFUMAŢI, STR. SOS. LINIA DE CENTURA STANGA, NR.21A",3505929,,77010,1993-02-12,TRANSFER(SOSIRE) din data 14.10.2002,True,contact@sabrocom.ro,,https://sabrocom.ro,,,,
