cui,denumire,judet,tip_serviciu,nr_licenta,email
32564385,"DIRECȚIA DE
ADMINISTRARE A
DOMENIULUI PUBLIC ȘI
PRIVAT FETEȘTI",Ialomita,salubrizare,"Licenţă nr. 7428/14.11.2025 clasa 3
Valabilă până la data de 14.11.2030",
41293404,"SERVICII COMUNITARE
AMARA SRL Amara",Ialomita,salubrizare,"Licenţă nr. 7101/25.02.2025 clasa 3
Valabilă până la data de 17.10.2029",
41608570,"SERVICIUL DE
SALUBRIZARE CIULNIȚA
Ciulnița",Ialomita,salubrizare,"Licenţă nr. 5347/11.05.2021 clasa 3
Valabilă până la data de 11.05.2026",
41685602,"SALUBRITATE-URZICENI
SRL Urziceni",Ialomita,salubrizare,"Licenţă nr. 7409/27.10.2025 clasa 3
Valabilă până la data de 04.08.2030",
7326960,"DIRECȚIA DE
ADMINISTRARE A
DOMENIULUI PUBLIC
Slobozia",Ialomita,salubrizare,"Licenţă nr. 6112/15.12.2022 clasa 2
Valabilă până la data de 15.12.2027",
18429197,"VITALIA SERVICII PENTRU
MEDIU – TRATAREA
DEŞEURILOR SRL Boldeşti-
Scăieni",Prahova,salubrizare,"Licenţă nr. 5506/07.02.2024 clasa 1
Valabilă până la data de 14.10.2026",
24920023,"ALEXIZA CONSTRUCT SRL
Talea",Prahova,salubrizare,"Licenţă nr. 7501/16.01.2026 clasa 3
Valabilă până la data de 25.05.2026",
27758318,"AQUASAL UTILSERV SRL
Brazi",Prahova,salubrizare,"Licenţă nr. 5452/16.08.2021 clasa 3
Valabilă până la data de 16.08.2026",
2992339,"FLORICON SALUB SRL
Câmpina",Prahova,salubrizare,"Licenţă nr. 6117/21.12.2022 clasa 1
Valabilă până la data de 20.01.2028",
30757827,"GOWRIEL INTERPREST SRL
Fulga",Prahova,salubrizare,"Licenţă nr. 7077/13.02.2025 clasa 3
Valabilă până la data de 19.07.2027",
47851224,"SERVICII DE
GOSPODĂRIRE COMUNALĂ
ARICEȘTII RAHTIVANI SRL
Ariceștii Rahtivani",Prahova,salubrizare,"Licenţă nr. 7280/01.08.2025 clasa 3
Valabilă până la data de 11.06.2030",
4986244,CORAL IMPEX SRL Ploieşti,Prahova,salubrizare,"Licenţă nr. 6245/23.03.2023 clasa 1
Valabilă până la data de 03.04.2028",
13924437,"ADMINISTRAȚIA
DOMENIULUI PUBLIC
Alexandria",Teleorman,salubrizare,"Licenţă nr. 6376/22.06.2023 clasa 3
Valabilă până la data de 22.06.2028",
26454388,"URBIS SERVCONSTRUCT
SA Roșiorii de Vede",Teleorman,salubrizare,"Licenţă nr. 7291/05.08.2025 clasa 3
Valabilă până la data de 29.05.2030",
28268713,"URBANA SERV S.R.L.
Zimnicea",Teleorman,salubrizare,"Licenţă nr. 6404/27.07.2023 clasa 3
Valabilă până la data de 01.05.2028",
31892929,"SALUBRITATE-TURNU SRL
Turnu Măgurele",Teleorman,salubrizare,"Licenţă nr. 6442/10.08.2023 clasa 3
Valabilă până la data de 20.07.2028",
27969145,"SALUBRITATE CRAIOVA
SRL Craiova",Dolj,salubrizare,"Licenţă nr. 5523/25.05.2023 clasa 1
Valabilă până la data de 30.03.2026",
38697925,"SERVICIUL PUBLIC DE
SALUBRIZARE ȘI SPAȚII
VERZI Băilești",Dolj,salubrizare,"Licenţă nr. 6409/27.07.2023 clasa 3
Valabilă până la data de 27.07.2028",
14715935,"SERVICIUL PUBLIC DE
GOSPODĂRIRE COMUNAL
AL COMUNEI TURBUREA
Turburea",Gorj,salubrizare,"Licenţă nr. 7031/18.12.2024 clasa 3
Valabilă până la data de 18.12.2029",
17617346,"POLARIS MEDIU SRL Târgu
Jiu",Gorj,salubrizare,"Licenţă nr. 6450/17.08.2023 clasa 3
Valabilă până la data de 07.12.2026",
23226130,MATSALUBRIS SRL Mătăsari,Gorj,salubrizare,"Licenţă nr. 6922/25.09.2024 clasa 3
Valabilă până la data de 12.10.2027",
41964100,"SERVICIUL DE ILUMINAT
PUBLIC AL ORAȘULUI
ROVINARI Rovinari",Gorj,salubrizare,"Licenţă nr. 5596/18.11.2021 clasa 3
Valabilă până la data de 18.11.2026",
25285957,TURCENISAL SRL Turceni,Gorj,salubrizare,"Licenţă nr. 5904/11.07.2022 clasa 3
Valabilă până la data de 31.03.2027",
27268839,UTIL LOCAL SRL Bălești,Gorj,salubrizare,"Licenţă nr. 6938/03.10.2024 clasa 3
Valabilă până la data de 30.05.2029",
27301897,"SALUBRIS GILORT SRL
Târgu Cărbunești",Gorj,salubrizare,"Licenţă nr. 5792/04.04.2022 clasa 3
Valabilă până la data de 18.06.2026",
27419583,"DIRECȚIA PUBLICĂ
MOTRU SA",Gorj,salubrizare,"Licenţă nr. 5325/25.06.2025 clasa 3
Valabilă până la data de 07.04.2026",
29205888,"JUPSAL SALUBRIS SRL
Jupânești",Gorj,salubrizare,"Licenţă nr.5960/12.08.2022 clasa 3
Valabilă până la data de 22.07.2027",
31156876,"ECOSAL DROBETA SRL
Drobeta-Turnu Severin",Mehedinti,salubrizare,"Licenţă nr. 7211/12.06.2025 clasa 2
Valabilă până la data de 12.06.2030",
36387154,"ECO G.M.G. COMPANY SRL
Drobeta-Turnu Severin",Mehedinti,salubrizare,"Licenţă nr. 7259/26.06.2025 clasa 3
Valabilă până la data de 26.06.2030",
37458300,"BOBAN BOLTA RECE SRL
Sopotu-Veci Dalboset",Mehedinti,salubrizare,"Licenţă nr. 7139/24.03.2025 clasa 3
Valabilă până la data de 19.02.2030",
38312646,"SERVICIUL PUBLIC DE
SALUBRIZARE Strehaia",Mehedinti,salubrizare,"Licenţă nr. 6973/04.11.2024 clasa 3
Valabilă până la data de 04.11.2029",
6667616,"FLORA SERCOM SA Drobeta-
Turnu Severin",Mehedinti,salubrizare,"Licenţă nr. 5334/19.04.2021 clasa 3
Valabilă până la data de 20.05.2026",
30642576,"UTILITĂȚI PUBLICE
CORABIA SRL Corabia",Olt,salubrizare,"Licenţă nr. 5609/09.12.2021 clasa 3
Valabilă până la data de 08.11.2026",
6516214,SALUBRIS SA Slatina,Olt,salubrizare,"Licenţă nr. 6110/15.12.2022 clasa 1
Valabilă până la data de 23.12.2027",
21477615,ESO SERV SRL Vlădești,Valcea,salubrizare,"Licenţă nr. 7524/20.01.2026 clasa 3
Valabilă până la data de 12.04.2026",
24333398,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
Brezoi",Valcea,salubrizare,"Licenţă nr. 6062/31.10.2022 clasa 3
Valabilă până la data de 31.10.2027",
27289734,"PIEȚE PREST SA Râmnicu
Vâlcea",Valcea,salubrizare,"Licenţă nr. 7323/26.08.2025 clasa 2
Valabilă până la data de 26.08.2030",
50245813,"BĂLCEȘTI SERVICII
PUBLICE SRL Bălcești",Valcea,salubrizare,"Licenţă nr. 7352/15.09.2025 clasa 3
Valabilă până la data de 30.07.2030",
14822567,"FCC ENVIRONMENT
ROMÂNIA SRL Arad",Arad,salubrizare,"Licenţă nr. 5104/13.11.2025 clasa 1
Valabilă până la data de 24.11.2030",
20124542,"CRISTAL SERVICES GROUP
SRL Arad",Arad,salubrizare,"Licenţă nr. 7489/17.12.2025 clasa 3
Valabilă până la data de 10.07.2026",
22207903,"TERA EXCAVATIONES SRL
Sebiș",Arad,salubrizare,"Licenţă nr. 7453/03.12.2025 clasa 3
Valabilă până la data de 31.03.2026",
27394322,"ECO INEU PHARE 2004 SA
Ineu",Arad,salubrizare,"Licenţă nr. 5476/27.08.2021 clasa 3
Valabilă până la data de 01.06.2026",
34296440,REGIO INTEGRAL SA Curtici,Arad,salubrizare,"Licenţă nr. 5549/22.10.2021 clasa 3
Valabilă până la data de 04.05.2026",
38622361,SUTUSORCONS SRL Novaci,Arad,salubrizare,"Licenţă nr. 7547/30.01.2026 clasa 3
Valabilă până la data de 05.06.2026",
41194419,"ADS - STOP DETOX SRL
Șicula",Arad,salubrizare,"Licenţă nr. 7507/19.01.2026 clasa 3
Valabilă până la data de 25.04.2026",
43115420,"URBI-SERV PECICA SA
Pecica",Arad,salubrizare,"Licenţă nr. 6240/03.03.2023 clasa 3
Valabilă până la data de 02.09.2027",
43287743,"SERVICIUL PUBLIC DE
SALUBRIZARE AL
ORAȘULUI NĂDLAC",Arad,salubrizare,"Licenţă nr. 5601/03.12.2021 clasa 3
Valabilă până la data de 03.12.2026",
8189348,RECONS SA Arad,Arad,salubrizare,"Licenţă nr. 6253/03.04.2023 clasa 1
Valabilă până la data de 02.02.2028",
1074553,IONELA SRL Moldova Nouă,Caras-Severin,salubrizare,"Licenţă nr. 6678/13.02.2024 clasa 3
Valabilă până la data de 13.02.2029",
15082947,"SERVICIUL PUBLIC –
DIRECȚIA PENTRU
ÎNTREȚINEREA ȘI
REPARAREA
PATRIMONIULUI
CONSILIULUI LOCAL,
SERVICIUL DE ILUMINAT
PUBLIC ȘI DESZĂPEZIRE
Reșița",Caras-Severin,salubrizare,"Licenţă nr. 7115/11.03.2025 clasa 2
Valabilă până la data de 11.03.2030",
18310039,"TRANSAL URBIS SRL
Caransebeş",Caras-Severin,salubrizare,"Licenţă nr. 7299/06.08.2025 clasa 3
Valabilă până la data de 27.09.2027",
36727400,"SERVICIUL PUBLIC DE
SALUBRIZARE EZERIȘ",Caras-Severin,salubrizare,"Licenţă nr. 5562/28.10.2021 clasa 3
Valabilă până la data de 28.10.2026",
36937347,"SERVICIUL PUBLIC DE
SALUBRIZARE VĂLIUG",Caras-Severin,salubrizare,"Licenţă nr. 5514/24.09.2021 clasa 3
Valabilă până la data de 24.09.2026",
40593950,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
AL ORAȘULUI BĂILE
HERCULANE",Caras-Severin,salubrizare,"Licenţă nr. 7585/25.02.2026 clasa 3
Valabilă până la data de 25.02.2031",
42116028,"SERVICIUL PUBLIC DE
SALUBRIZARE MOLDOVA
NOUĂ",Caras-Severin,salubrizare,"Licenţă nr. 5930/25.07.2022 clasa 3
Valabilă până la data de 25.07.2027",
43132668,"MEDIA LAND RECYCLING
SRL Oravița",Caras-Severin,salubrizare,"Licenţă nr. 7138/24.03.2025 clasa 2
Valabilă până la data de 24.03.2030",
43861942,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
MĂURENI",Caras-Severin,salubrizare,"Licenţă nr. 5759/15.03.2022 clasa 3
Valabilă până la data de 15.03.2027",
14954410,"TANI DANONA SRL Teliucu
Inferior",Hunedoara,salubrizare,"Licenţă nr. 7150/10.04.2025 clasa 3
Valabilă până la data de 23.10.2028",
19121240,MIRUNA TRANS SRL Hațeg,Hunedoara,salubrizare,"Licenţă nr. 7332/28.08.2025 clasa 3
Valabilă până la data de 11.08.2027",
2126332,DD CHIM SRL Deva,Hunedoara,salubrizare,"Licenţă nr. 7100/24.02.2025 clasa 1
Valabilă până la data de 20.09.2029",
24241375,"SIMLIV PROCLEAN SRL
Orăștie",Hunedoara,salubrizare,"Licenţă nr. 7487/17.12.2025 clasa 3
Valabilă până la data de 19.11.2026",
24840196,BUCURA PREST SA Hațeg,Hunedoara,salubrizare,"Licenţă nr. 6880/07.08.2024 clasa 3
Valabilă până la data de 01.04.2029",
30948835,SIMPRESTUTIL SRL Simeria,Hunedoara,salubrizare,"Licenţă nr. 7476/12.12.2025 clasa 3
Valabilă până la data de 10.03.2030",
34446726,"SALUBPREST HUNEDOARA
SRL Hunedoara",Hunedoara,salubrizare,"Licenţă nr. 6329/26.05.2023 clasa 2
Valabilă până la data de 01.03.2028",
36443211,EDIL SAL PREST SA Petrila,Hunedoara,salubrizare,"Licenţă nr. 7027/18.12.2024 clasa 3
Valabilă până la data de 11.10.2028",
36839403,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
BARU",Hunedoara,salubrizare,"Licenţă nr. 5886/11.07.2022 clasa 3
Valabilă până la data de 11.07.2027",
37365308,"GOSPODARUL BRETEAN
SERV SRL Bretea Română",Hunedoara,salubrizare,"Licenţă nr. 7312/21.08.2025 clasa 3
Valabilă până la data de 03.02.2030",
4127334,"DUDAS COM AGROPREST
SRL Băcia",Hunedoara,salubrizare,"Licenţă nr. 7581/24.02.2026 clasa 3
Valabilă până la data de 02.12.2026",
42027974,"SERVICIUL PUBLIC DE
GOSPODARIRE COMUNALA
ORASTIE Orăștie",Hunedoara,salubrizare,"Licenţă nr. 6184/17.02.2023 clasa 3
Valabilă până la data de 17.02.2028",
42148836,"SERVICIUL PUBLIC DE
SALUBRIZARE VULCAN",Hunedoara,salubrizare,"Licenţă nr. 7284/04.08.2025 clasa 3
Valabilă până la data de 04.08.2030",
52075219,"SALUBRIZARE DEVA SRL
Deva",Hunedoara,salubrizare,"Licenţă nr. 7422/14.11.2025 clasa 2
Valabilă până la data de 31.07.2030",
8330926,EOLIAN ENERGY SRL Hațeg,Hunedoara,salubrizare,"Licenţă nr. 6029/06.10.2022 clasa 3
Valabilă până la data de 01.09.2026",
1800958,DERATON SRL Timişoara,Timis,salubrizare,"Licenţă nr. 7364/23.09.2025 clasa 2
Valabilă până la data de 31.05.2026",
37306760,"DOMENIUL PUBLIC
GHIRODA SA Ghiroda",Timis,salubrizare,"Licenţă nr. 7517 7518/20.01.2026 clasa 3
Valabilă până la data de 31.03.2026",
39483350,"CONSILIUL LOCAL FĂGET-
GOSPODĂRIA
ORĂȘENEASCĂ Lugoj",Timis,salubrizare,"Licenţă nr. 7247/25.06.2025 clasa 3
Valabilă până la data de 25.06.2030",
40809214,"SERVICIUL PUBLIC DE
GOSPODĂRIRE COMUNALĂ
LENAUHEIM",Timis,salubrizare,"Licenţă nr. 5555/26.10.2021 clasa 3
Valabilă până la data de 26.10.2026",
45053137,"SALUBRIZARE LUGOJ SRL
Lugoj",Timis,salubrizare,"Licenţă nr. 7286/05.08.2025 clasa 3
Valabilă până la data de 11.06.2029",
51241348,"SALUBRIZARE TIMISOARA
SRL Timișoara",Timis,salubrizare,"Licenţă nr. 7190/26.05.2025 clasa 2
Valabilă până la data de 14.03.2030",
5237904,RATUSDERA SRL Timișoara,Timis,salubrizare,"Licenţă nr. 7465/04.12.2025 clasa 3
Valabilă până la data de 11.08.2028",
546821,"CARSADE INVEST SRL
Buziaș",Timis,salubrizare,"Licenţă nr. 7554/02.02.2026 clasa 3
Valabilă până la data de 08.12.2026",
7283303,PEISAJ HOSTA SRL Jimbolia,Timis,salubrizare,"Licenţă nr. 6657/09.02.2024 clasa 3
Valabilă până la data de 01.01.2029",
16131665,ECO BIHOR SRL Oradea,Bihor,salubrizare,"Licenţă nr. 6398/26.07.2023 clasa 1
Valabilă până la data de 13.05.2026",
17854180,ADERAMED SRL Oradea,Bihor,salubrizare,"Licenţă nr. 7351/12.09.2025 clasa 2
Valabilă până la data de 17.05.2026",
24324675,AVE ROMÂNIA SRL Oradea,Bihor,salubrizare,"Licenţă nr. 7018/17.12.2024 clasa 1
Valabilă până la data de 17.12.2029",
25067154,"SERVICIUL PUBLIC DE
ALIMENTARE CU APĂ,
CANALIZARE ŞI
SALUBRIZARE Marghita",Bihor,salubrizare,"Licenţă nr. 5085/06.08.2025 clasa 3
Valabilă până la data de 21.08.2030",
29595527,"SERVICII PUBLICE,
AGREMENT ȘI
SALUBRITATE SPAS SA
Sânmartin",Bihor,salubrizare,"Licenţă nr. 5818/20.04.2022 clasa 3
Valabilă până la data de 28.02.2027",
51294008,"ECOLOGIC PREST BIHOR
SA Oradea",Bihor,salubrizare,"Licenţă nr. 7390/16.10.2025 clasa 1
Valabilă până la data de 16.08.2030",
8274621,"ADMINISTRAȚIA
DOMENIULUI PUBLIC
BEIUȘ SA",Bihor,salubrizare,"Licenţă nr. 6575/20.12.2023 clasa 3
Valabilă până la data de 30.06.2028",
8309690,RER VEST SA Oradea,Bihor,salubrizare,"Licenţă nr. 7363/23.09.2025 clasa 1
Valabilă până la data de 01.04.2029",
8334634,SALUBRI SA Aleşd,Bihor,salubrizare,"Licenţă nr. 6704/26.06.2025 clasa 3
Valabilă până la data de 07.09.2028",
9112229,"RETIM ECOLOGIC SERVICE
SA Oradea",Bihor,salubrizare,"Licenţă nr. 7496/18.12.2025 clasa 1
Valabilă până la data de 18.12.2030",
13750250,"DIRECŢIA DE GOSPODĂRIE
COMUNALĂ Beclean",Bistrita-Nasaud,salubrizare,"Licenţă nr. 6432/04.08.2023 clasa 3
Valabilă până la data de 04.08.2028",
25503261,"DIRECȚIA DE
INFRASTRUCTURĂ ȘI
SERVICII BISTRIȚA",Bistrita-Nasaud,salubrizare,"Licenţă nr. 5590/18.08.2023 clasa 2
Valabilă până la data de 18.11.2026",
31547777,"LOCAL SERV NĂSĂUD SRL
Năsăud",Bistrita-Nasaud,salubrizare,"Licenţă nr. 7511/19.01.2026 clasa 3
Valabilă până la data de 05.09.2030",
35860610,CRISPESTSIG SRL Telciu,Bistrita-Nasaud,salubrizare,"Licenţă nr. 7362/23.09.2025 clasa 3
Valabilă până la data de 09.07.2030",
563934,URBANA SA Bistriţa,Bistrita-Nasaud,salubrizare,"Licenţă nr. 6298/10.05.2023 clasa 2
Valabilă până la data de 01.01.2028",
227969,"ADMINISTRAREA
DOMENIULUI PUBLIC
GHERLA SA",Cluj,salubrizare,"Licenţă nr. 6918/25.09.2024 clasa 3
Valabilă până la data de 04.03.2029",
23503516,"COMPANIA DE
SALUBRITATE CÂMPIA
TURZII SA Câmpia Turzii",Cluj,salubrizare,"Licenţă nr. 6893/19.08.2024 clasa 3
Valabilă până la data de 01.03.2029",
30477800,"LUKACOM INVEST SRL
Florești",Cluj,salubrizare,"Licenţă nr. 7020/17.12.2024 clasa 3
Valabilă până la data de 11.07.2028",
3749070,"BRANTNER ENVIRONMENT
SRL Cluj Napoca",Cluj,salubrizare,"Licenţă nr. 7601/03.03.2026 clasa 2
Valabilă până la data de 02.03.2031",
37935530,AMV MAGIC SRL Ciucea,Cluj,salubrizare,"Licenţă nr. 7279/01.08.2025 clasa 3
Valabilă până la data de 24.06.2026",
38290939,SALVERES SRL Cluj Napoca,Cluj,salubrizare,"Licenţă nr. 6569/20.12.2023 clasa 3
Valabilă până la data de 22.06.2028",
43156365,"SALUBRITERMSERV SRL
Huedin",Cluj,salubrizare,"Licenţă nr. 5762/16.03.2022 clasa 3
Valabilă până la data de 29.04.2026",
7180367,"BRANTNER SERVICII
ECOLOGICE SRL Cluj-
Napoca",Cluj,salubrizare,"Licenţă nr. 7509/19.01.2026 clasa 1
Valabilă până la data de 19.01.2031",
7929510,"DOMENIUL PUBLIC
CÂMPIA TURZII SA",Cluj,salubrizare,"Licenţă nr. 5578/03.11.2021 clasa 3
Valabilă până la data de 12.10.2026",
11817922,POMPIERU SRL Seini,Maramures,salubrizare,"Licenţă nr. 7498/16.01.2026 clasa 3
Valabilă până la data de 01.05.2026",
13962147,"CONSILIUL LOCAL -
SERVICIUL PUBLIC
AMBIENT URBAN Baia Mare",Maramures,salubrizare,"Licenţă nr. 7136/24.03.2025 clasa 2
Valabilă până la data de 24.03.2030",
51542901,RTM FOREST SRL Sălsig,Maramures,salubrizare,"Licenţă nr. 7593/26.02.2026 clasa 3
Valabilă până la data de 31.03.2026",
18903400,GREENDAYS SRL Baia Mare,Maramures,salubrizare,"Licenţă nr. 7001/04.12.2024 clasa 3
Valabilă până la data de 01.12.2026",
23281096,GLOD-SAL SRL Bârsana,Maramures,salubrizare,"Licenţă nr. 7228/16.06.2025 clasa 3
Valabilă până la data de 10.12.2026",
38567500,"DIRECȚIA DE SERVICII
PUBLICE Târgu Lăpuș",Maramures,salubrizare,"Licenţă nr. 6970/31.10.2024 clasa 3
Valabilă până la data de 31.10.2029",
44296286,"DIRECȚIA DE LUCRĂRI
PUBLICE BAIA SPRIE",Maramures,salubrizare,"Licenţă nr. 6718/28.02.2024 clasa 3
Valabilă până la data de 28.02.2029",
45184221,DRUSAL CITY SA Baia Mare,Maramures,salubrizare,"Licenţă nr. 7117/11.03.2025 clasa 3
Valabilă până la data de 24.02.2027",
7233879,DRUSAL SA Baia Mare,Maramures,salubrizare,"Licenţă nr. 6594/05.12.2024 clasa 2
Valabilă până la data de 30.11.2027",
27142643,"GMG MIHA&GABI
CONSTRUCT SRL Nușfalău",Salaj,salubrizare,"Licenţă nr. 7380/14.10.2025 clasa 3
Valabilă până la data de 14.10.2030",
27314064,CRASNA-SERV SRL Crasna,Salaj,salubrizare,"Licenţă nr. 7096/19.02.2025 clasa 3
Valabilă până la data de 01.01.2030",
38508430,SALUBRIZARE JIBOU Jibou,Salaj,salubrizare,"Licenţă nr. 6510/06.10.2023 clasa 3
Valabilă până la data de 06.10.2028",
50379947,"CITADIN SALUBRIZARE
SRL Zalău",Salaj,salubrizare,"Licenţă nr. 7012/10.12.2024 clasa 2
Valabilă până la data de 29.09.2029",
14636947,"DEIOSIM COM SRL Orașu
Nou",Satu-Mare,salubrizare,"Licenţă nr. 7310/20.08.2025 clasa 3
Valabilă până la data de 01.04.2030",
16354594,"INSTAL ROS SRL Negrești-
Oaș",Satu-Mare,salubrizare,"Licenţă nr. 6681/13.02.2024 clasa 2
Valabilă până la data de 13.02.2029",
16984905,CLEANMAN SRL Vama,Satu-Mare,salubrizare,"Licenţă nr. 7398/23.10.2025 clasa 2
Valabilă până la data de 23.10.2030",
24627148,"ALPIN RECYCLING SRL Satu
Mare",Satu-Mare,salubrizare,"Licenţă nr. 7130/20.03.2025 clasa 3
Valabilă până la data de 25.02.2030",
32818882,"VALEA MEDISA SRL Viile
Satu Mare",Satu-Mare,salubrizare,"Licenţă cu caracter provizoriu nr.
7442/19.11.2025 clasa 3
Valabilă până la data de 19.11.2026",
36826535,"SERVICIUL PUBLIC AL
COMUNEI MOFTIN",Satu-Mare,salubrizare,"Licenţă cu caracter provizoriu nr.
7443/19.11.2025 clasa 3
Valabilă până la data de 19.11.2026",
38575251,BELSALROM SRL Beltiug,Satu-Mare,salubrizare,"Licenţă nr. 6189/20.02.2023 clasa 3
Valabilă până la data de 22.12.2027",
38679821,"SERVICII PUBLICE
BOGDAND SRL Bogdand",Satu-Mare,salubrizare,"Licenţă nr. 7052/22.01.2025 clasa 3
Valabilă până la data de 29.10.2029",
50279166,"MANAGEMENTUL
DESEURILOR SATU MARE
SRL Satu Mare",Satu-Mare,salubrizare,"Licenţă nr. 7223/16.06.2025 clasa 1
Valabilă până la data de 01.04.2030",
14401495,"SERVICIUL PUBLIC DE
INTERES LOCAL
ADMINISTRAȚIA
PATRIMONIULUI LOCAL
Aiud",Alba,salubrizare,"Licenţă nr. 6950/16.10.2024 clasa 3
Valabilă până la data de 16.10.2029",
16029704,"SERVICIUL PUBLIC DE
ADMINISTRAREA
PATRIMONIULUI Sebeș",Alba,salubrizare,"Licenţă nr. 4470/23.11.2023 clasa 3
Valabilă până la data de 28.11.2028",
27277152,"SALUBRITATE APUSENI
SRL Câmpeni",Alba,salubrizare,"Licenţă nr. 6231/03.03.2023 clasa 3
Valabilă până la data de 02.02.2028",
42422205,"SERVICIUL DE
SALUBRIZARE ȘI
ADMINISTRARE A
DOMENIULUI PUBLIC ȘI
PRIVAT CÂMPENI Câmpeni",Alba,salubrizare,"Licenţă nr. 5619/16.12.2021 clasa 3
Valabilă până la data de 16.12.2026",
42454355,"SERVICIUL PUBLIC DE
GOSPODĂRIRE LOCALĂ
CUGIR",Alba,salubrizare,"Licenţă nr. 6901/19.08.2024 clasa 3
Valabilă până la data de 19.08.2029",
1095130,COMPREST SA Braşov,Brasov,salubrizare,"Licenţă nr. 6588/24.02.2026 clasa 1
Valabilă până la data de 31.12.2030",
1100466,CIBIN SRL Săcele,Brasov,salubrizare,"Licenţă nr.5932/25.07.2022 clasa 2
Valabilă până la data de 31.03.2027",
14379584,FIN-ECO SA Braşov,Brasov,salubrizare,"Licenţă nr. 6707/27.02.2024 clasa 3
Valabilă până la data de 10.07.2028",
14891753,SALCOSERV SA Făgăraş,Brasov,salubrizare,"Licenţă nr. 6730/11.03.2024 clasa 3
Valabilă până la data de 04.03.2028",
15464254,"HIDRO-SAL COM SRL
Prejmer",Brasov,salubrizare,"Licenţă nr. 6437/09.08.2023 clasa 3
Valabilă până la data de 10.07.2028",
16976481,"SERVICII DE
GOSPODĂRIRE MĂGURA
CODLEI SRL Codlea",Brasov,salubrizare,"Licenţă nr. 6252/18.04.2024 clasa 3
Valabilă până la data de 16.03.2028",
21049678,"INDUSTRIAL PROCES
PAPER SRL Hălchiu",Brasov,salubrizare,"Licenţă nr. 7337/29.08.2025 clasa 3
Valabilă până la data de 29.08.2030",
28046318,"UTILITĂȚI PUBLICE BRAN
SRL Sohodol Bran",Brasov,salubrizare,"Licenţă nr. 7285/04.08.2025 clasa 3
Valabilă până la data de 05.06.2030",
28112594,"ECOSAL RE-LI-VO SRL
Recea",Brasov,salubrizare,"Licenţă nr. 5437/29.07.2021 clasa 3
Valabilă până la data de 05.04.2026",
28285129,"SERVICIUL PUBLIC RUPEA
SRL Rupea",Brasov,salubrizare,"Licenţă nr. 6374/22.06.2023 clasa 3
Valabilă până la data de 15.05.2028",
29445066,"ECOSISTEM VICTORIA SRL
Victoria",Brasov,salubrizare,"Licenţă nr. 6638/06.02.2024 clasa 3
Valabilă până la data de 01.01.2029",
32061553,"COMPANIA DE SERVICII
PUBLICE ZARNESTI S.R.L.
Zărnesti",Brasov,salubrizare,"Licenţă nr. 6837/15.07.2024 clasa 3
Valabilă până la data de 31.01.2029",
36103929,"MARIENBURG SCUP SRL
Feldioara",Brasov,salubrizare,"Licenţă nr. 5903/11.07.2022 clasa 3
Valabilă până la data de 21.04.2027",
37458628,HELIX LS SRL Brașov,Brasov,salubrizare,"Licenţă nr. 7253/26.06.2025 clasa 3
Valabilă până la data de 26.05.2026",
39493303,CLB TRANSRUT SRL Budila,Brasov,salubrizare,"Licenţă nr. 6794/21.05.2024 clasa 3
Valabilă până la data de 21.12.2028",
39858450,"SERVICIUL PUBLIC
AQUASAL
TRANSCARPATICA -
FUNDATA Fundata",Brasov,salubrizare,"Licenţă nr. 7303/07.08.2025 clasa 3
Valabilă până la data de 07.08.2030",
40367473,"SERVICIUL PUBLIC DE
SALUBRIZARE CRISTIAN",Brasov,salubrizare,"Licenţă nr. 7094/18.02.2025 clasa 3
Valabilă până la data de 18.02.2030",
40771586,"SERVICIUL SALUBRIZARE
TARLUNGENI Tărlungeni",Brasov,salubrizare,"Licenţă nr. 7552/30.01.2026 clasa 3
Valabilă până la data de 30.01.2031",
43555188,"SERVICIUL LOCAL DE
SALUBRIZARE MOIECIU",Brasov,salubrizare,"Licenţă nr. 7243/25.06.2025 clasa 3
Valabilă până la data de 25.06.2030",
43629897,"SERVICIUL DE UTILITATI
PUBLICE RÂȘNOV",Brasov,salubrizare,"Licenţă nr. 6492/21.09.2023 clasa 3
Valabilă până la data de 21.09.2028",
43718650,"SERVICIUL PUBLIC SALCIN
CINCU Cincu",Brasov,salubrizare,"Licenţă nr. 5473/27.08.2021 clasa 3
Valabilă până la data de 27.08.2026",
46510768,"SERVICIUL PUBLIC
SALSCUP HÂRȘENI",Brasov,salubrizare,"Licenţă nr. 6225/03.03.2023 clasa 3
Valabilă până la data de 03.03.2028",
13022540,"SALUBRISERV SRL Bixad
(Micfalău)",Covasna,salubrizare,"Licenţă nr. 6213/29.05.2025 clasa 3
Valabilă până la data de 06.07.2027",
25428615,"SALUBRITATEA IBSV SRL
Întorsura Buzăului",Covasna,salubrizare,"Licenţă nr. 5890/11.07.2022 clasa 3
Valabilă până la data de 11.07.2027",
43186382,"SERVICIUL PUBLIC LOCAL
Târgu Secuiesc",Covasna,salubrizare,"Licenţă nr. 5673/19.01.2022 clasa 3
Valabilă până la data de 19.01.2027",
7850009,"GOS-TRANS-COM SRL
Covasna",Covasna,salubrizare,"Licenţă nr. 6114/15.12.2022 clasa 3
Valabilă până la data de 18.10.2027",
